date,net_cr_err,net_ps_err,tot_cr_err,tot_ps_err
2022-03-15,400.0,0.0,700.0,100.0
2022-03-16,0.0,200.0,100.0,0.0
2022-03-17,0.0,100.0,0.0,400.0
2022-03-18,0.0,100.0,100.0,400.0
2022-03-21,0.0,100.0,200.0,400.0
2022-03-22,0.0,510.0,100.0,500.0
2022-03-23,0.0,510.0,100.0,400.0
2022-03-24,0.0,510.0,100.0,500.0
2022-03-25,0.0,510.0,100.0,500.0
2022-03-28,0.0,510.0,0.0,500.0
2022-03-29,0.0,300.0,0.0,600.0
2022-03-30,50.0,300.0,50.0,600.0
2022-03-31,50.0,300.0,50.0,500.0
2022-04-01,50.0,300.0,150.0,500.0
2022-04-04,50.0,0.0,50.0,200.0
2022-04-05,50.0,200.0,150.0,200.0
2022-04-06,0.0,0.0,100.0,150.0
2022-04-07,0.0,0.0,100.0,200.0
2022-04-08,0.0,0.0,100.0,150.0
2022-04-11,50.0,0.0,150.0,100.0
2022-04-12,50.0,0.0,250.0,0.0
2022-04-13,0.0,50.0,250.0,50.0
2022-04-14,0.0,300.0,300.0,300.0
2022-04-18,50.0,300.0,350.0,300.0
2022-04-19,200.0,300.0,200.0,400.0
2022-04-20,250.0,0.0,250.0,150.0
2022-04-21,50.0,300.0,250.0,300.0
2022-04-22,50.0,300.0,450.0,0.0
2022-04-25,50.0,300.0,450.0,0.0
2022-04-26,100.0,100.0,700.0,0.0
2022-04-27,150.0,100.0,700.0,0.0
2022-04-28,0.0,200.0,400.0,0.0
2022-04-29,150.0,0.0,700.0,0.0
2022-05-02,150.0,0.0,700.0,0.0
2022-05-03,150.0,0.0,700.0,0.0
2022-05-04,0.0,0.0,400.0,300.0
2022-05-05,200.0,300.0,700.0,300.0
2022-05-06,300.0,0.0,800.0,0.0
2022-05-09,440.0,0.0,800.0,300.0
2022-05-10,440.0,0.0,800.0,0.0
2022-05-11,580.0,0.0,800.0,300.0
2022-05-12,580.0,300.0,800.0,300.0
2022-05-13,340.0,0.0,700.0,0.0
2022-05-16,340.0,0.0,700.0,0.0
2022-05-17,250.0,0.0,700.0,0.0
2022-05-18,470.0,0.0,700.0,0.0
2022-05-19,470.0,0.0,700.0,0.0
2022-05-20,470.0,0.0,700.0,200.0
2022-05-23,815.0,0.0,700.0,200.0
2022-05-24,570.0,0.0,700.0,200.0
2022-05-25,340.0,0.0,700.0,200.0
2022-05-26,625.0,0.0,700.0,300.0
2022-05-27,200.0,300.0,700.0,300.0
2022-05-31,0.0,0.0,200.0,0.0
2022-06-01,0.0,0.0,200.0,0.0
2022-06-02,0.0,0.0,200.0,0.0
2022-06-03,0.0,0.0,200.0,0.0
2022-06-06,0.0,0.0,200.0,0.0
2022-06-07,0.0,0.0,200.0,0.0
2022-06-08,0.0,0.0,200.0,0.0
2022-06-09,0.0,0.0,200.0,0.0
2022-06-10,300.0,0.0,500.0,100.0
2022-06-13,615.0,0.0,500.0,0.0
2022-06-14,615.0,0.0,500.0,0.0
2022-06-15,615.0,0.0,500.0,0.0
2022-06-16,565.0,0.0,800.0,100.0
2022-06-17,635.0,0.0,500.0,0.0
2022-06-21,635.0,0.0,500.0,100.0
2022-06-22,640.0,0.0,500.0,100.0
2022-06-23,660.0,0.0,500.0,0.0
2022-06-24,0.0,0.0,200.0,200.0
2022-06-27,0.0,0.0,200.0,200.0
2022-06-28,300.0,0.0,500.0,100.0
2022-06-29,200.0,0.0,300.0,100.0
2022-06-30,200.0,0.0,300.0,50.0
2022-07-01,0.0,0.0,5.0,100.0
2022-07-05,0.0,0.0,5.0,100.0
2022-07-06,0.0,0.0,5.0,100.0
2022-07-07,0.0,0.0,5.0,200.0
2022-07-08,0.0,0.0,5.0,100.0
2022-07-11,0.0,0.0,5.0,100.0
2022-07-12,0.0,0.0,205.0,100.0
2022-07-13,0.0,0.0,205.0,100.0
2022-07-14,0.0,100.0,205.0,50.0
2022-07-15,0.0,0.0,5.0,100.0
2022-07-18,0.0,0.0,5.0,100.0
2022-07-19,0.0,0.0,50.0,200.0
2022-07-20,0.0,0.0,100.0,300.0
2022-07-21,0.0,0.0,0.0,300.0
2022-07-22,0.0,100.0,100.0,300.0
2022-07-25,0.0,200.0,100.0,300.0
2022-07-26,0.0,200.0,100.0,300.0
2022-07-27,0.0,200.0,100.0,400.0
2022-07-28,0.0,200.0,100.0,400.0
2022-07-29,0.0,200.0,200.0,400.0
2022-08-01,0.0,300.0,200.0,400.0
2022-08-02,0.0,300.0,200.0,400.0
2022-08-03,0.0,300.0,200.0,400.0
2022-08-04,0.0,0.0,200.0,100.0
2022-08-05,0.0,0.0,200.0,100.0
2022-08-08,0.0,0.0,200.0,100.0
2022-08-09,0.0,0.0,200.0,0.0
2022-08-10,0.0,0.0,200.0,0.0
2022-08-11,0.0,0.0,200.0,0.0
2022-08-12,0.0,0.0,0.0,0.0
2022-08-15,0.0,0.0,0.0,200.0
2022-08-16,0.0,0.0,0.0,300.0
2022-08-17,0.0,0.0,0.0,250.0
2022-08-18,0.0,0.0,0.0,250.0
2022-08-19,0.0,0.0,300.0,0.0
2022-08-22,0.0,0.0,300.0,0.0
2022-08-23,0.0,0.0,400.0,0.0
2022-08-24,0.0,0.0,400.0,0.0
2022-08-25,0.0,0.0,300.0,0.0
2022-08-26,0.0,0.0,400.0,0.0
2022-08-29,0.0,0.0,400.0,0.0
2022-08-30,395.0,100.0,400.0,100.0
2022-08-31,0.0,0.0,5.0,0.0
2022-09-01,0.0,0.0,5.0,0.0
2022-09-02,0.0,0.0,5.0,0.0
2022-09-06,0.0,0.0,5.0,0.0
2022-09-07,0.0,0.0,5.0,0.0
2022-09-08,0.0,0.0,5.0,100.0
2022-09-09,295.0,0.0,300.0,100.0
2022-09-12,0.0,0.0,300.0,100.0
2022-09-13,0.0,100.0,5.0,0.0
2022-09-14,0.0,0.0,5.0,0.0
2022-09-15,0.0,0.0,105.0,0.0
2022-09-16,0.0,0.0,5.0,0.0
2022-09-19,0.0,0.0,5.0,0.0
2022-09-20,0.0,0.0,5.0,0.0
2022-09-21,0.0,0.0,5.0,100.0
2022-09-22,195.0,0.0,200.0,50.0
2022-09-23,295.0,100.0,300.0,100.0
2022-09-26,445.0,0.0,300.0,0.0
2022-09-27,445.0,0.0,300.0,0.0
2022-09-28,200.0,0.0,300.0,100.0
2022-09-29,445.0,0.0,300.0,0.0
2022-09-30,445.0,0.0,600.0,100.0
2022-10-03,0.0,0.0,165.0,0.0
2022-10-04,0.0,0.0,165.0,100.0
2022-10-05,0.0,0.0,165.0,100.0
2022-10-06,565.0,0.0,400.0,100.0
2022-10-07,565.0,0.0,700.0,0.0
2022-10-10,0.0,0.0,135.0,0.0
2022-10-11,265.0,0.0,400.0,0.0
2022-10-12,265.0,0.0,400.0,0.0
2022-10-13,265.0,0.0,400.0,150.0
2022-10-14,265.0,0.0,400.0,0.0
2022-10-17,0.0,0.0,135.0,100.0
2022-10-18,0.0,0.0,135.0,100.0
2022-10-19,65.0,0.0,200.0,50.0
2022-10-20,65.0,0.0,200.0,50.0
2022-10-21,0.0,100.0,100.0,200.0
2022-10-24,0.0,0.0,100.0,100.0
2022-10-25,0.0,0.0,100.0,100.0
2022-10-26,0.0,0.0,100.0,200.0
2022-10-27,50.0,0.0,50.0,200.0
2022-10-28,0.0,305.0,50.0,5.0
2022-10-31,50.0,0.0,0.0,100.0
2022-11-01,0.0,0.0,50.0,100.0
2022-11-02,0.0,0.0,100.0,100.0
2022-11-03,0.0,0.0,100.0,100.0
2022-11-04,0.0,0.0,100.0,100.0
2022-11-07,0.0,0.0,100.0,100.0
2022-11-08,200.0,0.0,100.0,100.0
2022-11-09,0.0,0.0,100.0,100.0
2022-11-10,0.0,100.0,100.0,400.0
2022-11-11,0.0,0.0,100.0,300.0
2022-11-14,0.0,0.0,100.0,300.0
2022-11-15,0.0,0.0,100.0,300.0
2022-11-16,0.0,0.0,100.0,300.0
2022-11-17,0.0,0.0,100.0,300.0
2022-11-18,0.0,0.0,100.0,300.0
2022-11-21,0.0,0.0,100.0,300.0
2022-11-22,0.0,200.0,100.0,400.0
2022-11-23,0.0,200.0,100.0,400.0
2022-11-25,0.0,200.0,100.0,400.0
2022-11-28,0.0,0.0,100.0,300.0
2022-11-29,0.0,0.0,100.0,300.0
2022-11-30,0.0,200.0,100.0,400.0
2022-12-01,0.0,200.0,100.0,400.0
2022-12-02,0.0,0.0,100.0,200.0
2022-12-05,0.0,0.0,100.0,150.0
2022-12-06,0.0,0.0,100.0,0.0
2022-12-07,0.0,0.0,100.0,0.0
2022-12-08,0.0,0.0,100.0,50.0
2022-12-09,0.0,0.0,100.0,100.0
2022-12-12,0.0,0.0,100.0,150.0
2022-12-13,0.0,0.0,100.0,100.0
2022-12-14,0.0,0.0,100.0,50.0
2022-12-15,265.0,50.0,200.0,75.0
2022-12-16,0.0,0.0,165.0,0.0
2022-12-19,0.0,0.0,165.0,0.0
2022-12-20,365.0,200.0,200.0,200.0
2022-12-21,0.0,0.0,165.0,50.0
2022-12-22,0.0,0.0,165.0,0.0
2022-12-23,0.0,0.0,165.0,0.0
2022-12-27,0.0,0.0,165.0,0.0
2022-12-28,465.0,150.0,300.0,100.0
2022-12-29,0.0,0.0,165.0,35.0
2022-12-30,0.0,100.0,200.0,0.0
2023-01-03,0.0,0.0,200.0,0.0
2023-01-04,200.0,100.0,0.0,50.0
2023-01-05,100.0,0.0,200.0,0.0
2023-01-06,0.0,0.0,0.0,150.0
2023-01-09,0.0,100.0,0.0,150.0
2023-01-10,0.0,0.0,0.0,100.0
2023-01-11,0.0,0.0,0.0,100.0
2023-01-12,0.0,0.0,0.0,150.0
2023-01-13,0.0,200.0,0.0,350.0
2023-01-17,0.0,0.0,0.0,150.0
2023-01-23,150.0,0.0,200.0,200.0
2023-01-24,150.0,100.0,200.0,200.0
2023-01-25,100.0,100.0,200.0,200.0
2023-01-26,100.0,0.0,200.0,200.0
2023-01-27,100.0,0.0,200.0,200.0
2023-01-30,100.0,0.0,200.0,200.0
2023-01-31,100.0,0.0,200.0,200.0
2023-02-01,50.0,0.0,200.0,200.0
2023-02-03,50.0,100.0,150.0,200.0
2023-02-06,0.0,0.0,200.0,100.0
2023-02-07,0.0,0.0,200.0,100.0
2023-02-08,0.0,0.0,200.0,100.0
2023-02-09,0.0,0.0,200.0,100.0
2023-02-10,0.0,0.0,200.0,100.0
2023-02-13,0.0,0.0,200.0,100.0
2023-02-14,50.0,0.0,150.0,100.0
2023-02-15,0.0,100.0,200.0,100.0
2023-02-16,0.0,150.0,0.0,100.0
2023-02-17,0.0,0.0,200.0,0.0
2023-02-21,0.0,200.0,300.0,100.0
2023-02-22,100.0,0.0,200.0,0.0
2023-02-23,0.0,0.0,200.0,0.0
2023-02-24,0.0,0.0,200.0,0.0
2023-02-27,0.0,0.0,200.0,50.0
2023-02-28,0.0,0.0,200.0,50.0
2023-03-01,0.0,0.0,200.0,0.0
2023-03-02,0.0,0.0,200.0,50.0
2023-03-03,0.0,0.0,200.0,100.0
2023-03-06,0.0,0.0,200.0,100.0
2023-03-07,0.0,0.0,200.0,50.0
2023-03-08,0.0,0.0,200.0,50.0
2023-03-09,0.0,0.0,200.0,0.0
2023-03-10,0.0,0.0,200.0,50.0
2023-03-13,0.0,0.0,200.0,50.0
2023-03-14,0.0,0.0,65.0,100.0
2023-03-15,0.0,0.0,65.0,50.0
2023-03-16,0.0,0.0,65.0,150.0
2023-03-17,0.0,0.0,65.0,100.0
2023-03-20,0.0,0.0,65.0,100.0
2023-03-21,0.0,0.0,65.0,200.0
2023-03-22,0.0,0.0,65.0,100.0
2023-03-23,0.0,0.0,65.0,100.0
2023-03-24,0.0,0.0,65.0,100.0
2023-03-27,0.0,0.0,65.0,100.0
2023-03-28,235.0,0.0,300.0,100.0
2023-03-29,0.0,150.0,65.0,50.0
2023-03-30,0.0,150.0,65.0,50.0
2023-03-31,200.0,150.0,300.0,50.0
2023-04-03,150.0,150.0,300.0,50.0
2023-04-04,100.0,150.0,300.0,50.0
2023-04-05,100.0,150.0,300.0,50.0
2023-04-06,100.0,150.0,300.0,50.0
2023-04-10,100.0,150.0,300.0,50.0
2023-04-11,0.0,0.0,200.0,200.0
2023-04-12,0.0,0.0,200.0,100.0
2023-04-13,0.0,0.0,200.0,200.0
2023-04-14,0.0,0.0,200.0,200.0
2023-04-17,0.0,0.0,200.0,200.0
2023-04-18,0.0,0.0,200.0,0.0
2023-04-19,0.0,0.0,50.0,150.0
2023-04-20,0.0,0.0,100.0,100.0
2023-04-21,0.0,0.0,200.0,0.0
2023-04-24,0.0,0.0,200.0,0.0
2023-04-25,0.0,0.0,300.0,0.0
2023-04-26,0.0,0.0,300.0,0.0
2023-04-27,100.0,50.0,300.0,50.0
2023-04-28,0.0,0.0,200.0,0.0
2023-05-01,0.0,0.0,200.0,100.0
2023-05-02,0.0,0.0,200.0,0.0
2023-05-03,0.0,0.0,300.0,0.0
2023-05-04,0.0,0.0,300.0,0.0
2023-05-05,0.0,0.0,200.0,100.0
2023-05-08,0.0,0.0,200.0,100.0
2023-05-09,0.0,0.0,200.0,0.0
2023-05-10,0.0,0.0,200.0,100.0
2023-05-11,0.0,0.0,200.0,0.0
2023-05-12,0.0,0.0,200.0,0.0
2023-05-15,0.0,100.0,200.0,100.0
2023-05-16,0.0,100.0,200.0,100.0
2023-05-17,0.0,0.0,50.0,250.0
2023-05-18,0.0,0.0,0.0,250.0
2023-05-19,0.0,0.0,200.0,100.0
2023-05-22,0.0,0.0,300.0,100.0
2023-05-23,0.0,0.0,300.0,100.0
2023-05-24,0.0,0.0,300.0,0.0
2023-05-25,0.0,0.0,300.0,100.0
2023-05-26,0.0,0.0,300.0,100.0
2023-05-30,0.0,0.0,150.0,250.0
2023-05-31,0.0,100.0,150.0,150.0
2023-06-01,0.0,0.0,100.0,300.0
2023-06-02,0.0,0.0,0.0,100.0
2023-06-05,0.0,0.0,0.0,200.0
2023-06-06,0.0,0.0,0.0,300.0
2023-06-07,0.0,100.0,0.0,350.0
2023-06-08,0.0,0.0,0.0,350.0
2023-06-09,0.0,0.0,0.0,200.0
2023-06-12,0.0,100.0,100.0,400.0
2023-06-13,0.0,100.0,100.0,400.0
2023-06-14,0.0,100.0,100.0,400.0
2023-06-15,0.0,100.0,0.0,500.0
2023-06-16,0.0,100.0,0.0,500.0
2023-06-20,0.0,0.0,100.0,100.0
2023-06-21,180.0,0.0,80.0,100.0
2023-06-22,0.0,0.0,100.0,100.0
2023-06-23,0.0,0.0,80.0,100.0
2023-07-17,0.0,0.0,50.0,300.0
2023-07-18,0.0,0.0,50.0,350.0
2023-07-19,0.0,0.0,50.0,250.0
2023-07-20,0.0,0.0,50.0,200.0
2023-07-21,0.0,0.0,100.0,0.0
2023-07-24,0.0,100.0,0.0,200.0
2023-07-25,0.0,0.0,0.0,200.0
2023-07-26,0.0,0.0,0.0,250.0
2023-07-27,0.0,0.0,100.0,0.0
2023-07-28,0.0,0.0,0.0,50.0
2023-07-31,50.0,0.0,50.0,75.0
2023-08-01,0.0,0.0,50.0,50.0
2023-08-02,100.0,0.0,100.0,0.0
2023-08-03,0.0,0.0,100.0,0.0
2023-08-04,0.0,0.0,100.0,100.0
2023-08-07,0.0,0.0,100.0,0.0
2023-08-08,0.0,0.0,100.0,100.0
2023-08-09,0.0,0.0,100.0,0.0
2023-08-10,0.0,0.0,100.0,0.0
2023-08-11,0.0,0.0,100.0,0.0
2023-08-14,0.0,0.0,100.0,0.0
2023-08-15,0.0,0.0,100.0,0.0
2023-08-16,0.0,0.0,200.0,0.0
2023-08-17,0.0,0.0,200.0,0.0
2023-08-18,200.0,0.0,200.0,50.0
2023-08-21,0.0,0.0,200.0,0.0
2023-08-22,0.0,50.0,200.0,0.0
2023-08-23,0.0,0.0,100.0,100.0
2023-08-24,0.0,50.0,200.0,0.0
2023-08-25,0.0,0.0,200.0,100.0
2023-08-28,0.0,0.0,100.0,100.0
2023-08-29,0.0,0.0,0.0,150.0
2023-08-30,0.0,0.0,100.0,200.0
2023-08-31,50.0,0.0,0.0,200.0
2023-09-01,0.0,0.0,100.0,200.0
2023-09-05,0.0,0.0,100.0,150.0
2023-09-06,0.0,0.0,100.0,50.0
2023-09-07,0.0,100.0,100.0,150.0
2023-09-08,0.0,100.0,100.0,150.0
2023-09-11,0.0,0.0,0.0,50.0
2023-09-12,0.0,0.0,150.0,50.0
2023-09-13,0.0,0.0,150.0,50.0
2023-09-14,25.0,100.0,0.0,200.0
2023-09-15,0.0,0.0,100.0,50.0
2023-09-18,0.0,0.0,100.0,50.0
2023-09-19,0.0,0.0,100.0,0.0
2023-09-20,0.0,0.0,100.0,0.0
2023-09-21,0.0,0.0,100.0,0.0
2023-09-22,0.0,0.0,200.0,0.0
2023-09-25,0.0,0.0,200.0,0.0
2023-09-26,0.0,0.0,300.0,300.0
2023-09-27,0.0,0.0,200.0,200.0
2023-09-28,0.0,0.0,200.0,200.0
2023-09-29,0.0,0.0,200.0,200.0
2023-10-02,0.0,0.0,150.0,200.0
2023-10-03,0.0,0.0,450.0,200.0
2023-10-04,0.0,0.0,150.0,200.0
2023-10-05,0.0,0.0,150.0,200.0
2023-10-06,0.0,0.0,150.0,100.0
2023-10-09,0.0,0.0,150.0,100.0
2023-10-10,0.0,0.0,0.0,100.0
2023-10-11,50.0,0.0,50.0,100.0
2023-10-12,50.0,0.0,50.0,100.0
2023-10-13,0.0,0.0,50.0,100.0
2023-10-16,0.0,100.0,50.0,100.0
2023-10-17,0.0,100.0,50.0,100.0
2023-10-18,0.0,0.0,150.0,0.0
2023-10-19,0.0,100.0,100.0,300.0
2023-10-20,0.0,0.0,400.0,200.0
2023-10-23,0.0,0.0,400.0,200.0
2023-10-24,0.0,0.0,100.0,200.0
2023-10-25,0.0,0.0,500.0,200.0
2023-10-26,0.0,0.0,500.0,100.0
2023-10-27,0.0,0.0,500.0,100.0
2023-10-30,0.0,100.0,500.0,200.0
2023-10-31,0.0,0.0,500.0,100.0
2023-11-01,0.0,0.0,100.0,200.0
2023-11-02,0.0,0.0,100.0,100.0
2023-11-03,0.0,0.0,0.0,100.0
2023-11-06,0.0,0.0,0.0,100.0
2023-11-07,0.0,0.0,0.0,100.0
2023-11-08,0.0,0.0,0.0,100.0
2023-11-09,0.0,0.0,50.0,100.0
2023-11-10,0.0,0.0,50.0,200.0
2023-11-13,0.0,0.0,50.0,200.0
2023-11-14,0.0,0.0,0.0,200.0
2023-11-15,0.0,0.0,0.0,300.0
2023-11-16,0.0,0.0,0.0,300.0
2023-11-17,0.0,0.0,100.0,300.0
2023-11-20,85.0,0.0,15.0,300.0
2023-11-21,0.0,0.0,100.0,300.0
2023-11-22,0.0,0.0,100.0,300.0
2023-11-24,0.0,0.0,100.0,300.0
2023-11-27,0.0,0.0,100.0,300.0
2023-11-28,0.0,0.0,100.0,300.0
2023-11-29,0.0,200.0,100.0,300.0
2023-11-30,0.0,200.0,100.0,300.0
2023-12-01,0.0,200.0,0.0,300.0
2023-12-04,0.0,200.0,100.0,300.0
2023-12-05,0.0,0.0,100.0,100.0
2023-12-06,0.0,0.0,50.0,100.0
2023-12-07,0.0,0.0,50.0,150.0
2023-12-08,0.0,0.0,0.0,200.0
2023-12-11,0.0,0.0,100.0,200.0
2023-12-12,0.0,0.0,100.0,200.0
2023-12-13,0.0,0.0,0.0,300.0
2023-12-14,0.0,0.0,0.0,300.0
2023-12-15,0.0,0.0,100.0,300.0
2023-12-18,0.0,0.0,200.0,300.0
2023-12-19,0.0,0.0,200.0,350.0
2023-12-20,0.0,0.0,200.0,100.0
2023-12-21,0.0,0.0,200.0,200.0
2023-12-22,0.0,0.0,200.0,200.0
2023-12-26,0.0,0.0,0.0,250.0
2023-12-27,0.0,0.0,0.0,250.0
2023-12-28,0.0,0.0,0.0,250.0
2023-12-29,0.0,0.0,0.0,250.0
2024-01-02,50.0,100.0,50.0,200.0
2024-01-03,0.0,0.0,100.0,100.0
2024-01-04,0.0,0.0,100.0,0.0
2024-01-05,0.0,0.0,100.0,0.0
2024-01-08,0.0,0.0,0.0,250.0
2024-01-09,0.0,100.0,0.0,250.0
2024-01-10,0.0,0.0,0.0,250.0
2024-01-11,0.0,0.0,0.0,250.0
2024-01-12,0.0,0.0,0.0,250.0
2024-01-16,0.0,100.0,0.0,250.0
2024-01-17,0.0,200.0,150.0,200.0
2024-01-18,0.0,0.0,0.0,250.0
2024-01-19,0.0,0.0,100.0,300.0
2024-01-22,0.0,0.0,100.0,300.0
2024-01-23,0.0,0.0,100.0,300.0
2024-01-24,0.0,0.0,100.0,300.0
2024-01-25,0.0,0.0,100.0,300.0
2024-01-26,0.0,0.0,100.0,300.0
2024-01-29,50.0,0.0,50.0,400.0
2024-01-30,0.0,0.0,0.0,400.0
2024-01-31,0.0,0.0,0.0,300.0
2024-02-01,0.0,0.0,0.0,400.0
2024-02-02,0.0,0.0,0.0,400.0
2024-02-05,0.0,0.0,0.0,400.0
2024-02-06,0.0,0.0,0.0,400.0
2024-02-07,0.0,0.0,0.0,400.0
2024-02-08,0.0,0.0,0.0,450.0
2024-02-09,50.0,100.0,50.0,500.0
2024-02-12,50.0,100.0,50.0,500.0
2024-02-13,0.0,0.0,0.0,50.0
2024-02-14,0.0,0.0,0.0,500.0
2024-02-15,0.0,100.0,50.0,500.0
2024-02-16,0.0,150.0,100.0,500.0
2024-02-20,0.0,300.0,100.0,400.0
2024-02-21,0.0,0.0,100.0,100.0
2024-02-22,0.0,300.0,100.0,500.0
2024-02-23,0.0,300.0,100.0,500.0
2024-02-26,0.0,300.0,100.0,500.0
2024-02-27,0.0,250.0,100.0,500.0
2024-02-28,0.0,250.0,100.0,500.0
2024-02-29,0.0,250.0,100.0,500.0
2024-03-01,0.0,300.0,200.0,500.0
2024-03-04,0.0,0.0,200.0,200.0
2024-03-05,0.0,240.0,200.0,200.0
2024-03-06,0.0,0.0,200.0,200.0
2024-03-07,0.0,0.0,200.0,200.0
2024-03-08,0.0,0.0,200.0,200.0
2024-03-11,0.0,0.0,200.0,200.0
2024-03-12,0.0,0.0,50.0,350.0
2024-03-13,0.0,0.0,50.0,350.0
2024-03-14,0.0,340.0,50.0,10.0
2024-03-15,0.0,0.0,200.0,0.0
2024-03-18,0.0,0.0,200.0,200.0
2024-03-19,0.0,200.0,200.0,200.0
2024-03-20,0.0,0.0,250.0,200.0
2024-03-21,0.0,0.0,250.0,200.0
