ts_et,spot,expiry,strike,right,bid,ask
2026-09-21 11:06:17,7719.28,20260921,7740.0,P,16.9,17.0
2026-09-21 11:06:17,7719.28,20260921,7740.0,C,2.15,2.25
2026-09-21 11:06:17,7719.28,20260921,7745.0,P,21.1,21.3
2026-09-21 11:06:17,7719.28,20260921,7745.0,C,1.45,1.5
2026-09-21 11:06:17,7719.28,20260921,7750.0,P,25.7,25.9
2026-09-21 11:06:17,7719.28,20260921,7750.0,C,0.95,1.0
2026-09-21 11:06:17,7719.28,20260921,7755.0,P,30.3,30.6
2026-09-21 11:06:17,7719.28,20260921,7755.0,C,0.7,0.75
2026-09-21 11:06:17,7719.28,20260921,7760.0,P,35.6,35.9
2026-09-21 11:06:17,7719.28,20260921,7760.0,C,0.5,0.55
2026-09-21 11:06:17,7719.28,20260921,7765.0,P,40.4,40.8
2026-09-21 11:06:17,7719.28,20260921,7765.0,C,0.4,0.45
2026-09-21 11:06:17,7719.28,20260921,7770.0,P,45.4,45.7
2026-09-21 11:06:17,7719.28,20260921,7770.0,C,0.3,0.35
2026-09-21 11:06:17,7719.28,20260921,7775.0,P,50.3,50.6
2026-09-21 11:06:17,7719.28,20260921,7775.0,C,0.25,0.3
2026-09-21 11:06:17,7719.28,20260921,7780.0,P,55.3,55.6
2026-09-21 11:06:17,7719.28,20260921,7780.0,C,0.2,0.25
2026-09-21 11:06:17,7719.28,20260921,7785.0,P,60.2,60.5
2026-09-21 11:06:17,7719.28,20260921,7785.0,C,0.15,0.2
2026-09-21 11:06:17,7719.28,20260921,7790.0,P,65.2,65.5
2026-09-21 11:06:17,7719.28,20260921,7790.0,C,0.15,0.2
2026-09-21 11:06:17,7719.28,20260921,7795.0,P,70.2,70.5
2026-09-21 11:06:17,7719.28,20260921,7795.0,C,0.1,0.15
2026-09-21 11:06:17,7719.28,20260921,7800.0,P,75.2,75.5
2026-09-21 11:06:17,7719.28,20260921,7800.0,C,0.1,0.15
2026-09-21 11:06:17,7719.28,20260921,7805.0,P,80.2,80.5
2026-09-21 11:06:17,7719.28,20260921,7805.0,C,0.1,0.15
2026-09-21 11:06:17,7719.28,20260921,7810.0,P,85.1,85.5
2026-09-21 11:06:17,7719.28,20260921,7810.0,C,0.05,0.1
2026-09-21 11:06:17,7719.28,20260921,7815.0,P,90.0,90.6
2026-09-21 11:06:17,7719.28,20260921,7815.0,C,0.05,0.1
2026-09-21 11:06:31,7719.74,20260921,7555.0,P,0.15,0.2
2026-09-21 11:06:31,7719.74,20260921,7555.0,C,169.7,170.5
2026-09-21 11:06:31,7719.74,20260921,7580.0,P,0.15,0.2
2026-09-21 11:06:31,7719.74,20260921,7580.0,C,144.7,145.5
2026-09-21 11:06:31,7719.74,20260921,7600.0,P,0.2,0.25
2026-09-21 11:06:31,7719.74,20260921,7600.0,C,124.8,125.6
2026-09-21 11:06:31,7719.74,20260921,7625.0,P,0.25,0.3
2026-09-21 11:06:31,7719.74,20260921,7625.0,C,100.0,100.3
2026-09-21 11:06:31,7719.74,20260921,7630.0,P,0.3,0.35
2026-09-21 11:06:31,7719.74,20260921,7630.0,C,95.0,95.3
2026-09-21 11:06:31,7719.74,20260921,7635.0,P,0.3,0.35
2026-09-21 11:06:31,7719.74,20260921,7635.0,C,90.0,90.3
2026-09-21 11:06:31,7719.74,20260921,7640.0,P,0.3,0.4
2026-09-21 11:06:31,7719.74,20260921,7640.0,C,85.0,85.3
2026-09-21 11:06:31,7719.74,20260921,7645.0,P,0.35,0.4
2026-09-21 11:06:31,7719.74,20260921,7645.0,C,80.1,80.4
2026-09-21 11:06:31,7719.74,20260921,7650.0,P,0.4,0.45
2026-09-21 11:06:31,7719.74,20260921,7650.0,C,75.1,75.4
2026-09-21 11:06:31,7719.74,20260921,7655.0,P,0.4,0.45
2026-09-21 11:06:31,7719.74,20260921,7655.0,C,70.1,70.4
2026-09-21 11:06:31,7719.74,20260921,7660.0,P,0.45,0.5
2026-09-21 11:06:31,7719.74,20260921,7660.0,C,65.2,65.5
2026-09-21 11:06:31,7719.74,20260921,7665.0,P,0.5,0.55
2026-09-21 11:06:31,7719.74,20260921,7665.0,C,60.2,60.5
2026-09-21 11:06:31,7719.74,20260921,7670.0,P,0.55,0.6
2026-09-21 11:06:31,7719.74,20260921,7670.0,C,55.3,55.6
2026-09-21 11:06:31,7719.74,20260921,7675.0,P,0.6,0.65
2026-09-21 11:06:31,7719.74,20260921,7675.0,C,50.3,50.6
2026-09-21 11:06:31,7719.74,20260921,7680.0,P,0.7,0.75
2026-09-21 11:06:31,7719.74,20260921,7680.0,C,45.4,45.7
2026-09-21 11:06:31,7719.74,20260921,7685.0,P,0.8,0.85
2026-09-21 11:06:31,7719.74,20260921,7685.0,C,40.5,40.8
2026-09-21 11:06:31,7719.74,20260921,7690.0,P,0.95,1.0
2026-09-21 11:06:31,7719.74,20260921,7690.0,C,35.6,35.9
2026-09-21 11:06:31,7719.74,20260921,7695.0,P,1.15,1.2
2026-09-21 11:06:31,7719.74,20260921,7695.0,C,30.8,31.2
2026-09-21 11:06:31,7719.74,20260921,7700.0,P,1.45,1.5
2026-09-21 11:06:31,7719.74,20260921,7700.0,C,26.1,26.5
2026-09-21 11:06:31,7719.74,20260921,7705.0,P,1.9,1.95
2026-09-21 11:06:31,7719.74,20260921,7705.0,C,21.6,21.8
2026-09-21 11:06:31,7719.74,20260921,7710.0,P,2.6,2.65
2026-09-21 11:06:31,7719.74,20260921,7710.0,C,17.3,17.5
2026-09-21 11:06:31,7719.74,20260921,7715.0,P,3.6,3.7
2026-09-21 11:06:31,7719.74,20260921,7715.0,C,13.4,13.5
2026-09-21 11:06:31,7719.74,20260921,7720.0,P,5.1,5.2
2026-09-21 11:06:31,7719.74,20260921,7720.0,C,9.9,10.0
2026-09-21 11:06:31,7719.74,20260921,7725.0,P,7.2,7.3
2026-09-21 11:06:31,7719.74,20260921,7725.0,C,7.0,7.1
2026-09-21 11:06:31,7719.74,20260921,7730.0,P,10.0,10.1
2026-09-21 11:06:31,7719.74,20260921,7730.0,C,4.8,4.9
2026-09-21 11:06:31,7719.74,20260921,7735.0,P,13.3,13.5
2026-09-21 11:06:31,7719.74,20260921,7735.0,C,3.1,3.2
2026-09-21 11:06:31,7719.74,20260921,7740.0,P,17.3,17.4
2026-09-21 11:06:31,7719.74,20260921,7740.0,C,2.05,2.1
2026-09-21 11:06:31,7719.74,20260921,7745.0,P,21.5,21.7
2026-09-21 11:06:31,7719.74,20260921,7745.0,C,1.35,1.4
2026-09-21 11:06:31,7719.74,20260921,7750.0,P,26.1,26.3
2026-09-21 11:06:31,7719.74,20260921,7750.0,C,0.9,1.0
2026-09-21 11:06:31,7719.74,20260921,7755.0,P,30.8,31.1
2026-09-21 11:06:31,7719.74,20260921,7755.0,C,0.65,0.7
2026-09-21 11:06:31,7719.74,20260921,7760.0,P,35.5,35.8
2026-09-21 11:06:31,7719.74,20260921,7760.0,C,0.5,0.55
2026-09-21 11:06:31,7719.74,20260921,7765.0,P,40.4,40.7
2026-09-21 11:06:31,7719.74,20260921,7765.0,C,0.4,0.45
2026-09-21 11:06:31,7719.74,20260921,7770.0,P,45.4,45.7
2026-09-21 11:06:31,7719.74,20260921,7770.0,C,0.3,0.35
2026-09-21 11:06:31,7719.74,20260921,7775.0,P,50.3,50.7
2026-09-21 11:06:31,7719.74,20260921,7775.0,C,0.25,0.3
2026-09-21 11:06:31,7719.74,20260921,7780.0,P,55.3,55.6
2026-09-21 11:06:31,7719.74,20260921,7780.0,C,0.2,0.25
2026-09-21 11:06:31,7719.74,20260921,7785.0,P,60.2,60.5
2026-09-21 11:06:31,7719.74,20260921,7785.0,C,0.15,0.2
2026-09-21 11:06:31,7719.74,20260921,7790.0,P,65.2,65.5
2026-09-21 11:06:31,7719.74,20260921,7790.0,C,0.15,0.2
2026-09-21 11:06:31,7719.74,20260921,7795.0,P,70.2,70.5
2026-09-21 11:06:31,7719.74,20260921,7795.0,C,0.1,0.15
2026-09-21 11:06:31,7719.74,20260921,7800.0,P,75.1,75.5
2026-09-21 11:06:31,7719.74,20260921,7800.0,C,0.1,0.15
2026-09-21 11:06:31,7719.74,20260921,7805.0,P,80.1,80.4
2026-09-21 11:06:31,7719.74,20260921,7805.0,C,0.1,0.15
2026-09-21 11:06:31,7719.74,20260921,7810.0,P,85.1,85.4
2026-09-21 11:06:31,7719.74,20260921,7810.0,C,0.05,0.1
2026-09-21 11:06:31,7719.74,20260921,7815.0,P,90.0,90.6
2026-09-21 11:06:31,7719.74,20260921,7815.0,C,0.05,0.1
2026-09-21 11:06:45,7719.85,20260921,7555.0,P,0.15,0.2
2026-09-21 11:06:45,7719.85,20260921,7555.0,C,169.6,170.3
2026-09-21 11:06:45,7719.85,20260921,7580.0,P,0.15,0.2
2026-09-21 11:06:45,7719.85,20260921,7580.0,C,144.7,145.3
2026-09-21 11:06:45,7719.85,20260921,7600.0,P,0.2,0.25
2026-09-21 11:06:45,7719.85,20260921,7600.0,C,124.7,125.3
2026-09-21 11:06:45,7719.85,20260921,7625.0,P,0.25,0.3
2026-09-21 11:06:45,7719.85,20260921,7625.0,C,99.9,100.3
2026-09-21 11:06:45,7719.85,20260921,7630.0,P,0.3,0.35
2026-09-21 11:06:45,7719.85,20260921,7630.0,C,95.0,95.3
2026-09-21 11:06:45,7719.85,20260921,7635.0,P,0.3,0.35
2026-09-21 11:06:45,7719.85,20260921,7635.0,C,90.0,90.3
2026-09-21 11:06:45,7719.85,20260921,7640.0,P,0.3,0.35
2026-09-21 11:06:45,7719.85,20260921,7640.0,C,85.0,85.3
2026-09-21 11:06:45,7719.85,20260921,7645.0,P,0.35,0.4
2026-09-21 11:06:45,7719.85,20260921,7645.0,C,80.0,80.3
2026-09-21 11:06:45,7719.85,20260921,7650.0,P,0.35,0.4
2026-09-21 11:06:45,7719.85,20260921,7650.0,C,75.0,75.4
2026-09-21 11:06:45,7719.85,20260921,7655.0,P,0.4,0.45
2026-09-21 11:06:45,7719.85,20260921,7655.0,C,70.1,70.4
2026-09-21 11:06:45,7719.85,20260921,7660.0,P,0.45,0.5
2026-09-21 11:06:45,7719.85,20260921,7660.0,C,65.1,65.4
2026-09-21 11:06:45,7719.85,20260921,7665.0,P,0.5,0.55
2026-09-21 11:06:45,7719.85,20260921,7665.0,C,60.2,60.5
2026-09-21 11:06:45,7719.85,20260921,7670.0,P,0.55,0.6
2026-09-21 11:06:45,7719.85,20260921,7670.0,C,55.2,55.5
2026-09-21 11:06:45,7719.85,20260921,7675.0,P,0.6,0.65
2026-09-21 11:06:45,7719.85,20260921,7675.0,C,50.3,50.6
2026-09-21 11:06:45,7719.85,20260921,7680.0,P,0.7,0.75
2026-09-21 11:06:45,7719.85,20260921,7680.0,C,45.4,45.7
2026-09-21 11:06:45,7719.85,20260921,7685.0,P,0.8,0.85
2026-09-21 11:06:45,7719.85,20260921,7685.0,C,40.4,40.8
2026-09-21 11:06:45,7719.85,20260921,7690.0,P,0.9,0.95
2026-09-21 11:06:45,7719.85,20260921,7690.0,C,35.6,35.9
2026-09-21 11:06:45,7719.85,20260921,7695.0,P,1.15,1.2
2026-09-21 11:06:45,7719.85,20260921,7695.0,C,30.8,31.1
2026-09-21 11:06:45,7719.85,20260921,7700.0,P,1.45,1.5
2026-09-21 11:06:45,7719.85,20260921,7700.0,C,26.1,26.4
2026-09-21 11:06:45,7719.85,20260921,7705.0,P,1.9,1.95
2026-09-21 11:06:45,7719.85,20260921,7705.0,C,21.6,21.8
2026-09-21 11:06:45,7719.85,20260921,7710.0,P,2.6,2.65
2026-09-21 11:06:45,7719.85,20260921,7710.0,C,17.3,17.5
2026-09-21 11:06:45,7719.85,20260921,7715.0,P,3.6,3.7
2026-09-21 11:06:45,7719.85,20260921,7715.0,C,13.4,13.5
2026-09-21 11:06:45,7719.85,20260921,7720.0,P,5.1,5.2
2026-09-21 11:06:45,7719.85,20260921,7720.0,C,9.9,10.0
2026-09-21 11:06:45,7719.85,20260921,7725.0,P,7.1,7.3
2026-09-21 11:06:45,7719.85,20260921,7725.0,C,7.0,7.1
2026-09-21 11:06:45,7719.85,20260921,7730.0,P,9.9,10.0
2026-09-21 11:06:45,7719.85,20260921,7730.0,C,4.7,4.8
2026-09-21 11:06:45,7719.85,20260921,7735.0,P,13.2,13.4
2026-09-21 11:06:45,7719.85,20260921,7735.0,C,3.1,3.2
2026-09-21 11:06:45,7719.85,20260921,7740.0,P,17.2,17.3
2026-09-21 11:06:45,7719.85,20260921,7740.0,C,2.0,2.1
2026-09-21 11:06:45,7719.85,20260921,7745.0,P,21.5,21.7
2026-09-21 11:06:45,7719.85,20260921,7745.0,C,1.35,1.4
2026-09-21 11:06:45,7719.85,20260921,7750.0,P,26.1,26.2
2026-09-21 11:06:45,7719.85,20260921,7750.0,C,0.9,0.95
2026-09-21 11:06:45,7719.85,20260921,7755.0,P,30.7,31.0
2026-09-21 11:06:45,7719.85,20260921,7755.0,C,0.65,0.7
2026-09-21 11:06:45,7719.85,20260921,7760.0,P,35.8,36.1
2026-09-21 11:06:45,7719.85,20260921,7760.0,C,0.45,0.5
2026-09-21 11:06:45,7719.85,20260921,7765.0,P,40.7,41.0
2026-09-21 11:06:45,7719.85,20260921,7765.0,C,0.35,0.4
2026-09-21 11:06:45,7719.85,20260921,7770.0,P,45.6,45.9
2026-09-21 11:06:45,7719.85,20260921,7770.0,C,0.3,0.35
2026-09-21 11:06:45,7719.85,20260921,7775.0,P,50.5,50.9
2026-09-21 11:06:45,7719.85,20260921,7775.0,C,0.25,0.3
2026-09-21 11:06:45,7719.85,20260921,7780.0,P,55.5,55.8
2026-09-21 11:06:45,7719.85,20260921,7780.0,C,0.2,0.25
2026-09-21 11:06:45,7719.85,20260921,7785.0,P,60.5,60.8
2026-09-21 11:06:45,7719.85,20260921,7785.0,C,0.15,0.2
2026-09-21 11:06:45,7719.85,20260921,7790.0,P,65.4,65.8
2026-09-21 11:06:45,7719.85,20260921,7790.0,C,0.15,0.2
2026-09-21 11:06:45,7719.85,20260921,7795.0,P,70.4,70.7
2026-09-21 11:06:45,7719.85,20260921,7795.0,C,0.1,0.15
2026-09-21 11:06:45,7719.85,20260921,7800.0,P,75.4,75.7
2026-09-21 11:06:45,7719.85,20260921,7800.0,C,0.1,0.15
2026-09-21 11:06:45,7719.85,20260921,7805.0,P,80.4,80.7
2026-09-21 11:06:45,7719.85,20260921,7805.0,C,0.1,0.15
2026-09-21 11:06:45,7719.85,20260921,7810.0,P,85.4,85.7
2026-09-21 11:06:45,7719.85,20260921,7810.0,C,0.05,0.1
2026-09-21 11:06:45,7719.85,20260921,7815.0,P,90.2,90.9
2026-09-21 11:06:45,7719.85,20260921,7815.0,C,0.05,0.1
2026-09-21 11:06:59,7720.24,20260921,7555.0,P,0.15,0.2
2026-09-21 11:06:59,7720.24,20260921,7555.0,C,169.9,170.5
2026-09-21 11:06:59,7720.24,20260921,7580.0,P,0.15,0.2
2026-09-21 11:06:59,7720.24,20260921,7580.0,C,144.9,145.5
2026-09-21 11:06:59,7720.24,20260921,7600.0,P,0.2,0.25
2026-09-21 11:06:59,7720.24,20260921,7600.0,C,125.0,125.6
2026-09-21 11:06:59,7720.24,20260921,7625.0,P,0.25,0.3
2026-09-21 11:06:59,7720.24,20260921,7625.0,C,100.1,100.4
2026-09-21 11:06:59,7720.24,20260921,7630.0,P,0.25,0.35
2026-09-21 11:06:59,7720.24,20260921,7630.0,C,95.1,95.4
2026-09-21 11:06:59,7720.24,20260921,7635.0,P,0.3,0.35
2026-09-21 11:06:59,7720.24,20260921,7635.0,C,90.2,90.5
2026-09-21 11:06:59,7720.24,20260921,7640.0,P,0.3,0.35
2026-09-21 11:06:59,7720.24,20260921,7640.0,C,85.2,85.5
2026-09-21 11:06:59,7720.24,20260921,7645.0,P,0.35,0.4
2026-09-21 11:06:59,7720.24,20260921,7645.0,C,80.2,80.5
2026-09-21 11:06:59,7720.24,20260921,7650.0,P,0.35,0.4
2026-09-21 11:06:59,7720.24,20260921,7650.0,C,75.2,75.5
2026-09-21 11:06:59,7720.24,20260921,7655.0,P,0.4,0.45
2026-09-21 11:06:59,7720.24,20260921,7655.0,C,70.3,70.6
2026-09-21 11:06:59,7720.24,20260921,7660.0,P,0.45,0.5
2026-09-21 11:06:59,7720.24,20260921,7660.0,C,65.3,65.6
2026-09-21 11:06:59,7720.24,20260921,7665.0,P,0.5,0.55
2026-09-21 11:06:59,7720.24,20260921,7665.0,C,60.3,60.6
2026-09-21 11:06:59,7720.24,20260921,7670.0,P,0.5,0.6
2026-09-21 11:06:59,7720.24,20260921,7670.0,C,55.4,55.7
2026-09-21 11:06:59,7720.24,20260921,7675.0,P,0.6,0.65
2026-09-21 11:06:59,7720.24,20260921,7675.0,C,50.4,50.7
2026-09-21 11:06:59,7720.24,20260921,7680.0,P,0.65,0.7
2026-09-21 11:06:59,7720.24,20260921,7680.0,C,45.5,45.8
2026-09-21 11:06:59,7720.24,20260921,7685.0,P,0.75,0.8
2026-09-21 11:06:59,7720.24,20260921,7685.0,C,40.6,41.0
2026-09-21 11:06:59,7720.24,20260921,7690.0,P,0.9,0.95
2026-09-21 11:06:59,7720.24,20260921,7690.0,C,35.8,36.1
2026-09-21 11:06:59,7720.24,20260921,7695.0,P,1.1,1.15
2026-09-21 11:06:59,7720.24,20260921,7695.0,C,31.0,31.3
2026-09-21 11:06:59,7720.24,20260921,7700.0,P,1.4,1.45
2026-09-21 11:06:59,7720.24,20260921,7700.0,C,26.3,26.6
2026-09-21 11:06:59,7720.24,20260921,7705.0,P,1.85,1.9
2026-09-21 11:06:59,7720.24,20260921,7705.0,C,21.8,22.0
2026-09-21 11:06:59,7720.24,20260921,7710.0,P,2.55,2.6
