book,trade_id,strategy,source,structure,occ_root,leg_idx,side,right,strike,expiry,qty,entry_dt_ct,exit_dt_ct,fill_model,close_reason,credit,exit_cost
SPX,auto_20260811_083327,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7765.0,20260811,1,2026-08-11 08:33,2026-08-11 16:00,cash_settle,expired,6.85,0.0
SPX,auto_20260811_083348,gx_bps,auto_trigger,vertical 25pt,SPXW,0,buy,P,7675.0,20260811,1,2026-08-11 08:33,2026-08-11 16:00,cash_settle,expired,0.65,0.0
SPX,auto_20260811_083348,gx_bps,auto_trigger,vertical 25pt,SPXW,1,sell,P,7700.0,20260811,1,2026-08-11 08:33,2026-08-11 16:00,cash_settle,expired,0.65,0.0
SPX,auto_20260811_083409,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7800.0,20260811,1,2026-08-11 08:34,2026-08-11 16:00,cash_settle,expired,3.85,0.0
SPX,auto_20260811_083409,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7775.0,20260811,1,2026-08-11 08:34,2026-08-11 16:00,cash_settle,expired,3.85,0.0
SPX,auto_20260812_083031,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7630.0,20260812,1,2026-08-12 08:30,2026-08-12 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260812_083031,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7655.0,20260812,1,2026-08-12 08:30,2026-08-12 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260812_083053,eodic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7830.0,20260812,1,2026-08-12 08:30,2026-08-12 16:00,cash_settle,expired,1.8,0.0
SPX,auto_20260812_083053,eodic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7805.0,20260812,1,2026-08-12 08:30,2026-08-12 16:00,cash_settle,expired,1.8,0.0
SPX,auto_20260812_083130,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7705.0,20260812,1,2026-08-12 08:31,2026-08-12 16:00,cash_settle,expired,4.15,0.0
SPX,auto_20260812_083130,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7730.0,20260812,1,2026-08-12 08:31,2026-08-12 16:00,cash_settle,expired,4.15,0.0
SPX,auto_20260812_083151,eodfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7755.0,20260812,1,2026-08-12 08:31,2026-08-12 08:42,paper_fill,level ACCEPTED: spot 7752 held above the 7730 short strike for 10min (>10) — the wall we sold did not hold,15.8,16.0
SPX,auto_20260812_083151,eodfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7730.0,20260812,1,2026-08-12 08:31,2026-08-12 08:42,paper_fill,level ACCEPTED: spot 7752 held above the 7730 short strike for 10min (>10) — the wall we sold did not hold,15.8,16.0
SPX,auto_20260812_090521,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7640.0,20260812,1,2026-08-12 09:05,2026-08-12 16:00,cash_settle,expired,0.3,0.0
SPX,auto_20260812_090521,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7665.0,20260812,1,2026-08-12 09:05,2026-08-12 16:00,cash_settle,expired,0.3,0.0
SPX,auto_20260812_090542,openic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7840.0,20260812,1,2026-08-12 09:05,2026-08-12 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260812_090542,openic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7815.0,20260812,1,2026-08-12 09:05,2026-08-12 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260812_090603,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7715.0,20260812,1,2026-08-12 09:06,2026-08-12 14:51,paper_fill,time stop 14:45 CT — flat before the 0DTE gamma cliff,6.5,0.2
SPX,auto_20260812_090603,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7740.0,20260812,1,2026-08-12 09:06,2026-08-12 14:51,paper_fill,time stop 14:45 CT — flat before the 0DTE gamma cliff,6.5,0.2
SPX,auto_20260812_090624,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7765.0,20260812,1,2026-08-12 09:06,2026-08-12 09:17,paper_fill,level ACCEPTED: spot 7748 held above the 7740 short strike for 10min (>10) — the wall we sold did not hold,11.0,11.6
