date,structure,right,K,stopped_pnl,settle_pnl,reason
2026-07-17,eodic_p,P,7450.0,-166.52,993.48,acceptance
2026-07-17,eodic_c,C,7620.0,-1.52,-1.52,time_stop
2026-07-17,eodfly_p,P,7535.0,-111.52,-251.52,acceptance
2026-07-17,eodfly_c,C,7535.0,100.98,100.98,time_stop
2026-07-17,openic_p,P,7365.0,130.98,130.98,time_stop
2026-07-17,openic_c,C,7535.0,100.98,100.98,time_stop
2026-07-17,openfly_p,P,7450.0,-166.52,993.48,acceptance
2026-07-17,openfly_c,C,7450.0,-406.52,294.48,acceptance
2026-07-17,gx_bps,P,7500.0,-171.52,-666.52,acceptance
2026-07-17,gx_bcs,C,7550.0,60.98,60.98,time_stop
2026-07-20,eodic_p,P,7370.0,8.48,8.48,time_stop
2026-07-20,eodic_c,C,7545.0,128.48,128.48,time_stop
2026-07-20,eodfly_p,P,7460.0,-661.52,-1458.52,acceptance
2026-07-20,eodfly_c,C,7460.0,-161.52,1998.48,acceptance
2026-07-20,openic_p,P,7415.0,50.98,50.98,time_stop
2026-07-20,openic_c,C,7590.0,3.48,3.48,time_stop
2026-07-20,openfly_p,P,7500.0,-501.52,-1731.52,acceptance
2026-07-20,openfly_c,C,7500.0,-166.52,1053.48,acceptance
2026-07-20,gx_bps,P,7450.0,-611.52,-516.02,acceptance
2026-07-20,gx_bcs,C,7500.0,-166.52,1053.48,acceptance
2026-07-21,eodic_p,P,7360.0,8.48,8.48,time_stop
2026-07-21,eodic_c,C,7525.0,100.98,110.98,time_stop
2026-07-21,eodfly_p,P,7445.0,278.48,278.48,time_stop
2026-07-21,eodfly_c,C,7445.0,223.48,-606.52,acceptance
2026-07-21,openic_p,P,7400.0,50.98,50.98,time_stop
2026-07-21,openic_c,C,7565.0,-1.52,-1.52,time_stop
2026-07-21,openfly_p,P,7480.0,-291.52,773.48,acceptance
2026-07-21,openfly_c,C,7480.0,-256.52,-1396.52,acceptance
2026-07-21,gx_bps,P,7410.0,75.98,75.98,time_stop
2026-07-21,gx_bcs,C,7500.0,-379.02,-371.52,acceptance
2026-07-22,eodic_p,P,7425.0,63.48,63.48,time_stop
2026-07-22,eodic_c,C,7590.0,-1.52,-1.52,time_stop
2026-07-22,eodfly_p,P,7510.0,113.48,109.48,acceptance
2026-07-22,eodfly_c,C,7510.0,-364.02,563.48,acceptance
2026-07-22,openic_p,P,7410.0,33.48,33.48,time_stop
2026-07-22,openic_c,C,7575.0,-6.52,-6.52,time_stop
2026-07-22,openfly_p,P,7495.0,778.48,833.48,time_stop
2026-07-22,openfly_c,C,7495.0,-76.52,592.48,acceptance
2026-07-22,gx_bps,P,7500.0,128.48,844.48,acceptance
2026-07-22,gx_bcs,C,7550.0,28.48,28.48,time_stop
2026-07-23,eodic_p,P,7415.0,-156.52,268.48,acceptance
2026-07-23,eodic_c,C,7585.0,-6.52,-6.52,time_stop
2026-07-23,eodfly_p,P,7500.0,193.48,-231.52,acceptance
2026-07-23,eodfly_c,C,7500.0,68.48,68.48,time_stop
2026-07-23,openic_p,P,7335.0,123.48,123.48,time_stop
2026-07-23,openic_c,C,7500.0,68.48,68.48,time_stop
2026-07-23,openfly_p,P,7415.0,-156.52,268.48,acceptance
2026-07-23,openfly_c,C,7415.0,-536.52,1118.48,acceptance
2026-07-23,gx_bps,P,7485.0,298.48,-396.52,acceptance
2026-07-23,gx_bcs,C,7500.0,68.48,68.48,time_stop
2026-07-24,eodic_p,P,7320.0,65.98,65.98,time_stop
2026-07-24,eodic_c,C,7495.0,28.48,28.48,time_stop
2026-07-24,eodfly_p,P,7410.0,-96.52,848.48,acceptance
2026-07-24,eodfly_c,C,7410.0,-26.52,905.48,acceptance
2026-07-24,openic_p,P,7325.0,78.48,78.48,time_stop
2026-07-24,openic_c,C,7500.0,20.98,20.98,time_stop
2026-07-24,openfly_p,P,7410.0,-96.52,848.48,acceptance
2026-07-24,openfly_c,C,7410.0,-26.52,905.48,acceptance
2026-07-24,gx_bps,P,7400.0,518.48,683.48,time_stop
2026-07-24,gx_bcs,C,7500.0,20.98,20.98,time_stop
2026-07-27,eodic_p,P,7330.0,5.98,5.98,time_stop
2026-07-27,eodic_c,C,7495.0,323.48,323.48,time_stop
2026-07-27,eodfly_p,P,7410.0,-894.02,100.98,acceptance
2026-07-27,eodfly_c,C,7410.0,-11.52,1950.48,acceptance
2026-07-27,openic_p,P,7390.0,-771.52,53.48,acceptance
2026-07-27,openic_c,C,7550.0,3.48,3.48,time_stop
2026-07-27,openfly_p,P,7470.0,-246.52,-1736.52,acceptance
2026-07-27,openfly_c,C,7470.0,993.48,993.48,time_stop
2026-07-27,gx_bps,P,7400.0,-824.02,70.98,acceptance
2026-07-27,gx_bcs,C,7500.0,240.98,240.98,time_stop
2026-07-28,eodic_p,P,7325.0,83.48,83.48,time_stop
2026-07-28,eodic_c,C,7500.0,8.48,8.48,time_stop
2026-07-28,eodfly_p,P,7415.0,-261.52,883.48,acceptance
2026-07-28,eodfly_c,C,7415.0,-461.52,-324.52,acceptance
2026-07-28,openic_p,P,7325.0,83.48,83.48,time_stop
2026-07-28,openic_c,C,7500.0,8.48,8.48,time_stop
2026-07-28,openfly_p,P,7415.0,-261.52,883.48,acceptance
2026-07-28,openfly_c,C,7415.0,-461.52,-324.52,acceptance
2026-07-28,gx_bps,P,7400.0,-271.52,633.48,acceptance
2026-07-28,gx_bcs,C,7450.0,300.98,315.98,time_stop
2026-07-29,eodic_p,P,7345.0,-736.52,-2186.52,time_stop
2026-07-29,eodic_c,C,7515.0,73.48,73.48,time_stop
2026-07-29,eodfly_p,P,7430.0,13.48,-1426.52,acceptance
2026-07-29,eodfly_c,C,7430.0,-511.52,1038.48,acceptance
2026-07-29,openic_p,P,7335.0,-431.52,-1621.52,time_stop
2026-07-29,openic_c,C,7505.0,123.48,123.48,time_stop
2026-07-29,openfly_p,P,7420.0,-406.52,-1551.52,acceptance
2026-07-29,openfly_c,C,7420.0,-406.52,1188.48,acceptance
2026-07-29,gx_bps,P,7300.0,23.48,133.48,time_stop
2026-07-29,gx_bcs,C,7450.0,728.48,728.48,time_stop
2026-07-30,eodic_p,P,7225.0,18.48,18.48,time_stop
2026-07-30,eodic_c,C,7405.0,-721.52,-1926.52,acceptance
2026-07-30,eodfly_p,P,7315.0,223.48,223.48,time_stop
2026-07-30,eodfly_c,C,7315.0,28.48,-396.52,acceptance
2026-07-30,openic_p,P,7290.0,123.48,123.48,time_stop
2026-07-30,openic_c,C,7470.0,20.98,25.98,time_stop
2026-07-30,openfly_p,P,7380.0,-21.52,883.48,acceptance
2026-07-30,openfly_c,C,7380.0,-441.52,-1401.52,acceptance
2026-07-30,gx_bps,P,7300.0,155.98,155.98,time_stop
2026-07-30,gx_bcs,C,7450.0,-46.52,78.48,time_stop
2026-07-31,eodic_p,P,7360.0,20.98,20.98,time_stop
2026-07-31,eodic_c,C,7515.0,68.48,193.48,time_stop
2026-07-31,eodfly_p,P,7440.0,-1066.52,353.48,acceptance
2026-07-31,eodfly_c,C,7440.0,238.48,-701.52,acceptance
2026-07-31,openic_p,P,7395.0,85.98,85.98,time_stop
2026-07-31,openic_c,C,7550.0,10.98,10.98,time_stop
2026-07-31,openfly_p,P,7475.0,-551.52,873.48,acceptance
2026-07-31,openfly_c,C,7475.0,125.98,-453.52,acceptance
2026-07-31,gx_bps,P,7400.0,100.98,100.98,time_stop
2026-07-31,gx_bcs,C,7500.0,-299.02,438.48,time_stop
2026-08-03,eodic_p,P,7415.0,28.48,28.48,time_stop
2026-08-03,eodic_c,C,7565.0,-789.02,-2401.52,acceptance
2026-08-03,eodfly_p,P,7490.0,323.48,323.48,time_stop
2026-08-03,eodfly_c,C,7490.0,-341.52,-691.52,acceptance
2026-08-03,openic_p,P,7445.0,78.48,78.48,time_stop
2026-08-03,openic_c,C,7595.0,-566.52,-546.52,acceptance
2026-08-03,openfly_p,P,7520.0,783.48,783.48,time_stop
2026-08-03,openfly_c,C,7520.0,-546.52,-1411.52,acceptance
2026-08-03,gx_bps,P,7425.0,40.98,40.98,time_stop
2026-08-03,gx_bcs,C,7530.0,-389.02,-1699.02,acceptance
2026-08-04,eodic_p,P,7525.0,13.48,13.48,time_stop
2026-08-04,eodic_c,C,7675.0,-961.52,-2371.52,acceptance
2026-08-04,eodfly_p,P,7600.0,165.98,165.98,time_stop
2026-08-04,eodfly_c,C,7600.0,-81.52,-481.52,acceptance
2026-08-04,openic_p,P,7560.0,40.98,40.98,time_stop
2026-08-04,openic_c,C,7710.0,-1046.52,-2476.52,acceptance
2026-08-04,openfly_p,P,7635.0,703.48,703.48,time_stop
2026-08-04,openfly_c,C,7635.0,-311.52,-1596.52,acceptance
2026-08-04,gx_bps,P,7525.0,13.48,13.48,time_stop
2026-08-04,gx_bcs,C,7630.0,-301.52,-1416.52,acceptance
2026-08-05,eodic_p,P,7655.0,28.48,28.48,time_stop
2026-08-05,eodic_c,C,7815.0,478.48,478.48,time_stop
2026-08-05,eodfly_p,P,7735.0,-721.52,-851.52,acceptance
2026-08-05,eodfly_c,C,7735.0,8.48,1928.48,acceptance
2026-08-05,openic_p,P,7705.0,123.48,123.48,time_stop
2026-08-05,openic_c,C,7865.0,153.48,153.48,time_stop
2026-08-05,openfly_p,P,7785.0,-56.52,-1481.52,acceptance
2026-08-05,openfly_c,C,7785.0,958.48,958.48,time_stop
2026-08-05,gx_bps,P,7565.0,-1.52,-1.52,time_stop
2026-08-05,gx_bcs,C,7750.0,-36.52,1658.48,acceptance
2026-08-06,eodic_p,P,7645.0,75.98,75.98,time_stop
2026-08-06,eodic_c,C,7800.0,43.48,43.48,time_stop
2026-08-06,eodfly_p,P,7725.0,-256.52,-655.52,acceptance
2026-08-06,eodfly_c,C,7725.0,-296.52,1053.48,acceptance
2026-08-06,openic_p,P,7650.0,88.48,88.48,time_stop
2026-08-06,openic_c,C,7805.0,33.48,33.48,time_stop
2026-08-06,openfly_p,P,7725.0,-256.52,-655.52,acceptance
2026-08-06,openfly_c,C,7725.0,-296.52,1053.48,acceptance
2026-08-06,gx_bps,P,7700.0,298.48,433.48,time_stop
2026-08-06,gx_bcs,C,7800.0,43.48,43.48,time_stop
2026-08-07,eodic_p,P,7635.0,43.48,43.48,time_stop
2026-08-07,eodic_c,C,7785.0,168.48,168.48,time_stop
2026-08-07,eodfly_p,P,7710.0,523.48,523.48,time_stop
2026-08-07,eodfly_c,C,7710.0,-116.52,-966.52,acceptance
2026-08-07,openic_p,P,7660.0,105.98,105.98,time_stop
2026-08-07,openic_c,C,7805.0,58.48,58.48,time_stop
2026-08-07,openfly_p,P,7735.0,-101.52,953.48,acceptance
2026-08-07,openfly_c,C,7735.0,-201.52,-1270.52,acceptance
2026-08-07,gx_bps,P,7650.0,75.98,75.98,time_stop
2026-08-07,gx_bcs,C,7750.0,-296.52,-95.52,acceptance
2026-08-10,eodic_p,P,7680.0,33.48,33.48,time_stop
2026-08-10,eodic_c,C,7835.0,15.98,15.98,time_stop
2026-08-10,eodfly_p,P,7760.0,-76.52,229.48,acceptance
2026-08-10,eodfly_c,C,7760.0,-179.02,798.48,acceptance
2026-08-10,openic_p,P,7680.0,33.48,33.48,time_stop
2026-08-10,openic_c,C,7830.0,18.48,18.48,time_stop
2026-08-10,openfly_p,P,7755.0,-151.52,589.48,acceptance
2026-08-10,openfly_c,C,7755.0,-101.52,948.48,acceptance
2026-08-10,gx_bps,P,7730.0,293.48,298.48,time_stop
2026-08-10,gx_bcs,C,7775.0,425.98,425.98,time_stop
2026-08-11,eodic_p,P,7675.0,15.98,15.98,time_stop
2026-08-11,eodic_c,C,7830.0,13.48,13.48,time_stop
2026-08-11,eodfly_p,P,7755.0,-181.52,-1901.52,acceptance
2026-08-11,eodfly_c,C,7755.0,83.48,1143.48,acceptance
2026-08-11,openic_p,P,7685.0,28.48,28.48,time_stop
2026-08-11,openic_c,C,7840.0,8.48,8.48,time_stop
2026-08-11,openfly_p,P,7760.0,-56.52,-1776.52,acceptance
2026-08-11,openfly_c,C,7760.0,978.48,978.48,time_stop
2026-08-11,gx_bps,P,7700.0,50.98,55.98,time_stop
2026-08-11,gx_bcs,C,7775.0,525.98,525.98,time_stop
2026-08-12,eodic_p,P,7655.0,13.48,13.48,time_stop
2026-08-12,eodic_c,C,7805.0,168.48,168.48,time_stop
2026-08-12,eodfly_p,P,7730.0,328.48,328.48,time_stop
2026-08-12,eodfly_c,C,7730.0,168.48,-91.52,acceptance
2026-08-12,openic_p,P,7685.0,53.48,53.48,time_stop
2026-08-12,openic_c,C,7835.0,25.98,25.98,time_stop
2026-08-12,openfly_p,P,7760.0,-186.52,-306.52,acceptance
2026-08-12,openfly_c,C,7760.0,1003.48,1023.48,time_stop
2026-08-12,gx_bps,P,7650.0,8.48,8.48,time_stop
2026-08-12,gx_bcs,C,7800.0,220.98,220.98,time_stop
2026-08-13,eodic_p,P,7680.0,13.48,13.48,time_stop
2026-08-13,eodic_c,C,7820.0,25.98,30.98,time_stop
2026-08-13,eodfly_p,P,7750.0,390.98,390.98,time_stop
2026-08-13,eodfly_c,C,7750.0,-526.52,-1041.52,acceptance
2026-08-13,openic_p,P,7695.0,30.98,30.98,time_stop
2026-08-13,openic_c,C,7835.0,8.48,8.48,time_stop
2026-08-13,openfly_p,P,7765.0,713.48,718.48,time_stop
2026-08-13,openfly_c,C,7765.0,-631.52,-1586.52,acceptance
2026-08-13,gx_bps,P,7725.0,128.48,128.48,time_stop
2026-08-13,gx_bcs,C,7750.0,-526.52,-1041.52,acceptance
2026-08-14,eodic_p,P,7725.0,20.98,20.98,time_stop
2026-08-14,eodic_c,C,7870.0,8.48,8.48,time_stop
2026-08-14,eodfly_p,P,7800.0,-201.52,-700.52,acceptance
2026-08-14,eodfly_c,C,7800.0,-4.02,923.48,acceptance
2026-08-14,openic_p,P,7730.0,23.48,23.48,time_stop
2026-08-14,openic_c,C,7875.0,5.98,5.98,time_stop
2026-08-14,openfly_p,P,7800.0,-201.52,-700.52,acceptance
2026-08-14,openfly_c,C,7800.0,-4.02,923.48,acceptance
2026-08-14,gx_bps,P,7700.0,5.98,5.98,time_stop
2026-08-14,gx_bcs,C,7800.0,-4.02,923.48,acceptance
2026-08-17,eodic_p,P,7715.0,23.48,23.48,time_stop
2026-08-17,eodic_c,C,7860.0,0.98,0.98,time_stop
2026-08-17,eodfly_p,P,7785.0,-251.52,-1856.52,acceptance
2026-08-17,eodfly_c,C,7785.0,893.48,893.48,time_stop
2026-08-17,openic_p,P,7715.0,23.48,23.48,time_stop
2026-08-17,openic_c,C,7860.0,0.98,0.98,time_stop
2026-08-17,openfly_p,P,7785.0,-251.52,-1856.52,acceptance
2026-08-17,openfly_c,C,7785.0,893.48,893.48,time_stop
2026-08-17,gx_bps,P,7775.0,-301.52,-2104.02,acceptance
2026-08-17,gx_bcs,C,7850.0,8.48,8.48,time_stop
2026-08-18,eodic_p,P,7665.0,175.98,175.98,time_stop
2026-08-18,eodic_c,C,7825.0,-4.02,-4.02,time_stop
2026-08-18,eodfly_p,P,7745.0,143.48,-616.52,acceptance
2026-08-18,eodfly_c,C,7745.0,153.48,153.48,time_stop
2026-08-18,openic_p,P,7630.0,33.48,33.48,time_stop
2026-08-18,openic_c,C,7785.0,8.48,8.48,time_stop
2026-08-18,openfly_p,P,7710.0,48.48,-980.52,acceptance
2026-08-18,openfly_c,C,7710.0,888.48,903.48,time_stop
2026-08-18,gx_bps,P,7725.0,203.48,-1226.52,acceptance
2026-08-18,gx_bcs,C,7800.0,3.48,3.48,time_stop
2026-08-19,eodic_p,P,7615.0,0.98,0.98,time_stop
2026-08-19,eodic_c,C,7770.0,60.98,60.98,time_stop
2026-08-19,eodfly_p,P,7690.0,183.48,193.48,time_stop
2026-08-19,eodfly_c,C,7690.0,228.48,105.48,acceptance
2026-08-19,openic_p,P,7645.0,13.48,13.48,time_stop
2026-08-19,openic_c,C,7800.0,10.98,10.98,time_stop
2026-08-19,openfly_p,P,7725.0,-291.52,-848.52,acceptance
2026-08-19,openfly_c,C,7725.0,-269.02,818.48,acceptance
2026-08-19,gx_bps,P,7630.0,5.98,5.98,time_stop
2026-08-19,gx_bcs,C,7725.0,-269.02,818.48,acceptance
2026-08-20,eodic_p,P,7635.0,175.98,190.98,time_stop
2026-08-20,eodic_c,C,7780.0,-1.52,-1.52,time_stop
2026-08-20,eodfly_p,P,7710.0,373.48,-791.52,acceptance
2026-08-20,eodfly_c,C,7710.0,243.48,243.48,time_stop
2026-08-20,openic_p,P,7605.0,60.98,60.98,time_stop
2026-08-20,openic_c,C,7750.0,18.48,18.48,time_stop
2026-08-20,openfly_p,P,7680.0,-91.52,-1671.52,acceptance
2026-08-20,openfly_c,C,7680.0,-386.52,938.48,acceptance
2026-08-20,gx_bps,P,7700.0,378.48,-1096.52,acceptance
2026-08-20,gx_bcs,C,7755.0,13.48,13.48,time_stop
2026-08-21,eodic_p,P,7565.0,10.98,10.98,time_stop
2026-08-21,eodic_c,C,7715.0,120.98,120.98,time_stop
2026-08-21,eodfly_p,P,7640.0,233.48,233.48,time_stop
2026-08-21,eodfly_c,C,7640.0,48.48,-611.52,acceptance
2026-08-21,openic_p,P,7595.0,43.48,43.48,time_stop
2026-08-21,openic_c,C,7750.0,20.98,20.98,time_stop
2026-08-21,openfly_p,P,7675.0,-76.52,795.48,acceptance
2026-08-21,openfly_c,C,7675.0,-139.02,823.48,acceptance
2026-08-21,gx_bps,P,7640.0,233.48,233.48,time_stop
2026-08-21,gx_bcs,C,7700.0,255.98,265.98,time_stop
2026-08-24,eodic_p,P,7595.0,63.48,63.48,time_stop
2026-08-24,eodic_c,C,7750.0,3.48,3.48,time_stop
2026-08-24,eodfly_p,P,7675.0,-96.52,-825.52,acceptance
2026-08-24,eodfly_c,C,7675.0,345.98,350.98,time_stop
2026-08-24,openic_p,P,7580.0,30.98,30.98,time_stop
2026-08-24,openic_c,C,7735.0,3.48,3.48,time_stop
2026-08-24,openfly_p,P,7655.0,-141.52,529.48,acceptance
2026-08-24,openfly_c,C,7655.0,-14.02,923.48,acceptance
2026-08-24,gx_bps,P,7630.0,270.98,275.98,time_stop
2026-08-24,gx_bcs,C,7725.0,8.48,8.48,time_stop
2026-08-25,eodic_p,P,7575.0,-21.52,-21.52,time_stop
2026-08-25,eodic_c,C,7730.0,548.48,548.48,time_stop
2026-08-25,eodfly_p,P,7655.0,-531.52,-526.52,time_stop
2026-08-25,eodfly_c,C,7655.0,-866.52,-1259.52,acceptance
2026-08-25,openic_p,P,7595.0,-21.52,-21.52,time_stop
2026-08-25,openic_c,C,7750.0,-401.52,-401.52,time_stop
2026-08-25,openfly_p,P,7675.0,-476.52,383.48,acceptance
2026-08-25,openfly_c,C,7675.0,-274.02,597.98,acceptance
2026-08-25,gx_bps,P,7650.0,-259.02,-256.52,time_stop
2026-08-25,gx_bcs,C,7665.0,-641.52,-374.52,acceptance
2026-08-26,eodic_p,P,7600.0,30.98,30.98,time_stop
2026-08-26,eodic_c,C,7755.0,-1.52,-1.52,time_stop
2026-08-26,eodfly_p,P,7675.0,285.98,1028.48,acceptance
2026-08-26,eodfly_c,C,7675.0,-671.52,458.48,acceptance
2026-08-26,openic_p,P,7590.0,20.98,20.98,time_stop
2026-08-26,openic_c,C,7740.0,3.48,3.48,time_stop
2026-08-26,openfly_p,P,7665.0,-29.02,688.48,acceptance
2026-08-26,openfly_c,C,7665.0,-306.52,-206.52,acceptance
2026-08-26,gx_bps,P,7600.0,30.98,30.98,time_stop
2026-08-26,gx_bcs,C,7700.0,95.98,105.98,time_stop
2026-08-27,eodic_p,P,7605.0,8.48,8.48,time_stop
2026-08-27,eodic_c,C,7750.0,103.48,103.48,time_stop
2026-08-27,eodfly_p,P,7675.0,330.98,330.98,time_stop
2026-08-27,eodfly_c,C,7675.0,3.48,-791.52,acceptance
2026-08-27,openic_p,P,7630.0,33.48,33.48,time_stop
2026-08-27,openic_c,C,7775.0,13.48,13.48,time_stop
2026-08-27,openfly_p,P,7705.0,-26.52,893.48,acceptance
2026-08-27,openfly_c,C,7705.0,-206.52,-1551.52,acceptance
2026-08-27,gx_bps,P,7675.0,330.98,330.98,time_stop
2026-08-27,gx_bcs,C,7725.0,-356.52,-148.02,acceptance
2026-08-28,eodic_p,P,7660.0,98.48,98.48,time_stop
2026-08-28,eodic_c,C,7800.0,68.48,68.48,time_stop
2026-08-28,eodfly_p,P,7730.0,-361.52,-1065.52,acceptance
2026-08-28,eodfly_c,C,7730.0,-236.52,1223.48,acceptance
2026-08-28,openic_p,P,7665.0,115.98,115.98,time_stop
2026-08-28,openic_c,C,7810.0,38.48,38.48,time_stop
2026-08-28,openfly_p,P,7735.0,-296.52,-1485.52,acceptance
2026-08-28,openfly_c,C,7735.0,-201.52,1108.48,acceptance
2026-08-28,gx_bps,P,7700.0,323.48,348.48,time_stop
2026-08-28,gx_bcs,C,7750.0,-706.52,758.48,acceptance
2026-08-31,eodic_p,P,7640.0,88.48,93.48,time_stop
2026-08-31,eodic_c,C,7785.0,3.48,3.48,time_stop
2026-08-31,eodfly_p,P,7710.0,-396.52,-1022.52,acceptance
2026-08-31,eodfly_c,C,7710.0,370.98,375.98,time_stop
2026-08-31,openic_p,P,7615.0,33.48,33.48,time_stop
2026-08-31,openic_c,C,7765.0,13.48,13.48,time_stop
2026-08-31,openfly_p,P,7690.0,-311.52,352.48,acceptance
2026-08-31,openfly_c,C,7690.0,658.48,948.48,time_stop
2026-08-31,gx_bps,P,7700.0,-396.52,-357.52,acceptance
2026-08-31,gx_bcs,C,7750.0,28.48,28.48,time_stop
2026-09-01,eodic_p,P,7610.0,400.98,420.98,time_stop
2026-09-01,eodic_c,C,7765.0,-6.52,-6.52,time_stop
2026-09-01,eodfly_p,P,7685.0,-21.52,-296.52,acceptance
2026-09-01,eodfly_c,C,7685.0,68.48,68.48,time_stop
2026-09-01,openic_p,P,7555.0,43.48,43.48,time_stop
2026-09-01,openic_c,C,7710.0,18.48,18.48,time_stop
2026-09-01,openfly_p,P,7630.0,-19.02,803.48,acceptance
2026-09-01,openfly_c,C,7630.0,-71.52,846.48,acceptance
2026-09-01,gx_bps,P,7675.0,-6.52,-476.52,acceptance
2026-09-01,gx_bcs,C,7715.0,13.48,13.48,time_stop
2026-09-02,eodic_p,P,7550.0,15.98,15.98,time_stop
2026-09-02,eodic_c,C,7710.0,13.48,13.48,time_stop
2026-09-02,eodfly_p,P,7630.0,643.48,643.48,time_stop
2026-09-02,eodfly_c,C,7630.0,-191.52,-1376.52,acceptance
2026-09-02,openic_p,P,7555.0,20.98,20.98,time_stop
2026-09-02,openic_c,C,7715.0,8.48,8.48,time_stop
2026-09-02,openfly_p,P,7635.0,768.48,768.48,time_stop
2026-09-02,openfly_c,C,7635.0,-161.52,-1536.52,acceptance
2026-09-02,gx_bps,P,7550.0,15.98,15.98,time_stop
2026-09-02,gx_bcs,C,7700.0,28.48,28.48,time_stop
2026-09-03,eodic_p,P,7595.0,5.98,5.98,time_stop
2026-09-03,eodic_c,C,7740.0,-861.52,-687.52,acceptance
2026-09-03,eodfly_p,P,7665.0,190.98,190.98,time_stop
2026-09-03,eodfly_c,C,7665.0,-241.52,-531.52,acceptance
2026-09-03,openic_p,P,7625.0,33.48,33.48,time_stop
2026-09-03,openic_c,C,7775.0,0.98,0.98,time_stop
2026-09-03,openfly_p,P,7700.0,753.48,753.48,time_stop
2026-09-03,openfly_c,C,7700.0,-401.52,-1566.52,acceptance
2026-09-03,gx_bps,P,7650.0,98.48,98.48,time_stop
2026-09-03,gx_bcs,C,7675.0,-326.52,-761.52,acceptance
2026-09-04,eodic_p,P,7680.0,83.48,88.48,time_stop
2026-09-04,eodic_c,C,7815.0,13.48,13.48,time_stop
2026-09-04,eodfly_p,P,7750.0,23.48,-1341.52,acceptance
2026-09-04,eodfly_c,C,7750.0,570.98,570.98,time_stop
2026-09-04,openic_p,P,7670.0,50.98,55.98,time_stop
2026-09-04,openic_c,C,7805.0,23.48,23.48,time_stop
2026-09-04,openfly_p,P,7735.0,-216.52,-891.52,acceptance
2026-09-04,openfly_c,C,7735.0,-1.52,1013.48,acceptance
2026-09-04,gx_bps,P,7675.0,68.48,73.48,time_stop
2026-09-04,gx_bcs,C,7750.0,570.98,570.98,time_stop
