ts_et,trade_id,spot,net_mid,net_spread,unreal_pnl,pop,ev,p_maxloss,sigma,max_gain,max_loss
2026-07-29 12:38:24,auto_20260729_090023,7356.9,66.8,0.4,1100.0,0.415,-319,0.017,47.7,17811,-5544
2026-07-29 12:40:37,auto_20260729_090023,7356.85,66.75,0.3,1095.0,0.4143,-330,0.0126,47.4,17711,-5568
2026-07-29 12:42:50,auto_20260729_090023,7353.6,68.4,0.4,1260.0,0.4358,-130,0.0157,47.2,17931,-5544
2026-07-29 12:45:02,auto_20260729_090023,7355.7,67.95,0.3,1215.0,0.4184,-283,0.0123,46.9,17614,-5578
2026-07-29 12:47:15,auto_20260729_090023,7357.8,66.2,0.4,1040.0,0.4013,-432,0.017,46.6,17298,-5546
2026-07-29 12:49:27,auto_20260729_090023,7360.9,64.95,0.3,915.0,0.3801,-638,0.0179,46.4,16881,-5557
2026-07-29 12:51:40,auto_20260729_090023,7364.4,62.2,0.2,640.0,0.354,-857,0.0189,46.1,16423,-5561
2026-07-29 12:53:52,auto_20260729_090023,7368.05,61.35,0.3,555.0,0.3294,-1070,0.02,45.8,15949,-5548
2026-07-29 12:56:05,auto_20260729_090023,7366.95,61.6,0.2,580.0,0.333,-1029,0.0196,45.6,15950,-5556
2026-07-29 12:58:18,auto_20260729_090023,7367.95,60.85,0.3,505.0,0.3274,-1099,0.0198,45.3,15740,-5563
2026-07-29 13:00:30,auto_20260729_090023,7371.85,58.35,0.3,255.0,0.3001,-1309,0.0158,45.0,15240,-5574
2026-07-29 13:02:43,auto_20260729_090023,7373.5,58.05,0.3,225.0,0.2919,-1403,0.0161,44.7,14963,-5578
2026-07-29 13:04:56,auto_20260729_090023,7382.85,56.15,0.3,35.0,0.2421,-1773,0.0178,44.5,13916,-5572
2026-07-29 13:07:08,auto_20260729_090023,7381.45,56.2,0.4,40.0,0.2461,-1750,0.0233,44.2,13944,-5563
2026-07-29 13:09:21,auto_20260729_090023,7377.6,57.15,0.3,135.0,0.2608,-1633,0.0168,43.9,14215,-5573
2026-07-29 13:11:34,auto_20260729_090023,7382.55,55.7,0.2,-10.0,0.2388,-1827,0.0177,43.6,13606,-5579
2026-07-29 13:13:46,auto_20260729_090023,7386.95,55.75,0.3,-5.0,0.2182,-1969,0.0183,43.3,13052,-5568
2026-07-29 13:15:59,auto_20260729_090023,7387.7,56.2,0.4,40.0,0.2123,-2008,0.0184,43.0,12861,-5571
2026-07-29 13:18:11,auto_20260729_090023,7391.65,56.6,0.4,80.0,0.2003,-2106,0.025,42.7,12350,-5566
2026-07-29 13:20:24,auto_20260729_090023,7392.85,55.7,0.4,-10.0,0.1957,-2146,0.0252,42.4,12112,-5548
2026-07-29 13:22:37,auto_20260729_090023,7393.35,55.5,0.4,-30.0,0.1924,-2176,0.0189,42.1,11944,-5571
2026-07-29 13:24:49,auto_20260729_090023,7387.25,55.1,0.2,-70.0,0.2015,-2088,0.0183,41.9,12436,-5577
2026-07-29 13:27:02,auto_20260729_090023,7387.85,55.4,0.4,-40.0,0.1978,-2125,0.0244,41.6,12256,-5562
2026-07-29 13:29:15,auto_20260729_090023,7385.85,55.4,0.2,-40.0,0.2005,-2098,0.0241,41.3,12335,-5551
2026-07-29 13:31:27,auto_20260729_090023,7379.9,56.1,0.4,30.0,0.2239,-1928,0.0227,40.9,12809,-5559
2026-07-29 13:33:40,auto_20260729_090023,7385.3,55.2,0.4,-60.0,0.196,-2128,0.0239,40.6,12147,-5554
2026-07-29 13:35:53,auto_20260729_090023,7379.35,56.35,0.3,55.0,0.2205,-1950,0.0168,40.3,12618,-5580
2026-07-29 13:38:05,auto_20260729_090023,7378.45,57.2,0.4,140.0,0.2229,-1935,0.0221,40.0,12584,-5558
2026-07-29 13:40:18,auto_20260729_090023,7380.45,56.6,0.4,80.0,0.2077,-2036,0.0227,39.7,12259,-5565
2026-07-29 13:42:30,auto_20260729_090023,7379.7,56.7,0.4,90.0,0.2099,-2029,0.0223,39.4,12208,-5567
2026-07-29 13:44:43,auto_20260729_090023,7381.6,56.25,0.3,45.0,0.1995,-2123,0.0228,39.1,11891,-5553
2026-07-29 13:46:55,auto_20260729_090023,7379.75,56.7,0.4,90.0,0.2037,-2076,0.0223,38.8,11948,-5559
2026-07-29 13:49:08,auto_20260729_090023,7383.1,55.6,0.2,-20.0,0.1837,-2222,0.0232,38.4,11483,-5550
2026-07-29 13:51:21,auto_20260729_090023,7384.9,55.45,0.3,-35.0,0.1748,-2305,0.0236,38.1,11173,-5566
2026-07-29 13:53:33,auto_20260729_090023,7385.75,54.85,0.3,-95.0,0.1688,-2355,0.0238,37.8,10956,-5554
2026-07-29 13:55:46,auto_20260729_090023,7383.2,55.35,0.5,-45.0,0.1732,-2297,0.0173,37.4,11079,-5578
2026-07-29 13:57:59,auto_20260729_090023,7381.75,55.95,0.3,15.0,0.1779,-2269,0.0227,37.1,11090,-5564
2026-07-29 14:00:11,auto_20260729_090023,7408.45,50.0,11.6,-580.0,0.1387,-2569,0.0249,36.8,9975,-5559
2026-07-29 14:02:24,auto_20260729_090023,7417.75,45.75,0.7,-1005.0,0.1687,-2335,0.0227,36.4,10768,-5554
2026-07-29 14:04:36,auto_20260729_090023,7405.85,41.15,0.5,-1465.0,0.1273,-2663,0.0252,36.1,9441,-5572
2026-07-29 14:06:49,auto_20260729_090023,7410.7,41.7,0.4,-1410.0,0.1357,-2602,0.0244,35.7,9787,-5563
2026-07-29 14:09:02,auto_20260729_090023,7406.7,39.8,0.2,-1600.0,0.1217,-2706,0.0251,35.4,9247,-5570
2026-07-29 14:11:14,auto_20260729_090023,7403.65,38.8,0.6,-1700.0,0.1115,-2770,0.0254,35.0,8800,-5553
2026-07-29 14:13:27,auto_20260729_090023,7402.25,38.5,0.4,-1730.0,0.1085,-2808,0.0318,34.7,8517,-5577
2026-07-29 14:15:39,auto_20260729_090023,7403.5,39.0,0.4,-1680.0,0.1059,-2828,0.0318,34.3,8497,-5559
2026-07-29 14:17:52,auto_20260729_090023,7396.3,38.85,0.3,-1695.0,0.1031,-2856,0.0317,34.0,8371,-5570
2026-07-29 14:20:05,auto_20260729_090023,7394.65,38.75,0.5,-1705.0,0.102,-2867,0.0315,33.6,8388,-5578
2026-07-29 14:22:17,auto_20260729_090023,7389.9,38.5,0.4,-1730.0,0.1063,-2809,0.0305,33.2,8714,-5580
2026-07-29 14:24:30,auto_20260729_090023,7392.75,37.3,0.4,-1850.0,0.0963,-2897,0.0311,32.8,8278,-5570
2026-07-29 14:26:43,auto_20260729_090023,7392.0,37.7,0.2,-1810.0,0.0944,-2913,0.031,32.4,8200,-5559
2026-07-29 14:28:55,auto_20260729_090023,7393.25,37.25,0.3,-1855.0,0.0891,-2966,0.0312,32.1,7920,-5572
2026-07-29 14:31:08,auto_20260729_090023,7401.9,35.3,0.4,-2050.0,0.0788,-3049,0.0318,31.7,7278,-5567
2026-07-29 14:33:20,auto_20260729_090023,7390.8,37.1,0.6,-1870.0,0.0864,-2978,0.0366,31.3,7850,-5561
2026-07-29 14:35:33,auto_20260729_090023,7392.6,35.05,0.5,-2075.0,0.08,-3047,0.031,30.9,7509,-5579
2026-07-29 14:37:46,auto_20260729_090023,7398.15,33.55,0.3,-2225.0,0.0675,-3145,0.0318,30.5,6792,-5570
2026-07-29 14:39:58,auto_20260729_090023,7413.4,35.45,0.5,-2035.0,0.0892,-2948,0.0289,30.1,7782,-5574
2026-07-29 14:42:11,auto_20260729_090023,7422.45,35.9,0.4,-1990.0,0.1337,-2568,0.0287,29.6,8519,-5564
2026-07-29 14:44:24,auto_20260729_090023,7428.85,39.65,0.3,-1615.0,0.1806,-2197,0.0195,29.2,8990,-5567
2026-07-29 14:46:36,auto_20260729_090023,7434.95,43.5,0.6,-1230.0,0.234,-1772,0.0152,28.8,9428,-5575
2026-07-29 14:48:49,auto_20260729_090023,7434.45,42.65,0.5,-1315.0,0.2243,-1827,0.0152,28.3,9203,-5578
2026-07-29 14:51:02,auto_20260729_090023,7442.5,45.98,0.35,-982.5,0.3186,-1175,0.0101,27.9,9830,-5571
2026-07-29 14:53:14,auto_20260729_090023,7444.75,48.6,0.4,-720.0,0.3417,-987,0.0084,27.5,9875,-5575
2026-07-29 14:55:27,auto_20260729_090023,7448.9,52.02,0.25,-377.5,0.4021,-616,0.0074,27.0,10107,-5570
2026-07-29 14:57:39,auto_20260729_090023,7439.8,45.15,0.5,-1065.0,0.2744,-1445,0.0125,26.5,9010,-5571
2026-07-29 14:59:52,auto_20260729_090023,7442.2,45.08,0.25,-1072.5,0.3016,-1245,0.0103,26.1,9060,-5570
2026-07-29 15:02:05,auto_20260729_090023,7448.8,50.27,0.85,-552.5,0.3897,-645,0.0062,25.6,9527,-5568
2026-07-29 15:04:17,auto_20260729_090023,7431.05,34.55,0.5,-2125.0,0.1628,-2215,0.0178,25.1,7555,-5564
2026-07-29 15:06:30,auto_20260729_090023,7422.95,30.05,0.5,-2575.0,0.0914,-2822,0.0247,24.6,6544,-5565
2026-07-29 15:08:43,auto_20260729_090023,7414.8,27.1,0.4,-2870.0,0.0458,-3309,0.0317,24.1,5524,-5563
2026-07-29 15:10:55,auto_20260729_090023,7405.6,26.65,0.3,-2915.0,0.0207,-3650,0.0373,23.5,4394,-5575
2026-07-29 15:13:08,auto_20260729_090023,7413.5,25.9,0.4,-2990.0,0.0347,-3438,0.0375,23.0,4969,-5569
2026-07-29 15:15:21,auto_20260729_090023,7413.3,25.2,0.6,-3060.0,0.03,-3484,0.0375,22.4,4729,-5579
2026-07-29 15:17:34,auto_20260729_090023,7406.95,22.85,0.3,-3295.0,0.0148,-3747,0.0424,21.9,3869,-5575
2026-07-29 15:19:46,auto_20260729_090023,7398.2,22.7,0.4,-3310.0,0.0091,-3874,0.0445,21.3,3123,-5570
2026-07-29 15:21:59,auto_20260729_090023,7387.95,25.75,0.3,-3005.0,0.0175,-3656,0.043,20.7,3911,-5568
2026-07-29 15:24:11,auto_20260729_090023,7383.35,26.75,0.7,-2905.0,0.026,-3456,0.0316,20.1,4126,-5572
2026-07-29 15:26:24,auto_20260729_090023,7370.25,37.5,1.2,-1830.0,0.0907,-2498,0.0159,19.5,5184,-5565
2026-07-29 15:28:37,auto_20260729_090023,7372.9,32.3,0.4,-2350.0,0.0632,-2744,0.0159,18.8,4658,-5580
2026-07-29 15:30:50,auto_20260729_090023,7376.25,29.85,0.6,-2595.0,0.0385,-3043,0.0218,18.1,4053,-5574
2026-07-29 15:33:02,auto_20260729_090023,7370.1,33.42,0.55,-2237.5,0.0694,-2529,0.0133,17.4,4387,-5576
2026-07-29 15:35:15,auto_20260729_090023,7358.45,43.47,0.55,-1232.5,0.196,-1418,0.0027,16.7,5260,-5570
2026-07-29 15:37:27,auto_20260729_090023,7360.65,43.98,0.85,-1182.5,0.151,-1638,0.0028,15.9,4735,-5575
2026-07-29 15:39:40,auto_20260729_090023,7340.1,57.92,1.05,212.5,0.6041,410,0.0,15.1,6468,-5575
2026-07-29 15:41:53,auto_20260729_090023,7338.55,61.03,0.65,522.5,0.6525,565,0.0,14.3,6283,-5153
2026-07-29 15:44:06,auto_20260729_090023,7338.05,61.68,0.75,587.5,0.6758,615,0.0,13.4,5972,-4742
2026-07-29 15:46:19,auto_20260729_090023,7335.85,65.62,0.45,982.5,0.7467,835,0.0,12.4,5806,-4136
2026-07-29 15:48:31,auto_20260729_090023,7334.2,63.38,1.75,757.5,0.8084,1000,0.0,11.4,5551,-3551
2026-07-29 15:50:44,auto_20260729_090023,7332.65,66.12,2.85,1032.5,0.8704,1155,0.0,10.2,5244,-2934
2026-07-29 15:52:57,auto_20260729_090023,7332.55,67.08,2.15,1127.5,0.8925,1165,0.0,9.4,4918,-2588
2026-07-29 15:55:09,auto_20260729_090023,7322.65,75.72,3.25,1992.5,0.9892,2155,0.0,9.4,5908,-1598
2026-07-29 15:57:22,auto_20260729_090023,7321.1,78.58,2.55,2277.5,0.993,2310,0.0,9.4,6063,-1443
2026-07-29 16:04:00,auto_20260729_090023,7317.75,81.58,9.15,2577.5,0.9977,2645,0.0,9.4,6398,-1108
2026-07-29 16:06:13,auto_20260729_090023,7317.75,81.58,9.15,2577.5,0.9977,2645,0.0,9.4,6398,-1108
2026-07-29 16:08:25,auto_20260729_090023,7317.0,81.58,9.15,2577.5,0.9982,2720,0.0,9.4,6473,-1033
2026-07-29 16:10:38,auto_20260729_090023,7317.0,81.58,9.15,2577.5,0.9982,2720,0.0,9.4,6473,-1033
2026-07-29 16:12:51,auto_20260729_090023,7317.0,81.58,9.15,2577.5,0.9982,2720,0.0,9.4,6473,-1033
2026-07-29 16:15:03,auto_20260729_090023,7317.75,81.58,9.15,2577.5,0.9977,2645,0.0,9.4,6398,-1108
2026-07-30 10:01:31,auto_20260730_090015,7410.6,35.6,0.2,-60.0,0.5864,1720,0.0128,66.9,23215,-3573
2026-07-30 10:03:44,auto_20260730_090015,7405.7,35.55,0.3,-65.0,0.5927,1714,0.0064,66.7,23503,-3617
2026-07-30 10:05:57,auto_20260730_090015,7408.85,35.45,0.3,-75.0,0.5865,1687,0.0064,66.5,23105,-3611
2026-07-30 10:08:09,auto_20260730_090015,7403.55,36.05,0.3,-15.0,0.5827,1695,0.0064,66.3,23551,-3612
2026-07-30 10:10:22,auto_20260730_090015,7401.2,36.7,0.4,50.0,0.5899,1700,0.0126,66.1,23703,-3586
2026-07-30 10:12:34,auto_20260730_090015,7403.2,35.75,0.3,-45.0,0.5884,1665,0.0127,65.9,23419,-3573
2026-07-30 10:14:47,auto_20260730_090015,7401.75,35.7,0.4,-50.0,0.584,1661,0.0063,65.7,23480,-3604
2026-07-30 10:17:00,auto_20260730_090015,7406.95,34.45,0.3,-175.0,0.5814,1609,0.0064,65.5,22876,-3611
2026-07-30 10:19:12,auto_20260730_090015,7401.45,35.45,0.3,-75.0,0.584,1631,0.0126,65.3,23342,-3600
2026-07-30 10:21:25,auto_20260730_090015,7405.65,34.65,0.3,-155.0,0.5817,1581,0.0127,65.1,22837,-3601
2026-07-30 10:23:37,auto_20260730_090015,7407.15,33.95,0.3,-225.0,0.5758,1557,0.0128,64.8,22602,-3594
2026-07-30 10:25:50,auto_20260730_090015,7404.55,33.95,0.3,-225.0,0.5769,1554,0.0127,64.6,22776,-3592
2026-07-30 10:28:03,auto_20260730_090015,7410.75,33.0,0.4,-320.0,0.5755,1519,0.0128,64.4,22221,-3592
2026-07-30 10:30:15,auto_20260730_090015,7408.4,32.65,0.3,-355.0,0.5756,1503,0.0128,64.2,22220,-3575
2026-07-30 10:32:28,auto_20260730_090015,7409.95,32.3,0.2,-390.0,0.57,1484,0.0064,64.0,21979,-3615
2026-07-30 10:34:40,auto_20260730_090015,7405.8,32.6,0.4,-360.0,0.5708,1478,0.0064,63.8,22307,-3608
2026-07-30 10:36:53,auto_20260730_090015,7410.55,32.15,0.3,-405.0,0.5646,1450,0.0128,63.6,21855,-3573
2026-07-30 10:39:06,auto_20260730_090015,7408.5,31.9,0.4,-430.0,0.5647,1433,0.0128,63.3,21863,-3571
2026-07-30 10:41:18,auto_20260730_090015,7412.25,31.3,0.2,-490.0,0.5649,1418,0.0128,63.1,21851,-3597
2026-07-30 10:43:31,auto_20260730_090015,7404.85,31.75,0.3,-445.0,0.5661,1414,0.0064,62.9,22053,-3608
2026-07-30 10:45:43,auto_20260730_090015,7401.05,33.0,0.2,-320.0,0.5632,1430,0.0063,62.7,22345,-3612
2026-07-30 10:47:56,auto_20260730_090015,7399.3,33.2,0.2,-300.0,0.57,1435,0.0126,62.5,22432,-3591
2026-07-30 10:50:09,auto_20260730_090015,7397.05,34.25,0.3,-195.0,0.5676,1451,0.0062,62.2,22568,-3619
2026-07-30 10:52:22,auto_20260730_090015,7392.55,34.9,0.4,-130.0,0.5752,1521,0.0123,62.0,22929,-3579
2026-07-30 10:54:34,auto_20260730_090015,7386.4,37.25,0.3,105.0,0.5872,1664,0.0059,61.8,23455,-3607
2026-07-30 10:56:47,auto_20260730_090015,7381.8,39.75,0.3,355.0,0.5932,1797,0.0115,61.6,23825,-3583
2026-07-30 10:59:00,auto_20260730_090015,7385.2,36.7,0.6,50.0,0.5856,1667,0.0117,61.3,23395,-3594
2026-07-30 11:01:12,auto_20260730_090015,7378.8,41.15,0.5,495.0,0.6015,1877,0.0056,61.1,23945,-3611
2026-07-30 11:03:25,auto_20260730_090015,7383.2,38.1,0.4,190.0,0.5906,1700,0.0116,60.9,23414,-3572
2026-07-30 11:05:37,auto_20260730_090015,7386.0,36.35,0.5,15.0,0.5794,1593,0.0118,60.7,23043,-3594
2026-07-30 11:07:50,auto_20260730_090015,7379.05,40.25,0.3,405.0,0.598,1819,0.0056,60.4,23647,-3619
2026-07-30 11:10:03,auto_20260730_090015,7390.95,33.85,0.3,-235.0,0.5685,1421,0.0122,60.2,22366,-3599
2026-07-30 11:12:15,auto_20260730_090015,7378.1,41.55,0.5,535.0,0.6009,1825,0.0111,60.0,23559,-3596
2026-07-30 11:14:28,auto_20260730_090015,7373.9,42.95,0.3,675.0,0.6103,1990,0.0107,59.7,23886,-3598
2026-07-30 11:16:41,auto_20260730_090015,7379.0,40.45,0.3,425.0,0.5946,1757,0.0112,59.5,23284,-3578
2026-07-30 11:18:53,auto_20260730_090015,7376.3,42.25,0.3,605.0,0.6038,1853,0.0109,59.3,23461,-3576
2026-07-30 11:21:06,auto_20260730_090015,7378.15,40.1,0.6,390.0,0.5943,1759,0.0111,59.0,23182,-3593
2026-07-30 11:23:18,auto_20260730_090015,7379.35,40.05,0.3,385.0,0.5912,1694,0.0112,58.8,22968,-3580
2026-07-30 11:25:31,auto_20260730_090015,7375.15,42.15,0.5,595.0,0.6039,1856,0.0107,58.6,23294,-3603
2026-07-30 11:27:43,auto_20260730_090015,7376.05,41.95,0.5,575.0,0.5975,1800,0.0108,58.3,23110,-3585
2026-07-30 11:29:56,auto_20260730_090015,7372.1,44.15,0.5,795.0,0.6112,1967,0.0103,58.1,23410,-3599
2026-07-30 11:32:09,auto_20260730_090015,7373.75,42.9,0.4,670.0,0.6077,1873,0.0105,57.9,23150,-3606
2026-07-30 11:34:21,auto_20260730_090015,7375.45,41.15,0.5,495.0,0.6009,1779,0.0107,57.6,22884,-3576
2026-07-30 11:36:34,auto_20260730_090015,7384.8,36.2,0.4,-0.0,0.5706,1392,0.0116,57.4,21853,-3579
2026-07-30 11:38:46,auto_20260730_090015,7378.75,39.05,0.3,285.0,0.5847,1603,0.011,57.1,22362,-3603
2026-07-30 11:40:59,auto_20260730_090015,7384.4,36.3,0.4,10.0,0.567,1371,0.0115,56.9,21700,-3609
2026-07-30 11:43:12,auto_20260730_090015,7387.9,33.7,0.4,-250.0,0.5531,1239,0.0118,56.7,21252,-3586
2026-07-30 11:45:24,auto_20260730_090015,7391.3,32.15,0.3,-405.0,0.544,1125,0.0121,56.4,20815,-3595
2026-07-30 11:47:37,auto_20260730_090015,7394.9,30.3,0.2,-590.0,0.5322,1021,0.0123,56.2,20357,-3602
2026-07-30 11:49:49,auto_20260730_090015,7391.8,30.85,0.3,-535.0,0.5379,1075,0.0121,55.9,20568,-3589
2026-07-30 11:52:02,auto_20260730_090015,7393.6,30.35,0.3,-585.0,0.5299,1012,0.0122,55.7,20289,-3583
2026-07-30 11:54:14,auto_20260730_090015,7393.6,30.55,0.3,-565.0,0.5299,993,0.0122,55.4,20189,-3576
2026-07-30 11:56:28,auto_20260730_090015,7399.3,28.25,0.3,-795.0,0.5202,863,0.0125,55.2,19519,-3609
2026-07-30 11:58:40,auto_20260730_090015,7397.7,28.8,0.2,-740.0,0.5172,870,0.0062,54.9,19579,-3620
2026-07-30 12:00:53,auto_20260730_090015,7395.15,29.45,0.3,-675.0,0.5221,901,0.0062,54.7,19733,-3618
2026-07-30 12:03:05,auto_20260730_090015,7401.55,27.55,0.3,-865.0,0.5121,773,0.0126,54.4,18992,-3594
2026-07-30 12:05:18,auto_20260730_090015,7406.85,26.8,0.2,-940.0,0.5022,708,0.0127,54.2,18360,-3588
2026-07-30 12:07:31,auto_20260730_090015,7402.95,26.8,0.2,-940.0,0.5055,717,0.0126,53.9,18648,-3605
2026-07-30 12:09:43,auto_20260730_090015,7404.75,26.45,0.3,-975.0,0.4984,680,0.0127,53.6,18365,-3610
2026-07-30 12:11:56,auto_20260730_090015,7409.15,25.45,0.3,-1075.0,0.4965,639,0.0064,53.4,17822,-3620
2026-07-30 12:14:08,auto_20260730_090015,7413.1,25.3,0.4,-1090.0,0.4974,625,0.0127,53.1,17943,-3590
2026-07-30 12:16:21,auto_20260730_090015,7412.15,24.8,0.2,-1140.0,0.4918,601,0.0128,52.9,17744,-3581
2026-07-30 12:18:34,auto_20260730_090015,7412.9,24.8,0.2,-1140.0,0.4921,583,0.0127,52.6,17714,-3583
2026-07-30 12:20:46,auto_20260730_090015,7413.65,24.9,0.2,-1130.0,0.4925,566,0.0127,52.3,17684,-3590
2026-07-30 12:22:59,auto_20260730_090015,7411.9,24.4,0.2,-1180.0,0.4866,537,0.0128,52.1,17403,-3597
2026-07-30 12:25:11,auto_20260730_090015,7409.1,23.95,0.3,-1225.0,0.4864,514,0.0128,51.8,17197,-3613
2026-07-30 12:27:24,auto_20260730_090015,7411.85,23.4,0.2,-1280.0,0.4817,495,0.0128,51.5,17185,-3600
2026-07-30 12:29:37,auto_20260730_090015,7412.55,23.3,0.2,-1290.0,0.4769,476,0.0127,51.3,17147,-3611
2026-07-30 12:31:49,auto_20260730_090015,7409.15,23.35,0.3,-1285.0,0.4765,449,0.0064,51.0,16869,-3617
2026-07-30 12:34:02,auto_20260730_090015,7410.95,23.1,0.2,-1310.0,0.4765,428,0.0128,50.7,16771,-3606
2026-07-30 12:36:14,auto_20260730_090015,7413.0,23.3,0.2,-1290.0,0.4722,413,0.0127,50.5,16866,-3597
2026-07-30 12:38:27,auto_20260730_090015,7409.15,22.85,0.3,-1335.0,0.4666,384,0.0128,50.2,16542,-3615
2026-07-30 12:40:39,auto_20260730_090015,7405.25,22.9,0.4,-1330.0,0.4686,380,0.0127,49.9,16821,-3616
2026-07-30 12:42:52,auto_20260730_090015,7403.55,23.5,0.2,-1270.0,0.4702,373,0.0126,49.6,16880,-3610
2026-07-30 12:45:05,auto_20260730_090015,7404.85,23.4,0.2,-1280.0,0.4641,339,0.0127,49.4,16639,-3582
2026-07-30 12:47:17,auto_20260730_090015,7409.4,22.8,0.2,-1340.0,0.4617,295,0.0128,49.1,16072,-3601
2026-07-30 12:49:30,auto_20260730_090015,7408.5,22.35,0.3,-1385.0,0.4571,274,0.0128,48.8,16049,-3614
2026-07-30 12:51:43,auto_20260730_090015,7410.8,22.3,0.2,-1390.0,0.4569,250,0.0128,48.5,15865,-3618
2026-07-30 12:53:55,auto_20260730_090015,7414.4,22.6,0.2,-1360.0,0.4538,243,0.0127,48.2,16111,-3597
2026-07-30 12:56:08,auto_20260730_090015,7414.25,22.2,0.2,-1400.0,0.4538,219,0.0127,47.9,15981,-3585
2026-07-30 12:58:20,auto_20260730_090015,7412.55,21.45,0.3,-1475.0,0.4477,186,0.0127,47.7,15695,-3594
2026-07-30 13:00:33,auto_20260730_090015,7420.2,23.15,0.3,-1305.0,0.453,245,0.0125,47.4,16344,-3585
2026-07-30 13:02:46,auto_20260730_090015,7422.75,23.7,0.4,-1250.0,0.4581,271,0.0123,47.1,16482,-3615
2026-07-30 13:04:58,auto_20260730_090015,7423.35,23.95,0.3,-1225.0,0.4564,262,0.0123,46.8,16424,-3608
2026-07-30 13:07:11,auto_20260730_090015,7422.7,23.5,0.2,-1270.0,0.4544,225,0.0123,46.5,16240,-3614
2026-07-30 13:09:24,auto_20260730_090015,7421.2,22.3,0.2,-1390.0,0.447,171,0.0124,46.2,15971,-3608
2026-07-30 13:11:36,auto_20260730_090015,7421.0,22.1,0.2,-1410.0,0.4415,144,0.0124,45.9,15831,-3619
2026-07-30 13:13:49,auto_20260730_090015,7421.8,22.15,0.3,-1405.0,0.4433,137,0.0185,45.6,15790,-3607
2026-07-30 13:16:01,auto_20260730_090015,7421.1,21.65,0.3,-1455.0,0.4378,99,0.0186,45.3,15599,-3597
2026-07-30 13:18:14,auto_20260730_090015,7424.05,22.85,0.3,-1335.0,0.4458,141,0.0182,45.0,15771,-3586
2026-07-30 13:20:27,auto_20260730_090015,7424.95,23.15,0.3,-1305.0,0.4447,140,0.0181,44.7,15738,-3615
2026-07-30 13:22:39,auto_20260730_090015,7422.75,22.2,0.2,-1400.0,0.4325,63,0.0184,44.3,15394,-3618
2026-07-30 13:24:52,auto_20260730_090015,7423.5,22.45,0.3,-1375.0,0.4312,56,0.0183,44.0,15344,-3609
2026-07-30 13:27:04,auto_20260730_090015,7422.3,21.8,0.2,-1440.0,0.4235,5,0.0184,43.7,15098,-3591
2026-07-30 13:29:17,auto_20260730_090015,7421.5,21.1,0.2,-1510.0,0.4215,-37,0.0185,43.4,14891,-3589
2026-07-30 13:31:30,auto_20260730_090015,7421.6,21.2,0.2,-1500.0,0.418,-60,0.0185,43.1,14773,-3608
2026-07-30 13:33:42,auto_20260730_090015,7419.75,19.9,0.2,-1630.0,0.409,-121,0.0187,42.8,14459,-3603
2026-07-30 13:35:55,auto_20260730_090015,7420.85,20.6,0.2,-1560.0,0.4073,-125,0.0185,42.4,14440,-3619
2026-07-30 13:38:07,auto_20260730_090015,7417.25,19.3,0.2,-1690.0,0.3992,-211,0.0189,42.1,13949,-3604
2026-07-30 13:40:20,auto_20260730_090015,7419.8,19.8,0.4,-1640.0,0.4002,-196,0.0186,41.8,14072,-3597
2026-07-30 13:42:33,auto_20260730_090015,7422.05,20.85,0.3,-1535.0,0.4026,-175,0.0184,41.4,14165,-3609
2026-07-30 13:44:45,auto_20260730_090015,7423.45,21.3,0.2,-1490.0,0.404,-166,0.0182,41.1,14171,-3591
2026-07-30 13:46:58,auto_20260730_090015,7425.5,22.0,0.2,-1420.0,0.4088,-135,0.0178,40.8,14241,-3604
2026-07-30 13:49:10,auto_20260730_090015,7423.85,21.3,0.2,-1490.0,0.3979,-207,0.0181,40.4,13940,-3594
2026-07-30 13:51:23,auto_20260730_090015,7425.65,22.15,0.3,-1405.0,0.4004,-181,0.0178,40.1,13983,-3595
2026-07-30 13:53:36,auto_20260730_090015,7423.65,20.75,0.3,-1545.0,0.3895,-264,0.0241,39.7,13644,-3591
2026-07-30 13:55:48,auto_20260730_090015,7422.65,20.2,0.2,-1600.0,0.3817,-317,0.0182,39.4,13405,-3616
2026-07-30 13:58:01,auto_20260730_090015,7423.35,20.5,0.2,-1570.0,0.3813,-325,0.0181,39.0,13334,-3597
2026-07-30 14:00:13,auto_20260730_090015,7424.25,20.8,0.2,-1540.0,0.3811,-327,0.0179,38.7,13282,-3619
2026-07-30 14:02:26,auto_20260730_090015,7425.8,21.48,0.25,-1472.5,0.3841,-306,0.0176,38.3,13293,-3605
2026-07-30 14:04:39,auto_20260730_090015,7422.0,19.15,0.3,-1705.0,0.3653,-441,0.0182,38.0,12768,-3605
2026-07-30 14:06:51,auto_20260730_090015,7424.3,20.1,0.3,-1610.0,0.3703,-406,0.0178,37.6,12852,-3606
2026-07-30 14:09:04,auto_20260730_090015,7425.5,20.6,0.3,-1560.0,0.3736,-396,0.0176,37.2,12824,-3619
2026-07-30 14:11:16,auto_20260730_090015,7424.3,20.1,0.3,-1610.0,0.3599,-461,0.0178,36.9,12555,-3606
2026-07-30 14:13:29,auto_20260730_090015,7425.0,20.28,0.25,-1592.5,0.3603,-467,0.0176,36.5,12475,-3602
2026-07-30 14:15:42,auto_20260730_090015,7426.1,20.32,0.15,-1587.5,0.3642,-458,0.0173,36.1,12432,-3612
2026-07-30 14:17:54,auto_20260730_090015,7425.1,19.67,0.25,-1652.5,0.3556,-520,0.0233,35.7,12179,-3596
