date,strat,short_k,right,entry_et,credit,booked_stop,booked_pnl,desk_exit,parity_stop,parity_trig,parity_pnl,dfeed_stop,dfeed_trig,dfeed_pnl
2026-08-12,openfly_c,7740.0,C,10:06:00,10.8,True,-61.3,09:17,True,10:16:00,-96.52,True,10:17:06,-116.52
2026-08-13,eodfly_p,7750.0,P,09:31:00,3.9,False,342.4,16:00,False,,386.74,False,,386.74
2026-08-13,eodfly_c,7750.0,C,09:32:00,14.9,True,-411.3,08:44,True,09:42:00,-516.52,True,09:43:02,-536.52
2026-08-13,openfly_p,7765.0,P,09:33:00,6.2,False,617.4,16:00,False,,616.74,False,,616.74
2026-08-13,openfly_c,7765.0,C,09:33:00,10.2,True,-321.3,08:44,True,09:43:00,-556.52,True,09:44:06,-436.52
2026-08-14,eodfly_p,7800.0,P,09:31:00,7.1,True,-251.3,09:30,True,10:32:00,-236.52,True,10:32:06,-236.52
2026-08-14,eodfly_c,7800.0,C,09:31:00,9.2,True,-11.3,08:49,True,09:41:00,13.48,True,09:41:52,-46.52
2026-08-14,openfly_p,7810.0,P,10:06:00,7.05,True,-226.3,09:17,True,10:16:00,-201.52,True,10:17:08,-231.52
2026-08-14,openfly_c,7810.0,C,10:06:00,7.15,False,712.4,16:00,False,,711.74,False,,711.74
2026-08-17,eodfly_p,7785.0,P,09:31:00,6.4,True,-336.3,08:45,True,09:43:00,-276.52,True,09:42:57,-276.52
2026-08-17,eodfly_c,7785.0,C,09:32:00,8.4,False,847.4,16:00,False,,836.74,False,,836.74
2026-08-17,openfly_p,7785.0,P,09:33:00,8.3,True,-101.3,08:45,True,09:43:00,-86.52,True,09:44:01,-196.52
2026-08-17,openfly_c,7785.0,C,09:33:00,6.6,False,662.4,16:00,False,,656.74,False,,656.74
2026-08-18,eodfly_p,7745.0,P,09:32:00,17.0,True,-41.3,08:48,True,09:42:00,-66.52,True,09:43:03,-156.52
2026-08-18,eodfly_c,7745.0,C,09:33:00,1.35,False,132.4,16:00,False,,131.74,False,,131.74
2026-08-18,openfly_p,7710.0,P,09:34:00,9.8,True,-31.3,08:55,True,09:57:00,163.48,True,10:00:07,43.48
2026-08-18,openfly_c,7710.0,C,09:36:00,8.5,False,1007.4,16:00,False,,846.74,False,,846.74
2026-08-19,eodfly_p,7690.0,P,09:31:00,1.9,False,187.4,16:00,False,,186.74,False,,186.74
2026-08-19,eodfly_c,7690.0,C,09:31:00,18.7,True,218.7,08:42,True,09:41:00,173.48,True,09:41:58,173.48
2026-08-19,openfly_p,7715.0,P,10:07:00,6.7,False,-4.6,16:00,True,13:42:00,88.48,True,13:42:10,103.48
2026-08-19,openfly_c,7715.0,C,10:08:00,9.5,False,947.4,16:00,True,10:38:00,-436.52,True,10:38:22,-466.52
2026-08-20,eodfly_p,7710.0,P,09:31:00,16.7,True,258.7,08:44,True,09:41:00,213.48,True,09:41:57,313.48
2026-08-20,eodfly_c,7710.0,C,09:32:00,3.25,False,312.4,16:00,False,,321.74,False,,321.74
2026-08-20,openfly_p,7680.0,P,09:33:00,6.6,True,-271.3,10:45,True,11:44:00,-276.52,True,11:45:12,-306.52
2026-08-20,openfly_c,7680.0,C,09:33:00,11.2,True,-321.3,08:45,True,09:43:00,-326.52,True,09:44:06,-366.52
2026-08-21,eodfly_p,7640.0,P,09:31:00,2.3,False,247.4,16:00,False,,226.74,False,,226.74
2026-08-21,eodfly_c,7640.0,C,09:31:00,18.6,True,-71.3,08:45,True,09:41:00,3.48,True,09:41:58,3.48
2026-08-21,openfly_p,7675.0,P,09:33:00,9.0,True,38.7,08:45,True,09:43:00,-76.52,True,09:44:06,-96.52
2026-08-21,openfly_c,7675.0,C,09:33:00,7.6,True,-131.3,10:09,True,11:09:00,-221.52,True,11:09:35,-91.52
2026-08-24,eodfly_p,7675.0,P,09:31:00,13.7,True,-501.3,08:45,True,09:41:00,-116.52,True,09:41:51,-196.52
2026-08-24,openfly_p,7665.0,P,09:33:00,10.6,True,-411.3,08:45,True,09:43:00,-286.52,True,09:43:59,-336.52
2026-08-24,openfly_c,7665.0,C,09:34:00,5.1,True,-196.3,11:25,True,12:26:00,-196.52,True,12:26:47,-171.52
2026-08-24,eodfly_c,7675.0,C,09:35:00,2.75,False,247.4,16:00,False,,271.74,False,,271.74
2026-08-25,eodfly_p,7655.0,P,09:42:00,1.9,False,192.4,16:00,False,,186.74,False,,186.74
2026-08-25,eodfly_c,7655.0,C,09:43:00,17.8,True,-11.3,08:53,True,09:53:00,-26.52,True,09:53:43,-36.52
2026-08-25,openfly_p,7670.0,P,10:06:00,6.0,True,-206.3,09:32,True,10:32:00,-306.52,True,10:33:15,-296.52
2026-08-25,openfly_c,7670.0,C,10:07:00,7.95,True,58.7,11:04,True,12:06:00,68.48,True,12:06:07,23.48
2026-08-26,eodfly_c,7675.0,C,09:33:00,6.35,True,-616.3,09:02,True,10:02:00,-581.52,True,09:53:36,-376.52
2026-08-26,eodfly_p,7675.0,P,09:33:00,8.9,True,-81.3,09:33,True,10:33:00,-26.52,True,10:35:15,-16.52
2026-08-26,openfly_p,7685.0,P,10:05:00,6.2,True,-261.3,09:19,True,10:18:00,-276.52,True,10:20:18,-336.52
2026-08-26,openfly_c,7685.0,C,10:06:00,7.5,True,238.7,14:11,True,15:11:00,233.48,True,15:12:00,168.48
2026-08-27,eodfly_p,7675.0,P,09:31:00,3.25,False,312.4,16:00,False,,321.74,False,,321.74
2026-08-27,eodfly_c,7675.0,C,09:32:00,14.4,True,-281.3,08:42,True,09:42:00,-286.52,True,09:43:01,-326.52
2026-08-27,openfly_p,7705.0,P,10:05:00,7.6,False,707.4,16:00,False,,756.74,False,,756.74
2026-08-27,openfly_c,7705.0,C,10:11:00,9.8,True,-191.3,09:26,True,10:26:00,-196.52,True,10:22:32,-96.52
2026-08-28,eodfly_p,7730.0,P,09:32:00,7.6,True,-481.3,11:23,True,12:22:00,-386.52,True,12:22:40,-476.52
2026-08-28,eodfly_c,7730.0,C,09:32:00,11.8,True,-231.3,08:42,True,09:42:00,-296.52,True,09:42:55,-266.52
2026-08-28,openfly_p,7735.0,P,10:06:00,9.6,True,218.7,09:19,True,10:16:00,-196.52,True,10:17:32,-76.52
2026-08-28,openfly_c,7735.0,C,10:07:00,8.3,True,-551.3,09:44,True,10:44:00,-606.52,True,10:45:19,-726.52
2026-08-31,eodfly_p,7710.0,P,09:32:00,13.6,True,-501.3,08:46,True,09:42:00,-416.52,True,09:42:52,-396.52
2026-08-31,eodfly_c,7710.0,C,09:33:00,2.5,False,267.4,16:00,False,,246.74,False,,246.74
2026-08-31,openfly_p,7690.0,P,09:34:00,9.7,True,-81.3,08:50,True,09:44:00,-256.52,True,09:45:00,-256.52
2026-08-31,openfly_c,7690.0,C,09:35:00,6.45,False,567.4,16:00,False,,641.74,False,,641.74
