date,spot,spx_close,gx_pw,gx_cw,gx_pnl,gx_bps,gx_bcs,gx_otm,td_pw,td_cw,td_pnl,td_bps,td_bcs,td_otm,mq_pw,mq_cw,mq_pnl,mq_bps,mq_bcs,mq_otm,fx_pw,fx_cw,fx_pnl,fx_bps,fx_bcs,fx_otm
2026-06-26,7357.0,7354.02,7325.0,7400.0,1306.9599999999996,1153.4799999999996,153.48000000000002,True,7325.0,7400.0,1306.9599999999996,1153.4799999999996,153.48000000000002,True,7325.0,7425.0,1209.4599999999996,1153.4799999999996,55.980000000000004,True,7320.0,7390.0,1271.9600000000003,1063.4800000000002,208.48000000000002,True
2026-06-29,7354.0,7440.43,7325.0,7400.0,-1393.04,193.48,-1586.52,True,7325.0,7400.0,-1393.04,193.48,-1586.52,True,7300.0,7450.0,239.46000000000004,103.48000000000003,135.98,True,7320.0,7390.0,-1193.0399999999997,173.48000000000005,-1366.5199999999998,True
2026-06-30,7440.0,7499.36,7400.0,7450.0,-1233.04,343.48,-1576.52,True,7400.0,7450.0,-1233.04,343.48,-1576.52,True,7475.0,7540.0,,,,False,7405.0,7475.0,-1594.0399999999668,388.48000000000013,-1982.519999999967,True
2026-07-01,7499.0,7483.23,7450.0,7540.0,536.96,473.4800000000001,63.480000000000004,True,7450.0,7500.0,941.96,473.4800000000001,468.48,True,7400.0,7500.0,599.46,130.97999999999996,468.48,True,7465.0,7535.0,764.4599999999998,678.4799999999998,85.98,True
2026-07-02,7483.0,7483.24,7450.0,7500.0,1396.9599999999996,178.47999999999996,1218.4799999999996,True,7450.0,7500.0,1396.9599999999996,178.47999999999996,1218.4799999999996,True,7425.0,7520.0,794.46,80.98,713.48,True,7450.0,7520.0,891.96,178.47999999999996,713.48,True
2026-07-06,7483.0,7537.43,7450.0,7500.0,-890.5399999999998,80.98,-971.5199999999999,True,,,,,,False,7425.0,7550.0,289.46,38.47999999999999,250.98,True,7450.0,7520.0,-723.5400000000292,80.98,-804.5200000000292,True
2026-07-07,7537.0,7503.85,7500.0,7550.0,764.4599999999999,263.47999999999996,500.97999999999996,True,7500.0,7550.0,764.4599999999999,263.47999999999996,500.97999999999996,True,7475.0,7525.0,,,,False,7500.0,7570.0,424.4599999999999,263.47999999999996,160.97999999999996,True
2026-07-08,7504.0,7482.71,7475.0,7525.0,1334.4599999999998,1228.4799999999998,105.98,True,7475.0,7525.0,1334.4599999999998,1228.4799999999998,105.98,True,7475.0,7550.0,1251.9599999999998,1228.4799999999998,23.480000000000004,True,7470.0,7540.0,1171.96,1123.48,48.47999999999999,True
2026-07-09,7483.0,7543.64,7475.0,7500.0,-1013.0399999999997,608.48,-1621.5199999999998,True,7475.0,7500.0,-1013.0399999999997,608.48,-1621.5199999999998,True,7450.0,7550.0,401.96000000000004,313.48,88.48,True,7450.0,7520.0,-1597.0400000000325,313.48,-1910.5200000000325,True
2026-07-10,7544.0,7575.39,7500.0,7550.0,-1328.04,148.48000000000002,-1476.52,True,7500.0,7550.0,-1328.04,148.48000000000002,-1476.52,True,7440.0,7600.0,89.46000000000001,15.979999999999997,73.48,True,7510.0,7580.0,499.46,213.47999999999996,285.98,True
2026-07-13,7575.0,7515.34,7525.0,7600.0,-596.5399999999854,-710.0199999999854,113.48000000000002,True,7525.0,7600.0,-596.5399999999854,-710.0199999999854,113.48000000000002,True,7475.0,7550.0,,,,False,7540.0,7610.0,-1984.0399999999852,-2037.5199999999852,53.480000000000004,True
2026-07-14,7515.0,7543.59,7500.0,7550.0,1046.96,388.48,658.48,True,7500.0,7550.0,1046.96,388.48,658.48,True,7535.0,7600.0,,,,False,7480.0,7550.0,871.96,213.48000000000002,658.48,True
2026-07-15,7544.0,7572.4,7500.0,7550.0,-573.0399999999636,48.480000000000004,-621.5199999999636,True,7500.0,7550.0,-573.0399999999636,48.480000000000004,-621.5199999999636,True,7555.0,7600.0,,,,False,7510.0,7580.0,791.96,75.98,715.98,True
2026-07-16,7572.0,7533.77,7550.0,7600.0,-878.5399999999563,-979.5199999999563,100.98,True,7550.0,7600.0,-878.5399999999563,-979.5199999999563,100.98,True,,,,,,False,7535.0,7605.0,338.96000000004375,275.48000000004373,63.480000000000004,True
2026-07-17,7534.0,7457.69,7500.0,7550.0,-605.5400000000009,-666.5200000000009,60.980000000000004,True,7520.0,7580.0,-388.03999999999996,-406.52,18.480000000000008,True,,,,,,False,7500.0,7570.0,-638.0400000000009,-666.5200000000009,28.48,True
2026-07-20,7458.0,7443.28,7450.0,7500.0,537.4599999999748,-516.0200000000254,1053.4800000000002,True,7450.0,7500.0,537.4599999999748,-516.0200000000254,1053.4800000000002,True,,,,,,False,7425.0,7495.0,1266.9599999999998,68.48,1198.4799999999998,True
2026-07-21,7443.0,7509.2,7410.0,7500.0,-295.5399999999817,75.98000000000002,-371.51999999998174,True,7410.0,7500.0,-295.5399999999817,75.98000000000002,-371.51999999998174,True,,,,,,False,7410.0,7480.0,-1320.5400000000002,75.98000000000002,-1396.5200000000002,True
2026-07-22,7509.0,7498.96,7500.0,7550.0,872.9600000000036,844.4800000000035,28.48,True,7500.0,7550.0,872.9600000000036,844.4800000000035,28.48,True,,,,,,False,7475.0,7545.0,491.96000000000004,448.48,43.480000000000004,True
2026-07-23,7499.0,7408.3,7485.0,7500.0,-328.0400000000012,-396.52000000000123,68.48,True,7485.0,7500.0,-328.0400000000012,-396.52000000000123,68.48,True,,,,,,False,7465.0,7535.0,-685.5400000000005,-696.5200000000006,10.979999999999993,True
2026-07-24,7408.0,7411.98,7400.0,7500.0,704.46,683.48,20.979999999999997,True,7400.0,7500.0,704.46,683.48,20.979999999999997,True,,,,,,False,7375.0,7445.0,741.9599999999999,358.47999999999996,383.47999999999996,True
2026-07-27,7412.0,7413.18,7400.0,7500.0,311.96000000000004,70.98,240.98000000000005,True,7400.0,7500.0,311.96000000000004,70.98,240.98000000000005,True,,,,,,False,7375.0,7445.0,1746.96,33.480000000000004,1713.48,True
2026-07-28,7413.0,7428.78,7400.0,7450.0,949.46,633.4799999999999,315.9800000000001,True,7400.0,7450.0,949.46,633.4799999999999,315.9800000000001,True,,,,,,False,7380.0,7450.0,714.4600000000002,398.4800000000001,315.9800000000001,True
2026-07-29,7429.0,7316.15,7300.0,7450.0,861.9600000000002,133.48000000000002,728.4800000000001,True,7300.0,7450.0,861.9600000000002,133.48000000000002,728.4800000000001,True,,,,,,False,7395.0,7465.0,-1318.04,-1836.52,518.4799999999999,True
2026-07-30,7316.0,7437.63,7300.0,7450.0,234.45999999999998,155.98,78.48,True,7300.0,7450.0,234.45999999999998,155.98,78.48,True,,,,,,False,7280.0,7350.0,-723.0400000000001,93.48,-816.5200000000001,True
2026-07-31,7438.0,7489.72,7400.0,7500.0,539.4600000000002,100.97999999999998,438.48000000000013,True,7400.0,7500.0,539.4600000000002,100.97999999999998,438.48000000000013,True,,,,,,False,7405.0,7475.0,-335.04000000002543,118.48000000000003,-453.52000000002545,True
2026-08-03,7490.0,7600.5,7425.0,7530.0,-1658.04,40.97999999999999,-1699.02,True,7425.0,7530.0,-1658.04,40.97999999999999,-1699.02,True,,,,,,False,7455.0,7525.0,-1443.04,108.48000000000002,-1551.52,True
2026-08-04,7600.0,7736.52,7525.0,7630.0,-1403.0400000000002,13.479999999999997,-1416.5200000000002,True,7500.0,7630.0,-1408.0400000000002,8.480000000000002,-1416.5200000000002,True,,,,,,False,7565.0,7635.0,-1545.5399999999997,50.97999999999999,-1596.5199999999998,True
2026-08-05,7737.0,7723.55,7565.0,7750.0,1656.9599999999998,-1.5199999999999978,1658.4799999999998,True,7600.0,7750.0,1661.9599999999998,3.479999999999995,1658.4799999999998,True,,,,,,False,7700.0,7770.0,1366.9599999999998,108.47999999999999,1258.4799999999998,True
2026-08-06,7723.55,7709.96,7700.0,7800.0,476.9600000000001,433.4800000000001,43.480000000000004,True,7700.0,7725.0,1486.96,433.4800000000001,1053.48,True,,,,,,False,7690.0,7760.0,636.96,318.48,318.4800000000001,True
2026-08-07,7709.96,7757.64,7650.0,7750.0,-19.540000000032734,75.98,-95.52000000003274,True,7650.0,7750.0,-19.540000000032734,75.98,-95.52000000003274,True,,,,,,False,7675.0,7745.0,-312.04000000003276,173.48000000000002,-485.5200000000328,True
2026-08-10,7757.64,7753.11,7730.0,7775.0,724.46,298.48,425.97999999999996,True,7730.0,7775.0,724.46,298.48,425.97999999999996,True,,,,,,False,7725.0,7795.0,399.46,245.98,153.48,True
2026-08-11,7753.11,7728.2,7700.0,7775.0,581.96,55.979999999999976,525.98,True,7700.0,7775.0,581.96,55.979999999999976,525.98,True,,,,,,False,7720.0,7790.0,361.96,135.98000000000002,225.97999999999996,True
2026-08-12,7728.2,7748.5,7650.0,7800.0,229.46,8.48,220.98000000000002,True,7650.0,7800.0,229.46,8.48,220.98000000000002,True,,,,,,False,7695.0,7765.0,974.46,80.98,893.48,True
2026-08-13,7748.5,7798.99,7725.0,7750.0,-913.0400000000002,128.48,-1041.5200000000002,True,7725.0,7750.0,-913.0400000000002,128.48,-1041.5200000000002,True,,,,,,False,7715.0,7785.0,-972.0399999999781,83.48000000000002,-1055.5199999999782,True
2026-08-14,7798.99,7785.76,7700.0,7800.0,929.4599999999999,5.979999999999997,923.4799999999999,True,7750.0,7800.0,986.9599999999999,63.48000000000002,923.4799999999999,True,,,,,,False,7765.0,7835.0,284.46,140.98,143.48,True
2026-08-17,7785.76,7745.06,7775.0,7850.0,-2095.54,-2104.02,8.480000000000002,True,7775.0,7800.0,-1715.54,-2104.02,388.48,True,,,,,,False,7750.0,7820.0,-279.53999999995995,-375.51999999995996,95.97999999999999,True
2026-08-18,7745.06,7691.76,7725.0,7800.0,-1223.04,-1226.52,3.4799999999999986,True,7725.0,7750.0,-1110.54,-1226.52,115.98000000000002,True,,,,,,False,7710.0,7780.0,-967.0399999999781,-980.5199999999782,13.479999999999997,True
2026-08-19,7691.76,7707.98,7630.0,7725.0,824.46,5.979999999999995,818.48,True,7630.0,7725.0,824.46,5.979999999999995,818.48,True,,,,,,False,7655.0,7725.0,846.96,28.480000000000008,818.48,True
2026-08-20,7707.98,7641.16,7700.0,7755.0,-1083.04,-1096.52,13.479999999999997,True,7700.0,7755.0,-1083.04,-1096.52,13.479999999999997,True,,,,,,False,7675.0,7745.0,-1758.04,-1786.52,28.48,True
2026-08-21,7641.16,7674.37,7640.0,7700.0,499.4599999999999,233.48,265.97999999999996,True,7640.0,7700.0,499.4599999999999,233.48,265.97999999999996,True,,,,,,False,7605.0,7675.0,889.4600000000002,65.98000000000002,823.4800000000001,True
2026-08-24,7674.37,7652.86,7630.0,7725.0,284.46000000000004,275.98,8.479999999999997,True,7630.0,7700.0,344.46000000000004,275.98,68.48000000000003,True,,,,,,False,7640.0,7710.0,449.4600000000001,415.9800000000001,33.480000000000004,True
2026-08-25,7652.86,7677.28,7650.0,7665.0,,,,True,7650.0,7665.0,,,,True,,,,,,False,7620.0,7690.0,,,,True
2026-08-26,7677.28,7675.7,7600.0,7700.0,136.96,30.98,105.98,True,7675.0,7700.0,1134.46,1028.48,105.98,True,,,,,,False,7640.0,7710.0,246.95999999999998,195.98,50.97999999999999,True
2026-08-27,7675.7,7730.99,7675.0,7725.0,182.96000000002172,330.97999999999996,-148.01999999997824,True,7675.0,7725.0,182.96000000002172,330.97999999999996,-148.01999999997824,True,,,,,,False,7640.0,7710.0,-1227.0399999999784,63.47999999999999,-1290.5199999999784,True
2026-08-28,7730.99,7711.76,7700.0,7750.0,1106.96,348.48,758.4799999999999,True,7700.0,7750.0,1106.96,348.48,758.4799999999999,True,,,,,,False,7695.0,7765.0,751.96,305.98,445.97999999999996,True
2026-08-31,7711.76,7686.14,7700.0,7750.0,-329.0399999999673,-357.5199999999673,28.48,True,7700.0,7750.0,-329.0399999999673,-357.5199999999673,28.48,True,,,,,,False,7675.0,7745.0,451.96000000000004,413.48,38.47999999999999,True
2026-09-01,7686.14,7631.47,7675.0,7715.0,-463.04000000000025,-476.52000000000027,13.48,True,7675.0,7715.0,-463.04000000000025,-476.52000000000027,13.48,True,,,,,,False,7650.0,7720.0,-503.53999999997416,-509.5199999999742,5.98,True
2026-09-02,7631.47,7666.6,7550.0,7700.0,44.459999999999994,15.979999999999997,28.48,True,7550.0,7700.0,44.459999999999994,15.979999999999997,28.48,True,,,,,,False,7595.0,7665.0,219.45999999996366,145.98,73.47999999996365,True
2026-09-03,7666.6,7747.71,7650.0,7675.0,-663.0399999999997,98.48000000000003,-761.5199999999998,True,7650.0,7675.0,-663.0399999999997,98.48000000000003,-761.5199999999998,True,,,,,,False,7630.0,7700.0,-1525.5400000000002,40.97999999999999,-1566.5200000000002,True
2026-09-04,7747.71,7718.6,7675.0,7750.0,644.46,73.48,570.98,True,7700.0,7750.0,781.96,210.97999999999996,570.98,True,,,,,,False,7715.0,7785.0,449.4599999999999,373.4799999999999,75.98,True
