trade_id,strategy_id,source,symbol,entry_dt,exit_dt,dte,structure,legs,credit,exit_cost,fill_model,slippage,pnl,roc,collateral,hold_days,win,vix,vix_rank,er10,adx,gex_regime,hvl_side,dow,event,commentary,grade,max_gain,max_loss,pop,close_reason,entry_valid,entry_lag_min,feed_age_s,entry_note,day
auto_20260811_083105,eodic_c,auto_trigger,SPXW,2026-08-11 08:31:00,2026-08-11 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7855.0, ""expiry"": ""20260811"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7830.0, ""expiry"": ""20260811"", ""qty"": 1}]",0.15,0.0,cash_settle,,12.4,0.004989939637826962,2485.0,0.0,True,,,,,unknown,,Tue,,"AUTO-TRIGGER [eodic_c] fired: reached 08:30, regime unknown. credit 0.15 = 1% of width, short 67pt OTM. Projected C premarket. Path —.",D,15.0,2485.0,0.81,expired,True,1.1,6.0,ok,2026-08-11
auto_20260811_083203,eodfly_c,auto_trigger,SPXW,2026-08-11 08:32:00,2026-08-11 09:07,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7780.0, ""expiry"": ""20260811"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7755.0, ""expiry"": ""20260811"", ""qty"": 1}]",10.4,9.8,paper_fill,,58.69999999999997,0.04020547945205477,1460.0,0.0,True,,,,,unknown,,Tue,,"AUTO-TRIGGER [eodfly_c] fired: reached 08:30, regime unknown. credit 10.40 = 42% of width, short -8pt ITM. Projected C premarket. Path —.",C,1040.0,1460.0,0.46,level ACCEPTED: spot 7760 held above the 7755 short strike for 10min (>10) — the wall we sold did not hold,True,2.1,9.0,ok,2026-08-11
auto_20260811_083224,openic_p,auto_trigger,SPXW,2026-08-11 08:32:00,2026-08-11 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7660.0, ""expiry"": ""20260811"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7685.0, ""expiry"": ""20260811"", ""qty"": 1}]",0.35,0.0,cash_settle,,32.4,0.013144016227180528,2465.0,0.0,True,,,,,unknown,,Tue,,"AUTO-TRIGGER [openic_p] fired: reached 08:30, regime unknown. credit 0.35 = 1% of width, short 78pt OTM. Projected C premarket. Path —.",D,35.0,2465.0,0.85,expired,True,2.4,6.0,ok,2026-08-11
auto_20260811_083254,openfly_p,auto_trigger,SPXW,2026-08-11 08:32:00,2026-08-11 08:44,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7740.0, ""expiry"": ""20260811"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7765.0, ""expiry"": ""20260811"", ""qty"": 1}]",10.1,10.5,paper_fill,,-41.30000000000003,-0.02771812080536915,1490.0,0.0,False,,,,,unknown,,Tue,,"AUTO-TRIGGER [openfly_p] fired: reached 08:30, regime unknown. credit 10.10 = 40% of width, short -2pt ITM. Projected C premarket. Path —.",C,1010.0,1490.0,0.49,level ACCEPTED: spot 7756 held below the 7765 short strike for 10min (>10) — the wall we sold did not hold,True,2.9,5.0,ok,2026-08-11
auto_20260811_083327,openfly_c,auto_trigger,SPXW,2026-08-11 08:33:00,2026-08-11 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7790.0, ""expiry"": ""20260811"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7765.0, ""expiry"": ""20260811"", ""qty"": 1}]",6.85,0.0,cash_settle,,682.4,0.37597796143250695,1814.9999999999998,0.0,True,,,,,unknown,,Tue,,"AUTO-TRIGGER [openfly_c] fired: reached 08:30, regime unknown. credit 6.85 = 27% of width, short 2pt OTM. Projected C premarket. Path —.",C,685.0,1815.0,0.51,expired,True,3.5,3.0,ok,2026-08-11
auto_20260811_083348,gx_bps,auto_trigger,SPXW,2026-08-11 08:33:00,2026-08-11 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7675.0, ""expiry"": ""20260811"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7700.0, ""expiry"": ""20260811"", ""qty"": 1}]",0.65,0.0,cash_settle,,62.4,0.025626283367556468,2435.0,0.0,True,,,,,unknown,,Tue,,"AUTO-TRIGGER [gx_bps] fired: reached 08:30, regime unknown. credit 0.65 = 3% of width, short 63pt OTM. Projected C premarket. Path —.",C,65.0,2435.0,0.8,expired,True,3.8,4.0,ok,2026-08-11
auto_20260811_083409,gx_bcs,auto_trigger,SPXW,2026-08-11 08:34:00,2026-08-11 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7800.0, ""expiry"": ""20260811"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7775.0, ""expiry"": ""20260811"", ""qty"": 1}]",3.85,0.0,cash_settle,,382.4,0.18080378250591014,2115.0,0.0,True,,,,,unknown,,Tue,,"AUTO-TRIGGER [gx_bcs] fired: reached 08:30, regime unknown. credit 3.85 = 15% of width, short 12pt OTM. Projected C premarket. Path —.",C,385.0,2115.0,0.56,expired,True,4.2,5.0,ok,2026-08-11
auto_20260812_083031,eodic_p,auto_trigger,SPXW,2026-08-12 08:30:00,2026-08-12 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7630.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7655.0, ""expiry"": ""20260812"", ""qty"": 1}]",0.15,0.0,cash_settle,,12.4,0.004989939637826962,2485.0,0.0,True,,,,,unknown,,Wed,,"AUTO-TRIGGER [eodic_p] fired: reached 08:30, regime unknown. credit 0.15 = 1% of width, short 110pt OTM. Projected C premarket. Path —.",D,15.0,2485.0,0.93,expired,True,0.5,3.0,ok,2026-08-12
auto_20260812_083053,eodic_c,auto_trigger,SPXW,2026-08-12 08:30:00,2026-08-12 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7830.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7805.0, ""expiry"": ""20260812"", ""qty"": 1}]",1.8,0.0,cash_settle,,177.4,0.07646551724137932,2320.0,0.0,True,,,,,unknown,,Wed,,"AUTO-TRIGGER [eodic_c] fired: reached 08:30, regime unknown. credit 1.80 = 7% of width, short 40pt OTM. Projected C premarket. Path —.",B,180.0,2320.0,0.7,expired,True,0.9,4.0,ok,2026-08-12
auto_20260812_083151,eodfly_c,auto_trigger,SPXW,2026-08-12 08:31:00,2026-08-12 08:42,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7755.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7730.0, ""expiry"": ""20260812"", ""qty"": 1}]",15.8,16.0,paper_fill,,-21.29999999999993,-0.023152173913043406,919.9999999999999,0.0,False,,,,,unknown,,Wed,,"AUTO-TRIGGER [eodfly_c] fired: reached 08:30, regime unknown. credit 15.80 = 63% of width, short -35pt ITM. Projected C premarket. Path —.",B,1580.0,920.0,0.32,level ACCEPTED: spot 7752 held above the 7730 short strike for 10min (>10) — the wall we sold did not hold,True,1.9,3.0,ok,2026-08-12
auto_20260812_083130,eodfly_p,auto_trigger,SPXW,2026-08-12 08:31:00,2026-08-12 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7705.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7730.0, ""expiry"": ""20260812"", ""qty"": 1}]",4.15,0.0,cash_settle,,412.40000000000003,0.1977937649880096,2085.0,0.0,True,,,,,unknown,,Wed,,"AUTO-TRIGGER [eodfly_p] fired: reached 08:30, regime unknown. credit 4.15 = 17% of width, short 35pt OTM. Projected C premarket. Path —.",A,415.0,2085.0,0.68,expired,True,1.5,2.0,ok,2026-08-12
auto_20260812_090542,openic_c,auto_trigger,SPXW,2026-08-12 09:05:00,2026-08-12 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7840.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7815.0, ""expiry"": ""20260812"", ""qty"": 1}]",0.15,0.0,cash_settle,,12.4,0.004989939637826962,2485.0,0.0,True,,,,,unknown,,Wed,,"AUTO-TRIGGER [openic_c] fired: reached 09:05, regime unknown. credit 0.15 = 1% of width, short 73pt OTM. Projected C premarket. Path —.",D,15.0,2485.0,0.83,expired,True,0.7,2.0,ok,2026-08-12
auto_20260812_090521,openic_p,auto_trigger,SPXW,2026-08-12 09:05:00,2026-08-12 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7640.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7665.0, ""expiry"": ""20260812"", ""qty"": 1}]",0.3,0.0,cash_settle,,27.4,0.011093117408906882,2470.0,0.0,True,,,,,unknown,,Wed,,"AUTO-TRIGGER [openic_p] fired: reached 09:05, regime unknown. credit 0.30 = 1% of width, short 77pt OTM. Projected C premarket. Path —.",D,30.0,2470.0,0.85,expired,True,0.4,1.0,ok,2026-08-12
auto_20260812_090603,openfly_p,auto_trigger,SPXW,2026-08-12 09:06:00,2026-08-12 14:51,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7715.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7740.0, ""expiry"": ""20260812"", ""qty"": 1}]",6.5,0.2,paper_fill,,628.7,0.3398378378378379,1850.0,0.0,True,,,,,unknown,,Wed,,"AUTO-TRIGGER [openfly_p] fired: reached 09:05, regime unknown. credit 6.50 = 26% of width, short 2pt OTM. Projected C premarket. Path —.",C,650.0,1850.0,0.51,time stop 14:45 CT — flat before the 0DTE gamma cliff,True,1.1,3.0,ok,2026-08-12
auto_20260812_090624,openfly_c,auto_trigger,SPXW,2026-08-12 09:06:00,2026-08-12 09:17,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7765.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7740.0, ""expiry"": ""20260812"", ""qty"": 1}]",11.0,11.6,paper_fill,,-61.29999999999996,-0.04378571428571426,1400.0,0.0,False,,,,,unknown,,Wed,,"AUTO-TRIGGER [openfly_c] fired: reached 09:05, regime unknown. credit 11.00 = 44% of width, short -2pt ITM. Projected C premarket. Path —.",C,1100.0,1400.0,0.49,level ACCEPTED: spot 7748 held above the 7740 short strike for 10min (>10) — the wall we sold did not hold,True,1.4,5.0,ok,2026-08-12
auto_20260812_090703,gx_bcs,auto_trigger,SPXW,2026-08-12 09:07:00,2026-08-12 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7825.0, ""expiry"": ""20260812"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7800.0, ""expiry"": ""20260812"", ""qty"": 1}]",0.45,0.0,cash_settle,,42.4,0.017270875763747452,2455.0,0.0,True,,,,,unknown,,Wed,,"AUTO-TRIGGER [gx_bcs] fired: reached 09:05, regime unknown. credit 0.45 = 2% of width, short 58pt OTM. Projected C premarket. Path —.",D,45.0,2455.0,0.78,expired,True,2.1,4.0,ok,2026-08-12
auto_20260813_083113,eodic_p,auto_trigger,SPXW,2026-08-13 08:31:00,2026-08-13 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7650.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7675.0, ""expiry"": ""20260813"", ""qty"": 1}]",0.09999999999999998,0.0,cash_settle,,7.399999999999999,0.0029718875502008028,2490.0,0.0,True,,,,,unknown,,Thu,,"AUTO-TRIGGER [eodic_p] fired: reached 08:30, regime unknown. credit 0.10 = 0% of width, short 92pt OTM. Projected C premarket. Path —.",D,10.0,2490.0,0.9,expired,True,1.2,2.0,ok,2026-08-13
auto_20260813_083134,eodic_c,auto_trigger,SPXW,2026-08-13 08:31:00,2026-08-13 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7845.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7820.0, ""expiry"": ""20260813"", ""qty"": 1}]",0.35,0.0,cash_settle,,32.4,0.013144016227180528,2465.0,0.0,True,,,,,unknown,,Thu,,"AUTO-TRIGGER [eodic_c] fired: reached 08:30, regime unknown. credit 0.35 = 1% of width, short 53pt OTM. Projected C premarket. Path —.",D,35.0,2465.0,0.77,expired,True,1.6,4.0,ok,2026-08-13
auto_20260813_083155,eodfly_p,auto_trigger,SPXW,2026-08-13 08:31:00,2026-08-13 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7725.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7750.0, ""expiry"": ""20260813"", ""qty"": 1}]",3.45,0.0,cash_settle,,342.4,0.15888631090487237,2155.0,0.0,True,,,,,unknown,,Thu,,"AUTO-TRIGGER [eodfly_p] fired: reached 08:30, regime unknown. credit 3.45 = 14% of width, short 17pt OTM. Projected C premarket. Path —.",B,345.0,2155.0,0.59,expired,True,1.9,5.0,ok,2026-08-13
auto_20260813_083216,eodfly_c,auto_trigger,SPXW,2026-08-13 08:32:00,2026-08-13 08:44,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7775.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7750.0, ""expiry"": ""20260813"", ""qty"": 1}]",15.0,19.1,paper_fill,,-411.3000000000001,-0.4113000000000001,1000.0,0.0,False,,,,,unknown,,Thu,,"AUTO-TRIGGER [eodfly_c] fired: reached 08:30, regime unknown. credit 15.00 = 60% of width, short -17pt ITM. Projected C premarket. Path —.",B,1500.0,1000.0,0.41,level ACCEPTED: spot 7781 held above the 7750 short strike for 10min (>10) — the wall we sold did not hold,True,2.3,2.0,ok,2026-08-13
auto_20260813_083238,openic_p,auto_trigger,SPXW,2026-08-13 08:32:00,2026-08-13 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7670.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7695.0, ""expiry"": ""20260813"", ""qty"": 1}]",0.2,0.0,cash_settle,,17.4,0.007016129032258064,2480.0,0.0,True,,,,,unknown,,Thu,,"AUTO-TRIGGER [openic_p] fired: reached 08:30, regime unknown. credit 0.20 = 1% of width, short 72pt OTM. Projected C premarket. Path —.",D,20.0,2480.0,0.84,expired,True,2.6,3.0,ok,2026-08-13
auto_20260813_083347,gx_bps,auto_trigger,SPXW,2026-08-13 08:33:00,2026-08-13 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7700.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7725.0, ""expiry"": ""20260813"", ""qty"": 1}]",0.85,0.0,cash_settle,,82.4,0.03412008281573499,2415.0,0.0,True,,,,,unknown,,Thu,,"AUTO-TRIGGER [gx_bps] fired: reached 08:30, regime unknown. credit 0.85 = 3% of width, short 42pt OTM. Projected C premarket. Path —.",C,85.0,2415.0,0.72,expired,True,3.8,4.0,ok,2026-08-13
auto_20260813_083327,openfly_c,auto_trigger,SPXW,2026-08-13 08:33:00,2026-08-13 08:44,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7790.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7765.0, ""expiry"": ""20260813"", ""qty"": 1}]",10.5,13.7,paper_fill,,-321.29999999999995,-0.2215862068965517,1450.0,0.0,False,,,,,unknown,,Thu,,"AUTO-TRIGGER [openfly_c] fired: reached 08:30, regime unknown. credit 10.50 = 42% of width, short -2pt ITM. Projected C premarket. Path —.",C,1050.0,1450.0,0.49,level ACCEPTED: spot 7781 held above the 7765 short strike for 10min (>10) — the wall we sold did not hold,True,3.5,3.0,ok,2026-08-13
auto_20260813_083305,openfly_p,auto_trigger,SPXW,2026-08-13 08:33:00,2026-08-13 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7740.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7765.0, ""expiry"": ""20260813"", ""qty"": 1}]",6.2,0.0,cash_settle,,617.4,0.3284042553191489,1880.0,0.0,True,,,,,unknown,,Thu,,"AUTO-TRIGGER [openfly_p] fired: reached 08:30, regime unknown. credit 6.20 = 25% of width, short 2pt OTM. Projected C premarket. Path —.",C,620.0,1880.0,0.51,expired,True,3.1,6.0,ok,2026-08-13
auto_20260813_083408,gx_bcs,auto_trigger,SPXW,2026-08-13 08:34:00,2026-08-13 08:44,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7775.0, ""expiry"": ""20260813"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7750.0, ""expiry"": ""20260813"", ""qty"": 1}]",16.6,19.0,paper_fill,,-241.29999999999987,-0.28726190476190466,839.9999999999999,0.0,False,,,,,unknown,,Thu,,"AUTO-TRIGGER [gx_bcs] fired: reached 08:30, regime unknown. credit 16.60 = 66% of width, short -17pt ITM. Projected C premarket. Path —.",B,1660.0,840.0,0.41,level ACCEPTED: spot 7781 held above the 7750 short strike for 10min (>10) — the wall we sold did not hold,True,4.1,5.0,ok,2026-08-13
auto_20260814_083031,eodic_p,auto_trigger,SPXW,2026-08-14 08:30:00,2026-08-14 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""P"", ""strike"": 7700.0, ""expiry"": ""20260814"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""P"", ""strike"": 7725.0, ""expiry"": ""20260814"", ""qty"": 1}]",0.2,0.0,cash_settle,,17.4,0.007016129032258064,2480.0,0.0,True,,,,,unknown,,Fri,,"AUTO-TRIGGER [eodic_p] fired: reached 08:30, regime unknown. credit 0.20 = 1% of width, short 79pt OTM. Projected C premarket. Path —.",D,20.0,2480.0,0.86,expired,True,0.5,4.0,ok,2026-08-14
auto_20260814_083052,eodic_c,auto_trigger,SPXW,2026-08-14 08:30:00,2026-08-14 16:00,0,vertical 25pt,"[{""side"": ""buy"", ""right"": ""C"", ""strike"": 7895.0, ""expiry"": ""20260814"", ""qty"": 1}, {""side"": ""sell"", ""right"": ""C"", ""strike"": 7870.0, ""expiry"": ""20260814"", ""qty"": 1}]",0.15,0.0,cash_settle,,12.4,0.004989939637826962,2485.0,0.0,True,,,,,unknown,,Fri,,"AUTO-TRIGGER [eodic_c] fired: reached 08:30, regime unknown. credit 0.15 = 1% of width, short 66pt OTM. Projected C premarket. Path —.",D,15.0,2485.0,0.82,expired,True,0.9,5.0,ok,2026-08-14
