date,strat,prior_close,vix,open,move,mine,desk,diff,match
2026-08-20,openic_c,7708.0,14.890000343322754,7690.5,72.3,7765.0,7755.0,10.0,False
2026-08-21,eodic_p,7641.2,16.010000228881836,7665.7,77.1,7565.0,7565.0,0.0,True
2026-08-21,eodic_c,7641.2,16.010000228881836,7665.7,77.1,7720.0,7715.0,5.0,False
2026-08-21,openic_p,7641.2,16.010000228881836,7665.7,77.1,7590.0,7600.0,-10.0,False
2026-08-21,openic_c,7641.2,16.010000228881836,7665.7,77.1,7745.0,7750.0,-5.0,False
2026-08-24,eodic_p,7674.4,15.130000114440918,7663.4,73.1,7600.0,7595.0,5.0,False
2026-08-24,openic_p,7674.4,15.130000114440918,7663.4,73.1,7590.0,7585.0,5.0,False
2026-08-25,eodic_c,7652.9,15.850000381469728,7676.7,76.4,7730.0,7730.0,0.0,True
2026-08-25,openic_c,7652.9,15.850000381469728,7676.7,76.4,7755.0,7750.0,5.0,False
2026-08-26,eodic_p,7677.3,15.449999809265137,7666.9,74.7,7605.0,7600.0,5.0,False
2026-08-27,eodic_c,7675.7,15.210000038146973,7710.3,73.5,7750.0,7750.0,0.0,True
2026-08-27,openic_p,7675.7,15.210000038146973,7710.3,73.5,7635.0,7635.0,0.0,True
2026-08-28,eodic_p,7731.0,14.510000228881836,7735.2,70.7,7660.0,7660.0,0.0,True
2026-08-28,eodic_c,7731.0,14.510000228881836,7735.2,70.7,7800.0,7800.0,0.0,True
2026-08-28,openic_p,7731.0,14.510000228881836,7735.2,70.7,7665.0,7665.0,0.0,True
2026-08-28,openic_c,7731.0,14.510000228881836,7735.2,70.7,7805.0,7805.0,0.0,True
2026-08-31,eodic_p,7711.8,14.43000030517578,7697.5,70.1,7640.0,7640.0,0.0,True
2026-08-31,openic_p,7711.8,14.43000030517578,7697.5,70.1,7625.0,7615.0,10.0,False
2026-08-31,openic_c,7711.8,14.43000030517578,7697.5,70.1,7770.0,7765.0,5.0,False
2026-09-01,eodic_p,7686.1,14.920000076293944,7635.5,72.2,7615.0,7610.0,5.0,False
2026-09-01,openic_p,7686.1,14.920000076293944,7635.5,72.2,7565.0,7560.0,5.0,False
2026-09-02,eodic_p,7631.5,16.34000015258789,7634.6,78.6,7555.0,7550.0,5.0,False
2026-09-02,eodic_c,7631.5,16.34000015258789,7634.6,78.6,7710.0,7710.0,0.0,True
2026-09-02,openic_p,7631.5,16.34000015258789,7634.6,78.6,7555.0,7575.0,-20.0,False
2026-09-03,eodic_c,7666.6,15.199999809265137,7686.7,73.4,7740.0,7740.0,0.0,True
2026-09-03,openic_p,7666.6,15.199999809265137,7686.7,73.4,7615.0,7625.0,-10.0,False
2026-09-03,openic_c,7666.6,15.199999809265137,7686.7,73.4,7760.0,7775.0,-15.0,False
2026-09-04,eodic_p,7747.7,14.31999969482422,7750.2,69.9,7680.0,7680.0,0.0,True
2026-09-04,eodic_c,7747.7,14.31999969482422,7750.2,69.9,7820.0,7815.0,5.0,False
2026-09-04,openic_p,7747.7,14.31999969482422,7750.2,69.9,7680.0,7665.0,15.0,False
2026-09-04,openic_c,7747.7,14.31999969482422,7750.2,69.9,7820.0,7805.0,15.0,False
