entry_id,Date,dir,regime,variant,book,net,R
2023-12-15_17L2,2023-12-15,L,BULL,noslip,T2,-167.5,3.25
2023-12-15_17L2,2023-12-15,L,BULL,retest,T1,-117.5,2.25
2023-12-15_17L2,2023-12-15,L,BULL,retest,T2,-117.5,2.25
2023-12-15_17L2,2023-12-15,L,BULL,closec,T1,-330.0,6.5
2023-12-15_17L2,2023-12-15,L,BULL,closec,T2,-330.0,6.5
2023-12-15_17L2,2023-12-15,L,BULL,bemove,T2,-5.0,3.5
2023-12-15_17L2,2023-12-15,L,BULL,tstop12,T1,170.0,3.5
2023-12-15_17L2,2023-12-15,L,BULL,tstop12,T2,-180.0,3.5
2023-12-15_24L2,2023-12-15,L,NEUTRAL,base,T1,-205.0,4.0
2023-12-15_24L2,2023-12-15,L,NEUTRAL,base,T2,-205.0,4.0
2023-12-15_24L2,2023-12-15,L,NEUTRAL,noslip,T1,-192.5,3.75
2023-12-15_24L2,2023-12-15,L,NEUTRAL,noslip,T2,-192.5,3.75
2023-12-15_24L2,2023-12-15,L,NEUTRAL,retest,T1,-142.5,2.75
2023-12-15_24L2,2023-12-15,L,NEUTRAL,retest,T2,-142.5,2.75
2023-12-15_24L2,2023-12-15,L,NEUTRAL,closec,T1,-230.0,4.5
2023-12-15_24L2,2023-12-15,L,NEUTRAL,closec,T2,-230.0,4.5
2023-12-15_24L2,2023-12-15,L,NEUTRAL,bemove,T2,-205.0,4.0
2023-12-15_24L2,2023-12-15,L,NEUTRAL,tstop12,T1,-205.0,4.0
2023-12-15_24L2,2023-12-15,L,NEUTRAL,tstop12,T2,-205.0,4.0
2023-12-15_50S2,2023-12-15,S,BEAR,base,T1,157.5,3.25
2023-12-15_50S2,2023-12-15,S,BEAR,base,T2,320.0,3.25
2023-12-15_50S2,2023-12-15,S,BEAR,noslip,T1,145.0,3.0
2023-12-15_50S2,2023-12-15,S,BEAR,noslip,T2,295.0,3.0
2023-12-15_50S2,2023-12-15,S,BEAR,retest,T1,-105.0,2.0
2023-12-15_50S2,2023-12-15,S,BEAR,retest,T2,-105.0,2.0
2023-12-15_50S2,2023-12-15,S,BEAR,closec,T1,320.0,6.5
2023-12-15_50S2,2023-12-15,S,BEAR,closec,T2,-330.0,6.5
2023-12-15_50S2,2023-12-15,S,BEAR,bemove,T2,320.0,3.25
2023-12-15_50S2,2023-12-15,S,BEAR,tstop12,T1,157.5,3.25
2023-12-15_50S2,2023-12-15,S,BEAR,tstop12,T2,320.0,3.25
2023-12-15_70L2,2023-12-15,L,NEUTRAL,base,T1,157.5,3.25
2023-12-15_70L2,2023-12-15,L,NEUTRAL,base,T2,320.0,3.25
2023-12-15_70L2,2023-12-15,L,NEUTRAL,noslip,T1,145.0,3.0
2023-12-15_70L2,2023-12-15,L,NEUTRAL,noslip,T2,295.0,3.0
2023-12-15_70L2,2023-12-15,L,NEUTRAL,retest,T1,95.0,2.0
2023-12-15_70L2,2023-12-15,L,NEUTRAL,retest,T2,195.0,2.0
2023-12-15_70L2,2023-12-15,L,NEUTRAL,closec,T1,182.5,3.75
2023-12-15_70L2,2023-12-15,L,NEUTRAL,closec,T2,370.0,3.75
2023-12-15_70L2,2023-12-15,L,NEUTRAL,bemove,T2,-5.0,3.25
2023-12-15_70L2,2023-12-15,L,NEUTRAL,tstop12,T1,157.5,3.25
2023-12-15_70L2,2023-12-15,L,NEUTRAL,tstop12,T2,320.0,3.25
2023-12-18_9S2,2023-12-18,S,BULL,base,T1,-167.5,3.25
2023-12-18_9S2,2023-12-18,S,BULL,base,T2,-167.5,3.25
2023-12-18_9S2,2023-12-18,S,BULL,noslip,T1,-155.0,3.0
2023-12-18_9S2,2023-12-18,S,BULL,noslip,T2,-155.0,3.0
2023-12-18_9S2,2023-12-18,S,BULL,retest,T1,95.0,2.0
2023-12-18_9S2,2023-12-18,S,BULL,retest,T2,-105.0,2.0
2023-12-18_9S2,2023-12-18,S,BULL,closec,T1,-217.5,4.25
2023-12-18_9S2,2023-12-18,S,BULL,closec,T2,-217.5,4.25
2023-12-18_9S2,2023-12-18,S,BULL,bemove,T2,-167.5,3.25
2023-12-18_9S2,2023-12-18,S,BULL,tstop12,T1,-167.5,3.25
2023-12-18_9S2,2023-12-18,S,BULL,tstop12,T2,-167.5,3.25
2023-12-19_27L2,2023-12-19,L,BULL,base,T1,-180.0,3.5
2023-12-19_27L2,2023-12-19,L,BULL,base,T2,-180.0,3.5
2023-12-19_27L2,2023-12-19,L,BULL,noslip,T1,-167.5,3.25
2023-12-19_27L2,2023-12-19,L,BULL,noslip,T2,-167.5,3.25
2023-12-19_27L2,2023-12-19,L,BULL,retest,T1,-117.5,2.25
2023-12-19_27L2,2023-12-19,L,BULL,retest,T2,-117.5,2.25
2023-12-19_27L2,2023-12-19,L,BULL,closec,T1,-230.0,4.5
2023-12-19_27L2,2023-12-19,L,BULL,closec,T2,-230.0,4.5
2023-12-19_27L2,2023-12-19,L,BULL,bemove,T2,-180.0,3.5
2023-12-19_27L2,2023-12-19,L,BULL,tstop12,T1,-180.0,3.5
2023-12-19_27L2,2023-12-19,L,BULL,tstop12,T2,-180.0,3.5
2023-12-19_51L2,2023-12-19,L,BULL,base,T1,207.5,4.25
2023-12-19_51L2,2023-12-19,L,BULL,base,T2,-217.5,4.25
2023-12-19_51L2,2023-12-19,L,BULL,noslip,T1,195.0,4.0
2023-12-19_51L2,2023-12-19,L,BULL,noslip,T2,395.0,4.0
2023-12-19_51L2,2023-12-19,L,BULL,retest,T1,145.0,3.0
2023-12-19_51L2,2023-12-19,L,BULL,retest,T2,295.0,3.0
2023-12-19_51L2,2023-12-19,L,BULL,closec,T1,232.5,4.75
2023-12-19_51L2,2023-12-19,L,BULL,closec,T2,-242.5,4.75
2023-12-19_51L2,2023-12-19,L,BULL,bemove,T2,182.5,4.25
2023-12-19_51L2,2023-12-19,L,BULL,tstop12,T1,95.0,4.25
2023-12-19_51L2,2023-12-19,L,BULL,tstop12,T2,95.0,4.25
2023-12-19_57L2,2023-12-19,L,BULL,base,T1,-92.5,1.75
2023-12-19_57L2,2023-12-19,L,BULL,base,T2,-92.5,1.75
2023-12-19_57L2,2023-12-19,L,BULL,noslip,T1,-80.0,1.5
2023-12-19_57L2,2023-12-19,L,BULL,noslip,T2,-80.0,1.5
2023-12-19_57L2,2023-12-19,L,BULL,retest,T1,20.0,0.5
2023-12-19_57L2,2023-12-19,L,BULL,retest,T2,-30.0,0.5
2023-12-19_57L2,2023-12-19,L,BULL,bemove,T2,-92.5,1.75
2023-12-19_57L2,2023-12-19,L,BULL,tstop12,T1,-92.5,1.75
2023-12-19_57L2,2023-12-19,L,BULL,tstop12,T2,-92.5,1.75
2023-12-19_72S2,2023-12-19,S,NEUTRAL,base,T1,-142.5,2.75
2023-12-19_72S2,2023-12-19,S,NEUTRAL,base,T2,-142.5,2.75
2023-12-19_72S2,2023-12-19,S,NEUTRAL,noslip,T1,-130.0,2.5
2023-12-19_72S2,2023-12-19,S,NEUTRAL,noslip,T2,-130.0,2.5
2023-12-19_72S2,2023-12-19,S,NEUTRAL,retest,T1,-80.0,1.5
2023-12-19_72S2,2023-12-19,S,NEUTRAL,retest,T2,-80.0,1.5
2023-12-19_72S2,2023-12-19,S,NEUTRAL,bemove,T2,-142.5,2.75
2023-12-19_72S2,2023-12-19,S,NEUTRAL,tstop12,T1,-142.5,2.75
2023-12-19_72S2,2023-12-19,S,NEUTRAL,tstop12,T2,-142.5,2.75
2023-12-20_17S2,2023-12-20,S,BULL,base,T1,-217.5,4.25
2023-12-20_17S2,2023-12-20,S,BULL,base,T2,-217.5,4.25
2023-12-20_17S2,2023-12-20,S,BULL,noslip,T1,-205.0,4.0
2023-12-20_17S2,2023-12-20,S,BULL,noslip,T2,-205.0,4.0
2023-12-20_17S2,2023-12-20,S,BULL,retest,T1,145.0,3.0
2023-12-20_17S2,2023-12-20,S,BULL,retest,T2,-155.0,3.0
2023-12-20_17S2,2023-12-20,S,BULL,closec,T1,-230.0,4.5
2023-12-20_17S2,2023-12-20,S,BULL,closec,T2,-230.0,4.5
2023-12-20_17S2,2023-12-20,S,BULL,bemove,T2,-217.5,4.25
2023-12-20_17S2,2023-12-20,S,BULL,tstop12,T1,-5.0,4.25
2023-12-20_17S2,2023-12-20,S,BULL,tstop12,T2,-5.0,4.25
2023-12-20_78S2,2023-12-20,S,BEAR,base,T1,657.5,13.25
2023-12-20_78S2,2023-12-20,S,BEAR,base,T2,-667.5,13.25
2023-12-20_78S2,2023-12-20,S,BEAR,noslip,T1,645.0,13.0
2023-12-20_78S2,2023-12-20,S,BEAR,noslip,T2,-655.0,13.0
2023-12-20_78S2,2023-12-20,S,BEAR,closec,T1,-1142.5,22.75
2023-12-20_78S2,2023-12-20,S,BEAR,closec,T2,-1142.5,22.75
2023-12-20_78S2,2023-12-20,S,BEAR,bemove,T2,632.5,13.25
2023-12-20_78S2,2023-12-20,S,BEAR,tstop12,T1,657.5,13.25
2023-12-20_78S2,2023-12-20,S,BEAR,tstop12,T2,632.5,13.25
2023-12-21_16L2,2023-12-21,L,NEUTRAL,base,T1,-367.5,7.25
2023-12-21_16L2,2023-12-21,L,NEUTRAL,base,T2,-367.5,7.25
2023-12-21_16L2,2023-12-21,L,NEUTRAL,noslip,T1,-355.0,7.0
2023-12-21_16L2,2023-12-21,L,NEUTRAL,noslip,T2,-355.0,7.0
2023-12-21_16L2,2023-12-21,L,NEUTRAL,retest,T1,-305.0,6.0
2023-12-21_16L2,2023-12-21,L,NEUTRAL,retest,T2,-305.0,6.0
2023-12-21_16L2,2023-12-21,L,NEUTRAL,bemove,T2,-367.5,7.25
2023-12-21_16L2,2023-12-21,L,NEUTRAL,tstop12,T1,-367.5,7.25
2023-12-21_16L2,2023-12-21,L,NEUTRAL,tstop12,T2,-367.5,7.25
2023-12-22_14S2,2023-12-22,S,BULL,base,T1,145.0,3.0
2023-12-22_14S2,2023-12-22,S,BULL,base,T2,295.0,3.0
2023-12-22_14S2,2023-12-22,S,BULL,noslip,T1,132.5,2.75
2023-12-22_14S2,2023-12-22,S,BULL,noslip,T2,270.0,2.75
2023-12-22_14S2,2023-12-22,S,BULL,closec,T1,257.5,5.25
2023-12-22_14S2,2023-12-22,S,BULL,closec,T2,520.0,5.25
2023-12-22_14S2,2023-12-22,S,BULL,bemove,T2,-5.0,3.0
2023-12-22_14S2,2023-12-22,S,BULL,tstop12,T1,145.0,3.0
2023-12-22_14S2,2023-12-22,S,BULL,tstop12,T2,295.0,3.0
2023-12-22_26S2,2023-12-22,S,BULL,base,T1,207.5,4.25
2023-12-22_26S2,2023-12-22,S,BULL,base,T2,-217.5,4.25
2023-12-22_26S2,2023-12-22,S,BULL,noslip,T1,195.0,4.0
2023-12-22_26S2,2023-12-22,S,BULL,noslip,T2,-205.0,4.0
2023-12-22_26S2,2023-12-22,S,BULL,retest,T1,145.0,3.0
2023-12-22_26S2,2023-12-22,S,BULL,retest,T2,295.0,3.0
2023-12-22_26S2,2023-12-22,S,BULL,closec,T1,220.0,4.5
2023-12-22_26S2,2023-12-22,S,BULL,closec,T2,-230.0,4.5
2023-12-22_26S2,2023-12-22,S,BULL,bemove,T2,-5.0,4.25
2023-12-22_26S2,2023-12-22,S,BULL,tstop12,T1,207.5,4.25
2023-12-22_26S2,2023-12-22,S,BULL,tstop12,T2,145.0,4.25
2023-12-22_68S2,2023-12-22,S,NEUTRAL,base,T1,257.5,5.25
2023-12-22_68S2,2023-12-22,S,NEUTRAL,base,T2,-267.5,5.25
2023-12-22_68S2,2023-12-22,S,NEUTRAL,noslip,T1,245.0,5.0
2023-12-22_68S2,2023-12-22,S,NEUTRAL,noslip,T2,-255.0,5.0
2023-12-22_68S2,2023-12-22,S,NEUTRAL,retest,T1,195.0,4.0
2023-12-22_68S2,2023-12-22,S,NEUTRAL,retest,T2,-205.0,4.0
2023-12-22_68S2,2023-12-22,S,NEUTRAL,closec,T1,-292.5,5.75
2023-12-22_68S2,2023-12-22,S,NEUTRAL,closec,T2,-292.5,5.75
2023-12-22_68S2,2023-12-22,S,NEUTRAL,bemove,T2,-5.0,5.25
2023-12-22_68S2,2023-12-22,S,NEUTRAL,tstop12,T1,257.5,5.25
2023-12-22_68S2,2023-12-22,S,NEUTRAL,tstop12,T2,82.5,5.25
2023-12-26_15S2,2023-12-26,S,BULL,base,T1,107.5,2.25
2023-12-26_15S2,2023-12-26,S,BULL,base,T2,-117.5,2.25
2023-12-26_15S2,2023-12-26,S,BULL,noslip,T1,95.0,2.0
2023-12-26_15S2,2023-12-26,S,BULL,noslip,T2,195.0,2.0
2023-12-26_15S2,2023-12-26,S,BULL,retest,T1,45.0,1.0
2023-12-26_15S2,2023-12-26,S,BULL,retest,T2,95.0,1.0
2023-12-26_15S2,2023-12-26,S,BULL,closec,T1,120.0,2.5
2023-12-26_15S2,2023-12-26,S,BULL,closec,T2,-130.0,2.5
2023-12-26_15S2,2023-12-26,S,BULL,bemove,T2,-5.0,2.25
2023-12-26_15S2,2023-12-26,S,BULL,tstop12,T1,107.5,2.25
2023-12-26_15S2,2023-12-26,S,BULL,tstop12,T2,7.5,2.25
2023-12-26_79L2,2023-12-26,L,NEUTRAL,base,T1,-230.0,4.5
2023-12-26_79L2,2023-12-26,L,NEUTRAL,base,T2,-230.0,4.5
2023-12-26_79L2,2023-12-26,L,NEUTRAL,noslip,T1,-217.5,4.25
2023-12-26_79L2,2023-12-26,L,NEUTRAL,noslip,T2,-217.5,4.25
2023-12-26_79L2,2023-12-26,L,NEUTRAL,retest,T1,-167.5,3.25
2023-12-26_79L2,2023-12-26,L,NEUTRAL,retest,T2,-167.5,3.25
2023-12-26_79L2,2023-12-26,L,NEUTRAL,bemove,T2,-17.5,4.5
2023-12-26_79L2,2023-12-26,L,NEUTRAL,tstop12,T1,-17.5,4.5
2023-12-26_79L2,2023-12-26,L,NEUTRAL,tstop12,T2,-17.5,4.5
2023-12-27_12L2,2023-12-27,L,NEUTRAL,base,T1,-317.5,6.25
2023-12-27_12L2,2023-12-27,L,NEUTRAL,base,T2,-317.5,6.25
2023-12-27_12L2,2023-12-27,L,NEUTRAL,noslip,T1,-305.0,6.0
2023-12-27_12L2,2023-12-27,L,NEUTRAL,noslip,T2,-305.0,6.0
2023-12-27_12L2,2023-12-27,L,NEUTRAL,retest,T1,-255.0,5.0
2023-12-27_12L2,2023-12-27,L,NEUTRAL,retest,T2,-255.0,5.0
2023-12-27_12L2,2023-12-27,L,NEUTRAL,closec,T1,-330.0,6.5
2023-12-27_12L2,2023-12-27,L,NEUTRAL,closec,T2,-330.0,6.5
2023-12-27_12L2,2023-12-27,L,NEUTRAL,bemove,T2,-317.5,6.25
2023-12-27_12L2,2023-12-27,L,NEUTRAL,tstop12,T1,-317.5,6.25
2023-12-27_12L2,2023-12-27,L,NEUTRAL,tstop12,T2,-317.5,6.25
2023-12-27_51L2,2023-12-27,L,NEUTRAL,base,T1,-130.0,2.5
2023-12-27_51L2,2023-12-27,L,NEUTRAL,base,T2,-130.0,2.5
2023-12-27_51L2,2023-12-27,L,NEUTRAL,noslip,T1,-117.5,2.25
2023-12-27_51L2,2023-12-27,L,NEUTRAL,noslip,T2,-117.5,2.25
2023-12-27_51L2,2023-12-27,L,NEUTRAL,retest,T1,57.5,1.25
2023-12-27_51L2,2023-12-27,L,NEUTRAL,retest,T2,-67.5,1.25
2023-12-27_51L2,2023-12-27,L,NEUTRAL,closec,T1,-167.5,3.25
2023-12-27_51L2,2023-12-27,L,NEUTRAL,closec,T2,-167.5,3.25
2023-12-27_51L2,2023-12-27,L,NEUTRAL,bemove,T2,-130.0,2.5
2023-12-27_51L2,2023-12-27,L,NEUTRAL,tstop12,T1,-130.0,2.5
2023-12-27_51L2,2023-12-27,L,NEUTRAL,tstop12,T2,-130.0,2.5
2023-12-28_7S2,2023-12-28,S,NEUTRAL,base,T1,-142.5,2.75
2023-12-28_7S2,2023-12-28,S,NEUTRAL,base,T2,-142.5,2.75
2023-12-28_7S2,2023-12-28,S,NEUTRAL,noslip,T1,120.0,2.5
2023-12-28_7S2,2023-12-28,S,NEUTRAL,noslip,T2,-130.0,2.5
2023-12-28_7S2,2023-12-28,S,NEUTRAL,retest,T1,70.0,1.5
2023-12-28_7S2,2023-12-28,S,NEUTRAL,retest,T2,145.0,1.5
2023-12-28_7S2,2023-12-28,S,NEUTRAL,closec,T1,-167.5,3.25
2023-12-28_7S2,2023-12-28,S,NEUTRAL,closec,T2,-167.5,3.25
2023-12-28_7S2,2023-12-28,S,NEUTRAL,bemove,T2,-142.5,2.75
2023-12-28_7S2,2023-12-28,S,NEUTRAL,tstop12,T1,-142.5,2.75
2023-12-28_7S2,2023-12-28,S,NEUTRAL,tstop12,T2,-142.5,2.75
2023-12-28_30S2,2023-12-28,S,BEAR,base,T1,-130.0,2.5
2023-12-28_30S2,2023-12-28,S,BEAR,base,T2,-130.0,2.5
2023-12-28_30S2,2023-12-28,S,BEAR,noslip,T1,-117.5,2.25
2023-12-28_30S2,2023-12-28,S,BEAR,noslip,T2,-117.5,2.25
2023-12-28_30S2,2023-12-28,S,BEAR,retest,T1,-67.5,1.25
2023-12-28_30S2,2023-12-28,S,BEAR,retest,T2,-67.5,1.25
2023-12-28_30S2,2023-12-28,S,BEAR,closec,T1,-142.5,2.75
2023-12-28_30S2,2023-12-28,S,BEAR,closec,T2,-142.5,2.75
2023-12-28_30S2,2023-12-28,S,BEAR,bemove,T2,-130.0,2.5
2023-12-28_30S2,2023-12-28,S,BEAR,tstop12,T1,-130.0,2.5
2023-12-28_30S2,2023-12-28,S,BEAR,tstop12,T2,-130.0,2.5
2023-12-28_51S2,2023-12-28,S,BULL,base,T1,232.5,4.75
2023-12-28_51S2,2023-12-28,S,BULL,base,T2,-242.5,4.75
2023-12-28_51S2,2023-12-28,S,BULL,noslip,T1,220.0,4.5
2023-12-28_51S2,2023-12-28,S,BULL,noslip,T2,-230.0,4.5
2023-12-28_51S2,2023-12-28,S,BULL,retest,T1,170.0,3.5
2023-12-28_51S2,2023-12-28,S,BULL,retest,T2,345.0,3.5
2023-12-28_51S2,2023-12-28,S,BULL,closec,T1,232.5,4.75
2023-12-28_51S2,2023-12-28,S,BULL,closec,T2,-242.5,4.75
2023-12-28_51S2,2023-12-28,S,BULL,bemove,T2,-5.0,4.75
2023-12-28_51S2,2023-12-28,S,BULL,tstop12,T1,-155.0,4.75
2023-12-28_51S2,2023-12-28,S,BULL,tstop12,T2,-155.0,4.75
2023-12-29_9S2,2023-12-29,S,BULL,base,T1,207.5,4.25
2023-12-29_9S2,2023-12-29,S,BULL,base,T2,420.0,4.25
2023-12-29_9S2,2023-12-29,S,BULL,noslip,T1,195.0,4.0
2023-12-29_9S2,2023-12-29,S,BULL,noslip,T2,395.0,4.0
2023-12-29_9S2,2023-12-29,S,BULL,retest,T1,145.0,3.0
2023-12-29_9S2,2023-12-29,S,BULL,retest,T2,295.0,3.0
2023-12-29_9S2,2023-12-29,S,BULL,closec,T1,232.5,4.75
2023-12-29_9S2,2023-12-29,S,BULL,closec,T2,470.0,4.75
2023-12-29_9S2,2023-12-29,S,BULL,bemove,T2,420.0,4.25
2023-12-29_9S2,2023-12-29,S,BULL,tstop12,T1,207.5,4.25
2023-12-29_9S2,2023-12-29,S,BULL,tstop12,T2,420.0,4.25
2023-12-29_20S2,2023-12-29,S,BEAR,base,T1,170.0,3.5
2023-12-29_20S2,2023-12-29,S,BEAR,base,T2,345.0,3.5
2023-12-29_20S2,2023-12-29,S,BEAR,noslip,T1,157.5,3.25
2023-12-29_20S2,2023-12-29,S,BEAR,noslip,T2,320.0,3.25
2023-12-29_20S2,2023-12-29,S,BEAR,retest,T1,107.5,2.25
2023-12-29_20S2,2023-12-29,S,BEAR,retest,T2,-117.5,2.25
2023-12-29_20S2,2023-12-29,S,BEAR,closec,T1,245.0,5.0
2023-12-29_20S2,2023-12-29,S,BEAR,closec,T2,495.0,5.0
2023-12-29_20S2,2023-12-29,S,BEAR,bemove,T2,345.0,3.5
2023-12-29_20S2,2023-12-29,S,BEAR,tstop12,T1,170.0,3.5
2023-12-29_20S2,2023-12-29,S,BEAR,tstop12,T2,345.0,3.5
2023-12-29_31S2,2023-12-29,S,BEAR,base,T1,170.0,3.5
2023-12-29_31S2,2023-12-29,S,BEAR,base,T2,345.0,3.5
2023-12-29_31S2,2023-12-29,S,BEAR,noslip,T1,157.5,3.25
2023-12-29_31S2,2023-12-29,S,BEAR,noslip,T2,320.0,3.25
2023-12-29_31S2,2023-12-29,S,BEAR,retest,T1,107.5,2.25
2023-12-29_31S2,2023-12-29,S,BEAR,retest,T2,-117.5,2.25
2023-12-29_31S2,2023-12-29,S,BEAR,bemove,T2,-5.0,3.5
2023-12-29_31S2,2023-12-29,S,BEAR,tstop12,T1,170.0,3.5
2023-12-29_31S2,2023-12-29,S,BEAR,tstop12,T2,345.0,3.5
2023-12-29_58L2,2023-12-29,L,BULL,base,T1,170.0,3.5
2023-12-29_58L2,2023-12-29,L,BULL,base,T2,345.0,3.5
2023-12-29_58L2,2023-12-29,L,BULL,noslip,T1,157.5,3.25
2023-12-29_58L2,2023-12-29,L,BULL,noslip,T2,320.0,3.25
2023-12-29_58L2,2023-12-29,L,BULL,retest,T1,107.5,2.25
2023-12-29_58L2,2023-12-29,L,BULL,retest,T2,220.0,2.25
2023-12-29_58L2,2023-12-29,L,BULL,closec,T1,195.0,4.0
2023-12-29_58L2,2023-12-29,L,BULL,closec,T2,-205.0,4.0
2023-12-29_58L2,2023-12-29,L,BULL,bemove,T2,-5.0,3.5
2023-12-29_58L2,2023-12-29,L,BULL,tstop12,T1,170.0,3.5
2023-12-29_58L2,2023-12-29,L,BULL,tstop12,T2,345.0,3.5
2023-12-29_75L2,2023-12-29,L,BULL,base,T1,-130.0,2.5
2023-12-29_75L2,2023-12-29,L,BULL,base,T2,-130.0,2.5
2023-12-29_75L2,2023-12-29,L,BULL,noslip,T1,-117.5,2.25
2023-12-29_75L2,2023-12-29,L,BULL,noslip,T2,-117.5,2.25
2023-12-29_75L2,2023-12-29,L,BULL,retest,T1,-67.5,1.25
2023-12-29_75L2,2023-12-29,L,BULL,retest,T2,-67.5,1.25
2023-12-29_75L2,2023-12-29,L,BULL,bemove,T2,-130.0,2.5
2023-12-29_75L2,2023-12-29,L,BULL,tstop12,T1,-130.0,2.5
2023-12-29_75L2,2023-12-29,L,BULL,tstop12,T2,-130.0,2.5
2024-01-02_15L2,2024-01-02,L,BEAR,base,T1,170.0,3.5
2024-01-02_15L2,2024-01-02,L,BEAR,base,T2,345.0,3.5
2024-01-02_15L2,2024-01-02,L,BEAR,noslip,T1,157.5,3.25
2024-01-02_15L2,2024-01-02,L,BEAR,noslip,T2,320.0,3.25
2024-01-02_15L2,2024-01-02,L,BEAR,retest,T1,107.5,2.25
2024-01-02_15L2,2024-01-02,L,BEAR,retest,T2,220.0,2.25
2024-01-02_15L2,2024-01-02,L,BEAR,closec,T1,307.5,6.25
2024-01-02_15L2,2024-01-02,L,BEAR,closec,T2,620.0,6.25
2024-01-02_15L2,2024-01-02,L,BEAR,bemove,T2,-5.0,3.5
2024-01-02_15L2,2024-01-02,L,BEAR,tstop12,T1,170.0,3.5
2024-01-02_15L2,2024-01-02,L,BEAR,tstop12,T2,345.0,3.5
2024-01-02_37L2,2024-01-02,L,NEUTRAL,base,T1,170.0,3.5
2024-01-02_37L2,2024-01-02,L,NEUTRAL,base,T2,-180.0,3.5
2024-01-02_37L2,2024-01-02,L,NEUTRAL,noslip,T1,157.5,3.25
2024-01-02_37L2,2024-01-02,L,NEUTRAL,noslip,T2,-167.5,3.25
2024-01-02_37L2,2024-01-02,L,NEUTRAL,retest,T1,107.5,2.25
2024-01-02_37L2,2024-01-02,L,NEUTRAL,retest,T2,220.0,2.25
2024-01-02_37L2,2024-01-02,L,NEUTRAL,closec,T1,182.5,3.75
2024-01-02_37L2,2024-01-02,L,NEUTRAL,closec,T2,-192.5,3.75
2024-01-02_37L2,2024-01-02,L,NEUTRAL,bemove,T2,-5.0,3.5
2024-01-02_37L2,2024-01-02,L,NEUTRAL,tstop12,T1,170.0,3.5
2024-01-02_37L2,2024-01-02,L,NEUTRAL,tstop12,T2,-180.0,3.5
2024-01-02_52L2,2024-01-02,L,BULL,base,T1,-180.0,3.5
2024-01-02_52L2,2024-01-02,L,BULL,base,T2,-180.0,3.5
2024-01-02_52L2,2024-01-02,L,BULL,noslip,T1,-167.5,3.25
2024-01-02_52L2,2024-01-02,L,BULL,noslip,T2,-167.5,3.25
2024-01-02_52L2,2024-01-02,L,BULL,retest,T1,-117.5,2.25
2024-01-02_52L2,2024-01-02,L,BULL,retest,T2,-117.5,2.25
2024-01-02_52L2,2024-01-02,L,BULL,bemove,T2,-180.0,3.5
2024-01-02_52L2,2024-01-02,L,BULL,tstop12,T1,-180.0,3.5
2024-01-02_52L2,2024-01-02,L,BULL,tstop12,T2,-180.0,3.5
2024-01-03_7L2,2024-01-03,L,BEAR,base,T1,307.5,6.25
2024-01-03_7L2,2024-01-03,L,BEAR,base,T2,-317.5,6.25
2024-01-03_7L2,2024-01-03,L,BEAR,noslip,T1,295.0,6.0
2024-01-03_7L2,2024-01-03,L,BEAR,noslip,T2,-305.0,6.0
2024-01-03_7L2,2024-01-03,L,BEAR,retest,T1,245.0,5.0
2024-01-03_7L2,2024-01-03,L,BEAR,retest,T2,-255.0,5.0
2024-01-03_7L2,2024-01-03,L,BEAR,closec,T1,-542.5,10.75
2024-01-03_7L2,2024-01-03,L,BEAR,closec,T2,-542.5,10.75
2024-01-03_7L2,2024-01-03,L,BEAR,bemove,T2,-5.0,6.25
2024-01-03_7L2,2024-01-03,L,BEAR,tstop12,T1,307.5,6.25
2024-01-03_7L2,2024-01-03,L,BEAR,tstop12,T2,-317.5,6.25
2024-01-03_17L2,2024-01-03,L,BEAR,base,T1,182.5,3.75
2024-01-03_17L2,2024-01-03,L,BEAR,base,T2,370.0,3.75
2024-01-03_17L2,2024-01-03,L,BEAR,noslip,T1,170.0,3.5
2024-01-03_17L2,2024-01-03,L,BEAR,noslip,T2,345.0,3.5
2024-01-03_17L2,2024-01-03,L,BEAR,retest,T1,120.0,2.5
2024-01-03_17L2,2024-01-03,L,BEAR,retest,T2,245.0,2.5
2024-01-03_17L2,2024-01-03,L,BEAR,bemove,T2,370.0,3.75
2024-01-03_17L2,2024-01-03,L,BEAR,tstop12,T1,182.5,3.75
2024-01-03_17L2,2024-01-03,L,BEAR,tstop12,T2,370.0,3.75
2024-01-03_33S2,2024-01-03,S,NEUTRAL,base,T1,-242.5,4.75
2024-01-03_33S2,2024-01-03,S,NEUTRAL,base,T2,-242.5,4.75
2024-01-03_33S2,2024-01-03,S,NEUTRAL,noslip,T1,-230.0,4.5
2024-01-03_33S2,2024-01-03,S,NEUTRAL,noslip,T2,-230.0,4.5
2024-01-03_33S2,2024-01-03,S,NEUTRAL,retest,T1,-180.0,3.5
2024-01-03_33S2,2024-01-03,S,NEUTRAL,retest,T2,-180.0,3.5
2024-01-03_33S2,2024-01-03,S,NEUTRAL,closec,T1,-255.0,5.0
2024-01-03_33S2,2024-01-03,S,NEUTRAL,closec,T2,-255.0,5.0
2024-01-03_33S2,2024-01-03,S,NEUTRAL,bemove,T2,-242.5,4.75
2024-01-03_33S2,2024-01-03,S,NEUTRAL,tstop12,T1,-242.5,4.75
2024-01-03_33S2,2024-01-03,S,NEUTRAL,tstop12,T2,-242.5,4.75
2024-01-03_48L2,2024-01-03,L,NEUTRAL,base,T1,-142.5,2.75
2024-01-03_48L2,2024-01-03,L,NEUTRAL,base,T2,-142.5,2.75
2024-01-03_48L2,2024-01-03,L,NEUTRAL,noslip,T1,-130.0,2.5
