entry_id,Date,dir,regime,variant,book,net,R
2021-07-01_16L2,2021-07-01,L,BULL,bemove,T2,-155.0,3.0
2021-07-01_16L2,2021-07-01,L,BULL,tstop12,T1,-155.0,3.0
2021-07-01_16L2,2021-07-01,L,BULL,tstop12,T2,-155.0,3.0
2021-07-01_33S2,2021-07-01,S,NEUTRAL,base,T1,-80.0,1.5
2021-07-01_33S2,2021-07-01,S,NEUTRAL,base,T2,-80.0,1.5
2021-07-01_33S2,2021-07-01,S,NEUTRAL,noslip,T1,57.5,1.25
2021-07-01_33S2,2021-07-01,S,NEUTRAL,noslip,T2,-67.5,1.25
2021-07-01_33S2,2021-07-01,S,NEUTRAL,retest,T1,7.5,0.25
2021-07-01_33S2,2021-07-01,S,NEUTRAL,retest,T2,20.0,0.25
2021-07-01_33S2,2021-07-01,S,NEUTRAL,closec,T1,-105.0,2.0
2021-07-01_33S2,2021-07-01,S,NEUTRAL,closec,T2,-105.0,2.0
2021-07-01_33S2,2021-07-01,S,NEUTRAL,bemove,T2,-80.0,1.5
2021-07-01_33S2,2021-07-01,S,NEUTRAL,tstop12,T1,-80.0,1.5
2021-07-01_33S2,2021-07-01,S,NEUTRAL,tstop12,T2,-80.0,1.5
2021-07-01_58L2,2021-07-01,L,BULL,base,T1,82.5,1.75
2021-07-01_58L2,2021-07-01,L,BULL,base,T2,170.0,1.75
2021-07-01_58L2,2021-07-01,L,BULL,noslip,T1,70.0,1.5
2021-07-01_58L2,2021-07-01,L,BULL,noslip,T2,145.0,1.5
2021-07-01_58L2,2021-07-01,L,BULL,closec,T1,95.0,2.0
2021-07-01_58L2,2021-07-01,L,BULL,closec,T2,195.0,2.0
2021-07-01_58L2,2021-07-01,L,BULL,bemove,T2,170.0,1.75
2021-07-01_58L2,2021-07-01,L,BULL,tstop12,T1,82.5,1.75
2021-07-01_58L2,2021-07-01,L,BULL,tstop12,T2,170.0,1.75
2021-07-01_71L2,2021-07-01,L,NEUTRAL,base,T1,-117.5,2.25
2021-07-01_71L2,2021-07-01,L,NEUTRAL,base,T2,-117.5,2.25
2021-07-01_71L2,2021-07-01,L,NEUTRAL,noslip,T1,-105.0,2.0
2021-07-01_71L2,2021-07-01,L,NEUTRAL,noslip,T2,-105.0,2.0
2021-07-01_71L2,2021-07-01,L,NEUTRAL,retest,T1,-55.0,1.0
2021-07-01_71L2,2021-07-01,L,NEUTRAL,retest,T2,-55.0,1.0
2021-07-01_71L2,2021-07-01,L,NEUTRAL,bemove,T2,-117.5,2.25
2021-07-01_71L2,2021-07-01,L,NEUTRAL,tstop12,T1,-117.5,2.25
2021-07-01_71L2,2021-07-01,L,NEUTRAL,tstop12,T2,-117.5,2.25
2021-07-02_9S2,2021-07-02,S,NEUTRAL,base,T1,-130.0,2.5
2021-07-02_9S2,2021-07-02,S,NEUTRAL,base,T2,-130.0,2.5
2021-07-02_9S2,2021-07-02,S,NEUTRAL,noslip,T1,-117.5,2.25
2021-07-02_9S2,2021-07-02,S,NEUTRAL,noslip,T2,-117.5,2.25
2021-07-02_9S2,2021-07-02,S,NEUTRAL,retest,T1,-67.5,1.25
2021-07-02_9S2,2021-07-02,S,NEUTRAL,retest,T2,-67.5,1.25
2021-07-02_9S2,2021-07-02,S,NEUTRAL,closec,T1,-130.0,2.5
2021-07-02_9S2,2021-07-02,S,NEUTRAL,closec,T2,-130.0,2.5
2021-07-02_9S2,2021-07-02,S,NEUTRAL,bemove,T2,-130.0,2.5
2021-07-02_9S2,2021-07-02,S,NEUTRAL,tstop12,T1,-130.0,2.5
2021-07-02_9S2,2021-07-02,S,NEUTRAL,tstop12,T2,-130.0,2.5
2021-07-06_39L2,2021-07-06,L,NEUTRAL,base,T1,170.0,3.5
2021-07-06_39L2,2021-07-06,L,NEUTRAL,base,T2,345.0,3.5
2021-07-06_39L2,2021-07-06,L,NEUTRAL,noslip,T1,157.5,3.25
2021-07-06_39L2,2021-07-06,L,NEUTRAL,noslip,T2,320.0,3.25
2021-07-06_39L2,2021-07-06,L,NEUTRAL,retest,T1,107.5,2.25
2021-07-06_39L2,2021-07-06,L,NEUTRAL,retest,T2,220.0,2.25
2021-07-06_39L2,2021-07-06,L,NEUTRAL,bemove,T2,345.0,3.5
2021-07-06_39L2,2021-07-06,L,NEUTRAL,tstop12,T1,170.0,3.5
2021-07-06_39L2,2021-07-06,L,NEUTRAL,tstop12,T2,345.0,3.5
2021-07-06_77S2,2021-07-06,S,BULL,base,T1,145.0,3.0
2021-07-06_77S2,2021-07-06,S,BULL,base,T2,-155.0,3.0
2021-07-06_77S2,2021-07-06,S,BULL,noslip,T1,132.5,2.75
2021-07-06_77S2,2021-07-06,S,BULL,noslip,T2,-142.5,2.75
2021-07-06_77S2,2021-07-06,S,BULL,retest,T1,82.5,1.75
2021-07-06_77S2,2021-07-06,S,BULL,retest,T2,170.0,1.75
2021-07-06_77S2,2021-07-06,S,BULL,closec,T1,-167.5,3.25
2021-07-06_77S2,2021-07-06,S,BULL,closec,T2,-167.5,3.25
2021-07-06_77S2,2021-07-06,S,BULL,bemove,T2,157.5,3.0
2021-07-06_77S2,2021-07-06,S,BULL,tstop12,T1,145.0,3.0
2021-07-06_77S2,2021-07-06,S,BULL,tstop12,T2,157.5,3.0
2021-07-07_41L2,2021-07-07,L,BEAR,base,T1,-142.5,2.75
2021-07-07_41L2,2021-07-07,L,BEAR,base,T2,-142.5,2.75
2021-07-07_41L2,2021-07-07,L,BEAR,noslip,T1,-130.0,2.5
2021-07-07_41L2,2021-07-07,L,BEAR,noslip,T2,-130.0,2.5
2021-07-07_41L2,2021-07-07,L,BEAR,retest,T1,-80.0,1.5
2021-07-07_41L2,2021-07-07,L,BEAR,retest,T2,-80.0,1.5
2021-07-07_41L2,2021-07-07,L,BEAR,closec,T1,-205.0,4.0
2021-07-07_41L2,2021-07-07,L,BEAR,closec,T2,-205.0,4.0
2021-07-07_41L2,2021-07-07,L,BEAR,bemove,T2,-142.5,2.75
2021-07-07_41L2,2021-07-07,L,BEAR,tstop12,T1,-142.5,2.75
2021-07-07_41L2,2021-07-07,L,BEAR,tstop12,T2,-142.5,2.75
2021-07-07_64L2,2021-07-07,L,BEAR,base,T1,220.0,4.5
2021-07-07_64L2,2021-07-07,L,BEAR,base,T2,-230.0,4.5
2021-07-07_64L2,2021-07-07,L,BEAR,noslip,T1,207.5,4.25
2021-07-07_64L2,2021-07-07,L,BEAR,noslip,T2,-217.5,4.25
2021-07-07_64L2,2021-07-07,L,BEAR,closec,T1,-330.0,6.5
2021-07-07_64L2,2021-07-07,L,BEAR,closec,T2,-330.0,6.5
