dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,vix_prev,sma20,above
S,BEAR,True,895.0,71.17,58,21.25,11.5,18.25,10,5525.75,2021-12-09,2021,0.239,19.9,5490.575,True
S,BEAR,True,-1130.0,73.88,50,22.25,33.0,-31.5,10,5522.0,2021-12-10,2021,0.563,21.58,5491.575,True
S,BEAR,True,357.5,71.65,33,21.5,11.0,7.5,12,5520.0,2021-12-13,2021,0.095,18.69,5493.0375,True
S,BEAR,True,107.5,71.4,70,21.5,14.25,2.5,9,5477.75,2021-12-14,2021,0.68,20.31,5492.45,False
S,BEAR,True,-1092.5,71.4,46,21.5,27.75,-14.25,10,5461.0,2021-12-14,2021,0.68,20.31,5492.45,False
S,BEAR,True,-1092.5,71.4,24,21.5,35.5,-22.0,12,5453.25,2021-12-14,2021,0.68,20.31,5492.45,False
L,BULL,True,4345.0,68.25,70,20.5,12.0,87.25,9,5464.25,2021-12-15,2021,0.068,21.89,5489.2125,False
S,BEAR,True,-1042.5,68.25,19,20.5,97.5,-93.0,11,5458.5,2021-12-15,2021,0.068,21.89,5489.2125,False
L,BULL,True,4245.0,68.25,30,20.5,14.0,85.25,12,5466.25,2021-12-15,2021,0.068,21.89,5489.2125,False
S,BEAR,True,2270.0,63.33,63,19.0,2.25,45.75,9,5560.75,2021-12-16,2021,0.338,19.29,5490.4125,True
S,BEAR,True,1482.5,63.33,53,19.0,4.0,30.0,10,5545.0,2021-12-16,2021,0.338,19.29,5490.4125,True
S,BEAR,True,-892.5,57.95,58,17.5,34.0,-34.0,9,5387.25,2021-12-20,2021,1.166,21.57,5485.5375,False
S,BEAR,True,-892.5,57.95,36,17.5,38.75,-38.75,9,5382.5,2021-12-20,2021,1.166,21.57,5485.5375,False
L,BULL,True,1270.0,57.95,27,17.5,7.25,25.75,12,5395.5,2021-12-20,2021,1.166,21.57,5485.5375,False
L,BULL,True,1045.0,60.85,53,18.25,0.75,21.25,10,5610.25,2021-12-27,2021,0.243,17.96,5479.4875,True
S,BEAR,True,-17.5,60.1,64,18.0,12.75,0.0,9,5633.5,2021-12-29,2021,0.062,17.54,5496.925,True
S,BEAR,True,157.5,50.0,74,15.0,10.75,3.5,9,5617.75,2021-12-31,2021,0.142,17.33,5520.95,True
S,BEAR,True,145.0,50.0,63,15.0,11.0,3.25,9,5617.5,2021-12-31,2021,0.142,17.33,5520.95,True
S,BEAR,True,882.5,41.3,70,12.5,6.5,18.0,9,5650.0,2022-01-04,2022,0.293,16.6,5543.95,True
S,BEAR,True,-642.5,41.3,7,12.5,25.25,-8.75,13,5623.25,2022-01-04,2022,0.293,16.6,5543.95,True
S,BEAR,True,3457.5,40.6,26,12.25,9.5,69.5,13,5618.25,2022-01-05,2022,0.027,16.91,5553.9,True
L,BULL,True,-680.0,44.4,7,13.25,15.5,23.0,13,5488.75,2022-01-10,2022,0.621,18.76,5555.2375,False
S,BEAR,True,-455.0,53.42,57,16.0,13.5,-8.75,10,5563.0,2022-01-12,2022,0.329,18.41,5555.275,True
S,BEAR,True,-317.5,53.42,22,16.0,8.75,-6.0,13,5565.75,2022-01-12,2022,0.329,18.41,5555.275,True
S,BEAR,True,5757.5,60.15,44,18.0,2.5,115.5,11,5432.5,2022-01-20,2022,0.349,23.85,5553.6,False
S,BEAR,True,4907.5,60.15,29,18.0,7.25,98.5,12,5415.5,2022-01-20,2022,0.349,23.85,5553.6,False
S,BEAR,True,2445.0,67.7,27,20.25,4.5,49.25,12,5285.0,2022-01-21,2022,0.085,25.59,5542.4625,False
S,BEAR,True,-1117.5,73.6,35,22.0,119.0,-114.5,10,5141.25,2022-01-24,2022,1.132,28.85,5525.925,False
L,BULL,True,-1117.5,73.6,1,22.0,29.0,111.0,13,5144.75,2022-01-24,2022,1.132,28.85,5525.925,False
S,BEAR,True,-1342.5,88.7,7,26.5,32.25,84.75,12,5264.25,2022-01-26,2022,1.504,31.16,5484.7,False
S,BEAR,True,-1555.0,102.58,1,30.75,125.0,-112.25,9,5151.25,2022-01-28,2022,0.169,30.49,5439.45,False
S,BEAR,True,-1830.0,120.9,52,36.25,56.5,-55.5,9,5335.5,2022-02-01,2022,0.388,24.83,5407.225,False
L,BULL,True,1645.0,120.9,17,36.25,4.0,33.25,13,5357.75,2022-02-01,2022,0.388,24.83,5407.225,False
L,BULL,True,-905.0,123.03,28,37.0,22.25,-17.75,12,5413.75,2022-02-02,2022,0.352,21.96,5395.175,True
S,BEAR,True,-1730.0,114.22,17,34.25,81.25,-35.75,10,5301.5,2022-02-04,2022,0.607,24.35,5377.9875,False
L,BULL,True,-1205.0,114.22,26,34.25,29.5,-23.75,13,5361.0,2022-02-04,2022,0.607,24.35,5377.9875,False
S,BEAR,True,-80.0,112.75,43,33.75,32.75,-1.25,11,5332.0,2022-02-07,2022,0.234,23.22,5368.9375,False
S,BEAR,True,1170.0,79.92,25,24.0,5.5,23.75,13,5366.25,2022-02-10,2022,1.151,19.96,5343.5,True
S,BEAR,True,-1042.5,68.7,45,20.5,52.25,-33.25,9,5282.5,2022-02-16,2022,0.226,25.7,5304.4875,False
S,BEAR,True,1470.0,69.8,64,21.0,20.75,29.75,9,5254.25,2022-02-17,2022,0.555,24.29,5301.5125,False
S,BEAR,True,1945.0,69.8,37,21.0,1.0,39.25,12,5263.75,2022-02-17,2022,0.555,24.29,5301.5125,False
L,BULL,True,-1042.5,67.95,22,20.5,30.75,-26.5,9,5166.25,2022-02-21,2022,0.514,,5295.1,False
S,BEAR,True,507.5,67.95,7,20.5,4.75,10.5,11,5150.25,2022-02-21,2022,0.514,,5295.1,False
S,BEAR,True,-1030.0,67.15,31,20.25,23.25,-7.25,11,5159.0,2022-02-22,2022,0.637,27.75,5289.3,False
S,BEAR,True,-1030.0,67.15,15,20.25,42.5,-26.5,12,5139.75,2022-02-22,2022,0.637,27.75,5289.3,False
S,BEAR,True,-1067.5,70.12,6,21.0,28.25,53.25,10,5127.5,2022-02-23,2022,0.276,28.81,5288.35,False
L,BULL,True,-1205.0,79.28,15,23.75,25.25,86.0,10,5030.75,2022-02-24,2022,2.197,31.02,5283.0875,False
L,BULL,True,3407.5,79.28,23,23.75,3.0,68.5,13,5048.25,2022-02-24,2022,2.197,31.02,5283.0875,False
S,BEAR,True,1482.5,85.55,67,25.75,3.5,30.0,9,5194.0,2022-03-01,2022,0.283,30.15,5272.3875,False
S,BEAR,True,1007.5,85.55,58,25.75,7.5,20.5,10,5184.5,2022-03-01,2022,0.283,30.15,5272.3875,False
L,BULL,True,70.0,92.42,48,27.75,7.25,1.75,11,5226.75,2022-03-02,2022,0.261,33.32,5261.0375,False
L,BULL,True,-805.0,92.42,24,27.75,17.0,-15.75,13,5244.25,2022-03-02,2022,0.261,33.32,5261.0375,False
S,BEAR,True,-1430.0,94.15,27,28.25,41.5,-25.0,9,5145.75,2022-03-04,2022,0.853,30.48,5245.875,False
S,BEAR,True,-1430.0,94.15,13,28.25,39.0,-22.5,10,5148.25,2022-03-04,2022,0.853,30.48,5245.875,False
L,BULL,True,295.0,94.15,27,28.25,19.5,6.25,12,5164.5,2022-03-04,2022,0.853,30.48,5245.875,False
S,BEAR,True,2145.0,92.8,29,27.75,6.5,43.25,12,5086.5,2022-03-07,2022,0.039,31.98,5237.55,False
S,BEAR,True,-1542.5,102.03,5,30.5,49.25,31.75,13,5039.75,2022-03-08,2022,0.134,36.45,5223.05,False
L,BULL,True,495.0,104.47,64,31.25,13.25,10.25,9,5113.75,2022-03-09,2022,1.937,35.13,5205.1375,False
L,BULL,True,1270.0,99.28,69,29.75,27.25,25.75,9,5084.5,2022-03-10,2022,0.898,32.45,5189.825,False
S,BEAR,True,-1505.0,99.28,28,29.75,54.25,-46.75,10,5063.5,2022-03-10,2022,0.898,32.45,5189.825,False
L,BULL,True,507.5,99.28,21,29.75,5.75,10.5,13,5099.75,2022-03-10,2022,0.898,32.45,5189.825,False
L,BULL,True,-1317.5,86.28,15,26.0,73.0,-52.75,9,5074.5,2022-03-14,2022,0.084,30.75,5167.8625,False
L,BULL,True,-1317.5,86.28,6,26.0,75.0,-54.75,10,5076.5,2022-03-14,2022,0.084,30.75,5167.8625,False
L,BULL,True,1370.0,89.85,27,27.0,5.5,27.75,12,5278.25,2022-03-18,2022,0.148,25.67,5141.2875,True
L,BULL,True,-1167.5,77.03,35,23.0,41.5,-38.75,9,5335.5,2022-03-23,2022,0.514,22.94,5164.2875,True
S,BEAR,True,-1030.0,67.83,17,20.25,38.75,-28.0,12,5441.5,2022-03-29,2022,0.733,19.63,5205.5375,True
S,BEAR,True,207.5,64.28,54,19.25,6.25,4.5,10,5454.5,2022-03-30,2022,0.114,18.9,5220.8125,True
S,BEAR,True,1395.0,57.95,19,17.5,12.75,28.25,13,5420.0,2022-03-31,2022,0.211,19.33,5231.8875,True
S,BEAR,True,-855.0,56.23,20,16.75,59.25,-40.0,10,5307.25,2022-04-07,2022,0.15,22.1,5298.475,True
S,BEAR,True,-855.0,56.23,9,16.75,63.25,-44.0,11,5303.25,2022-04-07,2022,0.15,22.1,5298.475,True
S,BEAR,True,-855.0,56.23,2,16.75,47.5,-28.25,12,5319.0,2022-04-07,2022,0.15,22.1,5298.475,True
L,BULL,True,1557.5,61.3,63,18.5,2.75,31.5,9,5256.0,2022-04-13,2022,0.114,24.26,5343.3125,False
L,BULL,True,907.5,61.3,48,18.5,2.5,18.5,11,5269.0,2022-04-13,2022,0.114,24.26,5343.3125,False
L,BULL,True,295.0,61.3,33,18.5,8.25,6.25,12,5281.25,2022-04-13,2022,0.114,24.26,5343.3125,False
S,BEAR,True,-942.5,61.3,18,18.5,23.75,-12.5,12,5275.0,2022-04-13,2022,0.114,24.26,5343.3125,False
S,BEAR,True,1832.5,62.77,63,18.75,9.25,37.0,9,5271.25,2022-04-14,2022,0.109,21.82,5347.7875,False
S,BEAR,True,-1317.5,87.03,3,26.0,69.25,-23.5,9,5016.25,2022-04-27,2022,0.515,33.52,5292.35,False
L,BULL,True,-980.0,85.83,30,25.75,23.5,-19.25,12,5126.5,2022-04-28,2022,0.779,31.6,5270.8625,False
L,BULL,True,-1305.0,85.83,22,25.75,26.25,-22.0,13,5129.25,2022-04-28,2022,0.779,31.6,5270.8625,False
S,BEAR,True,3407.5,91.67,60,27.5,18.25,68.5,10,5059.0,2022-04-29,2022,0.303,29.99,5253.725,False
L,BULL,True,-1567.5,103.55,11,31.0,35.0,107.5,12,5031.0,2022-05-04,2022,0.06,29.25,5194.15,False
S,BEAR,True,407.5,115.5,56,34.75,10.5,8.5,10,5009.0,2022-05-05,2022,0.744,25.42,5182.5,False
S,BEAR,True,507.5,114.12,30,34.25,21.75,10.5,12,4858.0,2022-05-09,2022,0.994,30.19,5146.7,False
S,BEAR,True,570.0,114.12,19,34.25,20.5,11.75,13,4859.25,2022-05-09,2022,0.994,30.19,5146.7,False
L,BULL,True,182.5,115.7,62,34.75,31.75,4.0,10,4856.75,2022-05-13,2022,1.038,31.77,5053.075,False
L,BULL,True,-1755.0,115.7,16,34.75,53.75,-18.0,11,4878.75,2022-05-13,2022,1.038,31.77,5053.075,False
S,BEAR,True,-1755.0,115.7,8,34.75,48.0,-30.0,13,4830.75,2022-05-13,2022,1.038,31.77,5053.075,False
L,BULL,True,457.5,108.67,60,32.5,7.25,9.5,10,4843.25,2022-05-16,2022,0.17,28.87,5034.4,False
L,BULL,True,7.5,108.67,40,32.5,6.0,0.5,11,4852.25,2022-05-16,2022,0.17,28.87,5034.4,False
S,BEAR,True,-1542.5,101.78,11,30.5,54.25,-8.75,9,4738.5,2022-05-19,2022,0.473,30.96,4969.5,False
L,BULL,True,1682.5,97.67,68,29.25,12.0,34.0,9,4791.25,2022-05-23,2022,0.711,29.43,4927.15,False
L,BULL,True,382.5,97.67,42,29.25,25.25,8.0,11,4817.25,2022-05-23,2022,0.711,29.43,4927.15,False
S,BEAR,True,-1442.5,95.35,5,28.5,75.25,-68.25,10,4728.5,2022-05-24,2022,0.995,28.48,4911.4625,False
L,BULL,True,995.0,95.35,19,28.5,24.75,20.25,13,4776.5,2022-05-24,2022,0.995,28.48,4911.4625,False
L,BULL,True,1095.0,92.35,26,27.75,20.75,22.25,13,4798.5,2022-05-25,2022,0.469,29.45,4901.1625,False
L,BULL,True,-717.5,87.85,29,26.25,15.75,-14.0,12,4911.5,2022-05-26,2022,0.368,28.37,4890.2125,True
S,BEAR,True,-1305.0,85.78,22,25.75,38.0,-36.25,13,4973.5,2022-05-27,2022,0.679,27.5,4879.725,True
L,BULL,True,82.5,86.4,20,26.0,2.5,2.0,10,5024.75,2022-05-30,2022,0.175,25.72,4880.6875,True
L,BULL,True,3732.5,78.55,64,23.5,2.0,75.0,9,4944.25,2022-06-02,2022,0.051,25.69,4870.6375,True
L,BULL,True,-1117.5,73.25,9,22.0,56.0,-46.5,9,5012.5,2022-06-06,2022,0.746,24.79,4871.975,True
L,BULL,True,-1105.0,72.15,24,21.75,45.25,-33.25,9,4999.75,2022-06-08,2022,0.285,24.02,4886.0375,True
S,BEAR,True,3632.5,70.0,51,21.0,17.25,73.0,10,4942.25,2022-06-09,2022,0.458,23.96,4894.8625,True
S,BEAR,True,2245.0,69.78,74,21.0,15.75,45.25,9,4647.25,2022-06-13,2022,2.323,27.75,4894.625,False
L,BULL,True,-1067.5,69.78,7,21.0,61.5,-41.25,11,4643.25,2022-06-13,2022,2.323,27.75,4894.625,False
S,BEAR,True,907.5,76.25,61,23.0,14.0,18.5,10,4596.25,2022-06-14,2022,0.255,34.02,4882.0875,False
L,BULL,True,-1092.5,71.83,8,21.5,25.5,-18.0,10,4627.0,2022-06-22,2022,0.938,30.19,4812.5625,False
S,BEAR,True,1832.5,68.58,44,20.5,9.25,37.0,11,4705.0,2022-06-28,2022,0.258,26.95,4761.9625,False
S,BEAR,True,1170.0,68.58,27,20.5,6.75,23.75,12,4691.75,2022-06-28,2022,0.258,26.95,4761.9625,False
L,BULL,True,-930.0,60.88,10,18.25,25.75,26.75,10,4613.75,2022-07-14,2022,1.061,26.82,4655.0875,False
L,BULL,True,595.0,60.35,45,18.0,5.0,12.25,11,4694.75,2022-07-15,2022,0.91,26.4,4661.0375,True
S,BEAR,True,1157.5,57.08,19,17.0,1.0,23.5,13,4703.75,2022-07-18,2022,0.717,24.23,4670.275,True
L,BULL,True,107.5,61.45,37,18.5,16.75,2.5,12,4830.5,2022-07-21,2022,0.089,23.88,4694.7625,True
S,BEAR,True,520.0,64.12,49,19.25,4.0,10.75,11,4816.0,2022-07-22,2022,0.269,23.11,4704.8375,True
L,BULL,True,1432.5,64.85,47,19.5,5.75,29.0,11,4894.75,2022-07-28,2022,0.324,23.24,4726.05,True
L,BULL,True,495.0,64.85,21,19.5,2.5,10.25,13,4913.5,2022-07-28,2022,0.324,23.24,4726.05,True
L,BULL,True,-992.5,64.7,53,19.5,23.0,-19.5,10,4955.0,2022-08-02,2022,0.378,22.84,4771.8875,True
L,BULL,True,-980.0,63.92,5,19.25,24.25,-7.5,9,5003.0,2022-08-04,2022,0.05,21.95,4800.05,True
L,BULL,True,-105.0,59.17,29,17.75,16.75,-1.75,12,4985.25,2022-08-05,2022,0.896,21.44,4812.675,True
S,BEAR,True,-717.5,46.48,27,14.0,38.75,-14.25,10,5109.25,2022-08-17,2022,0.656,19.69,4956.7875,True
S,BEAR,True,-342.5,45.83,22,13.75,12.0,-6.5,13,4983.0,2022-08-24,2022,0.01,24.11,5019.4375,False
S,BEAR,True,1095.0,55.0,36,16.5,10.25,22.25,12,4896.5,2022-08-29,2022,0.607,25.56,5027.925,False
S,BEAR,True,-5.0,55.0,57,16.5,14.5,0.25,10,4832.75,2022-08-30,2022,0.246,26.21,5023.375,False
S,BEAR,True,-842.5,55.0,2,16.5,23.0,-14.25,13,4818.25,2022-08-30,2022,0.246,26.21,5023.375,False
L,BULL,True,-967.5,63.33,19,19.0,96.25,-73.0,9,4845.0,2022-09-02,2022,0.952,25.56,4998.925,False
L,BULL,True,-967.5,63.33,12,19.0,106.25,-83.0,10,4855.0,2022-09-02,2022,0.952,25.56,4998.925,False
S,BEAR,True,57.5,63.33,23,19.0,12.5,1.5,13,4773.5,2022-09-02,2022,0.952,25.56,4998.925,False
L,BULL,True,1695.0,68.97,52,20.75,11.5,34.25,10,4785.25,2022-09-07,2022,0.016,26.91,4966.825,False
S,BEAR,True,-880.0,73.67,33,22.0,18.25,-17.25,12,4835.25,2022-09-08,2022,0.446,24.64,4955.275,False
S,BEAR,True,-555.0,66.47,18,20.0,14.0,-10.75,13,4777.5,2022-09-14,2022,0.183,27.27,4906.8375,False
L,BULL,True,-980.0,64.1,46,19.25,99.25,-94.5,9,4722.25,2022-09-21,2022,0.287,27.16,4827.575,False
S,BEAR,True,-1105.0,72.1,23,21.75,24.75,-14.75,11,4472.0,2022-09-27,2022,0.93,32.26,4749.9125,False
L,BULL,True,1970.0,70.6,60,21.25,2.25,39.75,10,4518.75,2022-09-28,2022,0.156,32.6,4732.625,False
L,BULL,True,945.0,70.6,38,21.25,6.0,19.25,12,4539.25,2022-09-28,2022,0.156,32.6,4732.625,False
L,BULL,True,1082.5,70.6,27,21.25,1.5,22.0,12,4536.5,2022-09-28,2022,0.156,32.6,4732.625,False
L,BULL,True,1245.0,80.22,55,24.0,10.25,25.25,10,4493.25,2022-10-03,2022,0.53,31.62,4687.45,False
L,BULL,True,995.0,80.22,56,24.0,15.25,20.25,10,4498.25,2022-10-03,2022,0.53,31.62,4687.45,False
S,BEAR,True,-1267.5,83.35,12,25.0,79.25,-61.75,10,4564.25,2022-10-05,2022,0.924,29.07,4668.25,False
L,BULL,True,657.5,83.35,25,25.0,2.25,13.5,13,4612.5,2022-10-05,2022,0.924,29.07,4668.25,False
L,BULL,True,-1205.0,79.38,10,23.75,24.0,-19.75,13,4598.25,2022-10-06,2022,0.476,28.55,4658.575,False
S,BEAR,True,370.0,79.03,70,23.75,21.0,7.75,9,4423.0,2022-10-12,2022,0.04,33.63,4580.1875,False
L,BULL,True,1945.0,72.65,44,21.75,3.25,39.25,11,4463.0,2022-10-13,2022,1.778,33.57,4561.5375,False
L,BULL,True,82.5,72.65,25,21.75,14.5,2.0,13,4500.25,2022-10-13,2022,1.778,33.57,4561.5375,False
S,BEAR,True,-1280.0,83.78,17,25.25,35.75,-33.25,11,4536.5,2022-10-18,2022,1.72,31.37,4523.4375,True
S,BEAR,True,-1305.0,85.75,26,25.75,37.0,-23.5,12,4507.75,2022-10-19,2022,0.749,30.5,4516.775,False
L,BULL,True,-1267.5,83.55,16,25.0,67.5,-51.75,9,4557.25,2022-10-20,2022,0.166,30.76,4511.95,True
S,BEAR,True,382.5,83.55,32,25.0,2.75,8.0,12,4513.5,2022-10-20,2022,0.166,30.76,4511.95,True
S,BEAR,True,-1305.0,85.65,4,25.75,81.75,-77.5,10,4511.25,2022-10-21,2022,0.233,29.98,4507.3125,True
S,BEAR,True,2070.0,91.12,18,27.25,8.5,41.75,13,4648.5,2022-10-27,2022,0.054,27.28,4532.225,True
L,BULL,True,1157.5,81.03,38,24.25,1.0,23.5,12,4716.5,2022-10-28,2022,0.765,27.39,4538.575,True
S,BEAR,True,-1155.0,75.92,38,22.75,62.0,80.5,9,4668.5,2022-11-02,2022,0.021,25.81,4565.95,True
L,BULL,True,-692.5,84.2,32,25.25,19.25,-13.5,12,4568.25,2022-11-03,2022,0.708,25.86,4564.05,True
S,BEAR,True,-1242.5,81.45,20,24.5,59.0,-48.5,12,4549.75,2022-11-04,2022,1.208,25.3,4562.8625,False
L,BULL,True,-1180.0,77.1,15,23.25,67.5,-32.75,11,4683.75,2022-11-08,2022,0.259,24.35,4578.5625,True
L,BULL,True,-1180.0,77.8,7,23.25,48.25,-40.5,12,4621.75,2022-11-09,2022,0.306,25.54,4589.825,True
L,BULL,True,1270.0,79.2,73,23.75,19.0,25.75,9,4798.25,2022-11-11,2022,0.225,23.53,4612.2125,True
L,BULL,True,-1205.0,79.2,6,23.75,25.0,19.75,10,4804.25,2022-11-11,2022,0.225,23.53,4612.2125,True
S,BEAR,True,1032.5,77.2,57,23.25,13.25,21.0,10,4841.5,2022-11-15,2022,1.063,23.73,4646.2125,True
S,BEAR,True,-180.0,77.2,21,23.25,17.0,-3.25,13,4817.25,2022-11-15,2022,1.063,23.73,4646.2125,True
S,BEAR,True,-80.0,77.9,71,23.25,13.75,-1.25,9,4801.0,2022-11-16,2022,0.29,24.54,4658.75,True
S,BEAR,True,-30.0,77.9,54,23.25,12.75,-0.25,10,4802.0,2022-11-16,2022,0.29,24.54,4658.75,True
L,BULL,True,1457.5,66.3,71,20.0,8.0,29.5,9,4747.0,2022-11-17,2022,1.286,24.11,4672.3,True
L,BULL,True,-880.0,57.45,8,17.25,28.75,3.75,10,4855.5,2022-11-23,2022,0.072,21.29,4711.65,True
S,BEAR,True,1720.0,39.95,72,12.0,4.75,34.75,9,4830.75,2022-11-28,2022,0.695,20.5,4739.925,True
S,BEAR,True,-567.5,36.52,34,11.0,133.0,-132.75,9,4778.25,2022-11-30,2022,0.099,21.89,4749.45,True
S,BEAR,True,1032.5,49.5,46,14.75,1.25,21.0,11,4846.25,2022-12-05,2022,0.506,19.06,4797.8125,True
S,BEAR,True,357.5,49.5,29,14.75,1.0,7.5,12,4832.75,2022-12-05,2022,0.506,19.06,4797.8125,True
S,BEAR,True,707.5,53.02,58,16.0,5.75,14.5,10,4781.75,2022-12-06,2022,0.036,20.75,4807.1625,False
S,BEAR,True,807.5,53.02,51,16.0,1.25,16.5,10,4783.75,2022-12-06,2022,0.036,20.75,4807.1625,False
S,BEAR,True,270.0,53.02,42,16.0,1.25,5.75,11,4773.0,2022-12-06,2022,0.036,20.75,4807.1625,False
S,BEAR,True,-917.5,59.95,8,18.0,22.25,20.25,9,4780.75,2022-12-09,2022,0.277,22.29,4822.025,False
L,BULL,True,-917.5,59.95,25,18.0,40.25,-36.75,11,4797.25,2022-12-09,2022,0.277,22.29,4822.025,False
L,BULL,True,-917.5,59.95,35,18.0,37.0,-33.5,11,4794.0,2022-12-09,2022,0.277,22.29,4822.025,False
S,BEAR,True,-967.5,63.15,12,19.0,33.0,-27.25,13,4783.25,2022-12-12,2022,0.158,22.83,4818.85,False
S,BEAR,True,207.5,65.28,50,19.5,12.25,4.5,11,4714.5,2022-12-15,2022,1.29,21.14,4821.7625,False
S,BEAR,True,207.5,65.28,45,19.5,12.25,4.5,11,4714.5,2022-12-15,2022,1.29,21.14,4821.7625,False
S,BEAR,True,-992.5,65.28,17,19.5,27.75,-11.0,12,4699.0,2022-12-15,2022,1.29,21.14,4821.7625,False
S,BEAR,True,1445.0,67.38,64,20.25,1.25,29.25,9,4657.5,2022-12-19,2022,0.15,22.62,4811.825,False
S,BEAR,True,945.0,67.38,57,20.25,3.25,19.25,10,4647.5,2022-12-19,2022,0.15,22.62,4811.825,False
S,BEAR,True,970.0,67.38,46,20.25,2.5,19.75,11,4648.0,2022-12-19,2022,0.15,22.62,4811.825,False
L,BULL,True,182.5,62.2,53,18.75,11.0,4.0,10,4695.5,2022-12-21,2022,0.626,21.48,4794.2125,False
S,BEAR,True,1795.0,66.58,65,20.0,2.75,36.25,9,4634.25,2022-12-28,2022,0.075,21.65,4756.95,False
L,BULL,True,-892.5,58.1,5,17.5,44.0,-19.5,11,4680.0,2023-01-04,2023,0.637,22.9,4709.5,False
S,BEAR,True,-892.5,58.1,2,17.5,21.25,-15.75,13,4644.75,2023-01-04,2023,0.637,22.9,4709.5,False
L,BULL,True,-955.0,62.27,42,18.75,45.25,-43.25,9,4743.0,2023-01-09,2023,0.553,21.13,4691.0125,True
L,BULL,True,-955.0,62.27,22,18.75,57.0,-55.0,10,4754.75,2023-01-09,2023,0.553,21.13,4691.0125,True
S,BEAR,True,2207.5,62.27,35,18.75,3.25,44.5,12,4744.25,2023-01-09,2023,0.553,21.13,4691.0125,True
S,BEAR,True,1370.0,62.27,23,18.75,4.75,27.75,13,4727.5,2023-01-09,2023,0.553,21.13,4691.0125,True
L,BULL,True,1132.5,59.45,39,17.75,2.5,23.0,11,4754.75,2023-01-11,2023,0.354,20.58,4684.9625,True
S,BEAR,True,-917.5,60.08,5,18.0,28.5,-14.5,10,4778.0,2023-01-12,2023,0.209,21.09,4683.325,True
L,BULL,True,1307.5,59.15,56,17.75,4.25,26.5,10,4777.25,2023-01-13,2023,0.756,18.83,4680.775,True
S,BEAR,True,107.5,59.62,5,18.0,2.75,2.5,11,4800.25,2023-01-16,2023,0.021,18.35,4679.65,True
L,BULL,True,-855.0,56.15,3,16.75,28.5,-22.25,9,4819.25,2023-01-17,2023,0.177,19.49,4684.0375,True
L,BULL,True,-780.0,50.7,6,15.25,83.0,-81.25,9,4814.75,2023-01-18,2023,0.271,19.36,4690.8375,True
S,BEAR,True,982.5,50.7,22,15.25,4.75,20.0,13,4753.5,2023-01-18,2023,0.271,19.36,4690.8375,True
L,BULL,True,-480.0,53.7,26,16.0,12.5,-9.25,13,4715.0,2023-01-19,2023,0.475,20.34,4696.1,True
L,BULL,True,2482.5,54.45,63,16.25,1.0,50.0,9,4724.0,2023-01-20,2023,0.255,20.52,4699.6,True
L,BULL,True,1895.0,54.45,48,16.25,7.5,38.25,11,4735.75,2023-01-20,2023,0.255,20.52,4699.6,True
S,BEAR,True,-805.0,52.58,9,15.75,65.5,-55.0,9,4762.0,2023-01-25,2023,1.077,19.2,4721.3125,True
S,BEAR,True,-805.0,52.58,3,15.75,63.0,-52.5,10,4764.5,2023-01-25,2023,1.077,19.2,4721.3125,True
L,BULL,True,1632.5,52.58,44,15.75,0.75,33.0,11,4784.0,2023-01-25,2023,1.077,19.2,4721.3125,True
L,BULL,True,470.0,52.58,20,15.75,2.75,9.75,13,4807.25,2023-01-25,2023,1.077,19.2,4721.3125,True
S,BEAR,True,-855.0,56.0,6,16.75,39.25,-33.25,10,4825.75,2023-01-26,2023,0.623,19.08,4729.8875,True
L,BULL,True,582.5,56.0,21,16.75,3.75,12.0,13,4847.0,2023-01-26,2023,0.623,19.08,4729.8875,True
L,BULL,True,1295.0,57.38,51,17.25,6.75,26.25,10,4845.75,2023-01-31,2023,0.031,19.94,4762.0875,True
L,BULL,True,1057.5,57.38,34,17.25,3.5,21.5,12,4850.5,2023-01-31,2023,0.031,19.94,4762.0875,True
L,BULL,True,-80.0,62.17,15,18.75,13.0,-1.25,13,4911.75,2023-02-06,2023,0.486,18.33,4816.2875,True
L,BULL,True,-892.5,58.38,17,17.5,29.0,39.75,11,4915.25,2023-02-07,2023,0.234,19.43,4826.825,True
S,BEAR,True,-267.5,64.08,60,19.25,10.75,-5.0,10,4881.5,2023-02-10,2023,0.272,20.71,4849.35,True
L,BULL,True,445.0,63.67,17,19.0,9.25,9.25,13,4938.75,2023-02-15,2023,0.431,18.91,4867.225,True
L,BULL,True,-867.5,57.08,37,17.0,36.25,-34.5,11,4920.0,2023-02-16,2023,1.137,18.23,4877.95,True
S,BEAR,True,-867.5,56.52,12,17.0,24.0,-19.5,12,4854.5,2023-02-17,2023,0.435,20.17,4886.9375,False
L,BULL,True,-742.5,48.12,3,14.5,34.25,-18.75,13,4806.0,2023-02-22,2023,0.0,22.87,4892.5,False
L,BULL,True,-730.0,47.58,4,14.25,48.0,-6.75,9,4810.25,2023-02-23,2023,0.611,22.29,4891.0125,False
L,BULL,True,345.0,44.73,44,13.5,13.25,7.25,11,4755.25,2023-02-24,2023,1.046,21.14,4888.2375,False
L,BULL,True,-642.5,41.85,2,12.5,14.5,0.0,10,4745.5,2023-03-01,2023,0.074,20.7,4874.5125,False
S,BEAR,True,-105.0,41.85,24,12.5,5.5,-1.75,13,4743.75,2023-03-01,2023,0.074,20.7,4874.5125,False
