dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,vix_prev,sma20,above
L,BULL,True,-580.0,37.52,13,11.25,25.5,-21.0,13,4068.75,2020-07-28,2020,0.215,24.74,4014.1875,True
L,BULL,True,-55.0,39.1,70,11.75,10.75,-0.75,9,4124.25,2020-08-03,2020,0.47,24.46,4043.0625,True
L,BULL,True,-30.0,39.1,45,11.75,5.75,-0.25,11,4123.75,2020-08-03,2020,0.47,24.46,4043.0625,True
L,BULL,True,-80.0,39.1,26,11.75,6.75,-1.25,13,4124.75,2020-08-03,2020,0.47,24.46,4043.0625,True
L,BULL,True,-567.5,36.48,38,11.0,15.25,5.25,10,4129.25,2020-08-04,2020,0.249,24.28,4048.9125,True
S,BEAR,True,-492.5,32.02,18,9.5,16.0,-14.5,13,4166.0,2020-08-07,2020,0.299,22.65,4074.85,True
L,BULL,True,-492.5,31.88,53,9.5,43.75,-33.75,9,4198.5,2020-08-11,2020,0.376,22.13,4093.2625,True
S,BEAR,True,257.5,33.77,23,10.25,0.75,5.5,13,4207.75,2020-08-13,2020,0.113,22.28,4108.075,True
L,BULL,True,645.0,27.85,61,8.25,1.0,13.25,10,4203.0,2020-08-20,2020,0.469,22.54,4142.8375,True
L,BULL,True,320.0,27.93,63,8.5,7.75,6.75,9,4221.0,2020-08-21,2020,0.059,22.72,4150.5625,True
S,BEAR,True,-380.0,24.55,5,7.25,15.25,-4.0,12,4316.25,2020-08-27,2020,0.098,23.27,4192.6625,True
L,BULL,True,-417.5,26.3,34,8.0,13.5,-6.0,12,4338.75,2020-08-31,2020,0.023,22.96,4216.475,True
L,BULL,True,1007.5,27.73,61,8.25,3.25,20.5,10,4341.5,2020-09-01,2020,0.092,26.41,4226.9375,True
S,BEAR,True,-480.0,31.05,2,9.25,15.0,-6.5,13,4288.25,2020-09-03,2020,0.481,26.57,4251.5125,True
S,BEAR,True,-642.5,41.38,3,12.5,85.75,-50.75,10,4202.75,2020-09-04,2020,0.017,33.6,4257.2625,False
L,BULL,True,-17.5,52.17,0,15.75,1.0,0.0,11,4268.25,2020-09-07,2020,0.029,,4260.9125,True
L,BULL,True,245.0,55.25,66,16.5,7.75,5.25,9,4231.0,2020-09-09,2020,0.929,31.46,4265.275,False
L,BULL,True,-842.5,55.25,28,16.5,29.0,-17.0,12,4253.25,2020-09-09,2020,0.929,31.46,4265.275,False
S,BEAR,True,3120.0,57.15,55,17.25,4.0,62.75,10,4238.5,2020-09-10,2020,0.384,28.81,4266.825,False
S,BEAR,True,2532.5,57.15,33,17.25,0.25,51.0,12,4226.75,2020-09-10,2020,0.384,28.81,4266.825,False
L,BULL,True,-255.0,63.5,15,19.0,17.5,-4.75,13,4175.0,2020-09-11,2020,0.395,29.71,4265.5,False
L,BULL,True,-1017.5,66.88,52,20.0,20.75,-13.25,10,4217.75,2020-09-14,2020,0.617,26.87,4264.15,False
S,BEAR,True,320.0,68.0,66,20.5,6.5,6.75,9,4234.25,2020-09-15,2020,0.666,25.85,4263.6125,False
S,BEAR,True,20.0,68.0,19,20.5,3.0,0.75,13,4228.25,2020-09-15,2020,0.666,25.85,4263.6125,False
L,BULL,True,-1030.0,67.47,60,20.25,30.75,-25.5,9,4237.0,2020-09-16,2020,0.219,25.59,4263.9125,False
S,BEAR,True,-880.0,57.58,14,17.25,18.5,-18.25,13,4131.5,2020-09-18,2020,0.096,26.46,4262.4625,False
L,BULL,True,-855.0,56.1,5,16.75,26.0,14.5,9,4117.25,2020-09-22,2020,0.274,27.78,4250.8125,False
L,BULL,True,2045.0,56.55,51,17.0,3.5,41.25,10,4078.75,2020-09-25,2020,0.301,28.51,4218.45,False
L,BULL,True,532.5,56.55,16,17.0,0.25,11.0,13,4109.0,2020-09-25,2020,0.301,28.51,4218.45,False
L,BULL,True,-892.5,58.2,20,17.5,41.5,-31.75,12,4203.25,2020-09-30,2020,0.054,26.27,4190.0375,True
L,BULL,True,-892.5,58.1,14,17.5,20.75,-0.75,9,4172.75,2020-10-02,2020,1.208,26.7,4173.15,False
L,BULL,True,395.0,55.25,61,16.5,9.25,8.25,10,4217.25,2020-10-05,2020,0.503,27.63,4169.075,True
S,BEAR,True,-817.5,53.33,48,16.0,19.75,49.75,9,4234.5,2020-10-06,2020,0.148,27.96,4166.9375,True
S,BEAR,True,-817.5,53.33,21,16.0,25.25,44.25,11,4229.0,2020-10-06,2020,0.148,27.96,4166.9375,True
L,BULL,True,545.0,56.05,60,16.75,10.5,11.25,10,4228.25,2020-10-07,2020,0.693,29.48,4167.6,True
L,BULL,True,157.5,45.45,42,13.75,10.25,3.5,11,4302.5,2020-10-09,2020,0.439,26.36,4172.475,True
S,BEAR,True,432.5,41.95,35,12.5,2.5,9.0,12,4346.75,2020-10-13,2020,0.246,25.07,4187.375,True
S,BEAR,True,1320.0,42.1,61,12.75,3.0,26.75,10,4339.5,2020-10-14,2020,0.063,26.07,4192.8875,True
S,BEAR,True,145.0,42.1,36,12.75,10.25,3.25,12,4316.0,2020-10-14,2020,0.063,26.07,4192.8875,True
L,BULL,True,807.5,41.45,52,12.5,10.75,16.5,10,4291.5,2020-10-15,2020,1.003,26.4,4197.95,True
L,BULL,True,320.0,41.45,19,12.5,5.5,6.75,13,4301.25,2020-10-15,2020,1.003,26.4,4197.95,True
S,BEAR,True,2357.5,42.58,59,12.75,3.75,47.5,10,4303.25,2020-10-19,2020,0.582,27.41,4211.425,True
S,BEAR,True,1857.5,42.58,49,12.75,5.5,37.5,11,4293.25,2020-10-19,2020,0.582,27.41,4211.425,True
L,BULL,True,132.5,43.12,16,13.0,5.75,3.0,13,4277.75,2020-10-22,2020,0.082,28.65,4235.5375,True
L,BULL,True,-67.5,49.75,40,15.0,9.5,-1.0,11,4127.0,2020-10-29,2020,0.018,40.28,4255.525,False
S,BEAR,True,-855.0,55.55,12,16.75,25.0,-18.0,12,4113.75,2020-11-02,2020,0.737,38.02,4248.4375,False
L,BULL,True,-805.0,52.4,16,15.75,31.5,-28.0,10,4210.5,2020-11-03,2020,0.914,37.13,4243.75,False
L,BULL,True,-817.5,53.23,7,16.0,45.25,-40.25,11,4309.25,2020-11-04,2020,1.411,35.55,4243.6375,True
S,BEAR,True,-892.5,58.15,18,17.5,17.75,53.75,10,4437.5,2020-11-09,2020,3.1,24.86,4250.4625,True
S,BEAR,True,-617.5,61.15,22,18.25,15.0,-12.0,13,4366.75,2020-11-10,2020,0.365,25.75,4251.3125,True
L,BULL,True,-967.5,63.23,23,19.0,19.5,2.5,11,4403.25,2020-11-11,2020,0.422,24.8,4253.3625,True
L,BULL,True,-817.5,53.02,15,16.0,20.25,11.75,11,4450.0,2020-11-16,2020,0.674,23.1,4267.125,True
L,BULL,True,-155.0,51.15,39,15.25,14.5,-2.75,11,4445.25,2020-11-17,2020,0.639,22.45,4277.425,True
L,BULL,True,-780.0,51.15,5,15.25,17.75,-6.0,13,4448.5,2020-11-17,2020,0.639,22.45,4277.425,True
L,BULL,True,-767.5,49.62,44,15.0,49.0,-46.75,9,4441.0,2020-11-18,2020,0.006,22.71,4286.3625,True
L,BULL,True,-730.0,47.55,15,14.25,28.25,-27.5,13,4403.5,2020-11-20,2020,0.011,23.11,4299.1125,True
L,BULL,True,445.0,47.1,30,14.25,4.25,9.25,12,4399.25,2020-11-23,2020,0.674,23.7,4303.725,True
L,BULL,True,182.5,40.62,41,12.25,6.0,4.0,11,4462.0,2020-11-24,2020,0.601,22.66,4312.75,True
S,BEAR,True,-255.0,40.58,44,12.25,8.25,-4.75,11,4456.25,2020-11-25,2020,0.039,21.64,4325.4125,True
L,BULL,True,207.5,40.58,25,12.25,4.5,4.5,13,4456.5,2020-11-25,2020,0.039,21.64,4325.4125,True
L,BULL,True,-180.0,34.38,63,10.25,7.25,-3.25,9,4495.25,2020-12-01,2020,0.616,20.57,4394.3125,True
L,BULL,True,-480.0,30.88,35,9.25,22.5,-7.25,9,4510.25,2020-12-03,2020,0.072,21.17,4421.475,True
S,BEAR,True,-480.0,30.88,11,9.25,11.5,0.0,13,4503.0,2020-12-03,2020,0.072,21.17,4421.475,True
L,BULL,True,-455.0,28.82,4,8.75,15.5,-9.75,10,4505.25,2020-12-10,2020,0.35,22.27,4458.1375,True
S,BEAR,True,-455.0,28.82,9,8.75,11.25,0.5,13,4496.0,2020-12-10,2020,0.35,22.27,4458.1375,True
S,BEAR,True,-480.0,30.52,18,9.25,23.25,-19.0,11,4474.75,2020-12-11,2020,0.323,22.52,4464.35,True
L,BULL,True,257.5,30.52,23,9.25,1.25,5.5,13,4488.25,2020-12-11,2020,0.323,22.52,4464.35,True
S,BEAR,True,970.0,32.2,27,9.75,1.5,19.75,12,4485.5,2020-12-14,2020,0.167,23.31,4468.35,True
S,BEAR,True,-517.5,33.58,15,10.0,27.75,-24.25,10,4483.25,2020-12-15,2020,0.537,24.72,4468.55,True
L,BULL,True,182.5,33.58,32,10.0,2.75,4.0,12,4503.5,2020-12-15,2020,0.537,24.72,4468.55,True
L,BULL,True,-30.0,33.58,16,10.0,7.0,-0.25,13,4507.75,2020-12-15,2020,0.537,24.72,4468.55,True
L,BULL,True,157.5,34.48,41,10.25,7.75,3.5,11,4513.25,2020-12-16,2020,0.133,22.89,4471.8,True
S,BEAR,True,-505.0,32.58,11,9.75,21.75,-21.0,10,4513.0,2020-12-18,2020,0.088,21.93,4484.275,True
S,BEAR,True,-505.0,32.58,13,9.75,24.5,-23.75,13,4510.25,2020-12-18,2020,0.088,21.93,4484.275,True
S,BEAR,True,-530.0,33.92,28,10.25,39.25,-29.25,9,4477.5,2020-12-21,2020,1.23,21.57,4492.175,False
S,BEAR,True,-530.0,33.92,3,10.25,60.25,-50.25,9,4456.5,2020-12-21,2020,1.23,21.57,4492.175,False
S,BEAR,True,-117.5,32.2,28,9.75,3.5,-2.0,12,4545.0,2020-12-29,2020,0.324,21.7,4508.075,True
L,BULL,True,-667.5,43.48,6,13.0,22.0,-12.25,12,4630.0,2021-01-11,2021,0.866,21.56,4533.3875,True
L,BULL,True,-692.5,44.8,5,13.5,28.25,-3.0,10,4618.75,2021-01-12,2021,0.049,24.08,4539.5,True
S,BEAR,True,-692.5,44.8,29,13.5,13.75,-7.5,12,4608.25,2021-01-12,2021,0.049,24.08,4539.5,True
S,BEAR,True,807.5,46.6,48,14.0,4.0,16.5,11,4631.25,2021-01-14,2021,0.097,22.21,4553.725,True
S,BEAR,True,-592.5,38.52,13,11.5,14.25,-6.25,11,4605.25,2021-01-19,2021,0.43,24.34,4564.725,True
L,BULL,True,620.0,36.52,67,11.0,5.5,12.75,9,4654.25,2021-01-20,2021,0.575,23.24,4568.6,True
S,BEAR,True,-505.0,32.75,20,9.75,11.5,-3.0,11,4664.75,2021-01-21,2021,0.102,21.58,4576.6125,True
L,BULL,True,-467.5,30.0,2,9.0,87.5,-78.0,10,4616.5,2021-01-27,2021,0.963,23.02,4606.675,True
L,BULL,True,-617.5,40.08,11,12.0,71.5,-56.0,9,4579.5,2021-01-29,2021,0.456,30.21,4609.175,False
S,BEAR,True,1445.0,40.08,49,12.0,5.0,29.25,11,4552.75,2021-01-29,2021,0.456,30.21,4609.175,False
S,BEAR,True,-617.5,40.08,3,12.0,38.25,-4.25,12,4519.25,2021-01-29,2021,0.456,30.21,4609.175,False
L,BULL,True,945.0,50.05,52,15.0,1.75,19.25,10,4671.0,2021-02-04,2021,0.011,22.91,4619.9875,True
L,BULL,True,620.0,50.05,16,15.0,2.25,12.75,13,4677.5,2021-02-04,2021,0.011,22.91,4619.9875,True
L,BULL,True,45.0,52.12,30,15.75,7.75,1.25,12,4705.5,2021-02-05,2021,0.378,21.77,4623.5125,True
L,BULL,True,432.5,47.25,29,14.25,2.25,9.0,12,4722.25,2021-02-10,2021,0.317,21.63,4638.075,True
L,BULL,True,-17.5,28.02,21,8.5,2.75,0.0,13,4732.5,2021-02-18,2021,0.574,21.5,4678.2625,True
L,BULL,True,2107.5,29.75,71,9.0,5.0,42.5,9,4655.25,2021-02-23,2021,0.553,23.45,4686.1125,False
S,BEAR,True,-467.5,29.75,4,9.0,58.25,-41.25,11,4656.5,2021-02-23,2021,0.553,23.45,4686.1125,False
L,BULL,True,395.0,36.77,20,11.0,5.25,8.25,13,4740.75,2021-02-24,2021,0.197,23.11,4687.325,True
S,BEAR,True,3120.0,39.2,59,11.75,5.25,62.75,10,4716.75,2021-02-25,2021,0.405,21.34,4697.85,True
L,BULL,True,-905.0,59.12,10,17.75,106.0,-54.25,10,4649.0,2021-03-04,2021,0.011,26.67,4714.05,False
S,BEAR,True,-905.0,59.12,3,17.75,19.5,-15.25,13,4579.5,2021-03-04,2021,0.011,26.67,4714.05,False
L,BULL,True,-1167.5,76.6,7,23.0,59.75,-46.5,12,4698.5,2021-03-08,2021,0.209,24.66,4707.0125,False
L,BULL,True,32.5,75.78,32,22.75,10.5,1.0,12,4727.0,2021-03-10,2021,0.607,24.03,4701.0875,True
S,BEAR,True,-992.5,64.65,52,19.5,23.25,-19.75,10,4746.75,2021-03-12,2021,0.289,21.91,4702.3,True
S,BEAR,True,-930.0,60.67,48,18.25,31.75,-28.25,9,4755.25,2021-03-15,2021,0.079,20.69,4702.775,True
L,BULL,True,-917.5,60.0,45,18.0,24.25,-9.5,9,4793.75,2021-03-16,2021,0.136,20.03,4703.3,True
L,BULL,True,1320.0,59.0,68,17.75,13.25,26.75,9,4765.0,2021-03-17,2021,0.418,19.79,4705.1125,True
L,BULL,True,357.5,44.1,61,13.25,2.75,7.5,10,4751.75,2021-03-22,2021,0.169,20.95,4707.625,True
L,BULL,True,-717.5,46.95,4,14.0,25.0,32.5,12,4758.5,2021-03-26,2021,0.174,19.81,4714.2875,True
S,BEAR,True,-230.0,48.92,25,14.75,12.75,-4.25,13,4772.25,2021-03-30,2021,0.344,20.74,4726.05,True
L,BULL,True,507.5,37.2,34,11.25,1.25,10.5,12,4910.25,2021-04-08,2021,0.189,17.16,4784.0625,True
L,BULL,True,582.5,34.05,20,10.25,1.5,12.0,13,4927.5,2021-04-09,2021,0.127,16.95,4793.7,True
L,BULL,True,370.0,30.9,28,9.25,4.0,7.75,12,4940.25,2021-04-12,2021,0.0,16.69,4802.725,True
S,BEAR,True,-292.5,24.77,31,7.5,6.25,-5.5,12,4979.5,2021-04-19,2021,0.12,16.25,4851.85,True
S,BEAR,True,-380.0,24.12,4,7.25,11.25,-1.75,11,4946.5,2021-04-20,2021,0.301,17.29,4864.9625,True
L,BULL,True,470.0,26.4,41,8.0,1.25,9.75,11,4975.75,2021-04-21,2021,0.045,18.68,4874.4125,True
S,BEAR,True,295.0,29.77,16,9.0,3.25,6.25,13,4962.0,2021-04-22,2021,0.09,17.5,4887.1125,True
S,BEAR,True,-517.5,33.05,14,10.0,24.0,-15.0,12,5011.75,2021-04-29,2021,0.559,17.28,4945.425,True
S,BEAR,True,2795.0,38.2,69,11.5,1.5,56.25,9,4939.5,2021-05-12,2021,0.488,21.84,4994.3375,False
S,BEAR,True,-680.0,43.9,1,13.25,34.5,-12.0,13,4919.0,2021-05-13,2021,0.353,27.59,4991.025,False
L,BULL,True,345.0,44.95,26,13.5,0.25,7.25,13,4993.0,2021-05-14,2021,0.624,23.13,4988.1625,True
S,BEAR,True,-730.0,47.33,5,14.25,46.5,-40.0,9,4894.0,2021-05-19,2021,1.03,21.34,4988.3375,False
L,BULL,True,-730.0,47.33,19,14.25,15.0,14.0,11,4920.0,2021-05-19,2021,1.03,21.34,4988.3375,False
S,BEAR,True,57.5,49.85,43,15.0,7.0,1.5,11,4985.0,2021-05-21,2021,0.361,20.67,4986.9875,False
S,BEAR,True,-155.0,49.98,43,15.0,11.0,-2.75,11,5022.0,2021-05-24,2021,0.391,20.15,4986.45,True
S,BEAR,True,607.5,48.0,65,14.5,1.5,12.5,9,5024.25,2021-05-25,2021,0.164,18.4,4987.475,True
S,BEAR,True,-230.0,39.88,35,12.0,5.25,-4.25,12,5030.5,2021-05-27,2021,0.214,17.36,4988.5125,True
S,BEAR,True,-517.5,39.88,16,12.0,11.0,-10.0,13,5024.75,2021-05-27,2021,0.214,17.36,4988.5125,True
L,BULL,True,-467.5,30.23,28,9.0,13.0,-3.5,10,5035.25,2021-06-02,2021,0.129,17.9,4992.6875,True
L,BULL,True,-467.5,30.23,13,9.0,14.5,-5.0,11,5036.75,2021-06-02,2021,0.129,17.9,4992.6875,True
S,BEAR,True,-367.5,23.55,59,7.0,8.0,-7.25,9,5045.5,2021-06-07,2021,0.049,16.42,4994.5875,True
S,BEAR,True,-367.5,23.55,12,7.0,8.5,-7.75,13,5045.0,2021-06-07,2021,0.049,16.42,4994.5875,True
S,BEAR,True,432.5,21.73,38,6.5,1.75,9.0,12,5057.5,2021-06-09,2021,0.173,17.07,5001.075,True
S,BEAR,True,645.0,23.38,39,7.0,2.0,13.25,11,5059.75,2021-06-16,2021,0.039,17.02,5030.2625,True
S,BEAR,True,-367.5,23.38,0,7.0,25.5,-10.75,13,5035.75,2021-06-16,2021,0.039,17.02,5030.2625,True
L,BULL,True,670.0,27.9,44,8.25,1.75,13.75,11,5038.5,2021-06-21,2021,0.446,20.7,5039.25,False
L,BULL,True,395.0,27.9,19,8.25,1.75,8.25,13,5044.0,2021-06-21,2021,0.446,20.7,5039.25,True
L,BULL,True,132.5,32.55,60,9.75,4.25,3.0,10,5088.75,2021-06-24,2021,0.41,16.32,5045.825,True
L,BULL,True,445.0,30.4,67,9.0,7.0,9.25,9,5104.5,2021-06-28,2021,0.113,15.62,5052.375,True
S,BEAR,True,-467.5,30.4,35,9.0,12.25,-10.75,11,5103.0,2021-06-28,2021,0.113,15.62,5052.375,True
L,BULL,True,432.5,25.7,70,7.75,5.0,9.0,9,5132.25,2021-07-01,2021,0.044,15.83,5066.4125,True
L,BULL,True,382.5,25.7,63,7.75,6.0,8.0,9,5133.25,2021-07-01,2021,0.044,15.83,5066.4125,True
S,BEAR,True,-317.5,19.93,0,6.0,35.0,-21.0,9,5121.0,2021-07-08,2021,1.105,16.2,5097.0625,True
S,BEAR,True,357.5,25.88,20,7.75,1.0,7.5,13,5201.75,2021-07-13,2021,0.173,16.17,5113.525,True
S,BEAR,True,95.0,27.0,41,8.0,5.75,2.25,11,5203.75,2021-07-14,2021,0.351,17.12,5119.7125,True
S,BEAR,True,-492.5,31.65,5,9.5,31.0,-27.75,12,5060.0,2021-07-19,2021,0.932,18.45,5142.375,False
L,BULL,True,432.5,38.98,33,11.75,0.25,9.0,12,5187.25,2021-07-22,2021,0.01,17.91,5154.2625,True
L,BULL,True,295.0,36.9,45,11.0,0.75,6.25,11,5228.0,2021-07-23,2021,0.322,17.69,5159.4875,True
L,BULL,True,-55.0,36.9,21,11.0,5.25,-0.75,13,5235.0,2021-07-23,2021,0.322,17.69,5159.4875,True
S,BEAR,True,-567.5,36.38,23,11.0,19.75,-10.0,12,5209.25,2021-07-27,2021,0.238,17.58,5172.7375,True
L,BULL,True,107.5,36.98,35,11.0,10.0,2.5,12,5225.5,2021-07-30,2021,0.415,17.7,5187.65,True
S,BEAR,True,1132.5,34.1,74,10.25,5.75,23.0,9,5239.75,2021-08-02,2021,0.253,18.24,5190.3875,True
S,BEAR,True,545.0,34.1,36,10.25,2.0,11.25,12,5228.0,2021-08-02,2021,0.253,18.24,5190.3875,True
L,BULL,True,395.0,29.45,51,8.75,4.25,8.25,10,5245.25,2021-08-05,2021,0.186,17.97,5198.775,True
L,BULL,True,420.0,22.43,35,6.75,0.25,8.75,12,5278.25,2021-08-12,2021,0.005,16.06,5217.2875,True
L,BULL,True,332.5,22.43,26,6.75,0.5,7.0,13,5280.0,2021-08-12,2021,0.005,16.06,5217.2875,True
L,BULL,True,220.0,23.02,69,7.0,1.0,4.75,9,5290.0,2021-08-13,2021,0.109,15.59,5222.575,True
S,BEAR,True,-355.0,22.38,2,6.75,22.5,-15.25,12,5256.25,2021-08-17,2021,0.532,16.12,5240.8875,True
S,BEAR,True,-442.5,28.52,12,8.5,12.75,-6.5,10,5261.0,2021-08-20,2021,0.024,21.67,5250.9875,True
L,BULL,True,120.0,28.52,22,8.5,3.75,2.75,13,5264.75,2021-08-20,2021,0.024,21.67,5250.9875,True
L,BULL,True,-80.0,32.55,33,9.75,3.25,-1.25,12,5327.75,2021-08-25,2021,0.066,17.22,5260.5625,True
S,BEAR,True,-517.5,33.02,13,10.0,11.0,5.5,9,5306.5,2021-08-26,2021,0.07,16.79,5265.65,True
S,BEAR,True,307.5,33.02,17,10.0,0.5,6.5,13,5307.5,2021-08-26,2021,0.07,16.79,5265.65,True
L,BULL,True,232.5,33.12,59,10.0,3.5,5.0,10,5332.5,2021-08-27,2021,0.127,18.84,5268.75,True
L,BULL,True,-142.5,33.12,30,10.0,3.5,-2.5,12,5340.0,2021-08-27,2021,0.127,18.84,5268.75,True
L,BULL,True,-205.0,35.85,47,10.75,6.75,-3.75,11,5364.0,2021-08-30,2021,0.169,16.39,5274.225,True
L,BULL,True,195.0,33.85,64,10.25,6.5,4.25,9,5355.25,2021-08-31,2021,0.037,16.19,5281.4,True
S,BEAR,True,-330.0,20.5,2,6.25,17.0,-14.0,10,5331.0,2021-09-08,2021,0.065,18.14,5314.925,True
S,BEAR,True,-342.5,21.6,20,6.5,7.75,5.5,13,5330.5,2021-09-09,2021,0.028,17.96,5318.5125,True
S,BEAR,True,-542.5,35.1,12,10.5,35.0,-21.0,10,5284.0,2021-09-16,2021,0.132,18.18,5325.2,False
L,BULL,True,7.5,35.1,18,10.5,1.5,0.5,13,5304.5,2021-09-16,2021,0.132,18.18,5325.2,False
S,BEAR,True,332.5,37.3,23,11.25,6.5,7.0,13,5264.5,2021-09-17,2021,0.127,18.69,5328.575,False
L,BULL,True,220.0,50.5,64,15.25,10.0,4.75,9,5224.25,2021-09-22,2021,0.618,24.36,5314.7125,False
L,BULL,True,-367.5,51.3,61,15.5,12.5,-7.0,10,5281.75,2021-09-27,2021,0.232,17.75,5306.4375,False
L,BULL,True,-780.0,50.5,13,15.25,25.25,-13.5,13,5213.0,2021-09-29,2021,0.231,23.25,5293.6125,False
L,BULL,True,1507.5,52.3,46,15.75,2.0,30.5,11,5159.25,2021-10-01,2021,0.243,23.14,5274.5125,False
S,BEAR,True,-867.5,56.3,30,17.0,17.75,-15.5,11,5121.25,2021-10-04,2021,0.241,21.15,5265.65,False
L,BULL,True,-867.5,56.25,52,17.0,19.25,-16.5,10,5194.5,2021-10-05,2021,0.258,22.96,5253.6,False
L,BULL,True,-880.0,57.8,36,17.25,21.5,-18.5,9,5240.25,2021-10-08,2021,0.148,19.54,5233.1,True
S,BEAR,True,-930.0,60.98,21,18.25,21.75,11.5,9,5185.75,2021-10-12,2021,0.236,20.0,5223.6875,False
L,BULL,True,382.5,58.92,38,17.75,3.0,8.0,12,5265.5,2021-10-14,2021,0.813,18.64,5212.375,True
L,BULL,True,257.5,55.12,62,16.5,7.25,5.5,10,5300.25,2021-10-15,2021,0.398,16.86,5210.8,True
L,BULL,True,282.5,48.5,24,14.5,1.75,6.0,13,5313.25,2021-10-18,2021,0.368,16.3,5213.2125,True
L,BULL,True,1007.5,45.1,74,13.5,1.0,20.5,9,5336.25,2021-10-19,2021,0.315,16.31,5220.05,True
L,BULL,True,782.5,45.1,66,13.5,0.5,16.0,9,5340.75,2021-10-19,2021,0.315,16.31,5220.05,True
L,BULL,True,357.5,45.1,36,13.5,6.25,7.5,12,5349.25,2021-10-19,2021,0.315,16.31,5220.05,True
L,BULL,True,-42.5,41.83,57,12.5,10.5,-0.5,10,5368.0,2021-10-20,2021,0.028,15.7,5229.0375,True
S,BEAR,True,357.5,35.02,72,10.5,9.25,7.5,9,5384.75,2021-10-22,2021,0.07,15.01,5240.9625,True
S,BEAR,True,-542.5,35.02,6,10.5,20.75,-9.75,11,5367.5,2021-10-22,2021,0.07,15.01,5240.9625,True
S,BEAR,True,-505.0,32.52,29,9.75,12.0,17.0,10,5406.75,2021-10-27,2021,0.06,15.98,5262.775,True
L,BULL,True,-505.0,32.52,9,9.75,28.25,-24.75,13,5414.5,2021-10-27,2021,0.06,15.98,5262.775,True
L,BULL,True,-480.0,31.23,14,9.25,10.5,2.5,10,5422.75,2021-10-28,2021,0.232,16.98,5272.2875,True
S,BEAR,True,-467.5,30.18,6,9.0,27.25,-26.25,9,5416.25,2021-10-29,2021,0.35,16.53,5286.3,True
L,BULL,True,-505.0,32.17,7,9.75,16.25,0.0,9,5515.25,2021-11-04,2021,0.118,15.1,5343.55,True
S,BEAR,True,-505.0,32.17,48,9.75,14.25,-12.5,10,5502.75,2021-11-04,2021,0.118,15.1,5343.55,True
S,BEAR,True,332.5,31.65,21,9.5,5.25,7.0,13,5534.0,2021-11-05,2021,0.453,15.44,5357.6125,True
S,BEAR,True,-467.5,30.27,36,9.0,10.75,-6.75,11,5511.75,2021-11-09,2021,0.099,17.22,5390.0875,True
S,BEAR,True,7.5,31.3,66,9.5,3.25,0.5,9,5524.75,2021-11-15,2021,0.176,16.29,5443.3875,True
L,BULL,True,-205.0,31.32,50,9.5,6.75,-3.75,11,5543.75,2021-11-16,2021,0.1,16.49,5453.6375,True
L,BULL,True,-492.5,31.32,32,9.5,11.0,-8.0,12,5548.0,2021-11-16,2021,0.1,16.49,5453.6375,True
S,BEAR,True,-505.0,32.6,17,9.75,11.25,0.5,9,5528.0,2021-11-17,2021,0.05,16.37,5462.8,True
S,BEAR,True,-467.5,29.95,5,9.0,26.5,-20.5,10,5521.0,2021-11-18,2021,0.222,17.11,5470.8,True
L,BULL,True,-492.5,31.62,3,9.5,17.25,-12.0,12,5549.75,2021-11-19,2021,0.032,17.59,5478.7625,True
L,BULL,True,732.5,35.83,49,10.75,7.0,15.0,11,5527.25,2021-11-24,2021,0.258,19.38,5498.65,True
L,BULL,True,-555.0,35.83,9,10.75,14.5,7.5,12,5534.75,2021-11-24,2021,0.258,19.38,5498.65,True
S,BEAR,True,-530.0,33.92,15,10.25,20.5,19.25,10,5440.75,2021-11-26,2021,1.392,18.58,5512.4125,False
S,BEAR,True,-530.0,33.92,1,10.25,20.75,19.0,11,5440.5,2021-11-26,2021,1.392,18.58,5512.4125,False
L,BULL,True,820.0,36.75,58,11.0,2.5,16.75,10,5478.5,2021-11-29,2021,1.217,28.62,5511.3625,False
L,BULL,True,-567.5,36.75,31,11.0,17.75,-12.25,12,5507.5,2021-11-29,2021,1.217,28.62,5511.3625,False
S,BEAR,True,382.5,36.75,15,11.0,7.25,8.0,13,5503.25,2021-11-29,2021,1.217,28.62,5511.3625,False
S,BEAR,True,-605.0,39.02,34,11.75,12.75,5.5,10,5426.75,2021-11-30,2021,0.523,22.96,5513.8,False
L,BULL,True,-680.0,44.33,6,13.25,138.5,-122.5,11,5478.75,2021-12-01,2021,0.77,27.19,5511.675,False
S,BEAR,True,-880.0,57.88,6,17.25,52.5,-31.75,9,5383.75,2021-12-02,2021,0.065,31.12,5504.7875,False
L,BULL,True,-380.0,57.88,37,17.25,15.5,-7.25,12,5422.75,2021-12-02,2021,0.065,31.12,5504.7875,False
L,BULL,True,1207.5,71.95,74,21.5,14.25,24.5,9,5408.5,2021-12-06,2021,0.623,30.67,5492.1375,False
L,BULL,True,-842.5,71.95,27,21.5,20.25,-16.5,12,5449.5,2021-12-06,2021,0.623,30.67,5492.1375,False
L,BULL,True,-817.5,71.95,21,21.5,19.75,-16.0,13,5449.0,2021-12-06,2021,0.623,30.67,5492.1375,False
L,BULL,True,182.5,72.58,54,21.75,21.0,4.0,10,5529.75,2021-12-07,2021,1.054,27.18,5487.025,True
S,BEAR,True,895.0,71.17,69,21.25,11.5,18.25,9,5525.75,2021-12-09,2021,0.239,19.9,5490.575,True
