entry_id,Date,dir,regime,hour,fx4p_t8p,fx4p_eod,sb1_t8p,sb1_eod,er10,adx14,sb_ibs_o,sb_dirok,sb_rngx,ema_side_ok,warm
2025-10-10_18S2,2025-10-10,S,BEAR,09,395.0,9420.0,395.0,9420.0,0.657,,0.4210526315789473,True,0.7851239669421488,True,True
2025-10-10_35S2,2025-10-10,S,BEAR,11,-205.0,-205.0,-817.5,-817.5,0.154,51.8,0.582089552238806,True,0.8170731707317073,True,True
2025-10-10_57L2,2025-10-10,L,BEAR,13,-205.0,-205.0,-355.0,-355.0,0.109,34.4,0.2666666666666666,False,0.6960556844547564,False,True
2025-10-13_13L2,2025-10-13,L,BEAR,09,-205.0,-205.0,-567.5,-567.5,0.106,,0.6382978723404256,False,0.9650924024640656,False,True
2025-10-13_40L2,2025-10-13,L,NEUTRAL,12,-205.0,-205.0,-205.0,-205.0,0.358,14.0,0.6111111111111112,False,0.75,True,True
2025-10-13_74L2,2025-10-13,L,NEUTRAL,14,-205.0,-117.5,-180.0,-117.5,0.116,12.9,0.875,True,0.6299212598425197,True,True
2025-10-14_26L2,2025-10-14,L,BULL,10,395.0,745.0,395.0,745.0,0.029,,0.8148148148148148,True,0.782608695652174,True,True
2025-10-14_47L2,2025-10-14,L,BULL,12,-205.0,-205.0,-267.5,-267.5,0.375,39.9,0.217391304347826,False,0.8487084870848708,True,True
2025-10-14_60L2,2025-10-14,L,BULL,13,-205.0,-205.0,-242.5,-242.5,0.209,32.0,0.5714285714285714,False,1.0144927536231885,True,True
2025-10-15_13S2,2025-10-15,S,NEUTRAL,09,395.0,2182.5,395.0,2182.5,0.376,,0.6086956521739131,True,0.5623471882640587,False,True
2025-10-15_34S2,2025-10-15,S,BEAR,11,-205.0,-205.0,-317.5,-317.5,0.505,28.2,0.4444444444444444,True,0.6506024096385542,True,True
2025-10-15_55S2,2025-10-15,S,BEAR,13,-205.0,-205.0,-417.5,-417.5,0.689,32.4,0.2285714285714285,False,0.7201646090534979,False,True
2025-10-16_20L2,2025-10-16,L,BEAR,10,-205.0,-205.0,-330.0,-330.0,0.277,,0.3214285714285714,True,0.6982543640897755,True,True
2025-10-16_34S2,2025-10-16,S,BEAR,11,395.0,2620.0,395.0,2620.0,0.576,29.0,0.4871794871794872,False,0.8705357142857143,True,True
2025-10-16_40S2,2025-10-16,S,BEAR,11,-205.0,-205.0,-867.5,-867.5,0.545,39.8,0.4507042253521126,False,1.2347826086956522,True,True
2025-10-17_11S2,2025-10-17,S,BULL,09,-205.0,-205.0,395.0,-867.5,0.206,,0.9014084507042254,True,0.9090909090909092,False,False
2025-10-17_41L2,2025-10-17,L,NEUTRAL,11,-205.0,-205.0,-742.5,-742.5,0.189,17.3,0.9344262295081968,True,1.5561224489795915,True,True
2025-10-17_75S2,2025-10-17,S,NEUTRAL,14,-205.0,-205.0,-217.5,-217.5,0.119,26.8,0.1578947368421053,False,0.811965811965812,False,True
2025-10-20_10S2,2025-10-20,S,BULL,09,-205.0,-205.0,-155.0,-155.0,,,0.5714285714285714,True,0.4632352941176471,False,False
2025-10-21_16S2,2025-10-21,S,NEUTRAL,09,-205.0,-205.0,-292.5,-292.5,0.28,,0.72,True,0.8361204013377926,True,True
2025-10-22_10L2,2025-10-22,L,BEAR,09,-205.0,-205.0,-280.0,-280.0,,,0.0833333333333333,False,0.776978417266187,True,False
2025-10-23_16S2,2025-10-23,S,BULL,09,-205.0,-205.0,-267.5,-267.5,0.087,,0.6521739130434783,True,0.7348242811501597,False,True
2025-10-24_10S2,2025-10-24,S,BULL,09,395.0,-205.0,395.0,-167.5,,,0.3333333333333333,True,0.4963235294117647,False,False
2025-10-24_29L2,2025-10-24,L,NEUTRAL,10,-205.0,-205.0,-280.0,-280.0,0.543,14.0,0.75,True,1.1320754716981132,True,True
2025-10-27_16L2,2025-10-27,L,BULL,09,-205.0,-205.0,-155.0,-155.0,0.011,,1.0,True,0.7291666666666667,True,True
2025-10-27_41L2,2025-10-27,L,BULL,12,-205.0,-205.0,-55.0,-55.0,0.106,12.2,0.8333333333333334,False,0.6741573033707865,True,True
2025-10-27_55S2,2025-10-27,S,NEUTRAL,13,-205.0,-205.0,-67.5,-67.5,0.2,13.4,0.1428571428571429,False,0.7777777777777778,False,True
2025-10-28_12L2,2025-10-28,L,NEUTRAL,09,-205.0,-205.0,-205.0,-205.0,0.026,,0.5555555555555556,True,0.8181818181818182,True,True
2025-10-28_43L2,2025-10-28,L,NEUTRAL,12,395.0,-67.5,395.0,-80.0,0.6,31.9,0.125,False,0.4166666666666667,True,True
2025-10-28_68L2,2025-10-28,L,BULL,14,395.0,-205.0,395.0,-155.0,0.115,43.9,0.5714285714285714,False,1.15702479338843,True,True
2025-10-29_14S2,2025-10-29,S,NEUTRAL,09,395.0,1057.5,395.0,1057.5,0.098,,0.6875,True,0.7511737089201878,True,True
2025-10-29_24S2,2025-10-29,S,BEAR,10,395.0,-205.0,395.0,-155.0,0.188,,0.2142857142857143,False,0.7608695652173914,True,True
2025-10-29_46L2,2025-10-29,L,BEAR,12,-205.0,-205.0,-167.5,-167.5,0.02,17.9,1.0,True,1.293103448275862,True,True
2025-10-29_62S2,2025-10-29,S,NEUTRAL,15,-205.0,-205.0,-467.5,-467.5,0.633,17.5,0.3076923076923077,False,1.2264150943396226,True,True
2025-10-29_70S2,2025-10-29,S,BEAR,14,-205.0,-205.0,395.0,-442.5,0.185,25.2,0.7837837837837838,True,0.4677623261694058,True,True
2025-10-30_19L2,2025-10-30,L,NEUTRAL,10,395.0,-205.0,395.0,-455.0,0.023,,0.7631578947368421,True,0.8482142857142858,True,True
2025-10-31_20S2,2025-10-31,S,NEUTRAL,10,-205.0,-205.0,-242.5,-242.5,0.421,,0.8095238095238095,True,0.8606557377049181,False,True
2025-11-03_14L2,2025-11-03,L,NEUTRAL,09,395.0,1557.5,395.0,1557.5,0.343,,0.7391304347826086,False,0.6948640483383686,False,True
2025-11-03_69S2,2025-11-03,S,NEUTRAL,14,395.0,-205.0,395.0,-192.5,0.045,23.7,0.8823529411764706,True,1.1111111111111112,True,True
2025-11-04_23S2,2025-11-04,S,NEUTRAL,10,-205.0,-205.0,-292.5,-292.5,0.559,,0.84,True,0.99601593625498,True,True
2025-11-04_40L2,2025-11-04,L,NEUTRAL,11,395.0,-205.0,395.0,-267.5,0.33,23.4,0.5652173913043478,False,0.777027027027027,False,True
2025-11-05_12L2,2025-11-05,L,NEUTRAL,09,395.0,-205.0,395.0,-42.5,0.42,,0.9649122807017544,True,1.269487750556793,True,True
2025-11-05_19L2,2025-11-05,L,NEUTRAL,10,-205.0,-205.0,-480.0,-480.0,0.463,,0.925,True,1.238390092879257,True,True
2025-11-05_35L2,2025-11-05,L,NEUTRAL,14,-205.0,-205.0,-142.5,-142.5,0.538,39.3,0.9230769230769232,True,0.65,True,True
2025-11-05_46L2,2025-11-05,L,BULL,12,-205.0,-205.0,-180.0,-180.0,0.182,43.1,0.9375,True,0.9937888198757764,True,True
2025-11-06_13S2,2025-11-06,S,BEAR,09,395.0,1620.0,395.0,1620.0,0.301,,0.84375,True,0.6237816764132554,True,True
2025-11-06_54S2,2025-11-06,S,NEUTRAL,13,-205.0,-205.0,-242.5,-242.5,0.65,22.7,0.2380952380952381,False,0.7070707070707071,False,True
2025-11-07_9L2,2025-11-07,L,NEUTRAL,09,395.0,-205.0,395.0,-942.5,,,0.935064935064935,True,1.2007797270955165,True,False
2025-11-07_26S2,2025-11-07,S,BEAR,10,-205.0,-205.0,-330.0,-330.0,0.35,,0.1071428571428571,False,0.853658536585366,True,True
2025-11-07_42L2,2025-11-07,L,BEAR,11,395.0,4382.5,395.0,4382.5,0.392,28.7,0.9210526315789472,True,0.9844559585492229,False,True
2025-11-07_68S2,2025-11-07,S,BULL,14,395.0,-205.0,395.0,-305.0,0.714,33.8,0.7307692307692308,True,0.7303370786516854,False,True
2025-11-10_10S2,2025-11-10,S,NEUTRAL,09,-205.0,-205.0,-342.5,-342.5,,,0.8620689655172413,True,0.9738805970149254,False,False
2025-11-10_26S2,2025-11-10,S,NEUTRAL,10,-205.0,-205.0,-355.0,-355.0,0.528,,0.6,False,0.9063444108761328,True,True
2025-11-10_43S2,2025-11-10,S,BULL,12,-205.0,-205.0,-155.0,-155.0,0.983,26.6,0.8571428571428572,True,0.5982905982905983,False,True
2025-11-11_12L2,2025-11-11,L,NEUTRAL,09,-205.0,-205.0,-355.0,-355.0,0.232,,0.8333333333333334,True,0.986842105263158,False,True
2025-11-11_39L2,2025-11-11,L,BULL,11,395.0,1120.0,395.0,1120.0,0.495,13.4,0.4666666666666667,False,0.7425742574257426,True,True
2025-11-11_51L2,2025-11-11,L,NEUTRAL,13,395.0,420.0,395.0,420.0,0.441,30.2,0.8181818181818182,False,1.0138248847926268,True,True
2025-11-12_17S2,2025-11-12,S,BEAR,09,395.0,-205.0,395.0,-317.5,0.6,,0.7777777777777778,True,0.9712230215827338,True,True
2025-11-12_46L2,2025-11-12,L,NEUTRAL,12,-205.0,-205.0,-317.5,-317.5,0.393,22.8,0.9629629629629628,True,1.0843373493975903,True,True
2025-11-12_67S2,2025-11-12,S,NEUTRAL,14,-205.0,-205.0,-367.5,-367.5,0.2,16.1,0.6129032258064516,True,1.3777777777777778,True,True
2025-11-13_31L2,2025-11-13,L,BULL,11,-205.0,-205.0,-492.5,-492.5,0.064,49.6,0.7804878048780488,True,0.985576923076923,False,True
2025-11-14_12S2,2025-11-14,S,NEUTRAL,09,-205.0,-205.0,-605.0,-605.0,0.478,,0.76,True,0.755287009063444,False,True
2025-11-14_75S2,2025-11-14,S,NEUTRAL,14,395.0,-105.0,395.0,-105.0,0.698,18.2,0.6363636363636364,True,1.0091743119266054,True,True
2025-11-17_10S2,2025-11-17,S,NEUTRAL,09,-205.0,-205.0,-605.0,-605.0,,,0.24,False,0.8571428571428571,True,False
2025-11-17_73S2,2025-11-17,S,BEAR,14,-205.0,-205.0,-317.5,-317.5,0.329,45.6,0.4444444444444444,False,0.7049608355091385,True,True
2025-11-18_13S2,2025-11-18,S,BULL,09,-205.0,-205.0,395.0,-655.0,0.339,,0.9074074074074074,True,0.675,True,True
2025-11-18_30L2,2025-11-18,L,NEUTRAL,10,-205.0,-205.0,-567.5,-567.5,0.559,25.7,0.5531914893617021,False,0.852994555353902,True,True
2025-11-18_48L2,2025-11-18,L,NEUTRAL,12,-205.0,-205.0,395.0,-555.0,0.574,22.6,0.8478260869565217,True,0.8728652751423149,True,True
2025-11-18_67L2,2025-11-18,L,NEUTRAL,14,-205.0,-205.0,-742.5,-742.5,0.035,18.0,0.9508196721311476,True,1.1213235294117647,True,True
2025-11-19_20S2,2025-11-19,S,NEUTRAL,10,395.0,-205.0,395.0,-367.5,0.966,,0.6129032258064516,False,0.8635097493036212,True,True
2025-11-19_50L2,2025-11-19,L,BEAR,12,395.0,-205.0,395.0,-455.0,0.333,10.2,0.8947368421052632,True,0.815450643776824,True,True
2025-11-19_58L2,2025-11-19,L,NEUTRAL,13,-205.0,-205.0,-305.0,-305.0,0.041,11.7,0.9615384615384616,True,0.5714285714285714,True,True
2025-11-19_81L2,2025-11-19,L,BEAR,15,-205.0,-205.0,-330.0,-330.0,0.121,23.0,0.8214285714285714,True,0.5957446808510638,True,True
2025-11-20_13S2,2025-11-20,S,BULL,09,-205.0,-205.0,-305.0,-305.0,0.206,,0.3076923076923077,False,0.5306122448979592,False,True
2025-11-20_65L2,2025-11-20,L,NEUTRAL,13,395.0,-205.0,395.0,-717.5,0.309,30.7,0.3050847457627119,False,0.9424920127795527,True,True
2025-11-20_73L2,2025-11-20,L,BULL,14,-205.0,-205.0,-480.0,-480.0,0.192,18.8,0.85,True,0.7104795737122558,False,True
2025-11-21_9S2,2025-11-21,S,NEUTRAL,09,-205.0,-205.0,395.0,-1005.0,,,0.6097560975609756,False,0.971851851851852,True,False
2025-11-21_21L2,2025-11-21,L,NEUTRAL,10,-205.0,-205.0,395.0,3382.5,0.181,,0.9863013698630136,True,0.8598351001177855,False,True
2025-11-21_36L2,2025-11-21,L,BULL,11,-205.0,-205.0,-730.0,-730.0,0.483,27.7,0.9,True,1.0657193605683837,True,True
2025-11-21_59L2,2025-11-21,L,NEUTRAL,13,-205.0,-205.0,-455.0,-455.0,0.662,30.6,0.7368421052631579,True,0.6260296540362438,True,True
2025-11-21_77S2,2025-11-21,S,BEAR,15,395.0,220.0,395.0,220.0,0.485,18.6,0.5490196078431373,False,1.2,True,True
2025-11-24_11S2,2025-11-24,S,NEUTRAL,09,-205.0,-205.0,-417.5,-417.5,0.028,,0.8285714285714285,True,0.5263157894736842,False,False
2025-11-24_76L2,2025-11-24,L,NEUTRAL,14,-205.0,-205.0,-242.5,-242.5,0.224,18.4,0.8095238095238095,True,1.055276381909548,True,True
2025-11-25_10S2,2025-11-25,S,NEUTRAL,09,-205.0,-205.0,-717.5,-717.5,,,0.7966101694915254,True,0.69140625,True,False
2025-11-26_12S2,2025-11-26,S,NEUTRAL,09,-205.0,-205.0,-417.5,-417.5,0.047,,1.0,True,0.8454106280193237,True,True
2025-11-28_12S2,2025-11-28,S,BULL,09,-205.0,-205.0,-280.0,-280.0,0.351,,0.9166666666666666,True,1.00418410041841,False,True
2025-12-01_10S2,2025-12-01,S,NEUTRAL,09,395.0,-205.0,395.0,-305.0,,,0.7307692307692308,True,0.6628895184135978,False,False
2025-12-02_11S2,2025-12-02,S,NEUTRAL,09,395.0,-205.0,395.0,-180.0,0.338,,0.4375,False,0.4968944099378881,False,False
2025-12-02_30S2,2025-12-02,S,BULL,10,-205.0,-205.0,-292.5,-292.5,0.445,22.2,0.16,False,0.5995203836930455,True,True
2025-12-03_12L2,2025-12-03,L,NEUTRAL,09,-205.0,-205.0,395.0,1120.0,0.214,,0.9411764705882352,True,0.8808290155440415,True,True
2025-12-03_19L2,2025-12-03,L,BULL,10,-205.0,-205.0,-255.0,-255.0,0.538,,0.5,True,0.7333333333333333,True,True
2025-12-03_25L2,2025-12-03,L,NEUTRAL,10,-205.0,-205.0,-217.5,-217.5,0.172,,0.631578947368421,True,0.7335907335907337,True,True
2025-12-03_33L2,2025-12-03,L,BULL,11,395.0,607.5,395.0,607.5,0.176,22.0,0.34375,False,1.2307692307692308,True,True
2025-12-03_48L2,2025-12-03,L,BULL,12,395.0,132.5,395.0,132.5,0.189,22.7,0.2142857142857142,False,0.9523809523809524,True,True
2025-12-03_57L2,2025-12-03,L,BULL,13,-205.0,-205.0,-117.5,-117.5,0.429,22.0,0.6363636363636364,True,0.7482993197278912,True,True
2025-12-03_69L2,2025-12-03,L,BULL,14,-205.0,-205.0,-92.5,-92.5,0.5,21.6,0.7777777777777778,True,1.0227272727272727,True,True
2025-12-04_8L2,2025-12-04,L,BEAR,09,-205.0,-205.0,-280.0,-280.0,,,0.5833333333333334,True,0.577319587628866,False,False
2025-12-04_67S2,2025-12-04,S,BEAR,14,-205.0,-205.0,-292.5,-292.5,0.195,23.8,0.6799999999999999,True,0.7886435331230284,True,True
2025-12-05_15S2,2025-12-05,S,BULL,09,395.0,995.0,395.0,995.0,0.242,,0.85,True,0.8298755186721991,False,True
2025-12-05_37S2,2025-12-05,S,BEAR,11,-205.0,-205.0,-155.0,-155.0,0.14,15.4,0.9285714285714286,True,0.6363636363636364,True,True
2025-12-05_53S2,2025-12-05,S,NEUTRAL,12,395.0,170.0,395.0,170.0,0.009,10.9,0.0769230769230768,False,0.6914893617021276,True,True
2025-12-08_13L2,2025-12-08,L,BEAR,09,-205.0,-205.0,-430.0,-430.0,0.356,,0.7777777777777778,False,1.3740458015267176,False,True
2025-12-08_53S2,2025-12-08,S,NEUTRAL,12,395.0,-205.0,395.0,-205.0,0.414,35.6,1.0,True,0.8181818181818182,True,True
2025-12-08_60S2,2025-12-08,S,BEAR,13,-205.0,-205.0,-180.0,-180.0,0.388,37.9,0.875,True,0.7339449541284403,True,True
2025-12-09_13L2,2025-12-09,L,NEUTRAL,09,-205.0,-205.0,-267.5,-267.5,0.345,,0.8260869565217391,True,1.0267857142857144,True,True
2025-12-09_42L2,2025-12-09,L,BEAR,12,-205.0,-205.0,-167.5,-167.5,0.418,24.9,0.9333333333333332,True,0.9615384615384616,False,True
2025-12-10_29L2,2025-12-10,L,NEUTRAL,10,-205.0,-205.0,-242.5,-242.5,0.6,12.2,0.9523809523809524,True,0.9292035398230089,True,True
2025-12-11_20S2,2025-12-11,S,NEUTRAL,10,-205.0,-205.0,395.0,-467.5,0.092,,0.4102564102564102,False,1.0372340425531914,True,True
2025-12-12_51L2,2025-12-12,L,BULL,12,-205.0,-205.0,-317.5,-317.5,0.111,24.0,0.8148148148148148,True,0.9712230215827338,True,True
2025-12-12_66S2,2025-12-12,S,NEUTRAL,13,-205.0,-205.0,-192.5,-192.5,0.0,19.7,0.2352941176470588,False,0.7623318385650224,True,True
2025-12-15_22L2,2025-12-15,L,BULL,10,395.0,-205.0,395.0,-467.5,0.388,,0.1282051282051282,False,0.8944954128440367,True,True
2025-12-15_34S2,2025-12-15,S,NEUTRAL,11,395.0,-205.0,395.0,-255.0,0.492,29.5,0.9545454545454546,True,0.6267806267806267,True,True
2025-12-15_46L2,2025-12-15,L,NEUTRAL,12,-205.0,-205.0,-217.5,-217.5,0.047,24.9,0.8421052631578947,True,0.625,True,True
2025-12-15_61L2,2025-12-15,L,BULL,13,-205.0,-205.0,-167.5,-167.5,0.231,15.3,0.4666666666666667,True,0.6696428571428572,True,True
2025-12-15_73L2,2025-12-15,L,BULL,14,-205.0,-205.0,-217.5,-217.5,0.058,12.9,0.7368421052631579,True,0.931372549019608,True,True
2025-12-16_9S2,2025-12-16,S,NEUTRAL,09,395.0,-205.0,395.0,570.0,,,0.8620689655172413,True,0.8854961832061069,True,False
2025-12-16_17S2,2025-12-16,S,BULL,09,-205.0,-205.0,-442.5,-442.5,0.2,,0.5405405405405406,False,0.6826568265682657,True,True
2025-12-16_54S2,2025-12-16,S,NEUTRAL,12,395.0,-205.0,395.0,-455.0,0.457,32.8,0.8947368421052632,True,1.1411411411411412,False,True
2025-12-17_10L2,2025-12-17,L,BULL,09,-205.0,-205.0,-392.5,-392.5,,,0.8181818181818182,True,0.6988235294117647,False,False
2025-12-17_29S2,2025-12-17,S,BEAR,10,-205.0,-205.0,-542.5,-542.5,0.283,58.0,0.7333333333333334,True,0.9719222462203024,True,True
2025-12-17_33S2,2025-12-17,S,BEAR,11,-205.0,-205.0,-355.0,-355.0,0.431,56.1,0.9,False,0.6849315068493151,True,True
2025-12-17_49S2,2025-12-17,S,BEAR,12,395.0,70.0,395.0,70.0,0.106,33.1,0.6956521739130435,True,0.777027027027027,True,True
2025-12-17_55S2,2025-12-17,S,BEAR,13,-205.0,-205.0,-205.0,-205.0,0.485,33.3,0.2222222222222222,False,0.6642066420664207,True,True
2025-12-18_26L2,2025-12-18,L,NEUTRAL,10,-205.0,-205.0,-217.5,-217.5,0.125,,0.6842105263157895,True,0.8370044052863437,True,True
2025-12-18_45L2,2025-12-18,L,NEUTRAL,12,395.0,-205.0,395.0,-380.0,0.566,17.3,1.0,True,0.778588807785888,True,True
2025-12-19_15S2,2025-12-19,S,NEUTRAL,09,395.0,-205.0,395.0,-280.0,0.0,,0.0416666666666666,False,0.7361963190184049,False,True
2025-12-19_41L2,2025-12-19,L,BULL,12,-205.0,-205.0,-155.0,-155.0,0.439,25.0,0.7142857142857143,True,0.8974358974358975,True,True
2025-12-19_61S2,2025-12-19,S,BULL,13,395.0,-17.5,-92.5,-92.5,0.276,17.6,0.8888888888888888,True,0.703125,False,True
2025-12-22_37L2,2025-12-22,L,BULL,11,-205.0,-205.0,-92.5,-92.5,0.184,9.8,0.5555555555555556,False,0.8571428571428571,True,True
2025-12-22_58L2,2025-12-22,L,NEUTRAL,13,395.0,295.0,395.0,295.0,0.333,15.4,0.6666666666666666,False,0.6185567010309279,False,True
2025-12-22_67L2,2025-12-22,L,BULL,14,-205.0,82.5,-55.0,-55.0,0.588,12.9,1.0,True,0.7317073170731708,True,True
2025-12-22_80L2,2025-12-22,L,NEUTRAL,15,-205.0,-17.5,-117.5,-17.5,0.022,11.9,0.8181818181818182,True,1.1,True,True
2025-12-23_13L2,2025-12-23,L,BULL,09,395.0,1107.5,395.0,1107.5,0.044,,0.4782608695652174,False,0.9163346613545816,True,True
2025-12-23_42L2,2025-12-23,L,NEUTRAL,11,395.0,320.0,395.0,320.0,0.037,27.3,0.7,True,1.25,True,True
2025-12-23_52L2,2025-12-23,L,NEUTRAL,12,-205.0,7.5,-30.0,-30.0,0.676,35.7,1.0,True,0.4705882352941176,True,True
2025-12-23_73L2,2025-12-23,L,BULL,14,-205.0,-130.0,-55.0,-55.0,0.154,45.8,0.3333333333333333,False,1.0344827586206895,True,True
2025-12-26_7S2,2025-12-26,S,NEUTRAL,09,395.0,270.0,395.0,270.0,,,0.5,True,0.7448275862068965,True,False
2025-12-26_17S2,2025-12-26,S,BEAR,09,-205.0,-205.0,-167.5,-167.5,0.161,,0.1999999999999999,False,0.7352941176470589,True,True
2025-12-26_41S2,2025-12-26,S,NEUTRAL,11,-205.0,-205.0,-130.0,-130.0,0.014,30.1,0.25,False,0.975609756097561,True,True
2025-12-26_67S2,2025-12-26,S,NEUTRAL,14,-205.0,20.0,-30.0,-30.0,0.2,12.7,0.5,False,0.5970149253731343,True,True
2025-12-29_16S2,2025-12-29,S,BULL,13,-205.0,-205.0,-192.5,-192.5,0.029,,0.1764705882352941,False,0.8173076923076923,True,True
2025-12-30_15L2,2025-12-30,L,BEAR,09,395.0,70.0,-142.5,-142.5,0.739,,0.7692307692307693,True,0.7262569832402235,False,True
2025-12-30_37L2,2025-12-30,L,NEUTRAL,11,-205.0,-205.0,-67.5,-67.5,0.057,15.3,0.8571428571428571,True,0.673076923076923,False,True
2025-12-31_19L2,2025-12-31,L,BEAR,10,395.0,-205.0,395.0,-205.0,0.442,,0.3333333333333333,False,1.0404624277456649,False,True
2025-12-31_77S2,2025-12-31,S,BEAR,14,395.0,182.5,395.0,182.5,0.328,42.7,1.0,True,1.115702479338843,True,True
2026-01-02_21L2,2026-01-02,L,BEAR,10,-205.0,-205.0,-405.0,-405.0,0.05,,0.8823529411764706,True,0.6439393939393939,False,True
2026-01-02_52S2,2026-01-02,S,BEAR,13,-205.0,-205.0,-192.5,-192.5,0.35,18.8,0.1176470588235294,False,0.7296137339055794,True,True
2026-01-02_71L2,2026-01-02,L,BULL,14,-205.0,-205.0,-267.5,-267.5,0.123,24.9,0.8695652173913043,True,1.0043668122270744,True,True
2026-01-05_8L2,2026-01-05,L,BULL,09,-205.0,-205.0,395.0,-80.0,,,0.8723404255319149,True,1.246212121212121,True,False
2026-01-05_18L2,2026-01-05,L,BULL,09,395.0,-205.0,-180.0,-180.0,0.271,,0.25,False,0.6779661016949152,True,True
2026-01-05_44S2,2026-01-05,S,NEUTRAL,12,395.0,482.5,-130.0,-130.0,0.178,29.4,0.4166666666666666,False,0.8163265306122449,True,True
2026-01-05_56S2,2026-01-05,S,NEUTRAL,13,395.0,507.5,395.0,507.5,0.474,18.5,0.5555555555555556,False,0.703125,True,True
2026-01-05_67S2,2026-01-05,S,BEAR,14,-205.0,-205.0,-142.5,-142.5,0.636,29.6,0.6923076923076923,False,1.04,True,True
2026-01-06_13S2,2026-01-06,S,BULL,09,395.0,-205.0,395.0,-167.5,0.554,,0.5333333333333333,False,0.6382978723404256,False,True
2026-01-07_16L2,2026-01-07,L,BEAR,10,395.0,-205.0,395.0,-342.5,0.052,,0.2758620689655172,False,0.9830508474576272,True,True
2026-01-07_39L2,2026-01-07,L,BULL,11,-205.0,-205.0,-117.5,-117.5,0.302,17.3,0.9090909090909092,True,1.0,True,True
2026-01-07_51L2,2026-01-07,L,NEUTRAL,13,-205.0,-205.0,-80.0,-80.0,0.231,21.0,0.625,False,0.5594405594405594,False,True
2026-01-07_71L2,2026-01-07,L,BEAR,14,-205.0,-205.0,-292.5,-292.5,0.674,35.1,0.92,True,1.6233766233766234,False,True
2026-01-08_12S2,2026-01-08,S,BULL,09,395.0,-205.0,395.0,-217.5,0.301,,0.5263157894736843,True,0.5135135135135135,False,True
2026-01-08_78L2,2026-01-08,L,BULL,14,-205.0,-205.0,-280.0,-17.5,0.208,15.9,0.8333333333333334,True,1.3714285714285714,True,True
2026-01-09_8S2,2026-01-09,S,NEUTRAL,09,395.0,-205.0,395.0,-705.0,,,0.9655172413793104,True,1.2340425531914894,True,False
2026-01-09_56L2,2026-01-09,L,BEAR,13,-205.0,-205.0,-92.5,-92.5,0.583,19.0,0.5555555555555556,False,0.6716417910447761,True,True
2026-01-09_70L2,2026-01-09,L,BULL,14,-205.0,-205.0,-80.0,-80.0,0.128,25.6,0.25,False,0.9302325581395348,True,True
2026-01-12_15L2,2026-01-12,L,BEAR,09,395.0,957.5,395.0,957.5,0.014,,0.95,True,0.9132420091324202,True,True
2026-01-12_28L2,2026-01-12,L,BULL,10,-205.0,-205.0,-155.0,-155.0,0.463,,0.2857142857142857,False,1.0294117647058825,True,True
2026-01-12_57L2,2026-01-12,L,BULL,13,395.0,32.5,395.0,32.5,0.15,40.7,0.9166666666666666,True,1.348314606741573,True,True
2026-01-12_76L2,2026-01-12,L,NEUTRAL,14,-205.0,-42.5,-80.0,-80.0,0.375,34.1,0.75,True,0.8421052631578947,True,True
2026-01-13_23S2,2026-01-13,S,BULL,10,395.0,-205.0,395.0,-217.5,0.267,,0.6842105263157895,False,0.7818930041152263,True,True
2026-01-14_16S2,2026-01-14,S,BEAR,10,-205.0,-205.0,-680.0,-680.0,0.26,,0.8928571428571429,True,1.2227074235807862,True,True
2026-01-14_21S2,2026-01-14,S,BEAR,10,-205.0,-205.0,-305.0,-305.0,0.424,,0.6923076923076923,True,0.7282913165266106,True,True
2026-01-14_37S2,2026-01-14,S,NEUTRAL,11,-205.0,-205.0,-280.0,-280.0,0.304,23.7,0.375,False,0.8450704225352114,True,True
2026-01-15_9L2,2026-01-15,L,NEUTRAL,09,395.0,-205.0,395.0,-317.5,,,0.925925925925926,True,0.8816326530612245,False,False
2026-01-15_24S2,2026-01-15,S,BULL,10,-205.0,-205.0,-255.0,-255.0,0.048,,0.1818181818181817,False,0.7913669064748201,False,True
2026-01-15_76S2,2026-01-15,S,BEAR,14,-205.0,-205.0,-242.5,-242.5,0.722,42.8,0.7619047619047619,True,0.8502024291497976,True,True
2026-01-16_34L2,2026-01-16,L,NEUTRAL,11,-205.0,-205.0,-130.0,-130.0,0.0,15.1,0.6666666666666666,True,0.6417112299465241,True,True
2026-01-16_66S2,2026-01-16,S,BEAR,13,395.0,595.0,395.0,595.0,0.234,10.5,0.25,False,0.631578947368421,True,True
2026-01-20_19L2,2026-01-20,L,NEUTRAL,10,-205.0,-205.0,-467.5,-467.5,0.298,,0.8974358974358975,True,0.9974424552429668,True,True
2026-01-21_11S2,2026-01-21,S,BULL,09,-205.0,-205.0,-555.0,-555.0,0.765,,0.5869565217391304,False,1.0772833723653394,False,False
2026-01-21_40S2,2026-01-21,S,NEUTRAL,11,-205.0,-205.0,-380.0,-380.0,0.082,38.6,0.9375,True,0.7407407407407407,True,True
2026-01-22_15S2,2026-01-22,S,BULL,09,-205.0,-205.0,-217.5,-217.5,0.203,,0.3157894736842105,False,0.4922279792746113,True,True
2026-01-23_6L2,2026-01-23,L,NEUTRAL,11,395.0,195.0,395.0,195.0,,,0.7714285714285715,True,0.8536585365853658,True,False
2026-01-23_26L2,2026-01-23,L,NEUTRAL,10,-205.0,-205.0,-430.0,-430.0,0.056,,0.25,False,1.6,True,True
2026-01-23_52S2,2026-01-23,S,BULL,12,-205.0,-205.0,-217.5,-217.5,0.285,26.0,0.8947368421052632,True,0.7196969696969697,True,True
