Date,dir,net
2026-06-10,L,-205.0
2026-06-15,L,-205.0
2026-06-17,S,-205.0
2026-06-22,S,-205.0
2026-06-22,S,-205.0
2026-06-22,L,-205.0
2026-06-23,S,-205.0
2026-06-23,S,-205.0
2026-06-23,S,-205.0
2026-06-23,L,-205.0
2026-06-23,L,-205.0
2026-06-25,L,-205.0
2026-06-25,L,-205.0
2026-06-26,L,-205.0
2026-06-29,S,-205.0
2026-06-29,S,-205.0
2026-07-01,S,-205.0
2026-07-01,S,-205.0
2026-07-02,S,-205.0
2026-07-06,L,1595.0
2026-07-06,L,-205.0
2026-07-06,L,-205.0
