Date,dir,variant,net
2023-08-25,L,scale2x,1251.2
2023-08-25,L,retest2,1020.0
2023-08-25,L,retest6,1070.0
2023-08-28,S,base,-242.5
2023-08-28,S,be1.0,-17.5
2023-08-28,S,be0.5,-17.5
2023-08-28,S,tight6,-257.8
2023-08-28,S,scale2x,-242.5
2023-08-28,S,retest2,-267.5
2023-08-28,S,retest6,-217.5
2023-08-28,L,base,-792.5
2023-08-28,L,be1.0,-792.5
2023-08-28,L,be0.5,-792.5
2023-08-28,L,tight6,-792.5
2023-08-28,L,scale2x,-792.5
2023-08-28,L,retest2,-792.5
2023-08-28,L,retest6,-792.5
2023-08-31,S,base,232.5
2023-08-31,S,be1.0,232.5
2023-08-31,S,be0.5,-17.5
2023-08-31,S,tight6,95.0
2023-08-31,S,scale2x,232.5
2023-08-31,S,retest2,207.5
2023-08-31,S,retest6,257.5
2023-09-07,S,base,-655.0
2023-09-07,S,be1.0,-655.0
2023-09-07,S,be0.5,-655.0
2023-09-07,S,tight6,-655.0
2023-09-07,S,scale2x,-655.0
2023-09-07,S,retest2,-655.0
2023-09-07,S,retest6,-655.0
2023-09-12,S,base,-505.0
2023-09-12,S,be1.0,-17.5
2023-09-12,S,be0.5,-17.5
2023-09-12,S,tight6,238.8
2023-09-12,S,scale2x,-505.0
2023-09-12,S,retest2,-505.0
2023-09-12,S,retest6,-505.0
2023-09-12,S,base,-505.0
2023-09-12,S,be1.0,-505.0
2023-09-12,S,be0.5,-17.5
2023-09-12,S,tight6,-42.5
2023-09-12,S,scale2x,-505.0
2023-09-12,S,retest2,-505.0
2023-09-12,S,retest6,-505.0
2023-09-12,S,retest2,282.5
2023-09-13,S,base,-455.0
2023-09-13,S,be1.0,-455.0
2023-09-13,S,be0.5,-455.0
2023-09-13,S,tight6,-455.0
2023-09-13,S,scale2x,-455.0
2023-09-13,S,retest2,-455.0
2023-09-13,S,retest6,-455.0
2023-09-15,S,base,520.0
2023-09-15,S,be1.0,520.0
2023-09-15,S,be0.5,520.0
2023-09-15,S,tight6,-255.0
2023-09-15,S,scale2x,688.8
2023-09-15,S,retest2,495.0
2023-09-15,S,retest6,545.0
2023-09-15,S,base,-180.0
2023-09-15,S,be1.0,-180.0
2023-09-15,S,be0.5,-17.5
2023-09-15,S,tight6,-92.5
2023-09-15,S,scale2x,-180.0
2023-09-15,S,retest2,-205.0
2023-09-15,S,retest6,-155.0
2023-09-19,S,base,-480.0
2023-09-19,S,be1.0,-17.5
2023-09-19,S,be0.5,-17.5
2023-09-19,S,tight6,132.5
2023-09-19,S,scale2x,-480.0
2023-09-19,S,retest2,-480.0
2023-09-19,S,retest6,-480.0
2023-09-19,L,base,320.0
2023-09-19,L,be1.0,320.0
2023-09-19,L,be0.5,320.0
2023-09-19,L,tight6,320.0
2023-09-19,L,scale2x,320.0
2023-09-19,L,retest2,295.0
2023-09-19,L,retest6,345.0
2023-09-20,S,base,2732.5
2023-09-20,S,be1.0,-17.5
2023-09-20,S,be0.5,-17.5
2023-09-20,S,tight6,-108.7
2023-09-20,S,scale2x,1845.0
2023-09-20,S,retest2,2707.5
2023-09-20,S,retest6,2757.5
2023-09-20,L,base,-505.0
2023-09-20,L,be1.0,-505.0
2023-09-20,L,be0.5,-505.0
2023-09-20,L,tight6,-242.5
2023-09-20,L,scale2x,-505.0
2023-09-20,L,retest2,-505.0
2023-09-20,L,retest6,-505.0
2023-09-20,L,base,-505.0
2023-09-20,L,be1.0,-505.0
2023-09-20,L,be0.5,-505.0
2023-09-20,L,tight6,-155.0
2023-09-20,L,scale2x,-505.0
2023-09-20,L,retest2,-505.0
2023-09-20,L,retest6,-505.0
2023-09-20,S,base,2345.0
2023-09-20,S,be1.0,2345.0
2023-09-20,S,be0.5,2345.0
2023-09-20,S,tight6,2345.0
2023-09-20,S,scale2x,1651.2
2023-09-20,S,retest2,2320.0
2023-09-20,S,retest6,2370.0
2023-09-22,S,retest2,-555.0
2023-09-22,S,base,-555.0
2023-09-22,S,be1.0,-555.0
2023-09-22,S,be0.5,-555.0
2023-09-22,S,tight6,-555.0
2023-09-22,S,scale2x,-555.0
2023-09-22,S,retest2,-555.0
2023-09-22,S,retest6,-555.0
2023-09-26,S,base,745.0
2023-09-26,S,be1.0,-17.5
2023-09-26,S,be0.5,-17.5
2023-09-26,S,tight6,18.8
2023-09-26,S,scale2x,951.2
2023-09-26,S,retest2,720.0
2023-09-26,S,retest6,770.0
2023-09-26,S,base,257.5
2023-09-26,S,be1.0,257.5
2023-09-26,S,be0.5,257.5
2023-09-26,S,tight6,-267.5
2023-09-26,S,scale2x,257.5
2023-09-26,S,retest2,232.5
2023-09-26,S,retest6,282.5
2023-09-29,S,base,1520.0
2023-09-29,S,be1.0,1520.0
2023-09-29,S,be0.5,-17.5
2023-09-29,S,tight6,126.2
2023-09-29,S,scale2x,1438.8
2023-09-29,S,retest2,1495.0
2023-09-29,S,retest6,1545.0
2023-09-29,S,base,-705.0
2023-09-29,S,be1.0,-705.0
2023-09-29,S,be0.5,-705.0
2023-09-29,S,tight6,-180.0
2023-09-29,S,scale2x,-705.0
2023-09-29,S,retest2,-705.0
2023-09-29,S,retest6,-705.0
2023-09-29,S,base,-705.0
2023-09-29,S,be1.0,-705.0
2023-09-29,S,be0.5,-705.0
2023-09-29,S,tight6,-430.0
2023-09-29,S,scale2x,-705.0
2023-09-29,S,retest2,-705.0
2023-09-29,S,retest6,-705.0
2023-10-03,L,base,-755.0
2023-10-03,L,be1.0,-755.0
2023-10-03,L,be0.5,-755.0
2023-10-03,L,tight6,-230.0
2023-10-03,L,scale2x,-755.0
2023-10-03,L,retest2,-755.0
2023-10-03,L,retest6,-755.0
2023-10-04,S,base,-792.5
2023-10-04,S,be1.0,-792.5
2023-10-04,S,be0.5,-17.5
2023-10-04,S,tight6,-142.5
2023-10-04,S,scale2x,-792.5
2023-10-04,S,retest2,-792.5
2023-10-04,S,retest6,-792.5
2023-10-05,S,base,-780.0
2023-10-05,S,be1.0,-780.0
2023-10-05,S,be0.5,-17.5
2023-10-05,S,tight6,80.0
2023-10-05,S,scale2x,-780.0
2023-10-05,S,retest2,-780.0
2023-10-05,S,retest6,-780.0
2023-10-05,S,base,-780.0
2023-10-05,S,be1.0,-780.0
2023-10-05,S,be0.5,-780.0
2023-10-05,S,tight6,-67.5
2023-10-05,S,scale2x,-780.0
2023-10-05,S,retest2,-780.0
2023-10-05,S,retest6,-780.0
2023-10-05,L,retest2,-80.0
2023-10-06,L,base,57.5
2023-10-06,L,be1.0,57.5
2023-10-06,L,be0.5,-17.5
2023-10-06,L,tight6,380.0
2023-10-06,L,scale2x,57.5
2023-10-06,L,retest2,32.5
2023-10-06,L,retest6,82.5
2023-10-11,S,base,-892.5
2023-10-11,S,be1.0,-892.5
2023-10-11,S,be0.5,-17.5
2023-10-11,S,tight6,-355.0
2023-10-11,S,scale2x,-892.5
2023-10-11,S,retest2,-892.5
2023-10-11,S,retest6,-892.5
2023-10-13,L,base,-355.0
2023-10-13,L,be1.0,-355.0
2023-10-13,L,be0.5,-355.0
2023-10-13,L,tight6,-392.5
2023-10-13,L,scale2x,-355.0
2023-10-13,L,retest2,-380.0
2023-10-13,L,retest6,-330.0
2023-10-19,L,base,-892.5
2023-10-19,L,be1.0,-892.5
2023-10-19,L,be0.5,-892.5
2023-10-19,L,tight6,-892.5
2023-10-19,L,scale2x,-892.5
2023-10-19,L,retest2,-892.5
2023-10-19,L,retest6,-892.5
2023-10-25,S,base,20.0
2023-10-25,S,be1.0,20.0
2023-10-25,S,be0.5,-17.5
2023-10-25,S,tight6,296.2
2023-10-25,S,scale2x,20.0
2023-10-25,S,retest2,-5.0
2023-10-25,S,retest6,45.0
2023-10-25,S,base,-80.0
2023-10-25,S,be1.0,-80.0
2023-10-25,S,be0.5,-17.5
2023-10-25,S,tight6,132.5
2023-10-25,S,scale2x,-80.0
2023-10-25,S,retest2,-105.0
2023-10-27,L,base,-880.0
2023-10-27,L,be1.0,-880.0
2023-10-27,L,be0.5,-880.0
2023-10-27,L,tight6,-455.0
2023-10-27,L,scale2x,-880.0
2023-10-27,L,retest2,-880.0
2023-10-27,L,retest6,-880.0
2023-10-30,S,base,-867.5
2023-10-30,S,be1.0,-867.5
2023-10-30,S,be0.5,-867.5
2023-10-30,S,tight6,-867.5
2023-10-30,S,scale2x,-867.5
2023-10-30,S,retest2,-867.5
2023-10-30,S,retest6,-867.5
2023-10-31,L,retest2,270.0
2023-10-31,L,base,95.0
2023-10-31,L,be1.0,95.0
2023-10-31,L,be0.5,95.0
2023-10-31,L,tight6,380.0
2023-10-31,L,scale2x,95.0
2023-10-31,L,retest2,70.0
2023-10-31,L,retest6,120.0
2023-11-02,L,retest2,620.0
2023-11-02,L,base,170.0
2023-11-02,L,be1.0,170.0
2023-11-02,L,be0.5,170.0
2023-11-02,L,tight6,2.5
2023-11-02,L,scale2x,170.0
2023-11-02,L,retest2,145.0
2023-11-02,L,retest6,195.0
2023-11-06,S,base,-455.0
2023-11-06,S,be1.0,-455.0
2023-11-06,S,be0.5,-455.0
2023-11-06,S,tight6,-292.5
2023-11-06,S,scale2x,-455.0
2023-11-06,S,retest2,-480.0
2023-11-06,S,retest6,-430.0
2023-11-06,S,base,-542.5
2023-11-06,S,be1.0,-542.5
2023-11-06,S,be0.5,-542.5
2023-11-06,S,tight6,32.5
2023-11-06,S,scale2x,-542.5
2023-11-06,S,retest2,-567.5
2023-11-06,S,retest6,-517.5
2023-11-07,L,base,-130.0
2023-11-07,L,be1.0,-130.0
2023-11-07,L,be0.5,-130.0
2023-11-07,L,tight6,-330.0
2023-11-07,L,scale2x,-130.0
2023-11-07,L,retest2,-155.0
2023-11-07,L,retest6,-105.0
2023-11-10,L,base,557.5
2023-11-10,L,be1.0,557.5
2023-11-10,L,be0.5,557.5
2023-11-10,L,tight6,20.0
2023-11-10,L,scale2x,557.5
2023-11-10,L,retest2,532.5
2023-11-10,L,retest6,582.5
2023-11-10,L,base,495.0
2023-11-10,L,be1.0,495.0
2023-11-10,L,be0.5,495.0
2023-11-10,L,tight6,-1.3
2023-11-10,L,scale2x,495.0
2023-11-10,L,retest2,470.0
2023-11-10,L,retest6,520.0
2023-11-13,L,base,-130.0
2023-11-13,L,be1.0,-130.0
2023-11-13,L,be0.5,-130.0
2023-11-13,L,tight6,-108.7
2023-11-13,L,scale2x,-130.0
2023-11-13,L,retest2,-155.0
2023-11-13,L,retest6,-105.0
2023-11-14,L,base,-630.0
2023-11-14,L,be1.0,-630.0
2023-11-14,L,be0.5,-17.5
2023-11-14,L,tight6,57.5
2023-11-14,L,scale2x,-630.0
2023-11-14,L,retest2,-630.0
2023-11-14,L,retest6,-630.0
2023-11-14,L,base,-630.0
2023-11-14,L,be1.0,-630.0
2023-11-14,L,be0.5,-630.0
2023-11-14,L,tight6,-55.0
2023-11-14,L,scale2x,-630.0
2023-11-14,L,retest2,-630.0
2023-11-14,L,retest6,-630.0
2023-11-14,L,base,-630.0
2023-11-14,L,be1.0,-630.0
2023-11-14,L,be0.5,-630.0
2023-11-14,L,tight6,-630.0
2023-11-14,L,scale2x,-630.0
2023-11-14,L,retest2,-630.0
2023-11-14,L,retest6,-630.0
2023-11-17,L,base,70.0
2023-11-17,L,be1.0,-17.5
2023-11-17,L,be0.5,-17.5
2023-11-17,L,tight6,108.7
2023-11-17,L,scale2x,70.0
2023-11-17,L,retest2,45.0
2023-11-17,L,retest6,95.0
2023-11-20,L,base,607.5
2023-11-20,L,be1.0,607.5
2023-11-20,L,be0.5,607.5
2023-11-20,L,tight6,392.5
2023-11-20,L,scale2x,820.0
2023-11-20,L,retest2,582.5
2023-11-20,L,retest6,632.5
2023-11-24,S,base,-67.5
2023-11-24,S,be1.0,-67.5
2023-11-24,S,be0.5,-67.5
2023-11-24,S,tight6,-480.0
2023-11-24,S,scale2x,-67.5
2023-11-24,S,retest2,-92.5
2023-11-24,S,retest6,-42.5
2023-11-28,L,base,545.0
2023-11-28,L,be1.0,545.0
2023-11-28,L,be0.5,-17.5
2023-11-28,L,tight6,150.0
2023-11-28,L,scale2x,545.0
2023-11-28,L,retest2,520.0
2023-11-28,L,retest6,570.0
2023-11-28,L,base,-367.5
2023-11-28,L,be1.0,-17.5
2023-11-28,L,be0.5,-17.5
2023-11-28,L,tight6,283.7
2023-11-28,L,scale2x,-367.5
2023-11-28,L,retest2,-367.5
2023-11-28,L,retest6,-367.5
2023-11-29,S,base,-342.5
2023-11-29,S,be1.0,-342.5
2023-11-29,S,be0.5,-342.5
2023-11-29,S,tight6,-267.5
2023-11-29,S,scale2x,-342.5
2023-11-29,S,retest2,-342.5
2023-11-29,S,retest6,-342.5
2023-11-30,L,base,-367.5
2023-11-30,L,be1.0,-367.5
2023-11-30,L,be0.5,-367.5
2023-11-30,L,tight6,-367.5
2023-11-30,L,scale2x,-367.5
2023-11-30,L,retest2,-367.5
2023-11-30,L,retest6,-367.5
2023-12-01,S,base,-380.0
2023-12-01,S,be1.0,-380.0
2023-12-01,S,be0.5,-380.0
2023-12-01,S,tight6,-292.5
2023-12-01,S,scale2x,-380.0
2023-12-01,S,retest2,-380.0
2023-12-01,S,retest6,-380.0
2023-12-01,L,base,170.0
2023-12-01,L,be1.0,170.0
2023-12-01,L,be0.5,-17.5
2023-12-01,L,tight6,-55.0
2023-12-01,L,scale2x,170.0
2023-12-01,L,retest2,145.0
2023-12-01,L,retest6,195.0
2023-12-04,S,base,-417.5
2023-12-04,S,be1.0,-417.5
2023-12-04,S,be0.5,-417.5
2023-12-04,S,tight6,-317.5
2023-12-04,S,scale2x,-417.5
2023-12-04,S,retest2,-417.5
2023-12-04,S,retest6,-417.5
2023-12-04,L,base,-417.5
2023-12-04,L,be1.0,-417.5
2023-12-04,L,be0.5,-417.5
2023-12-04,L,tight6,-417.5
2023-12-04,L,scale2x,-417.5
2023-12-04,L,retest2,-417.5
2023-12-04,L,retest6,-417.5
2023-12-04,S,base,-417.5
2023-12-04,S,be1.0,-417.5
2023-12-04,S,be0.5,-417.5
2023-12-04,S,tight6,-177.5
2023-12-04,S,scale2x,-417.5
2023-12-04,S,retest2,-417.5
2023-12-04,S,retest6,-417.5
2023-12-05,S,base,-392.5
2023-12-05,S,be1.0,-17.5
2023-12-05,S,be0.5,-17.5
2023-12-05,S,tight6,-130.0
2023-12-05,S,scale2x,-392.5
2023-12-05,S,retest2,-392.5
2023-12-05,S,retest6,-392.5
2023-12-06,S,base,920.0
2023-12-06,S,be1.0,-17.5
2023-12-06,S,be0.5,-17.5
2023-12-06,S,tight6,-11.2
2023-12-06,S,scale2x,838.8
2023-12-06,S,retest2,895.0
2023-12-06,S,retest6,945.0
2023-12-06,S,base,757.5
2023-12-06,S,be1.0,757.5
2023-12-06,S,be0.5,757.5
2023-12-06,S,tight6,757.5
2023-12-06,S,scale2x,757.5
2023-12-06,S,retest2,732.5
2023-12-06,S,retest6,782.5
2023-12-07,L,base,-205.0
2023-12-07,L,be1.0,-205.0
2023-12-07,L,be0.5,-205.0
2023-12-07,L,tight6,-156.2
2023-12-07,L,scale2x,-205.0
2023-12-07,L,retest2,-230.0
2023-12-07,L,retest6,-180.0
2023-12-08,L,base,795.0
2023-12-08,L,be1.0,795.0
2023-12-08,L,be0.5,-17.5
2023-12-08,L,tight6,-105.0
2023-12-08,L,scale2x,838.8
2023-12-08,L,retest2,-467.5
2023-12-08,L,retest6,820.0
2023-12-11,L,retest2,582.5
2023-12-12,L,base,857.5
2023-12-12,L,be1.0,857.5
2023-12-12,L,be0.5,-17.5
2023-12-12,L,tight6,857.5
2023-12-12,L,scale2x,857.5
2023-12-12,L,retest2,832.5
2023-12-12,L,retest6,882.5
2023-12-12,L,base,707.5
2023-12-12,L,be1.0,707.5
2023-12-12,L,be0.5,707.5
2023-12-12,L,tight6,707.5
2023-12-12,L,scale2x,707.5
2023-12-12,L,retest2,682.5
2023-12-12,L,retest6,732.5
2023-12-13,S,base,-542.5
2023-12-13,S,be1.0,-542.5
2023-12-13,S,be0.5,-542.5
2023-12-13,S,tight6,2.5
2023-12-13,S,scale2x,-542.5
2023-12-13,S,retest2,-542.5
2023-12-13,S,retest6,-542.5
2023-12-15,L,base,-592.5
2023-12-15,L,be1.0,-592.5
2023-12-15,L,be0.5,-17.5
2023-12-15,L,tight6,-33.7
2023-12-15,L,scale2x,-592.5
2023-12-15,L,retest2,-592.5
2023-12-15,L,retest6,-592.5
2023-12-15,L,base,-592.5
2023-12-15,L,be1.0,-592.5
2023-12-15,L,be0.5,-592.5
2023-12-15,L,tight6,40.0
2023-12-15,L,scale2x,-592.5
2023-12-15,L,retest2,-592.5
2023-12-15,L,retest6,-592.5
2023-12-15,S,retest2,-55.0
2023-12-19,L,base,107.5
2023-12-19,L,be1.0,107.5
2023-12-19,L,be0.5,107.5
2023-12-19,L,tight6,-292.5
2023-12-19,L,scale2x,107.5
2023-12-19,L,retest2,82.5
2023-12-19,L,retest6,132.5
2023-12-19,L,base,232.5
2023-12-19,L,be1.0,232.5
2023-12-19,L,be0.5,232.5
2023-12-19,L,tight6,40.0
2023-12-19,L,scale2x,232.5
2023-12-19,L,retest2,207.5
2023-12-19,L,base,145.0
2023-12-19,L,be1.0,145.0
2023-12-19,L,be0.5,145.0
2023-12-19,L,tight6,-1.3
2023-12-19,L,scale2x,145.0
2023-12-19,L,retest2,120.0
2023-12-19,L,retest6,170.0
2023-12-28,S,base,7.5
2023-12-28,S,be1.0,7.5
2023-12-28,S,be0.5,-17.5
2023-12-28,S,tight6,-97.5
2023-12-28,S,scale2x,7.5
2023-12-28,S,retest2,-17.5
2023-12-28,S,retest6,32.5
2023-12-29,S,base,270.0
2023-12-29,S,be1.0,-17.5
2023-12-29,S,be0.5,-17.5
2023-12-29,S,tight6,-5.0
2023-12-29,S,scale2x,270.0
2023-12-29,S,retest2,245.0
2023-12-29,S,retest6,295.0
2023-12-29,S,base,-530.0
2023-12-29,S,be1.0,-530.0
2023-12-29,S,be0.5,-530.0
2023-12-29,S,tight6,-167.5
2023-12-29,S,scale2x,-530.0
2023-12-29,S,retest2,-530.0
2023-12-29,S,retest6,-530.0
2023-12-29,L,base,-80.0
2023-12-29,L,be1.0,-80.0
2023-12-29,L,be0.5,-17.5
2023-12-29,L,tight6,5.0
2023-12-29,L,scale2x,-80.0
2023-12-29,L,retest2,-105.0
2023-12-29,L,retest6,-55.0
2024-01-02,L,base,-517.5
2024-01-02,L,be1.0,-517.5
2024-01-02,L,be0.5,-517.5
2024-01-02,L,tight6,-517.5
2024-01-02,L,scale2x,-517.5
2024-01-02,L,retest2,-517.5
2024-01-02,L,retest6,-517.5
2024-01-05,S,base,-567.5
2024-01-05,S,be1.0,-567.5
2024-01-05,S,be0.5,-567.5
2024-01-05,S,tight6,-567.5
2024-01-05,S,scale2x,-567.5
2024-01-05,S,retest2,-567.5
2024-01-05,S,retest6,-567.5
2024-01-11,S,base,-542.5
2024-01-11,S,be1.0,-542.5
2024-01-11,S,be0.5,-542.5
2024-01-11,S,tight6,-167.5
2024-01-11,S,scale2x,-542.5
2024-01-11,S,retest2,-542.5
2024-01-11,S,retest6,-542.5
2024-01-11,L,base,707.5
2024-01-11,L,be1.0,707.5
2024-01-11,L,be0.5,707.5
2024-01-11,L,tight6,430.0
2024-01-11,L,scale2x,870.0
2024-01-11,L,retest2,682.5
2024-01-11,L,retest6,732.5
2024-01-16,L,base,-580.0
2024-01-16,L,be1.0,-580.0
2024-01-16,L,be0.5,-580.0
2024-01-16,L,tight6,-580.0
2024-01-16,L,scale2x,-580.0
2024-01-16,L,retest2,-580.0
2024-01-16,L,retest6,-580.0
2024-01-16,S,base,-442.5
2024-01-16,S,be1.0,-442.5
2024-01-16,S,be0.5,-17.5
2024-01-16,S,tight6,-467.5
2024-01-16,S,scale2x,-442.5
2024-01-16,S,retest2,-580.0
2024-01-16,S,retest6,-417.5
2024-01-17,L,base,-592.5
2024-01-17,L,be1.0,-592.5
2024-01-17,L,be0.5,-17.5
2024-01-17,L,tight6,137.5
2024-01-17,L,scale2x,-592.5
2024-01-17,L,retest2,-592.5
2024-01-17,L,retest6,-592.5
2024-01-18,S,base,-592.5
2024-01-18,S,be1.0,-17.5
2024-01-18,S,be0.5,-17.5
2024-01-18,S,tight6,-177.5
2024-01-18,S,scale2x,-592.5
2024-01-18,S,retest2,-592.5
2024-01-18,S,retest6,-592.5
2024-01-18,S,base,-592.5
2024-01-18,S,be1.0,-592.5
2024-01-18,S,be0.5,-17.5
2024-01-18,S,tight6,61.2
2024-01-18,S,scale2x,-592.5
2024-01-18,S,retest2,-592.5
2024-01-18,S,retest6,-592.5
2024-01-19,L,base,2057.5
2024-01-19,L,be1.0,2057.5
2024-01-19,L,be0.5,-17.5
2024-01-19,L,tight6,2057.5
2024-01-19,L,scale2x,1607.5
2024-01-19,L,retest2,2032.5
2024-01-19,L,retest6,2082.5
2024-01-22,S,base,245.0
2024-01-22,S,be1.0,245.0
2024-01-22,S,be0.5,-17.5
2024-01-22,S,tight6,-17.5
2024-01-22,S,scale2x,245.0
2024-01-22,S,retest2,220.0
2024-01-22,S,retest6,270.0
2024-01-22,S,base,45.0
2024-01-22,S,be1.0,45.0
2024-01-22,S,be0.5,45.0
2024-01-22,S,tight6,-142.5
2024-01-22,S,scale2x,45.0
2024-01-22,S,retest2,20.0
2024-01-22,S,retest6,70.0
2024-01-23,S,base,-567.5
2024-01-23,S,be1.0,-567.5
2024-01-23,S,be0.5,-567.5
2024-01-23,S,tight6,-36.2
2024-01-23,S,scale2x,-567.5
2024-01-23,S,retest2,-567.5
2024-01-23,S,retest6,-567.5
2024-01-23,S,base,-567.5
2024-01-23,S,be1.0,-567.5
2024-01-23,S,be0.5,-567.5
2024-01-23,S,tight6,-5.0
2024-01-23,S,scale2x,-567.5
2024-01-23,S,retest2,-567.5
2024-01-23,S,retest6,-567.5
2024-02-01,L,base,1770.0
2024-02-01,L,be1.0,1770.0
2024-02-01,L,be0.5,-17.5
2024-02-01,L,tight6,1770.0
2024-02-01,L,scale2x,1451.2
2024-02-01,L,retest2,1745.0
2024-02-01,L,retest6,1795.0
2024-02-02,L,base,957.5
2024-02-02,L,be1.0,-17.5
2024-02-02,L,be0.5,-17.5
2024-02-02,L,tight6,310.0
2024-02-02,L,scale2x,1082.5
2024-02-02,L,retest2,932.5
2024-02-02,L,retest6,982.5
2024-02-02,L,base,-630.0
2024-02-02,L,be1.0,-630.0
2024-02-02,L,be0.5,-17.5
2024-02-02,L,tight6,-630.0
2024-02-02,L,scale2x,-630.0
2024-02-02,L,retest2,-630.0
2024-02-02,L,retest6,-630.0
2024-02-08,S,base,-230.0
2024-02-08,S,be1.0,-230.0
2024-02-08,S,be0.5,-17.5
2024-02-08,S,tight6,-155.0
2024-02-08,S,scale2x,-230.0
2024-02-08,S,retest2,-255.0
2024-02-08,S,retest6,-205.0
2024-02-08,L,base,145.0
2024-02-08,L,be1.0,145.0
2024-02-08,L,be0.5,145.0
2024-02-08,L,tight6,-63.8
2024-02-08,L,scale2x,145.0
2024-02-08,L,retest2,120.0
2024-02-08,L,retest6,170.0
2024-02-12,S,base,382.5
2024-02-12,S,be1.0,382.5
2024-02-12,S,be0.5,-17.5
2024-02-12,S,tight6,32.5
2024-02-12,S,scale2x,382.5
2024-02-12,S,retest2,357.5
2024-02-13,S,base,-617.5
2024-02-13,S,be1.0,-17.5
2024-02-13,S,be0.5,-17.5
2024-02-13,S,tight6,437.5
2024-02-13,S,scale2x,-617.5
2024-02-13,S,retest2,-617.5
2024-02-13,S,retest6,-617.5
2024-02-14,L,base,-667.5
2024-02-14,L,be1.0,-667.5
2024-02-14,L,be0.5,-667.5
2024-02-14,L,tight6,-667.5
2024-02-14,L,scale2x,-667.5
2024-02-14,L,retest2,-667.5
2024-02-14,L,retest6,-667.5
2024-02-15,S,base,-642.5
2024-02-15,S,be1.0,-642.5
2024-02-15,S,be0.5,-642.5
2024-02-15,S,tight6,-242.5
2024-02-15,S,scale2x,-642.5
2024-02-15,S,retest2,-642.5
2024-02-15,S,retest6,-642.5
2024-02-15,L,base,470.0
2024-02-15,L,be1.0,470.0
2024-02-15,L,be0.5,-17.5
2024-02-15,L,tight6,80.0
2024-02-15,L,scale2x,470.0
2024-02-15,L,retest2,445.0
2024-02-15,L,retest6,495.0
2024-02-15,L,base,182.5
2024-02-15,L,be1.0,182.5
2024-02-15,L,be0.5,182.5
2024-02-15,L,tight6,-92.5
2024-02-15,L,scale2x,182.5
2024-02-15,L,retest2,157.5
2024-02-21,S,base,-530.0
2024-02-21,S,be1.0,-530.0
2024-02-21,S,be0.5,-17.5
2024-02-21,S,tight6,-217.5
2024-02-21,S,scale2x,-530.0
2024-02-21,S,retest2,-530.0
2024-02-21,S,retest6,-530.0
2024-02-26,S,base,582.5
2024-02-26,S,be1.0,582.5
2024-02-26,S,be0.5,582.5
2024-02-26,S,tight6,-35.0
2024-02-26,S,scale2x,582.5
2024-02-26,S,retest2,557.5
2024-02-26,S,retest6,607.5
2024-02-27,L,base,-592.5
2024-02-27,L,be1.0,-592.5
2024-02-27,L,be0.5,-592.5
2024-02-27,L,tight6,-32.5
2024-02-27,L,scale2x,-592.5
2024-02-27,L,retest2,-592.5
2024-02-27,L,retest6,-592.5
2024-02-29,S,base,-505.0
2024-02-29,S,be1.0,-17.5
2024-02-29,S,be0.5,-17.5
2024-02-29,S,tight6,13.8
2024-02-29,S,scale2x,226.2
2024-02-29,S,retest2,-505.0
2024-02-29,S,retest6,-505.0
2024-02-29,S,base,-505.0
2024-02-29,S,be1.0,-505.0
2024-02-29,S,be0.5,-505.0
2024-02-29,S,tight6,-180.0
2024-02-29,S,scale2x,-505.0
2024-02-29,S,retest2,-505.0
2024-02-29,S,retest6,-505.0
2024-03-01,L,base,307.5
2024-03-01,L,be1.0,307.5
2024-03-01,L,be0.5,307.5
2024-03-01,L,tight6,-33.7
2024-03-01,L,scale2x,307.5
2024-03-01,L,retest2,282.5
2024-03-01,L,retest6,332.5
2024-03-04,L,base,-355.0
2024-03-04,L,be1.0,-17.5
2024-03-04,L,be0.5,-17.5
2024-03-04,L,tight6,-157.5
2024-03-04,L,scale2x,-355.0
2024-03-04,L,retest2,-380.0
2024-03-04,L,retest6,-330.0
2024-03-04,L,base,-530.0
2024-03-04,L,be1.0,-17.5
2024-03-04,L,be0.5,-17.5
2024-03-04,L,tight6,-205.0
2024-03-04,L,scale2x,-530.0
2024-03-04,L,retest2,-530.0
2024-03-04,L,retest6,-530.0
2024-03-06,S,base,-580.0
2024-03-06,S,be1.0,-580.0
2024-03-06,S,be0.5,-580.0
2024-03-06,S,tight6,-580.0
2024-03-06,S,scale2x,-580.0
2024-03-06,S,retest2,-580.0
2024-03-06,S,retest6,-580.0
2024-03-06,S,base,-217.5
2024-03-06,S,be1.0,-217.5
2024-03-06,S,be0.5,-17.5
2024-03-06,S,tight6,-217.5
2024-03-06,S,scale2x,-217.5
2024-03-06,S,retest2,-242.5
2024-03-06,S,retest6,-192.5
2024-03-06,S,base,-267.5
2024-03-06,S,be1.0,-267.5
2024-03-06,S,be0.5,-17.5
2024-03-06,S,tight6,-67.5
2024-03-06,S,scale2x,-267.5
2024-03-06,S,retest2,-292.5
2024-03-06,S,retest6,-242.5
2024-03-07,L,base,-55.0
2024-03-07,L,be1.0,-17.5
2024-03-07,L,be0.5,-17.5
2024-03-07,L,tight6,43.8
2024-03-07,L,scale2x,-55.0
2024-03-07,L,retest2,-80.0
2024-03-07,L,retest6,-30.0
2024-03-07,L,base,-580.0
2024-03-07,L,be1.0,-580.0
2024-03-07,L,be0.5,-580.0
2024-03-07,L,tight6,-580.0
2024-03-07,L,scale2x,-580.0
2024-03-07,L,retest2,-580.0
2024-03-07,L,retest6,-580.0
