Date,gap,s0.2,s0.3,s0.4,s0.5
2021-07-06,0.04013285358427899,675.0,675.0,675.0,675.0
2021-07-09,0.08857763691473018,560.0,560.0,560.0,560.0
2021-07-09,0.08857763691473018,85.0,85.0,85.0,85.0
2021-07-13,0.14807705491190787,-530.0,-790.0,-1045.0,-1305.0
2021-07-13,0.14807705491190787,-530.0,-790.0,-1045.0,-1305.0
2021-07-16,0.32137487758789535,-605.0,-900.0,-1200.0,-1495.0
2021-07-19,0.7671711776701857,-650.0,-970.0,-1290.0,-1610.0
2021-07-20,0.19821605550049554,230.0,230.0,230.0,230.0
2021-07-21,0.12445894928989257,1060.0,1060.0,1060.0,1060.0
2021-07-23,0.22269280688571624,2215.0,2215.0,2215.0,2215.0
2021-07-23,0.22269280688571624,-120.0,-120.0,-120.0,-120.0
2021-07-23,0.22269280688571624,-280.0,-280.0,-280.0,-280.0
2021-07-29,0.0667593122428404,1450.0,1450.0,1450.0,1450.0
2021-08-04,0.033981704250431566,-645.0,-480.0,-480.0,-480.0
2021-08-10,0.11771710010012719,-585.0,-875.0,-1165.0,-400.0
2021-08-10,0.11771710010012719,470.0,470.0,470.0,470.0
2021-08-11,0.3112301064162329,300.0,300.0,300.0,300.0
2021-08-11,0.3112301064162329,-520.0,-775.0,-395.0,-395.0
2021-08-12,0.05581724616766956,385.0,385.0,385.0,385.0
2021-08-12,0.05581724616766956,20.0,20.0,20.0,20.0
2021-08-16,0.24622544509984307,-510.0,-760.0,-1010.0,-1260.0
2021-08-24,0.06291749775772747,20.0,20.0,20.0,20.0
2021-08-24,0.06291749775772747,-160.0,-160.0,-160.0,-160.0
2021-08-25,0.07083383451612472,-200.0,-200.0,-200.0,-200.0
2021-09-03,0.20187093454367933,680.0,680.0,680.0,680.0
2021-09-03,0.20187093454367933,-5.0,-5.0,-5.0,-5.0
2021-09-09,0.10017002543791435,1220.0,1220.0,1220.0,1220.0
2021-09-09,0.10017002543791435,520.0,520.0,520.0,520.0
2021-09-10,0.40172318101329385,-505.0,2495.0,2495.0,2495.0
2021-09-10,0.40172318101329385,-505.0,-755.0,-1005.0,-1255.0
2021-09-14,0.28317689914648086,415.0,415.0,415.0,415.0
2021-09-15,0.03330890680167877,560.0,560.0,560.0,560.0
2021-09-16,0.3074517287533628,-630.0,-940.0,-1250.0,-1560.0
2021-09-16,0.3074517287533628,-630.0,-940.0,-1250.0,-1560.0
2021-09-16,0.3074517287533628,1510.0,1510.0,1510.0,1510.0
2021-09-16,0.3074517287533628,360.0,360.0,360.0,360.0
2021-09-17,0.08084181509754028,-660.0,-105.0,-105.0,-105.0
2021-09-20,1.2106926662023894,-695.0,-1035.0,-1375.0,-1220.0
2021-09-22,0.4333015397193078,835.0,835.0,835.0,835.0
2021-09-27,0.7025667103819286,-815.0,-1215.0,-440.0,-440.0
2021-09-29,0.3283075607300015,-830.0,-1240.0,255.0,255.0
2021-09-29,0.3283075607300015,-830.0,-1240.0,-1650.0,-2060.0
2021-10-04,0.34057691247035465,1050.0,1050.0,1050.0,1050.0
2021-10-05,0.10782652532523002,-390.0,-390.0,-390.0,-390.0
2021-10-05,0.10782652532523002,-870.0,-1305.0,-1125.0,-1125.0
2021-10-07,0.6758713913295356,1585.0,1585.0,1585.0,1585.0
2021-10-12,0.38353964166043586,-960.0,1065.0,1065.0,1065.0
2021-10-13,0.7411630558722919,-920.0,-1370.0,-890.0,-890.0
2021-10-14,0.8800121380984566,1275.0,1275.0,1275.0,1275.0
2021-10-14,0.8800121380984566,335.0,335.0,335.0,335.0
2021-10-15,0.21586836102965137,-875.0,-1305.0,-1505.0,-1505.0
2021-10-18,0.3283384453242173,1655.0,1655.0,1655.0,1655.0
2021-10-18,0.3283384453242173,955.0,955.0,955.0,955.0
2021-10-19,0.186219739292365,1400.0,1400.0,1400.0,1400.0
2021-10-19,0.186219739292365,880.0,880.0,880.0,880.0
2021-10-19,0.186219739292365,655.0,655.0,655.0,655.0
2021-10-19,0.186219739292365,490.0,490.0,490.0,490.0
2021-10-19,0.186219739292365,510.0,510.0,510.0,510.0
2021-10-21,0.0640905813549817,-640.0,-960.0,-65.0,-65.0
2021-10-22,0.05053997978400809,-645.0,-965.0,-1280.0,-385.0
2021-10-25,0.37030105341960323,2255.0,2255.0,2255.0,2255.0
2021-10-25,0.37030105341960323,-660.0,-985.0,245.0,245.0
2021-10-26,0.44760504813740676,-660.0,-985.0,-30.0,-30.0
2021-11-01,0.04553911810245,-725.0,-1085.0,-1440.0,-1360.0
2021-11-01,0.04553911810245,-725.0,-1085.0,-1440.0,365.0
2021-11-03,0.1177368645767295,2095.0,2095.0,2095.0,2095.0
2021-11-08,0.044402719983761295,-725.0,80.0,80.0,80.0
2021-11-12,0.18041237113402062,305.0,305.0,305.0,305.0
2021-11-12,0.18041237113402062,70.0,70.0,70.0,70.0
2021-11-15,0.232614613821398,-665.0,-665.0,-665.0,-665.0
2021-11-15,0.232614613821398,-730.0,-1090.0,-1260.0,-1260.0
2021-11-19,0.3489587926277731,-730.0,80.0,80.0,80.0
2021-11-26,0.1483002509696555,-830.0,-1240.0,-1650.0,-2065.0
2021-12-06,0.25063643282681153,-1435.0,1885.0,1885.0,1885.0
2021-12-07,1.4949668580953497,990.0,990.0,990.0,990.0
2021-12-09,0.2101611657614544,3135.0,3135.0,3135.0,3135.0
2021-12-09,0.2101611657614544,2035.0,2035.0,2035.0,2035.0
2021-12-10,0.6523633753716805,-1415.0,-2115.0,-1860.0,-1860.0
2021-12-13,0.029209687456344217,1525.0,1525.0,1525.0,1525.0
2021-12-14,1.0398992236104683,-1340.0,-2005.0,-2675.0,-3340.0
2021-12-14,1.0398992236104683,-1340.0,-2005.0,-2675.0,-3340.0
2021-12-15,0.0738849209949836,-1290.0,-1935.0,-2575.0,-3215.0
2021-12-22,0.046545905899693575,-1280.0,-1915.0,-2545.0,-2440.0
2021-12-31,0.16157535975763695,830.0,830.0,830.0,830.0
2021-12-31,0.16157535975763695,705.0,705.0,705.0,705.0
2022-01-04,0.07805123686032606,-835.0,-1250.0,-1660.0,-2075.0
2022-01-04,0.07805123686032606,-835.0,-1250.0,-1660.0,-2075.0
2022-01-07,0.13318013265785764,-970.0,-1450.0,155.0,155.0
2022-01-11,0.18060297665344002,1175.0,1175.0,1175.0,1175.0
2022-01-13,0.19062933616899874,-1225.0,-1830.0,-2440.0,-3045.0
2022-01-18,0.009229714406265658,3570.0,3570.0,3570.0,3570.0
2022-01-20,0.7077746532447595,9560.0,9560.0,9560.0,9560.0
2022-01-24,1.2987378067635567,-1575.0,-2360.0,-3140.0,-3925.0
2022-01-24,1.2987378067635567,-1575.0,-2360.0,-3140.0,-3925.0
2022-01-24,1.2987378067635567,-1575.0,8210.0,8210.0,8210.0
2022-01-28,0.3598054172303618,-1965.0,-2940.0,3550.0,3550.0
2022-01-28,0.3598054172303618,-1965.0,-2940.0,3240.0,3240.0
2022-02-02,0.5725372081349126,4030.0,4030.0,4030.0,4030.0
2022-02-02,0.5725372081349126,-2055.0,-3080.0,-4100.0,-4095.0
2022-02-07,0.27603617599733676,-1960.0,-90.0,-90.0,-90.0
2022-02-09,0.9873099600933457,1930.0,1930.0,1930.0,1930.0
2022-02-09,0.9873099600933457,680.0,680.0,680.0,680.0
2022-02-14,0.17750639023004827,-1510.0,-2260.0,-3010.0,-3760.0
2022-02-14,0.17750639023004827,-1510.0,-2260.0,-3010.0,-3760.0
2022-02-15,1.2028539411906551,890.0,890.0,890.0,890.0
2022-02-22,0.9074175271074809,-1295.0,-1935.0,-2575.0,-3220.0
2022-02-22,0.9074175271074809,-1295.0,-1935.0,-2575.0,-3220.0
2022-02-23,0.3236245954692557,-1335.0,-1995.0,4465.0,4465.0
2022-02-24,2.6919434085124014,-1425.0,-2135.0,-2840.0,-3550.0
2022-02-24,2.6919434085124014,5555.0,5555.0,5555.0,5555.0
2022-02-25,0.5255309599988418,1305.0,1305.0,1305.0,1305.0
2022-02-25,0.5255309599988418,-1720.0,800.0,800.0,800.0
2022-03-02,0.17527224664540414,975.0,975.0,975.0,975.0
2022-03-04,0.6646473636611591,-625.0,-625.0,-625.0,-625.0
2022-03-08,0.02851910780222749,760.0,760.0,760.0,760.0
2022-03-08,0.02851910780222749,-1810.0,-2715.0,-3615.0,2185.0
2022-03-10,0.9434376234148054,-1775.0,-2660.0,-3545.0,-4430.0
2022-03-10,0.9434376234148054,-1775.0,-2660.0,-3545.0,-3260.0
2022-03-10,0.9434376234148054,-35.0,-35.0,-35.0,-35.0
2022-03-11,0.7731692561934694,-1505.0,2690.0,2690.0,2690.0
2022-03-11,0.7731692561934694,2940.0,2940.0,2940.0,2940.0
2022-03-14,0.33890171850163453,-1535.0,-2300.0,-3060.0,-3825.0
2022-03-18,0.3219575016097875,3435.0,3435.0,3435.0,3435.0
2022-03-18,0.3219575016097875,2160.0,2160.0,2160.0,2160.0
2022-03-21,0.2389990158864052,-1675.0,-2505.0,-3075.0,-3075.0
2022-03-23,0.6920943134535368,-1450.0,-2175.0,-2895.0,-3615.0
2022-03-23,0.6920943134535368,1305.0,1305.0,1305.0,1305.0
2022-03-25,0.03172238773033212,-1465.0,-2195.0,-2255.0,-2255.0
2022-03-28,0.024838206681477598,2765.0,2765.0,2765.0,2765.0
2022-03-28,0.024838206681477598,2495.0,2495.0,2495.0,2495.0
2022-03-29,0.8895003541655314,-1350.0,-2020.0,-2690.0,-1945.0
2022-03-29,0.8895003541655314,-1350.0,-2020.0,-2690.0,-3360.0
2022-04-01,0.10526603598184502,-1145.0,-1710.0,-1320.0,-1320.0
2022-04-01,0.10526603598184502,-1145.0,-1710.0,-2280.0,-1740.0
2022-04-07,0.20701906533689557,-1080.0,-1615.0,-2150.0,-2685.0
2022-04-07,0.20701906533689557,-1080.0,-1615.0,-2150.0,-2685.0
2022-04-07,0.20701906533689557,980.0,980.0,980.0,980.0
2022-04-12,1.1486146095717884,-1020.0,-1525.0,-2030.0,2960.0
2022-04-14,0.04264998578333807,3255.0,3255.0,3255.0,3255.0
2022-04-14,0.04264998578333807,-1135.0,1815.0,1815.0,1815.0
2022-04-18,0.2071923266394274,-1185.0,-1775.0,-2360.0,-2950.0
2022-04-21,0.6368330464716008,8545.0,8545.0,8545.0,8545.0
2022-04-21,0.6368330464716008,7335.0,7335.0,7335.0,7335.0
2022-04-21,0.6368330464716008,4400.0,4400.0,4400.0,4400.0
2022-04-27,0.7948465654018818,-1645.0,-2465.0,-140.0,-140.0
2022-04-28,0.6479711068621202,-1620.0,-2420.0,-2740.0,-2740.0
2022-04-28,0.6479711068621202,-1620.0,-2420.0,-3225.0,-3175.0
2022-05-02,0.37491741061139194,-1775.0,-1250.0,-1250.0,-1250.0
2022-05-02,0.37491741061139194,-1775.0,-2660.0,-3540.0,-4425.0
2022-05-02,0.37491741061139194,-1775.0,-2660.0,-3540.0,-4425.0
2022-05-04,0.07126827197185662,-1760.0,-2635.0,7810.0,7810.0
2022-05-04,0.07126827197185662,-1760.0,-2635.0,7760.0,7760.0
2022-05-09,1.2100677637947725,2425.0,2425.0,2425.0,2425.0
2022-05-09,1.2100677637947725,215.0,215.0,215.0,215.0
2022-05-12,1.4400182033903814,-1915.0,-2865.0,-1975.0,-1975.0
2022-05-18,1.2379189155265469,3835.0,3835.0,3835.0,3835.0
2022-05-23,0.4395351134231061,-1600.0,720.0,720.0,720.0
2022-05-23,0.4395351134231061,820.0,820.0,820.0,820.0
2022-05-24,1.5303806497633097,-1550.0,1080.0,1080.0,1080.0
2022-05-27,0.9874053803191063,-1420.0,-2125.0,-2350.0,-2350.0
2022-06-01,0.5401017764041085,-1450.0,-2175.0,-2895.0,-1105.0
2022-06-10,1.5422480062648831,-30.0,-30.0,-30.0,-30.0
2022-06-10,1.5422480062648831,-1365.0,-1030.0,-1030.0,-1030.0
2022-06-13,2.5770740600824533,-1295.0,-1935.0,-2580.0,-3220.0
2022-06-14,0.38627120662957104,-1300.0,-1950.0,-40.0,-40.0
2022-06-15,0.9862873690486331,-1250.0,-1865.0,-2485.0,1815.0
2022-06-17,0.04645241208450898,-1200.0,-1795.0,-1155.0,-1155.0
2022-06-28,0.011364005324848209,2315.0,2315.0,2315.0,2315.0
2022-06-30,0.7582069655057491,1375.0,1375.0,1375.0,1375.0
2022-06-30,0.7582069655057491,-1130.0,-1690.0,-2250.0,-2810.0
2022-07-14,0.6418868487834005,-1100.0,2160.0,2160.0,2160.0
2022-07-18,0.7101439833213891,1690.0,1690.0,1690.0,1690.0
2022-07-19,0.9657479217563822,2570.0,2570.0,2570.0,2570.0
2022-07-21,0.16147672043946998,-1100.0,-815.0,-815.0,-815.0
2022-07-22,0.22792649763428013,450.0,450.0,450.0,450.0
2022-07-26,0.5494155492562984,-1150.0,-690.0,-690.0,-690.0
2022-08-04,0.12056726900064804,-1195.0,-1785.0,-2375.0,-2190.0
2022-08-08,0.3476315709924126,-1095.0,-570.0,-570.0,-570.0
2022-08-11,0.6551492035001122,-1015.0,-1520.0,-2025.0,-2525.0
2022-08-16,0.188152285756284,-925.0,-1385.0,-1840.0,-565.0
2022-08-17,0.7626394982479904,-900.0,-1350.0,-1795.0,-2240.0
2022-08-18,0.09352176236565524,280.0,280.0,280.0,280.0
2022-08-18,0.09352176236565524,-855.0,-1280.0,-855.0,-855.0
2022-08-29,0.672645739910314,-920.0,-1380.0,905.0,905.0
2022-09-07,0.1955225339720403,2310.0,2310.0,2310.0,2310.0
2022-09-07,0.1955225339720403,655.0,655.0,655.0,655.0
2022-09-08,0.516456021043177,-1175.0,-1425.0,-1425.0,-1425.0
2022-09-12,0.3830515392706322,660.0,660.0,660.0,660.0
2022-09-13,2.4310730253353205,4800.0,4800.0,4800.0,4800.0
2022-09-13,2.4310730253353205,3500.0,3500.0,3500.0,3500.0
2022-09-13,2.4310730253353205,-1030.0,2980.0,2980.0,2980.0
2022-09-14,0.31373441487718845,-1135.0,-1695.0,490.0,490.0
2022-09-15,0.597506621019314,-1065.0,-1590.0,715.0,715.0
2022-09-19,0.7586104757359837,-1040.0,2275.0,2275.0,2275.0
2022-09-19,0.7586104757359837,-1040.0,-1560.0,-2075.0,1445.0
2022-09-19,0.7586104757359837,-1040.0,-1560.0,-2075.0,-2590.0
2022-09-20,0.7927427263811703,-60.0,-60.0,-60.0,-60.0
2022-09-20,0.7927427263811703,-975.0,-1455.0,-1940.0,-1790.0
2022-09-21,0.09207043388191967,-955.0,-1430.0,-1905.0,-2375.0
2022-09-21,0.09207043388191967,-955.0,-1430.0,-1905.0,-2375.0
2022-09-21,0.09207043388191967,-955.0,-1430.0,-1905.0,-2375.0
2022-09-27,1.1017865417288781,-1055.0,-1580.0,-1500.0,-1500.0
2022-09-28,0.09929636541062471,2880.0,2880.0,2880.0,2880.0
2022-09-28,0.09929636541062471,2635.0,2635.0,2635.0,2635.0
2022-10-04,1.4002093450246238,-1195.0,-1785.0,-2375.0,-330.0
2022-10-05,1.030426099652609,-1180.0,-1765.0,-2350.0,-2935.0
2022-10-05,1.030426099652609,1240.0,1240.0,1240.0,1240.0
2022-10-06,0.40414542527502006,-1135.0,-1700.0,-1605.0,-1605.0
2022-10-10,0.09231680340004529,-190.0,-190.0,-190.0,-190.0
2022-10-11,0.5175075433302926,-1170.0,-1750.0,-2330.0,-2910.0
2022-10-11,0.5175075433302926,-1170.0,-1750.0,-2330.0,-2910.0
2022-10-12,0.04604622332418312,-1145.0,180.0,180.0,180.0
2022-10-14,0.8345554857182764,1295.0,1295.0,1295.0,1295.0
2022-10-14,0.8345554857182764,1380.0,1380.0,1380.0,1380.0
2022-10-18,1.9328709739097183,-1190.0,-1785.0,-2375.0,-2965.0
2022-10-19,1.0250412768299395,-1270.0,-1895.0,-2525.0,-1300.0
2022-10-20,0.1823613185591719,-1225.0,-1830.0,-2440.0,-3045.0
2022-10-20,0.1823613185591719,810.0,810.0,810.0,810.0
2022-10-21,0.3379908707620474,2840.0,2840.0,2840.0,2840.0
2022-10-21,0.3379908707620474,1225.0,1225.0,1225.0,1225.0
2022-10-27,0.3704270105860563,5265.0,5265.0,5265.0,5265.0
2022-10-27,0.3704270105860563,4685.0,4685.0,4685.0,4685.0
2022-10-27,0.3704270105860563,4500.0,4500.0,4500.0,4500.0
2022-10-27,0.3704270105860563,3750.0,3750.0,3750.0,3750.0
2022-10-28,1.0827046661078512,-1260.0,-1885.0,-2515.0,-3140.0
2022-10-28,1.0827046661078512,1250.0,1250.0,1250.0,1250.0
2022-10-31,0.7504879854613986,-1230.0,-1840.0,-825.0,-825.0
2022-11-03,0.6751396992719774,-1345.0,850.0,850.0,850.0
