Date,sleeve,dir,net,cr0,ps0,hvl0,gw0,cr,ps,hvl,d1_min,d1_max,o,c,hi,lo,rw0,d1w,dh0,qb,qc,outside
2024-07-01,WT,S,-592.5,5530.0,5500.0,5525.0,5530.0,5600.0,5400.0,5525.0,5495.87,5568.13,5999.5,5994.5,6002.0,5967.0,30.0,72.26000000000022,474.5,Q4 far,Q1 narrow,True
2024-07-01,WT,S,-592.5,5530.0,5500.0,5525.0,5530.0,5600.0,5400.0,5525.0,5495.87,5568.13,5999.5,5994.5,6002.0,5967.0,30.0,72.26000000000022,474.5,Q4 far,Q1 narrow,True
2024-07-01,FADE,S,-217.5,5530.0,5500.0,5525.0,5530.0,5600.0,5400.0,5525.0,5495.87,5568.13,5999.5,5994.5,6002.0,5967.0,30.0,72.26000000000022,474.5,Q4 far,Q1 narrow,True
2024-07-03,WT,L,745.0,5600.0,5500.0,5550.0,5600.0,5600.0,5400.0,5545.0,5555.54,5627.46,6026.75,6053.5,6058.25,6026.25,100.0,71.92000000000007,476.75,Q4 far,Q3,True
2024-07-05,WT,L,157.5,5630.0,5490.0,5520.0,5630.0,5650.0,5400.0,5495.0,5578.54,5651.46,6054.75,6081.75,6088.5,6048.0,140.0,72.92000000000007,534.75,Q4 far,Q4 wide,True
2024-07-08,WT,S,20.0,5630.0,5610.0,5615.0,5630.0,5650.0,5400.0,5565.0,5592.05,5664.95,6091.5,6090.25,6100.0,6077.75,20.0,72.89999999999964,476.5,Q4 far,Q1 narrow,True
2024-07-08,WT,S,-142.5,5630.0,5610.0,5615.0,5630.0,5650.0,5400.0,5565.0,5592.05,5664.95,6091.5,6090.25,6100.0,6077.75,20.0,72.89999999999964,476.5,Q4 far,Q1 narrow,True
2024-07-08,WT,S,-255.0,5630.0,5610.0,5615.0,5630.0,5650.0,5400.0,5565.0,5592.05,5664.95,6091.5,6090.25,6100.0,6077.75,20.0,72.89999999999964,476.5,Q4 far,Q1 narrow,True
2024-07-10,WT,L,870.0,5725.0,5700.0,5700.0,5725.0,5750.0,5650.0,5650.0,5647.29,5721.71,6105.75,6146.5,6153.0,6102.75,25.0,74.42000000000007,405.75,Q4 far,Q1 narrow,True
2024-07-10,WT,L,695.0,5725.0,5700.0,5700.0,5725.0,5750.0,5650.0,5650.0,5647.29,5721.71,6105.75,6146.5,6153.0,6102.75,25.0,74.42000000000007,405.75,Q4 far,Q1 narrow,True
2024-07-15,WT,S,-605.0,5700.0,5650.0,5685.0,5700.0,5700.0,5600.0,5625.0,5649.8,5726.7,6153.0,6147.75,6181.25,6128.5,50.0,76.89999999999964,468.0,Q4 far,Q1 narrow,True
2024-07-16,WT,S,-630.0,5710.0,5675.0,5690.0,5710.0,5710.0,5600.0,5625.0,5676.94,5754.06,6160.75,6177.5,6183.75,6152.75,35.0,77.1200000000008,470.75,Q4 far,Q1 narrow,True
2024-07-19,WT,S,1232.5,5650.0,5550.0,5645.0,5650.0,5700.0,5550.0,5635.0,5507.71,5597.79,6049.75,6010.75,6067.25,6004.5,100.0,90.07999999999993,404.75,Q4 far,Q3,True
2024-07-19,WT,S,307.5,5650.0,5550.0,5645.0,5650.0,5700.0,5550.0,5635.0,5507.71,5597.79,6049.75,6010.75,6067.25,6004.5,100.0,90.07999999999993,404.75,Q4 far,Q3,True
2024-07-25,WT,L,-892.5,5600.0,5400.0,5500.0,5600.0,5700.0,5400.0,5540.0,5394.13,5495.37,5934.25,5907.0,5995.75,5895.0,200.0,101.23999999999978,434.25,Q4 far,Q4 wide,True
2024-07-25,WT,S,2007.5,5600.0,5400.0,5500.0,5600.0,5700.0,5400.0,5540.0,5394.13,5495.37,5934.25,5907.0,5995.75,5895.0,200.0,101.23999999999978,434.25,Q4 far,Q4 wide,True
2024-07-30,WT,S,3045.0,5500.0,5400.0,5455.0,5500.0,5500.0,5400.0,5495.0,5401.76,5502.24,5978.75,5906.5,5990.0,5895.5,100.0,100.47999999999956,523.75,Q4 far,Q3,True
2024-08-01,FADE,S,-217.5,5550.0,5400.0,5520.0,5550.0,5700.0,5400.0,5540.0,5418.61,5523.89,6040.5,5927.5,6063.25,5907.25,150.0,105.28000000000065,520.5,Q4 far,Q4 wide,True
2024-08-20,WT,S,-367.5,5645.0,5610.0,5610.0,5645.0,5650.0,5400.0,5585.0,5575.38,5664.62,6088.5,6087.75,6106.25,6070.25,35.0,89.23999999999978,478.5,Q4 far,Q1 narrow,True
2024-08-21,WT,S,-367.5,5670.0,5600.0,5620.0,5670.0,5700.0,5400.0,5585.0,5596.6,5686.4,6093.75,6102.75,6117.75,6076.0,70.0,89.79999999999927,473.75,Q4 far,Q2,True
2024-08-22,WT,S,2170.0,5650.0,5585.0,5585.0,5650.0,5650.0,5400.0,5585.0,5550.89,5646.11,6121.25,6060.5,6127.75,6045.25,65.0,95.21999999999935,536.25,Q4 far,Q2,True
2024-08-26,WT,S,457.5,5630.0,5600.0,5625.0,5630.0,5700.0,5400.0,5625.0,5584.32,5674.68,6123.5,6093.5,6131.5,6082.25,30.0,90.36000000000058,498.5,Q4 far,Q1 narrow,True
2024-08-26,WT,S,-392.5,5630.0,5600.0,5625.0,5630.0,5700.0,5400.0,5625.0,5584.32,5674.68,6123.5,6093.5,6131.5,6082.25,30.0,90.36000000000058,498.5,Q4 far,Q1 narrow,True
2024-08-27,WT,L,107.5,5670.0,5635.0,5635.0,5670.0,5700.0,5400.0,5635.0,5599.57,5686.43,6085.75,6107.0,6112.0,6074.0,35.0,86.86000000000058,450.75,Q4 far,Q1 narrow,True
2024-08-28,WT,S,-767.5,5675.0,5545.0,5610.0,5675.0,5700.0,5400.0,5610.0,5545.89,5641.11,6102.5,6068.75,6107.0,6040.0,130.0,95.21999999999935,492.5,Q4 far,Q4 wide,True
2024-08-29,WT,L,-792.5,5650.0,5550.0,5620.0,5650.0,5700.0,5400.0,5620.0,5574.8,5661.2,6093.0,6080.25,6126.25,6060.5,100.0,86.39999999999964,473.0,Q4 far,Q3,True
2024-08-30,WT,S,-817.5,5670.0,5625.0,5630.0,5670.0,5700.0,5400.0,5625.0,5616.07,5696.93,6093.75,6116.75,6127.5,6056.75,45.0,80.86000000000058,463.75,Q4 far,Q1 narrow,True
2024-09-04,FADE,S,-217.5,5575.0,5500.0,5560.0,5575.0,5600.0,5400.0,5570.0,5469.8,5584.7,5985.25,5984.5,6027.5,5977.5,75.0,114.89999999999964,425.25,Q4 far,Q2,True
2024-09-06,WT,S,282.5,5600.0,5350.0,5550.0,5600.0,5650.0,5400.0,5530.0,5337.15,5470.35,5978.0,5878.0,5995.0,5872.75,250.0,133.20000000000073,428.0,Q4 far,Q4 wide,True
2024-09-10,FADE,S,-217.5,5550.0,5450.0,5490.0,5550.0,5550.0,5400.0,5490.0,5439.2,5559.8,5960.75,5964.5,5968.5,5910.75,100.0,120.60000000000036,470.75,Q4 far,Q3,True
2024-09-17,WT,S,-292.5,5750.0,5600.0,5625.0,5750.0,5800.0,5600.0,5615.0,5652.41,5750.09,6123.75,6104.5,6138.75,6079.5,150.0,97.68000000000029,498.75,Q4 far,Q4 wide,True
2024-09-18,WT,L,-1067.5,5750.0,5600.0,5690.0,5750.0,5800.0,5600.0,5690.0,5639.63,5739.87,6109.0,6092.5,6157.5,6077.0,150.0,100.23999999999978,419.0,Q4 far,Q4 wide,True
2024-09-23,WT,S,-417.5,5800.0,5700.0,5770.0,5800.0,5800.0,5775.0,5775.0,5724.42,5825.08,6176.25,6177.5,6186.25,6162.75,100.0,100.65999999999985,406.25,Q4 far,Q3,True
2024-09-24,FADE,S,-217.5,5800.0,5725.0,5775.0,5800.0,5800.0,5725.0,5775.0,5743.21,5842.29,6186.0,6192.25,6196.0,6156.5,75.0,99.07999999999993,411.0,Q4 far,Q2,True
2024-09-24,WT,L,182.5,5800.0,5725.0,5775.0,5800.0,5800.0,5725.0,5775.0,5743.21,5842.29,6186.0,6192.25,6196.0,6156.5,75.0,99.07999999999993,411.0,Q4 far,Q2,True
2024-09-25,WT,S,245.0,5800.0,5770.0,5780.0,5800.0,5800.0,5775.0,5775.0,5732.83,5833.67,6192.25,6186.0,6200.5,6169.75,30.0,100.84000000000015,412.25,Q4 far,Q1 narrow,True
2024-09-25,WT,S,-355.0,5800.0,5770.0,5780.0,5800.0,5800.0,5775.0,5775.0,5732.83,5833.67,6192.25,6186.0,6200.5,6169.75,30.0,100.84000000000015,412.25,Q4 far,Q1 narrow,True
2024-09-27,WT,S,520.0,5800.0,5755.0,5755.0,5800.0,5800.0,5600.0,5770.0,5731.22,5840.28,6213.25,6191.5,6223.25,6183.75,45.0,109.05999999999949,458.25,Q4 far,Q1 narrow,True
2024-10-01,FADE,S,-217.5,5830.0,5750.0,5775.0,5830.0,5800.0,5700.0,5785.0,5699.98,5816.52,6210.25,6162.75,6211.25,6134.75,80.0,116.54000000000087,435.25,Q4 far,Q3,True
2024-10-02,WT,L,945.0,5800.0,5675.0,5780.0,5800.0,5800.0,5700.0,5785.0,5713.16,5826.84,6151.5,6167.5,6174.0,6125.75,125.0,113.68000000000029,371.5,Q3,Q3,True
2024-10-02,WT,L,-755.0,5800.0,5675.0,5780.0,5800.0,5800.0,5700.0,5785.0,5713.16,5826.84,6151.5,6167.5,6174.0,6125.75,125.0,113.68000000000029,371.5,Q3,Q3,True
2024-10-02,WT,L,-755.0,5800.0,5675.0,5780.0,5800.0,5800.0,5700.0,5785.0,5713.16,5826.84,6151.5,6167.5,6174.0,6125.75,125.0,113.68000000000029,371.5,Q3,Q3,True
2024-10-02,WT,L,-755.0,5800.0,5675.0,5780.0,5800.0,5800.0,5700.0,5785.0,5713.16,5826.84,6151.5,6167.5,6174.0,6125.75,125.0,113.68000000000029,371.5,Q3,Q3,True
2024-10-03,WT,L,-705.0,5800.0,5700.0,5765.0,5800.0,5800.0,5700.0,5745.0,5683.92,5804.08,6146.25,6152.75,6171.75,6127.5,100.0,120.15999999999985,381.25,Q4 far,Q3,True
2024-10-08,WT,L,720.0,5810.0,5760.0,5795.0,5810.0,5900.0,5750.0,5795.0,5739.82,5856.68,6174.25,6201.75,6208.5,6165.5,50.0,116.86000000000058,379.25,Q4 far,Q1 narrow,True
2024-10-09,WT,L,95.0,5850.0,5775.0,5810.0,5850.0,5900.0,5750.0,5795.0,5779.78,5893.22,6201.25,6236.25,6248.25,6195.5,75.0,113.44000000000051,391.25,Q4 far,Q2,True
2024-10-11,WT,L,-30.0,5875.0,5805.0,5805.0,5875.0,5900.0,5750.0,5795.0,5796.84,5909.66,6226.0,6257.5,6270.0,6225.0,70.0,112.81999999999971,421.0,Q4 far,Q2,True
2024-10-15,WT,S,1270.0,5885.0,5800.0,5860.0,5885.0,5900.0,5750.0,5855.0,5803.51,5917.99,6312.75,6261.0,6315.75,6251.75,85.0,114.47999999999956,452.75,Q4 far,Q3,True
2024-10-15,WT,S,1245.0,5885.0,5800.0,5860.0,5885.0,5900.0,5750.0,5855.0,5803.51,5917.99,6312.75,6261.0,6315.75,6251.75,85.0,114.47999999999956,452.75,Q4 far,Q3,True
2024-10-18,WT,L,-55.0,5900.0,5800.0,5885.0,5900.0,6000.0,5850.0,5885.0,5857.41,5957.59,6303.25,6309.5,6317.25,6288.25,100.0,100.18000000000029,418.25,Q4 far,Q3,True
2024-10-25,WT,S,1682.5,5900.0,5850.0,5860.0,5900.0,6000.0,5750.0,5855.0,5786.4,5896.6,6271.75,6243.75,6302.5,6236.75,50.0,110.20000000000073,411.75,Q4 far,Q1 narrow,True
2024-10-29,WT,L,782.5,5925.0,5900.0,5900.0,5925.0,6000.0,5800.0,5875.0,5823.76,5932.24,6253.75,6284.0,6285.5,6239.25,25.0,108.47999999999956,353.75,Q3,Q1 narrow,True
2024-10-29,WT,L,407.5,5925.0,5900.0,5900.0,5925.0,6000.0,5800.0,5875.0,5823.76,5932.24,6253.75,6284.0,6285.5,6239.25,25.0,108.47999999999956,353.75,Q3,Q1 narrow,True
2024-10-30,WT,S,1182.5,5900.0,5800.0,5855.0,5900.0,5900.0,5800.0,5855.0,5788.87,5901.63,6268.0,6246.75,6288.5,6242.0,100.0,112.76000000000022,413.0,Q4 far,Q3,True
2024-11-04,WT,L,-767.5,5785.0,5700.0,5760.0,5785.0,6000.0,5700.0,5780.0,5689.32,5808.68,6159.5,6148.75,6173.25,6126.0,85.0,119.36000000000058,399.5,Q4 far,Q3,True
2024-11-04,WT,L,-767.5,5785.0,5700.0,5760.0,5785.0,6000.0,5700.0,5780.0,5689.32,5808.68,6159.5,6148.75,6173.25,6126.0,85.0,119.36000000000058,399.5,Q4 far,Q3,True
2024-11-08,WT,L,-417.5,6030.0,5985.0,5965.0,6030.0,6000.0,5400.0,5870.0,5978.75,6068.25,6406.5,6428.25,6442.25,6406.5,45.0,89.5,441.5,Q4 far,Q1 narrow,True
2024-11-12,WT,S,357.5,6040.0,5970.0,6005.0,6040.0,6000.0,5970.0,5970.0,5967.41,6057.09,6432.25,6418.25,6438.25,6388.5,70.0,89.68000000000029,427.25,Q4 far,Q2,True
2024-11-13,WT,L,-780.0,6040.0,6000.0,6020.0,6040.0,6000.0,5850.0,5970.0,5974.93,6061.57,6417.75,6421.5,6437.0,6393.5,40.0,86.63999999999942,397.75,Q4 far,Q1 narrow,True
2024-11-13,WT,L,-780.0,6040.0,6000.0,6020.0,6040.0,6000.0,5850.0,5970.0,5974.93,6061.57,6417.75,6421.5,6437.0,6393.5,40.0,86.63999999999942,397.75,Q4 far,Q1 narrow,True
2024-11-14,FADE,S,-217.5,5975.0,5950.0,5970.0,5975.0,6000.0,5950.0,5970.0,5931.34,6017.16,6417.0,6366.5,6422.25,6366.25,25.0,85.81999999999971,447.0,Q4 far,Q1 narrow,True
2024-11-14,WT,L,-780.0,5975.0,5950.0,5970.0,5975.0,6000.0,5950.0,5970.0,5931.34,6017.16,6417.0,6366.5,6422.25,6366.25,25.0,85.81999999999971,447.0,Q4 far,Q1 narrow,True
2024-11-14,FADE,S,-217.5,5975.0,5950.0,5970.0,5975.0,6000.0,5950.0,5970.0,5931.34,6017.16,6417.0,6366.5,6422.25,6366.25,25.0,85.81999999999971,447.0,Q4 far,Q1 narrow,True
2024-11-15,FADE,S,-217.5,5920.0,5900.0,5965.0,5920.0,6000.0,5900.0,5970.0,5852.88,5947.12,6338.5,6302.0,6343.5,6278.5,20.0,94.23999999999978,373.5,Q4 far,Q1 narrow,True
2024-11-21,WT,L,-405.0,6000.0,5975.0,5975.0,6000.0,6000.0,5975.0,5975.0,5918.17,6014.83,6369.5,6371.5,6386.75,6309.0,25.0,96.65999999999985,394.5,Q4 far,Q1 narrow,True
2024-11-22,WT,S,-817.5,6000.0,5900.0,5920.0,6000.0,6000.0,5800.0,5935.0,5948.14,6033.86,6370.0,6389.25,6395.25,6364.5,100.0,85.71999999999935,450.0,Q4 far,Q3,True
2024-11-26,WT,S,-855.0,6060.0,6000.0,6025.0,6060.0,6100.0,5800.0,5995.0,6001.84,6081.16,6420.25,6443.75,6445.75,6413.0,60.0,79.31999999999971,395.25,Q4 far,Q2,True
2024-12-03,FADE,S,-217.5,6075.0,6050.0,6065.0,6075.0,6100.0,6050.0,6055.0,6028.82,6104.68,6460.25,6469.25,6470.0,6449.25,25.0,75.86000000000058,395.25,Q4 far,Q1 narrow,True
2024-12-03,WT,L,370.0,6075.0,6050.0,6065.0,6075.0,6100.0,6050.0,6055.0,6028.82,6104.68,6460.25,6469.25,6470.0,6449.25,25.0,75.86000000000058,395.25,Q4 far,Q1 narrow,True
2024-12-09,WT,L,-455.0,6085.0,6050.0,6075.0,6085.0,6100.0,6020.0,6065.0,6023.88,6102.62,6497.75,6463.25,6499.5,6461.75,35.0,78.73999999999978,422.75,Q4 far,Q1 narrow,True
2024-12-10,WT,L,-417.5,6070.0,6040.0,6060.0,6070.0,6100.0,6040.0,6055.0,6013.6,6091.9,6473.5,6453.75,6477.0,6441.5,30.0,78.29999999999927,413.5,Q4 far,Q1 narrow,True
2024-12-10,WT,S,582.5,6070.0,6040.0,6060.0,6070.0,6100.0,6040.0,6055.0,6013.6,6091.9,6473.5,6453.75,6477.0,6441.5,30.0,78.29999999999927,413.5,Q4 far,Q1 narrow,True
2024-12-11,WT,L,82.5,6090.0,6050.0,6070.0,6090.0,6100.0,6030.0,5995.0,6051.6,6122.9,6477.25,6490.0,6504.25,6474.25,40.0,71.29999999999927,407.25,Q4 far,Q1 narrow,True
2024-12-13,FADE,S,-217.5,6200.0,6050.0,6125.0,6200.0,6200.0,5975.0,6090.0,6081.63,6161.37,6479.0,6451.75,6486.5,6443.0,150.0,79.73999999999978,354.0,Q3,Q4 wide,True
2024-12-16,WT,L,-230.0,6200.0,6050.0,6125.0,6200.0,6250.0,5975.0,6105.0,6108.21,6191.29,6475.5,6480.75,6495.25,6468.0,150.0,83.07999999999993,350.5,Q3,Q4 wide,True
2024-12-17,WT,L,-467.5,6200.0,6050.0,6125.0,6200.0,6200.0,5975.0,6105.0,6082.07,6169.43,6459.0,6456.25,6469.75,6445.75,150.0,87.36000000000058,334.0,Q3,Q4 wide,True
2024-12-18,WT,S,10470.0,6200.0,5950.0,6125.0,6200.0,6300.0,5950.0,6090.0,5876.04,6002.96,6455.5,6261.25,6479.5,6238.0,250.0,126.92000000000007,330.5,Q3,Q4 wide,True
2024-12-31,WT,S,357.5,5985.0,5900.0,5955.0,5985.0,6200.0,5850.0,5980.0,5888.42,5988.08,6304.0,6269.25,6311.75,6248.75,85.0,99.65999999999985,349.0,Q3,Q3,True
2025-01-03,WT,S,-1467.5,6000.0,5950.0,5955.0,6000.0,6200.0,5900.0,5980.0,5936.9,6033.6,6276.5,6317.25,6328.25,6265.5,50.0,96.70000000000073,321.5,Q3,Q1 narrow,True
2025-01-03,WT,S,-505.0,6000.0,5950.0,5955.0,6000.0,6200.0,5900.0,5980.0,5936.9,6033.6,6276.5,6317.25,6328.25,6265.5,50.0,96.70000000000073,321.5,Q3,Q1 narrow,True
2025-01-14,WT,S,-1155.0,5975.0,5850.0,5865.0,5975.0,6200.0,5800.0,5930.0,5837.16,5945.84,6234.25,6222.5,6241.25,6174.0,125.0,108.68000000000029,369.25,Q3,Q3,True
2025-01-14,WT,L,-1155.0,5975.0,5850.0,5865.0,5975.0,6200.0,5800.0,5930.0,5837.16,5945.84,6234.25,6222.5,6241.25,6174.0,125.0,108.68000000000029,369.25,Q3,Q3,True
2025-01-21,WT,L,220.0,6100.0,6000.0,6045.0,6100.0,6100.0,5950.0,6005.0,6046.02,6137.48,6395.25,6419.5,6424.75,6375.0,100.0,91.45999999999913,350.25,Q3,Q3,True
2025-01-24,WT,S,395.0,6150.0,6085.0,6110.0,6150.0,6200.0,5950.0,6055.0,6086.56,6177.44,6483.5,6460.75,6493.75,6453.5,65.0,90.8799999999992,373.5,Q4 far,Q2,True
2025-01-28,WT,S,-705.0,6150.0,6050.0,6085.0,6150.0,6150.0,5950.0,6050.0,6042.34,6140.16,6389.0,6423.5,6437.0,6355.0,100.0,97.81999999999971,304.0,Q3,Q3,True
2025-01-29,FADE,S,-217.5,6100.0,6000.0,6070.0,6100.0,6200.0,5950.0,6065.0,6027.71,6125.29,6418.75,6396.5,6422.75,6373.75,100.0,97.57999999999993,348.75,Q3,Q3,True
2025-01-31,FADE,S,3620.0,6100.0,6000.0,6085.0,6100.0,6200.0,6000.0,6080.0,6015.55,6115.45,6454.0,6395.25,6479.25,6389.25,100.0,99.89999999999964,369.0,Q3,Q3,True
2025-02-05,WT,S,-917.5,6100.0,6125.0,6060.0,6100.0,6100.0,5950.0,6060.0,6041.96,6138.04,6382.5,6420.0,6420.75,6361.0,-25.0,96.07999999999993,322.5,Q3,Q1 narrow,True
2025-02-06,FADE,S,-217.5,6100.0,6000.0,6080.0,6100.0,6150.0,5900.0,6065.0,6046.88,6141.62,6435.25,6425.5,6440.0,6401.5,100.0,94.73999999999978,355.25,Q3,Q3,True
2025-02-10,WT,L,-155.0,6100.0,6085.0,6085.0,6100.0,6200.0,6000.0,6085.0,6040.78,6134.72,6412.25,6415.5,6427.5,6399.25,15.0,93.94000000000051,327.25,Q3,Q1 narrow,True
2025-02-10,WT,L,-292.5,6100.0,6085.0,6085.0,6100.0,6200.0,6000.0,6085.0,6040.78,6134.72,6412.25,6415.5,6427.5,6399.25,15.0,93.94000000000051,327.25,Q3,Q1 narrow,True
2025-02-11,WT,L,295.0,6100.0,6000.0,6075.0,6100.0,6200.0,6000.0,6065.0,6043.25,6137.75,6396.5,6423.75,6430.25,6395.5,100.0,94.5,321.5,Q3,Q3,True
2025-02-11,WT,L,257.5,6100.0,6000.0,6075.0,6100.0,6200.0,6000.0,6065.0,6043.25,6137.75,6396.5,6423.75,6430.25,6395.5,100.0,94.5,321.5,Q3,Q3,True
2025-02-13,WT,L,1345.0,6150.0,6125.0,6085.0,6150.0,6200.0,6000.0,6065.0,6087.1,6177.4,6415.0,6464.25,6469.5,6401.75,25.0,90.29999999999927,330.0,Q3,Q1 narrow,True
2025-02-14,WT,L,-380.0,6185.0,6050.0,6090.0,6185.0,6200.0,5900.0,6065.0,6090.03,6177.97,6466.0,6464.75,6476.75,6457.25,135.0,87.94000000000051,376.0,Q4 far,Q4 wide,True
2025-02-14,WT,L,-192.5,6185.0,6050.0,6090.0,6185.0,6200.0,5900.0,6065.0,6090.03,6177.97,6466.0,6464.75,6476.75,6457.25,135.0,87.94000000000051,376.0,Q4 far,Q4 wide,True
2025-02-14,WT,L,-155.0,6185.0,6050.0,6090.0,6185.0,6200.0,5900.0,6065.0,6090.03,6177.97,6466.0,6464.75,6476.75,6457.25,135.0,87.94000000000051,376.0,Q4 far,Q4 wide,True
2025-02-18,WT,S,-692.5,6175.0,6100.0,6125.0,6175.0,6200.0,6000.0,6125.0,6100.15,6189.35,6474.75,6478.75,6481.0,6449.75,75.0,89.20000000000073,349.75,Q3,Q2,True
2025-02-18,WT,S,-692.5,6175.0,6100.0,6125.0,6175.0,6200.0,6000.0,6125.0,6100.15,6189.35,6474.75,6478.75,6481.0,6449.75,75.0,89.20000000000073,349.75,Q3,Q2,True
2025-02-21,WT,S,3095.0,6135.0,6050.0,6130.0,6135.0,6200.0,6000.0,6095.0,5977.42,6082.08,6464.0,6364.5,6464.5,6356.0,85.0,104.65999999999985,334.0,Q3,Q3,True
2025-02-21,WT,S,782.5,6135.0,6050.0,6130.0,6135.0,6200.0,6000.0,6095.0,5977.42,6082.08,6464.0,6364.5,6464.5,6356.0,85.0,104.65999999999985,334.0,Q3,Q3,True
2025-02-24,FADE,S,-217.5,6050.0,6000.0,6030.0,6050.0,6200.0,6000.0,6055.0,5948.69,6062.31,6381.5,6339.0,6391.5,6326.0,50.0,113.6200000000008,351.5,Q3,Q1 narrow,True
2025-02-25,WT,S,-742.5,6030.0,5975.0,5975.0,6030.0,6100.0,5900.0,6000.0,5920.91,6038.59,6332.0,6309.0,6339.25,6255.5,55.0,117.68000000000029,357.0,Q3,Q2,True
2025-02-26,WT,L,-817.5,6050.0,5900.0,5985.0,6050.0,6100.0,5900.0,6020.0,5932.42,6048.08,6318.75,6307.0,6355.25,6277.0,150.0,115.65999999999985,333.75,Q3,Q4 wide,True
2025-02-26,WT,L,-817.5,6050.0,5900.0,5985.0,6050.0,6100.0,5900.0,6020.0,5932.42,6048.08,6318.75,6307.0,6355.25,6277.0,150.0,115.65999999999985,333.75,Q3,Q4 wide,True
2025-02-28,FADE,S,-217.5,5995.0,5900.0,6000.0,5995.0,6200.0,5900.0,6000.0,5896.61,6019.39,6211.25,6288.75,6302.5,6179.5,95.0,122.78000000000065,211.25,Q2,Q3,True
2025-03-03,WT,L,-1092.5,5930.0,5800.0,5915.0,5930.0,6100.0,5800.0,5980.0,5802.62,5947.38,6316.25,6201.5,6328.5,6153.25,130.0,144.76000000000022,401.25,Q4 far,Q4 wide,True
2025-03-03,WT,S,2357.5,5930.0,5800.0,5915.0,5930.0,6100.0,5800.0,5980.0,5802.62,5947.38,6316.25,6201.5,6328.5,6153.25,130.0,144.76000000000022,401.25,Q4 far,Q4 wide,True
2025-03-05,WT,S,-1492.5,5900.0,5800.0,5840.0,5900.0,6000.0,5800.0,5940.0,5771.22,5919.78,6119.5,6176.75,6201.0,6082.25,100.0,148.5599999999995,279.5,Q3,Q3,True
2025-03-07,WT,S,-1692.5,5900.0,5750.0,5810.0,5900.0,6000.0,5800.0,5970.0,5693.67,5849.83,6057.75,6105.25,6122.5,6004.5,150.0,156.15999999999985,247.75,Q2,Q4 wide,True
2025-03-13,WT,S,-242.5,5650.0,5550.0,5595.0,5650.0,5605.0,5450.0,5760.0,5452.13,5622.87,5929.5,5875.0,5935.25,5840.75,100.0,170.73999999999978,334.5,Q3,Q3,True
2025-03-13,FADE,S,-217.5,5650.0,5550.0,5595.0,5650.0,5605.0,5450.0,5760.0,5452.13,5622.87,5929.5,5875.0,5935.25,5840.75,100.0,170.73999999999978,334.5,Q3,Q3,True
2025-03-18,WT,S,-705.0,6300.0,5650.0,5780.0,6300.0,5850.0,5400.0,5800.0,5605.34,5734.16,5988.0,5953.5,5990.5,5930.0,650.0,128.8199999999997,208.0,Q2,Q4 wide,False
2025-03-19,WT,L,-1517.5,5820.0,5750.0,5780.0,5820.0,5850.0,5400.0,5750.0,5669.83,5789.67,5967.0,6013.5,6049.75,5955.0,70.0,119.84000000000015,187.0,Q2,Q2,True
2025-03-25,FADE,S,-217.5,5875.0,5825.0,5825.0,5875.0,5850.0,5700.0,5805.0,5779.39,5884.61,6105.25,6108.0,6116.5,6088.75,50.0,105.21999999999935,280.25,Q3,Q1 narrow,True
2025-03-26,WT,S,2482.5,5800.0,5725.0,5770.0,5800.0,5850.0,5700.0,5770.0,5698.42,5811.08,6103.25,6037.5,6113.75,6022.25,75.0,112.65999999999985,333.25,Q3,Q2,True
2025-03-26,WT,S,970.0,5800.0,5725.0,5770.0,5800.0,5850.0,5700.0,5770.0,5698.42,5811.08,6103.25,6037.5,6113.75,6022.25,75.0,112.65999999999985,333.25,Q3,Q2,True
2025-03-26,WT,S,-167.5,5800.0,5725.0,5770.0,5800.0,5850.0,5700.0,5770.0,5698.42,5811.08,6103.25,6037.5,6113.75,6022.25,75.0,112.65999999999985,333.25,Q3,Q2,True
2025-03-27,FADE,S,-217.5,5800.0,5750.0,5755.0,5800.0,5900.0,5600.0,5755.0,5683.88,5798.62,6022.0,6022.25,6059.0,5999.25,50.0,114.73999999999978,267.0,Q3,Q1 narrow,True
2025-03-28,WT,S,432.5,6325.0,5650.0,5775.0,6325.0,6000.0,5500.0,5800.0,5536.09,5668.91,6002.75,5893.25,6010.5,5891.0,675.0,132.8199999999997,227.75,Q2,Q4 wide,False
