dir,regime,with_trend,adr,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,sma20,skip_after,net
S,NEUTRAL,False,194.72,6.25,28.0,13,5708.0,2025-04-23,2025,2.427,5724.2625,False,1382.5
L,BULL,True,169.85,8.75,49.25,10,5751.75,2025-04-24,2025,0.194,5702.8625,False,2445.0
L,BULL,True,169.85,8.25,45.5,10,5755.5,2025-04-24,2025,0.194,5702.8625,False,2257.5
S,NEUTRAL,False,169.85,47.5,-27.75,12,5773.25,2025-04-24,2025,0.194,5702.8625,False,-1405.0
L,NEUTRAL,False,130.15,4.0,57.25,09,5775.75,2025-04-25,2025,0.194,5691.0375,False,2845.0
L,NEUTRAL,False,113.35,62.25,-9.5,09,5833.5,2025-04-28,2025,0.056,5681.575,False,-1717.5
L,NEUTRAL,False,105.35,14.25,24.5,09,5840.75,2025-04-29,2025,0.236,5678.1125,False,1207.5
L,BEAR,False,105.35,14.5,24.25,10,5841.0,2025-04-29,2025,0.236,5678.1125,False,1195.0
S,BEAR,True,105.35,29.25,-18.0,12,5847.25,2025-04-29,2025,0.236,5678.1125,False,-917.5
L,BEAR,False,105.35,9.75,-4.25,13,5869.5,2025-04-29,2025,0.236,5678.1125,False,-230.0
S,NEUTRAL,False,101.75,114.0,-103.25,09,5781.75,2025-04-30,2025,1.189,5675.1375,False,-1542.5
L,BEAR,False,101.75,14.25,59.25,13,5825.75,2025-04-30,2025,1.189,5675.1375,False,2945.0
S,BEAR,True,111.3,22.0,37.0,12,5925.5,2025-05-01,2025,0.667,5671.7,False,1832.5
L,BULL,True,104.38,10.5,16.25,09,5974.5,2025-05-02,2025,1.312,5664.5125,False,795.0
L,BEAR,False,104.38,10.0,1.25,12,5989.5,2025-05-02,2025,1.312,5664.5125,False,45.0
S,NEUTRAL,False,103.15,35.5,2.25,09,5950.0,2025-05-05,2025,0.789,5678.3875,False,-1567.5
S,BULL,False,94.72,25.75,21.5,09,5925.25,2025-05-06,2025,0.874,5706.55,False,1057.5
S,BULL,False,94.72,11.0,16.0,13,5919.75,2025-05-06,2025,0.874,5706.55,False,782.5
L,BULL,True,90.88,57.0,-1.75,09,5932.25,2025-05-07,2025,0.237,5731.3375,False,-1380.0
S,NEUTRAL,False,90.88,25.0,-1.25,12,5929.25,2025-05-07,2025,0.237,5731.3375,False,-80.0
S,BEAR,True,90.88,43.75,-20.0,13,5910.5,2025-05-07,2025,0.237,5731.3375,False,-1380.0
L,BULL,True,87.17,47.0,-44.25,11,6008.75,2025-05-08,2025,0.632,5763.25,False,-1330.0
S,NEUTRAL,False,81.67,1.0,22.5,09,5980.75,2025-05-09,2025,0.243,5773.325,False,1107.5
S,NEUTRAL,False,81.67,14.75,0.25,10,5958.5,2025-05-09,2025,0.243,5773.325,False,-5.0
S,NEUTRAL,False,79.0,49.75,-37.75,10,6105.75,2025-05-12,2025,2.874,5791.3125,False,-1205.0
L,BEAR,False,77.38,3.75,-0.25,09,6182.5,2025-05-13,2025,0.09,5814.6625,False,-30.0
L,BEAR,False,77.38,8.5,-5.0,11,6187.25,2025-05-13,2025,0.09,5814.6625,False,-267.5
L,BEAR,False,77.38,16.0,-12.5,13,6194.75,2025-05-13,2025,0.09,5814.6625,False,-642.5
S,NEUTRAL,False,76.78,15.0,-4.25,09,6185.25,2025-05-14,2025,0.166,5837.925,False,-230.0
S,NEUTRAL,False,76.78,13.5,-2.75,09,6186.75,2025-05-14,2025,0.166,5837.925,False,-155.0
S,BEAR,True,76.78,8.75,-1.5,13,6188.0,2025-05-14,2025,0.166,5837.925,False,-92.5
S,NEUTRAL,False,64.17,47.0,-39.75,09,6176.75,2025-05-15,2025,0.343,5862.025,False,-980.0
S,NEUTRAL,False,62.1,40.0,-35.0,09,6216.75,2025-05-16,2025,0.117,5893.1125,False,-955.0
S,BULL,False,62.1,38.25,-33.25,10,6218.5,2025-05-16,2025,0.117,5893.1125,False,-955.0
L,NEUTRAL,False,61.2,1.25,20.25,10,6232.0,2025-05-19,2025,0.964,5925.4375,False,995.0
L,BULL,True,61.2,1.0,9.25,11,6243.0,2025-05-19,2025,0.964,5925.4375,False,445.0
L,NEUTRAL,False,61.2,6.0,4.25,13,6248.0,2025-05-19,2025,0.964,5925.4375,False,195.0
L,NEUTRAL,False,63.62,34.5,-9.0,09,6240.5,2025-05-20,2025,0.176,5965.075,False,-967.5
L,NEUTRAL,False,63.62,37.25,-11.75,10,6243.25,2025-05-20,2025,0.176,5965.075,False,-967.5
S,BULL,False,63.62,3.5,13.25,12,6244.75,2025-05-20,2025,0.176,5965.075,False,645.0
L,NEUTRAL,False,61.58,100.25,-95.0,10,6227.25,2025-05-21,2025,0.606,5996.975,False,-942.5
L,NEUTRAL,False,61.58,102.75,-97.5,11,6229.75,2025-05-21,2025,0.606,5996.975,False,-942.5
S,BEAR,True,61.58,13.0,27.25,13,6159.5,2025-05-21,2025,0.606,5996.975,False,1345.0
L,BULL,True,64.53,15.25,0.25,09,6138.0,2025-05-22,2025,0.041,6019.5875,True,-5.0
S,BULL,False,60.95,44.25,-12.25,09,6078.75,2025-05-23,2025,1.222,6036.45,False,-930.0
L,BEAR,False,60.95,3.75,4.5,11,6086.5,2025-05-23,2025,1.222,6036.45,False,207.5
S,BULL,False,62.52,37.25,-35.5,09,6183.75,2025-05-27,2025,1.178,6049.35,False,-955.0
L,NEUTRAL,False,62.83,29.5,-20.0,11,6202.0,2025-05-28,2025,0.004,6069.1125,False,-955.0
L,BULL,True,62.83,30.5,-21.0,12,6203.0,2025-05-28,2025,0.004,6069.1125,False,-955.0
L,NEUTRAL,False,62.83,32.25,-22.75,13,6204.75,2025-05-28,2025,0.004,6069.1125,False,-955.0
L,BULL,True,62.4,39.25,-5.5,10,6202.5,2025-05-29,2025,0.845,6084.95,False,-955.0
L,BEAR,False,62.4,20.5,-2.25,12,6199.25,2025-05-29,2025,0.845,6084.95,False,-955.0
S,BULL,False,66.12,17.25,-1.25,09,6194.75,2025-05-30,2025,0.117,6100.55,False,-80.0
S,BEAR,True,66.12,57.0,-41.0,12,6155.0,2025-05-30,2025,0.117,6100.55,False,-1005.0
S,NEUTRAL,False,68.08,45.0,-43.5,09,6187.25,2025-06-02,2025,0.311,6115.925,False,-1042.5
S,NEUTRAL,False,68.83,6.5,14.0,09,6271.75,2025-06-04,2025,0.184,6143.3875,False,682.5
S,BULL,False,66.88,32.75,26.0,09,6255.5,2025-06-05,2025,0.264,6161.0875,False,-1017.5
S,BEAR,True,66.88,3.5,24.0,13,6253.5,2025-06-05,2025,0.264,6161.0875,False,1182.5
S,BEAR,True,64.05,7.75,4.75,09,6292.25,2025-06-06,2025,0.843,6176.0375,False,220.0
S,NEUTRAL,False,64.05,22.5,-10.0,10,6277.5,2025-06-06,2025,0.843,6176.0375,False,-980.0
S,BULL,False,64.05,21.5,-9.0,12,6278.5,2025-06-06,2025,0.843,6176.0375,False,-980.0
L,NEUTRAL,False,64.05,10.0,-6.25,13,6293.75,2025-06-06,2025,0.843,6176.0375,False,-330.0
S,BULL,False,62.88,13.5,5.0,11,6293.5,2025-06-09,2025,0.072,6192.1875,False,232.5
S,BULL,False,59.33,25.0,-13.0,09,6303.75,2025-06-10,2025,0.111,6208.7,False,-905.0
L,BULL,True,56.42,45.5,-22.25,09,6331.0,2025-06-11,2025,0.285,6217.3625,False,-867.5
L,BULL,True,56.42,54.25,-31.0,09,6339.75,2025-06-11,2025,0.285,6217.3625,False,-867.5
S,BEAR,True,56.42,3.25,25.75,10,6334.5,2025-06-11,2025,0.285,6217.3625,False,1270.0
S,NEUTRAL,False,56.42,4.25,24.75,12,6333.5,2025-06-11,2025,0.285,6217.3625,False,1220.0
S,BEAR,True,56.42,0.75,4.0,13,6312.75,2025-06-11,2025,0.285,6217.3625,False,182.5
S,BULL,False,56.35,15.5,-12.0,11,6315.0,2025-06-12,2025,0.246,6223.6875,False,-617.5
S,BULL,False,51.9,1.5,10.5,09,6331.75,2025-06-16,2025,0.443,6233.0875,False,507.5
L,NEUTRAL,False,51.9,9.0,4.25,13,6317.0,2025-06-16,2025,0.443,6233.0875,False,195.0
S,NEUTRAL,False,47.92,6.25,37.25,10,6302.5,2025-06-17,2025,0.455,6236.5625,False,1845.0
S,BEAR,True,47.92,12.0,0.25,13,6265.5,2025-06-17,2025,0.455,6236.5625,False,-5.0
L,BEAR,False,47.73,31.25,-17.25,11,6285.0,2025-06-18,2025,0.116,6237.2125,False,-730.0
L,NEUTRAL,False,47.73,26.5,-12.5,13,6280.25,2025-06-18,2025,0.116,6237.2125,False,-730.0
L,NEUTRAL,False,50.0,10.75,38.75,09,6211.25,2025-06-20,2025,0.658,6239.025,False,1920.0
L,NEUTRAL,False,50.0,9.0,38.5,11,6211.5,2025-06-20,2025,0.658,6239.025,False,1907.5
L,BEAR,False,50.0,34.0,-14.75,09,6264.75,2025-06-20,2025,0.658,6239.025,False,-767.5
S,BULL,False,52.12,33.0,-28.25,10,6276.0,2025-06-23,2025,0.04,6244.9125,True,-805.0
L,NEUTRAL,False,52.12,6.25,14.75,13,6289.5,2025-06-23,2025,0.04,6244.9125,True,720.0
S,BULL,False,56.9,27.75,-16.5,09,6355.0,2025-06-24,2025,0.662,6253.2125,True,-867.5
L,BEAR,False,58.75,20.75,-6.25,09,6379.0,2025-06-25,2025,0.173,6267.2375,False,-892.5
S,BULL,False,57.25,21.0,-11.25,09,6406.5,2025-06-26,2025,0.318,6274.9125,False,-880.0
L,BULL,True,57.25,4.25,-1.25,13,6419.0,2025-06-26,2025,0.318,6274.9125,False,-80.0
S,BULL,False,56.77,26.25,-7.0,09,6466.75,2025-06-30,2025,0.442,6299.2125,False,-867.5
S,NEUTRAL,False,56.77,27.0,-7.75,10,6466.0,2025-06-30,2025,0.442,6299.2125,False,-867.5
L,BULL,True,56.77,13.75,8.25,12,6465.5,2025-06-30,2025,0.442,6299.2125,False,395.0
S,BULL,False,54.45,17.5,-1.0,09,6471.5,2025-07-01,2025,0.17,6313.1,False,-830.0
S,BULL,False,54.45,12.5,4.0,11,6476.5,2025-07-01,2025,0.17,6313.1,False,182.5
L,BULL,True,53.58,1.75,13.5,10,6486.75,2025-07-02,2025,0.0,6325.1875,False,657.5
L,BULL,True,53.58,2.25,9.25,11,6491.0,2025-07-02,2025,0.0,6325.1875,False,445.0
L,BULL,True,53.58,3.75,6.0,12,6494.25,2025-07-02,2025,0.0,6325.1875,False,282.5
S,BULL,False,52.3,13.5,-3.75,09,6547.25,2025-07-03,2025,0.315,6337.35,False,-205.0
L,BEAR,False,51.6,6.5,-5.5,10,6516.5,2025-07-04,2025,0.595,6352.0125,False,-292.5
L,BEAR,False,42.8,49.0,-25.75,09,6522.75,2025-07-07,2025,0.284,6366.0875,False,-655.0
L,BEAR,False,40.33,4.75,5.0,09,6494.75,2025-07-08,2025,0.177,6376.5625,False,232.5
S,NEUTRAL,False,40.33,9.5,-1.0,12,6498.75,2025-07-08,2025,0.177,6376.5625,False,-67.5
L,NEUTRAL,False,40.33,6.0,-1.25,13,6501.0,2025-07-08,2025,0.177,6376.5625,False,-80.0
S,BEAR,True,38.33,1.5,-1.25,09,6536.0,2025-07-09,2025,0.354,6387.125,False,-80.0
L,BEAR,False,38.33,2.25,24.5,11,6512.75,2025-07-09,2025,0.354,6387.125,False,1207.5
L,NEUTRAL,False,38.33,2.75,17.75,12,6519.5,2025-07-09,2025,0.354,6387.125,False,870.0
L,BULL,True,39.3,14.25,-12.25,13,6560.0,2025-07-10,2025,0.031,6398.15,False,-605.0
L,NEUTRAL,False,39.17,5.0,2.0,09,6522.75,2025-07-11,2025,0.454,6410.1,False,82.5
S,BULL,False,39.17,7.25,8.25,10,6533.0,2025-07-11,2025,0.454,6410.1,False,395.0
L,BEAR,False,37.02,5.5,17.25,09,6518.75,2025-07-14,2025,0.046,6419.9875,False,845.0
L,NEUTRAL,False,37.02,3.5,6.25,11,6529.75,2025-07-14,2025,0.046,6419.9875,False,295.0
L,BEAR,False,36.35,36.75,-35.75,09,6540.5,2025-07-15,2025,0.451,6433.4375,False,-567.5
S,NEUTRAL,False,39.5,22.75,-15.0,09,6513.5,2025-07-16,2025,0.327,6442.6125,True,-605.0
S,BULL,False,39.5,12.0,-4.25,12,6524.25,2025-07-16,2025,0.327,6442.6125,True,-605.0
S,NEUTRAL,False,42.45,29.75,-24.75,09,6543.25,2025-07-17,2025,0.054,6455.775,True,-655.0
L,BEAR,False,42.75,9.25,1.75,09,6560.0,2025-07-18,2025,0.175,6470.7875,False,70.0
S,BEAR,True,42.75,9.0,-6.25,12,6555.5,2025-07-18,2025,0.175,6470.7875,False,-330.0
S,BULL,False,44.42,6.5,19.5,09,6595.0,2025-07-21,2025,0.171,6486.375,False,957.5
L,BULL,True,44.42,30.75,-23.75,12,6599.25,2025-07-21,2025,0.171,6486.375,False,-680.0
S,NEUTRAL,False,41.38,26.25,-17.25,09,6555.0,2025-07-22,2025,0.0,6499.9375,False,-642.5
S,BULL,False,42.25,44.0,-42.0,09,6589.5,2025-07-23,2025,0.426,6509.975,False,-655.0
L,BEAR,False,43.58,2.25,3.0,09,6628.75,2025-07-24,2025,0.026,6522.9125,False,132.5
L,NEUTRAL,False,43.58,11.25,-6.0,10,6637.75,2025-07-24,2025,0.026,6522.9125,False,-317.5
L,BULL,True,41.83,2.75,11.75,10,6640.75,2025-07-25,2025,0.011,6533.6125,False,570.0
L,BULL,True,41.83,1.5,2.25,12,6650.25,2025-07-25,2025,0.011,6533.6125,False,95.0
L,BULL,True,41.83,5.0,-1.25,13,6653.75,2025-07-25,2025,0.011,6533.6125,False,-80.0
L,BULL,True,41.83,7.0,-3.25,13,6655.75,2025-07-25,2025,0.011,6533.6125,False,-180.0
S,BULL,False,41.25,3.0,8.0,09,6658.75,2025-07-28,2025,0.06,6543.875,False,382.5
S,BEAR,True,41.25,11.75,-9.75,13,6641.0,2025-07-28,2025,0.06,6543.875,False,-505.0
S,NEUTRAL,False,40.35,0.75,27.75,09,6659.0,2025-07-29,2025,0.203,6552.725,False,1370.0
S,BEAR,True,40.35,7.75,7.75,11,6639.0,2025-07-29,2025,0.203,6552.725,False,370.0
S,BULL,False,38.17,17.25,-13.75,09,6645.5,2025-07-30,2025,0.124,6560.6625,False,-592.5
S,NEUTRAL,False,38.17,29.75,-26.25,10,6633.0,2025-07-30,2025,0.124,6560.6625,False,-592.5
L,BEAR,False,38.25,87.75,-79.25,09,6673.5,2025-07-31,2025,0.225,6568.6125,True,-592.5
L,NEUTRAL,False,43.17,40.0,-11.5,09,6507.0,2025-08-01,2025,0.845,6570.775,True,-667.5
S,NEUTRAL,False,47.35,25.5,-24.0,10,6567.5,2025-08-04,2025,0.543,6570.0,True,-730.0
S,BEAR,True,50.4,23.0,-3.5,10,6553.25,2025-08-05,2025,0.004,6574.725,False,-767.5
S,BULL,False,52.52,45.0,-35.5,09,6562.0,2025-08-06,2025,0.088,6577.575,False,-805.0
S,BULL,False,52.52,27.5,-18.0,10,6579.5,2025-08-06,2025,0.088,6577.575,False,-805.0
S,NEUTRAL,False,52.65,1.0,29.25,09,6631.25,2025-08-07,2025,0.565,6580.5875,False,1445.0
L,NEUTRAL,False,52.65,16.0,24.0,12,6578.0,2025-08-07,2025,0.565,6580.5875,False,-805.0
L,NEUTRAL,False,58.45,15.5,19.25,09,6633.5,2025-08-08,2025,0.129,6583.3,False,945.0
L,NEUTRAL,False,58.45,11.5,23.25,10,6629.5,2025-08-08,2025,0.129,6583.3,False,1145.0
S,BEAR,True,60.15,23.0,11.5,10,6636.0,2025-08-11,2025,0.135,6589.7,False,-917.5
L,BEAR,False,60.15,27.75,-18.25,12,6642.75,2025-08-11,2025,0.135,6589.7,False,-917.5
S,BEAR,True,60.15,2.0,10.25,13,6634.75,2025-08-11,2025,0.135,6589.7,False,495.0
L,BULL,True,62.0,2.0,9.25,12,6684.75,2025-08-12,2025,0.404,6594.125,False,445.0
L,BULL,True,62.0,0.75,5.0,13,6689.0,2025-08-12,2025,0.404,6594.125,False,232.5
L,BEAR,False,63.77,15.25,4.75,09,6709.5,2025-08-13,2025,0.344,6603.5875,False,220.0
S,BULL,False,60.5,16.5,-2.0,09,6707.0,2025-08-14,2025,0.287,6612.875,False,-117.5
L,BULL,True,60.5,5.5,-2.5,12,6711.5,2025-08-14,2025,0.287,6612.875,False,-142.5
S,NEUTRAL,False,54.55,7.5,9.5,09,6705.5,2025-08-15,2025,0.227,6619.925,False,457.5
S,NEUTRAL,False,54.55,14.5,2.5,11,6698.5,2025-08-15,2025,0.227,6619.925,False,107.5
S,BULL,False,54.55,1.25,13.5,13,6709.5,2025-08-15,2025,0.227,6619.925,False,657.5
S,NEUTRAL,False,51.0,6.75,-1.0,09,6695.5,2025-08-18,2025,0.06,6626.6375,False,-67.5
S,NEUTRAL,False,51.0,8.5,-2.75,10,6693.75,2025-08-18,2025,0.06,6626.6375,False,-155.0
S,BEAR,True,46.45,5.75,14.25,10,6675.5,2025-08-19,2025,0.041,6632.6875,False,695.0
L,BEAR,False,46.45,5.75,8.75,13,6652.5,2025-08-19,2025,0.041,6632.6875,False,420.0
L,BULL,True,46.52,13.0,14.75,12,6626.0,2025-08-20,2025,0.086,6637.1375,False,720.0
S,NEUTRAL,False,47.95,5.25,16.0,09,6634.5,2025-08-21,2025,0.271,6637.6,False,782.5
L,NEUTRAL,False,47.95,8.5,-0.5,13,6619.0,2025-08-21,2025,0.271,6637.6,False,-42.5
S,BULL,False,44.15,10.75,1.25,09,6713.0,2025-08-22,2025,0.253,6636.9375,False,45.0
S,BULL,False,48.98,11.5,12.25,09,6698.75,2025-08-25,2025,0.212,6639.9,True,595.0
L,NEUTRAL,False,47.55,4.0,30.0,09,6683.5,2025-08-26,2025,0.123,6641.6875,False,1482.5
L,BULL,True,47.55,4.25,29.75,09,6683.75,2025-08-26,2025,0.123,6641.6875,False,1470.0
S,NEUTRAL,False,47.55,32.0,-31.5,10,6682.0,2025-08-26,2025,0.123,6641.6875,False,-730.0
L,BULL,True,47.55,8.75,23.75,11,6689.75,2025-08-26,2025,0.123,6641.6875,False,1170.0
S,BULL,False,45.6,11.0,-2.25,10,6719.0,2025-08-27,2025,0.179,6645.8,False,-130.0
S,BULL,False,45.0,32.25,-26.0,09,6718.25,2025-08-28,2025,0.093,6648.9,False,-692.5
S,BULL,False,45.9,8.75,-4.25,10,6698.0,2025-08-29,2025,0.263,6656.4,False,-230.0
S,BULL,False,45.9,11.0,-6.5,10,6695.75,2025-08-29,2025,0.263,6656.4,False,-342.5
S,BULL,False,46.98,31.25,-26.5,09,6640.0,2025-09-02,2025,0.011,6666.7375,False,-717.5
L,BULL,True,46.98,7.75,35.25,13,6631.25,2025-09-02,2025,0.011,6666.7375,False,1745.0
L,NEUTRAL,False,56.4,22.25,11.75,10,6676.25,2025-09-03,2025,0.146,6670.4875,True,-867.5
S,NEUTRAL,False,56.4,13.25,-12.75,11,6675.25,2025-09-03,2025,0.146,6670.4875,True,-655.0
S,NEUTRAL,False,56.4,18.0,-17.5,12,6670.5,2025-09-03,2025,0.146,6670.4875,True,-867.5
L,NEUTRAL,False,54.48,2.5,37.5,10,6704.75,2025-09-04,2025,0.078,6677.05,False,1857.5
L,BULL,True,54.48,3.75,31.5,11,6710.75,2025-09-04,2025,0.078,6677.05,False,1557.5
L,BULL,True,54.48,5.5,29.75,11,6712.5,2025-09-04,2025,0.078,6677.05,False,1470.0
L,BULL,True,54.48,1.25,21.25,13,6721.0,2025-09-04,2025,0.078,6677.05,False,1045.0
L,NEUTRAL,False,53.67,24.0,12.25,09,6703.5,2025-09-05,2025,0.278,6684.2875,False,-817.5
S,BEAR,True,58.45,6.25,-5.25,12,6729.75,2025-09-08,2025,0.242,6689.975,True,-280.0
S,BEAR,True,58.45,7.0,-6.0,13,6729.0,2025-09-08,2025,0.242,6689.975,True,-317.5
L,NEUTRAL,False,51.7,0.5,15.5,12,6740.0,2025-09-09,2025,0.019,6694.0875,False,757.5
L,BULL,True,51.7,0.25,14.75,13,6740.75,2025-09-09,2025,0.019,6694.0875,False,720.0
S,NEUTRAL,False,50.85,3.0,21.5,09,6786.5,2025-09-10,2025,0.374,6700.6375,False,1057.5
L,BULL,True,50.62,6.25,0.25,11,6818.75,2025-09-11,2025,0.299,6704.1875,False,-5.0
S,NEUTRAL,False,52.45,13.75,5.0,09,6819.75,2025-09-12,2025,0.026,6709.425,False,232.5
L,BULL,True,52.45,10.25,-6.0,12,6820.75,2025-09-12,2025,0.026,6709.425,False,-317.5
S,NEUTRAL,False,50.52,8.0,-1.5,09,6844.0,2025-09-15,2025,0.334,6714.7125,False,-92.5
S,NEUTRAL,False,47.6,7.5,-2.75,09,6839.5,2025-09-16,2025,0.15,6722.1875,False,-155.0
S,BEAR,True,47.6,8.25,-3.5,10,6838.75,2025-09-16,2025,0.15,6722.1875,False,-192.5
L,BEAR,False,47.6,3.0,4.5,11,6837.75,2025-09-16,2025,0.15,6722.1875,False,207.5
L,NEUTRAL,False,47.6,4.5,1.25,13,6841.0,2025-09-16,2025,0.15,6722.1875,False,45.0
L,BULL,True,39.08,49.0,4.5,10,6830.75,2025-09-17,2025,0.037,6729.475,False,-605.0
L,BEAR,False,41.62,17.0,17.25,09,6875.0,2025-09-19,2025,0.211,6749.3,False,-642.5
L,BULL,True,41.62,0.75,13.5,12,6878.75,2025-09-19,2025,0.211,6749.3,False,657.5
L,BULL,True,41.62,3.0,10.0,13,6882.25,2025-09-19,2025,0.211,6749.3,False,482.5
S,BULL,False,37.08,37.5,-27.25,09,6890.0,2025-09-22,2025,0.225,6762.9875,False,-567.5
S,BEAR,True,39.55,0.5,30.5,10,6917.75,2025-09-23,2025,0.054,6773.2625,False,1507.5
L,BEAR,False,39.55,8.75,6.0,12,6881.25,2025-09-23,2025,0.054,6773.2625,False,282.5
S,BEAR,True,42.9,5.5,-4.75,12,6865.25,2025-09-24,2025,0.156,6783.3,False,-255.0
L,BULL,True,43.98,37.75,-0.5,10,6832.75,2025-09-25,2025,0.571,6791.125,False,-680.0
L,BULL,True,43.98,44.75,-7.5,11,6839.75,2025-09-25,2025,0.571,6791.125,False,-680.0
S,BULL,False,43.98,8.0,-5.75,13,6826.5,2025-09-25,2025,0.571,6791.125,False,-305.0
L,NEUTRAL,False,46.6,30.25,-13.5,09,6897.25,2025-09-29,2025,0.302,6803.075,False,-717.5
L,BEAR,False,46.6,8.5,8.25,12,6875.5,2025-09-29,2025,0.302,6803.075,False,395.0
L,NEUTRAL,False,48.3,14.25,18.25,09,6878.0,2025-09-30,2025,0.091,6812.15,False,895.0
L,BULL,True,48.3,13.0,19.5,09,6876.75,2025-09-30,2025,0.091,6812.15,False,957.5
L,NEUTRAL,False,48.3,3.75,27.5,10,6868.75,2025-09-30,2025,0.091,6812.15,False,1357.5
L,BULL,True,48.3,17.25,14.0,11,6882.25,2025-09-30,2025,0.091,6812.15,False,-742.5
S,BULL,False,50.65,36.5,-22.25,09,6903.75,2025-10-01,2025,0.272,6823.6375,False,-780.0
S,NEUTRAL,False,49.52,7.0,-2.5,09,6935.25,2025-10-02,2025,0.343,6835.5375,False,-142.5
S,BEAR,True,49.52,20.75,-16.25,10,6921.5,2025-10-02,2025,0.343,6835.5375,False,-755.0
L,NEUTRAL,False,49.52,5.25,12.5,11,6925.25,2025-10-02,2025,0.343,6835.5375,False,607.5
L,BULL,True,49.52,1.5,8.25,12,6929.5,2025-10-02,2025,0.343,6835.5375,False,395.0
L,BULL,True,48.62,35.5,-27.75,10,6960.25,2025-10-03,2025,0.072,6845.3125,False,-742.5
L,NEUTRAL,False,48.62,41.5,-33.75,11,6966.25,2025-10-03,2025,0.072,6845.3125,False,-742.5
S,BULL,False,48.8,20.0,-11.25,09,6948.5,2025-10-06,2025,0.386,6856.15,False,-755.0
S,BEAR,True,46.83,5.75,-4.25,11,6932.75,2025-10-07,2025,0.119,6867.3875,False,-230.0
S,BULL,False,46.8,2.75,-2.5,12,6971.5,2025-10-08,2025,0.101,6876.4625,False,-142.5
L,BEAR,False,45.65,28.25,-10.25,09,6959.75,2025-10-09,2025,0.032,6886.9125,False,-705.0
S,BEAR,True,45.45,6.25,187.25,09,6963.0,2025-10-10,2025,0.133,6893.4375,False,9345.0
S,BEAR,True,45.45,0.25,189.0,09,6964.75,2025-10-10,2025,0.133,6893.4375,False,9432.5
S,BEAR,True,45.45,21.25,66.0,11,6841.75,2025-10-10,2025,0.133,6893.4375,False,-705.0
L,BEAR,False,45.45,67.75,-52.25,13,6828.0,2025-10-10,2025,0.133,6893.4375,False,-705.0
L,BEAR,False,62.5,14.0,16.5,09,6846.5,2025-10-13,2025,0.963,6891.4875,True,807.5
L,NEUTRAL,False,62.5,16.75,-6.0,12,6869.0,2025-10-13,2025,0.963,6891.4875,True,-317.5
L,BULL,True,63.98,3.25,15.5,10,6835.5,2025-10-14,2025,0.849,6892.3625,False,757.5
L,BULL,True,63.98,48.0,-33.75,12,6884.75,2025-10-14,2025,0.849,6892.3625,False,-980.0
L,BULL,True,63.98,47.75,-33.5,13,6884.5,2025-10-14,2025,0.849,6892.3625,False,-980.0
S,NEUTRAL,False,71.85,0.75,44.25,09,6930.0,2025-10-15,2025,0.755,6892.8,True,2195.0
S,BEAR,True,71.85,11.0,1.5,11,6887.25,2025-10-15,2025,0.755,6892.8,True,57.5
S,BEAR,True,71.85,24.0,-14.5,13,6871.25,2025-10-15,2025,0.755,6892.8,True,-1092.5
L,BEAR,False,76.95,106.5,-86.0,10,6909.25,2025-10-16,2025,0.24,6895.325,True,-1167.5
S,BEAR,True,76.95,43.5,8.75,11,6832.0,2025-10-16,2025,0.24,6895.325,True,-1167.5
S,BULL,False,84.92,37.0,-29.5,09,6851.75,2025-10-17,2025,0.029,6893.325,False,-1292.5
L,NEUTRAL,False,84.92,25.5,20.0,11,6861.25,2025-10-17,2025,0.029,6893.325,False,-1292.5
S,BULL,False,88.08,27.0,-21.25,09,6926.75,2025-10-20,2025,0.334,6892.775,False,-1342.5
S,NEUTRAL,False,89.95,17.75,4.25,09,6942.75,2025-10-21,2025,0.043,6894.3125,False,195.0
L,BEAR,False,87.55,79.75,-31.75,09,6941.25,2025-10-22,2025,0.162,6896.875,False,-1330.0
S,BULL,False,92.5,30.25,-19.5,09,6926.25,2025-10-23,2025,0.007,6898.85,False,-1405.0
L,NEUTRAL,False,92.6,12.5,-10.75,10,7007.0,2025-10-24,2025,0.659,6904.525,False,-555.0
L,BULL,True,73.78,7.0,21.75,09,7059.0,2025-10-27,2025,0.822,6910.725,False,1070.0
L,BULL,True,73.78,4.0,18.25,12,7062.5,2025-10-27,2025,0.822,6910.725,False,895.0
S,NEUTRAL,False,73.78,16.75,-14.75,13,7066.0,2025-10-27,2025,0.822,6910.725,False,-755.0
L,NEUTRAL,False,72.3,12.0,9.0,09,7085.75,2025-10-28,2025,0.222,6920.575,False,432.5
L,NEUTRAL,False,72.3,3.25,-0.75,12,7095.5,2025-10-28,2025,0.222,6920.575,False,-55.0
L,BEAR,False,63.55,57.25,-18.0,12,7110.25,2025-10-29,2025,0.254,6930.5,False,-967.5
L,NEUTRAL,False,59.0,48.25,-24.5,10,7070.0,2025-10-30,2025,0.402,6938.8125,False,-905.0
S,NEUTRAL,False,53.42,5.25,22.75,10,7065.5,2025-10-31,2025,0.387,6944.2,False,1120.0
L,NEUTRAL,False,51.58,2.25,31.75,09,7024.75,2025-11-03,2025,0.515,6949.7125,False,1570.0
S,NEUTRAL,False,52.58,8.25,24.5,10,6998.5,2025-11-04,2025,1.07,6954.55,False,1207.5
L,NEUTRAL,False,52.58,17.0,-8.5,11,6982.5,2025-11-04,2025,1.07,6954.55,False,-805.0
