Date,engine,book,net
2026-03-04,NEW,WT-L,-80.0
2026-03-05,OLD,WT-S,170.0
2026-03-05,NEW,WT-S,95.0
2026-03-05,NEW,WT-S,170.0
2026-03-13,OLD,FADE,-217.5
2026-03-13,NEW,FADE,-217.5
2026-03-17,OLD,WT-S,20.0
2026-03-17,NEW,WT-S,20.0
2026-03-17,NEW,WT-L,-267.5
2026-04-07,OLD,WT-L,-1492.5
2026-04-07,NEW,WT-L,-1492.5
2026-04-09,OLD,WT-L,-392.5
2026-04-09,NEW,WT-L,-392.5
2026-04-09,NEW,WT-S,-180.0
2026-04-10,OLD,WT-S,-267.5
2026-04-10,NEW,WT-L,-892.5
2026-04-10,NEW,WT-L,-1405.0
2026-04-10,NEW,WT-S,-267.5
2026-04-13,OLD,WT-L,1932.5
2026-04-13,NEW,WT-L,1932.5
2026-04-14,NEW,WT-S,-767.5
2026-04-15,OLD,WT-L,820.0
2026-04-15,OLD,WT-L,507.5
2026-04-15,NEW,WT-L,820.0
2026-04-15,NEW,WT-L,507.5
2026-04-20,OLD,WT-S,-555.0
2026-04-20,NEW,WT-S,-555.0
2026-04-21,OLD,WT-S,432.5
2026-04-21,OLD,WT-S,257.5
2026-04-21,NEW,WT-S,432.5
2026-04-21,NEW,WT-S,257.5
2026-04-22,OLD,WT-L,145.0
2026-04-22,NEW,WT-L,145.0
2026-04-27,OLD,WT-S,-630.0
2026-04-27,OLD,WT-L,370.0
2026-04-27,NEW,WT-S,-630.0
2026-04-27,NEW,WT-L,370.0
2026-04-29,OLD,WT-S,-855.0
2026-04-29,OLD,WT-S,-855.0
2026-04-29,OLD,WT-S,-855.0
2026-04-29,NEW,WT-S,-855.0
2026-04-29,NEW,WT-S,-855.0
2026-04-29,NEW,WT-S,-855.0
2026-05-04,OLD,WT-S,-892.5
2026-05-04,NEW,WT-S,-892.5
2026-05-04,NEW,WT-L,-467.5
2026-05-07,OLD,WT-L,-917.5
2026-05-07,OLD,WT-S,-917.5
2026-05-07,NEW,WT-L,-917.5
2026-05-07,NEW,WT-S,-917.5
2026-05-13,OLD,WT-L,2170.0
2026-05-13,OLD,WT-L,1832.5
2026-05-13,OLD,WT-L,170.0
2026-05-13,NEW,WT-L,2170.0
2026-05-13,NEW,WT-L,1832.5
2026-05-13,NEW,WT-L,170.0
2026-05-18,OLD,WT-L,-917.5
2026-05-18,NEW,WT-L,-917.5
2026-05-20,OLD,WT-L,282.5
2026-05-20,NEW,WT-L,282.5
2026-05-22,OLD,FADE,-217.5
2026-05-22,NEW,WT-L,-1017.5
2026-05-22,NEW,WT-L,-1017.5
2026-05-28,OLD,WT-L,732.5
2026-05-28,OLD,WT-L,457.5
2026-05-28,NEW,WT-L,732.5
2026-05-28,NEW,WT-L,457.5
2026-06-01,OLD,WT-L,-505.0
2026-06-01,NEW,WT-L,-505.0
2026-06-03,OLD,WT-S,557.5
2026-06-03,NEW,WT-S,557.5
2026-06-10,NEW,WT-S,2682.5
2026-06-10,NEW,WT-S,2557.5
2026-06-16,OLD,WT-S,1570.0
2026-06-16,NEW,WT-S,1570.0
2026-06-17,OLD,WT-S,4132.5
2026-06-17,NEW,WT-S,4132.5
2026-06-22,OLD,WT-S,-417.5
2026-06-22,NEW,WT-S,-417.5
2026-06-24,OLD,WT-S,-1280.0
2026-06-24,OLD,WT-S,-1280.0
2026-06-24,NEW,WT-S,-1280.0
2026-06-24,NEW,WT-S,-1280.0
2026-07-01,OLD,WT-L,-1217.5
2026-07-01,OLD,WT-S,1057.5
2026-07-01,NEW,WT-L,-1217.5
2026-07-01,NEW,WT-S,1457.5
2026-07-01,NEW,WT-S,1057.5
2026-07-02,OLD,WT-S,282.5
2026-07-02,OLD,WT-S,-1130.0
2026-07-02,NEW,WT-S,282.5
2026-07-02,NEW,WT-S,-1130.0
2026-07-06,OLD,WT-L,832.5
2026-07-06,OLD,WT-L,470.0
2026-07-06,NEW,WT-L,832.5
2026-07-06,NEW,WT-L,470.0
2026-07-07,OLD,FADE,-217.5
2026-07-07,NEW,FADE,-217.5
