Date,dir,K,exit,net
2026-06-08,L,3,eod,-205.0
2026-06-08,L,3,term,-205.0
2026-06-08,L,5,eod,-205.0
2026-06-08,L,5,term,-205.0
2026-06-12,L,2,eod,-205.0
2026-06-12,L,2,term,-205.0
2026-06-12,L,3,eod,-205.0
2026-06-12,L,3,term,-205.0
2026-06-12,L,5,eod,-205.0
2026-06-12,L,5,term,-205.0
2026-06-16,S,3,eod,-205.0
2026-06-16,S,3,term,-205.0
2026-06-16,S,5,eod,-205.0
2026-06-16,S,5,term,-205.0
2026-06-22,L,2,eod,-205.0
2026-06-22,L,2,term,-205.0
2026-06-22,L,3,eod,-205.0
2026-06-22,L,3,term,-205.0
2026-06-22,L,5,eod,-205.0
2026-06-22,L,5,term,-205.0
2026-06-23,S,2,eod,-205.0
2026-06-23,S,2,term,-205.0
2026-06-23,S,3,eod,-205.0
2026-06-23,S,3,term,-205.0
2026-06-23,S,5,eod,-205.0
2026-06-23,S,5,term,-205.0
2026-06-25,L,2,eod,-205.0
2026-06-25,L,2,term,-205.0
2026-06-25,L,3,eod,-205.0
2026-06-25,L,3,term,-205.0
2026-06-25,L,5,eod,-205.0
2026-06-25,L,5,term,-205.0
2026-07-07,S,2,eod,-205.0
2026-07-07,S,2,term,-205.0
2026-07-07,S,3,eod,-205.0
2026-07-07,S,3,term,-205.0
2026-07-07,S,5,eod,-205.0
2026-07-07,S,5,term,-205.0
2026-07-09,L,2,eod,970.0
2026-07-09,L,2,term,932.5
2026-07-09,L,3,eod,970.0
2026-07-09,L,3,term,932.5
2026-07-09,L,5,eod,970.0
2026-07-09,L,5,term,932.5
