Date,book,filled,stop_net,retest_net,yr
2022-05-16,2EL,True,395.0,457.5,2022
2022-05-16,2EL,True,-55.0,7.5,2022
2022-05-19,2ES,True,-1542.5,-1542.5,2022
2022-05-25,2EL,True,1032.5,1095.0,2022
2022-05-26,2EL,True,-780.0,-717.5,2022
2022-06-01,2ES,False,382.5,,2022
2022-06-02,2EL,True,3670.0,3732.5,2022
2022-06-02,2EL,True,2682.5,2745.0,2022
2022-06-09,2ES,True,3570.0,3632.5,2022
2022-06-14,2ES,True,845.0,907.5,2022
2022-06-17,2EL,False,507.5,,2022
2022-06-23,2ES,False,-205.0,,2022
2022-06-28,2ES,True,1770.0,1832.5,2022
2022-06-28,2ES,True,1107.5,1170.0,2022
2022-07-21,2EL,True,45.0,107.5,2022
2022-07-22,2ES,True,457.5,520.0,2022
2022-07-28,2EL,True,1370.0,1432.5,2022
2022-07-28,2EL,True,432.5,495.0,2022
2022-08-02,2EL,True,-992.5,-992.5,2022
2022-08-04,2EL,True,-980.0,-980.0,2022
2022-08-16,2ES,False,-730.0,,2022
2022-08-24,2ES,True,-405.0,-342.5,2022
2022-08-26,2ES,False,2957.5,,2022
2022-08-26,2ES,False,1832.5,,2022
2022-08-30,2ES,True,-67.5,-5.0,2022
2022-08-30,2ES,True,-842.5,-842.5,2022
2022-09-07,2EL,False,2107.5,,2022
2022-09-07,2EL,True,1632.5,1695.0,2022
2022-09-08,2ES,True,-942.5,-880.0,2022
2022-09-14,2ES,True,-617.5,-555.0,2022
2022-09-21,2EL,True,-980.0,-980.0,2022
2022-09-28,2EL,True,1907.5,1970.0,2022
2022-09-28,2EL,False,1845.0,,2022
2022-09-28,2EL,True,882.5,945.0,2022
2022-09-28,2EL,True,1020.0,1082.5,2022
2022-10-03,2EL,True,1182.5,1245.0,2022
2022-10-03,2EL,True,932.5,995.0,2022
2022-10-06,2EL,True,-1130.0,-1130.0,2022
2022-10-12,2ES,True,307.5,370.0,2022
2022-10-20,2EL,True,-1267.5,-1267.5,2022
2022-10-20,2ES,True,320.0,382.5,2022
2022-10-21,2ES,True,-1305.0,-1305.0,2022
2022-10-27,2ES,True,2007.5,2070.0,2022
2022-11-02,2ES,True,-1155.0,-1155.0,2022
2022-11-08,2EL,False,-1180.0,,2022
2022-11-08,2EL,True,-1180.0,-1180.0,2022
2022-11-11,2EL,True,-1205.0,-1205.0,2022
2022-11-16,2ES,True,-142.5,-80.0,2022
2022-11-16,2ES,True,-92.5,-30.0,2022
2022-11-23,2EL,True,-880.0,-880.0,2022
2022-11-30,2ES,True,-567.5,-567.5,2022
2022-12-05,2ES,True,970.0,1032.5,2022
2022-12-05,2ES,True,295.0,357.5,2022
2022-12-06,2ES,True,645.0,707.5,2022
2022-12-06,2ES,True,745.0,807.5,2022
2022-12-06,2ES,True,207.5,270.0,2022
2022-12-06,2ES,False,-555.0,,2022
2022-12-09,2ES,True,-917.5,-917.5,2022
2022-12-09,2EL,True,-917.5,-917.5,2022
2022-12-09,2EL,True,-917.5,-917.5,2022
2022-12-12,2ES,True,-967.5,-967.5,2022
2022-12-19,2ES,True,882.5,945.0,2022
2022-12-19,2ES,True,907.5,970.0,2022
2022-12-28,2ES,False,2432.5,,2022
2022-12-28,2ES,True,1732.5,1795.0,2022
2023-01-11,2EL,True,1070.0,1132.5,2023
2023-01-12,2ES,True,-917.5,-917.5,2023
2023-01-17,2EL,True,-855.0,-855.0,2023
2023-01-18,2ES,True,920.0,982.5,2023
2023-01-19,2EL,True,-542.5,-480.0,2023
2023-01-20,2EL,True,2420.0,2482.5,2023
2023-01-20,2EL,True,1832.5,1895.0,2023
2023-01-20,2EL,False,782.5,,2023
2023-01-23,2EL,False,407.5,,2023
2023-01-31,2EL,True,1232.5,1295.0,2023
2023-01-31,2EL,True,995.0,1057.5,2023
2023-02-07,2EL,True,-892.5,-892.5,2023
2023-02-15,2EL,True,382.5,445.0,2023
2023-02-17,2ES,True,-867.5,-867.5,2023
2023-02-22,2EL,False,-742.5,,2023
2023-03-01,2ES,True,-167.5,-105.0,2023
2023-03-02,2EL,False,2032.5,,2023
2023-03-02,2EL,True,1970.0,2032.5,2023
2023-03-03,2EL,True,1570.0,1632.5,2023
2023-03-03,2EL,False,1057.5,,2023
2023-03-03,2EL,True,682.5,745.0,2023
2023-03-06,2EL,False,-680.0,,2023
2023-03-06,2EL,True,-680.0,-680.0,2023
2023-03-06,2EL,True,-680.0,-680.0,2023
2023-03-07,2ES,True,-717.5,-717.5,2023
2023-03-09,2ES,False,3945.0,,2023
2023-03-20,2ES,True,-255.0,-192.5,2023
2023-03-28,2ES,True,-1030.0,-1030.0,2023
2023-04-04,2ES,False,-380.0,,2023
2023-04-05,2ES,False,-342.5,,2023
2023-04-05,2EL,False,220.0,,2023
2023-04-06,2EL,True,1182.5,1245.0,2023
2023-04-06,2EL,False,282.5,,2023
2023-04-06,2EL,True,70.0,132.5,2023
2023-04-06,2EL,True,70.0,132.5,2023
2023-04-11,2ES,True,-555.0,-555.0,2023
2023-04-11,2EL,False,-5.0,,2023
2023-04-11,2EL,True,-192.5,-130.0,2023
2023-04-12,2EL,True,-542.5,-542.5,2023
2023-04-13,2EL,True,1357.5,1420.0,2023
2023-04-13,2EL,False,32.5,,2023
2023-04-14,2ES,False,-555.0,,2023
2023-04-17,2ES,True,-642.5,-642.5,2023
2023-04-17,2ES,True,-642.5,-642.5,2023
2023-04-24,2ES,False,-567.5,,2023
2023-04-24,2ES,True,-567.5,-567.5,2023
2023-04-24,2EL,True,432.5,495.0,2023
2023-04-24,2EL,True,232.5,295.0,2023
2023-04-25,2ES,False,695.0,,2023
2023-04-25,2ES,True,-230.0,-167.5,2023
2023-04-27,2EL,True,1495.0,1557.5,2023
2023-04-27,2EL,True,1457.5,1520.0,2023
2023-04-28,2EL,True,-605.0,-605.0,2023
2023-05-02,2ES,True,-592.5,-592.5,2023
2023-05-08,2ES,True,-742.5,-492.5,2023
2023-05-11,2ES,True,-705.0,-505.0,2023
2023-05-12,2ES,True,-630.0,-630.0,2023
2023-05-19,2ES,True,32.5,95.0,2023
2023-05-22,2ES,True,132.5,195.0,2023
2023-05-24,2ES,True,-630.0,-630.0,2023
2023-05-26,2ES,True,-605.0,-605.0,2023
2023-06-05,2ES,True,645.0,707.5,2023
2023-06-06,2ES,True,-605.0,-605.0,2023
2023-06-07,2ES,True,1032.5,1095.0,2023
2023-06-07,2ES,False,545.0,,2023
2023-06-07,2ES,True,207.5,270.0,2023
2023-06-09,2ES,True,-580.0,-580.0,2023
2023-06-13,2ES,True,-592.5,-592.5,2023
2023-06-13,2EL,True,-592.5,-592.5,2023
2023-06-14,2EL,False,-567.5,,2023
2023-06-15,2EL,True,607.5,670.0,2023
2023-06-20,2ES,True,-592.5,-592.5,2023
2023-06-26,2ES,False,570.0,,2023
2023-06-26,2ES,True,182.5,245.0,2023
2023-06-28,2EL,True,-592.5,-592.5,2023
2023-06-29,2EL,False,-555.0,,2023
2023-06-29,2ES,True,-555.0,-555.0,2023
2023-07-13,2EL,False,82.5,,2023
2023-07-17,2EL,True,-242.5,-180.0,2023
2023-07-25,2EL,True,245.0,307.5,2023
2023-07-25,2EL,True,-480.0,132.5,2023
2023-08-01,2ES,True,-142.5,-80.0,2023
2023-08-07,2EL,True,532.5,595.0,2023
2023-08-09,2EL,False,-617.5,,2023
2023-08-14,2EL,True,445.0,507.5,2023
2023-08-21,2EL,False,1370.0,,2023
2023-08-22,2ES,True,-730.0,-730.0,2023
2023-08-23,2EL,True,382.5,445.0,2023
2023-08-25,2EL,True,1007.5,1070.0,2023
2023-08-28,2ES,True,-280.0,-217.5,2023
2023-08-28,2EL,True,-792.5,-792.5,2023
2023-08-31,2ES,True,195.0,257.5,2023
2023-09-12,2ES,False,-505.0,,2023
2023-09-12,2ES,True,-505.0,-505.0,2023
2023-09-12,2ES,False,270.0,,2023
2023-09-13,2ES,True,-455.0,-455.0,2023
2023-09-15,2ES,True,482.5,545.0,2023
2023-09-15,2ES,True,-217.5,-155.0,2023
2023-09-19,2ES,False,-480.0,,2023
2023-09-19,2EL,True,282.5,345.0,2023
2023-09-20,2ES,True,2695.0,2757.5,2023
2023-09-20,2EL,False,-505.0,,2023
2023-09-20,2EL,True,-505.0,-505.0,2023
2023-09-20,2ES,True,2307.5,2370.0,2023
2023-09-22,2ES,False,-555.0,,2023
2023-09-22,2ES,True,-555.0,-555.0,2023
2023-10-03,2EL,True,-755.0,-755.0,2023
2023-10-04,2ES,True,-792.5,-792.5,2023
2023-10-05,2ES,False,-780.0,,2023
2023-10-05,2ES,True,-780.0,-780.0,2023
2023-10-05,2EL,False,920.0,,2023
2023-10-05,2EL,False,-92.5,,2023
2023-10-06,2EL,True,20.0,82.5,2023
2023-10-09,2EL,False,82.5,,2023
2023-10-11,2ES,True,-892.5,-892.5,2023
2023-10-13,2EL,True,-392.5,-330.0,2023
2023-10-19,2EL,True,-892.5,-892.5,2023
2023-10-25,2ES,True,-17.5,45.0,2023
2023-10-25,2ES,False,-117.5,,2023
2023-10-27,2EL,True,-880.0,-880.0,2023
2023-10-31,2EL,False,257.5,,2023
2023-10-31,2EL,True,57.5,120.0,2023
2023-11-06,2ES,False,-492.5,,2023
2023-11-06,2ES,True,-755.0,-517.5,2023
2023-11-07,2EL,True,-167.5,-105.0,2023
2023-11-10,2EL,True,520.0,582.5,2023
2023-11-10,2EL,True,457.5,520.0,2023
2023-11-13,2EL,True,-167.5,-105.0,2023
2023-11-17,2EL,True,32.5,95.0,2023
2023-11-20,2EL,False,570.0,,2023
2023-11-24,2ES,False,-105.0,,2023
2023-11-28,2EL,False,507.5,,2023
2023-11-28,2EL,False,-367.5,,2023
2023-11-29,2ES,True,-342.5,-342.5,2023
2023-11-30,2EL,True,-367.5,-367.5,2023
2023-12-01,2ES,True,-380.0,-380.0,2023
2023-12-01,2EL,True,132.5,195.0,2023
2023-12-05,2ES,True,-392.5,-392.5,2023
2023-12-06,2ES,True,882.5,945.0,2023
2023-12-06,2ES,True,720.0,782.5,2023
2023-12-07,2EL,True,-242.5,-180.0,2023
2023-12-08,2EL,True,-467.5,820.0,2023
2023-12-11,2EL,False,570.0,,2023
2023-12-12,2EL,True,820.0,882.5,2023
2023-12-12,2EL,True,670.0,732.5,2023
2023-12-13,2ES,False,-542.5,,2023
2023-12-15,2EL,True,-592.5,-592.5,2023
2023-12-15,2EL,True,-592.5,-592.5,2023
2023-12-15,2ES,False,-67.5,,2023
2023-12-19,2EL,True,70.0,132.5,2023
2023-12-19,2EL,False,195.0,,2023
2023-12-19,2EL,True,107.5,170.0,2023
2023-12-28,2ES,True,-30.0,32.5,2023
2023-12-29,2ES,False,232.5,,2023
2023-12-29,2ES,False,-530.0,,2023
2023-12-29,2EL,True,-117.5,-55.0,2023
2024-01-05,2ES,True,-567.5,-567.5,2024
2024-01-11,2ES,False,-542.5,,2024
2024-01-11,2EL,True,670.0,732.5,2024
2024-01-11,2EL,False,207.5,,2024
2024-01-16,2EL,True,-580.0,-580.0,2024
2024-01-16,2ES,True,-580.0,-417.5,2024
2024-01-18,2ES,True,-592.5,-592.5,2024
2024-01-18,2ES,True,-592.5,-592.5,2024
2024-01-19,2EL,True,2020.0,2082.5,2024
2024-01-22,2ES,True,207.5,270.0,2024
2024-01-22,2ES,True,7.5,70.0,2024
2024-01-23,2ES,False,-567.5,,2024
2024-01-23,2ES,True,-567.5,-567.5,2024
2024-01-24,2ES,False,1107.5,,2024
2024-01-24,2ES,False,957.5,,2024
2024-02-01,2EL,True,1732.5,1795.0,2024
2024-02-02,2EL,True,920.0,982.5,2024
2024-02-02,2EL,True,-630.0,-630.0,2024
2024-02-08,2ES,True,-267.5,-205.0,2024
2024-02-08,2EL,True,107.5,170.0,2024
2024-02-12,2ES,False,345.0,,2024
2024-02-14,2EL,True,-667.5,-667.5,2024
2024-02-15,2ES,True,-642.5,-642.5,2024
2024-02-15,2EL,True,432.5,495.0,2024
2024-02-15,2EL,False,145.0,,2024
2024-02-21,2ES,True,-530.0,-530.0,2024
2024-02-26,2ES,True,545.0,607.5,2024
2024-02-27,2EL,True,-592.5,-592.5,2024
2024-02-29,2ES,True,-505.0,-505.0,2024
2024-02-29,2ES,True,-505.0,-505.0,2024
2024-03-01,2EL,True,270.0,332.5,2024
2024-03-04,2EL,True,-392.5,-330.0,2024
2024-03-04,2EL,True,-530.0,-530.0,2024
2024-03-06,2ES,True,-580.0,-580.0,2024
2024-03-06,2ES,True,-255.0,-192.5,2024
2024-03-06,2ES,True,-305.0,-242.5,2024
2024-03-07,2EL,True,-92.5,-30.0,2024
2024-03-07,2EL,True,-580.0,-580.0,2024
2024-03-11,2ES,False,-605.0,,2024
2024-03-12,2EL,True,-617.5,-617.5,2024
2024-03-12,2ES,True,-617.5,-617.5,2024
2024-03-19,2EL,True,1220.0,1282.5,2024
2024-03-20,2EL,True,2432.5,2495.0,2024
2024-03-21,2EL,True,-717.5,-717.5,2024
2024-03-21,2ES,True,332.5,395.0,2024
2024-03-22,2ES,True,207.5,270.0,2024
2024-03-22,2EL,False,-605.0,,2024
2024-03-26,2ES,True,757.5,820.0,2024
2024-04-01,2ES,True,-42.5,20.0,2024
2024-04-01,2ES,True,-505.0,-505.0,2024
2024-04-16,2ES,True,-967.5,-967.5,2024
2024-04-18,2ES,True,1357.5,1420.0,2024
2024-04-18,2ES,True,-17.5,45.0,2024
2024-04-22,2EL,True,-967.5,-967.5,2024
2024-04-24,2ES,True,-1017.5,-1017.5,2024
2024-04-26,2EL,True,-242.5,-180.0,2024
2024-04-30,2ES,True,3570.0,3632.5,2024
2024-04-30,2ES,True,2082.5,2145.0,2024
2024-05-01,2ES,True,-967.5,-967.5,2024
2024-05-01,2ES,True,-967.5,-967.5,2024
2024-05-06,2EL,False,807.5,,2024
2024-05-06,2EL,True,357.5,420.0,2024
2024-05-07,2EL,False,-292.5,,2024
2024-05-09,2EL,True,582.5,645.0,2024
2024-05-10,2ES,True,-230.0,-167.5,2024
2024-05-10,2ES,True,-230.0,-167.5,2024
2024-05-13,2ES,False,295.0,,2024
2024-05-13,2ES,True,-80.0,-17.5,2024
2024-05-15,2EL,True,132.5,195.0,2024
2024-05-16,2ES,True,982.5,1045.0,2024
2024-05-21,2EL,True,445.0,507.5,2024
2024-05-24,2EL,True,-580.0,20.0,2024
2024-05-28,2ES,False,-555.0,,2024
2024-05-30,2EL,True,-517.5,-517.5,2024
2024-05-30,2ES,False,1120.0,,2024
2024-05-31,2ES,True,-530.0,-530.0,2024
2024-05-31,2EL,True,3307.5,3370.0,2024
2024-06-04,2ES,True,-705.0,-705.0,2024
2024-06-04,2EL,True,1170.0,1232.5,2024
2024-06-04,2EL,True,745.0,807.5,2024
2024-06-05,2EL,False,1120.0,,2024
2024-06-05,2EL,True,757.5,820.0,2024
2024-06-11,2EL,True,307.5,370.0,2024
2024-06-13,2ES,True,-780.0,-780.0,2024
2024-06-24,2ES,True,532.5,595.0,2024
2024-06-24,2ES,True,-567.5,407.5,2024
2024-06-25,2EL,False,132.5,,2024
2024-06-28,2EL,True,-530.0,-530.0,2024
2024-07-01,2ES,True,-592.5,-592.5,2024
2024-07-01,2ES,True,-592.5,-592.5,2024
2024-07-03,2EL,True,682.5,745.0,2024
2024-07-03,2EL,False,595.0,,2024
2024-07-05,2EL,True,95.0,157.5,2024
2024-07-08,2ES,True,-42.5,20.0,2024
2024-07-08,2ES,True,-205.0,-142.5,2024
2024-07-08,2ES,True,-317.5,-255.0,2024
2024-07-10,2EL,True,807.5,870.0,2024
2024-07-10,2EL,True,632.5,695.0,2024
2024-07-15,2ES,True,-605.0,-605.0,2024
2024-07-16,2ES,True,-630.0,-630.0,2024
2024-07-19,2ES,True,1170.0,1232.5,2024
2024-07-19,2ES,True,-730.0,307.5,2024
2024-07-25,2EL,False,-892.5,,2024
2024-07-25,2EL,True,-892.5,-892.5,2024
2024-07-25,2ES,True,1945.0,2007.5,2024
2024-07-30,2ES,True,2982.5,3045.0,2024
2024-08-01,2ES,False,2082.5,,2024
2024-08-20,2ES,True,-430.0,-367.5,2024
2024-08-21,2ES,True,-967.5,-367.5,2024
2024-08-22,2ES,True,2107.5,2170.0,2024
2024-08-26,2ES,True,395.0,457.5,2024
2024-08-26,2ES,True,-792.5,-392.5,2024
2024-08-27,2EL,True,-792.5,107.5,2024
2024-08-28,2ES,True,-767.5,-767.5,2024
2024-08-29,2EL,True,-792.5,-792.5,2024
2024-08-30,2ES,True,-817.5,-817.5,2024
2024-09-06,2ES,True,220.0,282.5,2024
2024-09-11,2EL,False,1970.0,,2024
2024-09-17,2ES,False,-130.0,,2024
2024-09-17,2ES,True,-355.0,-292.5,2024
2024-09-18,2EL,True,-1067.5,-1067.5,2024
2024-09-23,2ES,True,-480.0,-417.5,2024
2024-09-24,2EL,True,120.0,182.5,2024
2024-09-25,2ES,True,182.5,245.0,2024
2024-09-25,2ES,False,20.0,,2024
2024-09-25,2ES,True,-417.5,-355.0,2024
2024-09-27,2ES,True,457.5,520.0,2024
2024-10-02,2EL,True,882.5,945.0,2024
2024-10-02,2EL,True,-755.0,-755.0,2024
2024-10-02,2EL,True,-755.0,-755.0,2024
2024-10-02,2EL,True,-755.0,-755.0,2024
2024-10-03,2EL,True,-705.0,-705.0,2024
2024-10-07,2ES,False,732.5,,2024
2024-10-08,2EL,True,657.5,720.0,2024
2024-10-09,2EL,False,1057.5,,2024
2024-10-09,2EL,True,32.5,95.0,2024
2024-10-11,2EL,True,-92.5,-30.0,2024
2024-10-15,2ES,True,1207.5,1270.0,2024
2024-10-15,2ES,True,1182.5,1245.0,2024
2024-10-18,2EL,False,345.0,,2024
2024-10-18,2EL,True,-117.5,-55.0,2024
2024-10-22,2EL,False,807.5,,2024
2024-10-25,2ES,True,1620.0,1682.5,2024
2024-10-29,2EL,True,720.0,782.5,2024
2024-10-29,2EL,True,345.0,407.5,2024
2024-10-30,2ES,True,1120.0,1182.5,2024
2024-11-04,2EL,True,-767.5,-767.5,2024
2024-11-04,2EL,True,-767.5,-767.5,2024
2024-11-07,2EL,False,607.5,,2024
2024-11-08,2EL,True,-805.0,-417.5,2024
2024-11-12,2ES,True,295.0,357.5,2024
2024-11-13,2EL,True,-780.0,-780.0,2024
2024-11-13,2EL,True,-780.0,-780.0,2024
2024-11-14,2EL,True,-780.0,-780.0,2024
2024-11-21,2EL,True,-467.5,-405.0,2024
2024-11-22,2ES,True,-817.5,-817.5,2024
2024-11-26,2ES,True,-855.0,-855.0,2024
2024-12-03,2EL,True,307.5,370.0,2024
2024-12-09,2EL,True,-455.0,-455.0,2024
2024-12-10,2EL,True,-417.5,-417.5,2024
2024-12-10,2ES,True,520.0,582.5,2024
2024-12-11,2EL,True,20.0,82.5,2024
2024-12-11,2EL,False,-430.0,,2024
2024-12-16,2EL,True,-455.0,-230.0,2024
2024-12-17,2EL,False,-467.5,,2024
2024-12-17,2EL,True,-467.5,-467.5,2024
2024-12-18,2ES,True,10407.5,10470.0,2024
2024-12-31,2ES,True,295.0,357.5,2024
2024-12-31,2ES,False,95.0,,2024
2025-01-03,2ES,True,-1467.5,-1467.5,2025
2025-01-03,2ES,True,-567.5,-505.0,2025
2025-01-14,2ES,True,-1155.0,-1155.0,2025
2025-01-14,2EL,True,-1155.0,-1155.0,2025
2025-01-21,2EL,True,157.5,220.0,2025
2025-01-24,2ES,True,332.5,395.0,2025
2025-01-24,2ES,False,20.0,,2025
2025-01-28,2ES,True,-705.0,-705.0,2025
2025-02-05,2ES,True,-917.5,-917.5,2025
2025-02-10,2EL,True,-217.5,-155.0,2025
2025-02-10,2EL,True,-355.0,-292.5,2025
2025-02-10,2ES,False,-55.0,,2025
2025-02-10,2EL,False,-355.0,,2025
2025-02-11,2EL,False,745.0,,2025
2025-02-11,2EL,True,232.5,295.0,2025
2025-02-11,2EL,True,195.0,257.5,2025
2025-02-13,2EL,True,-917.5,1345.0,2025
2025-02-14,2EL,True,-442.5,-380.0,2025
2025-02-14,2EL,True,-255.0,-192.5,2025
2025-02-14,2EL,True,-217.5,-155.0,2025
2025-02-18,2ES,True,-692.5,-692.5,2025
2025-02-18,2ES,False,-692.5,,2025
2025-02-18,2ES,True,-692.5,-692.5,2025
2025-02-19,2EL,False,345.0,,2025
2025-02-19,2EL,False,-455.0,,2025
2025-02-21,2ES,True,3032.5,3095.0,2025
2025-02-21,2ES,True,720.0,782.5,2025
2025-02-25,2ES,True,-742.5,-742.5,2025
2025-02-26,2EL,True,-817.5,-817.5,2025
2025-02-26,2EL,True,-817.5,-817.5,2025
2025-03-03,2EL,True,-1092.5,-1092.5,2025
2025-03-03,2ES,True,2295.0,2357.5,2025
2025-03-05,2ES,True,-1492.5,-1492.5,2025
2025-03-07,2ES,True,-1692.5,-1692.5,2025
2025-03-13,2ES,True,-305.0,-242.5,2025
2025-03-18,2ES,True,-767.5,-705.0,2025
2025-03-19,2EL,True,-1517.5,-1517.5,2025
2025-03-26,2ES,True,2420.0,2482.5,2025
2025-03-26,2ES,False,1645.0,,2025
2025-03-26,2ES,True,907.5,970.0,2025
2025-03-26,2ES,True,-230.0,-167.5,2025
2025-03-28,2ES,False,2295.0,,2025
2025-03-28,2ES,False,1170.0,,2025
2025-03-28,2ES,True,370.0,432.5,2025
2025-04-01,2ES,True,-1205.0,-1205.0,2025
2025-04-15,2ES,True,495.0,557.5,2025
2025-04-24,2EL,True,2382.5,2445.0,2025
2025-04-24,2EL,True,2195.0,2257.5,2025
2025-04-29,2ES,True,-980.0,-917.5,2025
2025-05-07,2EL,True,-1380.0,-1380.0,2025
2025-05-07,2ES,True,-1380.0,-1380.0,2025
2025-05-14,2ES,True,-155.0,-92.5,2025
2025-05-22,2EL,True,-67.5,-5.0,2025
2025-05-27,2EL,False,1457.5,,2025
2025-05-27,2EL,True,1232.5,1295.0,2025
2025-05-27,2EL,False,895.0,,2025
2025-05-27,2EL,True,607.5,670.0,2025
2025-05-27,2EL,True,295.0,357.5,2025
2025-05-28,2EL,True,-892.5,-892.5,2025
2025-05-30,2ES,True,-955.0,-955.0,2025
2025-06-03,2EL,False,-417.5,,2025
2025-06-05,2ES,True,1120.0,1182.5,2025
2025-06-11,2EL,True,-867.5,-867.5,2025
2025-06-11,2EL,True,-867.5,-867.5,2025
2025-06-11,2ES,True,1207.5,1270.0,2025
2025-06-11,2ES,True,120.0,182.5,2025
2025-06-17,2ES,True,-67.5,-5.0,2025
2025-06-26,2EL,False,-42.5,,2025
