Date,yr,side,net,R
2025-12-05,2025,L,-242.5,-1.0777777777777777
2025-12-09,2025,L,-117.5,-1.175
2025-12-18,2025,L,-417.5,-1.04375
2025-12-22,2025,L,-11.2,-0.024324324324324326
2025-12-23,2025,S,-117.5,-1.175
2025-12-29,2025,L,-130.0,-1.1555555555555554
2025-12-30,2025,S,357.5,2.3833333333333333
2025-12-30,2025,L,-167.5,-1.1166666666666667
2026-01-05,2026,S,-342.5,-1.0538461538461539
2026-01-07,2026,L,151.2,0.33611111111111114
2026-01-15,2026,S,320.0,1.8285714285714285
2026-01-15,2026,L,282.5,1.3294117647058823
2026-01-23,2026,S,-155.0,-1.1272727272727272
2026-01-30,2026,S,438.8,1.096875
2026-01-30,2026,L,426.2,0.9216216216216216
2026-02-10,2026,S,470.0,1.296551724137931
2026-02-16,2026,L,-155.0,-1.1272727272727272
2026-02-19,2026,L,-205.0,-1.0933333333333333
2026-03-11,2026,L,-317.5,-1.0583333333333333
2026-03-18,2026,L,895.0,6.509090909090909
2026-03-19,2026,S,738.8,1.4775
2026-03-26,2026,L,-542.5,-1.0333333333333334
2026-03-27,2026,L,188.8,0.1935897435897436
2026-04-01,2026,S,482.5,1.1352941176470588
2026-04-09,2026,S,-117.5,-1.175
2026-04-09,2026,L,351.2,1.8733333333333333
2026-04-10,2026,S,257.5,1.03
2026-04-13,2026,S,-130.0,-1.1555555555555554
2026-04-14,2026,S,-330.0,-1.056
2026-04-15,2026,S,-317.5,-1.0583333333333333
2026-04-21,2026,L,-255.0,-1.0736842105263158
2026-04-23,2026,L,-192.5,-1.1
2026-04-24,2026,S,-167.5,-1.1166666666666667
2026-04-27,2026,S,213.8,0.7772727272727272
2026-04-27,2026,L,226.2,0.6961538461538461
2026-05-04,2026,S,-180.0,-1.1076923076923078
2026-05-05,2026,S,-155.0,-1.1272727272727272
2026-05-08,2026,S,-142.5,-1.14
2026-05-12,2026,S,-155.0,-1.1272727272727272
2026-05-21,2026,S,-392.5,-1.0466666666666666
2026-05-21,2026,L,-242.5,-1.0777777777777777
2026-05-25,2026,S,76.2,0.244
2026-05-26,2026,S,601.2,2.672222222222222
2026-06-12,2026,S,1176.2,2.8515151515151516
2026-06-17,2026,L,-542.5,-1.0333333333333334
2026-07-01,2026,S,-280.0,-1.0666666666666667
2026-07-03,2026,S,195.0,1.04
2026-07-06,2026,S,-292.5,-1.0636363636363637
2026-07-08,2026,S,-117.5,-1.175
2026-07-10,2026,S,351.2,3.5125
2026-07-13,2026,L,-230.0,-1.0823529411764705
2026-07-15,2026,L,-405.0,-1.0451612903225806
2026-07-21,2026,S,-280.0,-1.0666666666666667
2026-07-22,2026,S,-117.5,-1.175
