Date,variant,net,stop_pts
2025-03-26,expand,970.0,22.0
2025-03-26,adr30,-167.5,22.0
2025-03-26,atr,-167.5,19.5
2025-03-26,hybMax,-167.5,22.0
2025-03-26,hybMax15,-167.5,29.25
2025-03-26,expand,-167.5,25.25
2025-03-28,adr30,432.5,20.75
2025-03-28,atr,432.5,17.5
2025-03-28,hybMax,432.5,20.75
2025-03-28,hybMax15,432.5,26.0
2025-03-28,expand,432.5,33.75
2025-04-01,adr30,-1205.0,23.75
2025-04-01,atr,-1280.0,25.25
2025-04-01,hybMax,-1280.0,25.25
2025-04-01,hybMax15,-1917.5,38.0
2025-04-01,expand,-1430.0,28.25
2025-04-15,adr30,557.5,72.75
2025-04-15,atr,557.5,28.25
2025-04-15,hybMax,557.5,72.75
2025-04-15,hybMax15,557.5,72.75
2025-04-15,expand,557.5,72.75
2025-04-24,adr30,2445.0,51.0
2025-04-24,atr,2445.0,27.5
2025-04-24,hybMax,2445.0,51.0
2025-04-24,hybMax15,2445.0,51.0
2025-04-24,expand,2445.0,51.0
2025-04-24,adr30,2257.5,51.0
2025-04-24,atr,2257.5,26.5
2025-04-24,hybMax,2257.5,51.0
2025-04-24,hybMax15,2257.5,51.0
2025-04-24,expand,2257.5,51.0
2025-04-29,adr30,-917.5,31.5
2025-04-29,atr,-1242.5,24.5
2025-04-29,hybMax,-917.5,31.5
2025-04-29,hybMax15,-917.5,36.5
2025-04-29,expand,-917.5,31.5
2025-05-07,adr30,-1380.0,27.25
2025-05-07,atr,-1217.5,24.0
2025-05-07,hybMax,-1380.0,27.25
2025-05-07,hybMax15,-1817.5,36.0
2025-05-07,expand,-1380.0,27.25
2025-05-07,adr30,-1380.0,27.25
2025-05-07,atr,-1017.5,44.5
2025-05-07,hybMax,-1017.5,44.5
2025-05-07,hybMax15,-1017.5,66.75
2025-05-07,expand,-1380.0,27.25
2025-05-14,adr30,-92.5,23.0
2025-05-14,atr,-92.5,17.25
2025-05-14,hybMax,-92.5,23.0
2025-05-14,hybMax15,-92.5,25.75
2025-05-14,expand,-92.5,23.0
2025-05-22,adr30,-5.0,19.25
2025-05-22,atr,-5.0,30.75
2025-05-22,hybMax,-5.0,30.75
2025-05-22,hybMax15,-5.0,46.0
2025-05-22,expand,-5.0,19.25
2025-05-27,adr30,1295.0,17.25
2025-05-27,atr,1295.0,11.5
2025-05-27,hybMax,1295.0,17.25
2025-05-27,hybMax15,1295.0,17.25
2025-05-27,expand,1295.0,17.25
2025-05-27,adr30,670.0,17.25
2025-05-27,atr,670.0,11.75
2025-05-27,hybMax,670.0,17.25
2025-05-27,hybMax15,670.0,17.5
2025-05-27,expand,670.0,19.25
2025-05-27,adr30,357.5,17.25
2025-05-27,atr,357.5,10.0
2025-05-27,hybMax,357.5,17.25
2025-05-27,hybMax15,357.5,17.25
2025-05-27,expand,357.5,21.0
2025-05-28,adr30,-892.5,17.5
2025-05-28,atr,-617.5,12.0
2025-05-28,hybMax,-892.5,17.5
2025-05-28,hybMax15,-930.0,18.25
2025-05-28,expand,-892.5,17.5
2025-05-30,adr30,-955.0,18.75
2025-05-30,atr,-1630.0,32.25
2025-05-30,hybMax,-1630.0,32.25
2025-05-30,hybMax15,-2430.0,48.25
2025-05-30,expand,-1030.0,20.25
2025-06-05,adr30,1182.5,17.5
2025-06-05,atr,1182.5,21.5
2025-06-05,hybMax,1182.5,21.5
2025-06-05,hybMax15,1182.5,32.25
2025-06-05,expand,1182.5,18.0
2025-06-11,adr30,-867.5,17.0
2025-06-11,atr,-942.5,18.5
2025-06-11,hybMax,-942.5,18.5
2025-06-11,hybMax15,-1405.0,27.75
2025-06-11,expand,-867.5,17.0
2025-06-11,adr30,-867.5,17.0
2025-06-11,atr,-780.0,15.25
2025-06-11,hybMax,-867.5,17.0
2025-06-11,hybMax15,-1155.0,22.75
2025-06-11,expand,-867.5,17.0
2025-06-11,adr30,1270.0,17.0
2025-06-11,atr,1270.0,14.75
2025-06-11,hybMax,1270.0,17.0
2025-06-11,hybMax15,1270.0,22.25
2025-06-11,expand,1270.0,17.0
2025-06-11,adr30,182.5,17.0
2025-06-11,atr,182.5,29.75
2025-06-11,hybMax,182.5,29.75
2025-06-11,hybMax15,182.5,44.5
2025-06-11,expand,182.5,17.75
2025-06-17,adr30,-5.0,14.5
2025-06-17,atr,-5.0,21.5
2025-06-17,hybMax,-5.0,21.5
2025-06-17,hybMax15,-5.0,32.25
2025-06-17,expand,-5.0,15.0
2025-06-26,adr30,-80.0,15.25
2025-06-26,atr,-80.0,9.5
2025-06-26,hybMax,-80.0,15.25
2025-06-26,hybMax15,-80.0,15.25
2025-06-26,expand,-80.0,15.25
2025-06-30,adr30,395.0,15.0
2025-06-30,atr,-467.5,9.0
2025-06-30,hybMax,395.0,15.0
2025-06-30,hybMax15,395.0,15.0
2025-06-30,expand,395.0,15.0
2025-07-02,adr30,657.5,14.5
2025-07-02,atr,657.5,12.25
2025-07-02,hybMax,657.5,14.5
2025-07-02,hybMax15,657.5,18.25
2025-07-02,expand,657.5,14.5
2025-07-02,adr30,445.0,14.5
2025-07-02,atr,445.0,10.25
2025-07-02,hybMax,445.0,14.5
2025-07-02,hybMax15,445.0,15.5
2025-07-02,expand,445.0,14.5
2025-07-02,adr30,282.5,14.5
2025-07-02,atr,282.5,8.75
2025-07-02,hybMax,282.5,14.5
2025-07-02,hybMax15,282.5,14.5
2025-07-02,expand,282.5,14.5
2025-07-09,adr30,-80.0,11.5
2025-07-09,atr,-80.0,11.75
2025-07-09,hybMax,-80.0,11.75
2025-07-09,hybMax15,-80.0,17.75
2025-07-09,expand,-80.0,11.5
2025-07-10,adr30,-605.0,11.75
2025-07-10,atr,-392.5,7.5
2025-07-10,hybMax,-605.0,11.75
2025-07-10,hybMax15,-605.0,11.75
2025-07-10,expand,-605.0,11.75
2025-07-18,adr30,-330.0,12.75
2025-07-18,atr,-330.0,14.0
2025-07-18,hybMax,-330.0,14.0
2025-07-18,hybMax15,-330.0,21.0
2025-07-18,expand,-330.0,12.75
2025-07-21,adr30,-680.0,13.25
2025-07-21,atr,-405.0,7.75
2025-07-21,hybMax,-680.0,13.25
2025-07-21,hybMax15,-680.0,13.25
2025-07-21,expand,-680.0,13.25
2025-07-25,adr30,570.0,12.5
2025-07-25,atr,570.0,9.0
2025-07-25,hybMax,570.0,12.5
2025-07-25,hybMax15,570.0,13.5
2025-07-25,expand,570.0,12.5
2025-07-25,adr30,95.0,12.5
2025-07-25,atr,95.0,7.25
2025-07-25,hybMax,95.0,12.5
2025-07-25,hybMax15,95.0,12.5
2025-07-25,expand,95.0,12.5
2025-07-25,adr30,-80.0,12.5
2025-07-25,atr,-80.0,5.75
2025-07-25,hybMax,-80.0,12.5
2025-07-25,hybMax15,-80.0,12.5
2025-07-25,expand,-80.0,12.5
2025-07-25,adr30,-180.0,12.5
2025-07-25,atr,-255.0,4.75
2025-07-25,hybMax,-180.0,12.5
2025-07-25,hybMax15,-180.0,12.5
2025-07-25,expand,-180.0,12.5
2025-07-28,adr30,-505.0,12.5
2025-07-28,atr,-467.5,9.0
2025-07-28,hybMax,-505.0,12.5
2025-07-28,hybMax15,-505.0,13.5
2025-07-28,expand,-505.0,12.5
2025-07-29,adr30,370.0,12.0
2025-07-29,atr,370.0,14.0
2025-07-29,hybMax,370.0,14.0
2025-07-29,hybMax15,370.0,21.25
2025-07-29,expand,370.0,12.0
2025-08-05,adr30,-767.5,15.0
2025-08-05,atr,-192.5,24.0
2025-08-05,hybMax,-192.5,24.0
2025-08-05,hybMax15,-192.5,36.0
2025-08-05,expand,-855.0,16.75
2025-08-11,adr30,-917.5,18.0
2025-08-11,atr,-630.0,12.25
2025-08-11,hybMax,-917.5,18.0
2025-08-11,hybMax15,-942.5,18.5
2025-08-11,expand,-917.5,18.0
2025-08-11,adr30,495.0,18.0
2025-08-11,atr,495.0,12.0
2025-08-11,hybMax,495.0,18.0
2025-08-11,hybMax15,495.0,18.0
2025-08-11,expand,495.0,18.0
2025-08-12,adr30,445.0,18.5
2025-08-12,atr,445.0,7.5
2025-08-12,hybMax,445.0,18.5
2025-08-12,hybMax15,445.0,18.5
2025-08-12,expand,445.0,18.5
2025-08-12,adr30,232.5,18.5
2025-08-12,atr,232.5,7.5
2025-08-12,hybMax,232.5,18.5
2025-08-12,hybMax15,232.5,18.5
2025-08-12,expand,232.5,18.5
2025-08-14,adr30,-142.5,18.25
2025-08-14,atr,-142.5,10.5
2025-08-14,hybMax,-142.5,18.25
2025-08-14,hybMax15,-142.5,18.25
2025-08-14,expand,-142.5,18.25
2025-08-19,adr30,695.0,14.0
2025-08-19,atr,695.0,20.25
2025-08-19,hybMax,695.0,20.25
2025-08-19,hybMax15,695.0,30.25
2025-08-19,expand,695.0,14.0
2025-08-20,adr30,720.0,14.0
2025-08-20,atr,720.0,18.25
2025-08-20,hybMax,720.0,18.25
2025-08-20,hybMax15,720.0,27.5
2025-08-20,expand,720.0,20.5
2025-08-26,adr30,1470.0,14.25
2025-08-26,atr,1470.0,13.75
2025-08-26,hybMax,1470.0,14.25
2025-08-26,hybMax15,1470.0,20.5
2025-08-26,expand,1470.0,14.25
2025-08-26,adr30,1170.0,14.25
2025-08-26,atr,-442.5,8.5
2025-08-26,hybMax,1170.0,14.25
2025-08-26,hybMax15,1170.0,14.25
2025-08-26,expand,1170.0,14.25
2025-09-04,adr30,1557.5,13.5
2025-09-04,atr,1557.5,12.0
2025-09-04,hybMax,1557.5,13.5
2025-09-04,hybMax15,1557.5,18.0
2025-09-04,expand,1557.5,13.5
2025-09-04,adr30,1470.0,13.5
2025-09-04,atr,1470.0,10.5
2025-09-04,hybMax,1470.0,13.5
2025-09-04,hybMax15,1470.0,16.0
2025-09-04,expand,1470.0,13.5
2025-09-04,adr30,1045.0,13.5
2025-09-04,atr,1045.0,8.75
2025-09-04,hybMax,1045.0,13.5
2025-09-04,hybMax15,1045.0,13.5
2025-09-04,expand,1045.0,13.5
2025-09-08,adr30,-280.0,14.0
2025-09-08,atr,-280.0,12.5
2025-09-08,hybMax,-280.0,14.0
2025-09-08,hybMax15,-280.0,18.75
2025-09-08,expand,-280.0,14.0
2025-09-08,adr30,-317.5,14.0
2025-09-08,atr,-317.5,10.75
2025-09-08,hybMax,-317.5,14.0
2025-09-08,hybMax15,-317.5,16.25
2025-09-08,expand,-317.5,14.0
2025-09-09,adr30,720.0,14.0
2025-09-09,atr,720.0,8.25
2025-09-09,hybMax,720.0,14.0
2025-09-09,hybMax15,720.0,14.0
2025-09-09,expand,720.0,14.0
2025-09-11,adr30,-5.0,13.5
2025-09-11,atr,-5.0,11.0
2025-09-11,hybMax,-5.0,13.5
2025-09-11,hybMax15,-5.0,16.5
2025-09-11,expand,-5.0,13.5
2025-09-12,adr30,-317.5,13.75
2025-09-12,atr,-367.5,7.0
2025-09-12,hybMax,-317.5,13.75
2025-09-12,hybMax15,-317.5,13.75
2025-09-12,expand,-317.5,13.75
2025-09-16,adr30,-192.5,13.0
2025-09-16,atr,-192.5,11.75
2025-09-16,hybMax,-192.5,13.0
2025-09-16,hybMax15,-192.5,17.5
2025-09-16,expand,-192.5,13.0
2025-09-17,adr30,-605.0,11.75
2025-09-17,atr,-530.0,10.25
2025-09-17,hybMax,-605.0,11.75
2025-09-17,hybMax15,-792.5,15.5
2025-09-17,expand,-605.0,11.75
2025-09-19,adr30,657.5,12.5
2025-09-19,atr,657.5,8.0
2025-09-19,hybMax,657.5,12.5
2025-09-19,hybMax15,657.5,12.5
2025-09-19,expand,657.5,12.5
2025-09-19,adr30,482.5,12.5
2025-09-19,atr,482.5,6.75
2025-09-19,hybMax,482.5,12.5
2025-09-19,hybMax15,482.5,12.5
2025-09-19,expand,482.5,12.5
2025-09-23,adr30,1507.5,11.75
2025-09-23,atr,1507.5,11.5
2025-09-23,hybMax,1507.5,11.75
2025-09-23,hybMax15,1507.5,17.25
2025-09-23,expand,1507.5,11.75
2025-09-24,adr30,-255.0,12.75
2025-09-24,atr,-255.0,12.75
2025-09-24,hybMax,-255.0,12.75
2025-09-24,hybMax15,-255.0,19.25
2025-09-24,expand,-255.0,15.0
2025-09-30,adr30,957.5,14.5
2025-09-30,atr,957.5,18.75
2025-09-30,hybMax,957.5,18.75
2025-09-30,hybMax15,957.5,28.25
2025-09-30,expand,957.5,14.5
2025-09-30,adr30,-742.5,14.5
2025-09-30,atr,-730.0,14.25
2025-09-30,hybMax,-742.5,14.5
2025-09-30,hybMax15,682.5,21.25
2025-09-30,expand,-742.5,14.5
2025-10-02,adr30,-755.0,14.75
2025-10-02,atr,-880.0,17.25
2025-10-02,hybMax,-880.0,17.25
2025-10-02,hybMax15,-830.0,25.75
2025-10-02,expand,-755.0,14.75
2025-10-02,adr30,395.0,14.75
2025-10-02,atr,395.0,10.75
2025-10-02,hybMax,395.0,14.75
2025-10-02,hybMax15,395.0,16.25
2025-10-02,expand,395.0,14.75
2025-10-03,adr30,-742.5,14.5
2025-10-03,atr,-580.0,11.25
2025-10-03,hybMax,-742.5,14.5
2025-10-03,hybMax15,-867.5,17.0
2025-10-03,expand,-742.5,14.5
2025-10-07,adr30,-230.0,14.0
2025-10-07,atr,-230.0,21.75
2025-10-07,hybMax,-230.0,21.75
2025-10-07,hybMax15,-230.0,32.5
2025-10-07,expand,-230.0,16.25
2025-10-10,adr30,9345.0,13.75
2025-10-10,atr,9345.0,22.25
2025-10-10,hybMax,9345.0,22.25
2025-10-10,hybMax15,9345.0,33.25
2025-10-10,expand,9345.0,13.75
2025-10-10,adr30,9432.5,13.75
2025-10-10,atr,9432.5,29.5
2025-10-10,hybMax,9432.5,29.5
2025-10-10,hybMax15,9432.5,44.0
2025-10-10,expand,9432.5,13.75
2025-10-10,adr30,-705.0,13.75
2025-10-10,atr,3282.5,66.25
2025-10-10,hybMax,3282.5,66.25
2025-10-10,hybMax15,3282.5,99.5
2025-10-10,expand,3282.5,44.5
2025-10-16,adr30,-1167.5,23.0
2025-10-16,atr,-2042.5,40.5
2025-10-16,hybMax,-2042.5,40.5
2025-10-16,hybMax15,420.0,60.75
2025-10-16,expand,-1392.5,27.5
2025-11-05,adr30,-842.5,16.5
2025-11-05,atr,-592.5,11.5
2025-11-05,hybMax,-842.5,16.5
2025-11-05,hybMax15,-880.0,17.25
2025-11-05,expand,-1042.5,20.5
2025-11-06,adr30,1632.5,16.0
2025-11-06,atr,1632.5,33.25
2025-11-06,hybMax,1632.5,33.25
2025-11-06,hybMax15,1632.5,50.0
2025-11-06,expand,1632.5,16.0
2025-11-07,adr30,-867.5,17.0
2025-11-07,atr,-1330.0,26.25
2025-11-07,hybMax,-1330.0,26.25
2025-11-07,hybMax15,-1992.5,39.5
2025-11-07,expand,-880.0,17.25
2025-11-12,adr30,-530.0,20.75
2025-11-12,atr,-530.0,21.5
2025-11-12,hybMax,-530.0,21.5
2025-11-12,hybMax15,-530.0,32.25
2025-11-12,expand,-530.0,20.75
2025-11-13,adr30,-1005.0,19.75
2025-11-13,atr,-1517.5,30.0
2025-11-13,hybMax,-1517.5,30.0
2025-11-13,hybMax15,-2267.5,45.0
2025-11-13,expand,-1017.5,20.0
2025-11-21,adr30,-1567.5,31.0
2025-11-21,atr,-667.5,43.0
2025-11-21,hybMax,-667.5,43.0
2025-11-21,hybMax15,-667.5,64.5
2025-11-21,expand,-1580.0,31.25
2025-12-03,adr30,770.0,25.5
2025-12-03,atr,770.0,23.75
2025-12-03,hybMax,770.0,25.5
2025-12-03,hybMax15,770.0,35.5
2025-12-03,expand,770.0,25.5
2025-12-03,adr30,-142.5,25.5
2025-12-03,atr,-142.5,10.25
2025-12-03,hybMax,-142.5,25.5
2025-12-03,hybMax15,-142.5,25.5
2025-12-03,expand,-142.5,25.5
2025-12-05,adr30,-255.0,18.5
2025-12-05,atr,-255.0,17.75
2025-12-05,hybMax,-255.0,18.5
2025-12-05,hybMax15,-255.0,26.5
2025-12-05,expand,-255.0,18.5
2025-12-08,adr30,-605.0,15.5
2025-12-08,atr,-605.0,16.0
2025-12-08,hybMax,-605.0,16.0
2025-12-08,hybMax15,-605.0,23.75
2025-12-08,expand,-605.0,15.5
2025-12-12,adr30,-742.5,14.5
2025-12-12,atr,-1130.0,22.25
2025-12-12,hybMax,-1130.0,22.25
2025-12-12,hybMax15,-1680.0,33.25
2025-12-12,expand,-1492.5,29.5
2025-12-15,adr30,-842.5,16.5
2025-12-15,atr,-430.0,32.75
2025-12-15,hybMax,-430.0,32.75
2025-12-15,hybMax15,-430.0,49.25
2025-12-15,expand,-1042.5,20.5
2025-12-15,adr30,7.5,16.5
2025-12-15,atr,7.5,16.75
2025-12-15,hybMax,7.5,16.75
2025-12-15,hybMax15,7.5,25.0
2025-12-15,expand,7.5,20.5
2025-12-17,adr30,-905.0,17.75
2025-12-17,atr,-1505.0,29.75
2025-12-17,hybMax,-1505.0,29.75
2025-12-17,hybMax15,-2255.0,44.75
2025-12-17,expand,-905.0,17.75
2025-12-17,adr30,345.0,17.75
2025-12-17,atr,345.0,34.5
2025-12-17,hybMax,345.0,34.5
2025-12-17,hybMax15,345.0,51.75
2025-12-17,expand,345.0,22.0
2025-12-17,adr30,157.5,17.75
2025-12-17,atr,157.5,33.5
2025-12-17,hybMax,157.5,33.5
2025-12-17,hybMax15,157.5,50.0
2025-12-17,expand,157.5,23.25
2025-12-17,adr30,82.5,17.75
2025-12-17,atr,82.5,22.25
2025-12-17,hybMax,82.5,22.25
2025-12-17,hybMax15,82.5,33.5
2025-12-17,expand,82.5,23.5
2025-12-17,adr30,-430.0,17.75
2025-12-17,atr,-430.0,20.25
2025-12-17,hybMax,-430.0,20.25
2025-12-17,hybMax15,-430.0,30.25
2025-12-17,expand,-430.0,26.5
2025-12-19,adr30,45.0,19.5
2025-12-19,atr,45.0,13.25
2025-12-19,hybMax,45.0,19.5
2025-12-19,hybMax15,45.0,19.75
2025-12-19,expand,45.0,19.5
2025-12-22,adr30,107.5,19.75
2025-12-22,atr,107.5,7.75
2025-12-22,hybMax,107.5,19.75
2025-12-22,hybMax15,107.5,19.75
2025-12-22,expand,107.5,19.75
2025-12-23,adr30,1120.0,19.0
2025-12-23,atr,1120.0,16.5
2025-12-23,hybMax,1120.0,19.0
2025-12-23,hybMax15,1120.0,25.0
2025-12-23,expand,1120.0,19.0
2025-12-26,adr30,195.0,18.25
2025-12-26,atr,195.0,15.0
2025-12-26,hybMax,195.0,18.25
2025-12-26,hybMax15,195.0,22.5
2025-12-26,expand,195.0,18.25
2026-01-02,adr30,-680.0,13.25
2026-01-02,atr,-992.5,19.5
2026-01-02,hybMax,-992.5,19.5
2026-01-02,hybMax15,-1480.0,29.25
2026-01-02,expand,-1042.5,20.5
2026-01-05,adr30,-67.5,12.5
2026-01-05,atr,-67.5,22.0
2026-01-05,hybMax,-67.5,22.0
2026-01-05,hybMax15,-67.5,33.25
2026-01-05,expand,-67.5,12.5
2026-01-05,adr30,-405.0,12.5
2026-01-05,atr,-405.0,19.0
2026-01-05,hybMax,-405.0,19.0
2026-01-05,hybMax15,-405.0,28.25
2026-01-05,expand,-405.0,12.5
2026-01-07,adr30,-605.0,11.75
2026-01-07,atr,-480.0,9.25
2026-01-07,hybMax,-605.0,11.75
2026-01-07,hybMax15,-717.5,14.0
2026-01-07,expand,-605.0,11.75
2026-01-12,adr30,370.0,12.75
2026-01-12,atr,370.0,11.0
2026-01-12,hybMax,370.0,12.75
2026-01-12,hybMax15,370.0,16.5
2026-01-12,expand,370.0,12.75
2026-01-14,adr30,-730.0,14.25
2026-01-14,atr,-1430.0,28.25
2026-01-14,hybMax,-1430.0,28.25
2026-01-14,hybMax15,-1592.5,42.5
2026-01-14,expand,-817.5,16.0
2026-01-16,adr30,607.5,14.75
2026-01-16,atr,607.5,13.5
2026-01-16,hybMax,607.5,14.75
2026-01-16,hybMax15,607.5,20.25
2026-01-16,expand,607.5,14.75
2026-01-29,adr30,1995.0,15.5
2026-01-29,atr,1995.0,26.25
2026-01-29,hybMax,1995.0,26.25
2026-01-29,hybMax15,1995.0,39.5
2026-01-29,expand,1995.0,37.25
2026-01-29,adr30,1057.5,15.5
2026-01-29,atr,1057.5,18.75
2026-01-29,hybMax,1057.5,18.75
2026-01-29,hybMax15,1057.5,28.0
2026-01-29,expand,1057.5,37.25
2026-02-03,adr30,945.0,20.25
2026-02-03,atr,945.0,40.75
2026-02-03,hybMax,945.0,40.75
2026-02-03,hybMax15,945.0,61.0
2026-02-03,expand,945.0,20.25
2026-02-03,adr30,595.0,20.25
2026-02-03,atr,595.0,27.25
2026-02-03,hybMax,595.0,27.25
2026-02-03,hybMax15,595.0,40.75
2026-02-03,expand,595.0,20.25
2026-02-04,adr30,-1092.5,21.5
2026-02-04,atr,-1005.0,33.5
2026-02-04,hybMax,-1005.0,33.5
2026-02-04,hybMax15,-1005.0,50.5
2026-02-04,expand,-1092.5,21.5
2026-02-09,adr30,532.5,24.75
2026-02-09,atr,532.5,10.0
2026-02-09,hybMax,532.5,24.75
2026-02-09,hybMax15,532.5,24.75
2026-02-09,expand,532.5,24.75
2026-02-12,adr30,1482.5,27.0
2026-02-12,atr,1482.5,33.0
2026-02-12,hybMax,1482.5,33.0
2026-02-12,hybMax15,1482.5,49.25
2026-02-12,expand,1482.5,36.25
2026-02-12,adr30,-1367.5,27.0
2026-02-12,atr,-1655.0,32.75
2026-02-12,hybMax,-1655.0,32.75
2026-02-12,hybMax15,445.0,49.25
2026-02-12,expand,445.0,39.0
2026-02-13,adr30,-1417.5,28.0
2026-02-13,atr,-1080.0,44.0
2026-02-13,hybMax,-1080.0,44.0
2026-02-13,hybMax15,-1080.0,66.0
2026-02-13,expand,-1417.5,28.0
2026-02-17,adr30,-705.0,26.75
2026-02-17,atr,-705.0,26.25
2026-02-17,hybMax,-705.0,26.75
2026-02-17,hybMax15,-705.0,39.25
2026-02-17,expand,-705.0,27.0
2026-02-18,adr30,382.5,25.75
2026-02-18,atr,382.5,18.25
2026-02-18,hybMax,382.5,25.75
2026-02-18,hybMax15,382.5,27.5
2026-02-18,expand,382.5,25.75
2026-02-25,adr30,532.5,24.5
2026-02-25,atr,532.5,11.5
2026-02-25,hybMax,532.5,24.5
2026-02-25,hybMax15,532.5,24.5
2026-02-25,expand,532.5,24.5
2026-02-25,adr30,507.5,24.5
2026-02-25,atr,507.5,6.75
2026-02-25,hybMax,507.5,24.5
2026-02-25,hybMax15,507.5,24.5
2026-02-25,expand,507.5,24.5
2026-03-04,adr30,-80.0,23.75
2026-03-04,atr,-80.0,28.25
2026-03-04,hybMax,-80.0,28.25
2026-03-04,hybMax15,-80.0,42.25
2026-03-04,expand,-80.0,23.75
2026-03-05,adr30,170.0,24.25
2026-03-05,atr,170.0,32.25
2026-03-05,hybMax,170.0,32.25
2026-03-05,hybMax15,170.0,48.25
2026-03-05,expand,170.0,24.25
2026-03-17,adr30,20.0,27.75
2026-03-17,atr,20.0,24.25
2026-03-17,hybMax,20.0,27.75
2026-03-17,hybMax15,20.0,36.25
2026-03-17,expand,20.0,27.75
2026-04-07,adr30,-1492.5,29.5
2026-04-07,atr,-1030.0,20.25
2026-04-07,hybMax,-1492.5,29.5
2026-04-07,hybMax15,-1530.0,30.25
2026-04-07,expand,-1492.5,29.5
2026-04-09,adr30,-392.5,27.75
2026-04-09,atr,-392.5,27.75
2026-04-09,hybMax,-392.5,27.75
2026-04-09,hybMax15,-392.5,41.5
2026-04-09,expand,-392.5,27.75
2026-04-10,adr30,-267.5,27.75
2026-04-10,atr,-267.5,14.75
2026-04-10,hybMax,-267.5,27.75
2026-04-10,hybMax15,-267.5,27.75
2026-04-10,expand,-267.5,27.75
2026-04-13,adr30,1932.5,27.0
2026-04-13,atr,1932.5,20.5
2026-04-13,hybMax,1932.5,27.0
2026-04-13,hybMax15,1932.5,30.75
2026-04-13,expand,1932.5,27.0
2026-04-15,adr30,820.0,26.0
2026-04-15,atr,820.0,14.5
2026-04-15,hybMax,820.0,26.0
2026-04-15,hybMax15,820.0,26.0
2026-04-15,expand,820.0,26.0
2026-04-15,adr30,507.5,26.0
2026-04-15,atr,507.5,12.75
2026-04-15,hybMax,507.5,26.0
2026-04-15,hybMax15,507.5,26.0
2026-04-15,expand,507.5,26.0
2026-04-20,adr30,-555.0,22.0
2026-04-20,atr,-555.0,27.25
2026-04-20,hybMax,-555.0,27.25
2026-04-20,hybMax15,-555.0,40.75
2026-04-20,expand,-555.0,22.0
2026-04-21,adr30,432.5,19.25
2026-04-21,atr,432.5,26.0
2026-04-21,hybMax,432.5,26.0
2026-04-21,hybMax15,432.5,38.75
2026-04-21,expand,432.5,19.25
2026-04-21,adr30,257.5,19.25
2026-04-21,atr,257.5,24.5
2026-04-21,hybMax,257.5,24.5
2026-04-21,hybMax15,257.5,36.75
2026-04-21,expand,257.5,19.25
2026-04-22,adr30,145.0,19.0
2026-04-22,atr,145.0,23.5
2026-04-22,hybMax,145.0,23.5
2026-04-22,hybMax15,145.0,35.25
2026-04-22,expand,145.0,19.0
2026-04-27,adr30,-630.0,19.75
2026-04-27,atr,-630.0,20.0
2026-04-27,hybMax,-630.0,20.0
2026-04-27,hybMax15,-630.0,29.75
2026-04-27,expand,-630.0,19.75
2026-04-27,adr30,370.0,19.75
2026-04-27,atr,370.0,7.75
2026-04-27,hybMax,370.0,19.75
2026-04-27,hybMax15,370.0,19.75
2026-04-27,expand,370.0,19.75
2026-04-29,adr30,-855.0,16.75
2026-04-29,atr,-955.0,18.75
2026-04-29,hybMax,-955.0,18.75
2026-04-29,hybMax15,-1417.5,28.0
2026-04-29,expand,-855.0,16.75
2026-04-29,adr30,-855.0,16.75
2026-04-29,atr,-767.5,15.0
2026-04-29,hybMax,-855.0,16.75
2026-04-29,hybMax15,-1130.0,22.25
2026-04-29,expand,-855.0,16.75
2026-04-29,adr30,-855.0,16.75
2026-04-29,atr,-1067.5,21.0
2026-04-29,hybMax,-1067.5,21.0
2026-04-29,hybMax15,-1592.5,31.5
2026-04-29,expand,-855.0,16.75
2026-05-04,adr30,-892.5,17.5
2026-05-04,atr,-242.5,36.0
2026-05-04,hybMax,-242.5,36.0
2026-05-04,hybMax15,-242.5,54.0
2026-05-04,expand,-242.5,21.5
2026-05-07,adr30,-917.5,18.0
2026-05-07,atr,-755.0,14.75
2026-05-07,hybMax,-917.5,18.0
2026-05-07,hybMax15,-1130.0,22.25
2026-05-07,expand,-917.5,18.0
2026-05-07,adr30,-917.5,18.0
2026-05-07,atr,-692.5,26.75
2026-05-07,hybMax,-692.5,26.75
2026-05-07,hybMax15,-692.5,40.25
2026-05-07,expand,-980.0,19.25
2026-05-13,adr30,2170.0,17.75
2026-05-13,atr,2170.0,23.5
2026-05-13,hybMax,2170.0,23.5
2026-05-13,hybMax15,2170.0,35.5
2026-05-13,expand,2170.0,17.75
2026-05-13,adr30,1832.5,17.75
2026-05-13,atr,1832.5,18.25
2026-05-13,hybMax,1832.5,18.25
2026-05-13,hybMax15,1832.5,27.25
2026-05-13,expand,1832.5,17.75
2026-05-13,adr30,170.0,17.75
2026-05-13,atr,170.0,11.25
2026-05-13,hybMax,170.0,17.75
2026-05-13,hybMax15,170.0,17.75
2026-05-13,expand,170.0,22.5
2026-05-18,adr30,-917.5,18.0
2026-05-18,atr,-1192.5,23.5
2026-05-18,hybMax,-1192.5,23.5
2026-05-18,hybMax15,732.5,35.0
2026-05-18,expand,-1105.0,21.75
2026-05-20,adr30,282.5,19.0
2026-05-20,atr,282.5,26.0
2026-05-20,hybMax,282.5,26.0
2026-05-20,hybMax15,282.5,38.75
2026-05-20,expand,282.5,24.25
2026-05-28,adr30,732.5,16.75
2026-05-28,atr,732.5,15.0
2026-05-28,hybMax,732.5,16.75
2026-05-28,hybMax15,732.5,22.25
2026-05-28,expand,732.5,16.75
