Date,dir,count,book,regime,fire_bar,sig_bar,fill,stop,R,net,Rpts,sb_ibs_o,sb_body,sb_dirok,sb_rngx,ema_dist,ema_side_ok,ema_touch,warm
2021-06-24,L,2,T2,BULL,19,18,5056.75,5054.25,-1.0,-130.0,2.5,0.14285714285714285,0.14285714285714285,False,0.7608695652173914,0.2804250313139441,True,True,True
2021-06-24,S,2,T1,NEUTRAL,30,29,5052.0,5055.25,-1.0,-167.5,3.25,0.9,0.6,True,1.1904761904761905,1.3213054618431452,True,True,True
2021-06-24,S,2,T2,NEUTRAL,30,29,5052.0,5055.25,-1.0,-167.5,3.25,0.9,0.6,True,1.1904761904761905,1.3213054618431452,True,True,True
2021-06-24,S,2,T1,NEUTRAL,52,51,5054.0,5056.0,-1.0,-105.0,2.0,0.8,0.2,True,0.5882352941176471,0.8845335684120929,True,False,True
2021-06-24,S,2,T2,NEUTRAL,52,51,5054.0,5056.0,-1.0,-105.0,2.0,0.8,0.2,True,0.5882352941176471,0.8845335684120929,True,False,True
2021-06-24,S,2,T1,BULL,63,62,5058.75,5060.5,1.0,82.5,1.75,0.25,0.0,False,0.5970149253731343,-0.9474703863685787,False,False,True
2021-06-24,S,2,T2,BULL,63,62,5058.75,5060.5,2.0,170.0,1.75,0.25,0.0,False,0.5970149253731343,-0.9474703863685787,False,False,True
2021-06-25,L,2,T1,BULL,23,22,5067.25,5065.25,-1.0,-105.0,2.0,0.6,0.2,False,0.7575757575757576,1.2353797298948683,True,False,True
2021-06-25,L,2,T2,BULL,23,22,5067.25,5065.25,-1.0,-105.0,2.0,0.6,0.2,False,0.7575757575757576,1.2353797298948683,True,False,True
2021-06-25,L,2,T1,BULL,77,76,5071.75,5069.25,1.0,120.0,2.5,0.14285714285714285,0.0,False,0.8333333333333333,0.8217312127795767,True,True,True
2021-06-25,L,2,T2,BULL,77,76,5071.75,5069.25,-1.0,-130.0,2.5,0.14285714285714285,0.0,False,0.8333333333333333,0.8217312127795767,True,True,True
2021-06-28,L,2,T1,BULL,13,12,5072.5,5070.25,-1.0,-117.5,2.25,0.6666666666666666,0.16666666666666666,True,0.4195804195804196,0.05729903631675312,True,False,True
2021-06-28,L,2,T2,BULL,13,12,5072.5,5070.25,-1.0,-117.5,2.25,0.6666666666666666,0.16666666666666666,True,0.4195804195804196,0.05729903631675312,True,False,True
2021-06-28,S,2,T1,BEAR,37,36,5067.5,5070.5,1.0,145.0,3.0,0.6666666666666667,0.3333333333333333,True,1.5517241379310345,1.6782899188816875,True,True,True
2021-06-28,S,2,T2,BEAR,37,36,5067.5,5070.5,-1.0,-155.0,3.0,0.6666666666666667,0.3333333333333333,True,1.5517241379310345,1.6782899188816875,True,True,True
2021-06-28,L,2,T1,BULL,61,60,5073.0,5071.0,1.0,95.0,2.0,0.8,0.0,False,0.819672131147541,2.2827876069832054,True,False,True
2021-06-28,L,2,T2,BULL,61,60,5073.0,5071.0,2.0,195.0,2.0,0.8,0.0,False,0.819672131147541,2.2827876069832054,True,False,True
2021-06-29,S,2,T1,NEUTRAL,9,8,5085.75,5088.0,-1.0,-117.5,2.25,0.8333333333333334,0.3333333333333333,True,0.5274725274725275,0.46674224169692025,True,True,False
2021-06-29,S,2,T2,NEUTRAL,9,8,5085.75,5088.0,-1.0,-117.5,2.25,0.8333333333333334,0.3333333333333333,True,0.5274725274725275,0.46674224169692025,True,True,False
2021-06-29,S,2,T1,BULL,73,72,5081.0,5082.75,-1.0,-92.5,1.75,0.25,0.25,False,0.5263157894736842,0.06307734228261995,True,False,True
2021-06-29,S,2,T2,BULL,73,72,5081.0,5082.75,-1.0,-92.5,1.75,0.25,0.25,False,0.5263157894736842,0.06307734228261995,True,False,True
2021-06-30,S,2,T1,BULL,20,19,5085.25,5089.0,1.0,182.5,3.75,0.75,0.16666666666666666,True,1.3043478260869565,-0.5692862844258028,False,False,True
2021-06-30,S,2,T2,BULL,20,19,5085.25,5089.0,-1.0,-192.5,3.75,0.75,0.16666666666666666,True,1.3043478260869565,-0.5692862844258028,False,False,True
2021-06-30,S,2,T1,BEAR,54,53,5082.5,5084.25,-1.0,-92.5,1.75,0.5,0.5,True,0.8,1.5097746114282926,True,False,True
2021-06-30,S,2,T2,BEAR,54,53,5082.5,5084.25,-1.0,-92.5,1.75,0.5,0.5,True,0.8,1.5097746114282926,True,False,True
2021-06-30,L,2,T1,NEUTRAL,68,67,5085.5,5083.5,1.0,95.0,2.0,0.4,0.2,False,0.9090909090909091,1.047819047838857,True,True,True
2021-06-30,L,2,T2,NEUTRAL,68,67,5085.5,5083.5,2.0,195.0,2.0,0.4,0.2,False,0.9090909090909091,1.047819047838857,True,True,True
2021-07-01,L,2,T1,BULL,8,7,5100.25,5095.5,-1.0,-242.5,4.75,0.875,0.1875,True,1.1666666666666667,0.9782224428202729,True,True,False
2021-07-01,L,2,T2,BULL,8,7,5100.25,5095.5,-1.0,-242.5,4.75,0.875,0.1875,True,1.1666666666666667,0.9782224428202729,True,True,False
2021-07-01,L,2,T1,BULL,16,15,5101.25,5098.25,-1.0,-155.0,3.0,0.8888888888888888,0.4444444444444444,True,0.9677419354838709,1.292034287720506,True,False,True
2021-07-01,L,2,T2,BULL,16,15,5101.25,5098.25,-1.0,-155.0,3.0,0.8888888888888888,0.4444444444444444,True,0.9677419354838709,1.292034287720506,True,False,True
2021-07-01,S,2,T1,NEUTRAL,33,32,5100.25,5101.75,-1.0,-80.0,1.5,0.33333333333333337,0.3333333333333333,False,0.3703703703703704,-0.49207213204760064,False,False,True
2021-07-01,S,2,T2,NEUTRAL,33,32,5100.25,5101.75,-1.0,-80.0,1.5,0.33333333333333337,0.3333333333333333,False,0.3703703703703704,-0.49207213204760064,False,False,True
2021-07-01,L,2,T1,BULL,58,57,5105.5,5103.75,1.0,82.5,1.75,0.25,0.75,False,0.5797101449275363,1.3387473335250684,True,False,True
2021-07-01,L,2,T2,BULL,58,57,5105.5,5103.75,2.0,170.0,1.75,0.25,0.75,False,0.5797101449275363,1.3387473335250684,True,False,True
2021-07-01,L,2,T1,NEUTRAL,71,70,5110.0,5107.75,-1.0,-117.5,2.25,0.6666666666666666,0.0,False,0.9523809523809524,1.868936179934757,True,False,True
2021-07-01,L,2,T2,NEUTRAL,71,70,5110.0,5107.75,-1.0,-117.5,2.25,0.6666666666666666,0.0,False,0.9523809523809524,1.868936179934757,True,False,True
2021-07-02,S,2,T1,NEUTRAL,9,8,5122.0,5124.5,-1.0,-130.0,2.5,0.4285714285714286,0.0,False,0.6829268292682927,-0.08613781102864844,False,False,False
2021-07-02,S,2,T2,NEUTRAL,9,8,5122.0,5124.5,-1.0,-130.0,2.5,0.4285714285714286,0.0,False,0.6829268292682927,-0.08613781102864844,False,False,False
2021-07-06,L,2,T1,NEUTRAL,39,38,5109.75,5106.25,1.0,170.0,3.5,0.8181818181818182,0.09090909090909091,False,0.6285714285714286,-0.9418188341180211,False,False,True
2021-07-06,L,2,T2,NEUTRAL,39,38,5109.75,5106.25,2.0,345.0,3.5,0.8181818181818182,0.09090909090909091,False,0.6285714285714286,-0.9418188341180211,False,False,True
2021-07-06,S,2,T1,BULL,77,76,5133.0,5136.0,1.0,145.0,3.0,0.2222222222222222,0.7777777777777778,False,0.9090909090909091,-1.681712989474813,False,False,True
2021-07-06,S,2,T2,BULL,77,76,5133.0,5136.0,-1.0,-155.0,3.0,0.2222222222222222,0.7777777777777778,False,0.9090909090909091,-1.681712989474813,False,False,True
2021-07-07,L,2,T1,BEAR,41,40,5145.0,5142.25,-1.0,-142.5,2.75,0.875,0.375,True,0.6557377049180328,0.5500162123289407,True,True,True
2021-07-07,L,2,T2,BEAR,41,40,5145.0,5142.25,-1.0,-142.5,2.75,0.875,0.375,True,0.6557377049180328,0.5500162123289407,True,True,True
2021-07-07,L,2,T1,BEAR,64,63,5146.5,5142.0,1.0,220.0,4.5,0.8,0.6666666666666666,True,0.8108108108108109,0.12309405853444037,True,True,True
2021-07-07,L,2,T2,BEAR,64,63,5146.5,5142.0,-1.0,-230.0,4.5,0.8,0.6666666666666666,True,0.8108108108108109,0.12309405853444037,True,True,True
2021-07-08,S,2,T1,NEUTRAL,9,8,5090.5,5096.75,1.0,307.5,6.25,0.9545454545454546,0.8636363636363636,True,0.567741935483871,0.5479534032166891,True,True,False
2021-07-08,S,2,T2,NEUTRAL,9,8,5090.5,5096.75,-1.0,-317.5,6.25,0.9545454545454546,0.8636363636363636,True,0.567741935483871,0.5479534032166891,True,True,False
2021-07-08,S,2,T1,BEAR,17,16,5085.5,5095.25,-1.0,-492.5,9.75,0.8888888888888888,0.6944444444444444,True,1.0344827586206897,0.7578688482266152,True,True,True
2021-07-08,S,2,T2,BEAR,17,16,5085.5,5095.25,-1.0,-492.5,9.75,0.8888888888888888,0.6944444444444444,True,1.0344827586206897,0.7578688482266152,True,True,True
2021-07-09,L,2,T1,NEUTRAL,16,15,5147.25,5144.5,1.0,132.5,2.75,0.75,0.125,True,0.6557377049180328,2.1116191779663973,True,False,True
2021-07-09,L,2,T2,NEUTRAL,16,15,5147.25,5144.5,2.0,270.0,2.75,0.75,0.125,True,0.6557377049180328,2.1116191779663973,True,False,True
2021-07-09,L,2,T1,BULL,22,21,5149.75,5147.25,1.0,120.0,2.5,0.14285714285714285,0.8571428571428571,False,0.6862745098039216,2.2892988151383467,True,False,True
2021-07-09,L,2,T2,BULL,22,21,5149.75,5147.25,2.0,245.0,2.5,0.14285714285714285,0.8571428571428571,False,0.6862745098039216,2.2892988151383467,True,False,True
2021-07-09,L,2,T1,BULL,38,37,5152.5,5150.5,1.0,95.0,2.0,1.0,0.4,True,0.6410256410256411,0.7654948045782453,True,True,True
2021-07-09,L,2,T2,BULL,38,37,5152.5,5150.5,2.0,195.0,2.0,1.0,0.4,True,0.6410256410256411,0.7654948045782453,True,True,True
2021-07-09,L,2,T1,BULL,75,74,5161.75,5159.75,-1.0,-105.0,2.0,0.6,0.4,True,0.6410256410256411,1.6359501138331558,True,False,True
2021-07-09,L,2,T2,BULL,75,74,5161.75,5159.75,-1.0,-105.0,2.0,0.6,0.4,True,0.6410256410256411,1.6359501138331558,True,False,True
2021-07-12,S,2,T1,BULL,19,18,5169.75,5172.25,1.0,120.0,2.5,0.7142857142857143,0.14285714285714285,False,0.7608695652173914,-1.5445113815803782,False,False,True
2021-07-12,S,2,T2,BULL,19,18,5169.75,5172.25,-1.0,-130.0,2.5,0.7142857142857143,0.14285714285714285,False,0.7608695652173914,-1.5445113815803782,False,False,True
2021-07-13,S,2,T1,BULL,12,11,5174.0,5177.0,-1.0,-155.0,3.0,0.2222222222222222,0.1111111111111111,False,0.6474820143884892,-0.532919919562328,False,False,True
2021-07-13,S,2,T2,BULL,12,11,5174.0,5177.0,-1.0,-155.0,3.0,0.2222222222222222,0.1111111111111111,False,0.6474820143884892,-0.532919919562328,False,False,True
2021-07-13,S,2,T1,BEAR,61,60,5166.25,5170.25,1.0,195.0,4.0,0.3076923076923077,0.6923076923076923,False,0.7262569832402235,0.7656681758179116,True,True,True
2021-07-13,S,2,T2,BEAR,61,60,5166.25,5170.25,2.0,395.0,4.0,0.3076923076923077,0.6923076923076923,False,0.7262569832402235,0.7656681758179116,True,True,True
2021-07-14,S,2,T1,NEUTRAL,12,11,5176.75,5179.25,1.0,120.0,2.5,0.7142857142857143,0.7142857142857143,True,0.5147058823529412,0.8862669118025224,True,False,True
2021-07-14,S,2,T2,NEUTRAL,12,11,5176.75,5179.25,2.0,245.0,2.5,0.7142857142857143,0.7142857142857143,True,0.5147058823529412,0.8862669118025224,True,False,True
2021-07-14,S,2,T1,BEAR,40,39,5168.25,5172.75,1.0,220.0,4.5,0.19999999999999996,0.5333333333333333,False,1.0714285714285714,-0.2816109770046751,False,False,True
2021-07-14,S,2,T2,BEAR,40,39,5168.25,5172.75,-1.0,-230.0,4.5,0.19999999999999996,0.5333333333333333,False,1.0714285714285714,-0.2816109770046751,False,False,True
2021-07-14,L,2,T1,BEAR,67,66,5171.75,5169.25,1.0,120.0,2.5,0.8571428571428571,0.7142857142857143,True,0.6930693069306931,0.6035503020123515,True,True,True
2021-07-14,L,2,T2,BEAR,67,66,5171.75,5169.25,-1.0,-130.0,2.5,0.8571428571428571,0.7142857142857143,True,0.6930693069306931,0.6035503020123515,True,True,True
2021-07-14,S,2,T1,NEUTRAL,77,76,5165.5,5171.25,-1.0,-292.5,5.75,0.19999999999999996,0.8,False,1.3793103448275863,1.1842253172977382,True,True,True
2021-07-14,S,2,T2,NEUTRAL,77,76,5165.5,5171.25,-1.0,-292.5,5.75,0.19999999999999996,0.8,False,1.3793103448275863,1.1842253172977382,True,True,True
2021-07-15,L,2,T1,BEAR,14,13,5157.0,5150.25,-1.0,-342.5,6.75,0.7083333333333334,0.625,True,1.1162790697674418,0.6418475596813572,True,True,True
2021-07-15,L,2,T2,BEAR,14,13,5157.0,5150.25,-1.0,-342.5,6.75,0.7083333333333334,0.625,True,1.1162790697674418,0.6418475596813572,True,True,True
2021-07-16,L,2,T1,BEAR,17,16,5141.75,5136.75,-1.0,-255.0,5.0,0.7647058823529411,0.29411764705882354,True,0.7391304347826086,-1.345633970305125,False,False,True
2021-07-16,L,2,T2,BEAR,17,16,5141.75,5136.75,-1.0,-255.0,5.0,0.7647058823529411,0.29411764705882354,True,0.7391304347826086,-1.345633970305125,False,False,True
2021-07-19,L,2,T1,BEAR,12,11,5041.0,5032.0,1.0,445.0,9.0,0.8181818181818182,0.36363636363636365,True,0.8571428571428571,-1.2107029973033003,False,False,True
2021-07-19,L,2,T2,BEAR,12,11,5041.0,5032.0,-1.0,-455.0,9.0,0.8181818181818182,0.36363636363636365,True,0.8571428571428571,-1.2107029973033003,False,False,True
2021-07-19,S,2,T1,BEAR,53,52,5024.5,5031.75,-1.0,-367.5,7.25,0.9230769230769231,0.38461538461538464,True,1.1016949152542372,1.5149321568727734,True,False,True
2021-07-19,S,2,T2,BEAR,53,52,5024.5,5031.75,-1.0,-367.5,7.25,0.9230769230769231,0.38461538461538464,True,1.1016949152542372,1.5149321568727734,True,False,True
2021-07-20,S,2,T1,BULL,12,11,5094.0,5099.0,-1.0,-255.0,5.0,0.05882352941176472,0.6470588235294118,False,0.5246913580246914,-2.2148341777097182,False,False,True
2021-07-20,S,2,T2,BULL,12,11,5094.0,5099.0,-1.0,-255.0,5.0,0.05882352941176472,0.6470588235294118,False,0.5246913580246914,-2.2148341777097182,False,False,True
2021-07-20,L,2,T1,NEUTRAL,65,64,5122.0,5118.0,1.0,195.0,4.0,0.6153846153846154,0.15384615384615385,False,1.1607142857142858,1.2009724118732785,True,True,True
2021-07-20,L,2,T2,NEUTRAL,65,64,5122.0,5118.0,-1.0,-205.0,4.0,0.6153846153846154,0.15384615384615385,False,1.1607142857142858,1.2009724118732785,True,True,True
2021-07-20,L,2,T1,BULL,77,76,5123.75,5120.75,-1.0,-155.0,3.0,0.8888888888888888,0.4444444444444444,True,0.7258064516129032,0.5187634212776878,True,True,True
2021-07-20,L,2,T2,BULL,77,76,5123.75,5120.75,-1.0,-155.0,3.0,0.8888888888888888,0.4444444444444444,True,0.7258064516129032,0.5187634212776878,True,True,True
2021-08-02,S,2,T1,BEAR,7,6,5204.25,5208.5,-1.0,-217.5,4.25,0.5,0.35714285714285715,False,0.5793103448275861,0.872419003383678,True,False,False
2021-08-02,S,2,T2,BEAR,7,6,5204.25,5208.5,-1.0,-217.5,4.25,0.5,0.35714285714285715,False,0.5793103448275861,0.872419003383678,True,False,False
2021-08-02,S,2,T1,NEUTRAL,13,12,5207.25,5212.0,1.0,232.5,4.75,0.8125,0.125,True,0.893854748603352,0.33906060787375175,True,True,True
2021-08-02,S,2,T2,NEUTRAL,13,12,5207.25,5212.0,2.0,470.0,4.75,0.8125,0.125,True,0.893854748603352,0.33906060787375175,True,True,True
2021-08-02,S,2,T1,BEAR,40,39,5192.5,5196.0,-1.0,-180.0,3.5,0.5454545454545454,0.2727272727272727,True,0.6508875739644971,0.9633921694397372,True,False,True
2021-08-02,S,2,T2,BEAR,40,39,5192.5,5196.0,-1.0,-180.0,3.5,0.5454545454545454,0.2727272727272727,True,0.6508875739644971,0.9633921694397372,True,False,True
2021-08-02,S,2,T1,BEAR,59,58,5191.5,5193.75,1.0,107.5,2.25,0.16666666666666663,0.5,False,0.5128205128205129,0.14151658753503282,True,False,True
2021-08-02,S,2,T2,BEAR,59,58,5191.5,5193.75,2.0,220.0,2.25,0.16666666666666663,0.5,False,0.5128205128205129,0.14151658753503282,True,False,True
2021-08-09,L,2,T1,BEAR,11,10,5221.0,5217.5,1.0,170.0,3.5,0.7272727272727273,0.36363636363636365,True,0.6285714285714286,-0.112857970506801,False,False,False
2021-08-09,L,2,T2,BEAR,11,10,5221.0,5217.5,2.0,345.0,3.5,0.7272727272727273,0.36363636363636365,True,0.6285714285714286,-0.112857970506801,False,False,False
2021-08-09,S,2,T1,NEUTRAL,31,30,5225.25,5227.25,-1.0,-105.0,2.0,0.19999999999999996,0.4,False,0.7042253521126761,-1.048243365979251,False,False,True
2021-08-09,S,2,T2,NEUTRAL,31,30,5225.25,5227.25,-1.0,-105.0,2.0,0.19999999999999996,0.4,False,0.7042253521126761,-1.048243365979251,False,False,True
2021-08-10,S,2,T1,NEUTRAL,21,20,5223.5,5227.5,-1.0,-205.0,4.0,1.0,0.7692307692307693,True,0.718232044198895,1.0915839256136999,True,False,True
2021-08-10,S,2,T2,NEUTRAL,21,20,5223.5,5227.5,-1.0,-205.0,4.0,1.0,0.7692307692307693,True,0.718232044198895,1.0915839256136999,True,False,True
2021-08-11,L,2,T1,BEAR,15,14,5239.0,5235.5,-1.0,-180.0,3.5,0.6363636363636364,0.0,False,1.1340206185567012,0.03694692790229534,True,False,True
2021-08-11,L,2,T2,BEAR,15,14,5239.0,5235.5,-1.0,-180.0,3.5,0.6363636363636364,0.0,False,1.1340206185567012,0.03694692790229534,True,False,True
2021-08-16,L,2,T1,BEAR,14,13,5238.25,5231.75,1.0,320.0,6.5,0.391304347826087,0.0,False,1.1794871794871795,-0.2738363260383873,False,False,True
2021-08-16,L,2,T2,BEAR,14,13,5238.25,5231.75,2.0,645.0,6.5,0.391304347826087,0.0,False,1.1794871794871795,-0.2738363260383873,False,False,True
2021-08-16,S,2,T1,BULL,52,51,5257.25,5259.5,-1.0,-117.5,2.25,0.33333333333333337,0.5,False,0.8108108108108107,-2.8556084566647573,False,False,True
2021-08-16,S,2,T2,BULL,52,51,5257.25,5259.5,-1.0,-117.5,2.25,0.33333333333333337,0.5,False,0.8108108108108107,-2.8556084566647573,False,False,True
2021-08-17,S,2,T1,BULL,13,12,5244.5,5251.75,-1.0,-367.5,7.25,0.23076923076923073,0.6923076923076923,False,1.0655737704918034,0.20595171479950206,True,True,True
2021-08-17,S,2,T2,BULL,13,12,5244.5,5251.75,-1.0,-367.5,7.25,0.23076923076923073,0.6923076923076923,False,1.0655737704918034,0.20595171479950206,True,True,True
2021-08-17,S,2,T1,BEAR,50,49,5220.75,5225.25,1.0,220.0,4.5,0.4666666666666667,0.4,True,0.6493506493506493,0.8007242597708981,True,False,True
2021-08-17,S,2,T2,BEAR,50,49,5220.75,5225.25,-1.0,-230.0,4.5,0.4666666666666667,0.4,True,0.6493506493506493,0.8007242597708981,True,False,True
2021-08-17,S,2,T1,NEUTRAL,80,79,5236.75,5245.25,-1.0,-430.0,8.5,0.967741935483871,0.8387096774193549,True,1.5422885572139302,-0.5822794971392786,False,False,True
2021-08-17,S,2,T2,NEUTRAL,80,79,5236.75,5245.25,-1.0,-430.0,8.5,0.967741935483871,0.8387096774193549,True,1.5422885572139302,-0.5822794971392786,False,False,True
2021-08-18,S,2,T1,BULL,14,13,5244.25,5248.25,1.0,195.0,4.0,0.23076923076923073,0.7692307692307693,False,0.8333333333333334,-1.0813042538241764,False,False,True
2021-08-18,S,2,T2,BULL,14,13,5244.25,5248.25,2.0,395.0,4.0,0.23076923076923073,0.7692307692307693,False,0.8333333333333334,-1.0813042538241764,False,False,True
2021-08-18,S,2,T1,NEUTRAL,67,66,5227.75,5233.0,1.0,257.5,5.25,0.2777777777777778,0.6111111111111112,False,0.694980694980695,0.8822930620197047,True,False,True
2021-08-18,S,2,T2,NEUTRAL,67,66,5227.75,5233.0,2.0,520.0,5.25,0.2777777777777778,0.6111111111111112,False,0.694980694980695,0.8822930620197047,True,False,True
2021-08-19,S,2,T1,BULL,11,10,5192.25,5203.25,1.0,545.0,11.0,0.46341463414634143,0.24390243902439024,False,1.0353535353535352,-0.49858268865834976,False,False,False
2021-08-19,S,2,T2,BULL,11,10,5192.25,5203.25,-1.0,-555.0,11.0,0.46341463414634143,0.24390243902439024,False,1.0353535353535352,-0.49858268865834976,False,False,False
2021-08-20,S,2,T1,BEAR,24,23,5225.5,5228.25,-1.0,-142.5,2.75,0.375,0.375,False,0.5517241379310345,-0.36584516609180917,False,False,True
2021-08-20,S,2,T2,BEAR,24,23,5225.5,5228.25,-1.0,-142.5,2.75,0.375,0.375,False,0.5517241379310345,-0.36584516609180917,False,False,True
2021-08-20,L,2,T1,BEAR,31,30,5228.0,5222.25,1.0,282.5,5.75,0.95,0.45,True,1.3071895424836601,0.6895193798879156,True,True,True
2021-08-20,L,2,T2,BEAR,31,30,5228.0,5222.25,2.0,570.0,5.75,0.95,0.45,True,1.3071895424836601,0.6895193798879156,True,True,True
2021-08-20,L,2,T1,BULL,55,54,5232.75,5229.75,-1.0,-155.0,3.0,0.3333333333333333,0.5555555555555556,False,1.0465116279069768,-0.1522631536825556,False,False,True
2021-08-20,L,2,T2,BULL,55,54,5232.75,5229.75,-1.0,-155.0,3.0,0.3333333333333333,0.5555555555555556,False,1.0465116279069768,-0.1522631536825556,False,False,True
2021-08-23,S,2,T1,BULL,13,12,5271.0,5275.25,-1.0,-217.5,4.25,1.0,0.7857142857142857,True,0.9859154929577465,-1.4313767435869267,False,False,True
2021-08-23,S,2,T2,BULL,13,12,5271.0,5275.25,-1.0,-217.5,4.25,1.0,0.7857142857142857,True,0.9859154929577465,-1.4313767435869267,False,False,True
2021-08-24,S,2,T1,NEUTRAL,34,33,5281.25,5283.25,1.0,95.0,2.0,1.0,0.4,True,0.617283950617284,0.8036445968465148,True,True,True
2021-08-24,S,2,T2,NEUTRAL,34,33,5281.25,5283.25,-1.0,-105.0,2.0,1.0,0.4,True,0.617283950617284,0.8036445968465148,True,True,True
2021-08-24,L,2,T1,BULL,54,53,5286.25,5283.75,-1.0,-130.0,2.5,1.0,0.2857142857142857,True,1.5555555555555556,2.489079208848933,True,False,True
2021-08-24,L,2,T2,BULL,54,53,5286.25,5283.75,-1.0,-130.0,2.5,1.0,0.2857142857142857,True,1.5555555555555556,2.489079208848933,True,False,True
2021-08-25,S,2,T1,BULL,8,7,5284.0,5287.25,-1.0,-167.5,3.25,0.6,0.2,True,0.7692307692307693,-0.18940136854619666,False,False,False
2021-08-25,S,2,T2,BULL,8,7,5284.0,5287.25,-1.0,-167.5,3.25,0.6,0.2,True,0.7692307692307693,-0.18940136854619666,False,False,False
2021-08-25,L,2,T1,BULL,42,41,5295.75,5293.25,-1.0,-130.0,2.5,0.8571428571428571,0.5714285714285714,True,1.1666666666666667,1.6957467123271879,True,False,True
