Date,dir,count,gate,exit,net
2022-11-30,S,1,closec,t4p,-205.0
2022-11-30,S,1,closec,t8p,-205.0
2022-11-30,L,1,base,eod,3245.0
2022-11-30,L,1,base,term,-205.0
2022-11-30,L,1,base,oppo,-205.0
2022-11-30,L,1,base,t4p,195.0
2022-11-30,L,1,base,t8p,395.0
2022-11-30,L,1,sticky,eod,3245.0
2022-11-30,L,1,sticky,term,-205.0
2022-11-30,L,1,sticky,oppo,-205.0
2022-11-30,L,1,sticky,t4p,195.0
2022-11-30,L,1,sticky,t8p,395.0
2022-11-30,L,1,closec,eod,3245.0
2022-11-30,L,1,closec,term,-205.0
2022-11-30,L,1,closec,oppo,-205.0
2022-11-30,L,1,closec,t4p,195.0
2022-11-30,L,1,closec,t8p,395.0
2022-11-30,L,1,base,eod,2557.5
2022-11-30,L,1,base,term,-205.0
2022-11-30,L,1,base,oppo,-205.0
2022-11-30,L,1,base,t4p,195.0
2022-11-30,L,1,base,t8p,395.0
2022-11-30,L,1,sticky,eod,2557.5
2022-11-30,L,1,sticky,term,-205.0
2022-11-30,L,1,sticky,oppo,-205.0
2022-11-30,L,1,sticky,t4p,195.0
2022-11-30,L,1,sticky,t8p,395.0
2022-11-30,L,1,closec,eod,2557.5
2022-11-30,L,1,closec,term,-205.0
2022-11-30,L,1,closec,oppo,-205.0
2022-11-30,L,1,closec,t4p,195.0
2022-11-30,L,1,closec,t8p,395.0
2022-12-01,S,1,base,eod,-205.0
2022-12-01,S,1,base,term,-205.0
2022-12-01,S,1,base,oppo,-205.0
2022-12-01,S,1,base,t4p,195.0
2022-12-01,S,1,base,t8p,-205.0
2022-12-01,S,1,sticky,eod,-205.0
2022-12-01,S,1,sticky,term,-205.0
2022-12-01,S,1,sticky,oppo,-205.0
2022-12-01,S,1,sticky,t4p,195.0
2022-12-01,S,1,sticky,t8p,-205.0
2022-12-01,L,1,base,eod,-205.0
2022-12-01,L,1,base,term,20.0
2022-12-01,L,1,base,oppo,-205.0
2022-12-01,L,1,base,t4p,195.0
2022-12-01,L,1,base,t8p,395.0
2022-12-01,L,1,sticky,eod,-205.0
2022-12-01,L,1,sticky,term,20.0
2022-12-01,L,1,sticky,oppo,-205.0
2022-12-01,L,1,sticky,t4p,195.0
2022-12-01,L,1,sticky,t8p,395.0
2022-12-01,L,1,base,eod,-205.0
2022-12-01,L,1,base,term,-155.0
2022-12-01,L,1,base,oppo,-205.0
2022-12-01,L,1,base,t4p,195.0
2022-12-01,L,1,base,t8p,-205.0
2022-12-01,L,1,sticky,eod,-205.0
2022-12-01,L,1,sticky,term,-155.0
2022-12-01,L,1,sticky,oppo,-205.0
2022-12-01,L,1,sticky,t4p,195.0
2022-12-01,L,1,sticky,t8p,-205.0
2022-12-01,L,1,closec,eod,-205.0
2022-12-01,L,1,closec,term,-205.0
2022-12-01,L,1,closec,oppo,-205.0
2022-12-01,L,1,closec,t4p,195.0
2022-12-01,L,1,closec,t8p,-205.0
2022-12-05,S,2,base,eod,1020.0
2022-12-05,S,2,base,term,1357.5
2022-12-05,S,2,base,oppo,1207.5
2022-12-05,S,2,base,t4p,195.0
2022-12-05,S,2,base,t8p,395.0
2022-12-05,S,2,sticky,eod,1020.0
2022-12-05,S,2,sticky,term,1357.5
2022-12-05,S,2,sticky,oppo,1207.5
2022-12-05,S,2,sticky,t4p,195.0
2022-12-05,S,2,sticky,t8p,395.0
2022-12-05,S,1,base,eod,557.5
2022-12-05,S,1,base,term,895.0
2022-12-05,S,1,base,oppo,745.0
2022-12-05,S,1,base,t4p,195.0
2022-12-05,S,1,base,t8p,395.0
2022-12-05,S,1,sticky,eod,557.5
2022-12-05,S,1,sticky,term,895.0
2022-12-05,S,1,sticky,oppo,745.0
2022-12-05,S,1,sticky,t4p,195.0
2022-12-05,S,1,sticky,t8p,395.0
2022-12-05,S,1,closec,eod,557.5
2022-12-05,S,1,closec,term,907.5
2022-12-05,S,1,closec,oppo,645.0
2022-12-05,S,1,closec,t4p,195.0
2022-12-05,S,1,closec,t8p,395.0
2022-12-05,S,1,base,eod,507.5
2022-12-05,S,1,base,term,845.0
2022-12-05,S,1,base,oppo,695.0
2022-12-05,S,1,base,t4p,195.0
2022-12-05,S,1,base,t8p,395.0
2022-12-05,S,1,sticky,eod,507.5
2022-12-05,S,1,sticky,term,845.0
2022-12-05,S,1,sticky,oppo,695.0
2022-12-05,S,1,sticky,t4p,195.0
2022-12-05,S,1,sticky,t8p,395.0
2022-12-05,S,1,closec,eod,507.5
2022-12-05,S,1,closec,term,857.5
2022-12-05,S,1,closec,oppo,595.0
2022-12-05,S,1,closec,t4p,195.0
2022-12-05,S,1,closec,t8p,395.0
2022-12-05,S,1,base,eod,607.5
2022-12-05,S,1,base,term,945.0
2022-12-05,S,1,base,oppo,795.0
2022-12-05,S,1,base,t4p,195.0
2022-12-05,S,1,base,t8p,395.0
2022-12-05,S,1,sticky,eod,607.5
2022-12-05,S,1,sticky,term,945.0
2022-12-05,S,1,sticky,oppo,795.0
2022-12-05,S,1,sticky,t4p,195.0
2022-12-05,S,1,sticky,t8p,395.0
2022-12-05,S,1,closec,eod,607.5
2022-12-05,S,1,closec,term,957.5
2022-12-05,S,1,closec,oppo,695.0
2022-12-05,S,1,closec,t4p,195.0
2022-12-05,S,1,closec,t8p,395.0
2022-12-05,S,2,base,eod,345.0
2022-12-05,S,2,base,term,682.5
2022-12-05,S,2,base,oppo,532.5
2022-12-05,S,2,base,t4p,195.0
2022-12-05,S,2,base,t8p,395.0
2022-12-05,S,2,sticky,eod,345.0
2022-12-05,S,2,sticky,term,682.5
2022-12-05,S,2,sticky,oppo,532.5
2022-12-05,S,2,sticky,t4p,195.0
2022-12-05,S,2,sticky,t8p,395.0
2022-12-05,S,2,closec,eod,345.0
2022-12-05,S,2,closec,term,695.0
2022-12-05,S,2,closec,oppo,432.5
2022-12-05,S,2,closec,t4p,195.0
2022-12-05,S,2,closec,t8p,395.0
2022-12-05,S,1,base,eod,-205.0
2022-12-05,S,1,base,term,-180.0
2022-12-05,S,1,base,oppo,-205.0
2022-12-05,S,1,base,t4p,195.0
2022-12-05,S,1,base,t8p,-205.0
2022-12-05,S,1,sticky,eod,-205.0
2022-12-05,S,1,sticky,term,-180.0
2022-12-05,S,1,sticky,oppo,-205.0
2022-12-05,S,1,sticky,t4p,195.0
2022-12-05,S,1,sticky,t8p,-205.0
2022-12-05,S,1,closec,eod,-205.0
2022-12-05,S,1,closec,term,-205.0
2022-12-05,S,1,closec,oppo,-205.0
2022-12-05,S,1,closec,t4p,195.0
2022-12-05,S,1,closec,t8p,-205.0
2022-12-05,S,1,base,eod,-205.0
2022-12-05,S,1,base,term,-142.5
2022-12-05,S,1,base,oppo,-205.0
2022-12-05,S,1,base,t4p,-205.0
2022-12-05,S,1,base,t8p,-205.0
2022-12-05,S,1,sticky,eod,-205.0
2022-12-05,S,1,sticky,term,-142.5
2022-12-05,S,1,sticky,oppo,-205.0
2022-12-05,S,1,sticky,t4p,-205.0
2022-12-05,S,1,sticky,t8p,-205.0
2022-12-05,S,1,closec,eod,-205.0
2022-12-05,S,1,closec,term,-205.0
2022-12-05,S,1,closec,oppo,-205.0
2022-12-05,S,1,closec,t4p,-205.0
2022-12-05,S,1,closec,t8p,-205.0
2022-12-06,S,1,base,eod,995.0
2022-12-06,S,1,base,term,1070.0
2022-12-06,S,1,base,oppo,-205.0
2022-12-06,S,1,base,t4p,195.0
2022-12-06,S,1,base,t8p,395.0
2022-12-06,S,1,sticky,eod,995.0
2022-12-06,S,1,sticky,term,1070.0
2022-12-06,S,1,sticky,oppo,-205.0
2022-12-06,S,1,sticky,t4p,195.0
2022-12-06,S,1,sticky,t8p,395.0
2022-12-06,S,1,closec,eod,995.0
2022-12-06,S,1,closec,term,1445.0
2022-12-06,S,1,closec,oppo,-205.0
2022-12-06,S,1,closec,t4p,195.0
2022-12-06,S,1,closec,t8p,395.0
2022-12-06,S,1,base,eod,995.0
2022-12-06,S,1,base,term,1070.0
2022-12-06,S,1,base,oppo,-205.0
2022-12-06,S,1,base,t4p,195.0
2022-12-06,S,1,base,t8p,395.0
2022-12-06,S,1,sticky,eod,995.0
2022-12-06,S,1,sticky,term,1070.0
2022-12-06,S,1,sticky,oppo,-205.0
2022-12-06,S,1,sticky,t4p,195.0
2022-12-06,S,1,sticky,t8p,395.0
2022-12-06,S,1,closec,eod,995.0
2022-12-06,S,1,closec,term,1445.0
2022-12-06,S,1,closec,oppo,-205.0
2022-12-06,S,1,closec,t4p,195.0
2022-12-06,S,1,closec,t8p,395.0
2022-12-06,S,2,base,eod,-205.0
2022-12-06,S,2,base,term,-205.0
2022-12-06,S,2,base,oppo,-205.0
2022-12-06,S,2,base,t4p,-205.0
2022-12-06,S,2,base,t8p,-205.0
2022-12-06,S,2,sticky,eod,-205.0
2022-12-06,S,2,sticky,term,-205.0
2022-12-06,S,2,sticky,oppo,-205.0
2022-12-06,S,2,sticky,t4p,-205.0
2022-12-06,S,2,sticky,t8p,-205.0
2022-12-06,S,2,closec,eod,-205.0
2022-12-06,S,2,closec,term,-205.0
2022-12-06,S,2,closec,oppo,-205.0
2022-12-06,S,2,closec,t4p,-205.0
2022-12-06,S,2,closec,t8p,-205.0
2022-12-06,S,1,base,eod,-205.0
2022-12-06,S,1,base,term,-205.0
2022-12-06,S,1,base,oppo,-205.0
2022-12-06,S,1,base,t4p,-205.0
2022-12-06,S,1,base,t8p,-205.0
2022-12-06,S,1,sticky,eod,-205.0
2022-12-06,S,1,sticky,term,-205.0
2022-12-06,S,1,sticky,oppo,-205.0
2022-12-06,S,1,sticky,t4p,-205.0
2022-12-06,S,1,sticky,t8p,-205.0
2022-12-06,S,1,closec,eod,-205.0
2022-12-06,S,1,closec,term,-205.0
2022-12-06,S,1,closec,oppo,-205.0
2022-12-06,S,1,closec,t4p,-205.0
2022-12-06,S,1,closec,t8p,-205.0
2022-12-06,S,2,base,eod,795.0
2022-12-06,S,2,base,term,870.0
2022-12-06,S,2,base,oppo,-205.0
2022-12-06,S,2,base,t4p,195.0
2022-12-06,S,2,base,t8p,395.0
2022-12-06,S,2,sticky,eod,795.0
2022-12-06,S,2,sticky,term,870.0
2022-12-06,S,2,sticky,oppo,-205.0
2022-12-06,S,2,sticky,t4p,195.0
2022-12-06,S,2,sticky,t8p,395.0
2022-12-06,S,2,closec,eod,795.0
2022-12-06,S,2,closec,term,1245.0
2022-12-06,S,2,closec,oppo,-205.0
2022-12-06,S,2,closec,t4p,195.0
2022-12-06,S,2,closec,t8p,395.0
2022-12-06,S,1,base,eod,295.0
2022-12-06,S,1,base,term,370.0
2022-12-06,S,1,base,oppo,-205.0
2022-12-06,S,1,base,t4p,195.0
2022-12-06,S,1,base,t8p,395.0
2022-12-06,S,1,sticky,eod,295.0
2022-12-06,S,1,sticky,term,370.0
2022-12-06,S,1,sticky,oppo,-205.0
2022-12-06,S,1,sticky,t4p,195.0
2022-12-06,S,1,sticky,t8p,395.0
2022-12-06,S,1,closec,eod,295.0
2022-12-06,S,1,closec,term,745.0
2022-12-06,S,1,closec,oppo,-205.0
2022-12-06,S,1,closec,t4p,195.0
2022-12-06,S,1,closec,t8p,395.0
2022-12-06,S,2,base,eod,257.5
2022-12-06,S,2,base,term,332.5
2022-12-06,S,2,base,oppo,-205.0
2022-12-06,S,2,base,t4p,195.0
2022-12-06,S,2,base,t8p,395.0
2022-12-06,S,2,sticky,eod,257.5
2022-12-06,S,2,sticky,term,332.5
2022-12-06,S,2,sticky,oppo,-205.0
2022-12-06,S,2,sticky,t4p,195.0
2022-12-06,S,2,sticky,t8p,395.0
2022-12-06,S,2,closec,eod,257.5
2022-12-06,S,2,closec,term,707.5
2022-12-06,S,2,closec,oppo,-205.0
2022-12-06,S,2,closec,t4p,195.0
2022-12-06,S,2,closec,t8p,395.0
2022-12-06,S,1,base,eod,-205.0
2022-12-06,S,1,base,term,-142.5
2022-12-06,S,1,base,oppo,-205.0
2022-12-06,S,1,base,t4p,195.0
2022-12-06,S,1,base,t8p,395.0
2022-12-06,S,1,sticky,eod,-205.0
2022-12-06,S,1,sticky,term,-142.5
2022-12-06,S,1,sticky,oppo,-205.0
2022-12-06,S,1,sticky,t4p,195.0
2022-12-06,S,1,sticky,t8p,395.0
2022-12-06,S,1,closec,eod,-205.0
2022-12-06,S,1,closec,term,232.5
2022-12-06,S,1,closec,oppo,-205.0
2022-12-06,S,1,closec,t4p,195.0
2022-12-06,S,1,closec,t8p,395.0
2022-12-06,S,1,sticky,eod,-205.0
2022-12-06,S,1,sticky,term,332.5
2022-12-06,S,1,sticky,oppo,-205.0
2022-12-06,S,1,sticky,t4p,195.0
2022-12-06,S,1,sticky,t8p,395.0
2022-12-06,S,1,closec,eod,-205.0
2022-12-06,S,1,closec,term,307.5
2022-12-06,S,1,closec,oppo,-205.0
2022-12-06,S,1,closec,t4p,195.0
2022-12-06,S,1,closec,t8p,395.0
2022-12-06,S,2,base,eod,-205.0
2022-12-06,S,2,base,term,-30.0
2022-12-06,S,2,base,oppo,-205.0
2022-12-06,S,2,base,t4p,195.0
2022-12-06,S,2,base,t8p,395.0
2022-12-06,S,2,sticky,eod,-205.0
2022-12-06,S,2,sticky,term,-30.0
2022-12-06,S,2,sticky,oppo,-205.0
2022-12-06,S,2,sticky,t4p,195.0
2022-12-06,S,2,sticky,t8p,395.0
2022-12-06,S,2,closec,eod,-205.0
2022-12-06,S,2,closec,term,-205.0
2022-12-06,S,2,closec,oppo,-205.0
2022-12-06,S,2,closec,t4p,195.0
2022-12-06,S,2,closec,t8p,395.0
2022-12-06,S,1,base,eod,-205.0
2022-12-06,S,1,base,term,-205.0
2022-12-06,S,1,base,oppo,-205.0
2022-12-06,S,1,base,t4p,-205.0
2022-12-06,S,1,base,t8p,-205.0
2022-12-06,S,1,sticky,eod,-205.0
2022-12-06,S,1,sticky,term,-205.0
2022-12-06,S,1,sticky,oppo,-205.0
2022-12-06,S,1,sticky,t4p,-205.0
2022-12-06,S,1,sticky,t8p,-205.0
2022-12-06,S,1,closec,eod,-205.0
2022-12-06,S,1,closec,term,-205.0
2022-12-06,S,1,closec,oppo,-205.0
2022-12-06,S,1,closec,t4p,-205.0
2022-12-06,S,1,closec,t8p,-205.0
2022-12-06,S,1,base,eod,-205.0
2022-12-06,S,1,base,term,-205.0
2022-12-06,S,1,base,oppo,-205.0
2022-12-06,S,1,base,t4p,-205.0
2022-12-06,S,1,base,t8p,-205.0
2022-12-06,S,1,sticky,eod,-205.0
2022-12-06,S,1,sticky,term,-205.0
2022-12-06,S,1,sticky,oppo,-205.0
2022-12-06,S,1,sticky,t4p,-205.0
2022-12-06,S,1,sticky,t8p,-205.0
2022-12-06,S,1,closec,eod,-205.0
2022-12-06,S,1,closec,term,-205.0
2022-12-06,S,1,closec,oppo,-205.0
2022-12-06,S,1,closec,t4p,-205.0
2022-12-06,S,1,closec,t8p,-205.0
2022-12-08,S,1,sticky,eod,-205.0
2022-12-08,S,1,sticky,term,-205.0
2022-12-08,S,1,sticky,oppo,-205.0
2022-12-08,S,1,sticky,t4p,-205.0
2022-12-08,S,1,sticky,t8p,-205.0
2022-12-08,S,1,closec,eod,-205.0
2022-12-08,S,1,closec,term,-205.0
2022-12-08,S,1,closec,oppo,-205.0
2022-12-08,S,1,closec,t4p,-205.0
2022-12-08,S,1,closec,t8p,-205.0
2022-12-09,S,1,base,eod,-205.0
2022-12-09,S,1,base,term,-205.0
2022-12-09,S,1,base,oppo,-205.0
2022-12-09,S,1,base,t4p,195.0
2022-12-09,S,1,base,t8p,-205.0
2022-12-09,S,1,sticky,eod,-205.0
2022-12-09,S,1,sticky,term,-205.0
2022-12-09,S,1,sticky,oppo,-205.0
2022-12-09,S,1,sticky,t4p,195.0
2022-12-09,S,1,sticky,t8p,-205.0
2022-12-09,S,2,base,eod,-205.0
2022-12-09,S,2,base,term,-205.0
2022-12-09,S,2,base,oppo,-205.0
2022-12-09,S,2,base,t4p,-205.0
2022-12-09,S,2,base,t8p,-205.0
2022-12-09,S,2,sticky,eod,-205.0
2022-12-09,S,2,sticky,term,-205.0
2022-12-09,S,2,sticky,oppo,-205.0
2022-12-09,S,2,sticky,t4p,-205.0
2022-12-09,S,2,sticky,t8p,-205.0
2022-12-09,L,1,base,eod,-205.0
2022-12-09,L,1,base,term,-205.0
2022-12-09,L,1,base,oppo,-205.0
2022-12-09,L,1,base,t4p,195.0
2022-12-09,L,1,base,t8p,395.0
2022-12-09,L,1,sticky,eod,-205.0
2022-12-09,L,1,sticky,term,-205.0
2022-12-09,L,1,sticky,oppo,-205.0
2022-12-09,L,1,sticky,t4p,195.0
2022-12-09,L,1,sticky,t8p,395.0
2022-12-09,L,1,closec,eod,-205.0
2022-12-09,L,1,closec,term,-205.0
2022-12-09,L,1,closec,oppo,-205.0
2022-12-09,L,1,closec,t4p,195.0
2022-12-09,L,1,closec,t8p,395.0
2022-12-09,L,2,base,eod,-205.0
2022-12-09,L,2,base,term,-205.0
2022-12-09,L,2,base,oppo,-205.0
2022-12-09,L,2,base,t4p,195.0
2022-12-09,L,2,base,t8p,-205.0
2022-12-09,L,2,sticky,eod,-205.0
2022-12-09,L,2,sticky,term,-205.0
2022-12-09,L,2,sticky,oppo,-205.0
2022-12-09,L,2,sticky,t4p,195.0
2022-12-09,L,2,sticky,t8p,-205.0
2022-12-09,L,2,closec,eod,-205.0
2022-12-09,L,2,closec,term,-205.0
2022-12-09,L,2,closec,oppo,-205.0
2022-12-09,L,2,closec,t4p,195.0
2022-12-09,L,2,closec,t8p,-205.0
2022-12-09,L,1,base,eod,-205.0
2022-12-09,L,1,base,term,-205.0
2022-12-09,L,1,base,oppo,-205.0
2022-12-09,L,1,base,t4p,-205.0
2022-12-09,L,1,base,t8p,-205.0
2022-12-09,L,1,sticky,eod,-205.0
2022-12-09,L,1,sticky,term,-205.0
2022-12-09,L,1,sticky,oppo,-205.0
2022-12-09,L,1,sticky,t4p,-205.0
2022-12-09,L,1,sticky,t8p,-205.0
2022-12-09,L,1,closec,eod,-205.0
2022-12-09,L,1,closec,term,-205.0
2022-12-09,L,1,closec,oppo,-205.0
2022-12-09,L,1,closec,t4p,-205.0
2022-12-09,L,1,closec,t8p,-205.0
2022-12-09,L,2,base,eod,-205.0
2022-12-09,L,2,base,term,-205.0
2022-12-09,L,2,base,oppo,-205.0
2022-12-09,L,2,base,t4p,-205.0
2022-12-09,L,2,base,t8p,-205.0
2022-12-09,L,2,sticky,eod,-205.0
2022-12-09,L,2,sticky,term,-205.0
2022-12-09,L,2,sticky,oppo,-205.0
2022-12-09,L,2,sticky,t4p,-205.0
2022-12-09,L,2,sticky,t8p,-205.0
2022-12-09,L,2,closec,eod,-205.0
2022-12-09,L,2,closec,term,-205.0
2022-12-09,L,2,closec,oppo,-205.0
2022-12-09,L,2,closec,t4p,-205.0
2022-12-09,L,2,closec,t8p,-205.0
2022-12-12,L,1,sticky,eod,-205.0
2022-12-12,L,1,sticky,term,-155.0
2022-12-12,L,1,sticky,oppo,-205.0
2022-12-12,L,1,sticky,t4p,-205.0
2022-12-12,L,1,sticky,t8p,-205.0
2022-12-12,L,1,closec,eod,-205.0
2022-12-12,L,1,closec,term,-205.0
2022-12-12,L,1,closec,oppo,-205.0
2022-12-12,L,1,closec,t4p,-205.0
2022-12-12,L,1,closec,t8p,-205.0
2022-12-12,L,1,sticky,eod,1645.0
2022-12-12,L,1,sticky,term,-17.5
2022-12-12,L,1,sticky,oppo,-17.5
2022-12-12,L,1,sticky,t4p,195.0
2022-12-12,L,1,sticky,t8p,395.0
2022-12-12,L,2,sticky,eod,1545.0
2022-12-12,L,2,sticky,term,-117.5
2022-12-12,L,2,sticky,oppo,-117.5
2022-12-12,L,2,sticky,t4p,195.0
2022-12-12,L,2,sticky,t8p,395.0
2022-12-12,L,1,sticky,eod,1545.0
2022-12-12,L,1,sticky,term,-117.5
2022-12-12,L,1,sticky,oppo,-117.5
2022-12-12,L,1,sticky,t4p,195.0
2022-12-12,L,1,sticky,t8p,395.0
2022-12-12,L,1,closec,eod,-205.0
2022-12-12,L,1,closec,term,-205.0
2022-12-12,L,1,closec,oppo,-205.0
2022-12-12,L,1,closec,t4p,-205.0
2022-12-12,L,1,closec,t8p,-205.0
2022-12-12,L,2,closec,eod,-205.0
2022-12-12,L,2,closec,term,-205.0
2022-12-12,L,2,closec,oppo,-205.0
2022-12-12,L,2,closec,t4p,195.0
2022-12-12,L,2,closec,t8p,-205.0
2022-12-12,S,2,base,eod,-205.0
2022-12-12,S,2,base,term,-92.5
2022-12-12,S,2,base,oppo,-205.0
2022-12-12,S,2,base,t4p,-205.0
2022-12-12,S,2,base,t8p,-205.0
2022-12-12,S,2,sticky,eod,-205.0
2022-12-12,S,2,sticky,term,-92.5
2022-12-12,S,2,sticky,oppo,-205.0
2022-12-12,S,2,sticky,t4p,-205.0
2022-12-12,S,2,sticky,t8p,-205.0
2022-12-12,S,2,closec,eod,-205.0
2022-12-12,S,2,closec,term,-130.0
2022-12-12,S,2,closec,oppo,-205.0
2022-12-12,S,2,closec,t4p,-205.0
2022-12-12,S,2,closec,t8p,-205.0
2022-12-14,S,1,base,eod,-205.0
2022-12-14,S,1,base,term,-205.0
2022-12-14,S,1,base,oppo,-205.0
2022-12-14,S,1,base,t4p,-205.0
2022-12-14,S,1,base,t8p,-205.0
2022-12-14,S,1,sticky,eod,-205.0
2022-12-14,S,1,sticky,term,-205.0
2022-12-14,S,1,sticky,oppo,-205.0
2022-12-14,S,1,sticky,t4p,-205.0
2022-12-14,S,1,sticky,t8p,-205.0
2022-12-14,S,1,closec,eod,-205.0
2022-12-14,S,1,closec,term,-205.0
2022-12-14,S,1,closec,oppo,-205.0
2022-12-14,S,1,closec,t4p,-205.0
2022-12-14,S,1,closec,t8p,-205.0
2022-12-15,L,1,sticky,eod,-205.0
2022-12-15,L,1,sticky,term,-205.0
2022-12-15,L,1,sticky,oppo,-205.0
2022-12-15,L,1,sticky,t4p,195.0
2022-12-15,L,1,sticky,t8p,-205.0
2022-12-15,L,1,closec,eod,-205.0
2022-12-15,L,1,closec,term,-205.0
2022-12-15,L,1,closec,oppo,-205.0
2022-12-15,L,1,closec,t4p,195.0
2022-12-15,L,1,closec,t8p,-205.0
2022-12-15,L,2,sticky,eod,-205.0
2022-12-15,L,2,sticky,term,-205.0
2022-12-15,L,2,sticky,oppo,-205.0
2022-12-15,L,2,sticky,t4p,195.0
2022-12-15,L,2,sticky,t8p,-205.0
2022-12-15,L,2,closec,eod,-205.0
2022-12-15,L,2,closec,term,-205.0
2022-12-15,L,2,closec,oppo,-205.0
2022-12-15,L,2,closec,t4p,195.0
2022-12-15,L,2,closec,t8p,-205.0
2022-12-15,S,1,base,eod,-205.0
2022-12-15,S,1,base,term,-205.0
2022-12-15,S,1,base,oppo,-205.0
2022-12-15,S,1,base,t4p,195.0
2022-12-15,S,1,base,t8p,-205.0
2022-12-15,S,1,sticky,eod,-205.0
2022-12-15,S,1,sticky,term,-205.0
2022-12-15,S,1,sticky,oppo,-205.0
2022-12-15,S,1,sticky,t4p,195.0
2022-12-15,S,1,sticky,t8p,-205.0
2022-12-15,S,2,base,eod,-205.0
2022-12-15,S,2,base,term,-205.0
2022-12-15,S,2,base,oppo,-205.0
2022-12-15,S,2,base,t4p,195.0
2022-12-15,S,2,base,t8p,395.0
2022-12-15,S,2,sticky,eod,-205.0
2022-12-15,S,2,sticky,term,-205.0
2022-12-15,S,2,sticky,oppo,-205.0
2022-12-15,S,2,sticky,t4p,195.0
2022-12-15,S,2,sticky,t8p,395.0
2022-12-15,S,1,base,eod,-205.0
2022-12-15,S,1,base,term,-205.0
2022-12-15,S,1,base,oppo,-205.0
2022-12-15,S,1,base,t4p,-205.0
2022-12-15,S,1,base,t8p,-205.0
2022-12-15,S,1,sticky,eod,-205.0
2022-12-15,S,1,sticky,term,-205.0
2022-12-15,S,1,sticky,oppo,-205.0
2022-12-15,S,1,sticky,t4p,-205.0
2022-12-15,S,1,sticky,t8p,-205.0
2022-12-15,S,1,closec,eod,-205.0
2022-12-15,S,1,closec,term,-205.0
2022-12-15,S,1,closec,oppo,-205.0
2022-12-15,S,1,closec,t4p,-205.0
2022-12-15,S,1,closec,t8p,-205.0
2022-12-15,S,2,base,eod,-205.0
2022-12-15,S,2,base,term,-205.0
2022-12-15,S,2,base,oppo,-205.0
2022-12-15,S,2,base,t4p,-205.0
2022-12-15,S,2,base,t8p,-205.0
2022-12-15,S,2,sticky,eod,-205.0
2022-12-15,S,2,sticky,term,-205.0
2022-12-15,S,2,sticky,oppo,-205.0
2022-12-15,S,2,sticky,t4p,-205.0
2022-12-15,S,2,sticky,t8p,-205.0
2022-12-15,S,2,closec,eod,-205.0
2022-12-15,S,2,closec,term,-205.0
2022-12-15,S,2,closec,oppo,-205.0
2022-12-15,S,2,closec,t4p,-205.0
2022-12-15,S,2,closec,t8p,-205.0
2022-12-15,S,1,base,eod,-205.0
2022-12-15,S,1,base,term,-205.0
2022-12-15,S,1,base,oppo,-205.0
2022-12-15,S,1,base,t4p,-205.0
2022-12-15,S,1,base,t8p,-205.0
2022-12-15,S,1,sticky,eod,-205.0
2022-12-15,S,1,sticky,term,-205.0
2022-12-15,S,1,sticky,oppo,-205.0
2022-12-15,S,1,sticky,t4p,-205.0
2022-12-15,S,1,sticky,t8p,-205.0
2022-12-15,S,1,closec,eod,-205.0
2022-12-15,S,1,closec,term,-205.0
2022-12-15,S,1,closec,oppo,-205.0
2022-12-15,S,1,closec,t4p,-205.0
2022-12-15,S,1,closec,t8p,-205.0
2022-12-15,S,2,base,eod,-205.0
2022-12-15,S,2,base,term,-205.0
2022-12-15,S,2,base,oppo,-205.0
2022-12-15,S,2,base,t4p,-205.0
2022-12-15,S,2,base,t8p,-205.0
2022-12-15,S,2,sticky,eod,-205.0
2022-12-15,S,2,sticky,term,-205.0
2022-12-15,S,2,sticky,oppo,-205.0
2022-12-15,S,2,sticky,t4p,-205.0
2022-12-15,S,2,sticky,t8p,-205.0
2022-12-15,S,2,closec,eod,-205.0
2022-12-15,S,2,closec,term,-205.0
2022-12-15,S,2,closec,oppo,-205.0
2022-12-15,S,2,closec,t4p,-205.0
2022-12-15,S,2,closec,t8p,-205.0
2022-12-19,S,1,base,eod,-205.0
2022-12-19,S,1,base,term,-205.0
2022-12-19,S,1,base,oppo,-205.0
2022-12-19,S,1,base,t4p,-205.0
2022-12-19,S,1,base,t8p,-205.0
2022-12-19,S,1,sticky,eod,-205.0
2022-12-19,S,1,sticky,term,-205.0
2022-12-19,S,1,sticky,oppo,-205.0
2022-12-19,S,1,sticky,t4p,-205.0
2022-12-19,S,1,sticky,t8p,-205.0
2022-12-19,S,1,closec,eod,-205.0
2022-12-19,S,1,closec,term,-205.0
2022-12-19,S,1,closec,oppo,-205.0
2022-12-19,S,1,closec,t4p,-205.0
2022-12-19,S,1,closec,t8p,-205.0
2022-12-19,S,2,base,eod,932.5
2022-12-19,S,2,base,term,1132.5
2022-12-19,S,2,base,oppo,982.5
2022-12-19,S,2,base,t4p,195.0
2022-12-19,S,2,base,t8p,395.0
2022-12-19,S,2,sticky,eod,932.5
2022-12-19,S,2,sticky,term,1132.5
2022-12-19,S,2,sticky,oppo,982.5
2022-12-19,S,2,sticky,t4p,195.0
2022-12-19,S,2,sticky,t8p,395.0
2022-12-19,S,2,closec,eod,932.5
2022-12-19,S,2,closec,term,757.5
2022-12-19,S,2,closec,oppo,-205.0
2022-12-19,S,2,closec,t4p,195.0
2022-12-19,S,2,closec,t8p,395.0
2022-12-19,S,1,base,eod,-205.0
2022-12-19,S,1,base,term,-205.0
2022-12-19,S,1,base,oppo,-205.0
2022-12-19,S,1,base,t4p,-205.0
