Date,policy,net
2025-05-08,P2,-205.0
2025-05-08,P3,-205.0
2025-05-14,P1,-205.0
2025-05-14,P2,-205.0
2025-05-14,P3,-205.0
2025-05-19,P1,432.5
2025-05-19,P2,432.5
2025-05-19,P3,432.5
2025-05-21,P1,-205.0
2025-05-21,P2,-205.0
2025-05-21,P3,-205.0
2025-05-22,P1,-205.0
2025-05-22,P2,-205.0
2025-05-22,P3,-205.0
2025-05-27,P1,1282.5
2025-05-27,P2,1282.5
2025-05-27,P2,657.5
2025-05-27,P2,-205.0
2025-05-27,P3,1282.5
2025-05-27,P3,657.5
2025-05-27,P3,-205.0
2025-05-28,P1,-205.0
2025-05-28,P2,-205.0
2025-05-28,P3,-205.0
2025-05-29,P1,-205.0
2025-05-29,P2,-205.0
2025-05-29,P3,-205.0
2025-05-30,P1,-205.0
2025-05-30,P2,-205.0
2025-05-30,P3,-205.0
2025-06-03,P1,-205.0
2025-06-03,P2,-205.0
2025-06-03,P3,-205.0
2025-06-05,P1,-205.0
2025-06-05,P2,-205.0
2025-06-05,P3,-205.0
2025-06-06,P1,-205.0
2025-06-06,P2,-205.0
2025-06-06,P3,-205.0
2025-06-11,P1,-205.0
2025-06-11,P1,170.0
2025-06-11,P2,-205.0
2025-06-11,P2,-205.0
2025-06-11,P2,170.0
2025-06-11,P3,-205.0
2025-06-11,P3,120.0
2025-06-11,P3,1257.5
2025-06-11,P3,170.0
2025-06-17,P1,-205.0
2025-06-17,P2,-205.0
2025-06-17,P3,-205.0
2025-06-20,P1,-205.0
2025-06-20,P1,-205.0
2025-06-20,P1,-205.0
2025-06-20,P2,-205.0
2025-06-20,P2,-205.0
2025-06-20,P2,-205.0
2025-06-20,P3,-205.0
2025-06-20,P3,-205.0
2025-06-20,P3,-205.0
2025-06-26,P1,7.5
2025-06-26,P2,7.5
2025-06-26,P2,-205.0
2025-06-26,P3,7.5
2025-06-26,P3,-205.0
2025-06-27,P1,-205.0
2025-06-27,P2,-205.0
2025-06-27,P3,-205.0
2025-06-30,P1,-205.0
2025-06-30,P2,-205.0
2025-06-30,P3,-205.0
2025-07-02,P1,645.0
2025-07-02,P2,-205.0
2025-07-02,P2,645.0
2025-07-02,P2,432.5
2025-07-02,P2,232.5
2025-07-02,P3,-205.0
2025-07-02,P3,645.0
2025-07-02,P3,432.5
2025-07-02,P3,232.5
2025-07-09,P1,-92.5
2025-07-09,P2,-92.5
2025-07-09,P3,-92.5
2025-07-10,P1,57.5
2025-07-10,P2,57.5
2025-07-10,P2,-205.0
2025-07-10,P3,57.5
2025-07-10,P3,-205.0
2025-07-14,P1,445.0
2025-07-14,P2,445.0
2025-07-14,P3,445.0
2025-07-18,P1,-205.0
2025-07-18,P2,-205.0
2025-07-18,P3,-205.0
2025-07-21,P1,-205.0
2025-07-21,P2,-205.0
2025-07-21,P3,-205.0
2025-07-25,P1,557.5
2025-07-25,P2,557.5
2025-07-25,P2,82.5
2025-07-25,P2,-205.0
2025-07-25,P3,557.5
2025-07-25,P3,82.5
2025-07-25,P3,-205.0
2025-07-28,P1,-205.0
2025-07-28,P2,-205.0
2025-07-28,P2,-205.0
2025-07-28,P3,-205.0
2025-07-28,P3,-205.0
2025-07-29,P1,-205.0
2025-07-29,P2,-205.0
2025-07-29,P3,-205.0
2025-08-05,P1,-205.0
2025-08-05,P2,-205.0
2025-08-05,P3,-205.0
2025-08-08,P1,-205.0
2025-08-08,P2,-205.0
2025-08-08,P3,-205.0
2025-08-11,P1,-205.0
2025-08-11,P1,482.5
2025-08-11,P2,-205.0
2025-08-11,P2,482.5
2025-08-11,P3,-205.0
2025-08-11,P3,482.5
2025-08-12,P1,432.5
2025-08-12,P2,432.5
2025-08-12,P2,220.0
2025-08-12,P3,432.5
2025-08-12,P3,220.0
2025-08-14,P1,-205.0
2025-08-14,P2,-205.0
2025-08-14,P3,-205.0
2025-08-19,P1,-205.0
2025-08-19,P2,-205.0
2025-08-19,P3,-205.0
2025-08-20,P1,-205.0
2025-08-20,P2,-205.0
2025-08-20,P3,-205.0
2025-08-26,P1,-205.0
2025-08-26,P1,-205.0
2025-08-26,P2,-205.0
2025-08-26,P2,-205.0
2025-08-26,P3,-205.0
2025-08-26,P3,-205.0
2025-09-02,P1,-205.0
2025-09-02,P2,-205.0
2025-09-02,P3,-205.0
2025-09-04,P1,-205.0
2025-09-04,P1,1032.5
2025-09-04,P2,-205.0
2025-09-04,P2,-205.0
2025-09-04,P2,1032.5
2025-09-04,P3,-205.0
2025-09-04,P3,-205.0
2025-09-04,P3,1032.5
2025-09-08,P1,-205.0
2025-09-08,P1,-205.0
2025-09-08,P2,-205.0
2025-09-08,P2,-205.0
2025-09-08,P3,-205.0
2025-09-08,P3,-205.0
2025-09-09,P1,707.5
2025-09-09,P2,707.5
2025-09-09,P3,707.5
2025-09-11,P1,382.5
2025-09-11,P2,382.5
2025-09-11,P2,-205.0
2025-09-11,P3,382.5
2025-09-11,P3,-205.0
2025-09-12,P1,-205.0
2025-09-12,P2,-205.0
2025-09-12,P2,-205.0
2025-09-12,P3,-205.0
2025-09-12,P3,-205.0
2025-09-16,P1,-205.0
2025-09-16,P2,-205.0
2025-09-16,P3,-205.0
2025-09-17,P1,-205.0
2025-09-17,P2,-205.0
2025-09-17,P3,-205.0
2025-09-19,P1,645.0
2025-09-19,P2,645.0
2025-09-19,P2,470.0
2025-09-19,P3,645.0
2025-09-19,P3,470.0
2025-09-23,P1,1495.0
2025-09-23,P2,1495.0
2025-09-23,P3,1495.0
2025-09-24,P1,-205.0
2025-09-24,P2,-205.0
2025-09-24,P3,-205.0
2025-09-25,P1,-205.0
2025-09-25,P1,-205.0
2025-09-25,P2,-205.0
2025-09-25,P2,-205.0
2025-09-25,P3,-205.0
2025-09-25,P3,-205.0
2025-09-30,P1,-205.0
2025-09-30,P1,-205.0
2025-09-30,P2,-205.0
2025-09-30,P2,-205.0
2025-09-30,P3,-205.0
2025-09-30,P3,-205.0
2025-10-02,P1,-205.0
2025-10-02,P1,382.5
2025-10-02,P2,-205.0
2025-10-02,P2,382.5
2025-10-02,P3,-205.0
2025-10-02,P3,382.5
2025-10-03,P1,-205.0
2025-10-03,P2,-205.0
2025-10-03,P3,-205.0
2025-10-07,P1,-205.0
2025-10-07,P2,-205.0
2025-10-07,P3,-205.0
2025-10-08,P1,732.5
2025-10-08,P2,732.5
2025-10-08,P3,732.5
2025-10-10,P1,-205.0
2025-10-10,P1,9420.0
2025-10-10,P2,-205.0
2025-10-10,P2,9420.0
2025-10-10,P2,-205.0
2025-10-10,P3,-205.0
2025-10-10,P3,9420.0
2025-10-10,P3,-205.0
2025-10-14,P1,745.0
2025-10-14,P2,-205.0
2025-10-14,P2,745.0
2025-10-14,P2,-205.0
2025-10-14,P3,-205.0
2025-10-14,P3,745.0
2025-10-14,P3,-205.0
2025-10-15,P1,-205.0
2025-10-15,P1,-205.0
2025-10-15,P2,-205.0
2025-10-15,P2,-205.0
2025-10-15,P3,-205.0
2025-10-15,P3,-205.0
2025-10-16,P1,2620.0
2025-10-16,P2,2620.0
2025-10-16,P2,-205.0
2025-10-16,P3,2620.0
2025-10-16,P3,-205.0
2025-10-27,P1,-205.0
2025-10-27,P1,-205.0
2025-10-27,P2,-205.0
2025-10-27,P2,-205.0
2025-10-27,P3,-205.0
2025-10-27,P3,-205.0
2025-10-29,P1,-205.0
2025-10-29,P2,-205.0
2025-10-29,P3,-205.0
2025-11-05,P1,-205.0
2025-11-05,P2,-205.0
2025-11-05,P3,-205.0
2025-11-06,P1,1620.0
2025-11-06,P2,1620.0
2025-11-06,P3,1620.0
2025-11-07,P1,-205.0
2025-11-07,P2,-205.0
2025-11-07,P3,-205.0
2025-11-11,P1,1120.0
2025-11-11,P2,1120.0
2025-11-11,P3,1120.0
2025-11-12,P1,-205.0
2025-11-12,P2,-205.0
2025-11-12,P3,-205.0
2025-11-13,P1,-205.0
2025-11-13,P2,-205.0
2025-11-13,P3,-205.0
2025-11-21,P1,-205.0
2025-11-21,P2,-205.0
2025-11-21,P3,-205.0
2025-12-03,P1,-205.0
2025-12-03,P1,132.5
2025-12-03,P2,-205.0
2025-12-03,P2,132.5
2025-12-03,P2,-205.0
2025-12-03,P3,-205.0
2025-12-03,P3,132.5
2025-12-03,P3,-205.0
2025-12-05,P1,-205.0
2025-12-05,P2,-205.0
2025-12-05,P3,-205.0
2025-12-08,P1,-205.0
2025-12-08,P2,-205.0
2025-12-08,P3,-205.0
2025-12-12,P1,-205.0
2025-12-12,P2,-205.0
2025-12-12,P3,-205.0
2025-12-15,P1,-205.0
2025-12-15,P1,-205.0
2025-12-15,P2,-205.0
2025-12-15,P2,-205.0
2025-12-15,P3,-205.0
2025-12-15,P3,-205.0
2025-12-17,P1,-205.0
2025-12-17,P1,-205.0
2025-12-17,P1,-205.0
2025-12-17,P1,70.0
2025-12-17,P2,-205.0
2025-12-17,P2,-205.0
2025-12-17,P2,-205.0
2025-12-17,P2,70.0
2025-12-17,P2,-205.0
2025-12-17,P3,-205.0
2025-12-17,P3,-205.0
2025-12-17,P3,-205.0
2025-12-17,P3,70.0
2025-12-17,P3,-205.0
2025-12-19,P1,-205.0
2025-12-19,P2,-205.0
2025-12-19,P3,-205.0
2025-12-22,P1,-205.0
2025-12-22,P2,-205.0
2025-12-22,P3,-205.0
2025-12-23,P1,1107.5
2025-12-23,P2,1107.5
2025-12-23,P3,1107.5
2025-12-26,P1,-205.0
2025-12-26,P2,-205.0
2025-12-26,P3,-205.0
2026-01-02,P1,-205.0
2026-01-02,P2,-205.0
2026-01-02,P3,-205.0
2026-01-05,P1,-205.0
2026-01-05,P1,-205.0
2026-01-05,P2,-205.0
2026-01-05,P2,-205.0
2026-01-05,P3,-205.0
2026-01-05,P3,-205.0
2026-01-07,P1,-205.0
2026-01-07,P2,-205.0
2026-01-07,P3,-205.0
2026-01-12,P1,-205.0
2026-01-12,P2,-205.0
2026-01-12,P3,-205.0
2026-01-14,P1,-205.0
2026-01-14,P2,-205.0
2026-01-14,P2,-205.0
2026-01-14,P3,-205.0
2026-01-14,P3,-205.0
2026-01-16,P1,595.0
2026-01-16,P2,595.0
2026-01-16,P3,595.0
2026-01-27,P1,-205.0
2026-01-27,P2,-205.0
2026-01-27,P3,-205.0
2026-01-29,P1,1982.5
2026-01-29,P2,1982.5
2026-01-29,P2,1382.5
2026-01-29,P2,-205.0
2026-01-29,P3,1982.5
2026-01-29,P3,1382.5
2026-01-29,P3,-205.0
2026-02-03,P1,-205.0
2026-02-03,P1,582.5
2026-02-03,P2,-205.0
2026-02-03,P2,582.5
2026-02-03,P2,-205.0
2026-02-03,P3,-205.0
2026-02-03,P3,582.5
2026-02-03,P3,-205.0
2026-02-04,P1,-205.0
2026-02-04,P2,-205.0
2026-02-04,P3,-205.0
2026-02-05,P1,-205.0
2026-02-05,P2,-205.0
2026-02-05,P3,-205.0
2026-02-06,P1,-205.0
2026-02-06,P1,707.5
2026-02-06,P2,-205.0
2026-02-06,P2,707.5
2026-02-06,P3,-205.0
2026-02-06,P3,707.5
2026-02-09,P1,520.0
2026-02-09,P2,520.0
2026-02-09,P3,520.0
2026-02-12,P1,-205.0
2026-02-12,P1,-205.0
2026-02-12,P2,-205.0
2026-02-12,P2,-205.0
2026-02-12,P3,-205.0
2026-02-12,P3,-205.0
2026-02-13,P1,-205.0
2026-02-13,P2,-205.0
2026-02-13,P3,-205.0
2026-02-17,P1,-205.0
2026-02-17,P2,-205.0
2026-02-17,P3,-205.0
2026-02-18,P1,-205.0
2026-02-18,P2,-205.0
2026-02-18,P3,-205.0
2026-02-25,P1,-205.0
2026-02-25,P1,495.0
2026-02-25,P2,-205.0
2026-02-25,P2,495.0
2026-02-25,P3,-205.0
2026-02-25,P3,495.0
2026-03-03,P1,-205.0
2026-03-03,P2,-205.0
2026-03-03,P3,-205.0
2026-03-04,P1,-205.0
2026-03-04,P2,-205.0
2026-03-04,P3,-205.0
2026-03-05,P1,-205.0
2026-03-05,P2,-205.0
2026-03-05,P3,-205.0
2026-03-06,P1,-205.0
2026-03-06,P2,-205.0
2026-03-06,P3,-205.0
2026-03-09,P1,-205.0
2026-03-09,P2,-205.0
2026-03-09,P3,-205.0
2026-03-17,P1,-205.0
2026-03-17,P2,-205.0
2026-03-17,P3,-205.0
2026-03-23,P1,-205.0
2026-03-23,P1,-205.0
2026-03-23,P2,-205.0
2026-03-23,P2,-205.0
2026-03-23,P3,-205.0
2026-03-23,P3,-205.0
2026-03-26,P1,-205.0
2026-03-26,P2,-205.0
2026-03-26,P3,-205.0
2026-03-27,P1,-205.0
2026-03-27,P2,-205.0
2026-03-27,P3,-205.0
2026-03-30,P1,-205.0
2026-03-30,P2,-205.0
2026-03-30,P3,-205.0
2026-03-31,P1,-205.0
2026-03-31,P1,-205.0
2026-03-31,P2,-205.0
2026-03-31,P2,-205.0
2026-03-31,P3,-205.0
2026-03-31,P3,-205.0
2026-04-02,P1,-205.0
2026-04-02,P2,-205.0
2026-04-02,P3,-205.0
2026-04-07,P1,-205.0
2026-04-07,P2,-205.0
2026-04-07,P3,-205.0
2026-04-09,P1,-205.0
2026-04-09,P2,-205.0
2026-04-09,P3,-205.0
2026-04-10,P1,-205.0
2026-04-10,P2,-205.0
2026-04-10,P3,-205.0
2026-04-13,P1,-205.0
2026-04-13,P2,-205.0
2026-04-13,P3,-205.0
2026-04-15,P1,-205.0
2026-04-15,P1,495.0
2026-04-15,P2,-205.0
2026-04-15,P2,495.0
2026-04-15,P3,-205.0
2026-04-15,P3,495.0
2026-04-17,P1,-205.0
2026-04-17,P2,-205.0
2026-04-17,P2,-205.0
2026-04-17,P3,-205.0
2026-04-17,P3,-205.0
2026-04-20,P1,-205.0
2026-04-20,P2,-205.0
2026-04-20,P3,-205.0
2026-04-21,P1,-205.0
2026-04-21,P1,-205.0
2026-04-21,P2,-205.0
2026-04-21,P2,-205.0
2026-04-21,P3,-205.0
2026-04-21,P3,-205.0
2026-04-22,P1,-205.0
2026-04-22,P2,-205.0
2026-04-22,P3,-205.0
2026-04-27,P1,-205.0
2026-04-27,P1,357.5
2026-04-27,P2,-205.0
2026-04-27,P2,357.5
2026-04-27,P3,-205.0
2026-04-27,P3,357.5
2026-04-29,P1,-205.0
2026-04-29,P1,-205.0
2026-04-29,P2,-205.0
2026-04-29,P2,-205.0
2026-04-29,P2,-205.0
2026-04-29,P3,-205.0
2026-04-29,P3,-205.0
2026-04-29,P3,-205.0
2026-04-30,P1,-205.0
2026-04-30,P2,-205.0
2026-04-30,P3,-205.0
2026-05-04,P1,-205.0
2026-05-04,P2,-205.0
2026-05-04,P3,-205.0
2026-05-06,P1,-205.0
2026-05-06,P2,-205.0
2026-05-06,P3,-205.0
2026-05-07,P1,-205.0
2026-05-07,P1,-205.0
2026-05-07,P2,-205.0
2026-05-07,P2,-205.0
2026-05-07,P3,-205.0
2026-05-07,P3,-205.0
2026-05-13,P1,2157.5
2026-05-13,P2,2157.5
2026-05-13,P2,1820.0
2026-05-13,P2,157.5
2026-05-13,P3,2157.5
2026-05-13,P3,1820.0
2026-05-13,P3,157.5
2026-05-15,P1,-205.0
2026-05-15,P1,-205.0
2026-05-15,P2,-205.0
2026-05-15,P2,-205.0
2026-05-15,P3,-205.0
2026-05-15,P3,-205.0
2026-05-18,P1,-205.0
2026-05-18,P2,-205.0
2026-05-18,P3,-205.0
2026-05-20,P1,1257.5
2026-05-20,P2,1257.5
2026-05-20,P2,-205.0
2026-05-20,P3,1257.5
2026-05-20,P3,-205.0
2026-05-28,P1,-205.0
2026-05-28,P1,-205.0
2026-05-28,P2,-205.0
2026-05-28,P2,-205.0
2026-05-28,P3,-205.0
2026-05-28,P3,-205.0
2026-06-01,P1,-205.0
2026-06-01,P2,-205.0
2026-06-01,P3,-205.0
2026-06-03,P1,-205.0
2026-06-03,P2,-205.0
2026-06-03,P3,-205.0
2026-06-05,P1,6657.5
2026-06-05,P2,6657.5
2026-06-05,P2,-205.0
2026-06-05,P3,6657.5
2026-06-05,P3,-205.0
2026-06-08,P1,-205.0
2026-06-08,P2,-205.0
2026-06-08,P3,-205.0
2026-06-09,P1,-205.0
2026-06-09,P2,-205.0
2026-06-09,P2,-205.0
2026-06-09,P2,-205.0
2026-06-09,P3,-205.0
2026-06-09,P3,-205.0
2026-06-09,P3,1832.5
2026-06-09,P3,-205.0
2026-06-16,P1,-205.0
2026-06-16,P2,-205.0
2026-06-16,P3,-205.0
2026-06-17,P1,-205.0
2026-06-17,P2,-205.0
2026-06-17,P3,-205.0
2026-06-22,P1,-205.0
2026-06-22,P2,-205.0
2026-06-22,P3,-205.0
2026-06-24,P1,-205.0
2026-06-24,P1,-205.0
2026-06-24,P2,-205.0
2026-06-24,P2,-205.0
2026-06-24,P3,-205.0
2026-06-24,P3,-205.0
2026-07-01,P1,-205.0
2026-07-01,P1,-205.0
2026-07-01,P2,-205.0
2026-07-01,P2,-205.0
2026-07-01,P3,-205.0
2026-07-01,P3,-205.0
2026-07-02,P1,-205.0
2026-07-02,P1,-205.0
2026-07-02,P2,-205.0
2026-07-02,P2,-205.0
2026-07-02,P2,-205.0
2026-07-02,P3,-205.0
2026-07-02,P3,-205.0
2026-07-02,P3,-205.0
2026-07-06,P1,-205.0
2026-07-06,P2,-205.0
2026-07-06,P2,-205.0
2026-07-06,P3,-205.0
2026-07-06,P3,-205.0
2026-07-08,P1,-205.0
2026-07-08,P2,-205.0
2026-07-08,P3,-205.0
