Date,first,ADR/EOD,ADR/EOD_r,ADR/1:1,ADR/1:1_r,ADR/2:1,ADR/2:1_r,SB/1:1,SB/1:1_r,SB/2:1,SB/2:1_r,SB/EOD,SB/EOD_r
2025-12-17,False,82.5,eod,870.0,win,82.5,eod,220.0,win,457.5,win,82.5,eod
2025-12-17,False,-430.0,eod,-430.0,eod,-430.0,eod,-192.5,stop,-192.5,stop,-192.5,stop
2025-12-19,True,45.0,eod,45.0,eod,45.0,eod,107.5,win,232.5,win,-142.5,stop
2025-12-22,True,107.5,eod,107.5,eod,107.5,eod,45.0,win,107.5,win,-80.0,stop
2025-12-23,True,1120.0,eod,932.5,win,1120.0,eod,220.0,win,457.5,win,1120.0,eod
2025-12-26,True,195.0,eod,195.0,eod,195.0,eod,-155.0,stop,-155.0,stop,-155.0,stop
2026-01-02,True,-680.0,stop,-680.0,stop,-680.0,stop,145.0,win,-180.0,stop,-180.0,stop
2026-01-05,True,-67.5,eod,607.5,win,-67.5,eod,520.0,win,-67.5,eod,-67.5,eod
2026-01-05,False,-405.0,eod,-405.0,eod,-405.0,eod,-167.5,stop,-167.5,stop,-167.5,stop
2026-01-07,True,-605.0,stop,-605.0,stop,-605.0,stop,-105.0,stop,-105.0,stop,-105.0,stop
2026-01-12,True,370.0,eod,620.0,win,370.0,eod,107.5,win,-142.5,stop,-142.5,stop
2026-01-14,True,-730.0,stop,-730.0,stop,-730.0,stop,-292.5,stop,-292.5,stop,-292.5,stop
2026-01-16,True,607.5,eod,720.0,win,607.5,eod,82.5,win,182.5,win,607.5,eod
2026-01-29,True,1995.0,eod,757.5,win,1532.5,win,582.5,win,1182.5,win,1995.0,eod
2026-01-29,False,1057.5,eod,757.5,win,1532.5,win,-130.0,stop,-130.0,stop,-130.0,stop
2026-02-03,True,945.0,eod,995.0,win,2007.5,win,-430.0,stop,-430.0,stop,-430.0,stop
2026-02-03,False,595.0,eod,995.0,win,2007.5,win,332.5,win,682.5,win,595.0,eod
2026-02-04,True,-1092.5,stop,1057.5,win,-1092.5,stop,570.0,win,1157.5,win,-605.0,stop
2026-02-09,True,532.5,eod,532.5,eod,532.5,eod,82.5,win,182.5,win,532.5,eod
2026-02-12,True,1482.5,eod,1332.5,win,1482.5,eod,395.0,win,807.5,win,-430.0,stop
2026-02-12,False,-1367.5,stop,-1367.5,stop,-1367.5,stop,-555.0,stop,-555.0,stop,-555.0,stop
2026-02-13,True,-1417.5,stop,-1417.5,stop,-1417.5,stop,-642.5,stop,-642.5,stop,-642.5,stop
2026-02-17,True,-705.0,eod,-705.0,eod,-705.0,eod,157.5,win,332.5,win,-192.5,stop
2026-02-18,True,382.5,eod,1270.0,win,382.5,eod,307.5,win,632.5,win,382.5,eod
2026-02-25,True,532.5,eod,532.5,eod,532.5,eod,-217.5,stop,-217.5,stop,-217.5,stop
2026-02-25,False,507.5,eod,507.5,eod,507.5,eod,20.0,win,57.5,win,507.5,eod
2026-03-04,True,-80.0,eod,-80.0,eod,-80.0,eod,-467.5,stop,-467.5,stop,-467.5,stop
2026-03-05,True,170.0,eod,1195.0,win,2407.5,win,670.0,win,1357.5,win,170.0,eod
2026-03-17,True,20.0,eod,20.0,eod,20.0,eod,-267.5,stop,-267.5,stop,-267.5,stop
2026-04-07,True,-1492.5,stop,-1492.5,stop,-1492.5,stop,-217.5,stop,-217.5,stop,-217.5,stop
2026-04-09,True,-392.5,eod,-392.5,eod,-392.5,eod,-430.0,stop,-430.0,stop,-430.0,stop
2026-04-10,True,-267.5,eod,-267.5,eod,-267.5,eod,157.5,win,-192.5,stop,-192.5,stop
2026-04-13,True,1932.5,eod,1332.5,win,1932.5,eod,-80.0,stop,-80.0,stop,-80.0,stop
2026-04-15,True,820.0,eod,820.0,eod,820.0,eod,-155.0,stop,-155.0,stop,-155.0,stop
2026-04-15,False,507.5,eod,507.5,eod,507.5,eod,232.5,win,482.5,win,507.5,eod
2026-04-20,True,-555.0,eod,-555.0,eod,-555.0,eod,245.0,win,-280.0,stop,-280.0,stop
2026-04-21,True,432.5,eod,945.0,win,1907.5,win,382.5,win,782.5,win,432.5,eod
2026-04-21,False,257.5,eod,945.0,win,1907.5,win,207.5,win,432.5,win,-242.5,stop
2026-04-22,True,145.0,eod,145.0,eod,145.0,eod,-255.0,stop,-255.0,stop,-255.0,stop
2026-04-27,True,-630.0,eod,-630.0,eod,-630.0,eod,232.5,win,-267.5,stop,-267.5,stop
2026-04-27,False,370.0,eod,370.0,eod,370.0,eod,-105.0,stop,-105.0,stop,-105.0,stop
2026-04-29,True,-855.0,stop,-855.0,stop,-855.0,stop,157.5,win,332.5,win,-192.5,stop
2026-04-29,False,-855.0,stop,-855.0,stop,-855.0,stop,-130.0,stop,-130.0,stop,-130.0,stop
2026-04-29,False,-855.0,stop,-855.0,stop,-855.0,stop,-580.0,stop,-580.0,stop,-580.0,stop
2026-05-04,True,-892.5,stop,-892.5,stop,-892.5,stop,370.0,win,-405.0,stop,-405.0,stop
2026-05-07,True,-917.5,stop,-917.5,stop,-917.5,stop,120.0,win,257.5,win,-155.0,stop
2026-05-07,False,-917.5,stop,-917.5,stop,-917.5,stop,-492.5,stop,-492.5,stop,-492.5,stop
2026-05-13,True,2170.0,eod,870.0,win,1757.5,win,332.5,win,682.5,win,2170.0,eod
2026-05-13,False,1832.5,eod,870.0,win,1757.5,win,207.5,win,432.5,win,1832.5,eod
2026-05-13,False,170.0,eod,170.0,eod,170.0,eod,-142.5,stop,-142.5,stop,-142.5,stop
2026-05-18,True,-917.5,stop,-917.5,stop,-917.5,stop,245.0,win,-280.0,stop,-280.0,stop
2026-05-20,True,282.5,eod,282.5,eod,282.5,eod,-355.0,stop,-355.0,stop,-355.0,stop
2026-05-28,True,732.5,eod,732.5,eod,732.5,eod,107.5,win,-142.5,stop,-142.5,stop
2026-05-28,False,457.5,eod,457.5,eod,457.5,eod,57.5,win,-92.5,stop,-92.5,stop
2026-06-01,True,-505.0,eod,-505.0,eod,-505.0,eod,-192.5,stop,-192.5,stop,-192.5,stop
2026-06-03,True,557.5,eod,707.5,win,557.5,eod,120.0,win,257.5,win,-155.0,stop
2026-06-16,True,1570.0,eod,1570.0,eod,1570.0,eod,257.5,win,-292.5,stop,-292.5,stop
2026-06-17,True,4132.5,eod,1682.5,win,3382.5,win,-242.5,stop,-242.5,stop,-242.5,stop
2026-06-22,True,-417.5,eod,-417.5,eod,-417.5,eod,-380.0,stop,-380.0,stop,-380.0,stop
2026-06-24,True,-1280.0,stop,-1280.0,stop,-1280.0,stop,570.0,win,-605.0,stop,-605.0,stop
2026-06-24,False,-1280.0,stop,-1280.0,stop,-1280.0,stop,-242.5,stop,-242.5,stop,-242.5,stop
2026-07-01,True,-1217.5,stop,-1217.5,stop,-1217.5,stop,182.5,win,-217.5,stop,-217.5,stop
2026-07-01,False,1057.5,eod,1182.5,win,1057.5,eod,82.5,win,182.5,win,-117.5,stop
2026-07-02,True,282.5,eod,1095.0,win,2207.5,win,-567.5,stop,-567.5,stop,-567.5,stop
2026-07-02,False,-1130.0,stop,-1130.0,stop,-1130.0,stop,295.0,win,607.5,win,-330.0,stop
2026-07-06,True,832.5,eod,832.5,eod,832.5,eod,207.5,win,432.5,win,832.5,eod
2026-07-06,False,470.0,eod,470.0,eod,470.0,eod,57.5,win,-92.5,stop,-92.5,stop
