entry_id,Date,dir,hh,retest,stop,net,er10,mchan
2021-06-21_37L2,2021-06-21,L,11,4,4p,657.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,4,5p,657.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,4,6p,657.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,4,sb1,-105.0,0.209,0
2021-06-21_37L2,2021-06-21,L,11,6,3p,682.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,6,4p,682.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,6,5p,682.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,6,6p,682.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,6,sb1,-80.0,0.209,0
2021-06-21_37L2,2021-06-21,L,11,8,3p,707.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,8,4p,707.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,8,5p,707.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,8,6p,707.5,0.209,0
2021-06-21_37L2,2021-06-21,L,11,8,sb1,-55.0,0.209,0
2021-06-21_62L2,2021-06-21,L,13,2,3p,357.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,2,4p,357.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,2,5p,357.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,2,6p,357.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,2,sb1,-130.0,0.655,0
2021-06-21_62L2,2021-06-21,L,13,4,3p,382.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,4,4p,382.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,4,5p,382.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,4,6p,382.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,4,sb1,-105.0,0.655,0
2021-06-21_62L2,2021-06-21,L,13,6,3p,407.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,6,4p,407.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,6,5p,407.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,6,6p,407.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,6,sb1,-80.0,0.655,0
2021-06-21_62L2,2021-06-21,L,13,8,3p,432.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,8,4p,432.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,8,5p,432.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,8,6p,432.5,0.655,0
2021-06-21_62L2,2021-06-21,L,13,8,sb1,-55.0,0.655,0
2021-06-22_31L2,2021-06-22,L,11,2,3p,457.5,0.22,0
2021-06-22_31L2,2021-06-22,L,11,2,4p,457.5,0.22,0
2021-06-22_31L2,2021-06-22,L,11,2,5p,457.5,0.22,0
2021-06-22_31L2,2021-06-22,L,11,2,6p,457.5,0.22,0
2021-06-22_31L2,2021-06-22,L,11,2,sb1,457.5,0.22,0
2021-06-22_31L2,2021-06-22,L,12,4,3p,482.5,0.22,0
2021-06-22_31L2,2021-06-22,L,12,4,4p,482.5,0.22,0
2021-06-22_31L2,2021-06-22,L,12,4,5p,482.5,0.22,0
2021-06-22_31L2,2021-06-22,L,12,4,6p,482.5,0.22,0
2021-06-22_31L2,2021-06-22,L,12,4,sb1,482.5,0.22,0
2021-06-22_66L2,2021-06-22,L,13,2,3p,95.0,0.472,0
2021-06-22_66L2,2021-06-22,L,13,2,4p,95.0,0.472,0
2021-06-22_66L2,2021-06-22,L,13,2,5p,95.0,0.472,0
2021-06-22_66L2,2021-06-22,L,13,2,6p,95.0,0.472,0
2021-06-22_66L2,2021-06-22,L,13,2,sb1,95.0,0.472,0
2021-06-22_66L2,2021-06-22,L,15,4,3p,120.0,0.472,0
2021-06-22_66L2,2021-06-22,L,15,4,4p,120.0,0.472,0
2021-06-22_66L2,2021-06-22,L,15,4,5p,120.0,0.472,0
2021-06-22_66L2,2021-06-22,L,15,4,6p,120.0,0.472,0
2021-06-22_66L2,2021-06-22,L,15,4,sb1,120.0,0.472,0
2021-06-22_81L2,2021-06-22,L,15,2,3p,20.0,0.529,0
2021-06-22_81L2,2021-06-22,L,15,2,4p,20.0,0.529,0
2021-06-22_81L2,2021-06-22,L,15,2,5p,20.0,0.529,0
2021-06-22_81L2,2021-06-22,L,15,2,6p,20.0,0.529,0
2021-06-22_81L2,2021-06-22,L,15,2,sb1,20.0,0.529,0
2021-06-24_19L2,2021-06-24,L,10,2,3p,-155.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,2,4p,-205.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,2,5p,-255.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,2,6p,95.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,2,sb1,-92.5,0.143,0
2021-06-24_19L2,2021-06-24,L,10,4,3p,-155.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,4,4p,-205.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,4,5p,120.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,4,6p,120.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,4,sb1,-67.5,0.143,0
2021-06-24_19L2,2021-06-24,L,10,6,3p,-155.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,6,4p,-205.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,6,5p,145.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,6,6p,145.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,6,sb1,-42.5,0.143,0
2021-06-24_19L2,2021-06-24,L,10,8,3p,-155.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,8,4p,170.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,8,5p,170.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,8,6p,170.0,0.143,0
2021-06-24_19L2,2021-06-24,L,10,8,sb1,-17.5,0.143,0
2021-06-25_23L2,2021-06-25,L,10,2,3p,220.0,0.111,2
2021-06-25_23L2,2021-06-25,L,10,2,4p,220.0,0.111,2
2021-06-25_23L2,2021-06-25,L,10,2,5p,220.0,0.111,2
2021-06-25_23L2,2021-06-25,L,10,2,6p,220.0,0.111,2
2021-06-25_23L2,2021-06-25,L,10,2,sb1,-67.5,0.111,2
2021-06-25_23L2,2021-06-25,L,10,4,3p,245.0,0.111,2
2021-06-25_23L2,2021-06-25,L,10,4,4p,245.0,0.111,2
2021-06-25_23L2,2021-06-25,L,10,4,5p,245.0,0.111,2
2021-06-25_23L2,2021-06-25,L,10,4,6p,245.0,0.111,2
2021-06-25_23L2,2021-06-25,L,10,4,sb1,-42.5,0.111,2
2021-06-25_23L2,2021-06-25,L,11,6,3p,270.0,0.111,2
2021-06-25_23L2,2021-06-25,L,11,6,4p,270.0,0.111,2
2021-06-25_23L2,2021-06-25,L,11,6,5p,270.0,0.111,2
2021-06-25_23L2,2021-06-25,L,11,6,6p,270.0,0.111,2
2021-06-25_23L2,2021-06-25,L,11,6,sb1,-17.5,0.111,2
2021-06-25_23L2,2021-06-25,L,12,8,3p,295.0,0.111,2
2021-06-25_23L2,2021-06-25,L,12,8,4p,295.0,0.111,2
2021-06-25_23L2,2021-06-25,L,12,8,5p,295.0,0.111,2
2021-06-25_23L2,2021-06-25,L,12,8,6p,295.0,0.111,2
2021-06-25_77L2,2021-06-25,L,14,2,3p,-5.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,2,4p,-5.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,2,5p,-5.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,2,6p,-5.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,2,sb1,-92.5,0.053,2
2021-06-25_77L2,2021-06-25,L,14,4,3p,20.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,4,4p,20.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,4,5p,20.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,4,6p,20.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,4,sb1,-67.5,0.053,2
2021-06-25_77L2,2021-06-25,L,14,6,3p,45.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,6,4p,45.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,6,5p,45.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,6,6p,45.0,0.053,2
2021-06-25_77L2,2021-06-25,L,14,6,sb1,-42.5,0.053,2
2021-06-25_77L2,2021-06-25,L,15,8,3p,70.0,0.053,2
2021-06-25_77L2,2021-06-25,L,15,8,4p,70.0,0.053,2
2021-06-25_77L2,2021-06-25,L,15,8,5p,70.0,0.053,2
2021-06-25_77L2,2021-06-25,L,15,8,6p,70.0,0.053,2
2021-06-25_77L2,2021-06-25,L,15,8,sb1,-17.5,0.053,2
2021-06-28_13L2,2021-06-28,L,09,2,3p,-155.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,2,4p,-205.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,2,5p,-255.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,2,6p,-305.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,2,sb1,-80.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,4,3p,-155.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,4,4p,-205.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,4,5p,-255.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,4,6p,-305.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,4,sb1,-55.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,6,3p,-155.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,6,4p,-205.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,6,5p,-255.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,6,6p,-305.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,6,sb1,-30.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,8,3p,-155.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,8,4p,-205.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,8,5p,-255.0,0.184,1
2021-06-28_13L2,2021-06-28,L,09,8,6p,-305.0,0.184,1
2021-06-28_37S2,2021-06-28,S,11,2,3p,-155.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,2,4p,-205.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,2,5p,-255.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,2,6p,-305.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,2,sb1,-117.5,0.059,2
2021-06-28_37S2,2021-06-28,S,11,4,3p,-155.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,4,4p,-205.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,4,5p,-255.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,4,6p,-305.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,4,sb1,-92.5,0.059,2
2021-06-28_37S2,2021-06-28,S,11,6,3p,-155.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,6,4p,-205.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,6,5p,-255.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,6,6p,-305.0,0.059,2
2021-06-28_37S2,2021-06-28,S,11,6,sb1,-67.5,0.059,2
2021-06-28_37S2,2021-06-28,S,12,8,3p,-155.0,0.059,2
2021-06-28_37S2,2021-06-28,S,12,8,4p,-205.0,0.059,2
2021-06-28_37S2,2021-06-28,S,12,8,5p,-255.0,0.059,2
2021-06-28_37S2,2021-06-28,S,12,8,6p,-305.0,0.059,2
2021-06-28_37S2,2021-06-28,S,12,8,sb1,-42.5,0.059,2
2021-06-28_61L2,2021-06-28,L,13,2,3p,382.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,2,4p,382.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,2,5p,382.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,2,6p,382.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,2,sb1,382.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,4,3p,407.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,4,4p,407.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,4,5p,407.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,4,6p,407.5,0.84,5
2021-06-28_61L2,2021-06-28,L,13,4,sb1,407.5,0.84,5
2021-06-30_54S2,2021-06-30,S,12,2,3p,-155.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,2,4p,-205.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,2,5p,-255.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,2,6p,-305.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,2,sb1,-55.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,4,3p,-155.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,4,4p,-205.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,4,5p,-255.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,4,6p,-305.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,4,sb1,-30.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,6,3p,-155.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,6,4p,-205.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,6,5p,-255.0,0.25,3
2021-06-30_54S2,2021-06-30,S,12,6,6p,-305.0,0.25,3
2021-06-30_54S2,2021-06-30,S,13,8,3p,-155.0,0.25,3
2021-06-30_54S2,2021-06-30,S,13,8,4p,-205.0,0.25,3
2021-06-30_54S2,2021-06-30,S,13,8,5p,-255.0,0.25,3
2021-06-30_54S2,2021-06-30,S,13,8,6p,-305.0,0.25,3
2021-07-01_8L2,2021-07-01,L,09,2,3p,-155.0,,0
2021-07-01_8L2,2021-07-01,L,09,2,4p,-205.0,,0
2021-07-01_8L2,2021-07-01,L,09,2,5p,-255.0,,0
2021-07-01_8L2,2021-07-01,L,09,2,6p,-305.0,,0
2021-07-01_8L2,2021-07-01,L,09,2,sb1,-205.0,,0
2021-07-01_8L2,2021-07-01,L,09,4,3p,-155.0,,0
2021-07-01_8L2,2021-07-01,L,09,4,4p,-205.0,,0
2021-07-01_8L2,2021-07-01,L,09,4,5p,-255.0,,0
2021-07-01_8L2,2021-07-01,L,09,4,6p,420.0,,0
2021-07-01_8L2,2021-07-01,L,09,4,sb1,-180.0,,0
2021-07-01_8L2,2021-07-01,L,09,6,3p,-155.0,,0
2021-07-01_8L2,2021-07-01,L,09,6,4p,-205.0,,0
2021-07-01_8L2,2021-07-01,L,09,6,5p,-255.0,,0
2021-07-01_8L2,2021-07-01,L,09,6,6p,445.0,,0
2021-07-01_8L2,2021-07-01,L,09,6,sb1,-155.0,,0
2021-07-01_8L2,2021-07-01,L,09,8,3p,-155.0,,0
2021-07-01_8L2,2021-07-01,L,09,8,4p,-205.0,,0
2021-07-01_8L2,2021-07-01,L,09,8,5p,470.0,,0
2021-07-01_8L2,2021-07-01,L,09,8,6p,470.0,,0
2021-07-01_8L2,2021-07-01,L,09,8,sb1,-130.0,,0
2021-07-01_16L2,2021-07-01,L,09,2,3p,-155.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,2,4p,-205.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,2,5p,-255.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,2,6p,-305.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,2,sb1,-117.5,0.214,2
2021-07-01_16L2,2021-07-01,L,09,4,3p,-155.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,4,4p,-205.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,4,5p,-255.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,4,6p,-305.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,4,sb1,-92.5,0.214,2
2021-07-01_16L2,2021-07-01,L,09,6,3p,-155.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,6,4p,-205.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,6,5p,-255.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,6,6p,-305.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,6,sb1,-67.5,0.214,2
2021-07-01_16L2,2021-07-01,L,09,8,3p,-155.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,8,4p,-205.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,8,5p,-255.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,8,6p,420.0,0.214,2
2021-07-01_16L2,2021-07-01,L,09,8,sb1,-42.5,0.214,2
2021-07-01_58L2,2021-07-01,L,13,2,3p,132.5,0.371,1
2021-07-01_58L2,2021-07-01,L,13,2,4p,132.5,0.371,1
2021-07-01_58L2,2021-07-01,L,13,2,5p,132.5,0.371,1
2021-07-01_58L2,2021-07-01,L,13,2,6p,132.5,0.371,1
2021-07-01_58L2,2021-07-01,L,13,2,sb1,132.5,0.371,1
2021-07-08_17S2,2021-07-08,S,09,2,3p,-155.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,2,4p,-205.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,2,5p,-255.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,2,6p,-305.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,2,sb1,-455.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,4,3p,-155.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,4,4p,-205.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,4,5p,-255.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,4,6p,-305.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,4,sb1,-430.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,6,3p,-155.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,6,4p,-205.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,6,5p,-255.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,6,6p,-305.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,6,sb1,-405.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,8,3p,-155.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,8,4p,-205.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,8,5p,-255.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,8,6p,-305.0,0.067,0
2021-07-08_17S2,2021-07-08,S,09,8,sb1,-380.0,0.067,0
2021-07-09_22L2,2021-07-09,L,10,2,3p,495.0,0.188,2
2021-07-09_22L2,2021-07-09,L,10,2,4p,495.0,0.188,2
2021-07-09_22L2,2021-07-09,L,10,2,5p,495.0,0.188,2
2021-07-09_22L2,2021-07-09,L,10,2,6p,495.0,0.188,2
2021-07-09_22L2,2021-07-09,L,10,2,sb1,495.0,0.188,2
2021-07-09_38L2,2021-07-09,L,11,2,3p,357.5,0.133,1
2021-07-09_38L2,2021-07-09,L,11,2,4p,357.5,0.133,1
2021-07-09_38L2,2021-07-09,L,11,2,5p,357.5,0.133,1
2021-07-09_38L2,2021-07-09,L,11,2,6p,357.5,0.133,1
2021-07-09_38L2,2021-07-09,L,11,2,sb1,357.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,4,3p,382.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,4,4p,382.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,4,5p,382.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,4,6p,382.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,4,sb1,382.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,6,3p,407.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,6,4p,407.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,6,5p,407.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,6,6p,407.5,0.133,1
2021-07-09_38L2,2021-07-09,L,12,6,sb1,407.5,0.133,1
2021-07-09_75L2,2021-07-09,L,14,2,3p,-155.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,2,4p,-105.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,2,5p,-105.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,2,6p,-105.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,2,sb1,-67.5,0.059,2
2021-07-09_75L2,2021-07-09,L,14,4,3p,-80.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,4,4p,-80.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,4,5p,-80.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,4,6p,-80.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,4,sb1,-42.5,0.059,2
2021-07-09_75L2,2021-07-09,L,14,6,3p,-55.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,6,4p,-55.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,6,5p,-55.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,6,6p,-55.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,6,sb1,-17.5,0.059,2
2021-07-09_75L2,2021-07-09,L,14,8,3p,-30.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,8,4p,-30.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,8,5p,-30.0,0.059,2
2021-07-09_75L2,2021-07-09,L,14,8,6p,-30.0,0.059,2
2021-07-13_61S2,2021-07-13,S,13,2,3p,320.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,2,4p,320.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,2,5p,320.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,2,6p,320.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,2,sb1,320.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,4,3p,345.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,4,4p,345.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,4,5p,345.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,4,6p,345.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,4,sb1,345.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,6,3p,370.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,6,4p,370.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,6,5p,370.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,6,6p,370.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,6,sb1,370.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,8,3p,395.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,8,4p,395.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,8,5p,395.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,8,6p,395.0,0.05,2
2021-07-13_61S2,2021-07-13,S,13,8,sb1,395.0,0.05,2
2021-07-14_40S2,2021-07-14,S,11,2,3p,-155.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,2,4p,-205.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,2,5p,-255.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,2,6p,-305.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,2,sb1,-192.5,0.863,0
2021-07-14_40S2,2021-07-14,S,11,4,3p,-155.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,4,4p,-205.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,4,5p,-255.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,4,6p,-305.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,4,sb1,-167.5,0.863,0
2021-07-14_40S2,2021-07-14,S,11,6,3p,-155.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,6,4p,-205.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,6,5p,-255.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,6,6p,107.5,0.863,0
2021-07-14_40S2,2021-07-14,S,11,6,sb1,-142.5,0.863,0
2021-07-14_40S2,2021-07-14,S,11,8,3p,-155.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,8,4p,-205.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,8,5p,-255.0,0.863,0
2021-07-14_40S2,2021-07-14,S,11,8,6p,132.5,0.863,0
2021-07-14_40S2,2021-07-14,S,11,8,sb1,-117.5,0.863,0
2021-07-19_53S2,2021-07-19,S,12,2,3p,-155.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,2,4p,-205.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,2,5p,-255.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,2,6p,-305.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,2,sb1,-330.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,4,3p,-155.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,4,4p,-205.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,4,5p,-255.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,4,6p,-305.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,4,sb1,-305.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,6,3p,-155.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,6,4p,-205.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,6,5p,-255.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,6,6p,-305.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,6,sb1,-280.0,0.098,1
2021-07-19_53S2,2021-07-19,S,12,8,3p,-155.0,0.098,1
