Date,book,dir,gap,gross_20,net_20,gross_30,net_30,gross_40,net_40
2025-01-10,FADE,S,0.596,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-01-13,WT,L,0.763,925.0,907.5,925.0,907.5,925.0,907.5
2025-01-14,WT,S,0.399,-750.0,-767.5,-1137.5,-1155.0,-1100.0,-1117.5
2025-01-14,WT,L,0.399,-750.0,-767.5,-1137.5,-1155.0,-1512.5,-1530.0
2025-01-15,WT,S,1.185,-750.0,-767.5,-1125.0,-1142.5,-1500.0,-1517.5
2025-01-17,WT,L,1.001,187.5,170.0,187.5,170.0,187.5,170.0
2025-01-21,WT,L,0.133,237.5,220.0,237.5,220.0,237.5,220.0
2025-01-24,WT,S,0.042,412.5,395.0,412.5,395.0,412.5,395.0
2025-01-27,WT,L,2.031,-462.5,-480.0,-687.5,-705.0,1187.5,1170.0
2025-01-28,WT,S,0.114,-450.0,-467.5,-687.5,-705.0,-912.5,-930.0
2025-01-29,FADE,S,0.074,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-01-31,FADE,S,0.362,3637.5,3620.0,3637.5,3620.0,3637.5,3620.0
2025-02-03,WT,L,1.431,-537.5,-555.0,-812.5,-830.0,-1075.0,-1092.5
2025-02-05,WT,S,0.0,-600.0,-617.5,-900.0,-917.5,-1200.0,-1217.5
2025-02-06,FADE,S,0.238,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-02-10,WT,L,0.462,-675.0,-692.5,-137.5,-155.0,-137.5,-155.0
2025-02-10,WT,L,0.462,-675.0,-692.5,-275.0,-292.5,-275.0,-292.5
2025-02-11,WT,L,0.296,-637.5,-655.0,312.5,295.0,312.5,295.0
2025-02-11,WT,L,0.296,275.0,257.5,275.0,257.5,275.0,257.5
2025-02-13,WT,L,0.156,-600.0,-617.5,1362.5,1345.0,1362.5,1345.0
2025-02-14,WT,L,0.027,-612.5,-630.0,-362.5,-380.0,-362.5,-380.0
2025-02-14,WT,L,0.027,-175.0,-192.5,-175.0,-192.5,-175.0,-192.5
2025-02-14,WT,L,0.027,-137.5,-155.0,-137.5,-155.0,-137.5,-155.0
2025-02-18,WT,S,0.042,-450.0,-467.5,-675.0,-692.5,-650.0,-667.5
2025-02-18,WT,S,0.042,-450.0,-467.5,-675.0,-692.5,-900.0,-917.5
2025-02-21,WT,S,0.023,-425.0,-442.5,3112.5,3095.0,3112.5,3095.0
2025-02-21,WT,S,0.023,800.0,782.5,800.0,782.5,800.0,782.5
2025-02-24,FADE,S,0.267,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-02-25,WT,S,0.11,-487.5,-505.0,-725.0,-742.5,-962.5,-980.0
2025-02-26,WT,L,0.155,-537.5,-555.0,-800.0,-817.5,-1062.5,-1080.0
2025-02-26,WT,L,0.155,-537.5,-555.0,-800.0,-817.5,-1062.5,-1080.0
2025-02-28,FADE,S,0.008,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-03-03,WT,L,0.437,-725.0,-742.5,-1075.0,-1092.5,-1437.5,-1455.0
2025-03-03,WT,S,0.437,2375.0,2357.5,2375.0,2357.5,2375.0,2357.5
2025-03-04,WT,S,0.822,-887.5,-905.0,-1325.0,-1342.5,-1762.5,-1780.0
2025-03-05,WT,S,0.37,-987.5,-1005.0,-1475.0,-1492.5,-1975.0,-1992.5
2025-03-06,WT,S,1.158,-1062.5,-1080.0,-862.5,-880.0,-862.5,-880.0
2025-03-07,WT,S,0.525,-1125.0,-1142.5,-1675.0,-1692.5,-2237.5,-2255.0
2025-03-12,FADE,S,0.819,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-03-13,WT,S,0.013,-225.0,-242.5,-225.0,-242.5,-225.0,-242.5
2025-03-13,FADE,S,0.013,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-03-18,WT,S,0.345,-1062.5,-1080.0,-687.5,-705.0,-687.5,-705.0
2025-03-19,WT,L,0.227,-1000.0,-1017.5,-1500.0,-1517.5,1087.5,1070.0
2025-03-21,WT,S,0.876,-950.0,-967.5,-1425.0,-1442.5,-1900.0,-1917.5
2025-03-21,WT,L,0.876,937.5,920.0,937.5,920.0,937.5,920.0
2025-03-24,WT,S,1.063,-900.0,-917.5,-1350.0,-1367.5,-962.5,-980.0
2025-03-25,FADE,S,0.144,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-03-26,WT,S,0.078,2500.0,2482.5,2500.0,2482.5,2500.0,2482.5
2025-03-26,WT,S,0.078,987.5,970.0,987.5,970.0,987.5,970.0
2025-03-26,WT,S,0.078,-150.0,-167.5,-150.0,-167.5,-150.0,-167.5
2025-03-27,FADE,S,0.257,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-03-28,WT,S,0.324,450.0,432.5,450.0,432.5,450.0,432.5
2025-04-01,WT,S,0.114,-787.5,-805.0,-1187.5,-1205.0,-1587.5,-1605.0
2025-04-03,WT,S,3.995,2750.0,2732.5,2750.0,2732.5,2750.0,2732.5
2025-04-09,WT,S,0.572,-1775.0,-1792.5,-2662.5,-2680.0,-3550.0,-3567.5
2025-04-09,WT,L,0.572,5500.0,5482.5,5500.0,5482.5,5500.0,5482.5
2025-04-11,WT,S,0.679,-2412.5,-2430.0,-3612.5,-3630.0,-4812.5,-4830.0
2025-04-11,WT,L,0.679,262.5,245.0,262.5,245.0,262.5,245.0
2025-04-14,WT,S,1.691,-2450.0,-2467.5,-1462.5,-1480.0,-1462.5,-1480.0
2025-04-15,WT,S,0.201,575.0,557.5,575.0,557.5,575.0,557.5
2025-04-21,WT,S,1.222,-1037.5,-1055.0,-1037.5,-1055.0,-1037.5,-1055.0
2025-04-21,WT,S,1.222,-2350.0,-2367.5,-1850.0,-1867.5,-1850.0,-1867.5
2025-04-21,WT,S,1.222,-2350.0,-2367.5,-1850.0,-1867.5,-1850.0,-1867.5
2025-04-24,WT,L,0.194,2462.5,2445.0,2462.5,2445.0,2462.5,2445.0
2025-04-24,WT,L,0.194,2275.0,2257.5,2275.0,2257.5,2275.0,2257.5
2025-04-29,WT,S,0.236,-1050.0,-1067.5,-900.0,-917.5,-900.0,-917.5
2025-05-01,WT,S,0.667,1850.0,1832.5,1850.0,1832.5,1850.0,1832.5
2025-05-02,WT,L,1.312,812.5,795.0,812.5,795.0,812.5,795.0
2025-05-07,WT,L,0.237,-912.5,-930.0,-1362.5,-1380.0,-1812.5,-1830.0
2025-05-07,WT,S,0.237,-912.5,-930.0,-1362.5,-1380.0,-1812.5,-1830.0
2025-05-08,WT,L,0.632,-875.0,-892.5,-1312.5,-1330.0,-1737.5,-1755.0
2025-05-13,FADE,S,0.09,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-05-14,WT,S,0.166,-75.0,-92.5,-75.0,-92.5,-75.0,-92.5
2025-05-19,WT,L,0.964,462.5,445.0,462.5,445.0,462.5,445.0
2025-05-21,WT,S,0.606,-612.5,-630.0,1362.5,1345.0,1362.5,1345.0
2025-05-22,WT,L,0.041,-650.0,-667.5,12.5,-5.0,12.5,-5.0
2025-05-27,WT,L,0.077,1312.5,1295.0,1312.5,1295.0,1312.5,1295.0
2025-05-27,WT,L,0.077,687.5,670.0,687.5,670.0,687.5,670.0
2025-05-27,WT,L,0.077,375.0,357.5,375.0,357.5,375.0,357.5
2025-05-28,WT,L,0.004,-587.5,-605.0,-875.0,-892.5,-1175.0,-1192.5
2025-05-29,WT,L,0.845,-612.5,-630.0,-912.5,-930.0,-1225.0,-1242.5
2025-05-29,FADE,S,0.845,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-05-30,WT,S,0.117,-625.0,-642.5,-937.5,-955.0,-1250.0,-1267.5
2025-06-05,WT,S,0.264,1200.0,1182.5,1200.0,1182.5,1200.0,1182.5
2025-06-06,WT,S,0.843,237.5,220.0,237.5,220.0,237.5,220.0
2025-06-11,WT,L,0.285,-562.5,-580.0,-850.0,-867.5,-1125.0,-1142.5
2025-06-11,WT,L,0.285,-562.5,-580.0,-850.0,-867.5,-1125.0,-1142.5
2025-06-11,WT,S,0.285,1287.5,1270.0,1287.5,1270.0,1287.5,1270.0
2025-06-11,WT,S,0.285,200.0,182.5,200.0,182.5,200.0,182.5
2025-06-17,WT,S,0.455,-475.0,-492.5,12.5,-5.0,12.5,-5.0
2025-06-20,WT,S,1.325,575.0,557.5,575.0,557.5,575.0,557.5
2025-06-20,WT,S,1.325,-450.0,-467.5,-675.0,-692.5,-37.5,-55.0
2025-06-20,WT,S,1.325,87.5,70.0,87.5,70.0,87.5,70.0
2025-06-26,WT,L,0.318,-62.5,-80.0,-62.5,-80.0,-62.5,-80.0
2025-06-30,WT,L,0.446,-500.0,-517.5,412.5,395.0,412.5,395.0
2025-07-02,WT,L,0.0,675.0,657.5,675.0,657.5,675.0,657.5
2025-07-02,WT,L,0.0,462.5,445.0,462.5,445.0,462.5,445.0
2025-07-02,WT,L,0.0,300.0,282.5,300.0,282.5,300.0,282.5
2025-07-04,FADE,S,0.595,275.0,257.5,275.0,257.5,275.0,257.5
2025-07-07,FADE,S,0.284,1162.5,1145.0,1162.5,1145.0,1162.5,1145.0
2025-07-09,WT,S,0.354,-62.5,-80.0,-62.5,-80.0,-62.5,-80.0
2025-07-10,WT,L,0.031,-387.5,-405.0,-587.5,-605.0,-612.5,-630.0
2025-07-15,FADE,S,0.451,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-07-18,FADE,S,0.175,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-07-18,WT,S,0.175,-425.0,-442.5,-312.5,-330.0,-312.5,-330.0
2025-07-21,WT,L,0.171,-450.0,-467.5,-662.5,-680.0,-887.5,-905.0
2025-07-25,WT,L,0.011,587.5,570.0,587.5,570.0,587.5,570.0
2025-07-25,WT,L,0.011,112.5,95.0,112.5,95.0,112.5,95.0
2025-07-25,WT,L,0.011,-62.5,-80.0,-62.5,-80.0,-62.5,-80.0
2025-07-25,WT,L,0.011,-162.5,-180.0,-162.5,-180.0,-162.5,-180.0
2025-07-28,WT,S,0.06,-412.5,-430.0,-487.5,-505.0,-487.5,-505.0
2025-07-29,WT,S,0.203,387.5,370.0,387.5,370.0,387.5,370.0
2025-07-31,FADE,S,0.225,3650.0,3632.5,3650.0,3632.5,3650.0,3632.5
2025-08-05,WT,S,0.004,-500.0,-517.5,-750.0,-767.5,-1012.5,-1030.0
2025-08-11,WT,S,0.135,-600.0,-617.5,-900.0,-917.5,575.0,557.5
2025-08-11,FADE,S,0.135,825.0,807.5,825.0,807.5,825.0,807.5
2025-08-11,WT,S,0.135,512.5,495.0,512.5,495.0,512.5,495.0
2025-08-12,WT,L,0.404,462.5,445.0,462.5,445.0,462.5,445.0
2025-08-12,WT,L,0.404,250.0,232.5,250.0,232.5,250.0,232.5
2025-08-13,FADE,S,0.344,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-08-14,WT,L,0.287,-125.0,-142.5,-125.0,-142.5,-125.0,-142.5
2025-08-19,WT,S,0.041,712.5,695.0,712.5,695.0,712.5,695.0
2025-08-19,FADE,S,0.041,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-08-20,WT,L,0.086,-462.5,-480.0,737.5,720.0,737.5,720.0
2025-08-26,WT,L,0.123,1487.5,1470.0,1487.5,1470.0,1487.5,1470.0
2025-08-26,WT,L,0.123,1187.5,1170.0,1187.5,1170.0,1187.5,1170.0
2025-09-02,WT,L,1.263,-462.5,-480.0,-700.0,-717.5,-937.5,-955.0
2025-09-04,WT,L,0.078,1575.0,1557.5,1575.0,1557.5,1575.0,1557.5
2025-09-04,WT,L,0.078,1487.5,1470.0,1487.5,1470.0,1487.5,1470.0
2025-09-04,WT,L,0.078,1062.5,1045.0,1062.5,1045.0,1062.5,1045.0
2025-09-08,WT,S,0.242,-262.5,-280.0,-262.5,-280.0,-262.5,-280.0
2025-09-08,WT,S,0.242,-300.0,-317.5,-300.0,-317.5,-300.0,-317.5
2025-09-09,WT,L,0.019,737.5,720.0,737.5,720.0,737.5,720.0
2025-09-11,WT,L,0.299,12.5,-5.0,12.5,-5.0,12.5,-5.0
2025-09-12,WT,L,0.026,-462.5,-480.0,-300.0,-317.5,-300.0,-317.5
2025-09-16,WT,S,0.15,-175.0,-192.5,-175.0,-192.5,-175.0,-192.5
2025-09-17,WT,L,0.037,-387.5,-405.0,-587.5,-605.0,-787.5,-805.0
2025-09-19,FADE,S,0.211,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-09-19,WT,L,0.211,675.0,657.5,675.0,657.5,675.0,657.5
2025-09-19,WT,L,0.211,500.0,482.5,500.0,482.5,500.0,482.5
2025-09-23,WT,S,0.054,1525.0,1507.5,1525.0,1507.5,1525.0,1507.5
2025-09-24,WT,S,0.156,-237.5,-255.0,-237.5,-255.0,-237.5,-255.0
2025-09-25,WT,L,0.571,-437.5,-455.0,-662.5,-680.0,-875.0,-892.5
2025-09-25,WT,L,0.571,-437.5,-455.0,-662.5,-680.0,-875.0,-892.5
2025-09-29,FADE,S,0.302,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-09-30,WT,L,0.091,-487.5,-505.0,975.0,957.5,975.0,957.5
2025-09-30,WT,L,0.091,-487.5,-505.0,-725.0,-742.5,700.0,682.5
2025-10-02,WT,S,0.343,-500.0,-517.5,-737.5,-755.0,-987.5,-1005.0
2025-10-02,WT,L,0.343,412.5,395.0,412.5,395.0,412.5,395.0
2025-10-03,WT,L,0.072,-487.5,-505.0,-725.0,-742.5,-975.0,-992.5
2025-10-07,WT,S,0.119,-212.5,-230.0,-212.5,-230.0,-212.5,-230.0
2025-10-10,WT,S,0.133,9362.5,9345.0,9362.5,9345.0,9362.5,9345.0
2025-10-10,WT,S,0.133,9450.0,9432.5,9450.0,9432.5,9450.0,9432.5
2025-10-10,WT,S,0.133,-450.0,-467.5,-687.5,-705.0,-912.5,-930.0
2025-10-10,FADE,S,0.133,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-10-14,WT,L,0.849,775.0,757.5,775.0,757.5,775.0,757.5
2025-10-14,WT,L,0.849,-637.5,-655.0,-962.5,-980.0,-1275.0,-1292.5
2025-10-14,WT,L,0.849,-637.5,-655.0,-962.5,-980.0,-1275.0,-1292.5
2025-10-15,WT,S,0.755,75.0,57.5,75.0,57.5,75.0,57.5
2025-10-15,WT,S,0.755,-712.5,-730.0,-1075.0,-1092.5,-725.0,-742.5
2025-10-16,WT,S,0.24,-775.0,-792.5,-1150.0,-1167.5,-1537.5,-1555.0
2025-10-22,FADE,S,0.162,1325.0,1307.5,1325.0,1307.5,1325.0,1307.5
2025-10-27,WT,L,0.822,1087.5,1070.0,1087.5,1070.0,1087.5,1070.0
2025-10-27,WT,L,0.822,912.5,895.0,912.5,895.0,912.5,895.0
2025-10-29,FADE,S,0.254,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-11-05,WT,L,0.068,-550.0,-567.5,-825.0,-842.5,-1100.0,-1117.5
2025-11-06,WT,S,0.143,1650.0,1632.5,1650.0,1632.5,1650.0,1632.5
2025-11-07,WT,S,0.523,-562.5,-580.0,-850.0,-867.5,-1137.5,-1155.0
2025-11-12,WT,S,0.181,-687.5,-705.0,-512.5,-530.0,-512.5,-530.0
2025-11-13,WT,L,0.45,-662.5,-680.0,-987.5,-1005.0,-1325.0,-1342.5
2025-11-19,FADE,S,0.136,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-11-21,WT,L,0.364,-1037.5,-1055.0,-1550.0,-1567.5,-650.0,-667.5
2025-12-03,WT,L,0.153,787.5,770.0,787.5,770.0,787.5,770.0
2025-12-03,WT,L,0.153,-125.0,-142.5,-125.0,-142.5,-125.0,-142.5
2025-12-04,FADE,S,0.171,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2025-12-05,WT,S,0.135,-612.5,-630.0,-237.5,-255.0,-237.5,-255.0
2025-12-08,WT,S,0.078,-512.5,-530.0,-587.5,-605.0,-587.5,-605.0
2025-12-12,WT,L,0.166,-475.0,-492.5,-725.0,-742.5,-962.5,-980.0
2025-12-15,WT,L,0.517,-550.0,-567.5,-825.0,-842.5,-1087.5,-1105.0
2025-12-15,WT,L,0.517,25.0,7.5,25.0,7.5,25.0,7.5
2025-12-17,WT,L,0.179,-587.5,-605.0,-887.5,-905.0,-1175.0,-1192.5
2025-12-17,WT,S,0.179,-587.5,-605.0,362.5,345.0,362.5,345.0
2025-12-17,WT,S,0.179,-587.5,-605.0,175.0,157.5,175.0,157.5
2025-12-17,WT,S,0.179,100.0,82.5,100.0,82.5,100.0,82.5
2025-12-17,WT,S,0.179,-412.5,-430.0,-412.5,-430.0,-412.5,-430.0
2025-12-19,WT,L,0.368,62.5,45.0,62.5,45.0,62.5,45.0
2025-12-22,WT,L,0.461,125.0,107.5,125.0,107.5,125.0,107.5
2025-12-23,WT,L,0.17,1137.5,1120.0,1137.5,1120.0,1137.5,1120.0
2025-12-26,WT,S,0.049,212.5,195.0,212.5,195.0,212.5,195.0
2025-12-30,FADE,S,0.067,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-01-02,FADE,S,0.432,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-01-02,WT,S,0.432,-437.5,-455.0,-662.5,-680.0,-887.5,-905.0
2026-01-05,WT,L,0.446,-50.0,-67.5,-50.0,-67.5,-50.0,-67.5
2026-01-05,WT,L,0.446,-425.0,-442.5,-387.5,-405.0,-387.5,-405.0
2026-01-07,WT,L,0.028,-387.5,-405.0,-587.5,-605.0,-775.0,-792.5
2026-01-12,WT,L,0.485,387.5,370.0,387.5,370.0,387.5,370.0
2026-01-14,WT,S,0.404,-475.0,-492.5,-712.5,-730.0,-950.0,-967.5
2026-01-16,WT,S,0.215,625.0,607.5,625.0,607.5,625.0,607.5
2026-01-29,WT,L,0.067,2012.5,1995.0,2012.5,1995.0,2012.5,1995.0
2026-01-29,WT,L,0.067,1075.0,1057.5,1075.0,1057.5,1075.0,1057.5
2026-02-03,WT,S,0.07,-675.0,-692.5,962.5,945.0,962.5,945.0
2026-02-03,WT,S,0.07,612.5,595.0,612.5,595.0,612.5,595.0
2026-02-04,WT,S,0.106,-725.0,-742.5,-1075.0,-1092.5,-987.5,-1005.0
2026-02-05,WT,L,0.992,-712.5,-730.0,-1062.5,-1080.0,-1425.0,-1442.5
2026-02-06,WT,L,0.585,675.0,657.5,675.0,657.5,675.0,657.5
2026-02-06,WT,L,0.585,737.5,720.0,737.5,720.0,737.5,720.0
2026-02-09,WT,S,0.156,550.0,532.5,550.0,532.5,550.0,532.5
2026-02-12,WT,S,0.269,1500.0,1482.5,1500.0,1482.5,1500.0,1482.5
2026-02-12,WT,S,0.269,-900.0,-917.5,-1350.0,-1367.5,462.5,445.0
2026-02-13,WT,L,0.065,-925.0,-942.5,-1400.0,-1417.5,-1862.5,-1880.0
2026-02-17,WT,L,0.276,-900.0,-917.5,-687.5,-705.0,-687.5,-705.0
2026-02-18,WT,S,0.172,400.0,382.5,400.0,382.5,400.0,382.5
2026-02-23,FADE,S,0.284,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-02-25,WT,L,0.41,550.0,532.5,550.0,532.5,550.0,532.5
2026-02-25,WT,L,0.41,525.0,507.5,525.0,507.5,525.0,507.5
2026-03-03,WT,L,1.576,1400.0,1382.5,1400.0,1382.5,1400.0,1382.5
2026-03-04,WT,L,0.252,-62.5,-80.0,-62.5,-80.0,-62.5,-80.0
2026-03-05,WT,S,0.519,187.5,170.0,187.5,170.0,187.5,170.0
2026-03-06,WT,L,1.099,-862.5,-880.0,-1287.5,-1305.0,-1050.0,-1067.5
2026-03-09,WT,L,0.861,-837.5,-855.0,3712.5,3695.0,3712.5,3695.0
2026-03-12,FADE,S,0.73,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-03-13,FADE,S,0.449,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-03-17,WT,S,0.451,37.5,20.0,37.5,20.0,37.5,20.0
2026-03-23,WT,L,1.239,-900.0,-917.5,-1337.5,-1355.0,-1787.5,-1805.0
2026-03-23,WT,S,1.239,-900.0,-917.5,-1337.5,-1355.0,-1787.5,-1805.0
2026-03-26,WT,S,0.72,-787.5,-805.0,-1187.5,-1205.0,-1587.5,-1605.0
2026-03-27,FADE,S,0.899,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-03-27,WT,S,0.899,1137.5,1120.0,1137.5,1120.0,1137.5,1120.0
2026-03-30,WT,S,1.013,1125.0,1107.5,1125.0,1107.5,1125.0,1107.5
2026-03-31,WT,S,1.231,-887.5,-905.0,-1325.0,-1342.5,-1762.5,-1780.0
2026-03-31,WT,L,1.231,1437.5,1420.0,1437.5,1420.0,1437.5,1420.0
2026-04-02,WT,L,1.414,-937.5,-955.0,-1400.0,-1417.5,400.0,382.5
2026-04-07,WT,L,0.093,-987.5,-1005.0,-1475.0,-1492.5,1775.0,1757.5
2026-04-08,FADE,S,2.48,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-04-09,WT,L,0.113,-925.0,-942.5,-375.0,-392.5,-375.0,-392.5
2026-04-10,WT,S,0.228,-250.0,-267.5,-250.0,-267.5,-250.0,-267.5
2026-04-13,WT,L,0.311,1950.0,1932.5,1950.0,1932.5,1950.0,1932.5
2026-04-15,WT,L,0.156,837.5,820.0,837.5,820.0,837.5,820.0
2026-04-15,WT,L,0.156,525.0,507.5,525.0,507.5,525.0,507.5
2026-04-17,WT,L,0.641,-712.5,-730.0,-50.0,-67.5,-50.0,-67.5
2026-04-17,WT,L,0.641,-712.5,-730.0,-1075.0,-1092.5,-387.5,-405.0
2026-04-20,WT,S,0.235,-537.5,-555.0,-537.5,-555.0,-537.5,-555.0
2026-04-21,WT,S,0.222,450.0,432.5,450.0,432.5,450.0,432.5
2026-04-21,WT,S,0.222,275.0,257.5,275.0,257.5,275.0,257.5
2026-04-22,WT,L,0.355,-637.5,-655.0,162.5,145.0,162.5,145.0
2026-04-27,WT,S,0.086,-662.5,-680.0,-612.5,-630.0,-612.5,-630.0
2026-04-27,WT,L,0.086,387.5,370.0,387.5,370.0,387.5,370.0
2026-04-29,WT,S,0.138,-562.5,-580.0,-837.5,-855.0,-1112.5,-1130.0
2026-04-29,WT,S,0.138,-562.5,-580.0,-837.5,-855.0,-1112.5,-1130.0
2026-04-29,WT,S,0.138,-562.5,-580.0,-837.5,-855.0,-1112.5,-1130.0
2026-04-30,WT,L,0.865,-550.0,-567.5,2037.5,2020.0,2037.5,2020.0
2026-05-04,WT,S,0.051,-587.5,-605.0,-875.0,-892.5,-225.0,-242.5
2026-05-06,WT,L,0.554,1425.0,1407.5,1425.0,1407.5,1425.0,1407.5
2026-05-07,WT,L,0.07,-600.0,-617.5,-900.0,-917.5,-1200.0,-1217.5
2026-05-07,WT,S,0.07,-600.0,-617.5,-900.0,-917.5,-675.0,-692.5
2026-05-13,WT,L,0.124,2187.5,2170.0,2187.5,2170.0,2187.5,2170.0
2026-05-13,WT,L,0.124,1850.0,1832.5,1850.0,1832.5,1850.0,1832.5
2026-05-13,WT,L,0.124,187.5,170.0,187.5,170.0,187.5,170.0
2026-05-15,WT,L,0.89,-587.5,-605.0,-875.0,-892.5,-1175.0,-1192.5
2026-05-15,WT,L,0.89,-587.5,-605.0,-875.0,-892.5,-1175.0,-1192.5
2026-05-18,WT,L,0.251,-600.0,-617.5,-900.0,-917.5,-1200.0,-1217.5
2026-05-20,WT,L,0.272,-637.5,-655.0,300.0,282.5,300.0,282.5
2026-05-22,FADE,S,0.375,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-05-28,WT,L,0.102,750.0,732.5,750.0,732.5,750.0,732.5
2026-05-28,WT,L,0.102,475.0,457.5,475.0,457.5,475.0,457.5
2026-06-01,WT,L,0.173,-525.0,-542.5,-487.5,-505.0,-487.5,-505.0
2026-06-03,WT,S,0.237,575.0,557.5,575.0,557.5,575.0,557.5
2026-06-05,WT,S,0.604,6687.5,6670.0,6687.5,6670.0,6687.5,6670.0
2026-06-05,WT,S,0.604,-450.0,-467.5,-662.5,-680.0,-887.5,-905.0
2026-06-08,WT,S,1.198,-587.5,-605.0,1000.0,982.5,1000.0,982.5
2026-06-09,WT,S,0.605,287.5,270.0,287.5,270.0,287.5,270.0
2026-06-09,WT,S,0.605,-650.0,-667.5,-962.5,-980.0,-1287.5,-1305.0
2026-06-09,WT,S,0.605,-650.0,-667.5,-962.5,-980.0,-1287.5,-1305.0
2026-06-09,WT,L,0.605,1600.0,1582.5,1600.0,1582.5,1600.0,1582.5
2026-06-16,WT,S,0.003,1587.5,1570.0,1587.5,1570.0,1587.5,1570.0
2026-06-17,WT,S,0.181,4150.0,4132.5,4150.0,4132.5,4150.0,4132.5
2026-06-22,WT,S,0.225,-1012.5,-1030.0,-400.0,-417.5,-400.0,-417.5
2026-06-23,FADE,S,1.537,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-06-24,WT,S,0.114,-837.5,-855.0,-1262.5,-1280.0,-1687.5,-1705.0
2026-06-24,WT,S,0.114,-837.5,-855.0,-1262.5,-1280.0,-1687.5,-1705.0
2026-07-01,WT,L,0.172,-800.0,-817.5,-1200.0,-1217.5,-1600.0,-1617.5
2026-07-01,WT,S,0.172,1075.0,1057.5,1075.0,1057.5,1075.0,1057.5
2026-07-02,WT,S,0.265,-737.5,-755.0,300.0,282.5,300.0,282.5
2026-07-02,WT,S,0.265,-737.5,-755.0,-1112.5,-1130.0,-1487.5,-1505.0
2026-07-06,WT,L,0.103,850.0,832.5,850.0,832.5,850.0,832.5
2026-07-06,WT,L,0.103,487.5,470.0,487.5,470.0,487.5,470.0
2026-07-07,FADE,S,0.211,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2026-07-08,WT,S,0.596,-762.5,-780.0,-1150.0,-1167.5,-1537.5,-1555.0
