Date,yr,dir,entry_px,net,prior_hvl_es,above
2024-10-02,2024,L,6171.25,-755.0,6141.47021484375,True
2024-10-02,2024,L,6168.75,-755.0,6141.47021484375,True
2024-10-03,2024,L,6161.5,-705.0,6147.22021484375,True
2024-10-08,2024,L,6187.0,720.0,6153.0,True
2024-10-09,2024,L,6234.0,95.0,6139.6298828125,True
2024-10-11,2024,L,6257.75,-30.0,6172.85986328125,True
2024-10-15,2024,S,6286.75,1270.0,6188.9501953125,True
2024-10-15,2024,S,6286.25,1245.0,6188.9501953125,True
2024-10-18,2024,L,6310.25,-55.0,6215.27001953125,True
2024-10-25,2024,S,6277.75,1682.5,6261.64013671875,True
2024-10-29,2024,L,6268.0,782.5,6252.56005859375,True
2024-10-29,2024,L,6275.5,407.5,6252.56005859375,True
2024-10-30,2024,S,6270.75,1182.5,6253.740234375,True
2024-11-04,2024,L,6168.5,-767.5,6244.2998046875,False
2024-11-04,2024,L,6157.5,-767.5,6244.2998046875,False
2024-11-08,2024,L,6436.25,-417.5,6248.64990234375,True
2024-11-12,2024,S,6425.75,357.5,6253.2900390625,True
2024-11-13,2024,L,6431.75,-780.0,6301.330078125,True
2024-11-13,2024,L,6431.5,-780.0,6301.330078125,True
2024-11-14,2024,L,6409.5,-780.0,6294.580078125,True
2024-11-21,2024,L,6379.25,-405.0,6328.33984375,True
2024-11-22,2024,S,6376.5,-817.5,6312.009765625,True
2024-11-26,2024,S,6417.0,-855.0,6348.27001953125,True
2024-12-03,2024,L,6461.5,370.0,6394.259765625,True
2024-12-09,2024,L,6478.5,-455.0,6389.77978515625,True
2024-12-10,2024,L,6472.0,-417.5,6453.0498046875,True
2024-12-10,2024,S,6465.75,582.5,6453.0498046875,True
2024-12-11,2024,L,6488.0,82.5,6466.22021484375,True
2024-12-16,2024,L,6485.0,-230.0,6423.7998046875,True
2024-12-17,2024,L,6462.5,-467.5,6428.419921875,True
2024-12-18,2024,S,6471.0,10470.0,6453.2998046875,True
2024-12-31,2024,S,6276.75,357.5,6362.14013671875,False
2025-01-03,2025,S,6289.0,-1467.5,6365.89013671875,False
2025-01-03,2025,S,6307.5,-505.0,6365.89013671875,False
2025-01-14,2025,S,6200.5,-1155.0,6334.56982421875,False
2025-01-14,2025,L,6224.25,-1155.0,6334.56982421875,False
2025-01-21,2025,L,6414.75,220.0,6296.77001953125,True
2025-01-24,2025,S,6469.0,395.0,6379.52978515625,True
2025-01-28,2025,S,6394.0,-705.0,6402.5498046875,False
2025-02-05,2025,S,6383.0,-917.5,6389.419921875,False
2025-02-10,2025,L,6418.25,-155.0,6405.27001953125,True
2025-02-10,2025,L,6421.0,-292.5,6405.27001953125,True
2025-02-11,2025,L,6417.5,295.0,6399.2900390625,True
2025-02-11,2025,L,6418.25,257.5,6399.2900390625,True
2025-02-13,2025,L,6437.0,1345.0,6421.06005859375,True
2025-02-14,2025,L,6472.0,-380.0,6399.0,True
2025-02-14,2025,L,6468.25,-192.5,6399.0,True
2025-02-14,2025,L,6467.5,-155.0,6399.0,True
2025-02-18,2025,S,6465.75,-692.5,6399.580078125,True
2025-02-18,2025,S,6458.75,-692.5,6399.580078125,True
2025-02-21,2025,S,6426.75,3095.0,6418.02001953125,True
2025-02-21,2025,S,6380.5,782.5,6418.02001953125,False
2025-02-25,2025,S,6277.5,-742.5,6412.5,False
2025-02-26,2025,L,6347.5,-817.5,6426.91015625,False
2025-02-26,2025,L,6348.25,-817.5,6426.91015625,False
2025-03-03,2025,L,6294.25,-1092.5,6418.7900390625,False
2025-03-03,2025,S,6249.0,2357.5,6418.7900390625,False
2025-03-05,2025,S,6091.75,-1492.5,6349.60986328125,False
2025-03-07,2025,S,6050.0,-1692.5,6352.25,False
2025-03-13,2025,S,5870.5,-242.5,6270.89990234375,False
2025-03-18,2025,S,5939.75,-705.0,6158.39013671875,False
2025-03-19,2025,L,5991.75,-1517.5,6263.02001953125,False
2025-03-26,2025,S,6087.5,2482.5,6058.2998046875,True
2025-03-26,2025,S,6057.25,970.0,6058.2998046875,False
2025-03-26,2025,S,6034.5,-167.5,6058.2998046875,False
2025-03-28,2025,S,5902.25,432.5,6062.5400390625,False
2025-04-01,2025,S,5910.25,-1205.0,6078.22998046875,False
2025-04-15,2025,S,5719.0,557.5,6016.2900390625,False
2025-04-24,2025,L,5751.75,2445.0,5738.91015625,True
2025-04-24,2025,L,5755.5,2257.5,5738.91015625,True
2025-04-29,2025,S,5847.25,-917.5,5794.77978515625,True
2025-05-07,2025,L,5932.25,-1380.0,5895.52978515625,True
2025-05-07,2025,S,5910.5,-1380.0,5895.52978515625,True
2025-05-14,2025,S,6188.0,-92.5,5978.22998046875,True
2025-05-22,2025,L,6138.0,-5.0,6198.77001953125,False
2025-05-27,2025,L,6193.0,1295.0,6149.64013671875,True
2025-05-27,2025,L,6205.5,670.0,6149.64013671875,True
2025-05-27,2025,L,6211.75,357.5,6149.64013671875,True
2025-05-28,2025,L,6203.0,-892.5,6159.7998046875,True
2025-05-30,2025,S,6155.0,-955.0,6165.81982421875,False
2025-06-05,2025,S,6253.5,1182.5,6154.77001953125,True
2025-06-11,2025,L,6331.0,-867.5,6256.330078125,True
2025-06-11,2025,L,6339.75,-867.5,6256.330078125,True
2025-06-11,2025,S,6334.5,1270.0,6256.330078125,True
2025-06-11,2025,S,6312.75,182.5,6256.330078125,True
2025-06-17,2025,S,6265.5,-5.0,6259.81982421875,True
2025-06-26,2025,L,6419.0,-80.0,6260.97021484375,True
2025-06-30,2025,L,6465.5,395.0,6312.02978515625,True
2025-07-02,2025,L,6486.75,657.5,6333.93017578125,True
2025-07-02,2025,L,6491.0,445.0,6333.93017578125,True
2025-07-02,2025,L,6494.25,282.5,6333.93017578125,True
2025-07-09,2025,S,6536.0,-80.0,6443.3798828125,True
2025-07-10,2025,L,6560.0,-605.0,6423.10986328125,True
2025-07-18,2025,S,6555.5,-330.0,6478.3798828125,True
2025-07-21,2025,L,6599.25,-680.0,6519.1201171875,True
