Date,yr,dir,type,entry_px,net,prior_hvl_es,below
2021-07-22,2021,Short,Trap,5187.0,-92.5,5127.9599609375,False
2021-07-22,2021,Long,Trap,5184.75,-217.5,5127.9599609375,False
2021-07-22,2021,Long,Trap,5183.0,-105.0,5127.9599609375,False
2021-07-22,2021,Long,Sneaky,5183.75,-155.0,5127.9599609375,False
2021-07-23,2021,Long,BO,5211.5,1120.0,5144.60009765625,False
2021-07-23,2021,Short,Sneaky,5229.25,-117.5,5144.60009765625,False
2021-07-23,2021,Short,Trap,5228.5,-130.0,5144.60009765625,False
2021-07-23,2021,Short,Trap,5231.75,-80.0,5144.60009765625,False
2021-07-23,2021,Short,Trap,5235.5,-67.5,5144.60009765625,False
2021-07-26,2021,Long,IB,5230.75,907.5,5116.1201171875,False
2021-07-26,2021,Long,Trap,5234.5,-130.0,5116.1201171875,False
2021-07-26,2021,Long,Trap,5237.25,582.5,5116.1201171875,False
2021-07-26,2021,Short,Trap,5240.75,-180.0,5116.1201171875,False
2021-07-26,2021,Short,IB,5244.0,-67.5,5116.1201171875,False
2021-07-27,2021,Long,Trap,5229.0,-242.5,5126.47021484375,False
2021-07-27,2021,Long,Sneaky,5214.0,-142.5,5126.47021484375,False
2021-07-27,2021,Short,Trap,5206.0,-180.0,5126.47021484375,False
2021-07-27,2021,Long,Sneaky,5204.5,-142.5,5126.47021484375,False
2021-07-28,2021,Short,IB,5227.75,-80.0,5145.68017578125,False
2021-07-28,2021,Long,OB,5230.5,-105.0,5145.68017578125,False
2021-07-28,2021,Long,IB,5229.0,-105.0,5145.68017578125,False
2021-07-28,2021,Long,BO,5220.25,-80.0,5145.68017578125,False
2021-07-29,2021,Long,IB,5252.25,-155.0,5135.83984375,False
2021-07-29,2021,Long,Sneaky,5253.5,-117.5,5135.83984375,False
2021-07-29,2021,Short,IB,5254.0,732.5,5135.83984375,False
2021-07-30,2021,Long,BO,5221.25,-117.5,5142.64990234375,False
2021-07-30,2021,Short,Trap,5226.25,-80.0,5142.64990234375,False
2021-07-30,2021,Long,IB,5228.5,-142.5,5142.64990234375,False
2021-07-30,2021,Long,OB,5223.75,-230.0,5142.64990234375,False
2021-08-02,2021,Long,Trap,5243.25,-142.5,5179.56982421875,False
2021-08-02,2021,Short,Sneaky,5239.0,1095.0,5179.56982421875,False
2021-08-02,2021,Long,Trap,5240.25,-105.0,5179.56982421875,False
2021-08-02,2021,Short,IB,5226.5,470.0,5179.56982421875,False
2021-08-03,2021,Short,Trap,5212.0,-292.5,5173.52001953125,False
2021-08-03,2021,Long,Sneaky,5220.25,1107.5,5173.52001953125,False
2021-08-03,2021,Short,BO,5229.5,-280.0,5173.52001953125,False
2021-08-03,2021,Long,Trap,5234.0,420.0,5173.52001953125,False
2021-08-03,2021,Short,Trap,5238.5,-92.5,5173.52001953125,False
2021-08-03,2021,Long,Trap,5239.5,-80.0,5173.52001953125,False
2021-08-04,2021,Short,Sneaky,5234.5,-192.5,5183.830078125,False
2021-08-04,2021,Short,BO,5230.25,-130.0,5183.830078125,False
2021-08-04,2021,Long,OB,5235.75,-80.0,5183.830078125,False
2021-08-05,2021,Short,IB,5241.5,-130.0,5185.81982421875,False
2021-08-05,2021,Long,OB,5246.0,-92.5,5185.81982421875,False
2021-08-05,2021,Long,Sneaky,5243.5,482.5,5185.81982421875,False
2021-08-05,2021,Short,Trap,5245.25,-142.5,5185.81982421875,False
2021-08-06,2021,Long,Sneaky,5258.75,-67.5,5195.02978515625,False
2021-08-06,2021,Short,Sneaky,5258.25,-67.5,5195.02978515625,False
2021-08-06,2021,Long,Trap,5260.75,-180.0,5195.02978515625,False
2021-08-06,2021,Short,IB,5261.75,-80.0,5195.02978515625,False
2021-08-06,2021,Long,IB,5263.5,-92.5,5195.02978515625,False
2021-08-09,2021,Short,Sneaky,5254.75,-142.5,5175.89990234375,False
2021-08-09,2021,Short,IB,5259.25,-80.0,5175.89990234375,False
2021-08-09,2021,Short,Trap,5262.75,145.0,5175.89990234375,False
2021-08-10,2021,Short,OB,5263.75,-117.5,5171.75,False
2021-08-10,2021,Short,Trap,5267.25,-67.5,5171.75,False
2021-08-10,2021,Short,OB,5266.5,270.0,5171.75,False
2021-08-10,2021,Long,Sneaky,5264.0,-80.0,5171.75,False
2021-08-10,2021,Long,Trap,5265.0,-130.0,5171.75,False
2021-08-11,2021,Long,Trap,5272.75,-117.5,5190.8798828125,False
2021-08-11,2021,Long,Sneaky,5266.5,-80.0,5190.8798828125,False
2021-08-11,2021,Short,OB,5269.5,-105.0,5190.8798828125,False
2021-08-11,2021,Short,IB,5268.25,-155.0,5190.8798828125,False
2021-08-12,2021,Long,BO,5269.75,845.0,5197.7998046875,False
2021-08-12,2021,Long,Sneaky,5281.0,-92.5,5197.7998046875,False
2021-08-12,2021,Short,Trap,5281.25,-67.5,5197.7998046875,False
2021-08-13,2021,Short,Trap,5293.0,-67.5,5197.919921875,False
2021-08-16,2021,Short,IB,5280.75,-130.0,5198.93017578125,False
2021-08-16,2021,Short,IB,5294.25,-130.0,5198.93017578125,False
2021-08-17,2021,Short,Trap,5279.25,370.0,5203.68994140625,False
2021-08-17,2021,Long,Sneaky,5279.25,-92.5,5203.68994140625,False
2021-08-17,2021,Long,Sneaky,5262.5,-92.5,5203.68994140625,False
2021-08-17,2021,Long,OB,5257.25,-317.5,5203.68994140625,False
2021-08-17,2021,Short,BO,5255.25,-255.0,5203.68994140625,False
2021-08-18,2021,Short,Sneaky,5274.75,-205.0,5233.7998046875,False
2021-08-18,2021,Short,BO,5276.25,-92.5,5233.7998046875,False
2021-08-18,2021,Long,Trap,5269.5,-67.5,5233.7998046875,False
2021-08-18,2021,Short,OB,5267.25,-80.0,5233.7998046875,False
2021-08-18,2021,Short,Trap,5259.75,-255.0,5233.7998046875,False
2021-08-19,2021,Short,Sneaky,5215.75,-355.0,5213.2099609375,False
2021-08-19,2021,Long,OB,5231.25,-305.0,5213.2099609375,False
2021-08-19,2021,Short,Sneaky,5240.0,-192.5,5213.2099609375,False
2021-08-19,2021,Short,OB,5238.25,-155.0,5213.2099609375,False
2021-08-19,2021,Long,Sneaky,5234.0,-217.5,5213.2099609375,False
2021-08-19,2021,Long,Trap,5218.0,-105.0,5213.2099609375,False
2021-08-19,2021,Long,Trap,5222.5,732.5,5213.2099609375,False
2021-08-20,2021,Short,Trap,5260.5,-130.0,5241.68017578125,False
2021-08-20,2021,Long,OB,5260.0,-105.0,5241.68017578125,False
2021-08-20,2021,Long,Trap,5263.0,-80.0,5241.68017578125,False
2021-08-20,2021,Short,Trap,5263.0,-105.0,5241.68017578125,False
2021-08-20,2021,Short,IB,5270.0,-92.5,5241.68017578125,False
2021-08-20,2021,Long,BO,5267.25,-92.5,5241.68017578125,False
2021-08-23,2021,Short,IB,5311.75,-105.0,5234.18994140625,False
2021-08-23,2021,Short,BO,5313.5,-180.0,5234.18994140625,False
2021-08-23,2021,Long,IB,5314.25,-105.0,5234.18994140625,False
2021-08-24,2021,Long,IB,5319.25,-92.5,5228.81005859375,False
2021-08-24,2021,Long,IB,5315.5,-117.5,5228.81005859375,False
2021-08-24,2021,Long,Sneaky,5315.5,-92.5,5228.81005859375,False
2021-08-24,2021,Long,IB,5321.0,-92.5,5228.81005859375,False
2021-08-25,2021,Short,Trap,5319.25,-105.0,5226.8798828125,False
2021-08-25,2021,Short,Sneaky,5328.0,-92.5,5226.8798828125,False
2021-08-25,2021,Long,OB,5328.5,-80.0,5226.8798828125,False
2021-08-25,2021,Short,Trap,5326.0,-155.0,5226.8798828125,False
2021-08-26,2021,Long,Sneaky,5320.5,-142.5,5225.75,False
2021-08-26,2021,Long,BO,5312.5,-205.0,5225.75,False
2021-08-26,2021,Long,Trap,5313.0,-130.0,5225.75,False
2021-08-27,2021,Long,IB,5334.75,120.0,5238.97021484375,False
2021-08-30,2021,Short,Sneaky,5365.75,-67.5,5225.25,False
2021-08-30,2021,Long,IB,5365.75,-105.0,5225.25,False
2021-08-31,2021,Short,Trap,5360.0,-80.0,5223.52978515625,False
2021-08-31,2021,Long,OB,5361.25,-130.0,5223.52978515625,False
2021-08-31,2021,Long,Trap,5355.0,-155.0,5223.52978515625,False
2021-08-31,2021,Short,Trap,5353.75,-80.0,5223.52978515625,False
2021-09-01,2021,Short,Trap,5358.75,-167.5,5235.759765625,False
2021-09-01,2021,Long,IB,5361.0,-67.5,5235.759765625,False
2021-09-02,2021,Long,OB,5372.25,-105.0,5231.93994140625,False
2021-09-02,2021,Short,Sneaky,5371.75,-117.5,5231.93994140625,False
2021-09-02,2021,Long,IB,5373.25,-105.0,5231.93994140625,False
2021-09-02,2021,Long,IB,5370.5,-67.5,5231.93994140625,False
2021-09-02,2021,Short,Trap,5369.0,7.5,5231.93994140625,False
2021-09-02,2021,Long,Sneaky,5360.0,-80.0,5231.93994140625,False
2021-09-03,2021,Short,Trap,5362.75,-167.5,5239.3798828125,False
2021-09-03,2021,Short,Trap,5365.75,-92.5,5239.3798828125,False
2021-09-03,2021,Short,Trap,5362.75,-142.5,5239.3798828125,False
2021-09-03,2021,Long,Trap,5364.5,-80.0,5239.3798828125,False
2021-09-03,2021,Short,BO,5368.75,-130.0,5239.3798828125,False
2021-09-03,2021,Long,Trap,5370.5,-92.5,5239.3798828125,False
2021-09-07,2021,Short,OB,5346.75,-180.0,5229.56982421875,False
2021-09-07,2021,Short,IB,5358.25,-117.5,5229.56982421875,False
2021-09-08,2021,Short,OB,5339.0,-380.0,5226.58984375,False
2021-09-08,2021,Long,Trap,5336.0,-180.0,5226.58984375,False
2021-09-08,2021,Short,IB,5333.25,-217.5,5226.58984375,False
2021-09-08,2021,Long,Sneaky,5341.25,-80.0,5226.58984375,False
2021-09-08,2021,Short,Sneaky,5344.75,-180.0,5226.58984375,False
2021-09-08,2021,Short,OB,5343.75,-80.0,5226.58984375,False
2021-09-09,2021,Short,Trap,5359.0,-105.0,5302.91015625,False
2021-09-09,2021,Short,Sneaky,5356.25,1545.0,5302.91015625,False
2021-09-09,2021,Long,Trap,5348.0,-92.5,5302.91015625,False
2021-09-09,2021,Long,OB,5346.75,-117.5,5302.91015625,False
2021-09-09,2021,Short,OB,5345.25,-80.0,5302.91015625,False
2021-09-09,2021,Long,BO,5330.5,-80.0,5302.91015625,False
2021-09-10,2021,Long,BO,5323.5,-392.5,5311.4501953125,False
2021-09-10,2021,Long,BO,5324.75,-92.5,5311.4501953125,False
2021-09-10,2021,Long,Trap,5316.25,-67.5,5311.4501953125,False
2021-09-13,2021,Short,Sneaky,5300.75,-280.0,5290.35009765625,False
2021-09-13,2021,Long,Sneaky,5294.75,-92.5,5290.35009765625,False
2021-09-13,2021,Short,BO,5292.75,-155.0,5290.35009765625,False
2021-09-13,2021,Long,IB,5286.5,-80.0,5290.35009765625,True
2021-09-13,2021,Long,BO,5282.25,-67.5,5290.35009765625,True
2021-09-14,2021,Short,Sneaky,5294.25,682.5,5304.16015625,True
2021-09-14,2021,Short,BO,5294.75,707.5,5304.16015625,True
2021-09-14,2021,Long,Trap,5283.25,-117.5,5304.16015625,True
2021-09-14,2021,Short,IB,5282.5,95.0,5304.16015625,True
2021-09-14,2021,Long,Trap,5270.0,-92.5,5304.16015625,True
2021-09-15,2021,Short,BO,5283.25,-80.0,5309.18994140625,True
2021-09-15,2021,Short,Trap,5286.5,-155.0,5309.18994140625,True
2021-09-15,2021,Short,Trap,5288.25,-105.0,5309.18994140625,True
2021-09-15,2021,Long,IB,5288.0,1370.0,5309.18994140625,True
2021-09-15,2021,Short,BO,5312.25,-80.0,5309.18994140625,False
2021-09-16,2021,Long,OB,5291.0,-392.5,5299.77978515625,True
2021-09-16,2021,Long,OB,5280.25,1220.0,5299.77978515625,True
2021-09-16,2021,Short,Trap,5295.25,-105.0,5299.77978515625,True
2021-09-16,2021,Long,OB,5303.0,82.5,5299.77978515625,False
2021-09-17,2021,Long,Trap,5272.75,-230.0,5296.06005859375,True
2021-09-17,2021,Short,OB,5278.25,-67.5,5296.06005859375,True
2021-09-17,2021,Short,Trap,5277.5,982.5,5296.06005859375,True
2021-09-20,2021,Long,Trap,5189.75,-155.0,5249.6298828125,True
2021-09-20,2021,Long,IB,5163.75,-230.0,5249.6298828125,True
2021-09-21,2021,Short,IB,5212.75,-230.0,5258.0400390625,True
2021-09-21,2021,Long,Trap,5186.0,-367.5,5258.0400390625,True
2021-09-21,2021,Short,Sneaky,5210.25,1645.0,5258.0400390625,True
2021-09-21,2021,Long,IB,5196.0,-155.0,5258.0400390625,True
2021-09-22,2021,Long,IB,5232.25,-142.5,5235.83984375,True
2021-09-22,2021,Short,Trap,5243.25,-105.0,5235.83984375,False
2021-09-22,2021,Short,Trap,5231.25,-305.0,5235.83984375,True
2021-09-23,2021,Short,IB,5281.5,-255.0,5227.58984375,False
2021-09-23,2021,Short,Sneaky,5289.0,-80.0,5227.58984375,False
2021-09-23,2021,Short,IB,5293.0,-92.5,5227.58984375,False
2021-09-24,2021,Long,IB,5280.25,-180.0,5229.8798828125,False
2021-09-24,2021,Short,OB,5283.0,-80.0,5229.8798828125,False
2021-09-24,2021,Short,OB,5283.25,-105.0,5229.8798828125,False
2021-09-24,2021,Long,Trap,5280.5,-92.5,5229.8798828125,False
2021-09-27,2021,Short,Sneaky,5280.25,-205.0,5226.08984375,False
2021-09-27,2021,Long,Sneaky,5280.5,-217.5,5226.08984375,False
2021-09-27,2021,Short,OB,5283.5,-80.0,5226.08984375,False
2021-09-28,2021,Long,Trap,5203.0,-255.0,5227.3798828125,True
2021-09-28,2021,Short,Sneaky,5204.75,-192.5,5227.3798828125,True
2021-09-28,2021,Short,OB,5191.75,-330.0,5227.3798828125,True
2021-09-28,2021,Long,Trap,5194.5,-167.5,5227.3798828125,True
2021-09-28,2021,Long,Trap,5187.75,-167.5,5227.3798828125,True
2021-09-28,2021,Long,Trap,5196.5,-130.0,5227.3798828125,True
2021-09-28,2021,Long,BO,5200.0,-355.0,5227.3798828125,True
2021-09-29,2021,Long,Trap,5201.5,-80.0,5243.1298828125,True
2021-09-29,2021,Long,Trap,5202.5,-92.5,5243.1298828125,True
2021-09-29,2021,Long,Trap,5198.25,-92.5,5243.1298828125,True
2021-09-29,2021,Short,Trap,5210.5,-117.5,5243.1298828125,True
2021-09-30,2021,Long,IB,5191.0,-192.5,5258.35009765625,True
2021-09-30,2021,Long,Trap,5154.25,-130.0,5258.35009765625,True
2021-09-30,2021,Short,Trap,5162.0,-92.5,5258.35009765625,True
2021-09-30,2021,Short,BO,5154.25,-192.5,5258.35009765625,True
2021-10-01,2021,Long,Sneaky,5138.0,-105.0,5245.97021484375,True
2021-10-01,2021,Short,Trap,5150.5,-192.5,5245.97021484375,True
2021-10-01,2021,Long,Trap,5162.75,-155.0,5245.97021484375,True
2021-10-01,2021,Long,OB,5168.75,1032.5,5245.97021484375,True
2021-10-04,2021,Long,Trap,5157.25,-130.0,5250.31982421875,True
2021-10-04,2021,Long,Sneaky,5132.25,-342.5,5250.31982421875,True
2021-10-04,2021,Long,Sneaky,5130.75,-530.0,5250.31982421875,True
2021-10-04,2021,Long,Trap,5119.0,-67.5,5250.31982421875,True
2021-10-04,2021,Long,OB,5123.0,-155.0,5250.31982421875,True
2021-10-04,2021,Short,Trap,5123.0,-242.5,5250.31982421875,True
2021-10-05,2021,Short,Trap,5184.5,-117.5,5252.259765625,True
2021-10-05,2021,Short,Trap,5194.0,-117.5,5252.259765625,True
2021-10-05,2021,Short,OB,5185.25,-280.0,5252.259765625,True
2021-10-05,2021,Long,OB,5193.75,-267.5,5252.259765625,True
2021-10-06,2021,Long,BO,5157.25,-317.5,5210.43017578125,True
2021-10-06,2021,Short,Sneaky,5143.25,-180.0,5210.43017578125,True
2021-10-08,2021,Long,Trap,5232.5,-155.0,5233.60009765625,True
2021-10-08,2021,Long,BO,5220.25,57.5,5233.60009765625,True
2021-10-11,2021,Short,Sneaky,5244.0,-92.5,5201.830078125,False
2021-10-11,2021,Long,Trap,5233.25,-180.0,5201.830078125,False
2021-10-11,2021,Long,Trap,5214.25,-167.5,5201.830078125,False
2021-10-11,2021,Long,OB,5212.5,-255.0,5201.830078125,False
2021-10-12,2021,Short,IB,5197.25,-67.5,5231.60009765625,True
2021-10-12,2021,Short,Trap,5191.75,-142.5,5231.60009765625,True
2021-10-12,2021,Long,BO,5199.75,-292.5,5231.60009765625,True
2021-10-12,2021,Long,OB,5191.5,-155.0,5231.60009765625,True
2021-10-13,2021,Short,Trap,5173.5,-192.5,5229.669921875,True
2021-10-13,2021,Long,Trap,5185.75,470.0,5229.669921875,True
2021-10-13,2021,Long,Trap,5182.5,-92.5,5229.669921875,True
2021-10-13,2021,Long,Trap,5184.75,520.0,5229.669921875,True
2021-10-13,2021,Short,IB,5196.75,-92.5,5229.669921875,True
2021-10-13,2021,Long,IB,5191.25,-130.0,5229.669921875,True
2021-10-14,2021,Short,BO,5252.75,-117.5,5243.669921875,False
2021-10-14,2021,Short,OB,5263.75,-92.5,5243.669921875,False
2021-10-15,2021,Short,Trap,5300.5,-117.5,5235.52001953125,False
2021-10-15,2021,Short,IB,5298.75,-80.0,5235.52001953125,False
2021-10-15,2021,Long,Sneaky,5301.5,195.0,5235.52001953125,False
2021-10-15,2021,Short,Trap,5307.25,-92.5,5235.52001953125,False
2021-10-15,2021,Short,Trap,5306.75,-80.0,5235.52001953125,False
2021-10-18,2021,Short,Sneaky,5314.75,-67.5,5215.89990234375,False
2021-10-18,2021,Long,OB,5313.0,-92.5,5215.89990234375,False
2021-10-19,2021,Long,BO,5342.0,-155.0,5227.97998046875,False
2021-10-19,2021,Short,Trap,5347.75,-80.0,5227.97998046875,False
2021-10-19,2021,Short,Trap,5348.75,-105.0,5227.97998046875,False
2021-10-20,2021,Short,Trap,5366.0,-267.5,5262.6298828125,False
2021-10-20,2021,Long,Trap,5371.75,-155.0,5262.6298828125,False
2021-10-20,2021,Short,Sneaky,5370.5,-92.5,5262.6298828125,False
2021-10-20,2021,Long,Trap,5364.0,157.5,5262.6298828125,False
2021-10-20,2021,Short,Trap,5368.75,-67.5,5262.6298828125,False
2021-10-21,2021,Short,BO,5370.75,-180.0,5253.47021484375,False
2021-10-21,2021,Long,Sneaky,5365.75,807.5,5253.47021484375,False
2021-10-21,2021,Short,OB,5365.0,-267.5,5253.47021484375,False
2021-10-22,2021,Long,BO,5383.25,-67.5,5258.2099609375,False
2021-10-22,2021,Long,BO,5367.0,495.0,5258.2099609375,False
2021-10-22,2021,Short,BO,5377.0,-67.5,5258.2099609375,False
2021-10-22,2021,Short,Trap,5377.25,-167.5,5258.2099609375,False
2021-10-25,2021,Long,Trap,5386.5,770.0,5257.2900390625,False
2021-10-25,2021,Short,Trap,5393.75,-80.0,5257.2900390625,False
2021-10-25,2021,Short,IB,5404.0,-67.5,5257.2900390625,False
2021-10-25,2021,Long,BO,5404.75,-155.0,5257.2900390625,False
2021-10-25,2021,Short,OB,5402.5,-80.0,5257.2900390625,False
2021-10-26,2021,Short,Trap,5429.75,-105.0,5260.81982421875,False
2021-10-26,2021,Long,BO,5417.75,-217.5,5260.81982421875,False
2021-10-26,2021,Long,Sneaky,5410.75,-217.5,5260.81982421875,False
2021-10-26,2021,Short,Trap,5412.75,-130.0,5260.81982421875,False
2021-10-26,2021,Short,BO,5415.5,-80.0,5260.81982421875,False
2021-10-27,2021,Long,Trap,5404.75,-167.5,5247.56005859375,False
2021-10-27,2021,Long,IB,5411.5,-242.5,5247.56005859375,False
2021-10-27,2021,Long,OB,5412.0,-192.5,5247.56005859375,False
2021-10-27,2021,Short,Trap,5415.75,-67.5,5247.56005859375,False
2021-10-27,2021,Short,BO,5413.25,1157.5,5247.56005859375,False
2021-10-28,2021,Short,Sneaky,5424.75,-92.5,5265.39990234375,False
2021-10-29,2021,Short,BO,5427.0,-80.0,5279.990234375,False
2021-10-29,2021,Short,BO,5435.0,-130.0,5279.990234375,False
2021-10-29,2021,Long,IB,5434.5,-142.5,5279.990234375,False
2021-10-29,2021,Long,Trap,5430.25,-192.5,5279.990234375,False
