SignalNum,SignalType,Direction,DateTime,BarNum,SignalPrice,StopPrice,Date,FilterStatus,_date,TargetR,Filled,SBClose,SEPrice,FillPrice,EntryTime,EntryBarNum,EntryPrice,ActualStop,Target,Target1,RiskPts,RiskDollar,ExitTime,ExitBarNum,ExitPrice,ExitReason,GrossPnLPts,GrossPnL,NetPnL,R_achieved,MAE_pts,MAE_dollar,MAE_R,MFE_pts,MFE_dollar,MFE_R,CumPF,SlippagePts,SlippageDollar,Leg1ExitReason,Leg1ExitPrice,Leg1GrossPts,Leg1GrossPnL,Leg2ExitReason,Leg2ExitPrice,Leg2GrossPts,Leg2GrossPnL,Leg3ExitReason,Leg3ExitPrice,Leg3GrossPts,Leg3GrossPnL,TradeType,BlendedEntry,PB1FillPrice,PB2FillPrice,PBLevel,PBLevelRaw,E2FillPrice,E2FillTime,T1_R,PB_R,SameBarConflict,EntryType,RawFillPrice,EntrySlipTicks,ExitSlipTicks,ActualCalcMs,WireDelayMs,ExecCostTicks,ExecModelVersion,ReferenceTime,OrderLiveTime,RetraceTime,FirstThroughTime,ExitTriggerTime,ConcurrentRiskDollar,R
10236,BO+FT,Short,2023-10-06 12:40:00,50,4922.25,4942.25,2023-10-06,ok,2023-10-06,1.0,True,4922.25,4925.75,4925.75,2023-10-06 12:40:00.194974291,51.0,4925.75,4942.5,4909.0,,16.75,837.5,2023-10-06 15:14:59.150507451,81.0,4928.5,EOD,-2.75,-137.5,-137.5,-0.16417910447761194,15.5,775.0,0.9253731343283582,5.75,287.5,0.34328358208955223,2.40305635148042,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4925.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-06 12:40:00.194974291,2023-10-06 12:40:00.194974291,,,2023-10-06 15:14:59.150507451,837.5,-0.164
10245,BO+FT,Short,2023-10-06 14:55:00,77,4924.75,4952.25,2023-10-06,ok,2023-10-06,1.0,True,4924.75,4925.75,4925.75,2023-10-06 14:55:00.001199959,78.0,4925.75,4952.5,4899.0,,26.75,1337.5,2023-10-06 15:14:59.150507451,81.0,4928.5,EOD,-2.75,-137.5,-137.5,-0.102803738317757,3.5,175.0,0.1308411214953271,3.25,162.5,0.12149532710280374,2.390498812351544,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4925.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-06 14:55:00.001199959,2023-10-06 14:55:00.001199959,,,2023-10-06 15:14:59.150507451,2175.0,-0.103
10256,BO+FT,Long,2023-10-09 12:30:00,48,4934.25,4911.25,2023-10-09,ok,2023-10-09,1.0,True,4934.25,4928.5,4928.5,2023-10-09 12:30:00.003164649,49.0,4928.5,4911.0,4946.0,,17.5,875.0,2023-10-09 12:48:15.437713465,52.0,4946.0,Target,17.5,875.0,875.0,1.0,0.0,0.0,0.0,17.75,887.5,1.0142857142857142,2.42375296912114,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4928.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-09 12:30:00.003164649,2023-10-09 12:30:00.003164649,,,2023-10-09 12:48:15.437713465,875.0,1.0
10264,BO+FT,Long,2023-10-09 14:55:00,77,4952.75,4937.75,2023-10-09,ok,2023-10-09,1.0,True,4952.75,4949.0,4949.0,2023-10-09 14:55:00.002840949,78.0,4949.0,4937.5,4960.5,,11.5,575.0,2023-10-09 15:14:59.525763019,81.0,4953.25,EOD,4.25,212.5,212.5,0.3695652173913043,0.0,0.0,0.0,5.75,287.5,0.5,2.431828978622328,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4949.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-09 14:55:00.002840949,2023-10-09 14:55:00.002840949,,,2023-10-09 15:14:59.525763019,575.0,0.37
10302,BO+FT,Long,2023-10-12 11:20:00,34,4999.0,4978.0,2023-10-12,ok,2023-10-12,1.0,True,4999.0,4995.75,4995.75,2023-10-12 11:20:00.118178747,35.0,4995.75,4977.75,5013.75,,18.0,900.0,2023-10-12 12:04:02.500350919,43.0,4977.75,Stop,-18.0,-900.0,-900.0,-1.0,18.0,900.0,1.0,4.5,225.0,0.25,2.351401010564998,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4995.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-12 11:20:00.118178747,2023-10-12 11:20:00.118178747,,,2023-10-12 12:04:02.500350919,900.0,-1.0
10379,BO+FT,Long,2023-10-18 12:05:00,43,4953.25,4933.25,2023-10-18,ok,2023-10-18,1.0,True,4953.25,4952.0,4952.0,2023-10-18 12:05:00.001729233,44.0,4952.0,4933.0,4971.0,,19.0,950.0,2023-10-18 13:51:29.237048123,65.0,4933.0,Stop,-19.0,-950.0,-950.0,-1.0,19.0,950.0,1.0,9.5,475.0,0.5,2.2720816688859298,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4952.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-18 12:05:00.001729233,2023-10-18 12:05:00.001729233,,,2023-10-18 13:51:29.237048123,950.0,-1.0
10382,BO+FT,Short,2023-10-18 12:35:00,49,4938.0,4975.0,2023-10-18,ok,2023-10-18,1.0,True,4938.0,4943.5,4943.5,2023-10-18 12:35:00.003083975,50.0,4943.5,4975.25,4911.75,,31.75,1587.5,2023-10-18 15:14:59.899545037,81.0,4932.25,EOD,11.25,562.5,562.5,0.3543307086614173,12.5,625.0,0.3937007874015748,30.0,1500.0,0.9448818897637795,2.2920550377274744,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4943.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-18 12:35:00.003083975,2023-10-18 12:35:00.003083975,,,2023-10-18 15:14:59.899545037,2537.5,0.354
10397,BO+FT,Short,2023-10-19 11:30:00,36,4907.0,4994.5,2023-10-19,ok,2023-10-19,1.0,True,4907.0,4922.0,4922.0,2023-10-19 11:30:00.010293523,37.0,4922.0,4994.75,4849.25,,72.75,3637.5,2023-10-19 15:14:59.678050307,81.0,4877.25,EOD,44.75,2237.5,2237.5,0.6151202749140894,23.0,1150.0,0.3161512027491409,46.5,2325.0,0.6391752577319587,2.3715046604527297,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4922.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-19 11:30:00.010293523,2023-10-19 11:30:00.010293523,,,2023-10-19 15:14:59.678050307,3637.5,0.615
10443,BO+FT,Short,2023-10-23 13:15:00,57,4841.75,4869.75,2023-10-23,ok,2023-10-23,1.0,True,4841.75,4846.5,4846.5,2023-10-23 13:15:00.190746089,58.0,4846.5,4870.0,4823.0,,23.5,1175.0,2023-10-23 14:55:43.898431435,78.0,4823.0,Target,23.5,1175.0,1175.0,1.0,4.25,212.5,0.18085106382978725,23.75,1187.5,1.0106382978723405,2.4132268086995117,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4846.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-23 13:15:00.190746089,2023-10-23 13:15:00.190746089,,,2023-10-23 14:55:43.898431435,1175.0,1.0
10454,BO+FT,Short,2023-10-24 11:20:00,34,4834.5,4860.5,2023-10-24,ok,2023-10-24,1.0,True,4834.5,4839.5,4839.5,2023-10-24 11:20:00.012194511,35.0,4839.5,4860.75,4818.25,,21.25,1062.5,2023-10-24 15:00:42.605513767,79.0,4860.75,Stop,-21.25,-1062.5,-1062.5,-1.0,21.25,1062.5,1.0,14.75,737.5,0.6941176470588235,2.3254918733960652,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4839.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-24 11:20:00.012194511,2023-10-24 11:20:00.012194511,,,2023-10-24 15:00:42.605513767,1062.5,-1.0
10481,BO+FT,Long,2023-10-26 09:45:00,15,4778.25,4739.25,2023-10-26,ok,2023-10-26,1.0,True,4778.25,4769.5,4769.5,2023-10-26 09:45:00.023361391,16.0,4769.5,4739.0,4800.0,,30.5,1525.0,2023-10-26 11:19:01.164296137,34.0,4739.0,Stop,-30.5,-1525.0,-1525.0,-1.0,30.5,1525.0,1.0,13.75,687.5,0.45081967213114754,2.210162601626016,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4769.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-26 09:45:00.023361391,2023-10-26 09:45:00.023361391,,,2023-10-26 11:19:01.164296137,1525.0,-1.0
10515,BO+FT,Long,2023-10-27 13:35:00,61,4722.25,4695.75,2023-10-27,ok,2023-10-27,1.0,True,4722.25,4717.75,4717.75,2023-10-27 13:35:00.025690949,62.0,4717.75,4695.5,4740.0,,22.25,1112.5,2023-10-27 15:14:59.938428809,81.0,4719.75,EOD,2.0,100.0,100.0,0.0898876404494382,12.75,637.5,0.5730337078651685,7.5,375.0,0.33707865168539325,2.2134146341463414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4717.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-27 13:35:00.025690949,2023-10-27 13:35:00.025690949,,,2023-10-27 15:14:59.938428809,1112.5,0.09
10521,BO+FT,Long,2023-10-27 14:55:00,77,4720.75,4687.25,2023-10-27,ok,2023-10-27,1.0,True,4720.75,4715.75,4715.75,2023-10-27 14:55:00.001723115,78.0,4715.75,4687.0,4744.5,,28.75,1437.5,2023-10-27 15:14:59.938428809,81.0,4719.75,EOD,4.0,200.0,200.0,0.1391304347826087,3.0,150.0,0.10434782608695652,8.5,425.0,0.2956521739130435,2.2199186991869917,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4715.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-10-27 14:55:00.001723115,2023-10-27 14:55:00.001723115,,,2023-10-27 15:14:59.938428809,2550.0,0.139
10563,BO+FT,Long,2023-11-01 12:10:00,44,4814.75,4796.75,2023-11-01,ok,2023-11-01,1.0,True,4814.75,4811.25,4811.25,2023-11-01 12:10:00.069040751,45.0,4811.25,4796.5,4826.0,,14.75,737.5,2023-11-01 13:33:11.131954407,61.0,4826.0,Target,14.75,737.5,737.5,1.0,6.0,300.0,0.4067796610169492,15.0,750.0,1.0169491525423728,2.2439024390243905,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4811.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-01 12:10:00.069040751,2023-11-01 12:10:00.069040751,,,2023-11-01 13:33:11.131954407,737.5,1.0
10577,BO+FT,Long,2023-11-02 11:35:00,37,4903.25,4887.25,2023-11-02,ok,2023-11-02,1.0,True,4903.25,4900.75,4900.75,2023-11-02 11:35:00.002786895,38.0,4900.75,4887.0,4914.5,,13.75,687.5,2023-11-02 12:55:29.995193035,54.0,4914.5,Target,13.75,687.5,687.5,1.0,1.0,50.0,0.07272727272727272,16.25,812.5,1.1818181818181819,2.266260162601626,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4900.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-02 11:35:00.002786895,2023-11-02 11:35:00.002786895,,,2023-11-02 12:55:29.995193035,687.5,1.0
10596,BO+FT,Short,2023-11-03 12:10:00,44,4963.75,4978.75,2023-11-03,ok,2023-11-03,1.0,True,4963.75,4967.25,4967.25,2023-11-03 12:10:00.013020131,45.0,4967.25,4979.0,4955.5,,11.75,587.5,2023-11-03 15:14:59.180034717,81.0,4962.25,EOD,5.0,250.0,250.0,0.425531914893617,7.25,362.5,0.6170212765957447,10.0,500.0,0.851063829787234,2.274390243902439,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4967.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-03 12:10:00.013020131,2023-11-03 12:10:00.013020131,,,2023-11-03 15:14:59.180034717,587.5,0.426
10680,BO+FT,Long,2023-11-10 10:05:00,19,4971.0,4944.5,2023-11-10,ok,2023-11-10,1.0,True,4971.0,4967.25,4967.25,2023-11-10 10:05:00.006676877,20.0,4967.25,4944.25,4990.25,,23.0,1150.0,2023-11-10 11:35:51.832699129,38.0,4990.25,Target,23.0,1150.0,1150.0,1.0,0.25,12.5,0.010869565217391304,23.25,1162.5,1.0108695652173914,2.311788617886179,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4967.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-10 10:05:00.006676877,2023-11-10 10:05:00.006676877,,,2023-11-10 11:35:51.832699129,1150.0,1.0
10706,BO+FT,Long,2023-11-14 09:25:00,11,5094.5,5069.5,2023-11-14,ok,2023-11-14,1.0,True,5094.5,5090.5,5090.5,2023-11-14 09:25:00.016804191,12.0,5090.5,5069.25,5111.75,,21.25,1062.5,2023-11-14 15:14:59.899703983,81.0,5096.25,EOD,5.75,287.5,287.5,0.27058823529411763,7.5,375.0,0.35294117647058826,16.5,825.0,0.7764705882352941,2.321138211382114,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5090.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-14 09:25:00.016804191,2023-11-14 09:25:00.016804191,,,2023-11-14 15:14:59.899703983,1062.5,0.271
10714,BO+FT,Short,2023-11-14 13:00:00,54,5086.25,5100.25,2023-11-14,ok,2023-11-14,1.0,True,5086.25,5088.5,5088.5,2023-11-14 13:00:00.014417199,55.0,5088.5,5100.5,5076.5,,12.0,600.0,2023-11-14 13:55:24.181964057,66.0,5100.5,Stop,-12.0,-600.0,-600.0,-1.0,12.0,600.0,1.0,5.5,275.0,0.4583333333333333,2.2767145135566187,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5088.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-14 13:00:00.014417199,2023-11-14 13:00:00.014417199,,,2023-11-14 13:55:24.181964057,1662.5,-1.0
10716,BO+FT,Long,2023-11-14 13:30:00,60,5094.75,5077.75,2023-11-14,ok,2023-11-14,1.0,True,5094.75,5091.75,5091.75,2023-11-14 13:30:00.008758021,61.0,5091.75,5077.5,5106.0,,14.25,712.5,2023-11-14 14:12:47.769867805,69.0,5106.0,Target,14.25,712.5,712.5,1.0,0.25,12.5,0.017543859649122806,14.5,725.0,1.0175438596491229,2.2994417862838916,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5091.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-14 13:30:00.008758021,2023-11-14 13:30:00.008758021,,,2023-11-14 14:12:47.769867805,2375.0,1.0
10725,BO+FT,Short,2023-11-15 10:40:00,26,5103.25,5127.75,2023-11-15,ok,2023-11-15,1.0,True,5103.25,5107.75,5107.75,2023-11-15 10:40:00.096794155,27.0,5107.75,5128.0,5087.5,,20.25,1012.5,2023-11-15 15:14:59.245409105,81.0,5095.0,EOD,12.75,637.5,637.5,0.6296296296296297,4.5,225.0,0.2222222222222222,14.25,712.5,0.7037037037037037,2.319776714513557,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5107.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-15 10:40:00.096794155,2023-11-15 10:40:00.096794155,,,2023-11-15 15:14:59.245409105,1012.5,0.63
10735,BO+FT,Short,2023-11-15 13:45:00,63,5106.0,5118.5,2023-11-15,ok,2023-11-15,1.0,True,5106.0,5109.5,5109.5,2023-11-15 13:45:00.043478597,64.0,5109.5,5118.75,5100.25,,9.25,462.5,2023-11-15 14:49:55.929096689,76.0,5100.25,Target,9.25,462.5,462.5,1.0,0.25,12.5,0.02702702702702703,9.5,475.0,1.027027027027027,2.3345295055821373,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5109.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-15 13:45:00.043478597,2023-11-15 13:45:00.043478597,,,2023-11-15 14:49:55.929096689,1475.0,1.0
10764,BO+FT,Long,2023-11-17 11:00:00,30,5106.75,5091.25,2023-11-17,ok,2023-11-17,1.0,True,5106.75,5104.75,5104.75,2023-11-17 11:00:00.436816913,31.0,5104.75,5091.0,5118.5,,13.75,687.5,2023-11-17 15:14:59.877035663,81.0,5108.0,EOD,3.25,162.5,162.5,0.23636363636363636,2.0,100.0,0.14545454545454545,12.5,625.0,0.9090909090909091,2.339712918660287,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5104.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-17 11:00:00.436816913,2023-11-17 11:00:00.436816913,,,2023-11-17 15:14:59.877035663,687.5,0.236
10795,BO+FT,Short,2023-11-21 09:25:00,11,5122.5,5140.0,2023-11-21,ok,2023-11-21,1.0,True,5122.5,5126.0,5126.0,2023-11-21 09:25:00.009203893,12.0,5126.0,5140.25,5111.75,,14.25,712.5,2023-11-21 15:14:59.591794587,81.0,5128.5,EOD,-2.5,-125.0,-125.0,-0.17543859649122806,11.5,575.0,0.8070175438596491,5.5,275.0,0.38596491228070173,2.330420969023034,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5126.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-21 09:25:00.009203893,2023-11-21 09:25:00.009203893,,,2023-11-21 15:14:59.591794587,712.5,-0.175
10846,BO+FT,Long,2023-11-24 11:55:00,41,5151.0,5140.5,2023-11-24,ok,2023-11-24,1.0,True,5151.0,5149.75,5149.75,2023-11-24 11:55:00.004836471,42.0,5149.75,5140.25,5159.25,,9.5,475.0,2023-11-24 12:14:59.994196877,45.0,5151.0,EOD,1.25,62.5,62.5,0.13157894736842105,0.5,25.0,0.05263157894736842,3.0,150.0,0.3157894736842105,2.3324066719618743,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5149.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-24 11:55:00.004836471,2023-11-24 11:55:00.004836471,,,2023-11-24 12:14:59.994196877,475.0,0.132
10848,BO+FT,Short,2023-11-27 09:20:00,10,5141.0,5161.5,2023-11-27,ok,2023-11-27,1.0,True,5141.0,5144.0,5144.0,2023-11-27 09:20:00.015380163,11.0,5144.0,5161.75,5126.25,,17.75,887.5,2023-11-27 15:14:59.559846999,81.0,5143.25,EOD,0.75,37.5,37.5,0.04225352112676056,8.75,437.5,0.49295774647887325,5.25,262.5,0.29577464788732394,2.3335980937251786,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5144.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-27 09:20:00.015380163,2023-11-27 09:20:00.015380163,,,2023-11-27 15:14:59.559846999,887.5,0.042
10863,BO+FT,Short,2023-11-27 14:50:00,76,5144.25,5158.75,2023-11-27,ok,2023-11-27,1.0,True,5144.25,5145.75,5145.75,2023-11-27 14:50:00.001009735,77.0,5145.75,5159.0,5132.5,,13.25,662.5,2023-11-27 15:14:59.559846999,81.0,5143.25,EOD,2.5,125.0,125.0,0.18867924528301888,2.0,100.0,0.1509433962264151,4.5,225.0,0.33962264150943394,2.3375694996028593,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5145.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-27 14:50:00.001009735,2023-11-27 14:50:00.001009735,,,2023-11-27 15:14:59.559846999,1550.0,0.189
10879,BO+FT,Long,2023-11-28 14:45:00,75,5145.5,5131.0,2023-11-28,ok,2023-11-28,1.0,True,5145.5,5142.75,5142.75,2023-11-28 14:45:00.018306179,76.0,5142.75,5130.75,5154.75,,12.0,600.0,2023-11-28 15:14:59.225380799,81.0,5147.0,EOD,4.25,212.5,212.5,0.3541666666666667,0.25,12.5,0.020833333333333332,5.5,275.0,0.4583333333333333,2.3443208895949166,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5142.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-28 14:45:00.018306179,2023-11-28 14:45:00.018306179,,,2023-11-28 15:14:59.225380799,600.0,0.354
10884,BO+FT,Short,2023-11-29 10:10:00,20,5153.0,5176.0,2023-11-29,ok,2023-11-29,1.0,True,5153.0,5157.25,5157.25,2023-11-29 10:10:00.009175667,21.0,5157.25,5176.25,5138.25,,19.0,950.0,2023-11-29 15:14:59.843729111,81.0,5147.5,EOD,9.75,487.5,487.5,0.5131578947368421,3.5,175.0,0.18421052631578946,19.0,950.0,1.0,2.3598093725178715,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5157.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-29 10:10:00.009175667,2023-11-29 10:10:00.009175667,,,2023-11-29 15:14:59.843729111,950.0,0.513
10894,BO+FT,Short,2023-11-29 13:30:00,60,5153.0,5164.0,2023-11-29,ok,2023-11-29,1.0,True,5153.0,5155.0,5155.0,2023-11-29 13:30:00.019009465,61.0,5155.0,5164.25,5145.75,,9.25,462.5,2023-11-29 14:16:28.693400771,70.0,5145.75,Target,9.25,462.5,462.5,1.0,0.0,0.0,0.0,9.5,475.0,1.027027027027027,2.37450357426529,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5155.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-29 13:30:00.019009465,2023-11-29 13:30:00.019009465,,,2023-11-29 14:16:28.693400771,1412.5,1.0
10913,BO+FT,Long,2023-11-30 13:45:00,63,5144.75,5131.75,2023-11-30,ok,2023-11-30,1.0,True,5144.75,5143.0,5143.0,2023-11-30 13:45:00.011001407,64.0,5143.0,5131.5,5154.5,,11.5,575.0,2023-11-30 14:52:04.371205099,77.0,5154.5,Target,11.5,575.0,575.0,1.0,10.25,512.5,0.8913043478260869,11.75,587.5,1.0217391304347827,2.3927720413026212,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5143.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-30 13:45:00.011001407,2023-11-30 13:45:00.011001407,,,2023-11-30 14:52:04.371205099,575.0,1.0
10915,BO+FT,Short,2023-11-30 14:05:00,67,5138.5,5154.5,2023-11-30,ok,2023-11-30,1.0,True,5138.5,5142.0,5142.0,2023-11-30 14:05:00.000168325,68.0,5142.0,5154.75,5129.25,,12.75,637.5,2023-11-30 14:52:04.371205099,77.0,5154.75,Stop,-12.75,-637.5,-637.5,-1.0,12.75,637.5,1.0,9.25,462.5,0.7254901960784313,2.3452705332814325,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5142.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-11-30 14:05:00.000168325,2023-11-30 14:05:00.000168325,,,2023-11-30 14:52:04.371205099,1212.5,-1.0
10923,BO+FT,Long,2023-12-01 10:10:00,20,5167.25,5132.75,2023-12-01,ok,2023-12-01,1.0,True,5167.25,5160.0,5160.0,2023-12-01 10:10:00.058059171,21.0,5160.0,5132.5,5187.5,,27.5,1375.0,2023-12-01 11:48:19.542789231,40.0,5187.5,Target,27.5,1375.0,1375.0,1.0,1.0,50.0,0.03636363636363636,28.5,1425.0,1.0363636363636364,2.3880887504865704,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5160.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-12-01 10:10:00.058059171,2023-12-01 10:10:00.058059171,,,2023-12-01 11:48:19.542789231,1375.0,1.0
10979,BO+FT,Short,2023-12-06 13:15:00,57,5152.25,5165.25,2023-12-06,ok,2023-12-06,1.0,True,5152.25,5153.25,5153.25,2023-12-06 13:15:00.431262307,58.0,5153.25,5165.5,5141.0,,12.25,612.5,2023-12-06 14:24:26.284790949,71.0,5141.0,Target,12.25,612.5,612.5,1.0,2.25,112.5,0.1836734693877551,12.5,625.0,1.0204081632653061,2.4071623199688594,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5153.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-12-06 13:15:00.431262307,2023-12-06 13:15:00.431262307,,,2023-12-06 14:24:26.284790949,612.5,1.0
10983,BO+FT,Short,2023-12-06 13:55:00,65,5149.75,5162.75,2023-12-06,ok,2023-12-06,1.0,True,5149.75,5151.75,5151.75,2023-12-06 13:55:00.124647407,66.0,5151.75,5163.0,5140.5,,11.25,562.5,2023-12-06 14:26:43.270652699,72.0,5140.5,Target,11.25,562.5,562.5,1.0,1.0,50.0,0.08888888888888889,11.5,575.0,1.0222222222222221,2.4246788633709615,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5151.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-12-06 13:55:00.124647407,2023-12-06 13:55:00.124647407,,,2023-12-06 14:26:43.270652699,1175.0,1.0
11004,BO+FT,Short,2023-12-08 09:35:00,13,5175.75,5205.25,2023-12-08,ok,2023-12-08,1.0,True,5175.75,5181.5,5181.5,2023-12-08 09:35:00.017695895,14.0,5181.5,5205.5,5157.5,,24.0,1200.0,2023-12-08 15:14:59.507423673,81.0,5189.0,EOD,-7.5,-375.0,-375.0,-0.3125,15.0,750.0,0.625,17.5,875.0,0.7291666666666666,2.396691035013467,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5181.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-12-08 09:35:00.017695895,2023-12-08 09:35:00.017695895,,,2023-12-08 15:14:59.507423673,1200.0,-0.312
11007,BO+FT,Short,2023-12-08 10:05:00,19,5180.75,5201.75,2023-12-08,ok,2023-12-08,1.0,True,5180.75,5185.5,5185.5,2023-12-08 10:05:00.010436893,20.0,5185.5,5202.0,5169.0,,16.5,825.0,2023-12-08 10:38:48.514866993,26.0,5169.0,Target,16.5,825.0,825.0,1.0,0.0,0.0,0.0,17.5,875.0,1.0606060606060606,2.422085417468257,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5185.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-12-08 10:05:00.010436893,2023-12-08 10:05:00.010436893,,,2023-12-08 10:38:48.514866993,2025.0,1.0
11023,BO+FT,Short,2023-12-08 15:00:00,78,5188.75,5203.75,2023-12-08,ok,2023-12-08,1.0,True,5188.75,5190.25,5190.25,2023-12-08 15:00:00.000022967,79.0,5190.25,5204.0,5176.5,,13.75,687.5,2023-12-08 15:14:59.507423673,81.0,5189.0,EOD,1.25,62.5,62.5,0.09090909090909091,1.0,50.0,0.07272727272727272,2.5,125.0,0.18181818181818182,2.4240092343208928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5190.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-12-08 15:00:00.000022967,2023-12-08 15:00:00.000022967,,,2023-12-08 15:14:59.507423673,1887.5,0.091
11055,BO+FT,Short,2023-12-12 14:35:00,73,5224.0,5233.0,2023-12-12,ok,2023-12-12,1.0,True,5224.0,5225.75,5225.75,2023-12-12 14:35:00.008146467,74.0,5225.75,5233.25,5218.25,,7.5,375.0,2023-12-12 15:14:59.677948497,81.0,5230.0,EOD,-4.25,-212.5,-212.5,-0.5666666666666667,5.0,250.0,0.6666666666666666,3.0,150.0,0.4,2.408256880733945,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,5225.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2023-12-12 14:35:00.008146467,2023-12-12 14:35:00.008146467,,,2023-12-12 15:14:59.677948497,375.0,-0.567
