date,net,range_adr,eff,rls,close_loc,legs,type,ret,next_type,next_ret
2014-03-07,-6.0,1.158878504672897,0.3871,0.0645,0.5484,22,Channel,-6.0,Range,2.5
2014-03-10,2.5,0.8827586206896552,0.2083,0.2708,0.9375,12,Range,2.5,Trend-Down,-14.5
2014-03-11,-14.5,1.4292343387470998,0.7532,0.1429,0.1039,17,Trend-Down,-14.5,Trend-Up,9.5
2014-03-12,9.5,1.060674157303371,0.6441,0.6949,0.9492,20,Trend-Up,9.5,Trend-Down,-27.0
2014-03-13,-27.0,2.558472553699284,0.806,0.0448,0.1493,29,Trend-Down,-27.0,Range,-3.25
2014-03-14,-3.25,0.9256198347107438,0.2321,0.7143,0.0536,23,Range,-3.25,Trend-Up,7.25
2014-03-17,7.25,0.8489795918367347,0.5577,0.9231,0.6346,18,Trend-Up,7.25,Trend-Up,9.0
2014-03-18,9.0,0.8820116054158608,0.6316,0.8596,0.7719,13,Trend-Up,9.0,Channel,-12.75
2014-03-19,-12.75,1.4825688073394496,0.505,0.0891,0.4059,11,Channel,-12.75,Trend-Up,16.5
2014-03-20,16.5,1.1095890410958904,0.8148,0.8272,0.9877,11,Trend-Up,16.5,Trend-Down,-15.5
2014-03-21,-15.5,1.1021069692058347,0.7294,0.2,0.0706,16,Trend-Down,-15.5,Trend-Down,-14.5
2014-03-24,-14.5,1.2672,0.5859,0.0909,0.3232,17,Trend-Down,-14.5,Range,0.5
2014-03-25,0.5,0.793984962406015,0.0303,0.3333,0.697,12,Range,0.5,Trend-Down,-23.0
2014-03-26,-23.0,1.4606365159128978,0.844,0.1101,0.0459,19,Trend-Down,-23.0,Range,-1.75
2014-03-27,-1.75,0.7015384615384616,0.1228,0.386,0.4912,21,Range,-1.75,Channel,4.5
2014-03-28,4.5,0.7083969465648855,0.3103,0.931,0.3793,14,Channel,4.5,Range,1.75
2014-03-31,1.75,0.4146341463414634,0.2059,0.7941,0.4118,10,Range,1.75,Trend-Up,6.5
2014-04-01,6.5,0.5161290322580645,0.6842,0.7895,0.8947,7,Trend-Up,6.5,Range,2.75
2014-04-02,2.75,0.5860805860805861,0.275,0.625,0.65,13,Range,2.75,Range,-3.0
2014-04-03,-3.0,0.7345309381237525,0.2609,0.0435,0.6957,10,Range,-3.0,Trend-Down,-30.5
2014-04-04,-30.5,2.607142857142857,0.8356,0.0274,0.137,26,Trend-Down,-30.5,Trend-Down,-15.75
2014-04-07,-15.75,1.393939393939394,0.6848,0.1522,0.163,23,Trend-Down,-15.75,Channel,7.75
2014-04-08,7.75,1.1428571428571428,0.4247,0.6575,0.7671,18,Channel,7.75,Trend-Up,14.5
2014-04-09,14.5,1.2903225806451613,0.6824,0.7412,0.9412,12,Trend-Up,14.5,Trend-Down,-38.25
2014-04-10,-38.25,2.4693140794223827,0.8947,0.0234,0.0819,24,Trend-Down,-38.25,Range,-4.75
2014-04-11,-4.75,0.984081041968162,0.2235,0.5647,0.2118,20,Range,-4.75,Range,0.75
2014-04-14,0.75,0.8346883468834688,0.039,0.2208,0.8182,14,Range,0.75,Channel,12.25
2014-04-15,12.25,1.2696774193548388,0.3984,0.4065,0.9919,28,Channel,12.25,Range,4.25
2014-04-16,4.25,0.6103286384976526,0.2615,0.4769,0.7846,15,Range,4.25,Channel,4.75
2014-04-17,4.75,0.5603112840466926,0.3519,0.7778,0.5741,8,Channel,4.75,Trend-Up,5.25
2014-04-21,5.25,0.39290586630286495,0.5833,0.7222,0.8611,3,Trend-Up,5.25,Trend-Up,7.25
2014-04-22,7.25,0.5977011494252874,0.5577,0.9231,0.6346,2,Trend-Up,7.25,Range,-0.5
2014-04-23,-0.5,0.30165912518853694,0.08,0.16,0.76,7,Range,-0.5,Channel,-5.5
2014-04-24,-5.5,0.9129593810444874,0.3729,0.0169,0.6102,21,Channel,-5.5,Channel,-6.75
2014-04-25,-6.75,0.9775967413441955,0.45,0.0667,0.4833,20,Channel,-6.75,Range,0.75
2014-04-28,0.75,1.8734177215189873,0.027,0.2342,0.7928,26,Range,0.75,Range,2.25
2014-04-29,2.25,0.6926406926406926,0.225,0.575,0.65,13,Range,2.25,Trend-Up,9.75
2014-04-30,9.75,1.0068649885583525,0.7091,0.8182,0.8909,18,Trend-Up,9.75,Range,0.75
2014-05-01,0.75,0.821917808219178,0.0667,0.5333,0.5333,18,Range,0.75,Range,-3.0
2014-05-02,-3.0,0.9843400447427293,0.2182,0.6,0.1818,23,Range,-3.0,Channel,10.25
2014-05-05,10.25,1.3866666666666667,0.5256,0.7308,0.7949,13,Channel,10.25,Trend-Down,-9.75
2014-05-06,-9.75,0.8747514910536779,0.7091,0.0909,0.2,18,Trend-Down,-9.75,Range,5.5
2014-05-07,5.5,1.3627254509018036,0.2588,0.3294,0.9294,20,Range,5.5,Range,0.75
2014-05-08,0.75,1.2061068702290076,0.038,0.6835,0.3544,16,Range,0.75,Range,2.5
2014-05-09,2.5,0.8130081300813008,0.2,0.3,0.9,14,Range,2.5,Trend-Up,11.25
2014-05-12,11.25,0.7330677290836654,0.9783,0.9783,1.0,6,Trend-Up,11.25,Range,0.0
2014-05-13,0.0,0.42190669371196754,0.0,0.6538,0.3462,10,Range,0.0,Trend-Down,-7.0
2014-05-14,-7.0,0.7426160337552743,0.6364,0.0682,0.2955,12,Trend-Down,-7.0,Trend-Down,-13.75
2014-05-15,-13.75,1.5550755939524838,0.6111,0.0222,0.3667,28,Trend-Down,-13.75,Channel,5.75
2014-05-16,5.75,0.9768421052631578,0.3966,0.4483,0.9483,16,Channel,5.75,Trend-Up,11.5
2014-05-19,11.5,0.9205020920502092,0.8364,0.8727,0.9636,9,Trend-Up,11.5,Trend-Down,-12.25
2014-05-20,-12.25,1.1428571428571428,0.7656,0.0156,0.2188,19,Trend-Down,-12.25,Trend-Up,10.5
2014-05-21,10.5,0.8868360277136259,0.875,0.9583,0.9167,11,Trend-Up,10.5,Channel,4.25
2014-05-22,4.25,0.8352668213457076,0.3778,0.7333,0.6444,7,Channel,4.25,Trend-Up,5.5
2014-05-23,5.5,0.6325581395348837,0.6471,0.9118,0.7353,4,Trend-Up,5.5,Trend-Up,1.75
2014-05-26,1.75,0.2191780821917808,0.5833,0.8333,0.75,1,Trend-Up,1.75,Trend-Up,4.25
2014-05-27,4.25,0.5123152709359606,0.6538,0.8077,0.8462,8,Trend-Up,4.25,Range,0.25
2014-05-28,0.25,0.7485380116959064,0.0312,0.4062,0.625,14,Range,0.25,Channel,5.25
2014-05-29,5.25,1.0886075949367089,0.4884,0.5349,0.9535,12,Channel,5.25,Trend-Up,4.5
2014-05-30,4.5,0.8421052631578947,0.5625,0.8125,0.75,21,Trend-Up,4.5,Range,-2.0
2014-06-02,-2.0,1.2058823529411764,0.1951,0.0488,0.7561,17,Range,-2.0,Trend-Up,4.0
2014-06-03,4.0,0.7849056603773585,0.6154,0.7692,0.8462,17,Trend-Up,4.0,Trend-Up,7.25
2014-06-04,7.25,1.3333333333333333,0.7073,0.8293,0.878,15,Trend-Up,7.25,Channel,10.75
2014-06-05,10.75,2.4980237154150196,0.5443,0.6456,0.8987,24,Channel,10.75,Trend-Up,6.5
2014-06-06,6.5,0.775,0.8387,0.871,0.9677,14,Trend-Up,6.5,Channel,2.75
2014-06-09,2.75,0.8861538461538462,0.3056,0.8056,0.5,10,Channel,2.75,Channel,3.25
2014-06-10,3.25,0.7537993920972644,0.4194,0.4194,1.0,12,Channel,3.25,Range,0.75
2014-06-11,0.75,0.6813880126182965,0.1111,0.3333,0.7778,22,Range,0.75,Channel,3.5
2014-06-16,3.5,1.0769230769230769,0.3333,0.7381,0.5952,16,Channel,3.5,Trend-Up,7.25
2014-06-17,7.25,1.1757188498402555,0.6304,0.8043,0.8261,18,Trend-Up,7.25,Trend-Up,14.75
2014-06-18,14.75,2.018018018018018,0.7024,0.75,0.9524,19,Trend-Up,14.75,Range,-0.25
2014-06-19,-0.25,0.7021276595744681,0.0303,0.2121,0.7576,14,Range,-0.25,Trend-Down,-2.75
2014-06-20,-2.75,0.3393939393939394,0.7857,0.0,0.2143,9,Trend-Down,-2.75,Channel,-1.75
2014-06-23,-1.75,0.5623003194888179,0.3182,0.1818,0.5,19,Channel,-1.75,Channel,-7.0
2014-06-24,-7.0,2.1672240802675584,0.3457,0.4815,0.1728,19,Channel,-7.0,Trend-Up,11.5
2014-06-25,11.5,1.4212034383954155,0.7419,1.0,0.7419,25,Trend-Up,11.5,Range,-2.75
2014-06-26,-2.75,1.2708333333333333,0.1803,0.0,0.8197,16,Range,-2.75,Trend-Up,7.5
2014-06-27,7.5,0.8138957816377171,0.7317,0.9024,0.8293,12,Trend-Up,7.5,Channel,2.5
2014-06-30,2.5,0.5226130653266332,0.3846,0.7308,0.6538,10,Channel,2.5,Trend-Up,9.0
2014-07-01,9.0,1.4588235294117646,0.5806,0.9677,0.6129,10,Trend-Up,9.0,Channel,2.0
2014-07-02,2.0,0.45528455284552843,0.381,0.8095,0.5714,16,Channel,2.0,Trend-Up,4.75
2014-07-03,4.75,0.5957446808510638,0.6786,0.7857,0.8929,8,Trend-Up,4.75,Range,-0.25
2014-07-04,-0.25,0.1256544502617801,0.1667,0.3333,0.5,0,Range,-0.25,Range,-2.25
2014-07-07,-2.25,0.8078175895765473,0.2903,0.1935,0.5161,14,Range,-2.25,Channel,-6.25
2014-07-08,-6.25,1.710144927536232,0.4237,0.0508,0.5254,28,Channel,-6.25,Channel,5.0
2014-07-09,5.0,1.167883211678832,0.5,0.6,0.9,26,Channel,5.0,Trend-Up,10.5
2014-07-10,10.5,2.139194139194139,0.5753,0.9041,0.6712,21,Trend-Up,10.5,Channel,4.75
2014-07-11,4.75,1.0,0.475,0.55,0.925,20,Channel,4.75,Range,-0.5
2014-07-14,-0.5,0.4563758389261745,0.1176,0.5882,0.2941,16,Range,-0.5,Range,-4.25
2014-07-15,-4.25,1.9047619047619047,0.2429,0.2286,0.5286,27,Range,-4.25,Range,-2.0
2014-07-16,-2.0,0.8333333333333334,0.2286,0.1714,0.6,14,Range,-2.0,Channel,-14.5
2014-07-17,-14.5,2.367123287671233,0.537,0.2778,0.1852,33,Channel,-14.5,Trend-Up,13.25
2014-07-18,13.25,1.2307692307692308,0.7794,0.9412,0.8382,14,Trend-Up,13.25,Range,0.5
2014-07-21,0.5,0.7804878048780488,0.0455,0.3636,0.6818,17,Range,0.5,Range,-0.5
2014-07-22,-0.5,0.4747252747252747,0.0741,0.8148,0.1111,10,Range,-0.5,Range,1.0
2014-07-23,1.0,0.6063569682151589,0.129,0.4516,0.6774,7,Range,1.0,Channel,-2.75
2014-07-24,-2.75,0.5,0.44,0.4,0.16,13,Channel,-2.75,Channel,-4.75
2014-07-25,-4.75,0.7450980392156863,0.5,0.1842,0.3158,12,Channel,-4.75,Range,0.25
2014-07-28,0.25,1.297872340425532,0.0164,0.2295,0.7869,13,Range,0.25,Trend-Down,-13.5
2014-07-29,-13.5,1.3930348258706469,0.7714,0.1571,0.0714,21,Trend-Down,-13.5,Channel,-5.75
2014-07-30,-5.75,1.5604395604395604,0.3239,0.169,0.507,27,Channel,-5.75,Trend-Down,-23.0
2014-07-31,-23.0,2.550408719346049,0.7863,0.0598,0.1538,30,Trend-Down,-23.0,Range,-2.0
2014-08-01,-2.0,1.6,0.0909,0.5455,0.3636,33,Range,-2.0,Channel,8.75
2014-08-04,8.75,1.4530938123752495,0.3846,0.6264,0.7582,14,Channel,8.75,Channel,-12.5
2014-08-05,-12.5,1.3119429590017826,0.5435,0.2174,0.2391,23,Channel,-12.5,Channel,9.25
2014-08-06,9.25,0.9299363057324841,0.5068,0.9863,0.5205,19,Channel,9.25,Trend-Down,-18.5
2014-08-07,-18.5,1.2549019607843137,0.7115,0.0769,0.2115,17,Trend-Down,-18.5,Trend-Up,14.5
2014-08-08,14.5,1.1104815864022664,0.5918,0.7857,0.8061,13,Trend-Up,14.5,Range,-1.5
2014-08-11,-1.5,0.4250681198910082,0.1538,0.7179,0.1282,4,Range,-1.5,Range,0.0
2014-08-12,0.0,0.5698005698005698,0.0,0.44,0.56,10,Range,0.0,Trend-Up,7.25
2014-08-13,7.25,0.5669291338582677,0.6444,0.7111,0.9333,8,Trend-Up,7.25,Trend-Up,7.25
2014-08-14,7.25,0.5405405405405406,0.725,0.775,0.95,4,Trend-Up,7.25,Range,-6.25
2014-08-15,-6.25,1.4048059149722736,0.2632,0.0842,0.6526,20,Range,-6.25,Trend-Up,5.5
2014-08-18,5.5,0.45588235294117646,0.7097,0.871,0.8387,3,Trend-Up,5.5,Channel,4.75
2014-08-19,4.75,0.5737051792828686,0.5278,0.8056,0.7222,3,Channel,4.75,Trend-Up,7.75
2014-08-20,7.75,0.7926267281105991,0.7209,0.9535,0.7674,10,Trend-Up,7.75,Channel,4.5
2014-08-21,4.5,0.7176781002638523,0.5294,0.8235,0.7059,7,Channel,4.5,Range,0.25
2014-08-22,0.25,0.8342245989304813,0.0256,0.359,0.6667,18,Range,0.25,Range,-0.75
2014-08-25,-0.75,0.6170798898071626,0.1071,0.5714,0.3214,15,Range,-0.75,Range,0.75
2014-08-26,0.75,0.5317919075144508,0.1304,0.8696,0.2609,12,Range,0.75,Range,-1.5
2014-08-27,-1.5,0.6322188449848024,0.2308,0.1923,0.5769,10,Range,-1.5,Trend-Up,7.0
2014-08-28,7.0,1.1384615384615384,0.7568,0.7838,0.973,22,Trend-Up,7.0,Range,1.0
2014-08-29,1.0,1.1428571428571428,0.1053,0.3158,0.7895,21,Range,1.0,Trend-Up,1.75
2014-09-01,1.75,0.3283582089552239,0.6364,0.8182,0.8182,1,Trend-Up,1.75,Channel,-4.25
2014-09-02,-4.25,1.5593220338983051,0.3696,0.0217,0.6087,26,Channel,-4.25,Trend-Down,-9.5
2014-09-03,-9.5,1.5806451612903225,0.7755,0.0204,0.2041,31,Trend-Down,-9.5,Range,-4.75
2014-09-04,-4.75,2.387596899224806,0.2468,0.3896,0.3636,22,Range,-4.75,Channel,10.0
2014-09-05,10.0,1.9022801302931596,0.5479,0.589,0.9589,28,Channel,10.0,Range,-3.0
2014-09-08,-3.0,1.0980392156862746,0.2449,0.2245,0.5306,22,Range,-3.0,Channel,-8.5
2014-09-09,-8.5,1.368421052631579,0.5231,0.0769,0.4,22,Channel,-8.5,Channel,6.75
2014-09-10,6.75,1.1568627450980393,0.4576,0.5254,0.9322,19,Channel,6.75,Trend-Up,10.0
2014-09-11,10.0,0.9137529137529138,0.8163,0.8776,0.9388,17,Trend-Up,10.0,Trend-Down,-10.25
2014-09-12,-10.25,1.0963597430406853,0.6406,0.0312,0.3281,16,Trend-Down,-10.25,Range,-1.5
2014-09-15,-1.5,0.6268041237113402,0.1579,0.1579,0.6842,9,Range,-1.5,Trend-Up,19.25
2014-09-16,19.25,1.6033755274261603,0.8105,0.9368,0.8737,13,Trend-Up,19.25,Range,-0.25
2014-09-17,-0.25,1.3008130081300813,0.0125,0.4625,0.525,14,Range,-0.25,Trend-Up,5.0
2014-09-18,5.0,0.5290581162324649,0.6061,0.697,0.9091,12,Trend-Up,5.0,Channel,-7.75
2014-09-19,-7.75,0.9606625258799172,0.5345,0.1379,0.3276,10,Channel,-7.75,Trend-Down,-12.5
2014-09-22,-12.5,1.1260504201680672,0.7463,0.0299,0.2239,21,Trend-Down,-12.5,Trend-Up,13.5
2014-09-26,13.5,1.3057851239669422,0.6835,0.8608,0.8228,18,Trend-Up,13.5,Trend-Up,12.5
2014-09-29,12.5,1.1517509727626458,0.6757,0.9189,0.7568,21,Trend-Up,12.5,Channel,-7.25
2014-09-30,-7.25,1.0534351145038168,0.4203,0.3768,0.2029,23,Channel,-7.25,Trend-Down,-21.0
2014-10-01,-21.0,1.672072072072072,0.7241,0.0259,0.25,24,Trend-Down,-21.0,Range,2.0
2014-10-02,2.0,1.5,0.0741,0.3241,0.75,20,Range,2.0,Channel,9.0
2014-10-03,9.0,1.0066225165562914,0.4737,0.6711,0.8026,15,Channel,9.0,Trend-Down,-12.5
2014-10-06,-12.5,1.0139103554868625,0.6098,0.122,0.2683,17,Trend-Down,-12.5,Trend-Down,-19.5
2014-10-07,-19.5,1.239940387481371,0.75,0.1731,0.0769,22,Trend-Down,-19.5,Trend-Up,33.5
2014-10-08,33.5,2.07909604519774,0.7283,0.7717,0.9565,17,Trend-Up,33.5,Trend-Down,-34.5
2014-10-09,-34.5,1.5940959409594095,0.8519,0.0679,0.0802,28,Trend-Down,-34.5,Trend-Down,-28.25
2014-10-10,-28.25,1.3496115427302997,0.7434,0.2566,0.0,20,Trend-Down,-28.25,Trend-Down,-33.0
2014-10-13,-33.0,1.3333333333333333,0.8049,0.1707,0.0244,19,Trend-Down,-33.0,Range,-3.5
2014-10-14,-3.5,0.8604651162790697,0.1261,0.5135,0.3604,21,Range,-3.5,Range,0.5
2014-10-15,0.5,1.5458937198067633,0.01,0.345,0.665,41,Range,0.5,Channel,25.75
2014-10-16,25.75,1.2976704055220016,0.5479,0.9574,0.5904,28,Channel,25.75,Range,2.5
2014-10-17,2.5,0.5501976284584981,0.1149,0.6207,0.4943,9,Range,2.5,Trend-Up,25.0
2014-10-20,25.0,0.6666666666666666,0.9615,0.9712,0.9904,9,Trend-Up,25.0,Trend-Up,27.5
2014-10-21,27.5,0.821917808219178,0.9167,0.9333,0.9833,3,Trend-Up,27.5,Channel,-12.5
2014-10-22,-12.5,0.6536412078152753,0.5435,0.2174,0.2391,10,Channel,-12.5,Range,5.5
2014-10-23,5.5,0.5778611632270169,0.2857,0.8182,0.4675,10,Range,5.5,Trend-Up,13.25
2014-10-24,13.25,0.6945863125638406,0.6235,0.6471,0.9765,6,Trend-Up,13.25,Channel,5.5
2014-10-27,5.5,0.48688352570828963,0.3793,0.5,0.8793,8,Channel,5.5,Trend-Up,17.5
2014-10-28,17.5,0.7595561035758323,0.9091,0.9481,0.961,7,Trend-Up,17.5,Channel,-7.5
2014-10-29,-7.5,1.0857142857142856,0.3158,0.2526,0.4316,19,Channel,-7.5,Trend-Up,18.75
2014-10-30,18.75,1.1864406779661016,0.7143,0.9238,0.7905,12,Trend-Up,18.75,Range,-2.5
2014-10-31,-2.5,0.48519040902679833,0.2326,0.0465,0.7209,10,Range,-2.5,Range,-2.75
2014-11-03,-2.75,0.5822784810126582,0.2391,0.4783,0.2826,12,Range,-2.75,Range,-1.5
2014-11-04,-1.5,0.8464163822525598,0.0968,0.2419,0.6613,18,Range,-1.5,Range,-1.0
2014-11-05,-1.0,0.658493870402802,0.0851,0.0638,0.8511,12,Range,-1.0,Channel,9.25
2014-11-06,9.25,1.0656660412757974,0.5211,0.5634,0.9577,16,Channel,9.25,Range,-0.75
2014-11-07,-0.75,0.6007326007326007,0.0732,0.4146,0.5122,13,Range,-0.75,Trend-Up,5.75
2014-11-10,5.75,0.5803921568627451,0.6216,0.7297,0.8919,8,Trend-Up,5.75,Range,1.25
2014-11-11,1.25,0.4778761061946903,0.1852,0.3704,0.8148,8,Range,1.25,Trend-Up,7.75
2014-11-12,7.75,0.8128342245989305,0.8158,0.9737,0.8421,13,Trend-Up,7.75,Range,-3.0
2014-11-13,-3.0,1.4308943089430894,0.1818,0.4091,0.4091,23,Range,-3.0,Channel,2.5
2014-11-14,2.5,0.6375321336760925,0.3226,0.5161,0.8065,17,Channel,2.5,Trend-Up,6.25
2014-11-17,6.25,0.8268156424581006,0.6757,0.7838,0.8919,28,Trend-Up,6.25,Trend-Up,9.0
2014-11-18,9.0,1.3793103448275863,0.6,0.9833,0.6167,13,Trend-Up,9.0,Range,-0.5
2014-11-19,-0.5,1.2106824925816024,0.0392,0.1961,0.7647,22,Range,-0.5,Trend-Up,14.5
2014-11-20,14.5,1.4755043227665705,0.9062,0.9375,0.9688,18,Trend-Up,14.5,Trend-Down,-9.75
2014-11-21,-9.75,1.4973262032085561,0.5571,0.0429,0.4,17,Trend-Down,-9.75,Range,0.75
2014-11-24,0.75,0.38369304556354916,0.15,0.5,0.65,9,Range,0.75,Range,-2.5
2014-11-25,-2.5,0.8220551378446115,0.2439,0.2683,0.4878,16,Range,-2.5,Trend-Up,4.75
2014-11-26,4.75,0.6417112299465241,0.6333,0.6667,0.9667,8,Trend-Up,4.75,Channel,1.25
2014-11-27,1.25,0.3002680965147453,0.3571,0.4286,0.9286,4,Channel,1.25,Range,-2.5
2014-11-28,-2.5,0.8914285714285715,0.2564,0.4103,0.3333,9,Range,-2.5,Trend-Down,-7.75
2014-12-01,-7.75,1.1428571428571428,0.6596,0.1277,0.2128,19,Trend-Down,-7.75,Trend-Up,13.5
2014-12-02,13.5,1.5261538461538462,0.871,1.0,0.871,16,Trend-Up,13.5,Channel,5.0
2014-12-03,5.0,1.0402476780185759,0.4762,0.8333,0.6429,17,Channel,5.0,Range,2.0
2014-12-04,2.0,1.735593220338983,0.125,0.4688,0.6562,24,Range,2.0,Channel,3.5
2014-12-05,3.5,0.8731563421828908,0.3784,0.6757,0.7027,14,Channel,3.5,Channel,-10.0
2014-12-08,-10.0,2.1014925373134328,0.4545,0.2727,0.2727,27,Channel,-10.0,Trend-Up,19.25
2014-12-09,19.25,2.2391857506361323,0.7,0.8273,0.8727,35,Trend-Up,19.25,Trend-Down,-27.25
2014-12-10,-27.25,2.0286298568507157,0.879,0.0242,0.0968,30,Trend-Down,-27.25,Range,-2.75
2014-12-11,-2.75,1.4773519163763067,0.1038,0.8774,0.0189,19,Range,-2.75,Trend-Down,-22.75
2014-12-12,-22.75,1.8072669826224328,0.6364,0.3357,0.028,27,Trend-Down,-22.75,Trend-Down,-24.75
2014-12-15,-24.75,1.69187675070028,0.6556,0.1457,0.1987,35,Trend-Down,-24.75,Range,-6.75
2014-12-16,-6.75,1.8760631834750912,0.1399,0.7979,0.0622,25,Range,-6.75,Trend-Up,36.5
2014-12-17,36.5,1.3781512605042017,0.8902,0.9634,0.9268,22,Trend-Up,36.5,Trend-Up,25.25
2014-12-18,25.25,1.0379981464318813,0.7214,0.7643,0.9571,6,Trend-Up,25.25,Range,3.5
2014-12-19,3.5,0.5587975243147657,0.1772,0.6709,0.5063,5,Range,3.5,Range,2.25
2014-12-22,2.25,0.23272727272727273,0.2812,0.75,0.5312,4,Range,2.25,Channel,-3.0
2014-12-23,-3.0,0.23015873015873015,0.4138,0.069,0.5172,3,Channel,-3.0,Channel,-2.25
2014-12-24,-2.25,0.22341568206229862,0.3462,0.5,0.1538,2,Channel,-2.25,Range,1.0
2014-12-26,1.0,0.25552825552825553,0.1538,0.8462,0.3077,2,Range,1.0,Channel,4.0
2014-12-29,4.0,0.3599419448476052,0.5161,0.871,0.6452,4,Channel,4.0,Channel,-3.0
2014-12-30,-3.0,0.5313092979127134,0.3429,0.2286,0.4286,13,Channel,-3.0,Channel,-14.5
2015-01-02,-14.5,2.2311557788944723,0.5225,0.1892,0.2883,33,Channel,-14.5,Trend-Down,-22.25
2015-01-05,-22.25,2.6883468834688347,0.7177,0.0726,0.2097,36,Trend-Down,-22.25,Trend-Down,-22.5
2015-01-06,-22.5,3.033816425120773,0.5732,0.1529,0.2739,28,Trend-Down,-22.5,Channel,9.75
2015-01-07,9.75,1.1280148423005565,0.5132,0.7105,0.8026,25,Channel,9.75,Trend-Up,18.0
2015-01-08,18.0,1.2286689419795223,0.8,0.9778,0.8222,15,Trend-Up,18.0,Trend-Down,-25.5
2015-01-09,-25.5,1.4646153846153847,0.8571,0.0168,0.1261,25,Trend-Down,-25.5,Trend-Down,-17.5
2015-01-12,-17.5,1.1628532974427994,0.6481,0.0833,0.2685,20,Trend-Down,-17.5,Channel,-21.5
2015-01-13,-21.5,1.9804878048780488,0.4236,0.2808,0.2956,20,Channel,-21.5,Trend-Up,16.0
2015-01-14,16.0,0.8906882591093117,0.5818,0.6,0.9818,18,Trend-Up,16.0,Trend-Down,-23.5
2015-01-15,-23.5,1.0131712259371835,0.752,0.12,0.128,18,Trend-Down,-23.5,Trend-Up,29.5
2015-01-16,29.5,1.0688259109311742,0.8939,0.9318,0.9621,15,Trend-Up,29.5,Trend-Down,-8.75
2015-01-19,-8.75,0.3987538940809969,0.7292,0.125,0.1458,1,Trend-Down,-8.75,Range,-3.25
2015-01-20,-3.25,0.881283422459893,0.1262,0.1262,0.7476,15,Range,-3.25,Trend-Up,16.5
2015-01-21,16.5,0.9282700421940928,0.6,0.8,0.8,14,Trend-Up,16.5,Channel,20.25
2015-01-22,20.25,1.3631522896698616,0.5062,0.575,0.9312,13,Channel,20.25,Trend-Down,-10.25
2015-01-23,-10.25,0.4439959636730575,0.7455,0.2545,0.0,12,Trend-Down,-10.25,Channel,10.25
2015-01-26,10.25,0.7402135231316725,0.5256,0.5513,0.9744,10,Channel,10.25,Range,3.5
2015-01-27,3.5,0.93711467324291,0.1474,0.4842,0.6632,14,Range,3.5,Trend-Down,-45.75
2015-01-28,-45.75,1.9462227912932137,0.9632,0.0316,0.0053,23,Trend-Down,-45.75,Channel,20.0
2015-01-29,20.0,1.430274135876043,0.5333,0.5467,0.9867,18,Channel,20.0,Channel,-9.5
2015-01-30,-9.5,1.0541976620616365,0.3065,0.5323,0.1613,23,Channel,-9.5,Channel,21.0
2015-02-02,21.0,1.4885654885654886,0.4693,0.5084,0.9609,20,Channel,21.0,Trend-Up,16.25
2015-02-03,16.25,0.7138700290979632,0.7065,0.8152,0.8913,9,Trend-Up,16.25,Range,-4.0
2015-02-04,-4.0,0.6645898234683282,0.2,0.7375,0.0625,12,Range,-4.0,Trend-Up,11.0
2015-02-05,11.0,0.5101214574898786,0.6984,0.9206,0.7778,7,Trend-Up,11.0,Channel,-7.25
2015-02-06,-7.25,0.7728674203494348,0.3085,0.2979,0.3936,10,Channel,-7.25,Range,-0.25
2015-02-09,-0.25,0.5020576131687243,0.0164,0.5902,0.3934,7,Range,-0.25,Channel,8.25
2015-02-10,8.25,0.8825622775800712,0.3548,0.5376,0.8172,7,Channel,8.25,Range,4.75
2015-02-11,4.75,0.6717557251908397,0.2879,0.5152,0.7727,11,Range,4.75,Trend-Up,10.75
2015-02-12,10.75,0.6043956043956044,0.7818,0.8545,0.9273,10,Trend-Up,10.75,Trend-Up,7.0
2015-02-13,7.0,0.6225165562913907,0.5957,0.7234,0.8723,9,Trend-Up,7.0,Channel,-3.75
2015-02-16,-3.75,0.5867620751341681,0.3659,0.3171,0.3171,6,Channel,-3.75,Channel,6.5
2015-02-17,6.5,0.7692307692307693,0.52,0.76,0.76,10,Channel,6.5,Channel,3.75
2015-02-18,3.75,0.5680473372781065,0.4167,0.6389,0.7778,12,Channel,3.75,Channel,6.0
2015-02-19,6.0,0.8552338530066815,0.5,0.8542,0.6458,18,Channel,6.0,Trend-Up,17.5
2015-02-20,17.5,1.944954128440367,0.6604,0.717,0.9434,22,Trend-Up,17.5,Range,2.25
2015-02-23,2.25,0.6057906458797327,0.2647,0.4412,0.8235,8,Range,2.25,Trend-Up,7.5
2015-02-24,7.5,0.9976019184652278,0.5769,0.7308,0.8462,18,Trend-Up,7.5,Range,-1.5
2015-02-25,-1.5,0.8115942028985508,0.1429,0.5714,0.2857,15,Range,-1.5,Range,0.0
2015-02-26,0.0,0.8410757946210269,0.0,0.186,0.814,18,Range,0.0,Range,-2.5
2015-02-27,-2.5,0.7980535279805353,0.2439,0.3171,0.439,25,Range,-2.5,Trend-Up,11.75
2015-03-02,11.75,1.054726368159204,0.8868,0.9623,0.9245,12,Trend-Up,11.75,Channel,-4.75
2015-03-03,-4.75,1.1646778042959427,0.3115,0.082,0.6066,25,Channel,-4.75,Range,-2.25
2015-03-04,-2.25,1.0740740740740742,0.1552,0.069,0.7759,19,Range,-2.25,Range,-1.5
2015-03-05,-1.5,0.7916666666666666,0.1579,0.1842,0.6579,16,Range,-1.5,Trend-Down,-17.75
