date,n_bars,adr,thr,d_range,net,legs_closed,legs_total,year
2012-01-17,81,10.7812,1.6172,13.0,-7.0,15,16,2012
2012-01-18,81,10.125,1.5188,17.75,13.75,22,23,2012
2012-01-19,81,11.1875,1.6781,8.0,2.5,14,15,2012
2012-01-20,81,11.2188,1.6828,7.0,3.0,8,9,2012
2012-01-23,81,11.2188,1.6828,13.0,0.75,16,17,2012
2012-01-24,81,11.75,1.7625,10.25,8.0,12,13,2012
2012-01-25,81,11.5312,1.7297,21.75,12.5,19,20,2012
2012-01-26,81,12.125,1.8187,20.5,-12.0,20,21,2012
2012-01-27,81,13.9062,2.0859,10.25,4.5,16,17,2012
2012-01-30,81,13.5625,2.0344,14.0,8.25,14,15,2012
2012-01-31,81,13.0938,1.9641,15.25,-7.75,20,21,2012
2012-02-01,81,14.0,2.1,10.25,1.75,10,11,2012
2012-02-02,81,14.4062,2.1609,8.5,0.25,8,9,2012
2012-02-03,81,13.8438,2.0766,8.75,3.75,9,10,2012
2012-02-06,81,13.6562,2.0484,6.75,4.0,5,6,2012
2012-02-07,81,11.7812,1.7672,14.0,7.5,10,11,2012
2012-02-08,81,10.9688,1.6453,9.25,3.25,10,11,2012
2012-02-09,81,10.8438,1.6266,10.25,-1.0,21,22,2012
2012-02-10,81,10.375,1.5562,7.5,3.25,15,16,2012
2012-02-13,81,9.4062,1.4109,8.0,0.75,14,15,2012
2012-02-14,81,9.125,1.3687,10.25,2.5,19,20,2012
2012-02-15,81,9.3438,1.4016,15.75,-9.75,27,28,2012
2012-02-16,81,10.2188,1.5328,18.75,13.5,18,19,2012
2012-02-17,81,11.7188,1.7578,6.25,-0.5,7,8,2012
2012-02-20,24,10.75,1.6125,3.5,2.0,2,3,2012
2012-02-21,81,10.0312,1.5047,10.0,-2.25,10,11,2012
2012-02-22,81,10.0,1.5,7.75,-2.0,22,23,2012
2012-02-23,81,10.0312,1.5047,13.5,8.5,12,13,2012
2012-02-24,81,10.7188,1.6078,6.0,-1.75,15,16,2012
2012-02-27,81,10.1875,1.5281,17.75,12.0,12,13,2012
2012-02-28,81,10.4375,1.5656,7.5,4.25,16,17,2012
2012-02-29,81,9.0312,1.3547,20.5,-10.5,25,26,2012
2012-03-01,81,10.8125,1.6219,9.0,6.25,21,22,2012
2012-03-02,81,11.5,1.725,8.25,-3.25,20,21,2012
2012-03-05,81,11.2812,1.6922,9.25,-1.75,16,17,2012
2012-03-06,81,11.4688,1.7203,11.0,-7.0,22,23,2012
2012-03-07,81,11.1562,1.6734,10.0,7.25,20,21,2012
2012-03-08,81,11.6562,1.7484,11.0,6.0,9,10,2012
2012-03-09,81,10.8125,1.6219,8.0,4.0,16,17,2012
2012-03-12,81,10.875,1.6312,6.75,1.75,19,20,2012
2012-03-13,81,9.1562,1.3734,21.0,18.0,17,18,2012
2012-03-14,81,10.6562,1.5984,10.0,-1.75,14,15,2012
2012-03-15,81,10.875,1.6312,10.25,5.25,15,16,2012
2012-03-16,81,11.0,1.65,4.75,-0.5,12,13,2012
2012-03-19,81,10.2188,1.5328,11.75,6.5,8,9,2012
2012-03-20,81,10.4375,1.5656,9.75,4.25,13,14,2012
2012-03-21,81,10.2812,1.5422,7.5,-2.75,18,19,2012
2012-03-22,81,10.2188,1.5328,8.25,2.0,21,22,2012
2012-03-23,81,10.4062,1.5609,14.0,6.0,14,15,2012
2012-03-26,81,9.5312,1.4297,14.25,13.5,13,14,2012
2012-03-27,81,10.0625,1.5094,8.0,-6.75,19,20,2012
2012-03-28,81,9.7812,1.4672,16.75,-6.5,29,30,2012
2012-03-29,81,11.2812,1.6922,13.5,6.0,28,29,2012
2012-03-30,81,11.5,1.725,10.25,-1.0,12,13,2012
2012-04-02,81,11.5625,1.7344,18.75,10.5,15,16,2012
2012-04-03,81,12.9688,1.9453,14.75,-3.5,16,17,2012
2012-04-04,81,13.7812,2.0672,10.0,-4.0,16,17,2012
2012-04-05,81,13.2812,1.9922,9.75,1.5,11,12,2012
2012-04-09,81,12.7188,1.9078,9.5,-0.75,12,13,2012
2012-04-10,81,12.9062,1.9359,26.0,-17.75,26,27,2012
2012-04-11,81,14.0625,2.1094,8.0,-4.0,15,16,2012
2012-04-12,81,13.375,2.0063,20.75,19.5,9,10,2012
2012-04-13,81,14.6875,2.2031,16.25,-15.0,17,18,2012
2012-04-16,81,14.375,2.1562,14.5,-9.75,22,23,2012
2012-04-17,81,14.3438,2.1516,17.0,10.25,12,13,2012
2012-04-18,81,15.2188,2.2828,7.75,-1.25,10,11,2012
2012-04-19,81,14.9688,2.2453,21.0,-8.75,24,25,2012
2012-04-20,81,16.4062,2.4609,9.75,-3.0,12,13,2012
2012-04-23,81,14.375,2.1562,10.0,2.75,15,16,2012
2012-04-24,81,14.625,2.1938,8.5,6.25,16,17,2012
2012-04-25,81,13.0938,1.9641,7.5,6.25,13,14,2012
2012-04-26,81,12.0,1.8,15.25,13.25,11,12,2012
2012-04-27,81,12.0938,1.8141,9.75,-1.75,12,13,2012
2012-04-30,81,11.1875,1.6781,7.25,-2.0,12,13,2012
2012-05-01,81,11.125,1.6687,20.5,7.75,10,11,2012
2012-05-02,81,11.0625,1.6594,10.25,3.5,15,16,2012
2012-05-03,81,11.125,1.6687,14.75,-12.25,21,22,2012
2012-05-04,81,11.7188,1.7578,19.75,-17.25,21,22,2012
2012-05-07,81,13.125,1.9688,11.0,5.75,19,20,2012
2012-05-08,81,13.5625,2.0344,18.5,1.5,19,20,2012
2012-05-09,81,13.9688,2.0953,21.5,5.25,34,35,2012
2012-05-10,81,15.4375,2.3156,11.5,-4.0,14,15,2012
2012-05-11,81,15.9688,2.3953,17.75,3.75,12,13,2012
2012-05-14,81,15.625,2.3438,11.5,-3.25,15,16,2012
2012-05-15,81,15.7812,2.3672,17.0,-6.25,17,18,2012
2012-05-16,81,16.0625,2.4094,17.75,-11.25,23,24,2012
2012-05-17,81,15.8125,2.3719,24.0,-21.5,21,22,2012
2012-05-18,81,17.4375,2.6156,20.75,-17.5,23,24,2012
2012-05-21,81,17.7188,2.6578,22.25,19.75,13,14,2012
2012-05-22,81,17.8125,2.6719,19.0,-2.25,15,16,2012
2012-05-23,81,18.75,2.8125,25.0,9.0,17,18,2012
2012-05-24,81,19.6562,2.9484,15.25,2.5,20,21,2012
2012-05-25,81,20.125,3.0187,10.75,-4.75,12,13,2012
2012-05-28,24,19.3438,2.9016,4.25,0.25,3,4,2012
2012-05-29,81,17.6562,2.6484,12.75,7.5,10,11,2012
2012-05-30,81,16.25,2.4375,12.5,-11.5,19,20,2012
2012-05-31,81,15.2188,2.2828,21.75,-5.25,19,20,2012
2012-06-01,81,15.1562,2.2734,19.25,-14.5,24,25,2012
2012-06-04,81,15.1875,2.2781,16.25,-5.0,20,21,2012
2012-06-05,81,14.0938,2.1141,15.0,13.25,25,26,2012
2012-06-06,81,14.0625,2.1094,22.5,21.75,10,11,2012
2012-06-07,81,15.5312,2.3297,17.5,-12.5,16,17,2012
2012-06-08,81,17.1875,2.5781,22.5,18.0,8,9,2012
2012-06-11,81,18.4062,2.7609,30.25,-28.25,19,20,2012
2012-06-12,81,20.625,3.0938,21.5,15.0,10,11,2012
2012-06-13,81,20.5938,3.0891,17.75,-4.0,12,13,2012
2012-06-14,81,20.4062,3.0609,20.5,14.75,12,13,2012
2012-06-15,81,20.9375,3.1406,13.0,10.0,6,7,2012
2012-06-18,81,20.6875,3.1031,14.5,10.75,9,10,2012
2012-06-19,81,19.6875,2.9531,13.25,5.0,7,8,2012
2012-06-20,81,19.1562,2.8734,16.75,-1.0,16,17,2012
2012-06-21,81,18.4375,2.7656,35.0,-32.75,17,18,2012
2012-06-22,81,19.0312,2.8547,11.25,0.25,11,12,2012
2012-06-25,81,17.75,2.6625,13.0,-8.0,11,12,2012
2012-06-26,81,17.1562,2.5734,14.75,5.0,17,18,2012
2012-06-27,81,16.4375,2.4656,11.25,8.25,10,11,2012
2012-06-28,81,16.2188,2.4328,17.5,6.25,13,14,2012
2012-06-29,81,16.5938,2.4891,16.75,12.0,8,9,2012
2012-07-02,81,17.0312,2.5547,11.5,-1.25,11,12,2012
2012-07-03,46,16.375,2.4562,11.75,9.75,3,4,2012
2012-07-04,24,13.4688,2.0203,3.5,2.75,1,2,2012
2012-07-05,81,12.5,1.875,11.25,-1.75,8,9,2012
2012-07-06,81,12.2812,1.8422,10.25,3.75,19,20,2012
2012-07-09,81,11.7188,1.7578,8.75,1.75,19,20,2012
2012-07-10,81,11.4062,1.7109,26.0,-18.5,19,20,2012
2012-07-11,81,12.4688,1.8703,12.25,0.75,23,24,2012
2012-07-12,81,11.9062,1.7859,15.25,1.0,27,28,2012
2012-07-13,81,12.375,1.8562,21.25,19.75,15,16,2012
2012-07-16,81,13.5625,2.0344,9.5,-1.0,10,11,2012
2012-07-17,81,14.3125,2.1469,21.25,4.75,17,18,2012
2012-07-18,81,15.5625,2.3344,17.0,13.0,10,11,2012
2012-07-19,81,16.4062,2.4609,10.0,1.75,15,16,2012
2012-07-20,81,16.5625,2.4844,8.5,-4.75,12,13,2012
2012-07-23,81,14.375,2.1562,16.5,5.0,13,14,2012
2012-07-24,81,14.9062,2.2359,22.5,-15.75,27,28,2012
2012-07-25,81,15.8125,2.3719,13.25,-1.25,17,18,2012
2012-07-26,81,14.8125,2.2219,12.25,2.5,18,19,2012
2012-07-27,81,15.1562,2.2734,24.5,19.5,11,12,2012
2012-07-30,81,15.5625,2.3344,11.0,1.25,15,16,2012
2012-07-31,81,14.8125,2.2219,12.0,-7.25,16,17,2012
2012-08-01,81,15.0625,2.2594,13.5,-10.25,13,14,2012
2012-08-02,81,15.6875,2.3531,20.25,2.75,17,18,2012
2012-08-03,81,16.1562,2.4234,11.75,10.0,8,9,2012
2012-08-06,81,14.8125,2.2219,6.25,-1.0,6,7,2012
2012-08-07,81,13.9375,2.0906,7.75,1.0,4,5,2012
2012-08-08,81,13.375,2.0063,8.25,6.25,9,10,2012
2012-08-09,81,11.3438,1.7016,7.5,4.0,15,16,2012
2012-08-10,81,10.9062,1.6359,10.75,7.75,14,15,2012
2012-08-13,81,10.75,1.6125,8.75,2.75,15,16,2012
2012-08-14,81,10.1562,1.5234,10.5,-5.75,21,22,2012
2012-08-15,81,8.9375,1.3406,6.5,3.0,13,14,2012
2012-08-16,81,8.2812,1.2422,13.75,8.5,19,20,2012
2012-08-17,81,9.2188,1.3828,4.5,-0.75,17,18,2012
2012-08-20,81,8.8125,1.3219,6.75,1.5,15,16,2012
2012-08-21,81,8.625,1.2937,16.75,-6.5,25,26,2012
2012-08-22,81,9.7812,1.4672,10.0,4.75,30,31,2012
2012-08-23,81,9.6875,1.4531,10.5,-8.25,25,26,2012
2012-08-24,81,9.9062,1.4859,16.5,14.0,19,20,2012
2012-08-27,81,10.6562,1.5984,7.5,-4.5,12,13,2012
2012-08-28,81,10.7812,1.6172,8.75,2.5,14,15,2012
2012-08-29,81,10.1562,1.5234,7.75,-1.25,8,9,2012
2012-08-30,81,10.5625,1.5844,7.5,-5.25,15,16,2012
2012-08-31,81,10.6562,1.5984,14.75,-1.75,21,22,2012
2012-09-03,24,10.4062,1.5609,4.25,2.0,2,3,2012
2012-09-04,81,9.6875,1.4531,13.75,2.25,22,23,2012
2012-09-05,81,10.0938,1.5141,8.5,-0.5,16,17,2012
2012-09-06,81,9.0938,1.3641,21.5,19.75,18,19,2012
2012-09-07,81,10.8438,1.6266,6.5,4.5,17,18,2012
2012-09-10,81,10.5625,1.5844,12.25,-9.25,12,13,2012
2012-09-11,81,11.125,1.6687,8.5,1.0,12,13,2012
2012-09-12,81,11.25,1.6875,7.75,1.25,17,18,2012
2012-09-13,81,10.375,1.5562,29.25,20.25,23,24,2012
2012-09-14,81,13.5,2.025,13.5,3.75,17,18,2012
2012-09-17,81,13.4688,2.0203,8.5,-2.5,9,10,2012
2012-09-18,81,13.4688,2.0203,5.75,0.75,14,15,2012
2012-09-19,81,11.5,1.725,7.75,-1.75,13,14,2012
2012-09-20,81,11.6562,1.7484,11.5,6.25,17,18,2012
2012-09-21,81,11.5625,1.7344,11.0,-9.5,13,14,2012
2012-09-24,81,11.875,1.7812,9.75,5.5,13,14,2012
2012-09-25,81,12.125,1.8187,22.0,-17.25,16,17,2012
2012-09-26,81,11.2188,1.6828,11.75,-8.0,25,26,2012
2012-09-27,81,11.0,1.65,14.75,7.75,14,15,2012
2012-09-28,81,11.7812,1.7672,11.0,-1.25,20,21,2012
2012-10-01,81,12.4375,1.8656,17.25,-2.75,19,20,2012
2012-10-02,81,13.625,2.0437,13.5,-2.75,20,21,2012
2012-10-03,81,13.875,2.0812,13.25,1.25,10,11,2012
2012-10-04,81,14.1562,2.1234,9.0,5.25,12,13,2012
2012-10-05,81,14.0625,2.1094,14.75,-7.75,12,13,2012
2012-10-08,81,13.1562,1.9734,6.0,-0.25,11,12,2012
2012-10-09,81,12.4375,1.8656,15.75,-13.75,25,26,2012
2012-10-10,81,12.5625,1.8844,12.5,-10.25,21,22,2012
2012-10-11,81,12.75,1.9125,12.0,-8.5,17,18,2012
2012-10-12,81,12.0938,1.8141,14.0,-7.25,20,21,2012
2012-10-15,81,12.1562,1.8234,14.5,9.75,15,16,2012
2012-10-16,81,12.3125,1.8469,10.75,7.75,11,12,2012
2012-10-17,81,12.5312,1.8797,9.25,6.5,10,11,2012
2012-10-18,81,11.8438,1.7766,12.0,-1.5,18,19,2012
2012-10-19,81,12.5938,1.8891,26.75,-26.25,29,30,2012
2012-10-22,81,13.9688,2.0953,14.25,4.75,19,20,2012
2012-10-23,81,14.1875,2.1281,12.5,-6.0,21,22,2012
2012-10-24,81,14.25,2.1375,13.0,-7.25,20,21,2012
2012-10-25,81,14.125,2.1187,17.25,-5.5,22,23,2012
2012-10-26,81,14.4688,2.1703,15.0,0.75,23,24,2012
2012-10-31,81,15.0,2.25,14.0,-10.75,12,13,2012
2012-11-01,81,15.5938,2.3391,16.0,13.5,7,8,2012
2012-11-02,81,16.0938,2.4141,25.75,-25.25,17,18,2012
2012-11-05,81,15.9688,2.3953,12.5,4.75,8,9,2012
2012-11-06,81,15.75,2.3625,14.25,8.75,15,16,2012
2012-11-07,81,15.9688,2.3953,26.75,-20.5,23,24,2012
2012-11-08,81,17.6875,2.6531,25.0,-15.25,21,22,2012
2012-11-09,81,18.6562,2.7984,19.0,6.25,25,26,2012
2012-11-12,81,19.1562,2.8734,8.75,-1.25,7,8,2012
2012-11-13,81,18.5,2.775,19.25,2.75,16,17,2012
2012-11-14,81,18.9062,2.8359,28.25,-22.5,20,21,2012
2012-11-15,81,19.2188,2.8828,13.25,-1.75,16,17,2012
2012-11-16,81,19.3125,2.8969,20.25,8.25,15,16,2012
2012-11-19,81,20.0625,3.0094,13.25,11.0,7,8,2012
2012-11-20,81,18.375,2.7563,13.5,3.25,10,11,2012
2012-11-21,81,16.9375,2.5406,6.25,2.75,5,6,2012
2012-11-23,45,15.3438,2.3016,13.75,10.0,4,5,2012
2012-11-26,81,15.9688,2.3953,10.0,4.0,10,11,2012
2012-11-27,81,14.8125,2.2219,11.5,-4.75,17,18,2012
2012-11-28,81,12.7188,1.9078,25.75,16.25,25,26,2012
2012-11-29,81,14.2812,2.1422,11.5,3.0,21,22,2012
2012-11-30,81,13.1875,1.9781,7.75,0.75,22,23,2012
2012-12-03,81,12.5,1.875,16.25,-14.75,16,17,2012
2012-12-04,81,12.8438,1.9266,10.25,-2.75,22,23,2012
2012-12-05,81,13.3438,2.0016,18.0,1.75,15,16,2012
2012-12-06,81,13.875,2.0812,8.75,6.25,15,16,2012
2012-12-07,81,13.7188,2.0578,10.5,-3.25,17,18,2012
2012-12-10,81,13.5938,2.0391,6.5,5.25,11,12,2012
2012-12-11,81,11.1875,1.6781,11.5,8.0,11,12,2012
2012-12-12,81,11.1875,1.6781,12.75,-6.5,21,22,2012
2012-12-13,81,11.8125,1.7719,15.75,-9.5,18,19,2012
2012-12-14,81,11.75,1.7625,7.5,-1.25,13,14,2012
2012-12-17,81,11.4062,1.7109,16.5,15.25,13,14,2012
2012-12-18,81,11.2188,1.6828,18.25,14.0,16,17,2012
2012-12-19,81,12.4062,1.8609,13.25,-11.0,22,23,2012
2012-12-20,81,12.75,1.9125,13.0,8.5,22,23,2012
2012-12-21,81,13.5625,2.0344,11.75,7.25,19,20,2012
2012-12-24,45,13.5938,2.0391,4.0,-2.5,5,6,2012
2012-12-26,81,12.5,1.875,13.75,-10.25,14,15,2012
2012-12-27,81,12.25,1.8375,22.5,-5.0,30,31,2012
2012-12-28,81,14.125,2.1187,29.0,-20.75,16,17,2012
2012-12-31,81,15.6875,2.3531,33.5,31.25,27,28,2012
2013-01-02,81,17.5938,2.6391,14.0,8.5,7,8,2013
2013-01-03,81,17.6875,2.6531,10.5,-3.25,7,8,2013
2013-01-04,81,17.375,2.6062,9.75,2.25,7,8,2013
2013-01-07,81,17.125,2.5688,7.0,0.75,4,5,2013
2013-01-08,81,17.5,2.625,9.75,-1.0,9,10,2013
2013-01-09,81,17.0,2.55,7.0,0.75,6,7,2013
2013-01-10,81,15.0625,2.2594,11.75,3.25,6,7,2013
2013-01-11,81,12.9062,1.9359,5.5,0.25,10,11,2013
2013-01-14,81,9.4062,1.4109,6.75,-1.5,22,23,2013
2013-01-15,81,8.5,1.275,10.0,6.25,14,15,2013
2013-01-16,81,8.4375,1.2656,7.0,1.75,13,14,2013
2013-01-17,81,8.0938,1.2141,10.25,3.0,16,17,2013
2013-01-18,81,8.5,1.275,10.5,2.75,18,19,2013
2013-01-22,81,8.5938,1.2891,14.25,10.0,17,18,2013
2013-01-23,81,9.5,1.425,6.5,3.25,13,14,2013
2013-01-24,81,8.8438,1.3266,11.5,4.5,23,24,2013
2013-01-25,81,9.5938,1.4391,8.5,0.25,26,27,2013
2013-01-28,81,9.8125,1.4719,8.25,-2.25,19,20,2013
2013-01-29,81,9.5938,1.4391,12.5,11.0,21,22,2013
2013-01-30,81,10.2812,1.5422,10.5,-7.0,14,15,2013
2013-01-31,81,10.3125,1.5469,8.0,0.5,20,21,2013
2013-02-01,81,10.0,1.5,10.5,3.75,23,24,2013
2013-02-04,81,9.5312,1.4297,11.5,-5.5,21,22,2013
2013-02-05,81,10.1562,1.5234,12.25,6.0,12,13,2013
2013-02-06,81,10.25,1.5375,8.75,5.75,16,17,2013
2013-02-07,81,10.2812,1.5422,15.0,-2.75,21,22,2013
2013-02-08,81,11.125,1.6687,7.0,4.75,14,15,2013
2013-02-11,81,10.4375,1.5656,5.25,0.0,13,14,2013
2013-02-12,81,9.7812,1.4672,7.0,2.75,12,13,2013
2013-02-13,81,9.6562,1.4484,9.0,-2.0,12,13,2013
2013-02-14,81,9.4688,1.4203,10.0,5.5,18,19,2013
2013-02-15,81,9.2812,1.3922,10.5,-3.25,18,19,2013
2013-02-19,81,9.0625,1.3594,9.25,8.5,19,20,2013
2013-02-20,81,9.125,1.3687,21.5,-20.5,28,29,2013
2013-02-21,81,9.9375,1.4906,10.5,-4.5,28,29,2013
2013-02-22,81,10.375,1.5562,11.75,7.25,19,20,2013
2013-02-25,81,11.1875,1.6781,39.25,-35.25,24,25,2013
2013-02-26,81,15.2188,2.2828,15.0,-0.75,24,25,2013
2013-02-27,81,15.9688,2.3953,26.0,21.5,8,9,2013
2013-02-28,81,17.9688,2.6953,15.25,-2.75,9,10,2013
2013-03-01,81,18.5625,2.7844,19.5,10.0,12,13,2013
2013-03-04,81,19.8438,2.9766,15.5,12.5,9,10,2013
2013-03-05,81,19.0938,2.8641,10.75,4.5,10,11,2013
2013-03-06,81,19.125,2.8687,7.5,-4.75,7,8,2013
2013-03-07,81,18.5938,2.7891,4.75,0.5,4,5,2013
2013-03-08,81,14.2812,2.1422,9.75,-0.25,7,8,2013
2013-03-11,81,13.625,2.0437,9.0,6.5,6,7,2013
2013-03-12,81,11.5,1.725,9.25,-2.25,16,17,2013
2013-03-13,81,10.75,1.6125,8.75,2.5,13,14,2013
2013-03-14,81,9.4062,1.4109,5.5,3.5,11,12,2013
2013-03-15,81,8.1562,1.2234,7.5,-1.0,17,18,2013
2013-03-18,81,7.75,1.1625,14.75,8.0,32,33,2013
2013-03-19,81,8.6562,1.2984,19.25,-6.75,27,28,2013
2013-03-20,81,10.4688,1.5703,7.75,-2.0,25,26,2013
2013-03-21,81,10.2188,1.5328,12.5,-4.25,22,23,2013
2013-03-22,81,10.6562,1.5984,9.5,7.75,19,20,2013
2013-03-25,81,10.6875,1.6031,19.5,-8.75,24,25,2013
2013-03-26,81,12.0312,1.8047,8.5,5.5,17,18,2013
2013-03-27,81,12.4062,1.8609,12.5,8.25,13,14,2013
2013-03-28,81,13.0312,1.9547,10.0,6.5,13,14,2013
2013-04-01,81,12.4375,1.8656,12.5,-6.0,15,16,2013
2013-04-02,81,11.5938,1.7391,8.5,2.25,17,18,2013
2013-04-03,81,11.6875,1.7531,22.25,-16.75,18,19,2013
2013-04-04,81,12.9062,1.9359,10.75,4.5,19,20,2013
2013-04-05,81,13.0625,1.9594,16.0,10.75,16,17,2013
2013-04-08,81,12.625,1.8937,17.5,10.75,10,11,2013
2013-04-09,81,13.75,2.0625,13.5,2.25,9,10,2013
2013-04-10,81,13.875,2.0812,17.5,15.75,10,11,2013
2013-04-11,81,14.8125,2.2219,12.0,5.0,14,15,2013
2013-04-12,81,14.75,2.2125,11.25,-0.75,17,18,2013
2013-04-15,81,15.0938,2.2641,34.5,-32.5,22,23,2013
2013-04-16,81,16.625,2.4937,16.25,10.0,14,15,2013
2013-04-17,81,17.3125,2.5969,20.75,-12.5,24,25,2013
2013-04-18,81,17.9062,2.6859,18.75,-14.25,21,22,2013
2013-04-19,81,18.0625,2.7094,14.5,7.25,12,13,2013
2013-04-22,81,18.1875,2.7281,18.25,3.0,11,12,2013
2013-04-23,81,18.2812,2.7422,17.75,8.75,9,10,2013
2013-04-24,81,19.0,2.85,7.75,-0.25,10,11,2013
2013-04-25,81,18.5625,2.7844,11.75,3.25,10,11,2013
2013-04-26,81,15.7188,2.3578,9.0,-2.25,11,12,2013
2013-04-29,81,14.8125,2.2219,12.75,6.25,9,10,2013
2013-04-30,81,13.8125,2.0719,12.0,4.5,11,12,2013
2013-05-01,81,12.9688,1.9453,13.5,-11.75,22,23,2013
2013-05-02,81,12.8438,1.9266,14.0,10.25,14,15,2013
2013-05-03,81,12.3125,1.8469,8.75,2.75,10,11,2013
2013-05-06,81,11.1875,1.6781,6.0,3.5,11,12,2013
2013-05-07,81,10.9688,1.6453,10.0,4.75,9,10,2013
2013-05-08,81,10.75,1.6125,11.0,9.25,6,7,2013
2013-05-09,81,11.0,1.65,12.25,-3.5,15,16,2013
2013-05-10,81,10.9375,1.6406,10.25,4.5,21,22,2013
2013-05-13,81,10.7188,1.6078,10.0,3.75,17,18,2013
2013-05-14,81,10.2812,1.5422,17.25,16.25,15,16,2013
2013-05-15,81,10.6875,1.6031,15.5,9.25,20,21,2013
2013-05-16,81,11.5312,1.7297,12.75,-4.5,22,23,2013
2013-05-17,81,12.375,1.8562,13.25,9.0,14,15,2013
2013-05-20,81,12.7812,1.9172,9.75,1.75,13,14,2013
2013-05-21,81,12.625,1.8937,13.25,0.0,18,19,2013
2013-05-22,81,12.75,1.9125,39.25,-13.25,31,32,2013
2013-05-23,81,16.375,2.4562,19.75,13.5,28,29,2013
2013-05-24,81,17.5938,2.6391,16.5,11.25,17,18,2013
2013-05-28,81,17.5,2.625,20.0,-10.0,19,20,2013
2013-05-29,81,18.0625,2.7094,14.75,-2.25,20,21,2013
2013-05-30,81,18.3125,2.7469,14.0,5.5,10,11,2013
2013-05-31,81,18.4062,2.7609,31.75,-19.5,15,16,2013
2013-06-03,81,21.1562,3.1734,18.25,3.0,21,22,2013
2013-06-04,81,21.7812,3.2672,24.25,-7.75,17,18,2013
2013-06-05,81,19.9062,2.9859,23.25,-17.5,21,22,2013
2013-06-06,81,20.3438,3.0516,27.75,16.75,25,26,2013
2013-06-07,81,21.75,3.2625,18.25,6.5,9,10,2013
2013-06-10,81,21.5312,3.2297,10.25,-4.75,12,13,2013
2013-06-11,81,20.9688,3.1453,18.25,0.5,12,13,2013
2013-06-12,81,21.5,3.225,28.75,-26.5,19,20,2013
2013-06-13,81,21.125,3.1687,32.25,26.0,9,10,2013
2013-06-14,81,22.875,3.4312,17.5,-10.0,10,11,2013
2013-06-17,81,22.0312,3.3047,17.25,2.75,11,12,2013
2013-06-18,81,21.2812,3.1922,15.25,11.75,10,11,2013
2013-06-19,81,19.7188,2.9578,25.5,-21.75,17,18,2013
2013-06-20,81,20.625,3.0938,32.0,-22.5,20,21,2013
2013-06-21,81,23.3438,3.5016,23.25,-8.0,21,22,2013
2013-06-24,81,23.9688,3.5953,27.0,-4.0,23,24,2013
2013-06-25,81,23.75,3.5625,17.75,0.25,19,20,2013
2013-06-26,81,21.9375,3.2906,12.75,0.25,9,10,2013
2013-06-27,81,21.3438,3.2016,9.0,-0.5,14,15,2013
2013-06-28,81,20.3125,3.0469,15.5,-3.75,10,11,2013
2013-07-01,81,20.3438,3.0516,14.5,-1.75,8,9,2013
2013-07-02,81,18.9688,2.8453,18.25,0.75,16,17,2013
2013-07-03,45,17.25,2.5875,15.75,10.0,8,9,2013
2013-07-05,81,16.3125,2.4469,20.25,8.5,18,19,2013
2013-07-08,81,15.4688,2.3203,8.25,1.75,16,17,2013
2013-07-09,81,14.2812,2.1422,10.75,0.25,13,14,2013
2013-07-10,81,14.0312,2.1047,11.5,3.5,23,24,2013
2013-07-11,81,14.3438,2.1516,11.0,3.25,13,14,2013
2013-07-12,81,13.7812,2.0672,7.25,0.75,9,10,2013
2013-07-15,81,12.875,1.9312,7.25,2.25,7,8,2013
2013-07-16,81,11.5,1.725,13.0,-7.0,12,13,2013
2013-07-17,81,11.1562,1.6734,7.75,-2.5,21,22,2013
2013-07-18,81,9.5938,1.4391,11.0,2.0,21,22,2013
2013-07-19,81,9.9375,1.4906,12.0,9.25,20,21,2013
2013-07-22,81,10.0938,1.5141,7.5,1.0,12,13,2013
2013-07-23,81,9.5938,1.4391,8.0,-5.5,17,18,2013
2013-07-24,81,9.2188,1.3828,17.25,-10.0,26,27,2013
2013-07-25,81,10.4688,1.5703,11.75,6.25,21,22,2013
2013-07-26,81,11.0312,1.6547,17.25,8.75,21,22,2013
2013-07-29,81,11.5625,1.7344,9.75,0.5,15,16,2013
2013-07-30,81,11.8125,1.7719,11.25,-1.5,12,13,2013
2013-07-31,81,11.8438,1.7766,13.75,-0.25,15,16,2013
2013-08-01,81,12.0625,1.8094,9.5,5.25,10,11,2013
2013-08-02,81,12.3125,1.8469,9.25,6.25,10,11,2013
2013-08-05,81,12.4688,1.8703,6.25,1.5,7,8,2013
2013-08-06,81,11.0938,1.6641,11.75,-4.75,17,18,2013
2013-08-07,81,11.0938,1.6641,9.0,0.75,16,17,2013
2013-08-08,81,10.0625,1.5094,12.5,-1.5,9,10,2013
2013-08-09,81,10.4062,1.5609,13.75,-5.0,28,29,2013
2013-08-12,81,10.7188,1.6078,9.5,7.5,17,18,2013
2013-08-13,81,10.1875,1.5281,15.25,1.5,24,25,2013
2013-08-14,81,10.9062,1.6359,12.25,-9.0,27,28,2013
2013-08-15,81,11.2812,1.6922,14.0,-12.75,25,26,2013
2013-08-16,81,12.25,1.8375,12.0,-4.75,19,20,2013
2013-08-19,81,12.2812,1.8422,14.75,-6.75,21,22,2013
2013-08-20,81,13.0,1.95,13.5,5.25,13,14,2013
2013-08-21,81,13.125,1.9688,18.75,-9.25,16,17,2013
2013-08-22,81,13.75,2.0625,14.5,11.25,12,13,2013
2013-08-23,81,14.375,2.1562,10.5,1.25,9,10,2013
2013-08-26,81,13.7812,2.0672,14.25,-8.25,11,12,2013
