date,n_bars,adr,thr,d_range,net,legs_closed,legs_total,year
2014-03-28,81,20.4688,3.0703,14.5,4.5,13,14,2014
2014-03-31,81,20.5,3.075,8.5,1.75,10,11,2014
2014-04-01,81,18.4062,2.7609,9.5,6.5,7,8,2014
2014-04-02,81,17.0625,2.5594,10.0,2.75,13,14,2014
2014-04-03,81,15.6562,2.3484,11.5,-3.0,10,11,2014
2014-04-04,81,14.0,2.1,36.5,-30.5,26,27,2014
2014-04-07,81,16.5,2.475,23.0,-15.75,23,24,2014
2014-04-08,81,15.9688,2.3953,18.25,7.75,18,19,2014
2014-04-09,81,16.4688,2.4703,21.25,14.5,12,13,2014
2014-04-10,81,17.3125,2.5969,42.75,-38.25,24,25,2014
2014-04-11,81,21.5938,3.2391,21.25,-4.75,20,21,2014
2014-04-14,81,23.0625,3.4594,19.25,0.75,14,15,2014
2014-04-15,81,24.2188,3.6328,30.75,12.25,27,28,2014
2014-04-16,81,26.625,3.9937,16.25,4.25,15,16,2014
2014-04-17,81,24.0938,3.6141,13.5,4.75,8,9,2014
2014-04-21,81,22.9062,3.4359,9.0,5.25,3,4,2014
2014-04-22,81,21.75,3.2625,13.0,7.25,2,3,2014
2014-04-23,81,20.7188,3.1078,6.25,-0.5,7,8,2014
2014-04-24,81,16.1562,2.4234,14.75,-5.5,21,22,2014
2014-04-25,81,15.3438,2.3016,15.0,-6.75,20,21,2014
2014-04-28,81,14.8125,2.2219,27.75,0.75,26,27,2014
2014-04-29,81,14.4375,2.1656,10.0,2.25,13,14,2014
2014-04-30,81,13.6562,2.0484,13.75,9.75,17,18,2014
2014-05-01,81,13.6875,2.0531,11.25,0.75,18,19,2014
2014-05-02,81,13.9688,2.0953,13.75,-3.0,22,23,2014
2014-05-05,81,14.0625,2.1094,19.5,10.25,13,14,2014
2014-05-06,81,15.7188,2.3578,13.75,-9.75,18,19,2014
2014-05-07,81,15.5938,2.3391,21.25,5.5,21,22,2014
2014-05-08,81,16.375,2.4562,19.75,0.75,15,16,2014
2014-05-09,81,15.375,2.3062,12.5,2.5,14,15,2014
2014-05-12,81,15.6875,2.3531,11.5,11.25,5,6,2014
2014-05-13,81,15.4062,2.3109,6.5,0.0,10,11,2014
2014-05-14,81,14.8125,2.2219,11.0,-7.0,12,13,2014
2014-05-15,81,14.4688,2.1703,22.5,-13.75,28,29,2014
2014-05-16,81,14.8438,2.2266,14.5,5.75,16,17,2014
2014-05-19,81,14.9375,2.2406,13.75,11.5,9,10,2014
2014-05-20,81,14.0,2.1,16.0,-12.25,19,20,2014
2014-05-21,81,13.5312,2.0297,12.0,10.5,12,13,2014
2014-05-22,81,13.4688,2.0203,11.25,4.25,7,8,2014
2014-05-23,81,13.4375,2.0156,8.5,5.5,4,5,2014
2014-05-26,42,13.6875,2.0531,3.0,1.75,1,2,2014
2014-05-27,81,12.6875,1.9031,6.5,4.25,8,9,2014
2014-05-28,81,10.6875,1.6031,8.0,0.25,14,15,2014
2014-05-29,81,9.875,1.4812,10.75,5.25,11,12,2014
2014-05-30,81,9.5,1.425,8.0,4.5,21,22,2014
2014-06-02,81,8.5,1.275,10.25,-2.0,17,18,2014
2014-06-03,81,8.2812,1.2422,6.5,4.0,16,17,2014
2014-06-04,81,7.6875,1.1531,10.25,7.25,16,17,2014
2014-06-05,81,7.9062,1.1859,19.75,10.75,25,26,2014
2014-06-06,81,10.0,1.5,7.75,6.5,13,14,2014
2014-06-09,81,10.1562,1.5234,9.0,2.75,9,10,2014
2014-06-10,81,10.2812,1.5422,7.75,3.25,13,14,2014
2014-06-11,81,9.9062,1.4859,6.75,0.75,21,22,2014
2014-06-16,81,9.75,1.4625,10.5,3.5,15,16,2014
2014-06-17,81,9.7812,1.4672,11.5,7.25,17,18,2014
2014-06-18,81,10.4062,1.5609,21.0,14.75,18,19,2014
2014-06-19,81,11.75,1.7625,8.25,-0.25,13,14,2014
2014-06-20,81,10.3125,1.5469,3.5,-2.75,9,10,2014
2014-06-23,81,9.7812,1.4672,5.5,-1.75,19,20,2014
2014-06-24,81,9.3438,1.4016,20.25,-7.0,19,20,2014
2014-06-25,81,10.9062,1.6359,15.5,11.5,24,25,2014
2014-06-26,81,12.0,1.8,15.25,-2.75,16,17,2014
2014-06-27,81,12.5938,1.8891,10.25,7.5,12,13,2014
2014-06-30,81,12.4375,1.8656,6.5,2.5,11,12,2014
2014-07-01,81,10.625,1.5938,15.5,9.0,10,11,2014
2014-07-02,81,11.5312,1.7297,5.25,2.0,15,16,2014
2014-07-03,45,11.75,1.7625,7.0,4.75,7,8,2014
2014-07-04,42,11.9375,1.7906,1.5,-0.25,0,0,2014
2014-07-07,81,9.5938,1.4391,7.75,-2.25,14,15,2014
2014-07-08,81,8.625,1.2937,14.75,-6.25,28,29,2014
2014-07-09,81,8.5625,1.2844,10.0,5.0,27,28,2014
2014-07-10,81,8.5312,1.2797,18.25,10.5,20,21,2014
2014-07-11,81,10.0,1.5,10.0,4.75,20,21,2014
2014-07-14,81,9.3125,1.3969,4.25,-0.5,16,17,2014
2014-07-15,81,9.1875,1.3781,17.5,-4.25,26,27,2014
2014-07-16,81,10.5,1.575,8.75,-2.0,14,15,2014
2014-07-17,81,11.4062,1.7109,27.0,-14.5,32,33,2014
2014-07-18,81,13.8125,2.0719,17.0,13.25,14,15,2014
2014-07-21,81,14.0938,2.1141,11.0,0.5,17,18,2014
2014-07-22,81,14.2188,2.1328,6.75,-0.5,11,12,2014
2014-07-23,81,12.7812,1.9172,7.75,1.0,7,8,2014
2014-07-24,81,12.5,1.875,6.25,-2.75,13,14,2014
2014-07-25,81,12.75,1.9125,9.5,-4.75,12,13,2014
2014-07-28,81,11.75,1.7625,15.25,0.25,14,15,2014
2014-07-29,81,12.5625,1.8844,17.5,-13.5,21,22,2014
2014-07-30,81,11.375,1.7063,17.75,-5.75,27,28,2014
2014-07-31,81,11.4688,1.7203,29.25,-23.0,29,30,2014
2014-08-01,81,13.75,2.0625,22.0,-2.0,32,33,2014
2014-08-04,81,15.6562,2.3484,22.75,8.75,14,15,2014
2014-08-05,81,17.5312,2.6297,23.0,-12.5,22,23,2014
2014-08-06,81,19.625,2.9438,18.25,9.25,18,19,2014
2014-08-07,81,20.7188,3.1078,26.0,-18.5,17,18,2014
2014-08-08,81,22.0625,3.3094,24.5,14.5,13,14,2014
2014-08-11,81,22.9375,3.4406,9.75,-1.5,4,5,2014
2014-08-12,81,21.9375,3.2906,12.5,0.0,9,10,2014
2014-08-13,81,19.8438,2.9766,11.25,7.25,8,9,2014
2014-08-14,81,18.5,2.775,10.0,7.25,4,5,2014
2014-08-15,81,16.9062,2.5359,23.75,-6.25,20,21,2014
2014-08-18,81,17.0,2.55,7.75,5.5,2,3,2014
2014-08-19,81,15.6875,2.3531,9.0,4.75,3,4,2014
2014-08-20,81,13.5625,2.0344,10.75,7.75,10,11,2014
2014-08-21,81,11.8438,1.7766,8.5,4.5,7,8,2014
2014-08-22,81,11.6875,1.7531,9.75,0.25,18,19,2014
2014-08-25,81,11.3438,1.7016,7.0,-0.75,15,16,2014
2014-08-26,81,10.8125,1.6219,5.75,0.75,13,14,2014
2014-08-27,81,10.2812,1.5422,6.5,-1.5,10,11,2014
2014-08-28,81,8.125,1.2188,9.25,7.0,22,23,2014
2014-08-29,81,8.3125,1.2469,9.5,1.0,21,22,2014
2014-09-01,42,8.375,1.2562,2.75,1.75,1,2,2014
2014-09-02,81,7.375,1.1062,11.5,-4.25,26,27,2014
2014-09-03,81,7.75,1.1625,12.25,-9.5,31,32,2014
2014-09-04,81,8.0625,1.2094,19.25,-4.75,21,22,2014
2014-09-05,81,9.5938,1.4391,18.25,10.0,28,29,2014
2014-09-08,81,11.1562,1.6734,12.25,-3.0,22,23,2014
2014-09-09,81,11.875,1.7812,16.25,-8.5,22,23,2014
2014-09-10,81,12.75,1.9125,14.75,6.75,19,20,2014
2014-09-11,81,13.4062,2.0109,12.25,10.0,17,18,2014
2014-09-12,81,14.5938,2.1891,16.0,-10.25,16,17,2014
2014-09-15,81,15.1562,2.2734,9.5,-1.5,9,10,2014
2014-09-16,81,14.8125,2.2219,23.75,19.25,12,13,2014
2014-09-17,81,15.375,2.3062,20.0,-0.25,13,14,2014
2014-09-18,81,15.5938,2.3391,8.25,5.0,12,13,2014
2014-09-19,81,15.0938,2.2641,14.5,-7.75,10,11,2014
2014-09-22,81,14.875,2.2312,16.75,-12.5,21,22,2014
2014-09-26,81,15.125,2.2687,19.75,13.5,19,20,2014
2014-09-29,81,16.0625,2.4094,18.5,12.5,20,21,2014
2014-09-30,81,16.375,2.4562,17.25,-7.25,23,24,2014
2014-10-01,81,17.3438,2.6016,29.0,-21.0,24,25,2014
2014-10-02,81,18.0,2.7,27.0,2.0,20,21,2014
2014-10-03,81,18.875,2.8312,19.0,9.0,15,16,2014
2014-10-06,81,20.2188,3.0328,20.5,-12.5,16,17,2014
2014-10-07,81,20.9688,3.1453,26.0,-19.5,22,23,2014
2014-10-08,81,22.125,3.3188,46.0,33.5,16,17,2014
2014-10-09,81,25.4062,3.8109,40.5,-34.5,28,29,2014
2014-10-10,81,28.1562,4.2234,38.0,-28.25,19,20,2014
2014-10-13,81,30.75,4.6125,41.0,-33.0,18,19,2014
2014-10-14,81,32.25,4.8375,27.75,-3.5,21,22,2014
2014-10-15,81,32.3438,4.8516,50.0,0.5,41,42,2014
2014-10-16,81,36.2188,5.4328,47.0,25.75,27,28,2014
2014-10-17,81,39.5312,5.9297,21.75,2.5,9,10,2014
2014-10-20,81,39.0,5.85,26.0,25.0,9,10,2014
2014-10-21,81,36.5,5.475,30.0,27.5,3,4,2014
2014-10-22,81,35.1875,5.2781,23.0,-12.5,10,11,2014
2014-10-23,81,33.3125,4.9969,19.25,5.5,10,11,2014
2014-10-24,81,30.5938,4.5891,21.25,13.25,5,6,2014
2014-10-27,81,29.7812,4.4672,14.5,5.5,8,9,2014
2014-10-28,81,25.3438,3.8016,19.25,17.5,7,8,2014
2014-10-29,81,21.875,3.2812,23.75,-7.5,18,19,2014
2014-10-30,81,22.125,3.3188,26.25,18.75,11,12,2014
2014-10-31,81,22.1562,3.3234,10.75,-2.5,10,11,2014
2014-11-03,81,19.75,2.9625,11.5,-2.75,12,13,2014
2014-11-04,81,18.3125,2.7469,15.5,-1.5,18,19,2014
2014-11-05,81,17.8438,2.6766,11.75,-1.0,12,13,2014
2014-11-06,81,16.6562,2.4984,17.75,9.25,17,18,2014
2014-11-07,81,17.0625,2.5594,10.25,-0.75,13,14,2014
2014-11-10,81,15.9375,2.3906,9.25,5.75,8,9,2014
2014-11-11,81,14.125,2.1187,6.75,1.25,8,9,2014
2014-11-12,81,11.6875,1.7531,9.5,7.75,13,14,2014
2014-11-13,81,11.5312,1.7297,16.5,-3.0,22,23,2014
2014-11-14,81,12.1562,1.8234,7.75,2.5,17,18,2014
2014-11-17,81,11.1875,1.6781,9.25,6.25,27,28,2014
2014-11-18,81,10.875,1.6312,15.0,9.0,12,13,2014
2014-11-19,81,10.5312,1.5797,12.75,-0.5,22,23,2014
2014-11-20,81,10.8438,1.6266,16.0,14.5,17,18,2014
2014-11-21,81,11.6875,1.7531,17.5,-9.75,17,18,2014
2014-11-24,81,13.0312,1.9547,5.0,0.75,9,10,2014
2014-11-25,81,12.4688,1.8703,10.25,-2.5,17,18,2014
2014-11-26,81,11.6875,1.7531,7.5,4.75,8,9,2014
2014-11-27,42,11.6562,1.7484,3.5,1.25,5,6,2014
2014-11-28,45,10.9375,1.6406,9.75,-2.5,9,10,2014
2014-12-01,81,10.2812,1.5422,11.75,-7.75,19,20,2014
2014-12-02,81,10.1562,1.5234,15.5,13.5,15,16,2014
2014-12-03,81,10.0938,1.5141,10.5,5.0,16,17,2014
2014-12-04,81,9.2188,1.3828,16.0,2.0,23,24,2014
2014-12-05,81,10.5938,1.5891,9.25,3.5,15,16,2014
2014-12-08,81,10.4688,1.5703,22.0,-10.0,26,27,2014
2014-12-09,81,12.2812,1.8422,27.5,19.25,35,36,2014
2014-12-10,81,15.2812,2.2922,31.0,-27.25,30,31,2014
2014-12-11,81,17.9375,2.6906,26.5,-2.75,18,19,2014
2014-12-12,81,19.7812,2.9672,35.75,-22.75,26,27,2014
2014-12-15,81,22.3125,3.3469,37.75,-24.75,35,36,2014
2014-12-16,81,25.7188,3.8578,48.25,-6.75,24,25,2014
2014-12-17,81,29.75,4.4625,41.0,36.5,21,22,2014
2014-12-18,81,33.7188,5.0578,35.0,25.25,6,7,2014
2014-12-19,81,35.3438,5.3016,19.75,3.5,5,6,2014
2014-12-22,81,34.375,5.1562,8.0,2.25,4,5,2014
2014-12-23,81,31.5,4.725,7.25,-3.0,3,4,2014
2014-12-24,46,29.0938,4.3641,6.5,-2.25,2,3,2014
2014-12-26,81,25.4375,3.8156,6.5,1.0,2,3,2014
2014-12-29,81,21.5312,3.2297,7.75,4.0,4,5,2014
2014-12-30,81,16.4688,2.4703,8.75,-3.0,13,14,2014
2015-01-02,81,12.4375,1.8656,27.75,-14.5,32,33,2015
2015-01-05,81,11.5312,1.7297,31.0,-22.25,36,37,2015
2015-01-06,81,12.9375,1.9406,39.25,-22.5,29,30,2015
2015-01-07,81,16.8438,2.5266,19.0,9.75,26,27,2015
2015-01-08,81,18.3125,2.7469,22.5,18.0,14,15,2015
2015-01-09,81,20.3125,3.0469,29.75,-25.5,25,26,2015
2015-01-12,81,23.2188,3.4828,27.0,-17.5,20,21,2015
2015-01-13,81,25.625,3.8438,50.75,-21.5,20,21,2015
2015-01-14,81,30.875,4.6312,27.5,16.0,19,20,2015
2015-01-15,81,30.8438,4.6266,31.25,-23.5,18,19,2015
2015-01-16,81,30.875,4.6312,33.0,29.5,15,16,2015
2015-01-19,42,30.0938,4.5141,12.0,-8.75,1,2,2015
2015-01-20,81,29.2188,4.3828,25.75,-3.25,15,16,2015
2015-01-21,81,29.625,4.4437,27.5,16.5,13,14,2015
2015-01-22,81,29.3438,4.4016,40.0,20.25,13,14,2015
2015-01-23,81,30.9688,4.6453,13.75,-10.25,12,13,2015
2015-01-26,81,26.3438,3.9516,19.5,10.25,10,11,2015
2015-01-27,81,25.3438,3.8016,23.75,3.5,14,15,2015
2015-01-28,81,24.4062,3.6609,47.5,-45.75,23,24,2015
2015-01-29,81,26.2188,3.9328,37.5,20.0,18,19,2015
2015-01-30,81,29.4062,4.4109,31.0,-9.5,23,24,2015
2015-02-02,81,30.0625,4.5094,44.75,21.0,20,21,2015
2015-02-03,81,32.2188,4.8328,23.0,16.25,9,10,2015
2015-02-04,81,30.0938,4.5141,20.0,-4.0,12,13,2015
2015-02-05,81,30.875,4.6312,15.75,11.0,7,8,2015
2015-02-06,81,30.4062,4.5609,23.5,-7.25,9,10,2015
2015-02-09,81,30.375,4.5562,15.25,-0.25,7,8,2015
2015-02-10,81,26.3438,3.9516,23.25,8.25,7,8,2015
2015-02-11,81,24.5625,3.6844,16.5,4.75,11,12,2015
2015-02-12,81,22.75,3.4125,13.75,10.75,10,11,2015
2015-02-13,81,18.875,2.8312,11.75,7.0,9,10,2015
2015-02-16,42,17.4688,2.6203,10.25,-3.75,6,7,2015
2015-02-17,81,16.25,2.4375,12.5,6.5,10,11,2015
2015-02-18,81,15.8438,2.3766,9.0,3.75,11,12,2015
2015-02-19,81,14.0312,2.1047,12.0,6.0,18,19,2015
2015-02-20,81,13.625,2.0437,26.5,17.5,22,23,2015
2015-02-23,81,14.0312,2.1047,8.5,2.25,9,10,2015
2015-02-24,81,13.0312,1.9547,13.0,7.5,18,19,2015
2015-02-25,81,12.9375,1.9406,10.5,-1.5,15,16,2015
2015-02-26,81,12.7812,1.9172,10.75,0.0,17,18,2015
2015-02-27,81,12.8438,1.9266,10.25,-2.5,25,26,2015
2015-03-02,81,12.5625,1.8844,13.25,11.75,12,13,2015
2015-03-03,81,13.0938,1.9641,15.25,-4.75,26,27,2015
2015-03-04,81,13.5,2.025,14.5,-2.25,19,20,2015
2015-03-05,81,12.0,1.8,9.5,-1.5,16,17,2015
2015-03-06,81,12.125,1.8187,28.75,-17.75,25,26,2015
2015-03-09,81,14.0938,2.1141,12.25,5.75,19,20,2015
2015-03-10,81,14.3125,2.1469,21.5,-19.75,32,33,2015
2015-03-11,81,15.6562,2.3484,11.25,-7.0,28,29,2015
2015-03-12,81,15.7812,2.3672,20.0,16.75,14,15,2015
2015-03-13,81,16.625,2.4937,24.0,-11.75,33,34,2015
2015-03-16,81,17.7188,2.6578,20.25,14.25,12,13,2015
2015-03-17,81,18.4375,2.7656,14.25,2.75,14,15,2015
2015-03-18,81,19.0312,2.8547,47.5,33.5,14,15,2015
2015-03-19,81,21.375,3.2062,13.0,-4.25,15,16,2015
2015-03-20,81,21.4688,3.2203,14.5,6.75,8,9,2015
2015-03-23,81,20.5938,3.0891,12.75,-5.0,8,9,2015
2015-03-24,81,20.7812,3.1172,17.25,-9.25,9,10,2015
2015-03-25,81,20.4375,3.0656,37.0,-32.5,15,16,2015
2015-03-26,81,22.0625,3.3094,22.5,3.25,20,21,2015
2015-03-27,81,22.3438,3.3516,10.75,6.5,20,21,2015
2015-03-30,81,21.9062,3.2859,17.25,11.25,6,7,2015
2015-03-31,81,18.125,2.7188,20.0,-8.75,19,20,2015
2015-04-01,81,19.0,2.85,19.25,-5.5,22,23,2015
2015-04-02,81,19.5938,2.9391,16.0,8.75,10,11,2015
2015-04-06,81,20.0,3.0,33.0,24.5,8,9,2015
2015-04-07,81,21.9688,3.2953,15.5,-6.0,8,9,2015
2015-04-08,81,19.2812,2.8922,14.5,5.75,19,20,2015
2015-04-09,81,18.2812,2.7422,20.25,12.75,13,14,2015
2015-04-10,81,19.4688,2.9203,11.5,9.0,8,9,2015
2015-04-13,81,18.75,2.8125,16.0,-7.0,8,9,2015
2015-04-14,81,18.25,2.7375,16.25,7.75,17,18,2015
2015-04-15,81,17.875,2.6812,11.25,4.75,12,13,2015
2015-04-16,81,17.2812,2.5922,12.0,5.0,12,13,2015
2015-04-17,81,14.6562,2.1984,22.5,-8.5,29,30,2015
2015-04-20,81,15.5312,2.3297,13.25,5.75,8,9,2015
2015-04-21,81,15.375,2.3062,16.25,-10.0,17,18,2015
2015-04-22,81,14.875,2.2312,20.0,5.5,19,20,2015
2015-04-23,81,15.9375,2.3906,19.75,10.5,16,17,2015
2015-04-24,81,16.4062,2.4609,8.75,0.0,10,11,2015
2015-04-27,81,15.4688,2.3203,19.5,-14.25,22,23,2015
2015-04-28,81,16.5,2.475,24.25,9.5,26,27,2015
2015-04-29,81,18.0312,2.7047,17.25,0.25,24,25,2015
2015-04-30,81,17.375,2.6062,27.75,-12.0,29,30,2015
2015-05-01,81,19.1875,2.8781,15.25,13.5,11,12,2015
2015-05-04,81,19.0625,2.8594,9.5,2.25,8,9,2015
2015-05-05,81,17.75,2.6625,27.75,-21.0,24,25,2015
2015-05-06,81,18.75,2.8125,32.5,-15.5,18,19,2015
2015-05-07,81,21.7188,3.2578,19.0,10.5,14,15,2015
2015-05-08,81,21.6562,3.2484,11.0,5.0,6,7,2015
2015-05-11,81,20.0,3.0,16.25,-12.25,16,17,2015
2015-05-12,81,19.875,2.9812,20.5,4.5,21,22,2015
2015-05-13,81,18.9688,2.8453,15.0,-4.0,21,22,2015
2015-05-14,81,18.9375,2.8406,14.75,10.75,4,5,2015
2015-05-15,81,19.5938,2.9391,7.25,0.5,8,9,2015
2015-05-18,81,17.0312,2.5547,12.5,9.0,6,7,2015
2015-05-19,81,14.5312,2.1797,9.0,-2.5,13,14,2015
2015-05-20,81,13.2812,1.9922,13.0,-3.5,21,22,2015
2015-05-21,81,13.5312,2.0297,12.5,7.0,12,13,2015
2015-05-22,81,13.0625,1.9594,7.0,0.25,15,16,2015
2015-05-25,42,11.375,1.7063,4.25,0.5,2,3,2015
2015-05-26,81,10.0312,1.5047,23.25,-13.0,26,27,2015
2015-05-27,81,11.0938,1.6641,21.75,14.0,14,15,2015
2015-05-28,81,12.9062,1.9359,11.75,4.25,19,20,2015
2015-05-29,81,12.8125,1.9219,16.5,-10.5,22,23,2015
2015-06-01,81,13.75,2.0625,17.5,-4.0,17,18,2015
2015-06-02,81,14.3125,2.1469,19.75,2.0,23,24,2015
2015-06-03,81,15.2188,2.2828,13.5,2.5,20,21,2015
2015-06-04,81,16.0312,2.4047,20.5,-5.25,32,33,2015
2015-06-05,81,18.0625,2.7094,16.25,-1.0,18,19,2015
2015-06-08,81,17.1875,2.5781,15.75,-11.0,13,14,2015
2015-06-09,81,16.4375,2.4656,14.0,1.75,17,18,2015
2015-06-10,81,16.7188,2.5078,21.25,19.0,11,12,2015
2015-06-11,81,17.3125,2.5969,9.0,0.5,13,14,2015
2015-06-12,81,16.25,2.4375,11.75,-7.0,15,16,2015
2015-06-15,81,15.25,2.2875,16.75,4.0,28,29,2015
2015-06-16,81,15.6562,2.3484,17.25,14.5,11,12,2015
2015-06-17,81,15.25,2.2875,20.0,-2.75,18,19,2015
2015-06-18,81,15.7188,2.3578,22.25,16.0,15,16,2015
2015-06-19,81,16.5312,2.4797,14.25,-13.25,11,12,2015
2015-06-22,81,16.5625,2.4844,10.75,-2.0,11,12,2015
2015-06-23,81,15.25,2.2875,9.0,-0.5,8,9,2015
2015-06-24,81,15.25,2.2875,18.5,-13.25,16,17,2015
2015-06-25,81,16.0938,2.4141,15.75,-13.0,15,16,2015
2015-06-26,81,15.9688,2.3953,14.5,-2.0,18,19,2015
2015-06-29,81,15.625,2.3438,36.0,-24.0,21,22,2015
2015-06-30,81,17.625,2.6437,20.75,-12.5,32,33,2015
2015-07-01,81,17.4375,2.6156,14.75,-0.25,19,20,2015
2015-07-02,81,17.5,2.625,14.75,-6.0,10,11,2015
2015-07-03,43,18.0,2.7,4.75,-0.25,4,5,2015
2015-07-06,81,17.4688,2.6203,21.25,12.75,13,14,2015
2015-07-07,81,17.8125,2.6719,41.25,9.75,29,30,2015
2015-07-08,81,21.0,3.15,25.5,-19.25,33,34,2015
2015-07-09,81,22.375,3.3562,28.5,-24.25,16,17,2015
2015-07-10,81,21.4375,3.2156,15.25,1.75,12,13,2015
2015-07-13,81,20.75,3.1125,10.75,9.25,7,8,2015
2015-07-14,81,20.25,3.0375,14.0,10.5,4,5,2015
2015-07-15,81,20.1562,3.0234,12.75,2.25,9,10,2015
2015-07-16,81,21.1562,3.1734,7.75,3.25,6,7,2015
2015-07-17,81,19.4688,2.9203,7.25,1.25,6,7,2015
2015-07-20,81,15.2188,2.2828,9.75,-0.25,12,13,2015
2015-07-21,81,13.25,1.9875,13.75,-3.75,21,22,2015
2015-07-22,81,11.4062,1.7109,9.0,5.0,23,24,2015
2015-07-23,81,10.625,1.5938,19.0,-10.75,22,23,2015
2015-07-24,81,11.6562,1.7484,28.0,-18.5,30,31,2015
2015-07-27,81,13.4062,2.0109,13.0,0.75,26,27,2015
2015-07-28,81,13.4375,2.0156,27.5,16.0,16,17,2015
2015-07-29,81,15.9062,2.3859,17.5,12.75,18,19,2015
2015-07-30,81,17.1875,2.5781,16.25,9.0,10,11,2015
2015-07-31,81,18.0,2.7,13.25,-8.0,16,17,2015
2015-08-03,81,17.9375,2.6906,19.0,-7.5,12,13,2015
2015-08-04,81,19.1875,2.8781,14.75,-7.75,23,24,2015
2015-08-05,81,18.6562,2.7984,16.25,-4.0,10,11,2015
2015-08-06,81,17.1875,2.5781,28.0,-17.0,14,15,2015
2015-08-07,81,19.0625,2.8594,14.75,-1.5,20,21,2015
2015-08-10,81,17.4688,2.6203,14.75,13.25,7,8,2015
2015-08-11,81,17.125,2.5688,17.5,-3.75,21,22,2015
2015-08-12,81,17.2812,2.5922,38.25,20.5,24,25,2015
2015-08-13,81,20.4062,3.0609,15.75,-0.5,16,17,2015
2015-08-14,81,20.0,3.0,13.75,11.5,11,12,2015
2015-08-17,81,19.875,2.9812,25.75,18.25,6,7,2015
2015-08-18,81,21.0625,3.1594,10.0,-3.0,11,12,2015
2015-08-19,81,18.8125,2.8219,27.0,-11.5,21,22,2015
2015-08-20,81,20.3438,3.0516,40.5,-33.5,26,27,2015
2015-08-21,81,23.5625,3.5344,54.25,-40.5,25,26,2015
2015-08-24,81,28.1562,4.2234,119.75,0.0,31,32,2015
2015-08-25,81,38.3438,5.7516,87.25,-73.0,22,23,2015
2015-08-26,81,47.2812,7.0922,67.5,22.5,31,32,2015
2015-08-27,81,54.0,8.1,46.0,26.5,9,10,2015
2015-08-28,81,56.5312,8.4797,19.5,11.25,11,12,2015
2015-08-31,81,57.7188,8.6578,21.5,-10.25,7,8,2015
2015-09-01,81,57.0312,8.5547,40.75,-7.25,13,14,2015
2015-09-02,81,57.0625,8.5594,32.0,8.0,8,9,2015
2015-09-03,81,54.2812,8.1422,31.5,-9.25,8,9,2015
2015-09-04,81,43.25,6.4875,23.0,0.75,6,7,2015
2015-09-07,42,35.2188,5.2828,8.5,-0.75,3,4,2015
2015-09-08,81,27.8438,4.1766,24.75,14.5,14,15,2015
2015-09-09,81,25.1875,3.7781,52.0,-43.0,21,22,2015
2015-09-10,81,29.25,4.3875,30.5,11.0,20,21,2015
2015-09-11,81,30.375,4.5562,24.25,14.25,12,13,2015
2015-09-14,81,28.3125,4.2469,16.0,-8.75,16,17,2015
2015-09-15,81,26.3125,3.9469,29.5,21.0,10,11,2015
2015-09-16,81,26.0625,3.9094,22.0,16.75,7,8,2015
2015-09-17,81,25.9375,3.8906,39.75,-7.5,13,14,2015
2015-09-18,81,29.8438,4.4766,26.25,2.25,19,20,2015
2015-09-21,81,30.0312,4.5047,24.75,7.0,9,10,2015
2015-09-22,81,26.625,3.9937,19.0,0.75,21,22,2015
2015-09-23,81,25.1875,3.7781,18.0,-4.0,15,16,2015
2015-09-24,81,24.4062,3.6609,29.5,6.25,27,28,2015
2015-09-25,81,26.0938,3.9141,32.25,-19.75,23,24,2015
2015-09-28,81,26.4375,3.9656,43.0,-39.0,26,27,2015
2015-09-29,81,29.0625,4.3594,28.25,0.0,22,23,2015
2015-09-30,81,27.625,4.1437,24.0,7.0,22,23,2015
2015-10-01,81,27.3438,4.1016,27.0,3.5,22,23,2015
2015-10-02,81,27.625,4.1437,60.75,53.25,22,23,2015
2015-10-05,81,32.8438,4.9266,24.75,18.25,4,5,2015
2015-10-06,81,33.6875,5.0531,19.75,-7.5,14,15,2015
2015-10-07,81,32.4688,4.8703,23.75,5.75,13,14,2015
2015-10-08,81,31.4062,4.7109,30.0,24.5,14,15,2015
2015-10-09,81,29.7812,4.4672,13.5,-0.25,5,6,2015
2015-10-12,81,27.9375,4.1906,9.25,3.75,8,9,2015
2015-10-13,81,26.0938,3.9141,21.5,-5.75,8,9,2015
2015-10-14,81,25.4062,3.8109,19.25,-10.75,14,15,2015
2015-10-15,81,20.2188,3.0328,30.0,24.75,13,14,2015
2015-10-16,81,20.875,3.1313,13.75,4.0,8,9,2015
2015-10-19,81,20.125,3.0187,13.5,9.0,12,13,2015
2015-10-20,81,18.8438,2.8266,13.0,-0.5,21,22,2015
2015-10-21,81,16.7188,2.5078,23.25,-21.25,23,24,2015
2015-10-22,81,17.9375,2.6906,32.5,28.5,22,23,2015
2015-10-23,81,20.8438,3.1266,16.75,-0.25,15,16,2015
2015-10-26,81,20.25,3.0375,8.0,-4.5,11,12,2015
2015-10-27,81,18.8438,2.8266,12.5,5.0,15,16,2015
2015-10-28,81,16.6562,2.4984,29.75,20.25,20,21,2015
2015-10-29,81,18.6562,2.7984,11.0,6.0,17,18,2015
2015-10-30,81,18.3438,2.7516,18.5,-10.0,14,15,2015
2015-11-02,81,19.0312,2.8547,24.75,17.75,8,9,2015
2015-11-03,81,19.2188,2.8828,19.75,8.75,8,9,2015
2015-11-04,81,17.625,2.6437,18.0,-12.25,23,24,2015
