up,dt_entry,day,R_pts,hwb,entry_tick_low,entry_tick_high,conf400,conf800,outcome,target_first,resolved,mfe_pts,mae_pts,bars_to_out
False,2025-04-14 12:30:00,2025-04-14,31.25,5707.12,-662.0,674.0,True,False,stop,False,True,10.88,6.62,0.0
True,2025-04-14 14:45:00,2025-04-14,66.75,5724.88,-668.0,646.0,True,False,stop,False,True,25.12,9.62,0.0
False,2025-04-15 08:30:00,2025-04-15,47.5,5734.5,-120.0,411.0,True,False,stop,False,True,11.0,19.75,0.0
True,2025-04-15 09:15:00,2025-04-15,53.5,5737.5,-793.0,513.0,True,False,stop,False,True,19.75,25.25,0.0
False,2025-04-15 09:30:00,2025-04-15,52.0,5738.25,-480.0,701.0,True,False,stop,False,True,13.75,12.25,0.0
True,2025-04-15 10:30:00,2025-04-15,39.5,5732.0,-688.0,580.0,True,False,stop,False,True,14.75,6.25,1.0
True,2025-04-16 10:45:00,2025-04-16,55.0,5652.75,-777.0,251.0,True,False,stop,False,True,10.75,10.5,0.0
False,2025-04-17 11:15:00,2025-04-17,113.75,5623.38,-184.0,774.0,True,False,stop,False,True,24.38,15.38,8.0
True,2025-04-16 13:30:00,2025-04-16,29.75,5581.38,-795.0,335.0,True,False,stop,False,True,8.38,17.62,0.0
False,2025-04-16 14:45:00,2025-04-16,66.0,5563.25,-708.0,668.0,True,False,stop,False,True,14.75,26.75,0.0
True,2025-04-17 09:30:00,2025-04-17,89.25,5574.88,-615.0,559.0,True,False,stop,False,True,63.88,60.62,23.0
False,2025-04-17 10:00:00,2025-04-17,54.75,5592.12,-271.0,988.0,True,True,stop,False,True,16.12,17.62,0.0
True,2025-04-17 14:00:00,2025-04-17,66.0,5597.75,-806.0,391.0,True,True,stop,False,True,17.0,14.25,3.0
False,2025-04-17 12:30:00,2025-04-17,28.25,5616.62,-748.0,551.0,True,False,stop,False,True,13.62,13.62,1.0
True,2025-04-17 13:45:00,2025-04-17,36.25,5620.62,-918.0,629.0,True,True,stop,False,True,14.12,9.12,0.0
False,2025-04-22 08:30:00,2025-04-22,232.25,5522.62,259.0,1576.0,True,True,stop,False,True,7.38,36.62,2.0
False,2025-04-22 13:15:00,2025-04-22,77.0,5580.0,-289.0,825.0,True,True,stop,False,True,16.0,19.0,2.0
True,2025-04-22 14:15:00,2025-04-22,57.5,5570.25,-722.0,524.0,True,False,target,True,True,205.0,3.5,4.0
False,2025-04-22 14:45:00,2025-04-22,32.25,5582.88,-658.0,732.0,True,False,stop,False,True,0.88,17.38,0.0
True,2025-04-23 11:15:00,2025-04-23,212.25,5672.88,-836.0,762.0,True,True,target,True,True,160.88,9.88,58.0
False,2025-04-23 09:30:00,2025-04-23,46.25,5755.88,-499.0,452.0,True,False,stop,False,True,0.0,22.38,0.0
True,2025-04-23 09:45:00,2025-04-23,45.5,5755.5,-590.0,386.0,True,False,stop,False,True,18.75,7.0,0.0
False,2025-04-24 09:00:00,2025-04-24,114.0,5721.25,-183.0,438.0,True,False,stop,False,True,7.25,27.0,1.0
True,2025-04-23 12:30:00,2025-04-23,56.75,5692.62,-844.0,573.0,True,True,stop,False,True,22.88,8.38,4.0
False,2025-04-23 14:45:00,2025-04-23,58.0,5692.0,-774.0,643.0,True,False,stop,False,True,27.25,11.0,2.0
False,2025-04-25 09:45:00,2025-04-25,61.25,5790.12,-454.0,519.0,True,False,stop,False,True,12.62,7.62,2.0
True,2025-04-25 12:45:00,2025-04-25,74.25,5796.62,-934.0,277.0,True,True,target,True,True,58.88,6.12,10.0
False,2025-04-25 13:00:00,2025-04-25,43.25,5812.12,-148.0,634.0,True,False,stop,False,True,13.88,5.38,0.0
True,2025-04-28 09:00:00,2025-04-28,67.5,5824.25,-313.0,405.0,False,False,stop,False,True,19.25,11.5,4.0
False,2025-04-28 14:00:00,2025-04-28,86.75,5814.62,-254.0,611.0,True,False,stop,False,True,6.38,16.38,1.0
True,2025-04-29 08:30:00,2025-04-29,73.75,5808.12,-518.0,245.0,True,False,target,True,True,65.38,1.12,17.0
False,2025-04-29 08:45:00,2025-04-29,38.0,5826.0,-332.0,314.0,False,False,stop,False,True,2.25,12.5,0.0
True,2025-04-29 09:15:00,2025-04-29,42.75,5828.38,-567.0,243.0,True,False,stop,False,True,12.88,12.88,0.0
False,2025-04-29 09:30:00,2025-04-29,34.25,5832.62,-103.0,681.0,True,False,stop,False,True,13.38,9.62,0.0
True,2025-04-29 11:45:00,2025-04-29,41.0,5836.0,-800.0,262.0,True,True,stop,False,True,14.5,9.5,0.0
False,2025-04-29 12:15:00,2025-04-29,30.0,5841.5,-274.0,787.0,True,False,stop,False,True,5.25,10.0,0.0
True,2025-04-30 08:30:00,2025-04-30,50.0,5851.5,-1002.0,-184.0,True,True,stop,False,True,0.0,106.0,0.0
False,2025-04-30 10:00:00,2025-04-30,141.75,5805.62,10.0,659.0,True,False,stop,False,True,17.12,17.88,4.0
False,2025-04-30 12:15:00,2025-04-30,32.0,5807.5,-112.0,686.0,True,False,stop,False,True,8.5,14.5,0.0
True,2025-04-30 13:15:00,2025-04-30,60.25,5821.62,-616.0,559.0,True,False,stop,False,True,19.62,10.12,1.0
False,2025-04-30 14:30:00,2025-04-30,40.25,5831.62,-635.0,640.0,True,False,stop,False,True,17.62,54.38,1.0
True,2025-05-01 15:00:00,2025-05-01,150.25,5886.62,-19.0,307.0,False,False,target,True,True,112.88,5.62,11.0
False,2025-05-01 12:15:00,2025-05-01,51.0,5936.25,-527.0,612.0,True,False,stop,False,True,17.25,7.75,4.0
True,2025-05-01 14:00:00,2025-05-01,36.75,5929.12,-637.0,476.0,True,False,stop,False,True,15.88,31.12,3.0
False,2025-05-02 08:30:00,2025-05-02,66.5,5914.25,-232.0,962.0,True,True,stop,False,True,0.0,59.75,0.0
True,2025-05-06 08:30:00,2025-05-06,93.0,5927.5,-663.0,32.0,True,False,stop,False,True,0.0,35.75,0.0
False,2025-05-02 09:00:00,2025-05-02,31.75,5958.12,-368.0,436.0,True,False,stop,False,True,6.88,13.62,0.0
True,2025-05-05 08:30:00,2025-05-05,61.75,5973.12,-762.0,59.0,True,False,stop,False,True,0.0,36.88,0.0
False,2025-05-05 09:45:00,2025-05-05,69.5,5969.25,-286.0,344.0,False,False,stop,False,True,12.75,8.25,6.0
True,2025-05-05 14:45:00,2025-05-05,51.0,5960.0,-715.0,170.0,True,False,stop,False,True,4.25,11.5,0.0
False,2025-05-06 10:30:00,2025-05-06,99.25,5935.88,-428.0,499.0,True,False,stop,False,True,17.62,15.12,2.0
True,2025-05-06 11:30:00,2025-05-06,64.75,5918.62,-728.0,360.0,True,False,stop,False,True,13.12,10.62,1.0
False,2025-05-06 13:30:00,2025-05-06,51.5,5925.25,-300.0,494.0,True,False,stop,False,True,23.75,6.5,8.0
True,2025-05-07 09:45:00,2025-05-07,36.25,5917.62,-639.0,371.0,True,False,stop,False,True,16.62,12.12,0.0
False,2025-05-07 11:00:00,2025-05-07,36.5,5917.5,-547.0,422.0,True,False,stop,False,True,11.0,12.75,3.0
True,2025-05-07 12:45:00,2025-05-07,35.75,5917.12,-887.0,197.0,True,True,stop,False,True,6.62,13.38,0.0
False,2025-05-07 13:30:00,2025-05-07,59.75,5905.12,-520.0,874.0,True,True,stop,False,True,14.62,14.12,0.0
True,2025-05-07 14:15:00,2025-05-07,53.0,5901.75,-893.0,639.0,True,True,stop,False,True,19.75,9.0,0.0
False,2025-05-07 14:45:00,2025-05-07,37.75,5909.38,-721.0,623.0,True,False,stop,False,True,3.38,35.88,0.0
False,2025-05-08 10:00:00,2025-05-08,40.25,5952.38,-502.0,385.0,False,False,stop,False,True,16.62,8.38,0.0
True,2025-05-08 14:45:00,2025-05-08,88.0,5976.25,-786.0,186.0,True,False,stop,False,True,16.25,14.5,0.0
False,2025-05-12 08:30:00,2025-05-12,78.5,5981.0,-129.0,950.0,True,True,stop,False,True,0.0,151.0,0.0
False,2025-05-12 09:45:00,2025-05-12,47.0,6108.5,-386.0,360.0,False,False,stop,False,True,3.75,8.5,0.0
False,2025-05-15 10:00:00,2025-05-15,42.5,6185.0,-64.0,466.0,True,False,stop,False,True,6.5,5.25,0.0
True,2025-05-19 08:30:00,2025-05-19,93.0,6210.25,-1080.0,73.0,True,True,stop,False,True,5.5,18.75,0.0
False,2025-05-19 08:45:00,2025-05-19,65.25,6224.12,-348.0,133.0,False,False,stop,False,True,11.88,17.38,1.0
True,2025-05-20 13:15:00,2025-05-20,75.25,6229.12,-1015.0,223.0,True,True,stop,False,True,11.88,13.12,0.0
False,2025-05-20 14:45:00,2025-05-20,60.75,6236.38,-645.0,413.0,True,False,target,True,True,82.12,3.88,17.0
True,2025-05-21 08:30:00,2025-05-21,34.25,6223.12,-850.0,-41.0,True,True,stop,False,True,0.0,30.38,0.0
False,2025-05-21 09:00:00,2025-05-21,47.5,6216.5,-359.0,457.0,True,False,stop,False,True,9.5,7.25,0.0
True,2025-05-21 12:00:00,2025-05-21,42.75,6214.12,-872.0,218.0,True,True,stop,False,True,13.12,6.12,0.0
True,2025-05-21 13:00:00,2025-05-21,34.75,6163.62,-842.0,631.0,True,True,stop,False,True,9.12,7.12,0.0
False,2025-05-22 08:45:00,2025-05-22,59.0,6151.5,-508.0,319.0,False,False,stop,False,True,23.0,8.25,1.0
True,2025-05-22 09:15:00,2025-05-22,37.75,6140.88,-572.0,349.0,True,False,stop,False,True,8.88,7.88,0.0
False,2025-05-22 10:00:00,2025-05-22,37.0,6141.25,-238.0,434.0,True,False,stop,False,True,10.25,5.0,1.0
True,2025-05-22 14:45:00,2025-05-22,51.5,6148.5,-840.0,402.0,True,True,stop,False,True,16.5,15.5,0.0
False,2025-05-23 12:45:00,2025-05-23,114.5,6117.0,-371.0,771.0,True,False,stop,False,True,29.75,55.25,10.0
True,2025-05-23 14:45:00,2025-05-23,63.25,6091.38,-639.0,628.0,True,False,target,True,True,80.88,4.12,2.0
False,2025-05-26 08:30:00,2025-05-26,35.75,6105.12,,,False,False,stop,False,True,0.0,67.12,0.0
False,2025-05-29 08:30:00,2025-05-29,59.25,6202.12,-120.0,946.0,True,True,stop,False,True,0.0,33.38,0.0
True,2025-05-29 09:00:00,2025-05-29,63.0,6204.0,-536.0,434.0,True,False,stop,False,True,15.25,12.75,0.0
False,2025-05-29 11:45:00,2025-05-29,72.25,6199.38,-367.0,649.0,True,False,stop,False,True,20.62,10.62,12.0
True,2025-05-30 08:30:00,2025-05-30,46.75,6186.62,-551.0,13.0,True,False,stop,False,True,5.38,12.38,0.0
False,2025-05-30 09:00:00,2025-05-30,45.75,6187.12,-338.0,415.0,True,False,stop,False,True,17.12,9.12,0.0
True,2025-05-30 10:15:00,2025-05-30,35.5,6182.0,-436.0,529.0,True,False,stop,False,True,12.25,7.5,1.0
False,2025-05-30 12:45:00,2025-05-30,67.25,6166.12,-605.0,631.0,True,False,stop,False,True,10.62,10.88,1.0
True,2025-06-02 08:45:00,2025-06-02,79.5,6172.25,-755.0,116.0,True,False,stop,False,True,21.75,22.5,1.0
False,2025-06-02 09:15:00,2025-06-02,62.25,6180.88,-383.0,534.0,True,False,stop,False,True,14.38,14.38,1.0
True,2025-06-05 14:15:00,2025-06-05,128.5,6214.0,-1194.0,616.0,True,True,open,False,False,93.0,6.0,
False,2025-06-05 09:15:00,2025-06-05,41.5,6257.5,-425.0,584.0,True,False,stop,False,True,20.25,15.5,1.0
True,2025-06-05 11:45:00,2025-06-05,51.5,6262.5,-830.0,388.0,True,True,stop,False,True,4.25,22.5,0.0
False,2025-06-06 08:30:00,2025-06-06,80.25,6248.12,-104.0,779.0,True,False,stop,False,True,0.0,53.38,0.0
False,2025-06-06 12:45:00,2025-06-06,40.5,6284.0,-374.0,337.0,False,False,stop,False,True,1.5,10.5,1.0
True,2025-06-11 13:00:00,2025-06-11,80.25,6303.88,-1060.0,466.0,True,True,stop,False,True,17.12,18.38,1.0
False,2025-06-11 13:45:00,2025-06-11,58.5,6314.75,-809.0,347.0,False,False,stop,False,True,27.0,9.5,10.0
True,2025-06-13 08:30:00,2025-06-13,45.0,6308.0,-894.0,14.0,True,True,stop,False,True,0.0,36.25,0.0
False,2025-06-13 10:15:00,2025-06-13,74.0,6293.5,-355.0,649.0,True,False,stop,False,True,9.25,14.0,2.0
True,2025-06-13 12:15:00,2025-06-13,52.5,6282.75,-840.0,565.0,True,True,stop,False,True,14.25,6.75,3.0
False,2025-06-16 08:30:00,2025-06-16,64.5,6276.75,-257.0,957.0,True,True,stop,False,True,0.0,31.25,0.0
True,2025-06-17 08:30:00,2025-06-17,92.0,6290.5,-497.0,328.0,True,False,stop,False,True,18.25,14.5,16.0
False,2025-06-18 09:15:00,2025-06-18,78.75,6297.12,-106.0,521.0,True,False,target,True,True,85.12,4.12,24.0
True,2025-06-18 12:15:00,2025-06-18,43.5,6279.5,-499.0,214.0,True,False,stop,False,True,6.0,10.5,1.0
False,2025-06-20 08:30:00,2025-06-20,104.25,6249.12,30.0,866.0,True,True,stop,False,True,0.0,49.38,0.0
True,2025-06-20 09:45:00,2025-06-20,101.5,6247.75,-550.0,320.0,True,False,stop,False,True,19.5,17.0,11.0
False,2025-06-23 08:45:00,2025-06-23,67.75,6264.62,-147.0,350.0,False,False,stop,False,True,8.12,17.88,1.0
True,2025-06-23 11:00:00,2025-06-23,55.0,6258.25,-560.0,152.0,True,False,stop,False,True,5.25,14.5,1.0
False,2025-06-23 11:45:00,2025-06-23,65.0,6253.25,-906.0,736.0,True,False,stop,False,True,19.25,10.0,1.0
False,2025-06-27 14:45:00,2025-06-27,55.75,6438.62,-420.0,628.0,True,False,stop,False,True,5.12,15.62,0.0
False,2025-07-01 10:15:00,2025-07-01,38.0,6474.0,-64.0,610.0,True,False,stop,False,True,18.5,7.25,3.0
True,2025-07-04 08:30:00,2025-07-04,105.75,6507.88,,,False,False,stop,False,True,29.38,20.12,25.0
False,2025-07-09 08:30:00,2025-07-09,87.0,6517.25,34.0,691.0,True,False,stop,False,True,0.0,20.0,0.0
True,2025-07-09 09:45:00,2025-07-09,69.0,6508.25,-429.0,285.0,True,False,target,True,True,53.75,4.75,39.0
False,2025-07-09 13:00:00,2025-07-09,39.25,6523.12,-309.0,483.0,True,False,stop,False,True,4.62,5.12,0.0
True,2025-07-11 08:30:00,2025-07-11,59.5,6533.25,-756.0,-5.0,True,False,stop,False,True,0.0,25.75,0.0
False,2025-07-11 09:30:00,2025-07-11,57.0,6534.5,-659.0,305.0,False,False,stop,False,True,26.5,8.0,43.0
True,2025-07-15 09:30:00,2025-07-15,63.25,6537.62,-692.0,222.0,True,False,stop,False,True,8.38,10.12,1.0
False,2025-07-16 11:45:00,2025-07-16,100.75,6518.88,-783.0,775.0,True,False,stop,False,True,19.12,13.88,8.0
False,2025-07-22 12:15:00,2025-07-22,55.25,6573.88,-76.0,712.0,True,False,stop,False,True,13.88,7.12,9.0
True,2025-07-30 13:45:00,2025-07-30,121.25,6606.88,-1033.0,507.0,True,True,stop,False,True,71.62,21.12,31.0
False,2025-07-30 09:15:00,2025-07-30,43.75,6645.62,-195.0,311.0,False,False,stop,False,True,15.88,5.88,15.0
True,2025-07-30 13:45:00,2025-07-30,33.5,6640.5,-1033.0,507.0,True,True,stop,False,True,7.0,35.0,0.0
False,2025-07-30 14:45:00,2025-07-30,63.0,6625.75,-608.0,788.0,True,False,stop,False,True,27.5,37.0,1.0
True,2025-07-31 10:00:00,2025-07-31,84.25,6636.38,-683.0,359.0,True,False,stop,False,True,26.38,13.38,9.0
True,2025-07-31 14:15:00,2025-07-31,37.5,6611.75,-810.0,510.0,True,True,stop,False,True,6.75,6.75,0.0
False,2025-07-31 15:00:00,2025-07-31,44.75,6608.12,-2.0,133.0,False,False,stop,False,True,15.62,14.12,0.0
True,2025-08-01 08:30:00,2025-08-01,36.5,6604.0,-528.0,49.0,True,False,stop,False,True,0.0,106.5,0.0
False,2025-08-04 08:30:00,2025-08-04,151.0,6546.75,-36.0,823.0,True,True,stop,False,True,17.25,19.75,1.0
True,2025-08-01 11:45:00,2025-08-01,53.25,6497.88,-691.0,566.0,True,False,stop,False,True,13.12,11.62,0.0
False,2025-08-01 13:30:00,2025-08-01,57.5,6495.75,-248.0,681.0,True,False,stop,False,True,7.5,9.25,0.0
False,2025-08-05 12:30:00,2025-08-05,56.25,6571.12,-176.0,486.0,True,False,stop,False,True,20.38,7.38,13.0
True,2025-08-07 10:00:00,2025-08-07,99.0,6592.5,-417.0,378.0,True,False,stop,False,True,10.5,17.0,6.0
False,2025-08-07 15:00:00,2025-08-07,80.0,6602.0,-222.0,6.0,False,False,stop,False,True,8.25,16.0,1.0
False,2025-08-12 08:30:00,2025-08-12,44.0,6637.0,-433.0,652.0,True,False,stop,False,True,0.0,30.25,0.0
False,2025-08-14 09:15:00,2025-08-14,39.75,6710.12,-390.0,113.0,False,False,stop,False,True,6.12,7.88,1.0
True,2025-08-15 08:45:00,2025-08-15,35.25,6707.88,-359.0,267.0,False,False,stop,False,True,8.38,6.88,0.0
False,2025-08-22 09:00:00,2025-08-22,135.25,6657.88,-169.0,896.0,True,True,stop,False,True,16.12,49.88,0.0
True,2025-08-21 08:30:00,2025-08-21,61.5,6621.0,-719.0,59.0,True,False,stop,False,True,4.25,8.5,0.0
False,2025-08-21 09:00:00,2025-08-21,48.75,6627.38,-308.0,520.0,True,False,stop,False,True,21.38,6.88,0.0
True,2025-08-21 09:30:00,2025-08-21,36.75,6621.38,-546.0,183.0,True,False,stop,False,True,17.62,7.12,2.0
False,2025-08-21 12:45:00,2025-08-21,42.0,6618.75,-509.0,543.0,True,False,stop,False,True,8.25,6.25,5.0
False,2025-08-26 14:15:00,2025-08-26,51.75,6697.88,-337.0,557.0,True,False,stop,False,True,2.62,6.38,0.0
True,2025-08-29 08:45:00,2025-08-29,78.5,6711.25,-461.0,245.0,True,False,stop,False,True,10.75,22.0,1.0
False,2025-09-03 08:30:00,2025-09-03,139.75,6680.62,-169.0,497.0,True,False,stop,False,True,26.62,21.62,27.0
True,2025-09-02 09:30:00,2025-09-02,41.75,6631.62,-511.0,365.0,True,False,stop,False,True,15.12,9.12,1.0
False,2025-09-02 12:15:00,2025-09-02,53.25,6625.88,-292.0,405.0,True,False,stop,False,True,8.88,14.62,1.0
False,2025-09-03 14:45:00,2025-09-03,37.75,6672.88,-377.0,649.0,True,False,stop,False,True,3.62,13.88,0.0
True,2025-09-05 09:15:00,2025-09-05,115.25,6711.62,-732.0,294.0,True,False,stop,False,True,25.88,16.38,1.0
False,2025-09-08 08:30:00,2025-09-08,89.75,6724.38,-237.0,440.0,True,False,stop,False,True,0.0,12.12,0.0
False,2025-09-10 14:45:00,2025-09-10,39.75,6769.88,-384.0,655.0,True,False,stop,False,True,9.88,19.88,2.0
True,2025-09-17 13:30:00,2025-09-17,109.0,6804.5,-1205.0,644.0,True,True,stop,False,True,41.0,22.75,1.0
False,2025-09-17 14:00:00,2025-09-17,77.25,6820.38,-855.0,1007.0,True,True,stop,False,True,6.38,22.12,0.0
True,2025-09-24 10:45:00,2025-09-24,145.75,6854.62,-764.0,66.0,True,False,stop,False,True,19.62,52.62,18.0
False,2025-09-26 08:30:00,2025-09-26,125.5,6864.75,-74.0,580.0,True,False,stop,False,True,36.75,32.25,27.0
True,2025-09-25 12:15:00,2025-09-25,43.75,6823.88,-981.0,470.0,True,True,stop,False,True,9.88,7.12,0.0
False,2025-09-25 13:15:00,2025-09-25,50.75,6820.38,-316.0,738.0,True,False,stop,False,True,9.62,12.88,1.0
True,2025-09-26 09:15:00,2025-09-26,79.5,6834.75,-469.0,328.0,True,False,target,True,True,62.25,6.75,24.0
False,2025-09-26 11:15:00,2025-09-26,46.5,6851.25,-372.0,602.0,True,False,stop,False,True,12.25,6.25,0.0
True,2025-09-30 09:30:00,2025-09-30,74.0,6865.0,-619.0,12.0,True,False,target,True,True,56.25,1.25,37.0
False,2025-09-30 11:15:00,2025-09-30,38.25,6882.88,-195.0,721.0,True,False,stop,False,True,7.88,5.88,0.0
True,2025-10-01 08:30:00,2025-10-01,50.5,6889.0,-318.0,281.0,False,False,stop,False,True,10.75,12.0,0.0
False,2025-10-01 09:15:00,2025-10-01,38.25,6895.12,-303.0,219.0,False,False,stop,False,True,3.38,7.88,0.0
True,2025-10-02 10:30:00,2025-10-02,75.0,6913.5,-671.0,319.0,True,False,target,True,True,56.5,1.25,28.0
False,2025-10-02 12:15:00,2025-10-02,38.75,6931.62,-333.0,240.0,False,False,stop,False,True,4.38,8.62,3.0
True,2025-10-03 12:45:00,2025-10-03,58.5,6941.5,-894.0,133.0,True,True,stop,False,True,3.0,16.75,0.0
False,2025-10-03 13:15:00,2025-10-03,46.0,6947.75,-318.0,727.0,True,False,stop,False,True,16.75,11.75,8.0
True,2025-10-07 09:45:00,2025-10-07,47.75,6948.62,-348.0,272.0,False,False,stop,False,True,6.62,18.88,1.0
False,2025-10-08 08:30:00,2025-10-08,54.5,6945.25,-225.0,850.0,True,True,stop,False,True,10.0,16.25,2.0
True,2025-10-09 09:30:00,2025-10-09,62.25,6949.12,-437.0,87.0,True,False,stop,False,True,6.12,9.88,1.0
False,2025-10-10 08:30:00,2025-10-10,48.75,6955.88,-20.0,605.0,True,False,stop,False,True,0.12,18.12,0.0
True,2025-10-10 09:45:00,2025-10-10,45.75,6954.38,-1188.0,324.0,True,True,stop,False,True,13.88,41.12,0.0
True,2025-10-10 11:00:00,2025-10-10,46.5,6853.0,-748.0,599.0,True,False,stop,False,True,4.0,15.75,0.0
False,2025-10-13 08:30:00,2025-10-13,116.0,6818.25,-81.0,1138.0,True,True,stop,False,True,0.0,33.5,0.0
True,2025-10-14 08:30:00,2025-10-14,107.5,6814.0,-840.0,214.0,True,True,stop,False,True,0.0,48.5,0.0
False,2025-10-13 10:15:00,2025-10-13,35.25,6850.12,-293.0,605.0,True,False,stop,False,True,1.12,13.88,0.0
True,2025-10-13 13:45:00,2025-10-13,49.75,6857.38,-801.0,161.0,True,True,stop,False,True,14.12,91.88,6.0
False,2025-10-14 09:15:00,2025-10-14,118.25,6823.12,-353.0,580.0,True,False,stop,False,True,12.12,21.88,3.0
True,2025-10-15 12:15:00,2025-10-15,129.25,6828.62,-945.0,590.0,True,True,stop,False,True,92.62,16.38,30.0
False,2025-10-15 08:30:00,2025-10-15,56.5,6865.0,91.0,766.0,True,False,stop,False,True,0.0,46.0,0.0
True,2025-10-15 10:30:00,2025-10-15,100.75,6887.12,-658.0,184.0,True,False,stop,False,True,25.88,14.38,1.0
False,2025-10-15 13:15:00,2025-10-15,115.25,6879.88,-366.0,434.0,True,False,stop,False,True,13.38,15.38,7.0
True,2025-10-16 11:00:00,2025-10-16,99.0,6871.75,-617.0,564.0,True,False,stop,False,True,13.0,16.0,1.0
False,2025-10-16 12:15:00,2025-10-16,95.75,6873.38,-769.0,806.0,True,True,target,True,True,70.62,2.12,5.0
True,2025-10-16 12:30:00,2025-10-16,50.0,6850.5,-861.0,360.0,True,True,stop,False,True,22.25,6.75,1.0
False,2025-10-16 13:45:00,2025-10-16,72.75,6839.12,-510.0,575.0,True,False,stop,False,True,26.88,16.12,7.0
True,2025-10-17 09:30:00,2025-10-17,65.5,6835.5,-776.0,415.0,True,False,stop,False,True,19.25,11.75,1.0
False,2025-10-17 10:45:00,2025-10-17,57.0,6839.75,-373.0,637.0,True,False,stop,False,True,7.25,13.25,0.0
True,2025-10-22 11:30:00,2025-10-22,149.25,6885.88,-1057.0,819.0,True,True,stop,False,True,25.38,22.62,4.0
False,2025-10-22 15:00:00,2025-10-22,91.75,6914.62,-22.0,191.0,False,False,stop,False,True,7.88,22.12,2.0
True,2025-10-22 12:00:00,2025-10-22,42.5,6890.0,-597.0,568.0,True,False,stop,False,True,16.0,14.0,1.0
False,2025-10-22 13:15:00,2025-10-22,49.75,6886.38,-639.0,820.0,True,True,stop,False,True,20.38,6.88,1.0
False,2025-10-29 13:45:00,2025-10-29,69.75,7087.88,-844.0,610.0,True,False,stop,False,True,32.12,11.62,4.0
True,2025-10-30 08:30:00,2025-10-30,63.25,7084.62,-616.0,271.0,True,False,stop,False,True,0.0,46.12,0.0
False,2025-10-30 08:45:00,2025-10-30,77.75,7077.38,-273.0,279.0,False,False,target,True,True,58.12,7.12,40.0
True,2025-10-30 09:15:00,2025-10-30,46.0,7061.5,-386.0,338.0,False,False,stop,False,True,21.0,5.5,5.0
False,2025-10-31 08:30:00,2025-10-31,62.75,7053.12,-294.0,222.0,False,False,stop,False,True,1.38,20.12,0.0
True,2025-10-31 09:15:00,2025-10-31,51.5,7047.5,-432.0,337.0,True,False,stop,False,True,22.75,14.5,7.0
False,2025-10-31 13:00:00,2025-10-31,59.0,7043.75,-133.0,525.0,True,False,stop,False,True,13.5,9.0,4.0
True,2025-11-03 08:45:00,2025-11-03,66.0,7047.25,-231.0,294.0,False,False,stop,False,True,9.75,9.75,1.0
False,2025-11-03 10:30:00,2025-11-03,60.0,7050.25,-222.0,571.0,True,False,stop,False,True,9.5,7.25,1.0
True,2025-11-04 08:30:00,2025-11-04,43.75,7042.12,-917.0,133.0,True,True,stop,False,True,0.0,75.62,0.0
False,2025-11-04 09:15:00,2025-11-04,97.5,7015.25,-300.0,326.0,False,False,stop,False,True,54.75,13.25,36.0
True,2025-11-04 11:00:00,2025-11-04,53.5,6993.25,-456.0,192.0,True,False,stop,False,True,9.25,16.5,1.0
False,2025-11-05 08:45:00,2025-11-05,59.5,6990.25,-191.0,357.0,False,False,stop,False,True,27.5,10.0,1.0
True,2025-11-05 14:45:00,2025-11-05,68.0,6994.5,-395.0,161.0,False,False,stop,False,True,20.25,19.5,2.0
False,2025-11-10 08:30:00,2025-11-10,124.25,6966.38,-74.0,787.0,True,False,stop,False,True,0.0,38.88,0.0
True,2025-11-06 14:45:00,2025-11-06,51.0,6929.75,-583.0,202.0,True,False,stop,False,True,4.0,16.5,0.0
False,2025-11-07 13:30:00,2025-11-07,129.0,6890.75,-223.0,825.0,True,True,stop,False,True,11.25,20.0,0.0
False,2025-11-10 11:00:00,2025-11-10,43.0,6985.0,-383.0,484.0,True,False,stop,False,True,7.0,7.75,0.0
True,2025-11-13 08:30:00,2025-11-13,73.0,7000.0,-451.0,109.0,True,False,stop,False,True,20.0,10.75,0.0
False,2025-11-11 10:15:00,2025-11-11,35.25,7018.88,-315.0,393.0,False,False,stop,False,True,17.38,9.38,4.0
True,2025-11-12 09:30:00,2025-11-12,62.25,7032.38,-414.0,284.0,True,False,stop,False,True,13.88,7.38,2.0
False,2025-11-14 10:15:00,2025-11-14,222.25,6952.38,-183.0,639.0,True,False,target,True,True,178.38,13.88,49.0
True,2025-11-17 08:30:00,2025-11-17,125.0,6903.75,-340.0,117.0,False,False,stop,False,True,41.75,18.25,7.0
False,2025-11-14 13:00:00,2025-11-14,42.0,6945.25,-507.0,490.0,True,False,stop,False,True,13.25,8.5,1.0
True,2025-11-14 14:15:00,2025-11-14,36.25,6942.38,-667.0,447.0,True,False,stop,False,True,5.88,11.12,0.0
False,2025-11-17 08:45:00,2025-11-17,63.25,6928.88,-221.0,325.0,False,False,stop,False,True,2.38,16.62,0.0
True,2025-11-17 09:00:00,2025-11-17,48.25,6921.38,-473.0,250.0,True,False,stop,False,True,18.88,8.62,0.0
False,2025-11-17 10:30:00,2025-11-17,60.0,6915.5,-352.0,431.0,True,False,stop,False,True,4.0,13.75,0.0
True,2025-11-17 11:45:00,2025-11-17,52.75,6911.88,-808.0,78.0,True,True,stop,False,True,6.12,12.38,0.0
False,2025-11-20 08:30:00,2025-11-20,109.0,6883.75,-75.0,1014.0,True,True,stop,False,True,0.0,64.0,0.0
True,2025-11-18 08:30:00,2025-11-18,42.5,6850.5,-540.0,191.0,True,False,stop,False,True,0.0,34.25,0.0
