Assembly,Type,Kind,Member,MemberType,Access
"MZpack.NT8","MZpack.NT8.Debug","Method","Assert","Void","public"
"MZpack.NT8","MZpack.NT8.EnumToItemsSource","Field","EXcNXPJnrk","Type","nonpublic"
"MZpack.NT8","MZpack.NT8.EnumToItemsSource","Method","ProvideValue","Object","public"
"MZpack.NT8","MZpack.NT8.EnumToItemsSource+<>c","Field","tkQNtpQ02K","<>c","public"
"MZpack.NT8","MZpack.NT8.EnumToItemsSource+<>c","Field","bn4N1Bhr0S","Func`2","public"
"MZpack.NT8","MZpack.NT8.EnumToItemsSource+<>c","Method","pTVNirGsgV","<>f__AnonymousType0`2","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","Invoker","UIElement","public"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","Location","Point","public"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","checkBoxUseAlert","CheckBox","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","comboBoxEvent","ComboBox","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","comboBoxDirection","ComboBox","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","label","Label","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","textBoxSoundFile","TextBox","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","labelSoundFile","Label","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","checkBoxRearm","CheckBox","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","labelSoundFile_Copy","Label","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","label2","Label","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","labelAlarmed","Label","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","textBoxRearmInterval","TextBox","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","Stroke","Label","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Field","C2hNBcR00l","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Method","SwpNETnunK","Void","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Method","InitializeComponent","Void","public"
"MZpack.NT8","MZpack.NT8.LevelSettingsWindow","Method","System.Windows.Markup.IComponentConnector.Connect","Void","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelValuePosition","Field","value__","Int32","public"
"MZpack.NT8","MZpack.NT8.LevelValuePosition","Field","Left","LevelValuePosition","public"
"MZpack.NT8","MZpack.NT8.LevelValuePosition","Field","Right","LevelValuePosition","public"
"MZpack.NT8","MZpack.NT8.LevelValuePosition","Field","AboveLeft","LevelValuePosition","public"
"MZpack.NT8","MZpack.NT8.LevelValuePosition","Field","AboveRight","LevelValuePosition","public"
"MZpack.NT8","MZpack.NT8.LevelValuePosition","Field","None","LevelValuePosition","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelsEnabled","Boolean","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","ResistanceLevelStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelValuePosition","LevelValuePosition","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelValuePositionSerialize","Int32","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelValueBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelValueBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelValueFont","SimpleFont","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","UseLevelAlert","Boolean","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelAlertEvent","AlertEvent","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelAlertEventSerialize","Int32","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelAlertRearm","Boolean","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelAlertRearmInterval","Int32","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","LevelAlertSound","String","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","AddRemoveLevelKey","KeyBase","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","AddRemoveLevelKeySerialize","Int32","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","ModifyLevelKey","KeyBase","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","MouseDragLevels","Boolean","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Property","Levels","List`1","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","djKNpLZ9u0","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","JtaNdofAwE","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","URQNsXMdwV","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","Cv1NA5B82J","LevelValuePosition","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","HdRN7XIEiV","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","NgWNnOhNAw","SimpleFont","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","FhpNJ7s3Kf","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","zpIN8S4ruu","AlertEvent","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","sdAN3QDO3u","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","zL1N9rlQRL","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","KbbNug5D65","String","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","XPJNxUfGPw","KeyBase","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","QqKNqQnujy","KeyBase","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","MZHN2A7XXp","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Field","yLkNGVufTH","List`1","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Method","CreateLevel","LevelBase","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Method","GetLevelValueByY","Double","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Method","GetCurrentChartValue","Double","public"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Method","cOcNZ7vZId","Void","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Method","MZpack.IIndicator.GetCurrentBid","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.LevelsIndicator","Method","MZpack.IIndicator.GetCurrentAsk","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BuyAggressiveShapeBorderStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SellAggressiveShapeBorderStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileBuyBrushDx","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileSellBrushDx","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileBackBrushDx","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileVolumesBrushDx","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeFilterType","TradeFilterType","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","FilterLogic","TradeFilterLogic","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeFilterEnable","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeFilterMin","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeFilterMax","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeMultipleOfFilterEnable","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeMultipleOfFilterValue","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","IcebergFilterEnable","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","IcebergAlgo","IcebergAlgo","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","IcebergFilterMin","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","DomPressureFilterEnable","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","DomPressureFilterMin","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","DomPressureFilterMax","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","DomSupportFilterEnable","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","DomSupportFilterMin","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","DomSupportFilterMax","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","AutoFilterDays","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","AutoFilterTradesPerDay","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","AggressionFilterEnable","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","AggressionFilterMin","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","AggressionFilterMax","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SmartFilterEnable","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeFilterSelectionEnable","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeFilterSelection","TradeFilterSelection","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeFilterSelection_PercentOfVolumes","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradeFilterSelection_PercentOfNumber","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","PresentationType","PresentationType","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TapePosition","TapePosition","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TapePresentationOffsetPx","Single","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TapePresentationPxPerStep","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TapePresentationRefreshMs","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TapeMinMarkerSize","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TapeMaxMarkerSize","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","MarkerBase","TradeMarkerBase","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","ShowMaxNumberOfTradesInChartFrame","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","MarkerType","TradeMarkerType","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","MarkerPosition","TradeMarkerPosition","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BuyLineStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SellLineStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","MaxLineLength","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","ScaleLineThickness","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","MaxShapeExtent","Double","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BuyShapeBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BuyShapeBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BuyShapeBorderStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SellShapeBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SellShapeBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SellShapeBorderStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","IcebergBorderStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","ColorMode","ColorMode","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SaturationPresetNumber","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","ShowDomPressure","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","ShowDomSupport","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TriangleLineThickness","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","LiquidityPullingStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","ShowTradePOC","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradePOCStroke","Stroke","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","VolumesPosition","VolumesPosition","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","AutoscaleVolumeText","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","VolumeTextSimpleFont","SimpleFont","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BuyInShapeVolumeBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BuyInShapeVolumeBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SellInShapeVolumeBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SellInShapeVolumeBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileShow","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileWidth","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfilePosition","ProfilePosition","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileMargin","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileBuyBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileBuyBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileSellBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileSellBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileShowVolumes","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileVolumesFont","SimpleFont","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileVolumesBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileVolumesBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileBackBrush","Brush","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","TradesVolumeProfileBackBrushSerializable","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","DrawOnRightMargin","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","ShowPopupInfo","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","OrderTicks","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","PopupInfoFont","SimpleFont","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","UseBigTradeAlert","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BuyBigTradeAlert","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","SellBigTradeAlert","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","UseBigTradeEmail","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","BigTradeEmail","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","OptimizeRenderPerformance","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","MaximalRenderMs","Int32","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Property","OrderflowApplyMode","OrderflowApplyMode","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","x1pNVVeu6S","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","egcNSSIhEN","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","beaNj0MQaO","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","manNy7NdQZ","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","I7nNmGmLd3","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","xe6NkuPehl","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","L7GNLYFKmX","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","sAfNWCB8F2","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","aBBNwyJrga","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","lA1NDksv9D","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","QkBNgtK68V","IcebergAlgo","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","mf7NYY3YP0","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","KJFNFCjNSU","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","kL4Nz3cRTj","TradeFilterType","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","K2AHcDQeHa","TradeFilterLogic","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","ti0H6ZuEwV","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","ID7HoGR1ee","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","CZPHbHN6p5","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","KGvHNkUJ2K","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","fNbHHPHYWZ","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","RToHeMIR2b","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","FnKHrvND12","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","KJLHTHkE73","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","W63HPTcyDL","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","TFjHaQNk3s","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","UZ6Hv2mnxD","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","htbHKmAuYm","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","zfaHlUf903","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","PGBHCSYGQG","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","mW6HQpEgmm","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","fcVHXNtlYg","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","AZLHiyDZOG","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","AYbHtHXqsd","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","UFyH1LEfwk","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","CuNHEbgP0E","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","Ru1HBo2xmH","TradeFilterSelection","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","hguHZqw9KS","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","iO6Hp7ILZT","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","BUjHd9sUu2","PresentationType","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","bIHHs5g6SZ","TapePosition","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","RP8HA3Paty","Single","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","fB6H7cLHft","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","XKKHnepufQ","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","GHdHJgrZ8u","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","Ey2H8a5NRa","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","OYnH3LcI6g","TradeMarkerBase","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","XjSH9G6hoj","TradeMarkerType","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","tGtHuSFq8c","TradeMarkerPosition","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","C3bHxnB30P","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","kbKHqO4jyy","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","JoTH2mQNxr","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","BY8HGBxfmK","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","eyTHIBVHdR","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","GO7HhNlwCy","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","uN2H5SEXdH","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","XVvHO06GCK","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","idyH0ZYuH5","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","CZJHRyiYZZ","ColorMode","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","wDWHfOZVSt","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","V5SHVRvlTk","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","yWLHSlkV2B","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","THNHjWY3jY","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","riiHybiKDV","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","MnnHmcY1Sa","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","zllHk2WVwQ","Stroke","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","B7YHMTceWK","VolumesPosition","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","i4dHUQQB7K","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","kl8H4C9D3i","SimpleFont","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","Of0HLxr0uB","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","wWDHWTBZHW","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","gMmHwhDZov","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","OcmHDuaEEi","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","dmAHgwV6Cd","ProfilePosition","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","MkRHYUyy0R","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","hGbHFg8bbO","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","ncDHzpR9JR","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","BdDechZfv8","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","droe6OYbQR","SimpleFont","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","hKWeofqkMn","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","YTtebwPAlm","Brush","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","Q6jeNnj7pI","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","gY4eH5JAaA","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","u8SeeWX68M","SimpleFont","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","zXNerXG2T4","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","P4AeT3rOGn","String","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","hQbePJRh8C","String","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","xmFea2VdTP","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","f9AevEfiCe","String","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","HK8eKcuNBJ","Boolean","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","IKCelo9wof","Int32","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","WZLNMAHJfy","Single","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","Gm4NUYVdtQ","Single","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Field","EnfN4BW1Im","Single","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","MZpack.IIndicator.GetCurrentBid","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","MZpack.IIndicator.GetCurrentAsk","Double","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","Initialize","Void","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","OnConnectionStatusUpdate","Void","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","NoTickReplayHistoricalSupport","Boolean","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","OnMarketData","Void","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","Render","Void","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","RenderTargetChanged","Void","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","CreateUnmanagedGraphics","Void","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","DisposeUnmanagedGraphics","Void","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","FreezeCustomBrushes","Void","nonpublic"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","IndicatorName","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","ToolbarIndicatorName","String","public"
"MZpack.NT8","MZpack.NT8.mzBigTrade","Method","Notify","Void","public"
