spec,medabs_fit,medbias_fit,exact_fit,within5_fit,within25_fit,agree_fit,n_fit,medabs_hold,medbias_hold,exact_hold,within5_hold,within25_hold,agree_hold,n_hold
ex1|mqspot|W50|maxswing,20.0,0.0,0.09854014598540146,0.23905109489051096,0.6423357664233577,0.9288321167883211,548,15.0,-5.0,0.189873417721519,0.34651898734177217,0.8496835443037974,0.9572784810126582,632
all|cspot|W20|maxswing,20.0,0.0,0.08394160583941605,0.23722627737226276,0.6076642335766423,0.8576642335766423,548,15.0,0.0,0.11550632911392406,0.3037974683544304,0.7468354430379747,0.8544303797468354,632
all|mqspot|W20|maxswing,20.0,0.0,0.08394160583941605,0.23722627737226276,0.6076642335766423,0.8576642335766423,548,15.0,0.0,0.11550632911392406,0.3037974683544304,0.7468354430379747,0.8544303797468354,632
all|cspot|W25|maxswing,20.0,0.0,0.1332116788321168,0.25364963503649635,0.6952554744525548,0.8759124087591241,548,15.0,0.0,0.13765822784810128,0.3275316455696203,0.8718354430379747,0.884493670886076,632
all|mqspot|W25|maxswing,20.0,0.0,0.1332116788321168,0.25364963503649635,0.6952554744525548,0.8759124087591241,548,15.0,0.0,0.13765822784810128,0.3275316455696203,0.8718354430379747,0.884493670886076,632
all|cspot|W35|near,20.0,0.0,0.08211678832116788,0.20072992700729927,0.6678832116788321,0.8996350364963503,548,15.0,-5.0,0.07753164556962025,0.22943037974683544,0.7658227848101266,0.8924050632911392,632
all|cspot|W35|maxswing,20.0,0.0,0.07846715328467153,0.19160583941605838,0.6514598540145985,0.8959854014598541,548,15.0,-5.0,0.07911392405063292,0.22943037974683544,0.7721518987341772,0.8971518987341772,632
all|mqspot|W35|near,20.0,0.0,0.08211678832116788,0.20072992700729927,0.6697080291970803,0.8996350364963503,548,15.0,-5.0,0.07753164556962025,0.22943037974683544,0.7658227848101266,0.8860759493670886,632
all|mqspot|W35|maxswing,20.0,0.0,0.07846715328467153,0.19160583941605838,0.6514598540145985,0.8959854014598541,548,15.0,-5.0,0.07911392405063292,0.22943037974683544,0.7721518987341772,0.8971518987341772,632
all|cspot|W50|near,20.0,0.0,0.08394160583941605,0.20255474452554745,0.6076642335766423,0.8996350364963503,548,20.0,-5.0,0.11550632911392406,0.25316455696202533,0.7341772151898734,0.9161392405063291,632
all|mqspot|W50|near,20.0,0.0,0.08394160583941605,0.20255474452554745,0.6076642335766423,0.8996350364963503,548,20.0,-5.0,0.11550632911392406,0.25316455696202533,0.7341772151898734,0.9145569620253164,632
ex1|cspot|W75|near,25.0,-5.0,0.04744525547445255,0.1478102189781022,0.6113138686131386,0.927007299270073,548,20.0,-20.0,0.09968354430379747,0.1962025316455696,0.7231012658227848,0.9525316455696202,632
ex1|cspot|W75|maxswing,25.0,-5.0,0.043795620437956206,0.13686131386861314,0.6003649635036497,0.9215328467153284,548,20.0,-20.0,0.0981012658227848,0.19145569620253164,0.7215189873417721,0.9509493670886076,632
ex1|mqspot|W75|near,25.0,-5.0,0.04744525547445255,0.1478102189781022,0.6113138686131386,0.927007299270073,548,20.0,-20.0,0.09968354430379747,0.1962025316455696,0.7231012658227848,0.9525316455696202,632
ex1|mqspot|W75|maxswing,25.0,-5.0,0.043795620437956206,0.13686131386861314,0.6003649635036497,0.9215328467153284,548,20.0,-20.0,0.0981012658227848,0.19145569620253164,0.7215189873417721,0.9509493670886076,632
all|cspot|W50|maxswing,25.0,0.0,0.08211678832116788,0.20072992700729927,0.5894160583941606,0.8959854014598541,548,20.0,-5.0,0.11234177215189874,0.25158227848101267,0.7341772151898734,0.9161392405063291,632
all|mqspot|W50|maxswing,25.0,0.0,0.08211678832116788,0.20072992700729927,0.5894160583941606,0.8959854014598541,548,20.0,-5.0,0.11234177215189874,0.25158227848101267,0.7341772151898734,0.9161392405063291,632
all|cspot|W75|near,25.0,-5.0,0.04562043795620438,0.1386861313868613,0.5364963503649635,0.9233576642335767,548,25.0,-20.0,0.07911392405063292,0.15822784810126583,0.5569620253164557,0.9319620253164557,632
all|cspot|W75|maxswing,25.0,-5.0,0.04562043795620438,0.12773722627737227,0.5255474452554745,0.9197080291970803,548,25.0,-20.0,0.07753164556962025,0.15031645569620253,0.5585443037974683,0.9335443037974683,632
all|mqspot|W75|near,25.0,-5.0,0.04562043795620438,0.1386861313868613,0.5364963503649635,0.9233576642335767,548,25.0,-20.0,0.07911392405063292,0.15822784810126583,0.5569620253164557,0.9319620253164557,632
all|mqspot|W75|maxswing,25.0,-5.0,0.04562043795620438,0.12773722627737227,0.5255474452554745,0.9197080291970803,548,25.0,-20.0,0.07753164556962025,0.15031645569620253,0.5585443037974683,0.9335443037974683,632
ex1|cspot|W100|near,30.0,-5.0,0.04562043795620438,0.12773722627737227,0.4635036496350365,0.9324817518248175,548,30.0,-25.0,0.10443037974683544,0.1787974683544304,0.47151898734177217,0.9414556962025317,632
ex1|cspot|W100|maxswing,30.0,-5.0,0.04562043795620438,0.12773722627737227,0.4489051094890511,0.9197080291970803,548,30.0,-25.0,0.10443037974683544,0.1787974683544304,0.46835443037974683,0.9414556962025317,632
ex1|mqspot|W100|near,30.0,-5.0,0.04562043795620438,0.12773722627737227,0.4635036496350365,0.9324817518248175,548,30.0,-25.0,0.10443037974683544,0.1787974683544304,0.47151898734177217,0.9414556962025317,632
ex1|mqspot|W100|maxswing,30.0,-5.0,0.04562043795620438,0.12773722627737227,0.4489051094890511,0.9197080291970803,548,30.0,-25.0,0.10443037974683544,0.1787974683544304,0.46835443037974683,0.9414556962025317,632
all|cspot|W100|near,35.0,-5.0,0.04927007299270073,0.11496350364963503,0.39233576642335766,0.9215328467153284,548,40.0,-25.0,0.061708860759493674,0.12341772151898735,0.36550632911392406,0.9462025316455697,632
all|mqspot|W100|near,35.0,-5.0,0.04927007299270073,0.11496350364963503,0.39233576642335766,0.9215328467153284,548,40.0,-25.0,0.061708860759493674,0.12341772151898735,0.36550632911392406,0.9462025316455697,632
all|mqspot|W0|near,40.0,0.0,0.1478102189781022,0.177007299270073,0.39233576642335766,0.7937956204379562,548,25.0,10.0,0.21677215189873417,0.24050632911392406,0.5031645569620253,0.8465189873417721,632
ex1|cspot|W0|near,40.0,0.0,0.17335766423357665,0.18613138686131386,0.39233576642335766,0.8412408759124088,548,30.0,10.0,0.21518987341772153,0.22784810126582278,0.4889240506329114,0.8623417721518988,632
ex1|mqspot|W0|near,40.0,0.0,0.17335766423357665,0.18795620437956204,0.39963503649635035,0.8540145985401459,548,30.0,10.0,0.21518987341772153,0.2231012658227848,0.49050632911392406,0.8623417721518988,632
all|cspot|W0|near,40.0,0.0,0.14233576642335766,0.18065693430656934,0.3795620437956204,0.7937956204379562,548,30.0,10.0,0.21677215189873417,0.24367088607594936,0.4936708860759494,0.8354430379746836,632
all|cspot|W100|maxswing,40.0,-5.0,0.04927007299270073,0.11496350364963503,0.3777372262773723,0.9124087591240876,548,40.0,-25.0,0.06329113924050633,0.12341772151898735,0.3639240506329114,0.9462025316455697,632
all|mqspot|W100|maxswing,40.0,-5.0,0.04927007299270073,0.11496350364963503,0.3777372262773723,0.9124087591240876,548,40.0,-25.0,0.06329113924050633,0.12341772151898735,0.3639240506329114,0.9462025316455697,632
ex1|cspot|W100|nearbelow,50.0,-50.0,0.011235955056179775,0.0449438202247191,0.23595505617977527,0.6179775280898876,445,40.0,-40.0,0.05919661733615222,0.10359408033826638,0.32558139534883723,0.8752642706131079,473
ex1|mqspot|W100|nearbelow,50.0,-50.0,0.011210762331838564,0.04484304932735426,0.23542600896860988,0.6165919282511211,446,40.0,-40.0,0.06540084388185655,0.11181434599156118,0.33122362869198313,0.8713080168776371,474
all|mqspot|W100|nearbelow,60.0,-55.0,0.017699115044247787,0.048672566371681415,0.20575221238938052,0.6106194690265486,452,45.0,-45.0,0.0405982905982906,0.0811965811965812,0.2606837606837607,0.8675213675213675,468
all|cspot|W100|nearbelow,60.0,-55.0,0.019867549668874173,0.04856512141280353,0.2097130242825607,0.6136865342163356,453,50.0,-45.0,0.04068522483940043,0.07494646680942184,0.25267665952890794,0.867237687366167,467
ex1|cspot|W50|nearbelow,65.0,-40.0,0.059845559845559844,0.13127413127413126,0.36486486486486486,0.5386100386100386,518,15.0,-15.0,0.15098468271334792,0.2735229759299781,0.7789934354485777,0.8949671772428884,457
ex1|cspot|W75|nearbelow,65.0,-50.0,0.019305019305019305,0.06563706563706563,0.3030888030888031,0.5405405405405406,518,25.0,-25.0,0.07218683651804671,0.13800424628450106,0.6093418259023354,0.8874734607218684,471
ex1|cspot|W25|nearbelow,70.0,-25.0,0.0789980732177264,0.17726396917148363,0.4142581888246628,0.5414258188824663,519,15.0,-5.0,0.15236051502145923,0.3283261802575107,0.8476394849785408,0.869098712446352,466
ex1|mqspot|W35|nearbelow,70.0,-35.0,0.05415860735009671,0.1450676982591876,0.3984526112185687,0.5377176015473888,517,15.0,-10.0,0.06932773109243698,0.2542016806722689,0.7647058823529411,0.8634453781512605,476
ex1|mqspot|W50|nearbelow,70.0,-40.0,0.059961315280464215,0.13346228239845262,0.36750483558994196,0.5377176015473888,517,15.0,-15.0,0.16523605150214593,0.28969957081545067,0.7854077253218884,0.8862660944206009,466
ex1|mqspot|W75|nearbelow,70.0,-50.0,0.017408123791102514,0.061895551257253385,0.2978723404255319,0.5377176015473888,517,25.0,-25.0,0.080338266384778,0.14587737843551796,0.6131078224101479,0.8752642706131079,473
all|mqspot|W75|nearbelow,70.0,-55.0,0.013513513513513514,0.05791505791505792,0.2471042471042471,0.5366795366795367,518,30.0,-30.0,0.06941431670281996,0.11713665943600868,0.4511930585683297,0.8655097613882863,461
ex1|cspot|W0|nearbelow,70.0,-2.5,0.11338289962825279,0.120817843866171,0.275092936802974,0.5483271375464684,538,40.0,10.0,0.15478260869565216,0.16,0.4156521739130435,0.72,575
ex1|mqspot|W0|nearbelow,70.0,0.0,0.11173184357541899,0.12290502793296089,0.2737430167597765,0.5251396648044693,537,40.0,10.0,0.17708333333333334,0.18229166666666666,0.4131944444444444,0.7204861111111112,576
ex1|mqspot|W25|nearbelow,72.5,-25.0,0.07722007722007722,0.1776061776061776,0.4189189189189189,0.5366795366795367,518,15.0,-5.0,0.16596638655462184,0.34243697478991597,0.8571428571428571,0.865546218487395,476
all|cspot|W20|nearbelow,72.5,-30.0,0.06273764258555133,0.155893536121673,0.3650190114068441,0.5437262357414449,526,15.0,-10.0,0.1092436974789916,0.2647058823529412,0.6659663865546218,0.8109243697478992,476
ex1|cspot|W20|nearbelow,75.0,-20.0,0.08,0.18285714285714286,0.3942857142857143,0.5276190476190477,525,15.0,-5.0,0.1331923890063425,0.3298097251585624,0.7906976744186046,0.8625792811839323,473
all|mqspot|W20|nearbelow,75.0,-30.0,0.06095238095238095,0.1523809523809524,0.36,0.5333333333333333,525,15.0,-10.0,0.1101871101871102,0.26403326403326405,0.6694386694386695,0.8087318087318087,481
all|cspot|W25|nearbelow,75.0,-32.5,0.07692307692307693,0.15576923076923077,0.3903846153846154,0.5346153846153846,520,15.0,-10.0,0.13333333333333333,0.2752688172043011,0.7376344086021506,0.8258064516129032,465
all|mqspot|W25|nearbelow,75.0,-35.0,0.07335907335907337,0.15057915057915058,0.38803088803088803,0.5366795366795367,518,15.0,-10.0,0.1300639658848614,0.27078891257995735,0.7398720682302772,0.8208955223880597,469
all|cspot|W35|nearbelow,75.0,-35.0,0.04816955684007707,0.10789980732177264,0.3583815028901734,0.5337186897880539,519,15.0,-15.0,0.055793991416309016,0.18240343347639484,0.6523605150214592,0.8218884120171673,466
all|cspot|W50|nearbelow,75.0,-45.0,0.038535645472061654,0.10211946050096339,0.325626204238921,0.5375722543352601,519,20.0,-20.0,0.10444444444444445,0.20444444444444446,0.64,0.8577777777777778,450
all|mqspot|W50|nearbelow,75.0,-45.0,0.03861003861003861,0.10038610038610038,0.32432432432432434,0.5366795366795367,518,25.0,-20.0,0.10284463894967177,0.2013129102844639,0.6411378555798687,0.862144420131291,457
all|cspot|W75|nearbelow,75.0,-55.0,0.015444015444015444,0.06177606177606178,0.24324324324324326,0.5405405405405406,518,30.0,-30.0,0.06971677559912855,0.11546840958605664,0.4466230936819172,0.8671023965141612,459
ex1|cspot|W0|maxswing,75.0,0.0,0.17883211678832117,0.19525547445255476,0.3284671532846715,0.7791970802919708,548,40.0,0.0,0.23575949367088608,0.2389240506329114,0.42563291139240506,0.7927215189873418,632
ex1|mqspot|W0|maxswing,75.0,0.0,0.17883211678832117,0.19525547445255476,0.3284671532846715,0.7791970802919708,548,40.0,0.0,0.23575949367088608,0.2389240506329114,0.42563291139240506,0.7927215189873418,632
all|cspot|W0|maxswing,75.0,0.0,0.1624087591240876,0.18795620437956204,0.31204379562043794,0.7591240875912408,548,45.0,5.0,0.1962025316455696,0.21044303797468356,0.4050632911392405,0.7721518987341772,632
all|mqspot|W0|nearbelow,75.0,-15.0,0.0856610800744879,0.11731843575418995,0.2569832402234637,0.5251396648044693,537,45.0,10.0,0.14655172413793102,0.16896551724137931,0.4,0.7120689655172414,580
all|mqspot|W0|maxswing,75.0,0.0,0.1624087591240876,0.18795620437956204,0.31204379562043794,0.7591240875912408,548,45.0,5.0,0.1962025316455696,0.21044303797468356,0.4050632911392405,0.7721518987341772,632
ex1|cspot|W15|nearbelow,80.0,-15.0,0.057034220532319393,0.19011406844106463,0.3726235741444867,0.5285171102661597,526,10.0,-5.0,0.11320754716981132,0.32914046121593293,0.779874213836478,0.8616352201257862,477
ex1|mqspot|W15|nearbelow,80.0,-15.0,0.05725190839694656,0.19274809160305342,0.37404580152671757,0.5324427480916031,524,10.0,-5.0,0.12058212058212059,0.3367983367983368,0.7733887733887734,0.8565488565488566,481
ex1|mqspot|W20|nearbelow,80.0,-20.0,0.08030592734225621,0.17590822179732313,0.390057361376673,0.5315487571701721,523,10.0,-5.0,0.13721413721413722,0.34511434511434513,0.7962577962577962,0.8586278586278586,481
all|cspot|W10|nearbelow,80.0,-22.5,0.051330798479087454,0.1806083650190114,0.344106463878327,0.5285171102661597,526,10.0,-5.0,0.10493827160493827,0.29218106995884774,0.6440329218106996,0.7983539094650206,486
all|mqspot|W10|nearbelow,80.0,-25.0,0.04770992366412214,0.17557251908396945,0.34541984732824427,0.5324427480916031,524,10.0,-5.0,0.10590631364562118,0.29327902240325865,0.6435845213849287,0.8044806517311609,491
all|cspot|W15|nearbelow,80.0,-30.0,0.06653992395437262,0.17490494296577946,0.34220532319391633,0.5380228136882129,526,15.0,-5.0,0.102880658436214,0.28189300411522633,0.654320987654321,0.8024691358024691,486
all|mqspot|W15|nearbelow,80.0,-30.0,0.06297709923664122,0.1717557251908397,0.33969465648854963,0.5324427480916031,524,15.0,-5.0,0.10204081632653061,0.27755102040816326,0.6510204081632653,0.8020408163265306,490
all|cspot|W0|nearbelow,80.0,-15.0,0.09124767225325885,0.11731843575418995,0.26256983240223464,0.5232774674115456,537,45.0,10.0,0.13769363166953527,0.1566265060240964,0.3993115318416523,0.7074010327022375,581
ex1|mqspot|W10|nearbelow,82.5,-10.0,0.0648854961832061,0.19083969465648856,0.37404580152671757,0.5324427480916031,524,10.0,-5.0,0.12240663900414937,0.3651452282157676,0.7468879668049793,0.8589211618257261,482
ex1|cspot|W10|nearbelow,85.0,-10.0,0.06476190476190476,0.1961904761904762,0.3676190476190476,0.539047619047619,525,10.0,-5.0,0.11320754716981132,0.3438155136268344,0.7421383647798742,0.8616352201257862,477
all|mqspot|W35|nearbelow,90.0,-35.0,0.0425531914893617,0.10251450676982592,0.35589941972920697,0.5357833655705996,517,15.0,-10.0,0.05555555555555555,0.18376068376068377,0.655982905982906,0.8269230769230769,468
ex1|cspot|W35|nearbelow,92.5,-35.0,0.052123552123552123,0.14092664092664092,0.38996138996138996,0.5444015444015444,518,15.0,-10.0,0.057203389830508475,0.24152542372881355,0.7648305084745762,0.8665254237288136,472
