dte,grid,side,band,meas,n_fit,exact_fit,w25_fit,medae_fit,bias_fit,n_hold,exact_hold,w25_hold,medae_hold,bias_hold,level
monthly,m50,le,bNone,pg,549,0.26958105646630237,0.26958105646630237,100.0,100.0,632,0.11867088607594936,0.12025316455696203,300.0,-47.5,ps
monthly,m50,lt,bNone,pg,549,0.26958105646630237,0.26958105646630237,100.0,100.0,632,0.11867088607594936,0.12025316455696203,300.0,-47.5,ps
all,any,le,b10,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.1550632911392405,0.16930379746835442,200.0,100.0,ps
all,any,le,b15,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.14240506329113925,0.15348101265822786,200.0,50.0,ps
all,any,le,b20,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.14082278481012658,0.1518987341772152,200.0,50.0,ps
all,any,lt,b10,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.1550632911392405,0.16930379746835442,200.0,100.0,ps
all,any,lt,b15,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.14240506329113925,0.15348101265822786,200.0,50.0,ps
all,any,lt,b20,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.14082278481012658,0.1518987341772152,200.0,50.0,ps
le20,m100,le,bNone,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,le,b10,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,le,b15,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,le,b20,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,lt,bNone,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,lt,b10,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,lt,b15,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,lt,b20,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
ex0,any,le,b10,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.1550632911392405,0.16930379746835442,200.0,100.0,ps
ex0,any,le,b15,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.14240506329113925,0.15348101265822786,200.0,50.0,ps
ex0,any,le,b20,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.14082278481012658,0.1518987341772152,200.0,50.0,ps
ex0,any,lt,b10,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.1550632911392405,0.16930379746835442,200.0,100.0,ps
ex0,any,lt,b15,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.14240506329113925,0.15348101265822786,200.0,50.0,ps
ex0,any,lt,b20,pg,549,0.2677595628415301,0.27140255009107467,100.0,100.0,632,0.14082278481012658,0.1518987341772152,200.0,50.0,ps
monthly,m25,le,bNone,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.11867088607594936,0.12025316455696203,300.0,-47.5,ps
monthly,m25,lt,bNone,pg,549,0.2677595628415301,0.2677595628415301,100.0,100.0,632,0.11867088607594936,0.12025316455696203,300.0,-47.5,ps
le20,m100,none,b05,poi,549,0.2659380692167577,0.2659380692167577,100.0,100.0,632,0.2674050632911392,0.2800632911392405,100.0,100.0,ps
monthly,any,le,bNone,pg,549,0.2659380692167577,0.2659380692167577,100.0,100.0,632,0.11708860759493671,0.12025316455696203,300.0,-45.0,ps
monthly,any,le,b10,poi,549,0.2659380692167577,0.2659380692167577,100.0,0.0,632,0.28639240506329117,0.2879746835443038,200.0,0.0,ps
monthly,any,lt,bNone,pg,549,0.2659380692167577,0.2659380692167577,100.0,100.0,632,0.11708860759493671,0.12025316455696203,300.0,-45.0,ps
monthly,any,lt,b10,poi,549,0.2659380692167577,0.2659380692167577,100.0,0.0,632,0.28639240506329117,0.2879746835443038,200.0,0.0,ps
monthly,m25,le,b10,poi,549,0.2659380692167577,0.2659380692167577,100.0,0.0,632,0.28639240506329117,0.2879746835443038,200.0,0.0,ps
monthly,m25,lt,b10,poi,549,0.2659380692167577,0.2659380692167577,100.0,0.0,632,0.28639240506329117,0.2879746835443038,200.0,0.0,ps
monthly,m50,le,b10,poi,549,0.2659380692167577,0.2659380692167577,100.0,0.0,632,0.28639240506329117,0.2879746835443038,200.0,0.0,ps
monthly,m50,lt,b10,poi,549,0.2659380692167577,0.2659380692167577,100.0,0.0,632,0.28639240506329117,0.2879746835443038,200.0,0.0,ps
monthly,m100,le,b10,poi,549,0.2659380692167577,0.2659380692167577,100.0,0.0,632,0.28639240506329117,0.2879746835443038,200.0,0.0,ps
monthly,m100,lt,b10,poi,549,0.2659380692167577,0.2659380692167577,100.0,0.0,632,0.28639240506329117,0.2879746835443038,200.0,0.0,ps
all,m50,le,b10,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15822784810126583,0.16772151898734178,200.0,100.0,ps
all,m50,le,b15,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15348101265822786,0.16139240506329114,200.0,100.0,ps
all,m50,le,b20,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15348101265822786,0.16139240506329114,200.0,100.0,ps
all,m50,lt,b10,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15822784810126583,0.16772151898734178,200.0,100.0,ps
all,m50,lt,b15,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15348101265822786,0.16139240506329114,200.0,100.0,ps
all,m50,lt,b20,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15348101265822786,0.16139240506329114,200.0,100.0,ps
le20,m25,none,b05,poi,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.2610759493670886,0.27689873417721517,100.0,100.0,ps
le20,m50,none,b05,poi,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.25949367088607594,0.27056962025316456,132.5,100.0,ps
le20,m100,le,bNone,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,le,b10,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,le,b15,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,le,b20,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,lt,bNone,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,lt,b10,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,lt,b15,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le20,m100,lt,b20,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
ex0,m50,le,b10,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15822784810126583,0.16772151898734178,200.0,100.0,ps
ex0,m50,le,b15,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15348101265822786,0.16139240506329114,200.0,100.0,ps
ex0,m50,le,b20,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15348101265822786,0.16139240506329114,200.0,100.0,ps
ex0,m50,lt,b10,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15822784810126583,0.16772151898734178,200.0,100.0,ps
ex0,m50,lt,b15,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15348101265822786,0.16139240506329114,200.0,100.0,ps
ex0,m50,lt,b20,pgK2,549,0.2641165755919854,0.2641165755919854,100.0,100.0,632,0.15348101265822786,0.16139240506329114,200.0,100.0,ps
all,any,none,b05,poi,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.22626582278481014,0.22784810126582278,200.0,200.0,ps
all,m25,none,b05,poi,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.22626582278481014,0.22784810126582278,200.0,200.0,ps
all,m50,none,b05,poi,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.22626582278481014,0.22784810126582278,200.0,200.0,ps
all,m100,none,b05,poi,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.22626582278481014,0.22784810126582278,200.0,200.0,ps
le20,m100,le,b05,pg,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.17563291139240506,0.18670886075949367,200.0,200.0,ps
le20,m100,lt,b05,pg,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.17563291139240506,0.18670886075949367,200.0,200.0,ps
le45,m100,le,b10,poi,549,0.26229508196721313,0.26229508196721313,100.0,0.0,632,0.2626582278481013,0.26424050632911394,200.0,0.0,ps
le45,m100,lt,b10,poi,549,0.26229508196721313,0.26229508196721313,100.0,0.0,632,0.2626582278481013,0.26424050632911394,200.0,0.0,ps
d1_45,m100,le,b10,poi,549,0.26229508196721313,0.26229508196721313,100.0,0.0,632,0.2626582278481013,0.26424050632911394,200.0,0.0,ps
d1_45,m100,lt,b10,poi,549,0.26229508196721313,0.26229508196721313,100.0,0.0,632,0.2626582278481013,0.26424050632911394,200.0,0.0,ps
ex0,any,none,b05,poi,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.22626582278481014,0.22784810126582278,200.0,200.0,ps
ex0,m25,none,b05,poi,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.22626582278481014,0.22784810126582278,200.0,200.0,ps
ex0,m50,none,b05,poi,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.22626582278481014,0.22784810126582278,200.0,200.0,ps
ex0,m100,none,b05,poi,549,0.26229508196721313,0.26229508196721313,100.0,100.0,632,0.22626582278481014,0.22784810126582278,200.0,200.0,ps
all,m25,le,b10,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.15664556962025317,0.16930379746835442,200.0,100.0,ps
all,m25,le,b15,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.1518987341772152,0.1629746835443038,200.0,100.0,ps
all,m25,le,b20,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.1518987341772152,0.1629746835443038,200.0,100.0,ps
all,m25,lt,b10,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.15664556962025317,0.16930379746835442,200.0,100.0,ps
all,m25,lt,b15,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.1518987341772152,0.1629746835443038,200.0,100.0,ps
all,m25,lt,b20,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.1518987341772152,0.1629746835443038,200.0,100.0,ps
le20,m100,le,b05,pgK2,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.17563291139240506,0.18670886075949367,200.0,200.0,ps
le20,m100,lt,b05,pgK2,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.17563291139240506,0.18670886075949367,200.0,200.0,ps
le30,any,none,b05,netmin,549,0.2604735883424408,0.2786885245901639,100.0,100.0,632,0.2911392405063291,0.3069620253164557,100.0,100.0,ps
le45,any,none,b05,poi,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.23259493670886075,0.23417721518987342,200.0,200.0,ps
le45,m25,none,b05,poi,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.23259493670886075,0.23417721518987342,200.0,200.0,ps
le45,m50,none,b05,poi,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.23259493670886075,0.23417721518987342,200.0,200.0,ps
le45,m100,none,b05,poi,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.23417721518987342,0.23575949367088608,200.0,200.0,ps
d1_30,any,none,b05,netmin,549,0.2604735883424408,0.2786885245901639,100.0,100.0,632,0.2911392405063291,0.3069620253164557,100.0,100.0,ps
d1_45,any,none,b05,poi,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.23259493670886075,0.23417721518987342,200.0,200.0,ps
d1_45,m25,none,b05,poi,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.23259493670886075,0.23417721518987342,200.0,200.0,ps
d1_45,m50,none,b05,poi,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.23259493670886075,0.23417721518987342,200.0,200.0,ps
d1_45,m100,none,b05,poi,549,0.2604735883424408,0.2604735883424408,100.0,100.0,632,0.23417721518987342,0.23575949367088608,200.0,200.0,ps
ex0,m25,le,b10,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.15664556962025317,0.16930379746835442,200.0,100.0,ps
ex0,m25,le,b15,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.1518987341772152,0.1629746835443038,200.0,100.0,ps
ex0,m25,le,b20,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.1518987341772152,0.1629746835443038,200.0,100.0,ps
ex0,m25,lt,b10,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.15664556962025317,0.16930379746835442,200.0,100.0,ps
ex0,m25,lt,b15,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.1518987341772152,0.1629746835443038,200.0,100.0,ps
ex0,m25,lt,b20,pgK2,549,0.2604735883424408,0.26229508196721313,100.0,100.0,632,0.1518987341772152,0.1629746835443038,200.0,100.0,ps
le20,m25,none,b05,netmin,549,0.2586520947176685,0.28415300546448086,100.0,100.0,632,0.25158227848101267,0.27531645569620256,100.0,100.0,ps
le45,any,le,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.2579113924050633,0.25949367088607594,200.0,0.0,ps
le45,any,lt,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.2579113924050633,0.25949367088607594,200.0,0.0,ps
le45,m25,le,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.25949367088607594,0.2610759493670886,200.0,0.0,ps
le45,m25,lt,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.25949367088607594,0.2610759493670886,200.0,0.0,ps
le45,m50,le,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.25949367088607594,0.2610759493670886,200.0,0.0,ps
le45,m50,lt,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.25949367088607594,0.2610759493670886,200.0,0.0,ps
le60,m100,le,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.2563291139240506,0.2579113924050633,200.0,0.0,ps
le60,m100,lt,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.2563291139240506,0.2579113924050633,200.0,0.0,ps
d1_45,any,le,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.2579113924050633,0.25949367088607594,200.0,0.0,ps
d1_45,any,lt,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.2579113924050633,0.25949367088607594,200.0,0.0,ps
d1_45,m25,le,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.25949367088607594,0.2610759493670886,200.0,0.0,ps
d1_45,m25,lt,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.25949367088607594,0.2610759493670886,200.0,0.0,ps
d1_45,m50,le,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.25949367088607594,0.2610759493670886,200.0,0.0,ps
d1_45,m50,lt,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.25949367088607594,0.2610759493670886,200.0,0.0,ps
d1_60,m100,le,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.2563291139240506,0.2579113924050633,200.0,0.0,ps
d1_60,m100,lt,b10,poi,549,0.2586520947176685,0.2586520947176685,100.0,0.0,632,0.2563291139240506,0.2579113924050633,200.0,0.0,ps
all,any,le,b10,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.1550632911392405,0.17088607594936708,200.0,100.0,ps
all,any,le,b15,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.15031645569620253,0.1629746835443038,200.0,100.0,ps
all,any,le,b20,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.15031645569620253,0.1629746835443038,200.0,100.0,ps
all,any,lt,b10,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.1550632911392405,0.17088607594936708,200.0,100.0,ps
all,any,lt,b15,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.15031645569620253,0.1629746835443038,200.0,100.0,ps
all,any,lt,b20,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.15031645569620253,0.1629746835443038,200.0,100.0,ps
all,m50,le,b05,pg,549,0.2568306010928962,0.2568306010928962,100.0,100.0,632,0.17563291139240506,0.18670886075949367,200.0,200.0,ps
all,m50,lt,b05,pg,549,0.2568306010928962,0.2568306010928962,100.0,100.0,632,0.17563291139240506,0.18670886075949367,200.0,200.0,ps
le20,any,none,b05,poi,549,0.2568306010928962,0.2677595628415301,100.0,100.0,632,0.2579113924050633,0.2737341772151899,100.0,100.0,ps
ex0,any,le,b10,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.1550632911392405,0.17088607594936708,200.0,100.0,ps
ex0,any,le,b15,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.15031645569620253,0.1629746835443038,200.0,100.0,ps
ex0,any,le,b20,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.15031645569620253,0.1629746835443038,200.0,100.0,ps
ex0,any,lt,b10,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.1550632911392405,0.17088607594936708,200.0,100.0,ps
ex0,any,lt,b15,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.15031645569620253,0.1629746835443038,200.0,100.0,ps
ex0,any,lt,b20,pgK2,549,0.2568306010928962,0.2604735883424408,100.0,100.0,632,0.15031645569620253,0.1629746835443038,200.0,100.0,ps
ex0,m50,le,b05,pg,549,0.2568306010928962,0.2568306010928962,100.0,100.0,632,0.17563291139240506,0.18670886075949367,200.0,200.0,ps
ex0,m50,lt,b05,pg,549,0.2568306010928962,0.2568306010928962,100.0,100.0,632,0.17563291139240506,0.18670886075949367,200.0,200.0,ps
all,m25,le,b05,pg,549,0.2550091074681239,0.2568306010928962,100.0,100.0,632,0.17088607594936708,0.18670886075949367,200.0,200.0,ps
all,m25,lt,b05,pg,549,0.2550091074681239,0.2568306010928962,100.0,100.0,632,0.17088607594936708,0.18670886075949367,200.0,200.0,ps
le20,m100,none,b10,poi,549,0.2550091074681239,0.2550091074681239,100.0,0.0,632,0.18670886075949367,0.19778481012658228,200.0,0.0,ps
ex0,m25,le,b05,pg,549,0.2550091074681239,0.2568306010928962,100.0,100.0,632,0.17088607594936708,0.18670886075949367,200.0,200.0,ps
ex0,m25,lt,b05,pg,549,0.2550091074681239,0.2568306010928962,100.0,100.0,632,0.17088607594936708,0.18670886075949367,200.0,200.0,ps
monthly,any,none,b05,poi,549,0.2550091074681239,0.2550091074681239,100.0,100.0,632,0.20411392405063292,0.20569620253164558,200.0,200.0,ps
monthly,m25,none,b05,poi,549,0.2550091074681239,0.2550091074681239,100.0,100.0,632,0.20411392405063292,0.20569620253164558,200.0,200.0,ps
monthly,m50,none,b05,poi,549,0.2550091074681239,0.2550091074681239,100.0,100.0,632,0.20411392405063292,0.20569620253164558,200.0,200.0,ps
monthly,m100,none,b05,poi,549,0.2550091074681239,0.2550091074681239,100.0,100.0,632,0.20411392405063292,0.20569620253164558,200.0,200.0,ps
all,m50,le,bNone,pg,549,0.25318761384335153,0.25318761384335153,100.0,100.0,632,0.1439873417721519,0.1518987341772152,200.0,50.0,ps
all,m50,lt,bNone,pg,549,0.25318761384335153,0.25318761384335153,100.0,100.0,632,0.1439873417721519,0.1518987341772152,200.0,50.0,ps
le60,any,le,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25158227848101267,0.25316455696202533,200.0,0.0,ps
le60,any,lt,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25158227848101267,0.25316455696202533,200.0,0.0,ps
le60,m25,le,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25316455696202533,0.254746835443038,200.0,0.0,ps
le60,m25,lt,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25316455696202533,0.254746835443038,200.0,0.0,ps
le60,m50,le,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25316455696202533,0.254746835443038,200.0,0.0,ps
le60,m50,lt,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25316455696202533,0.254746835443038,200.0,0.0,ps
d1_60,any,le,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25158227848101267,0.25316455696202533,200.0,0.0,ps
d1_60,any,lt,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25158227848101267,0.25316455696202533,200.0,0.0,ps
d1_60,m25,le,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25316455696202533,0.254746835443038,200.0,0.0,ps
d1_60,m25,lt,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25316455696202533,0.254746835443038,200.0,0.0,ps
d1_60,m50,le,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25316455696202533,0.254746835443038,200.0,0.0,ps
d1_60,m50,lt,b10,poi,549,0.25318761384335153,0.25318761384335153,100.0,0.0,632,0.25316455696202533,0.254746835443038,200.0,0.0,ps
ex0,m50,le,bNone,pg,549,0.25318761384335153,0.25318761384335153,100.0,100.0,632,0.1439873417721519,0.1518987341772152,200.0,50.0,ps
ex0,m50,lt,bNone,pg,549,0.25318761384335153,0.25318761384335153,100.0,100.0,632,0.1439873417721519,0.1518987341772152,200.0,50.0,ps
all,any,le,b05,pg,549,0.25136612021857924,0.2550091074681239,100.0,100.0,632,0.16930379746835442,0.18670886075949367,200.0,200.0,ps
all,any,lt,b05,pg,549,0.25136612021857924,0.2550091074681239,100.0,100.0,632,0.16930379746835442,0.18670886075949367,200.0,200.0,ps
all,m25,le,bNone,pg,549,0.25136612021857924,0.25318761384335153,100.0,100.0,632,0.14240506329113925,0.1518987341772152,200.0,50.0,ps
all,m25,lt,bNone,pg,549,0.25136612021857924,0.25318761384335153,100.0,100.0,632,0.14240506329113925,0.1518987341772152,200.0,50.0,ps
le60,any,none,b05,poi,549,0.25136612021857924,0.25136612021857924,100.0,100.0,632,0.23734177215189872,0.2389240506329114,200.0,200.0,ps
le60,m25,none,b05,poi,549,0.25136612021857924,0.25136612021857924,100.0,100.0,632,0.23734177215189872,0.2389240506329114,200.0,200.0,ps
le60,m50,none,b05,poi,549,0.25136612021857924,0.25136612021857924,100.0,100.0,632,0.23734177215189872,0.2389240506329114,200.0,200.0,ps
le60,m100,none,b05,poi,549,0.25136612021857924,0.25136612021857924,100.0,100.0,632,0.2389240506329114,0.24050632911392406,200.0,200.0,ps
d1_60,any,none,b05,poi,549,0.25136612021857924,0.25136612021857924,100.0,100.0,632,0.23734177215189872,0.2389240506329114,200.0,200.0,ps
d1_60,m25,none,b05,poi,549,0.25136612021857924,0.25136612021857924,100.0,100.0,632,0.23734177215189872,0.2389240506329114,200.0,200.0,ps
d1_60,m50,none,b05,poi,549,0.25136612021857924,0.25136612021857924,100.0,100.0,632,0.23734177215189872,0.2389240506329114,200.0,200.0,ps
d1_60,m100,none,b05,poi,549,0.25136612021857924,0.25136612021857924,100.0,100.0,632,0.2389240506329114,0.24050632911392406,200.0,200.0,ps
ex0,any,le,b05,pg,549,0.25136612021857924,0.2550091074681239,100.0,100.0,632,0.16930379746835442,0.18670886075949367,200.0,200.0,ps
ex0,any,lt,b05,pg,549,0.25136612021857924,0.2550091074681239,100.0,100.0,632,0.16930379746835442,0.18670886075949367,200.0,200.0,ps
ex0,m25,le,bNone,pg,549,0.25136612021857924,0.25318761384335153,100.0,100.0,632,0.14240506329113925,0.1518987341772152,200.0,50.0,ps
ex0,m25,lt,bNone,pg,549,0.25136612021857924,0.25318761384335153,100.0,100.0,632,0.14240506329113925,0.1518987341772152,200.0,50.0,ps
all,m50,le,b05,pgK2,549,0.2495446265938069,0.2495446265938069,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
all,m50,lt,b05,pgK2,549,0.2495446265938069,0.2495446265938069,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
le90,m100,none,b05,poi,549,0.2495446265938069,0.2495446265938069,100.0,100.0,632,0.22468354430379747,0.22626582278481014,200.0,200.0,ps
ex0,m50,le,b05,pgK2,549,0.2495446265938069,0.2495446265938069,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
ex0,m50,lt,b05,pgK2,549,0.2495446265938069,0.2495446265938069,100.0,100.0,632,0.17405063291139242,0.185126582278481,200.0,200.0,ps
all,any,le,bNone,pg,549,0.24772313296903462,0.25136612021857924,100.0,100.0,632,0.14082278481012658,0.1518987341772152,200.0,50.0,ps
all,any,lt,bNone,pg,549,0.24772313296903462,0.25136612021857924,100.0,100.0,632,0.14082278481012658,0.1518987341772152,200.0,50.0,ps
all,m25,le,b05,pgK2,549,0.24772313296903462,0.2495446265938069,100.0,100.0,632,0.16930379746835442,0.185126582278481,200.0,200.0,ps
all,m25,lt,b05,pgK2,549,0.24772313296903462,0.2495446265938069,100.0,100.0,632,0.16930379746835442,0.185126582278481,200.0,200.0,ps
le20,any,le,bNone,netmin,549,0.24772313296903462,0.2896174863387978,100.0,100.0,632,0.24050632911392406,0.27689873417721517,100.0,100.0,ps
le20,any,le,b10,netmin,549,0.24772313296903462,0.2896174863387978,100.0,100.0,632,0.24050632911392406,0.27689873417721517,100.0,100.0,ps
le20,any,le,b15,netmin,549,0.24772313296903462,0.2896174863387978,100.0,100.0,632,0.24050632911392406,0.27689873417721517,100.0,100.0,ps
le20,any,le,b20,netmin,549,0.24772313296903462,0.2896174863387978,100.0,100.0,632,0.24050632911392406,0.27689873417721517,100.0,100.0,ps
le20,any,lt,bNone,netmin,549,0.24772313296903462,0.2896174863387978,100.0,100.0,632,0.24050632911392406,0.27689873417721517,100.0,100.0,ps
le20,any,lt,b10,netmin,549,0.24772313296903462,0.2896174863387978,100.0,100.0,632,0.24050632911392406,0.27689873417721517,100.0,100.0,ps
le20,any,lt,b15,netmin,549,0.24772313296903462,0.2896174863387978,100.0,100.0,632,0.24050632911392406,0.27689873417721517,100.0,100.0,ps
le20,any,lt,b20,netmin,549,0.24772313296903462,0.2896174863387978,100.0,100.0,632,0.24050632911392406,0.27689873417721517,100.0,100.0,ps
le20,m25,none,b10,poi,549,0.24772313296903462,0.24772313296903462,100.0,0.0,632,0.18354430379746836,0.1930379746835443,200.0,0.0,ps
