metric,bucket,n,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
range,22,7222,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.8925,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.25,6.5,6.5,6.75,6.87,7.0,7.25,7.5,7.5,7.75,8.0,8.5,9.0,9.5,10.5,12.25
range,23,6862,1.75,2.0,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.6425,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.25,7.5,7.75,8.0,8.5,8.75,9.25,10.195,11.75
range,24,7872,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.25,6.5,6.5,6.75,7.0,7.0,7.25,7.5,7.75,8.0,8.25,8.5,9.0,9.75,11.5
range,25,16453,1.38,1.5,1.75,1.75,1.75,1.75,2.0,2.0,2.0,2.0,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.5,5.5,5.5,5.75,5.75,6.0,6.0,6.25,6.25,6.5,6.75,7.0,7.25,7.75,8.25,9.0,10.0
range,26,4620,1.5,1.5,1.75,1.75,1.75,2.0,2.0,2.0,2.0,2.25,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.7825,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,6.0,6.0,6.25,6.25,6.5,6.5,6.75,7.0,7.0,7.25,7.5,7.75,8.0,8.5,8.75,9.25,10.0,10.75,11.5,13.405,16.25
eff,-1,235350,0.0,0.0,0.0,0.045455,0.058824,0.069719,0.076923,0.083333,0.095238,0.105263,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.178571,0.1875,0.2,0.208333,0.21875,0.227273,0.235294,0.25,0.25,0.266667,0.272727,0.285714,0.296296,0.304348,0.3125,0.333333,0.333333,0.333333,0.352941,0.363636,0.37037,0.37931,0.388889,0.4,0.407407,0.416667,0.428571,0.434783,0.444444,0.454545,0.461538,0.466667,0.47619,0.5,0.5,0.5,0.5,0.52381,0.533333,0.538462,0.545455,0.555556,0.5625,0.571429,0.583333,0.588235,0.6,0.607143,0.615385,0.625,0.631579,0.642857,0.647059,0.666667,0.666667,0.666667,0.684211,0.692308,0.7,0.709677,0.717949,0.727273,0.736842,0.75,0.75,0.764706,0.772727,0.782609,0.791667,0.8,0.8125,0.820513,0.833333,0.842105,0.852941,0.863636,0.875,0.888889,0.9,0.916667,0.931034,0.947368,0.971429
eff,0,20048,0.0,0.0,0.0,0.043478,0.058824,0.066667,0.076923,0.083333,0.090909,0.1,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.176471,0.1875,0.2,0.208333,0.222222,0.227273,0.237563,0.25,0.25,0.266667,0.277778,0.285714,0.3,0.307692,0.3125,0.333333,0.333333,0.333333,0.352941,0.363636,0.37037,0.375,0.388889,0.4,0.4,0.416667,0.428571,0.428571,0.444444,0.454545,0.461538,0.466667,0.473684,0.5,0.5,0.5,0.5,0.521739,0.529412,0.538462,0.545455,0.555556,0.5625,0.571429,0.578947,0.586207,0.6,0.6,0.612903,0.619048,0.627674,0.636364,0.647059,0.653846,0.666667,0.666667,0.681818,0.688583,0.7,0.705882,0.714286,0.727273,0.733333,0.75,0.75,0.761905,0.769231,0.777778,0.785714,0.8,0.804878,0.818182,0.825902,0.833333,0.848485,0.857143,0.875,0.888889,0.9,0.916667,0.928571,0.946031,0.96875
eff,1,14592,0.0,0.0,0.0,0.041667,0.055556,0.066667,0.076923,0.083333,0.090909,0.1,0.111111,0.125,0.130435,0.142857,0.153846,0.166667,0.166667,0.181818,0.197216,0.2,0.210526,0.222222,0.230769,0.25,0.25,0.263158,0.272727,0.285714,0.285714,0.3,0.307692,0.315789,0.333333,0.333333,0.35,0.357143,0.363636,0.375,0.384615,0.391304,0.4,0.411765,0.416667,0.428571,0.4375,0.444444,0.454545,0.461538,0.470588,0.48,0.5,0.5,0.5,0.5,0.526316,0.533333,0.541667,0.549645,0.555556,0.571429,0.576923,0.583333,0.592593,0.6,0.611111,0.619048,0.628571,0.636364,0.645692,0.653344,0.666667,0.666667,0.684211,0.691099,0.7,0.705882,0.714286,0.727273,0.733333,0.740741,0.75,0.761905,0.769231,0.777778,0.785714,0.8,0.805556,0.814815,0.826087,0.833333,0.849712,0.860465,0.875,0.885714,0.9,0.913491,0.928571,0.944444,0.96875
eff,2,15159,0.0,0.0,0.0,0.04,0.058824,0.066667,0.076923,0.083333,0.090909,0.1,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.176471,0.1875,0.2,0.208333,0.214286,0.222222,0.235294,0.25,0.25,0.266667,0.272727,0.285714,0.294118,0.3,0.310292,0.32,0.333333,0.333333,0.35,0.357143,0.363636,0.375,0.384615,0.4,0.4,0.411765,0.421053,0.428571,0.439122,0.45,0.458333,0.466667,0.473684,0.5,0.5,0.5,0.5,0.52381,0.529412,0.538462,0.545455,0.555556,0.5625,0.571429,0.58093,0.588235,0.6,0.607143,0.615385,0.625,0.636364,0.642857,0.65,0.666667,0.666667,0.666667,0.6875,0.692308,0.703704,0.714286,0.722222,0.730769,0.73913,0.75,0.756757,0.764706,0.777778,0.785714,0.797812,0.8,0.8125,0.821429,0.833333,0.842105,0.854055,0.864865,0.875,0.888889,0.903226,0.916667,0.933333,0.947368,0.970941
eff,3,12297,0.0,0.0,0.0,0.045455,0.058824,0.066667,0.076125,0.083333,0.090909,0.1,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.173913,0.181818,0.2,0.2,0.214286,0.222222,0.230769,0.25,0.25,0.263158,0.272727,0.28,0.285714,0.3,0.307692,0.318182,0.333333,0.333333,0.347826,0.357143,0.363636,0.375,0.384615,0.394984,0.4,0.411765,0.419355,0.428571,0.4375,0.444444,0.454545,0.461538,0.470588,0.48,0.5,0.5,0.5,0.516129,0.529085,0.538462,0.545455,0.552074,0.5625,0.571429,0.580645,0.588235,0.6,0.6,0.615385,0.625,0.631579,0.64,0.647059,0.666667,0.666667,0.666667,0.684211,0.692308,0.7,0.709677,0.714286,0.727273,0.736842,0.75,0.75,0.764706,0.774194,0.785714,0.793103,0.8,0.8125,0.823529,0.833333,0.842105,0.851852,0.863636,0.875,0.888889,0.9,0.916667,0.933333,0.947368,0.970622
eff,4,11298,0.0,0.0,0.0,0.047359,0.058824,0.066667,0.076923,0.083333,0.090909,0.1,0.111111,0.12,0.133333,0.142857,0.153846,0.166667,0.176471,0.181818,0.2,0.2,0.214286,0.222222,0.230769,0.25,0.25,0.266667,0.272727,0.285714,0.294118,0.3,0.3125,0.321429,0.333333,0.333333,0.352941,0.363636,0.368421,0.375,0.384615,0.4,0.4,0.411765,0.421053,0.434783,0.444444,0.45,0.461538,0.466667,0.473684,0.5,0.5,0.5,0.5,0.521739,0.529412,0.538462,0.545455,0.55,0.555556,0.571429,0.576923,0.583333,0.6,0.6,0.612903,0.625,0.631579,0.636364,0.647059,0.653846,0.666667,0.666667,0.681818,0.692308,0.7,0.708333,0.715757,0.727273,0.736842,0.75,0.75,0.764706,0.771429,0.779829,0.791667,0.8,0.8125,0.821429,0.833333,0.842105,0.851852,0.866667,0.875,0.888889,0.9,0.916667,0.933333,0.947368,0.969724
eff,5,9969,0.0,0.0,0.0,0.047013,0.058824,0.066667,0.076923,0.083333,0.091163,0.1,0.111111,0.125,0.130435,0.142857,0.153846,0.166667,0.166667,0.181818,0.1875,0.2,0.208333,0.222222,0.227273,0.235294,0.25,0.25,0.266667,0.277778,0.285714,0.3,0.30303,0.3125,0.321429,0.333333,0.333333,0.352941,0.36,0.368421,0.375,0.384615,0.4,0.4,0.416667,0.423077,0.428571,0.444444,0.45,0.460385,0.466667,0.47619,0.5,0.5,0.5,0.5,0.524286,0.533333,0.538462,0.55,0.555556,0.565217,0.571429,0.583333,0.588235,0.6,0.611111,0.615385,0.625,0.636364,0.642857,0.65,0.666667,0.666667,0.678571,0.6875,0.695652,0.702519,0.714286,0.722222,0.733333,0.741219,0.75,0.76,0.769231,0.777778,0.785714,0.8,0.8,0.817885,0.826087,0.833333,0.846154,0.857143,0.871795,0.882353,0.9,0.916667,0.928571,0.944444,0.96875
eff,6,9449,0.0,0.0,0.0,0.045455,0.058824,0.066667,0.076923,0.083333,0.091292,0.1,0.111111,0.125,0.133333,0.148148,0.157895,0.166667,0.181818,0.1875,0.2,0.2,0.214286,0.222222,0.230769,0.25,0.25,0.263158,0.272727,0.285714,0.294118,0.3,0.307692,0.318182,0.333333,0.333333,0.347826,0.357143,0.363636,0.375,0.384615,0.391304,0.4,0.411765,0.421053,0.434783,0.444444,0.444444,0.454545,0.461538,0.470588,0.48,0.5,0.5,0.5,0.516129,0.529412,0.533333,0.541667,0.547273,0.555556,0.565217,0.571429,0.583333,0.588235,0.6,0.608696,0.615385,0.625,0.636364,0.642857,0.65,0.666667,0.666667,0.675707,0.6875,0.692308,0.7,0.714286,0.722222,0.727273,0.736842,0.75,0.757576,0.769231,0.777778,0.785714,0.8,0.807692,0.818182,0.823529,0.833333,0.85,0.863636,0.875,0.888889,0.9,0.916667,0.931034,0.947368,0.972973
eff,7,8406,0.0,0.0,0.0,0.05,0.0625,0.071429,0.076923,0.083333,0.1,0.105263,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.176471,0.1875,0.2,0.208333,0.222222,0.230769,0.235294,0.25,0.259662,0.272727,0.278556,0.285714,0.3,0.307692,0.318182,0.333333,0.333333,0.333333,0.357143,0.363636,0.375,0.384615,0.388889,0.4,0.411765,0.419355,0.428571,0.4375,0.444444,0.452493,0.458333,0.466667,0.473684,0.5,0.5,0.5,0.5,0.521739,0.529412,0.538462,0.545455,0.555556,0.5625,0.571429,0.583333,0.590909,0.6,0.608908,0.615385,0.625,0.634922,0.642857,0.647059,0.657519,0.666667,0.666667,0.684211,0.692308,0.7,0.708333,0.714286,0.727273,0.733333,0.75,0.75,0.764706,0.771429,0.777778,0.789474,0.8,0.8125,0.821429,0.833333,0.842105,0.851852,0.859136,0.875,0.888889,0.9,0.909091,0.925926,0.944444,0.972222
eff,8,8247,0.0,0.0,0.0,0.05,0.0625,0.071429,0.076923,0.090909,0.1,0.105263,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.178193,0.1875,0.2,0.2,0.214286,0.222222,0.230769,0.25,0.25,0.259259,0.272727,0.277778,0.285714,0.296296,0.305217,0.3125,0.333333,0.333333,0.347826,0.357143,0.363636,0.375,0.384615,0.392857,0.4,0.411765,0.416667,0.428571,0.4375,0.444444,0.45,0.458333,0.464286,0.470588,0.48,0.5,0.5,0.5,0.5,0.529412,0.538462,0.545455,0.555556,0.5625,0.571429,0.583333,0.588235,0.6,0.608696,0.615385,0.625,0.631579,0.642857,0.647059,0.666667,0.666667,0.666667,0.684211,0.692308,0.7,0.710034,0.72,0.727273,0.736842,0.75,0.758621,0.769231,0.777778,0.785714,0.8,0.807692,0.818182,0.825,0.833333,0.846154,0.857143,0.870968,0.884767,0.9,0.916667,0.928571,0.947368,0.965517
eff,9,7167,0.0,0.0,0.0,0.043478,0.055556,0.066667,0.076923,0.083333,0.090909,0.1,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.176471,0.181818,0.2,0.2,0.214286,0.222222,0.235294,0.25,0.25,0.266927,0.272727,0.285714,0.3,0.307692,0.3125,0.333333,0.333333,0.333333,0.352941,0.363636,0.368421,0.375,0.384615,0.4,0.411765,0.416667,0.428571,0.4375,0.444444,0.454545,0.461538,0.466667,0.473684,0.5,0.5,0.5,0.5,0.52,0.529412,0.538462,0.545455,0.555556,0.5625,0.571429,0.583333,0.588235,0.6,0.60632,0.615385,0.625,0.631579,0.636364,0.647059,0.666667,0.666667,0.666667,0.684211,0.692308,0.7,0.705882,0.714286,0.727273,0.736842,0.75,0.75,0.764706,0.77182,0.777778,0.785714,0.8,0.809524,0.818182,0.827985,0.83871,0.85,0.857143,0.870968,0.882353,0.9,0.913043,0.928571,0.944444,0.97
eff,10,6953,0.0,0.0,0.0,0.052632,0.0625,0.071429,0.083333,0.090909,0.1,0.111111,0.125,0.125,0.142857,0.148148,0.157895,0.166667,0.181818,0.190476,0.2,0.214286,0.222222,0.230769,0.25,0.25,0.263158,0.272727,0.283019,0.285714,0.3,0.307692,0.315789,0.333333,0.333333,0.35,0.357143,0.363636,0.375,0.380952,0.388889,0.4,0.409091,0.416667,0.428571,0.4375,0.444444,0.454545,0.461538,0.470515,0.478261,0.5,0.5,0.5,0.5,0.52381,0.533333,0.538462,0.545455,0.555556,0.565217,0.571429,0.583333,0.590023,0.6,0.608696,0.615385,0.625,0.631579,0.638889,0.647059,0.658373,0.666667,0.666667,0.681818,0.690049,0.7,0.708333,0.717981,0.727273,0.733333,0.75,0.75,0.761905,0.769231,0.777778,0.785714,0.8,0.809524,0.818182,0.827862,0.838535,0.857143,0.863636,0.875,0.888889,0.90129,0.916667,0.933333,0.95,0.972583
eff,11,6265,0.0,0.0,0.0,0.05,0.0625,0.071429,0.08,0.090909,0.1,0.111111,0.117647,0.133333,0.142857,0.153846,0.166667,0.166667,0.181818,0.191429,0.2,0.214286,0.222222,0.230769,0.25,0.25,0.263158,0.272727,0.285714,0.294118,0.3,0.307692,0.32,0.333333,0.333333,0.333333,0.352941,0.360044,0.368421,0.375,0.384615,0.4,0.4,0.416667,0.424242,0.432577,0.444444,0.454545,0.461538,0.466667,0.476936,0.5,0.5,0.5,0.521739,0.529412,0.538462,0.545455,0.555556,0.565217,0.571429,0.583333,0.588235,0.6,0.6,0.615385,0.625,0.631579,0.636364,0.642857,0.65,0.666667,0.666667,0.68,0.6875,0.695652,0.705882,0.714286,0.727273,0.733333,0.73913,0.75,0.75,0.764706,0.777778,0.787879,0.8,0.809524,0.818182,0.828124,0.83871,0.848485,0.857143,0.870968,0.881681,0.891221,0.904762,0.921943,0.9375,0.95,0.965517
eff,12,6186,0.0,0.0,0.0,0.052632,0.0625,0.071429,0.083333,0.090909,0.1,0.111111,0.117647,0.125,0.142857,0.153846,0.166667,0.176471,0.181818,0.2,0.2,0.214286,0.222222,0.230769,0.25,0.25,0.266667,0.272727,0.285714,0.294118,0.3,0.3125,0.333333,0.333333,0.333333,0.352941,0.360833,0.368421,0.37931,0.388889,0.4,0.405405,0.416667,0.42247,0.428571,0.444444,0.448276,0.454545,0.464286,0.470588,0.48,0.5,0.5,0.5,0.518519,0.529412,0.538462,0.545455,0.552132,0.555556,0.571429,0.571429,0.583333,0.594341,0.6,0.611111,0.619048,0.625,0.631579,0.642857,0.65,0.666667,0.666667,0.672964,0.6875,0.692308,0.7,0.714286,0.722222,0.72973,0.73913,0.75,0.757576,0.769231,0.774194,0.785714,0.792026,0.8,0.809524,0.818182,0.833333,0.842105,0.85,0.863636,0.875,0.888889,0.9,0.913043,0.928571,0.944444,0.966828
eff,13,5928,0.0,0.0,0.0,0.052632,0.0625,0.076923,0.083333,0.090909,0.1,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.176471,0.181818,0.2,0.2,0.214286,0.222222,0.230769,0.238495,0.25,0.25,0.269231,0.277778,0.285714,0.3,0.307692,0.315789,0.333333,0.333333,0.35,0.357143,0.363636,0.375,0.384615,0.394737,0.4,0.411765,0.416667,0.428571,0.4375,0.444444,0.454545,0.461538,0.466667,0.47619,0.5,0.5,0.5,0.517637,0.527164,0.538462,0.545455,0.545455,0.555556,0.5625,0.571429,0.578947,0.583333,0.6,0.6,0.615385,0.619048,0.625262,0.636364,0.646357,0.653846,0.666667,0.666667,0.681291,0.692308,0.7,0.714286,0.714286,0.727273,0.733782,0.75,0.75,0.763375,0.777778,0.785714,0.791667,0.8,0.8125,0.821429,0.833333,0.842105,0.852941,0.866667,0.875,0.888889,0.9,0.916667,0.928571,0.95,0.979121
eff,14,6395,0.0,0.0,0.0,0.045455,0.058824,0.071429,0.076923,0.083333,0.090909,0.1,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.176471,0.181818,0.2,0.2,0.214286,0.227273,0.235294,0.25,0.25,0.270769,0.28,0.285714,0.3,0.307692,0.315789,0.333333,0.333333,0.346126,0.357143,0.363636,0.375,0.384615,0.4,0.4,0.411765,0.416667,0.428571,0.4375,0.45,0.454545,0.466667,0.473684,0.5,0.5,0.5,0.5,0.517041,0.529412,0.538462,0.542857,0.55,0.555556,0.566667,0.575,0.583333,0.590909,0.6,0.611111,0.615385,0.625,0.636319,0.642857,0.647059,0.666667,0.666667,0.676471,0.6875,0.692308,0.7,0.710758,0.714286,0.727273,0.733333,0.75,0.75,0.761905,0.769231,0.783304,0.799412,0.8,0.8125,0.821429,0.833333,0.846154,0.857143,0.863636,0.875,0.888889,0.9,0.913043,0.928571,0.944444,0.965517
eff,15,5898,0.0,0.0,0.0,0.043478,0.058824,0.071429,0.076923,0.083333,0.1,0.111111,0.125,0.133333,0.142857,0.153846,0.166667,0.176471,0.1875,0.2,0.214286,0.222222,0.230769,0.235294,0.25,0.25,0.271307,0.277778,0.285714,0.3,0.307692,0.318182,0.333333,0.333333,0.352941,0.363586,0.368421,0.375,0.384615,0.4,0.407211,0.416667,0.421053,0.428571,0.444444,0.45,0.461538,0.466667,0.478261,0.5,0.5,0.5,0.5,0.526316,0.533333,0.540437,0.55,0.5592,0.571429,0.571429,0.583333,0.588235,0.6,0.608696,0.615385,0.625,0.636364,0.642857,0.65,0.666667,0.666667,0.674942,0.684211,0.692308,0.7,0.708333,0.71875,0.727273,0.733333,0.744154,0.75,0.756757,0.769231,0.777778,0.785714,0.8,0.807692,0.818182,0.826087,0.833333,0.846154,0.857143,0.866667,0.875,0.888889,0.9,0.911765,0.923077,0.9375,0.954545,1.0
eff,16,6020,0.0,0.0,0.0,0.043478,0.058824,0.071429,0.076923,0.090909,0.1,0.111111,0.117647,0.133333,0.142857,0.153846,0.166667,0.176471,0.181818,0.2,0.2,0.218478,0.22725,0.235294,0.25,0.25,0.266667,0.272727,0.285714,0.294118,0.3,0.3125,0.333333,0.333333,0.333333,0.35,0.357143,0.366182,0.375,0.388889,0.4,0.411765,0.416667,0.428571,0.44,0.45,0.454545,0.461538,0.470588,0.478261,0.5,0.5,0.5,0.5,0.526316,0.533333,0.538462,0.545455,0.555556,0.5625,0.571429,0.583333,0.590909,0.6,0.6,0.615385,0.625,0.631579,0.6397,0.647059,0.666667,0.666667,0.666667,0.684211,0.692308,0.7,0.705882,0.714286,0.727273,0.733333,0.740741,0.75,0.76,0.769231,0.777778,0.785714,0.8,0.806452,0.818182,0.826087,0.833333,0.846154,0.857143,0.866667,0.877538,0.888889,0.904762,0.92,0.9375,0.952381,1.0
eff,17,5529,0.0,0.0,0.0,0.05,0.0625,0.071429,0.079958,0.090909,0.1,0.106767,0.117647,0.125,0.142857,0.142857,0.157895,0.166667,0.181818,0.1875,0.2,0.210526,0.221806,0.227273,0.235294,0.25,0.25,0.269231,0.277778,0.285714,0.3,0.307692,0.315789,0.333333,0.333333,0.333333,0.357143,0.363636,0.375,0.384615,0.4,0.4,0.416667,0.421053,0.434891,0.444444,0.454545,0.461538,0.466667,0.474263,0.490462,0.5,0.5,0.5,0.521739,0.529412,0.538462,0.541667,0.55,0.555556,0.571429,0.578947,0.583333,0.591243,0.6,0.608696,0.615385,0.625,0.631579,0.642857,0.65,0.666667,0.666667,0.675803,0.6875,0.692308,0.702703,0.714286,0.722222,0.727273,0.737117,0.75,0.76,0.769231,0.777778,0.785714,0.79444,0.8,0.8125,0.821429,0.833333,0.84,0.85,0.863636,0.875,0.888889,0.904762,0.92,0.933333,0.95,1.0
eff,18,7059,0.0,0.0,0.0,0.05,0.058824,0.071429,0.079011,0.090909,0.1,0.111111,0.117647,0.125,0.142857,0.153846,0.166667,0.176471,0.185455,0.2,0.206897,0.214286,0.222222,0.234824,0.25,0.25,0.266667,0.272727,0.285714,0.3,0.304348,0.3125,0.333333,0.333333,0.333333,0.352941,0.363636,0.368421,0.375,0.384615,0.4,0.4,0.411765,0.421053,0.428571,0.44,0.444444,0.454545,0.461538,0.47345,0.482759,0.5,0.5,0.5,0.5,0.52381,0.529412,0.538462,0.545455,0.555556,0.56,0.571429,0.577692,0.583333,0.593218,0.6,0.615385,0.621327,0.627843,0.636364,0.642857,0.652174,0.666667,0.666667,0.681818,0.6875,0.695652,0.703704,0.714286,0.722222,0.730769,0.73913,0.75,0.757576,0.769231,0.775367,0.785714,0.8,0.808353,0.818182,0.833333,0.842105,0.857143,0.866667,0.875,0.888889,0.9,0.916667,0.928571,0.947368,0.977454
eff,19,6111,0.0,0.0,0.0,0.041667,0.058824,0.066667,0.076923,0.083333,0.1,0.1,0.111111,0.125,0.136364,0.15,0.157895,0.166667,0.181818,0.194017,0.2,0.212121,0.222222,0.230769,0.240414,0.25,0.258343,0.271329,0.277778,0.285714,0.3,0.307692,0.315789,0.333333,0.333333,0.347826,0.357143,0.363636,0.375,0.384615,0.388889,0.4,0.409207,0.416667,0.428571,0.4375,0.444444,0.454545,0.464286,0.473684,0.5,0.5,0.5,0.5,0.521739,0.529412,0.533333,0.541667,0.545455,0.555556,0.5625,0.571429,0.583333,0.588235,0.6,0.608696,0.615385,0.625,0.631579,0.642857,0.647059,0.666667,0.666667,0.666667,0.6875,0.693162,0.7,0.714286,0.721556,0.73007,0.736842,0.75,0.75,0.762465,0.772727,0.780488,0.791667,0.8,0.8125,0.818182,0.833333,0.84,0.85,0.861303,0.875,0.888889,0.9,0.916667,0.931583,0.948448,0.969697
eff,20,6834,0.0,0.0,0.0,0.045455,0.0625,0.071429,0.076923,0.090909,0.1,0.103993,0.111111,0.125,0.133333,0.142857,0.157813,0.166667,0.181818,0.2,0.2,0.214286,0.227114,0.235294,0.25,0.25,0.265646,0.272727,0.28,0.285714,0.3,0.307692,0.322581,0.333333,0.333333,0.352941,0.363636,0.37037,0.380952,0.388889,0.4,0.4,0.416667,0.428571,0.4375,0.444444,0.45,0.458333,0.466667,0.470588,0.484037,0.5,0.5,0.5,0.516176,0.526316,0.53369,0.545455,0.555556,0.56288,0.571429,0.583333,0.590909,0.6,0.611111,0.619048,0.625,0.636364,0.642857,0.65,0.666667,0.666667,0.678861,0.6875,0.692308,0.7,0.709677,0.714286,0.727273,0.733333,0.75,0.75,0.761905,0.769231,0.777778,0.785714,0.8,0.809524,0.818182,0.82612,0.83871,0.848177,0.857143,0.869565,0.882353,0.894737,0.909091,0.923077,0.9375,0.952381,0.971683
eff,21,6511,0.0,0.0,0.0,0.052632,0.0625,0.071429,0.083333,0.090909,0.1,0.111111,0.117647,0.130435,0.142857,0.153846,0.161726,0.166667,0.181818,0.190476,0.2,0.214286,0.222222,0.235294,0.25,0.25,0.266667,0.272727,0.285714,0.297757,0.307692,0.315789,0.333333,0.333333,0.333333,0.352941,0.363636,0.368421,0.380952,0.384615,0.4,0.4,0.416667,0.425714,0.428571,0.444444,0.45,0.459459,0.466667,0.473684,0.5,0.5,0.5,0.5,0.52381,0.532482,0.538462,0.545455,0.555556,0.5625,0.571429,0.580645,0.588235,0.6,0.6,0.611111,0.625,0.631579,0.642857,0.647059,0.653846,0.666667,0.666667,0.681818,0.692308,0.7,0.705882,0.714286,0.727273,0.733333,0.75,0.75,0.761905,0.769231,0.782609,0.791667,0.8,0.8125,0.821429,0.833333,0.842105,0.851064,0.863636,0.875,0.888889,0.9,0.909091,0.923077,0.9375,0.95,0.968649
eff,22,7222,0.0,0.0,0.0,0.05,0.0625,0.071429,0.083333,0.090909,0.1,0.111111,0.12,0.125,0.142857,0.153846,0.166667,0.166667,0.181818,0.1875,0.2,0.210526,0.222222,0.230769,0.238095,0.25,0.25,0.266667,0.277778,0.285714,0.3,0.307692,0.315789,0.333333,0.333333,0.333333,0.357143,0.363636,0.375,0.384615,0.389146,0.4,0.411765,0.416667,0.428571,0.436282,0.444444,0.454545,0.461538,0.470588,0.478261,0.5,0.5,0.5,0.5,0.526316,0.533333,0.538462,0.545455,0.555556,0.565217,0.571429,0.583333,0.590909,0.6,0.608696,0.615385,0.625,0.636364,0.642857,0.65,0.666667,0.666667,0.676584,0.6875,0.692308,0.7,0.714286,0.718963,0.727273,0.736842,0.75,0.75,0.761905,0.772727,0.777778,0.787554,0.8,0.809524,0.821429,0.833333,0.844375,0.857143,0.866667,0.88,0.891202,0.904762,0.916667,0.933333,0.95,0.968538
