i,short,tier,ratio,pnl,res,year
235,True,0,0.5967962278993021,-18.0,stop,2025
237,True,0,0.7052553481003262,-15.0,stop,2025
95,True,0,0.6674124542783474,-1.5,stop,2025
99,True,1,0.8752698069645906,-3.25,stop,2025
109,True,0,0.6809564899761248,-5.25,stop,2025
115,True,0,0.5363890358629168,5.5,target,2025
171,True,0,0.6915642987149102,-7.25,stop,2025
33,True,0,0.622452510199235,-1.0,stop,2025
37,True,0,0.833123646164471,-4.25,stop,2025
61,True,0,0.7389420479077872,9.0,target,2025
165,True,0,0.6334328791485474,-1.5,stop,2025
118,True,0,0.7989782355813159,-1.0,stop,2025
105,False,0,0.6246189529879081,-5.25,stop,2025
109,False,0,0.8031503823288025,4.5,target,2025
111,False,0,0.6762843764033768,2.0,target,2025
118,False,0,0.82915982484948,-7.75,stop,2025
141,False,0,0.7069389303436457,-4.25,stop,2025
234,True,0,0.6681802386966575,6.0,target,2025
246,True,1,0.9110020220820961,5.0,target,2025
257,True,2,1.609232832990586,-12.5,stop,2025
26,True,0,0.7287880864882594,-1.5,stop,2025
23,False,0,0.7361409135624091,17.0,target,2025
110,False,0,0.6797578551148749,-6.75,stop,2025
60,True,0,0.5663487275380944,-2.0,stop,2025
6,True,0,0.5254467217091294,-2.75,stop,2025
27,False,0,0.7881141319470126,6.0,target,2025
143,True,0,0.6500309038064055,-3.0,stop,2025
18,True,0,0.7055655611181683,-2.0,stop,2025
23,True,0,0.7143665919326102,7.0,target,2025
60,True,1,0.8776606026046615,-1.25,stop,2025
113,True,0,0.8377737083780142,7.5,target,2025
127,True,0,0.7905497169520318,-1.5,stop,2025
33,False,0,0.8126149887067,-5.25,stop,2025
10,False,0,0.7244125236757472,11.5,target,2025
91,False,0,0.7797093144142404,-2.75,stop,2025
128,True,0,0.7077515116492874,-3.0,stop,2025
20,True,1,0.8700536505714952,3.0,target,2025
28,True,0,0.771838331160365,-1.5,stop,2025
19,True,0,0.7029412401255275,7.0,target,2025
33,True,0,0.6621449638131751,4.0,target,2025
36,True,0,0.6896367410025924,-3.5,stop,2025
49,True,0,0.8093229839108034,-1.0,stop,2025
66,True,0,0.5527442870078046,-2.25,stop,2025
72,True,0,0.6840071970090861,1.5,target,2025
74,True,0,0.7670880421289553,-1.75,stop,2025
95,True,0,0.5253968984608154,-1.0,stop,2025
118,True,0,0.6759916196928945,3.0,target,2025
125,True,0,0.7941462063785231,3.0,target,2025
9,False,1,1.028476049668241,-4.5,stop,2025
182,False,0,0.6424029800368057,-3.0,stop,2025
45,True,0,0.8075131716391842,-1.0,stop,2025
88,True,0,0.7636230647324149,5.5,target,2025
166,True,1,1.0517150229834429,2.5,target,2025
61,True,0,0.6670984898501607,4.5,target,2025
66,True,1,0.8510581058635855,-3.5,stop,2025
39,True,0,0.5750408593789375,-1.25,stop,2025
41,True,0,0.7337118187142145,5.5,target,2025
8,True,0,0.6461447978917745,-2.75,stop,2025
10,True,0,0.7889784322130221,3.5,target,2025
84,True,0,0.8054248815487517,-1.0,stop,2025
4,False,0,0.8187852796240871,-1.0,stop,2025
115,False,0,0.7678111272874438,-4.0,stop,2025
9,True,1,0.8926714179363829,2.0,target,2025
34,False,0,0.813121311232654,-3.75,stop,2025
47,False,0,0.607173706295554,-0.75,stop,2025
53,False,1,0.9579518907141201,-4.5,stop,2025
116,False,1,0.8534915569557951,-6.0,stop,2025
118,False,1,0.9294801377341061,-4.0,stop,2025
128,False,1,0.9167316935255867,-9.5,stop,2025
140,False,1,0.897237515346078,13.5,target,2025
69,False,1,1.1091213452493855,5.5,target,2025
95,False,0,0.6486756982962127,-3.25,stop,2025
98,False,0,0.7320024526910073,6.5,target,2025
123,False,1,0.8777675210256533,-6.25,stop,2025
108,True,0,0.8405305648884996,-3.0,stop,2025
133,True,0,0.666054686543781,-0.75,stop,2025
13,True,0,0.7632985056708934,-1.5,stop,2025
20,True,0,0.7665822324595708,-2.75,stop,2025
40,True,0,0.5466750598709459,-0.75,stop,2025
76,True,1,0.898477478767516,-5.75,stop,2025
31,True,0,0.5607976031683313,-1.25,stop,2025
67,True,0,0.8464515790870272,5.0,target,2025
82,True,0,0.7474480015040347,-4.5,stop,2025
36,True,0,0.7390800394068013,-2.0,stop,2025
38,False,0,0.7539354905490286,-4.5,stop,2025
43,False,0,0.7492012485276759,-1.25,stop,2025
60,False,0,0.6597385425810636,-1.5,stop,2025
76,True,0,0.7560467459312249,-3.0,stop,2025
92,True,1,0.9560928737360911,4.0,target,2025
101,True,1,0.850854820613327,1.0,eod,2025
46,True,0,0.6083179002368817,5.0,target,2025
141,False,0,0.7911127142773374,-2.0,stop,2025
58,False,0,0.6949581820017308,5.5,target,2025
135,False,0,0.7461569479643911,-4.5,stop,2025
150,False,1,1.0736929674615414,11.5,target,2025
1,True,0,0.566110016574413,2.5,target,2025
77,True,0,0.6864253454668016,-2.25,stop,2025
1,False,0,0.6717783317383993,-0.75,stop,2025
95,False,1,0.9536717849222137,-2.25,stop,2025
16,True,0,0.7388324703300819,-1.0,stop,2025
62,True,0,0.8297326643460939,-3.0,stop,2025
16,True,1,0.9547344712035879,4.5,target,2025
75,False,0,0.5947307804770344,-1.75,stop,2025
165,False,1,0.9466162815768359,8.0,target,2025
17,True,1,1.1969028311971088,-8.25,stop,2025
166,False,1,0.8998851745888045,3.5,target,2025
225,False,0,0.736524992703005,7.0,target,2025
97,True,1,0.9427990134611073,-4.5,stop,2025
115,True,0,0.7095296629358866,-4.0,stop,2025
119,True,0,0.7417555489454525,-0.75,stop,2025
148,True,1,0.892197002281487,-0.75,stop,2025
47,True,0,0.6682159698562757,-2.75,stop,2025
79,True,0,0.6787016598888855,4.0,target,2025
134,True,1,0.90530596501516,-1.0,stop,2025
25,True,0,0.6256931924651606,4.0,target,2025
94,True,0,0.6364791076291063,-1.0,stop,2025
80,False,0,0.7948997917431488,-2.5,stop,2025
63,False,0,0.7416343957898919,3.5,target,2025
15,False,0,0.5344059293385993,4.5,target,2025
48,False,0,0.7189634697698356,-3.25,stop,2025
59,False,0,0.7924461779912955,-2.75,stop,2025
76,False,0,0.6793918112575636,2.5,target,2025
79,False,0,0.8175646948789778,8.0,target,2025
24,True,0,0.6436333151084381,3.0,target,2025
45,False,0,0.6744679762635565,-0.75,stop,2025
3,False,0,0.7881545440339127,-3.5,stop,2025
4,False,0,0.7295855060647604,-2.0,stop,2025
11,False,0,0.6733302286820755,-1.75,stop,2025
27,False,0,0.8475314188917032,3.5,target,2025
46,False,0,0.7230661686091051,-1.0,stop,2025
52,False,0,0.5760451388058517,-1.25,stop,2025
117,True,1,0.8690947090635038,-3.25,stop,2025
21,True,0,0.6511858415984805,-0.5,stop,2025
9,True,0,0.801045374239641,-2.0,stop,2025
34,True,0,0.6491601900211768,-1.0,stop,2025
12,True,0,0.7556724640305258,-1.75,stop,2025
16,True,0,0.846066057548807,-1.5,stop,2025
132,True,0,0.6975033407867057,-2.75,stop,2025
13,True,0,0.6962393537492814,1.5,target,2025
23,False,1,0.9280842302544644,-1.5,stop,2025
103,False,1,0.905972269834726,-10.0,stop,2025
181,False,0,0.6516092493442995,3.0,target,2025
197,False,0,0.7965039225231525,3.0,target,2025
201,False,0,0.7085857089132556,-3.75,stop,2025
32,True,0,0.7206754785825723,-1.25,stop,2025
51,True,1,0.9031336221473237,-1.75,stop,2025
90,False,0,0.7115923593731125,4.5,target,2025
116,False,0,0.7894758325326702,-1.5,stop,2025
43,True,0,0.6295373190794704,3.0,target,2025
97,True,0,0.8176511780405594,-5.25,stop,2025
94,True,0,0.8114513078932698,-1.5,stop,2025
78,False,0,0.647398601792235,5.5,target,2025
150,True,1,0.8875199483688178,-1.5,stop,2025
159,True,1,0.913592986877252,-2.0,stop,2025
86,True,1,0.956750789688548,-1.75,stop,2025
13,True,0,0.5544234531909511,-0.5,stop,2025
128,True,1,0.9553424639265136,0.5,eod,2025
26,True,0,0.708664388797409,-3.0,stop,2025
47,False,0,0.7251656649714903,-3.25,stop,2025
65,True,1,0.9344628019438597,2.5,target,2025
105,True,1,0.9061089460465922,-2.0,stop,2025
101,False,0,0.8020469327394215,3.0,target,2025
107,False,0,0.8479658938713789,4.5,target,2025
132,False,0,0.6419792811115969,-2.75,stop,2025
135,False,0,0.7296339261053392,2.0,target,2025
89,False,0,0.8465133231292726,-5.25,stop,2025
109,False,0,0.5968600048917171,-2.25,stop,2025
125,False,0,0.6589333499013007,7.5,target,2025
123,True,0,0.6879170520656747,4.0,target,2025
128,True,0,0.641692848068348,7.0,target,2025
330,False,0,0.7426331612098359,-3.0,stop,2025
127,True,0,0.6880400341412654,-1.5,stop,2025
151,True,1,0.855702675554744,-0.75,stop,2025
158,True,0,0.83446603461182,-3.25,stop,2025
165,True,0,0.8240372055316357,-0.0,eod,2025
14,True,1,0.857373335602477,-4.0,stop,2025
27,True,0,0.6383047622144797,-3.0,stop,2025
30,True,0,0.6492081498350529,3.0,target,2025
117,False,0,0.7751577363989726,-2.25,stop,2025
121,False,0,0.8242838668532658,-5.5,stop,2025
191,False,0,0.685640957076168,-3.25,stop,2025
197,False,0,0.7853505289843014,-1.75,stop,2025
219,True,0,0.6635773612864377,17.5,target,2025
7,False,1,0.8605029962039369,-1.75,stop,2025
179,False,0,0.7155319865131319,-1.75,stop,2025
66,False,0,0.7408771285996903,2.5,target,2025
227,False,0,0.692415285369593,-4.75,stop,2025
235,False,0,0.5856470187546109,-0.75,stop,2025
261,False,0,0.5857504080559935,-4.75,stop,2025
110,True,0,0.6593873613790615,-2.0,stop,2025
17,True,0,0.6472233884775606,-2.75,stop,2025
117,True,0,0.7272799709340217,4.0,target,2025
126,True,0,0.8196983528348598,-1.5,stop,2025
132,True,0,0.8206476356891166,4.5,target,2025
146,True,0,0.8050614224995404,7.5,target,2025
176,True,0,0.8289459856374881,-1.25,stop,2025
191,True,0,0.6670378877410057,-0.0,eod,2025
240,False,1,1.0042984436350313,-2.25,stop,2025
244,False,0,0.5803421210126053,-2.75,stop,2025
28,False,0,0.8423741382975299,-1.75,stop,2025
150,True,0,0.5895937474399242,9.5,target,2025
242,False,0,0.6012218705407624,-2.5,stop,2025
268,False,0,0.8150417826861734,-5.75,stop,2025
351,False,0,0.6547323575417718,-1.0,stop,2025
5,True,0,0.5564446599849121,-2.5,stop,2025
119,True,0,0.8082714612408415,-1.25,stop,2025
61,False,0,0.6268135225521826,-2.25,stop,2025
65,False,0,0.6714667690836946,8.5,target,2025
139,False,0,0.7743600582455595,7.5,target,2025
26,True,0,0.5815040171496949,-1.5,stop,2025
38,True,0,0.6825768706043336,-1.5,stop,2025
115,True,1,0.9959247144932494,-1.75,stop,2025
161,True,0,0.6821695223386107,-1.25,stop,2025
81,True,0,0.6312899928060278,-1.5,stop,2025
95,True,0,0.56554953685354,-2.5,stop,2025
104,True,0,0.7895584570072774,-0.75,stop,2025
26,False,0,0.7589036273990809,-2.75,stop,2025
37,False,0,0.7152830910037734,-3.5,stop,2025
91,False,0,0.7709041916167664,-2.5,stop,2025
93,False,1,0.937944989736601,9.0,target,2025
103,True,0,0.7340106101961775,-3.25,stop,2025
106,True,0,0.7983303739306336,9.5,target,2025
122,True,0,0.6775661471573734,-2.0,stop,2025
141,True,0,0.7883121391474613,-5.5,stop,2025
176,True,0,0.6805014585683038,2.5,target,2025
196,True,1,1.042787476501278,-0.0,eod,2025
82,False,0,0.795020056013161,-2.0,stop,2025
170,False,0,0.7692999608536812,-1.5,stop,2025
186,False,0,0.6812410326598789,7.0,target,2025
46,False,0,0.7667666609675097,-0.5,stop,2025
2,False,0,0.620076777269528,-6.25,stop,2025
6,False,0,0.6787554097445204,-5.25,stop,2025
47,False,0,0.8296817207500219,-8.5,stop,2025
51,False,0,0.6429570058849213,-2.5,stop,2025
236,False,0,0.6554668595484922,-0.5,stop,2025
104,True,0,0.7712438533187834,3.5,target,2025
2,True,0,0.596257884774691,-4.75,stop,2025
34,True,1,0.8856226880932083,-1.25,stop,2025
4,True,0,0.8472149345273493,-1.0,stop,2025
11,True,0,0.6773370183774192,4.5,target,2025
45,False,0,0.7958269952566508,-1.5,stop,2026
69,False,0,0.8242033772217403,7.5,target,2026
127,False,0,0.7835790335790337,-1.5,stop,2026
10,True,0,0.7426529420648272,4.0,target,2026
38,True,0,0.6231943100557201,3.0,target,2026
61,True,0,0.7589505352459862,-0.75,stop,2026
93,True,1,0.8865531936487486,-2.25,stop,2026
40,False,0,0.7286415625832596,3.5,target,2026
73,False,1,0.9054683515528069,-1.75,stop,2026
99,False,0,0.6887514742112034,-3.0,stop,2026
153,False,0,0.7304340842796356,4.0,target,2026
79,True,1,0.8895576397345683,2.0,target,2026
140,True,0,0.8342134910575975,-2.5,stop,2026
35,False,0,0.7617892489079873,6.5,target,2026
42,False,0,0.5918099064910584,-2.0,stop,2026
60,True,0,0.6912218538735445,-1.5,stop,2026
157,True,0,0.7021290295257824,-1.5,stop,2026
9,False,0,0.7651365549981287,11.5,target,2026
2,True,0,0.5771031068794475,2.5,target,2026
4,True,0,0.7906077802450859,4.0,target,2026
9,True,0,0.7798228682868263,-3.75,stop,2026
40,True,0,0.6646061362512768,2.5,target,2026
22,False,0,0.8327392393184437,-1.5,stop,2026
31,False,0,0.5350545391101864,-4.0,stop,2026
245,False,0,0.702362102188884,-3.5,stop,2026
268,False,0,0.7594583876472347,-5.75,stop,2026
27,False,1,0.8833533977688347,-4.0,stop,2026
47,False,0,0.6055704938474412,-5.0,stop,2026
7,True,0,0.5896980929521264,-3.25,stop,2026
59,True,0,0.7165554956719614,-4.5,stop,2026
49,True,0,0.7196178419461731,-2.75,stop,2026
26,True,0,0.6899107200323651,4.5,target,2026
41,True,0,0.818070905775128,-3.0,stop,2026
47,True,0,0.5914258288124742,-1.25,stop,2026
118,False,1,0.9412190209801882,6.0,target,2026
161,False,0,0.7615522262376758,-3.5,stop,2026
217,False,1,1.072140387641854,4.5,target,2026
75,False,0,0.7667960414524398,-2.75,stop,2026
40,False,0,0.826418778969774,-1.25,stop,2026
65,False,0,0.7743920462179229,-4.75,stop,2026
84,False,0,0.6720781561785757,7.0,target,2026
92,False,1,0.908552121793866,12.0,target,2026
239,False,0,0.8343511047291025,-3.0,stop,2026
254,False,0,0.5409183044409288,-0.75,stop,2026
68,False,1,0.9416443773178028,-3.25,stop,2026
16,True,0,0.7165983179163589,-4.5,stop,2026
28,True,1,0.8624117443459891,-2.5,stop,2026
154,True,1,0.9720837042690734,-1.75,stop,2026
96,False,0,0.6179514547863642,-1.75,stop,2026
156,False,0,0.6619232475861315,-2.0,stop,2026
64,True,0,0.8320112400958172,-1.25,stop,2026
82,True,0,0.8071750540862322,-3.25,stop,2026
122,True,0,0.5303644163472826,-2.25,stop,2026
115,False,0,0.8128433648372299,-5.75,stop,2026
129,False,0,0.761829033197572,11.5,target,2026
149,False,0,0.5353564092152524,2.5,target,2026
8,False,0,0.6685665967130855,-2.5,stop,2026
47,False,0,0.6254784121404523,-1.5,stop,2026
68,False,0,0.6728369882655172,-1.25,stop,2026
172,False,0,0.6296376806661418,7.5,target,2026
113,True,0,0.7127590864652099,1.5,target,2026
124,True,1,0.8800761505852511,-0.5,stop,2026
208,True,0,0.6976787872812062,-1.75,stop,2026
212,False,1,1.0361034200955386,11.5,target,2026
98,False,0,0.7081059570114449,4.5,target,2026
231,False,0,0.7908003291263709,-3.25,stop,2026
239,False,0,0.7895061870204878,-4.25,stop,2026
230,True,1,0.9636054565607223,-3.0,stop,2026
69,True,0,0.8222150179899129,-4.5,stop,2026
193,True,0,0.8439774926239029,6.5,target,2026
203,True,0,0.71501659594028,12.0,target,2026
177,False,0,0.6487465538878073,2.5,target,2026
179,False,1,0.8639100238950369,-6.0,stop,2026
26,True,0,0.6568215078853377,2.0,target,2026
89,False,0,0.7082686705328215,-5.25,stop,2026
94,False,0,0.8403883580486505,-4.5,stop,2026
54,True,1,0.8533538741755088,-2.0,stop,2026
209,False,0,0.7228131234902975,-1.0,stop,2026
129,True,0,0.6685157827734217,-4.0,stop,2026
162,True,1,0.9114241414231737,5.0,target,2026
165,True,1,0.8900640056220558,15.5,target,2026
140,False,0,0.6163208658604421,8.5,target,2026
219,False,0,0.8327041616947417,3.5,target,2026
90,True,0,0.7348836571933272,-4.25,stop,2026
106,True,0,0.8463027733242087,-5.0,stop,2026
185,True,0,0.7249906373891138,7.5,target,2026
13,True,0,0.6946549448870935,7.5,target,2026
60,True,0,0.606437127380135,-3.75,stop,2026
143,False,0,0.6589146187360745,8.5,target,2026
22,True,0,0.5894159389932064,-3.5,stop,2026
120,True,0,0.5962294527191657,-2.0,stop,2026
112,False,0,0.5841095845428149,-1.5,stop,2026
146,False,0,0.7571164889679206,5.5,target,2026
241,True,0,0.8163530834295337,-1.25,eod,2026
35,True,0,0.6920095881148569,-2.5,stop,2026
42,False,1,1.0776973676129504,15.0,target,2026
100,True,0,0.8114116886134294,11.0,target,2026
108,True,1,1.049508307059076,-3.75,stop,2026
129,True,1,0.8872691965254766,-2.25,stop,2026
14,True,0,0.8407012773279332,-1.0,stop,2026
84,False,1,0.8563234689699227,9.0,target,2026
188,False,1,0.8890073552821942,9.5,target,2026
138,True,0,0.7938944089164318,6.0,target,2026
201,False,1,0.9887466998410394,-2.0,stop,2026
241,False,0,0.7561910932173322,-1.5,stop,2026
84,False,0,0.6262203532380152,-2.5,stop,2026
94,False,0,0.8024321021680482,9.0,target,2026
108,False,1,0.8733047893702656,-2.5,stop,2026
16,False,0,0.8175725228771474,-2.5,stop,2026
4,True,0,0.7245848654883051,-2.0,stop,2026
103,False,0,0.7540514741091423,-4.5,stop,2026
175,False,0,0.7353974511067616,-2.5,stop,2026
224,False,0,0.7917696602076228,-2.75,stop,2026
148,False,0,0.7694894003158135,13.5,target,2026
231,False,0,0.8478603366401402,-4.25,stop,2026
245,False,1,0.8509551769582425,-0.5,stop,2026
160,True,0,0.7641893832984916,-0.5,stop,2026
90,True,0,0.6609578294714432,-1.5,stop,2026
114,True,0,0.6019033710599976,-2.25,stop,2026
93,False,0,0.6016249869440692,6.5,target,2026
118,False,0,0.7943603788127357,5.0,target,2026
26,True,0,0.8241317461526098,-1.5,stop,2026
131,True,0,0.6025425404349177,-1.75,stop,2026
147,True,0,0.7360603436961443,-4.25,stop,2026
1,False,0,0.7956775795005374,10.5,target,2026
109,True,1,1.4702191782006544,-3.5,stop,2026
48,False,0,0.6900020063417395,5.0,target,2026
53,False,1,1.1481752405660581,3.0,target,2026
1,False,0,0.6738103886669089,8.0,target,2026
9,False,0,0.7398238882601375,-2.5,stop,2026
299,True,0,0.6384539465599781,-2.5,stop,2026
25,True,1,0.9585103479453799,-13.0,stop,2026
123,False,0,0.6566518783833285,7.5,target,2026
25,False,0,0.7441550320067941,8.5,target,2026
100,False,0,0.6720128078272013,9.5,target,2026
164,False,0,0.7827198599802506,-4.25,stop,2026
170,False,0,0.6770196350033947,-3.5,stop,2026
1,True,0,0.6927185845279608,6.0,target,2026
115,True,0,0.6550668044501758,3.5,target,2026
226,False,0,0.6529397616032527,-3.75,stop,2026
18,True,0,0.7222614733139782,-2.25,stop,2026
6,True,0,0.7792663744703242,-3.0,stop,2026
36,True,0,0.564587567872226,-4.75,stop,2026
103,False,0,0.7172643318794054,-5.0,stop,2026
105,False,0,0.7701226331198611,4.5,target,2026
40,True,0,0.7503367270816206,-4.25,stop,2026
45,True,0,0.7281761343265479,-2.75,stop,2026
98,False,0,0.6724128699524656,-3.25,stop,2026
122,False,1,0.8509881981708314,-0.75,stop,2026
64,True,0,0.7352667750247303,5.5,eod,2026
36,True,0,0.8228978543515876,-2.25,stop,2026
56,True,0,0.8036221119253447,-3.0,stop,2026
43,False,0,0.8040713630355004,-6.25,stop,2026
118,False,1,0.8699763979975206,-3.75,stop,2026
128,False,0,0.7780287199836771,12.5,target,2026
112,True,1,0.9201899642049066,-5.5,stop,2026
65,True,1,0.931885333221597,-3.75,stop,2026
7,False,0,0.8336343069526926,-0.5,stop,2026
39,False,0,0.5671060165912579,6.0,target,2026
100,True,0,0.6592258014907619,-4.5,stop,2026
57,False,0,0.670053557765876,4.0,target,2026
71,False,1,1.0702838261882992,-3.5,stop,2026
44,True,0,0.6691412097157373,-3.25,stop,2026
71,True,1,0.9494078927712758,-1.0,stop,2026
12,True,0,0.6393417648838807,-3.0,stop,2026
8,True,1,1.0276490814421848,6.0,target,2026
13,True,1,1.287005003704159,-1.0,stop,2026
46,True,0,0.6965003055738693,-2.75,stop,2026
