i,short,en,st,rk,tg,kind,flagged,belim,date,res,pnl,year
4,False,6665.5,6663.0,2.5,6670.5,EBrev,False,False,2025-07-31,target,5.0,2025
80,False,6639.0,6635.0,4.0,,Basic,True,True,2025-07-31,stop,-4.0,2025
232,False,6600.0,6596.5,3.5,6607.0,Basic,False,False,2025-07-31,stop,-3.5,2025
3,False,6528.0,6526.0,2.0,6532.0,Basic,False,False,2025-08-01,stop,-2.0,2025
5,True,6523.25,6531.25,8.0,6507.25,Basic,False,False,2025-08-01,rev,2.0,2025
7,False,6521.25,6518.25,3.0,6527.25,EBrev,False,False,2025-08-01,stop,-3.0,2025
8,True,6518.25,6522.75,4.5,6509.25,Basic,False,False,2025-08-01,stop,-4.5,2025
9,False,6521.75,6517.0,4.75,6531.25,Basic,False,False,2025-08-01,stop,-4.75,2025
12,True,6517.25,6521.25,4.0,6509.25,Basic,False,False,2025-08-01,target,8.0,2025
31,True,6494.5,6497.5,3.0,6488.5,Basic,False,False,2025-08-01,stop,-3.0,2025
32,False,6498.5,6493.25,5.25,6509.0,Basic,False,False,2025-08-01,rev,-2.0,2025
33,True,6496.5,6501.25,4.75,6487.0,EBrev,False,False,2025-08-01,target,9.5,2025
57,False,6475.0,6471.0,4.0,6483.0,Basic,False,False,2025-08-01,target,8.0,2025
61,True,6483.25,6490.25,7.0,6469.25,Basic,False,False,2025-08-01,stop,-7.0,2025
79,True,6499.0,6501.5,2.5,6494.0,Basic,False,False,2025-08-01,stop,-2.5,2025
80,False,6502.25,6497.25,5.0,,Basic,True,True,2025-08-01,be_fill,0.0,2025
83,False,6506.0,6498.75,7.25,6520.5,Basic,False,False,2025-08-01,rev,-4.5,2025
84,True,6501.5,6507.0,5.5,6490.5,EBrev,False,False,2025-08-01,rev,-0.25,2025
85,False,6501.75,6499.0,2.75,6507.25,EBrev,False,False,2025-08-01,stop,-2.75,2025
86,True,6496.25,6502.75,6.5,6483.25,Basic,False,False,2025-08-01,rev,-4.5,2025
87,False,6500.75,6495.25,5.5,6511.75,EBrev,False,False,2025-08-01,rev,0.75,2025
88,True,6501.5,6505.25,3.75,6494.0,EBrev,False,False,2025-08-01,stop,-3.75,2025
89,False,6504.75,6500.0,4.75,,Basic,True,True,2025-08-01,be_fill,0.0,2025
113,True,6506.75,6512.75,6.0,,Basic,True,True,2025-08-01,be_fill,0.0,2025
236,False,6471.5,6466.75,4.75,6481.0,Basic,False,False,2025-08-01,target,9.5,2025
279,False,6488.75,6482.25,6.5,6501.75,Basic,False,False,2025-08-01,target,13.0,2025
63,False,6544.5,6543.0,1.5,,Basic,True,True,2025-08-05,stop,-1.5,2025
24,False,6568.75,6563.5,5.25,6579.25,Basic,False,False,2025-08-06,stop,-5.25,2025
46,False,6605.5,6602.5,3.0,,Basic,True,True,2025-08-07,be_fill,0.0,2025
17,False,6651.25,6647.75,3.5,6658.25,Basic,False,False,2025-08-12,rev,0.75,2025
19,True,6652.0,6654.75,2.75,6646.5,EBrev,False,False,2025-08-12,stop,-2.75,2025
107,False,6703.5,6699.75,3.75,6711.0,Basic,False,False,2025-08-13,target,7.5,2025
19,False,6632.75,6630.25,2.5,6637.75,Basic,False,False,2025-08-20,stop,-2.5,2025
23,True,6667.5,6677.75,10.25,6647.0,Basic,False,False,2025-08-22,stop,-10.25,2025
24,False,6677.0,6662.0,15.0,6707.0,Basic,False,False,2025-08-22,rev,13.75,2025
30,True,6690.75,6699.5,8.75,6673.25,EBrev,False,False,2025-08-22,rev,-0.0,2025
31,False,6690.75,6687.75,3.0,6696.75,EBrev,False,False,2025-08-22,target,6.0,2025
34,True,6694.0,6699.75,5.75,6682.5,Basic,False,False,2025-08-22,rev,-1.75,2025
35,False,6695.75,6691.75,4.0,6703.75,EBrev,False,False,2025-08-22,rev,-1.25,2025
36,True,6694.5,6699.75,5.25,,EBrev,True,True,2025-08-22,be_fill,0.0,2025
41,False,6691.25,6685.75,5.5,6702.25,Basic,False,False,2025-08-22,stop,-5.5,2025
61,True,6709.75,6712.75,3.0,6703.75,Basic,False,False,2025-08-22,stop,-3.0,2025
64,False,6706.75,6703.75,3.0,6712.75,Basic,False,False,2025-08-22,stop,-3.0,2025
66,True,6701.0,6708.5,7.5,6686.0,Basic,False,False,2025-08-22,rev,1.25,2025
68,False,6699.75,6697.0,2.75,6705.25,EBrev,False,False,2025-08-22,stop,-2.75,2025
69,True,6696.25,6701.75,5.5,6685.25,Basic,False,False,2025-08-22,rev,1.5,2025
71,False,6694.75,6691.5,3.25,6701.25,EBrev,False,False,2025-08-22,stop,-3.25,2025
72,True,6691.25,6697.25,6.0,6679.25,Basic,False,False,2025-08-22,rev,-0.0,2025
73,False,6691.25,6688.25,3.0,6697.25,EBrev,False,False,2025-08-22,rev,-0.25,2025
74,True,6691.0,6693.5,2.5,6686.0,EBrev,False,False,2025-08-22,stop,-2.5,2025
75,False,6695.25,6688.5,6.75,6708.75,Basic,False,False,2025-08-22,target,13.5,2025
84,True,6703.25,6709.25,6.0,,Basic,True,True,2025-08-22,stop,-6.0,2025
84,False,6716.75,6713.75,3.0,,Basic,True,True,2025-08-27,be_fill,0.0,2025
8,False,6616.0,6613.0,3.0,6622.0,Basic,False,False,2025-09-02,stop,-3.0,2025
9,True,6613.0,6617.75,4.75,,Basic,True,True,2025-09-02,be_fill,0.0,2025
56,False,6718.75,6715.0,3.75,6726.25,Basic,False,False,2025-09-05,stop,-3.75,2025
64,False,6710.25,6706.5,3.75,6717.75,Basic,False,False,2025-09-05,rev,-1.5,2025
69,True,6708.75,6713.5,4.75,,EBrev,True,True,2025-09-05,be_fill,0.0,2025
72,True,6706.25,6713.0,6.75,,Basic,True,True,2025-09-05,be_fill,0.0,2025
77,True,6700.5,6708.75,8.25,6684.0,Basic,False,False,2025-09-05,rev,9.0,2025
105,False,6691.5,6685.75,5.75,6703.0,EBrev,False,False,2025-09-05,rev,-3.0,2025
106,True,6688.5,6692.25,3.75,6681.0,EBrev,False,False,2025-09-05,stop,-3.75,2025
71,False,6843.25,6835.5,7.75,6858.75,Basic,False,False,2025-09-17,rev,10.0,2025
74,True,6853.25,6857.5,4.25,,EBrev,True,True,2025-09-17,be_fill,0.0,2025
90,False,6818.25,6810.5,7.75,6833.75,Basic,False,False,2025-09-17,rev,3.75,2025
94,True,6822.0,6828.75,6.75,,EBrev,True,True,2025-09-17,stop,-6.75,2025
110,True,6819.25,6830.5,11.25,6796.75,Basic,False,False,2025-09-17,rev,-5.0,2025
111,False,6824.25,6818.25,6.0,6836.25,EBrev,False,False,2025-09-17,stop,-6.0,2025
114,False,6822.0,6812.5,9.5,6841.0,Basic,False,False,2025-09-17,rev,5.0,2025
116,True,6827.0,6832.75,5.75,6815.5,EBrev,False,False,2025-09-17,target,11.5,2025
122,False,6813.5,6806.5,7.0,6827.5,Basic,False,False,2025-09-17,stop,-7.0,2025
127,False,6803.75,6799.25,4.5,6812.75,Basic,False,False,2025-09-17,stop,-4.5,2025
140,False,6807.75,6800.25,7.5,6822.75,Basic,False,False,2025-09-17,stop,-7.5,2025
156,True,6816.5,6825.75,9.25,6798.0,Basic,False,False,2025-09-17,rev,-7.0,2025
157,False,6823.5,6813.75,9.75,6843.0,EBrev,False,False,2025-09-17,target,19.5,2025
176,False,6908.75,6906.0,2.75,6914.25,Basic,False,False,2025-09-30,stop,-2.75,2025
81,False,6950.75,6947.5,3.25,6957.25,Basic,False,False,2025-10-03,target,6.5,2025
109,False,6931.0,6924.5,6.5,6944.0,Basic,False,False,2025-10-03,target,13.0,2025
47,False,6938.75,6935.5,3.25,6945.25,Basic,False,False,2025-10-07,rev,-2.75,2025
48,True,6936.0,6940.0,4.0,6928.0,EBrev,False,False,2025-10-07,rev,-1.75,2025
50,False,6937.75,6933.25,4.5,6946.75,EBrev,False,False,2025-10-07,rev,-4.0,2025
52,True,6933.75,6940.0,6.25,6921.25,EBrev,False,False,2025-10-07,rev,0.75,2025
54,False,6933.0,6929.5,3.5,6940.0,EBrev,False,False,2025-10-07,target,7.0,2025
100,False,6922.0,6919.75,2.25,6926.5,Basic,False,False,2025-10-07,stop,-2.25,2025
57,False,6949.0,6944.5,4.5,6958.0,Basic,False,False,2025-10-10,stop,-4.5,2025
58,True,6942.25,6950.0,7.75,6926.75,Basic,False,False,2025-10-10,target,15.5,2025
62,True,6935.5,6942.0,6.5,6922.5,Basic,False,False,2025-10-10,target,13.0,2025
65,False,6924.75,6913.0,11.75,6948.25,Basic,False,False,2025-10-10,rev,-7.5,2025
67,True,6917.25,6930.5,13.25,6890.75,EBrev,False,False,2025-10-10,rev,10.5,2025
70,False,6906.75,6899.5,7.25,6921.25,EBrev,False,False,2025-10-10,stop,-7.25,2025
74,True,6901.75,6908.75,7.0,6887.75,Basic,False,False,2025-10-10,rev,7.0,2025
76,False,6894.75,6890.0,4.75,6904.25,EBrev,False,False,2025-10-10,stop,-4.75,2025
77,True,6890.0,6897.75,7.75,6874.5,Basic,False,False,2025-10-10,rev,-2.75,2025
78,False,6892.75,6887.75,5.0,6902.75,EBrev,False,False,2025-10-10,target,10.0,2025
81,True,6900.25,6908.5,8.25,6883.75,Basic,False,False,2025-10-10,rev,2.5,2025
83,False,6897.75,6887.25,10.5,6918.75,EBrev,False,False,2025-10-10,rev,-2.25,2025
84,True,6895.5,6900.75,5.25,6885.0,EBrev,False,False,2025-10-10,stop,-5.25,2025
89,True,6902.0,6912.5,10.5,6881.0,Basic,False,False,2025-10-10,rev,3.5,2025
95,False,6898.5,6892.0,6.5,6911.5,EBrev,False,False,2025-10-10,stop,-6.5,2025
99,True,6905.75,6910.75,5.0,6895.75,Basic,False,False,2025-10-10,stop,-5.0,2025
116,False,6892.5,6882.5,10.0,6912.5,Basic,False,False,2025-10-10,rev,-8.75,2025
118,True,6883.75,6897.5,13.75,6856.25,EBrev,False,False,2025-10-10,rev,4.75,2025
123,False,6879.0,6871.0,8.0,6895.0,EBrev,False,False,2025-10-10,stop,-8.0,2025
133,True,6859.25,6867.0,7.75,6843.75,Basic,False,False,2025-10-10,stop,-7.75,2025
144,False,6850.75,6844.75,6.0,6862.75,Basic,False,False,2025-10-10,stop,-6.0,2025
145,True,6845.75,6851.25,5.5,6834.75,Basic,False,False,2025-10-10,stop,-5.5,2025
147,False,6851.0,6842.0,9.0,6869.0,Basic,False,False,2025-10-10,stop,-9.0,2025
149,True,6840.25,6856.0,15.75,6808.75,Basic,False,False,2025-10-10,rev,-2.25,2025
152,False,6842.5,6833.75,8.75,6860.0,EBrev,False,False,2025-10-10,rev,-4.25,2025
153,True,6838.25,6845.25,7.0,6824.25,EBrev,False,False,2025-10-10,rev,-1.5,2025
155,False,6839.75,6830.75,9.0,6857.75,EBrev,False,False,2025-10-10,rev,10.25,2025
163,True,6850.0,6854.25,4.25,6841.5,EBrev,False,False,2025-10-10,target,8.5,2025
165,False,6844.25,6840.25,4.0,6852.25,Basic,False,False,2025-10-10,stop,-4.0,2025
181,True,6862.0,6872.75,10.75,6840.5,Basic,False,False,2025-10-10,rev,-8.0,2025
182,False,6870.0,6860.75,9.25,6888.5,EBrev,False,False,2025-10-10,rev,-5.5,2025
183,True,6864.5,6872.25,7.75,6849.0,EBrev,False,False,2025-10-10,stop,-7.75,2025
208,True,6844.75,6850.75,6.0,6832.75,Basic,False,False,2025-10-10,rev,1.5,2025
211,False,6843.25,6837.0,6.25,6855.75,EBrev,False,False,2025-10-10,rev,3.5,2025
217,True,6846.75,6851.25,4.5,6837.75,EBrev,False,False,2025-10-10,stop,-4.5,2025
219,False,6849.5,6839.0,10.5,6870.5,Basic,False,False,2025-10-10,rev,0.75,2025
220,True,6850.25,6855.75,5.5,6839.25,EBrev,False,False,2025-10-10,stop,-5.5,2025
263,True,6823.5,6831.25,7.75,6808.0,Basic,False,False,2025-10-10,rev,5.25,2025
266,False,6818.25,6814.75,3.5,6825.25,EBrev,False,False,2025-10-10,stop,-3.5,2025
267,True,6814.5,6820.0,5.5,6803.5,Basic,False,False,2025-10-10,rev,-2.25,2025
268,False,6816.75,6813.0,3.75,,EBrev,True,True,2025-10-10,stop,-3.75,2025
273,True,6823.5,6827.5,4.0,6815.5,Basic,False,False,2025-10-10,target,8.0,2025
276,False,6822.0,6812.0,10.0,6842.0,Basic,False,False,2025-10-10,target,20.0,2025
363,False,6782.0,6774.25,7.75,6797.5,Basic,False,False,2025-10-10,target,15.5,2025
1,True,6842.25,6845.75,3.5,6835.25,Basic,False,False,2025-10-13,stop,-3.5,2025
2,False,6847.0,6840.25,6.75,6860.5,Basic,False,False,2025-10-13,rev,1.0,2025
3,True,6848.0,6851.0,3.0,6842.0,EBrev,False,False,2025-10-13,stop,-3.0,2025
2,False,6803.75,6797.0,6.75,,Basic,True,True,2025-10-14,be_fill,0.0,2025
18,False,6786.25,6780.75,5.5,6797.25,Basic,False,False,2025-10-14,stop,-5.5,2025
32,False,6781.0,6773.75,7.25,6795.5,Basic,False,False,2025-10-14,stop,-7.25,2025
234,False,6866.75,6862.75,4.0,6874.75,Basic,False,False,2025-10-14,rev,-0.75,2025
235,True,6866.0,6871.0,5.0,6856.0,EBrev,False,False,2025-10-14,target,10.0,2025
237,False,6855.75,6850.25,5.5,6866.75,Basic,False,False,2025-10-14,stop,-5.5,2025
238,True,6850.0,6860.25,10.25,6829.5,Basic,False,False,2025-10-14,rev,-4.75,2025
240,False,6854.75,6847.25,7.5,6869.75,EBrev,False,False,2025-10-14,rev,5.25,2025
245,True,6860.0,6865.75,5.75,6848.5,EBrev,False,False,2025-10-14,rev,6.25,2025
248,False,6853.75,6849.25,4.5,6862.75,EBrev,False,False,2025-10-14,rev,0.0,2025
249,True,6853.75,6856.0,2.25,6849.25,EBrev,False,False,2025-10-14,target,4.5,2025
253,False,6842.25,6838.25,4.0,6850.25,Basic,False,False,2025-10-14,stop,-4.0,2025
275,False,6857.0,6854.75,2.25,6861.5,Basic,False,False,2025-10-14,target,4.5,2025
162,False,6863.75,6859.25,4.5,,Basic,True,True,2025-10-15,stop,-4.5,2025
166,True,6859.5,6864.75,5.25,6849.0,Basic,False,False,2025-10-15,target,10.5,2025
176,True,6840.5,6843.5,3.0,6834.5,Basic,False,False,2025-10-15,target,6.0,2025
178,False,6838.0,6833.75,4.25,6846.5,Basic,False,False,2025-10-15,stop,-4.25,2025
179,True,6831.25,6839.0,7.75,6815.75,Basic,False,False,2025-10-15,rev,0.5,2025
183,False,6830.75,6822.0,8.75,6848.25,EBrev,False,False,2025-10-15,rev,7.5,2025
186,True,6838.25,6842.25,4.0,,EBrev,True,True,2025-10-15,stop,-4.0,2025
189,True,6835.5,6843.5,8.0,6819.5,Basic,False,False,2025-10-15,stop,-8.0,2025
135,False,6881.5,6875.5,6.0,6893.5,Basic,False,False,2025-10-16,rev,-1.5,2025
136,True,6880.0,6884.5,4.5,,EBrev,True,True,2025-10-16,be_fill,0.0,2025
164,False,6832.25,6829.5,2.75,6837.75,Basic,False,False,2025-10-16,target,5.5,2025
166,True,6835.5,6839.5,4.0,6827.5,Basic,False,False,2025-10-16,stop,-4.0,2025
170,True,6837.75,6845.0,7.25,,Basic,True,True,2025-10-16,be_fill,0.0,2025
187,False,6834.75,6825.25,9.5,6853.75,Basic,False,False,2025-10-16,rev,0.5,2025
188,True,6835.25,6840.75,5.5,6824.25,EBrev,False,False,2025-10-16,stop,-5.5,2025
193,True,6846.5,6853.5,7.0,6832.5,Basic,False,False,2025-10-16,stop,-7.0,2025
204,True,6863.75,6869.75,6.0,6851.75,Basic,False,False,2025-10-16,target,12.0,2025
214,True,6855.5,6862.25,6.75,6842.0,Basic,False,False,2025-10-16,stop,-6.75,2025
220,False,6866.0,6859.5,6.5,,Basic,True,True,2025-10-16,stop,-6.5,2025
273,False,6811.75,6806.0,5.75,6823.25,Basic,False,False,2025-10-16,rev,5.75,2025
277,True,6817.5,6821.25,3.75,6810.0,EBrev,False,False,2025-10-16,target,7.5,2025
2,False,6820.25,6817.25,3.0,6826.25,Basic,False,False,2025-10-17,stop,-3.0,2025
48,True,6921.25,6927.75,6.5,6908.25,Basic,False,False,2025-10-22,stop,-6.5,2025
154,False,6879.0,6873.5,5.5,6890.0,Basic,False,False,2025-10-22,rev,2.0,2025
156,True,6881.0,6888.0,7.0,6867.0,EBrev,False,False,2025-10-22,rev,5.5,2025
158,False,6875.5,6869.25,6.25,6888.0,EBrev,False,False,2025-10-22,rev,-4.0,2025
159,True,6871.5,6878.25,6.75,6858.0,EBrev,False,False,2025-10-22,rev,-4.0,2025
160,False,6875.5,6868.5,7.0,6889.5,EBrev,False,False,2025-10-22,target,14.0,2025
67,True,7093.25,7101.0,7.75,7077.75,Basic,False,False,2025-10-28,stop,-7.75,2025
111,False,7088.5,7080.25,8.25,7105.0,Basic,False,False,2025-10-29,rev,-2.5,2025
112,True,7086.0,7092.0,6.0,7074.0,EBrev,False,False,2025-10-29,rev,1.5,2025
116,False,7084.5,7075.25,9.25,7103.0,EBrev,False,False,2025-10-29,stop,-9.25,2025
117,True,7075.5,7085.75,10.25,7055.0,Basic,False,False,2025-10-29,rev,-7.0,2025
118,False,7082.5,7071.25,11.25,7105.0,EBrev,False,False,2025-10-29,rev,-4.75,2025
119,True,7077.75,7083.0,5.25,7067.25,EBrev,False,False,2025-10-29,rev,1.25,2025
120,False,7076.5,7073.5,3.0,7082.5,EBrev,False,False,2025-10-29,stop,-3.0,2025
126,True,7070.75,7076.75,6.0,7058.75,Basic,False,False,2025-10-29,target,12.0,2025
145,False,7068.0,7063.25,4.75,7077.5,Basic,False,False,2025-10-29,stop,-4.75,2025
34,False,6955.0,6950.5,4.5,,Basic,True,True,2025-11-06,stop,-4.5,2025
267,True,6919.75,6922.0,2.25,6915.25,Basic,False,False,2025-11-06,stop,-2.25,2025
54,True,6872.75,6876.5,3.75,6865.25,Basic,False,False,2025-11-07,stop,-3.75,2025
93,True,6905.75,6910.5,4.75,6896.25,Basic,False,False,2025-11-14,stop,-4.75,2025
31,False,6821.25,6817.75,3.5,6828.25,Basic,False,False,2025-11-18,stop,-3.5,2025
40,False,6805.5,6801.75,3.75,6813.0,Basic,False,False,2025-11-18,stop,-3.75,2025
48,False,6798.0,6793.75,4.25,6806.5,Basic,False,False,2025-11-18,stop,-4.25,2025
55,True,6793.5,6801.25,7.75,6778.0,Basic,False,False,2025-11-18,rev,0.25,2025
56,False,6793.25,6787.5,5.75,6804.75,EBrev,False,False,2025-11-18,stop,-5.75,2025
57,True,6785.5,6794.5,9.0,6767.5,Basic,False,False,2025-11-18,rev,-0.5,2025
58,False,6786.0,6783.0,3.0,6792.0,EBrev,False,False,2025-11-18,stop,-3.0,2025
59,True,6782.25,6787.25,5.0,6772.25,Basic,False,False,2025-11-18,rev,0.5,2025
60,False,6781.75,6779.0,2.75,6787.25,EBrev,False,False,2025-11-18,stop,-2.75,2025
65,False,6780.25,6773.75,6.5,6793.25,Basic,False,False,2025-11-18,target,13.0,2025
95,True,6803.0,6807.75,4.75,6793.5,Basic,False,False,2025-11-18,rev,0.75,2025
97,False,6802.25,6798.0,4.25,6810.75,EBrev,False,False,2025-11-18,rev,2.75,2025
100,True,6805.0,6809.75,4.75,6795.5,EBrev,False,False,2025-11-18,target,9.5,2025
102,False,6801.25,6795.0,6.25,6813.75,Basic,False,False,2025-11-18,rev,-1.75,2025
103,True,6799.5,6803.0,3.5,6792.5,EBrev,False,False,2025-11-18,stop,-3.5,2025
104,False,6805.5,6797.25,8.25,6822.0,Basic,False,False,2025-11-18,stop,-8.25,2025
112,False,6804.75,6795.5,9.25,6823.25,Basic,False,False,2025-11-18,rev,-4.5,2025
113,True,6800.25,6805.75,5.5,6789.25,EBrev,False,False,2025-11-18,rev,1.5,2025
115,False,6798.75,6792.5,6.25,6811.25,EBrev,False,False,2025-11-18,rev,6.75,2025
117,True,6805.5,6808.75,3.25,6799.0,EBrev,False,False,2025-11-18,target,6.5,2025
227,False,6816.75,6809.0,7.75,,Basic,True,True,2025-11-18,stop,-7.75,2025
1,False,6938.5,6930.75,7.75,6954.0,Basic,False,False,2025-11-20,target,15.5,2025
136,False,6889.5,6878.75,10.75,6911.0,Basic,False,False,2025-11-20,stop,-10.75,2025
174,True,6851.75,6855.0,3.25,6845.25,Basic,False,False,2025-11-20,target,6.5,2025
178,False,6849.0,6841.0,8.0,6865.0,Basic,False,False,2025-11-20,rev,0.25,2025
182,True,6849.25,6858.0,8.75,6831.75,EBrev,False,False,2025-11-20,rev,-3.25,2025
183,False,6852.5,6845.5,7.0,6866.5,EBrev,False,False,2025-11-20,rev,-1.5,2025
185,True,6851.0,6855.25,4.25,6842.5,EBrev,False,False,2025-11-20,stop,-4.25,2025
186,False,6858.5,6848.5,10.0,6878.5,Basic,False,False,2025-11-20,stop,-10.0,2025
189,False,6855.0,6847.0,8.0,,Basic,True,True,2025-11-20,stop,-8.0,2025
192,False,6838.5,6836.25,2.25,6843.0,Basic,False,False,2025-11-20,stop,-2.25,2025
193,True,6832.5,6840.0,7.5,6817.5,Basic,False,False,2025-11-20,rev,-1.0,2025
194,False,6833.5,6830.0,3.5,6840.5,EBrev,False,False,2025-11-20,stop,-3.5,2025
195,True,6825.75,6835.0,9.25,6807.25,Basic,False,False,2025-11-20,rev,0.25,2025
197,False,6825.5,6820.0,5.5,6836.5,EBrev,False,False,2025-11-20,rev,-4.25,2025
198,True,6821.25,6827.25,6.0,6809.25,EBrev,False,False,2025-11-20,rev,1.0,2025
199,False,6820.25,6816.25,4.0,6828.25,EBrev,False,False,2025-11-20,stop,-4.0,2025
200,True,6815.5,6822.25,6.75,6802.0,Basic,False,False,2025-11-20,target,13.5,2025
206,False,6805.75,6798.5,7.25,6820.25,Basic,False,False,2025-11-20,rev,-2.75,2025
207,True,6803.0,6809.25,6.25,6790.5,EBrev,False,False,2025-11-20,stop,-6.25,2025
208,False,6815.0,6799.75,15.25,6845.5,Basic,False,False,2025-11-20,rev,1.75,2025
209,True,6816.75,6820.75,4.0,6808.75,EBrev,False,False,2025-11-20,stop,-4.0,2025
211,False,6815.5,6810.75,4.75,6825.0,Basic,False,False,2025-11-20,stop,-4.75,2025
214,True,6820.25,6829.0,8.75,6802.75,Basic,False,False,2025-11-20,rev,0.25,2025
216,False,6820.0,6816.5,3.5,6827.0,EBrev,False,False,2025-11-20,rev,-0.5,2025
217,True,6819.5,6824.25,4.75,6810.0,EBrev,False,False,2025-11-20,target,9.5,2025
225,False,6803.25,6795.25,8.0,6819.25,Basic,False,False,2025-11-20,rev,0.5,2025
226,True,6803.75,6807.75,4.0,6795.75,EBrev,False,False,2025-11-20,stop,-4.0,2025
227,False,6812.75,6801.0,11.75,6836.25,Basic,False,False,2025-11-20,rev,-2.25,2025
229,True,6810.5,6819.75,9.25,6792.0,EBrev,False,False,2025-11-20,rev,8.5,2025
232,False,6802.0,6798.25,3.75,6809.5,EBrev,False,False,2025-11-20,stop,-3.75,2025
233,True,6799.5,6805.0,5.5,6788.5,Basic,False,False,2025-11-20,target,11.0,2025
236,False,6792.25,6786.25,6.0,6804.25,Basic,False,False,2025-11-20,rev,-2.75,2025
237,True,6789.5,6796.0,6.5,6776.5,EBrev,False,False,2025-11-20,stop,-6.5,2025
239,False,6792.5,6785.0,7.5,6807.5,Basic,False,False,2025-11-20,rev,1.0,2025
241,True,6793.5,6805.0,11.5,6770.5,EBrev,False,False,2025-11-20,rev,6.75,2025
244,False,6786.75,6782.0,4.75,6796.25,EBrev,False,False,2025-11-20,stop,-4.75,2025
245,True,6782.5,6789.75,7.25,6768.0,Basic,False,False,2025-11-20,rev,-2.5,2025
252,False,6785.0,6779.75,5.25,6795.5,EBrev,False,False,2025-11-20,stop,-5.25,2025
253,True,6774.25,6788.25,14.0,6746.25,Basic,False,False,2025-11-20,rev,-1.5,2025
254,False,6775.75,6770.5,5.25,6786.25,EBrev,False,False,2025-11-20,target,10.5,2025
260,True,6789.5,6794.0,4.5,6780.5,Basic,False,False,2025-11-20,stop,-4.5,2025
264,False,6780.5,6775.75,4.75,6790.0,Basic,False,False,2025-11-20,target,9.5,2025
268,False,6794.75,6789.0,5.75,6806.25,Basic,False,False,2025-11-20,rev,-1.25,2025
269,True,6793.5,6797.5,4.0,6785.5,EBrev,False,False,2025-11-20,stop,-4.0,2025
298,False,6764.5,6759.0,5.5,6775.5,Basic,False,False,2025-11-20,rev,-0.25,2025
299,True,6764.25,6771.0,6.75,6750.75,EBrev,False,False,2025-11-20,stop,-6.75,2025
304,True,6772.25,6777.25,5.0,6762.25,Basic,False,False,2025-11-20,stop,-5.0,2025
334,True,6819.0,6825.0,6.0,6807.0,Basic,False,False,2025-11-20,target,12.0,2025
337,False,6810.0,6805.25,4.75,6819.5,Basic,False,False,2025-11-20,stop,-4.75,2025
338,True,6805.0,6813.25,8.25,6788.5,Basic,False,False,2025-11-20,rev,4.5,2025
340,False,6800.5,6797.25,3.25,6807.0,EBrev,False,False,2025-11-20,target,6.5,2025
344,True,6802.25,6814.0,11.75,,Basic,True,True,2025-11-20,be_fill,0.0,2025
359,False,6789.75,6781.25,8.5,6806.75,Basic,False,False,2025-11-20,rev,-0.5,2025
360,True,6789.25,6793.5,4.25,6780.75,EBrev,False,False,2025-11-20,target,8.5,2025
376,False,6755.75,6748.0,7.75,,Basic,True,True,2025-11-20,stop,-7.75,2025
383,True,6746.5,6753.25,6.75,6733.0,Basic,False,False,2025-11-20,stop,-6.75,2025
384,False,6755.25,6745.5,9.75,6774.75,Basic,False,False,2025-11-20,rev,1.0,2025
386,True,6756.25,6763.75,7.5,,EBrev,True,True,2025-11-20,be_fill,0.0,2025
507,False,6725.25,6721.0,4.25,6733.75,Basic,False,False,2025-11-20,open,2.0,2025
2,True,6761.25,6767.0,5.75,6749.75,Basic,False,False,2025-11-21,target,11.5,2025
29,False,6740.0,6733.0,7.0,6754.0,Basic,False,False,2025-11-21,target,14.0,2025
80,False,6743.25,6731.5,11.75,,Basic,True,True,2025-11-21,be_fill,0.0,2025
88,True,6737.75,6743.75,6.0,6725.75,Basic,False,False,2025-11-21,stop,-6.0,2025
93,True,6754.25,6761.5,7.25,6739.75,Basic,False,False,2025-11-21,target,14.5,2025
102,True,6733.75,6739.25,5.5,6722.75,Basic,False,False,2025-11-21,stop,-5.5,2025
115,False,6720.5,6714.0,6.5,6733.5,Basic,False,False,2025-11-21,stop,-6.5,2025
116,True,6715.0,6721.5,6.5,6702.0,Basic,False,False,2025-11-21,rev,-5.25,2025
120,False,6720.25,6713.5,6.75,6733.75,EBrev,False,False,2025-11-21,rev,1.5,2025
121,True,6721.75,6726.0,4.25,6713.25,EBrev,False,False,2025-11-21,stop,-4.25,2025
291,True,6831.0,6835.75,4.75,6821.5,Basic,False,False,2025-11-21,stop,-4.75,2025
292,False,6836.0,6829.25,6.75,6849.5,Basic,False,False,2025-11-21,rev,-4.75,2025
293,True,6831.25,6838.75,7.5,6816.25,EBrev,False,False,2025-11-21,stop,-7.5,2025
294,False,6841.75,6830.25,11.5,6864.75,Basic,False,False,2025-11-21,rev,-9.75,2025
298,True,6832.0,6843.25,11.25,6809.5,EBrev,False,False,2025-11-21,rev,-2.0,2025
299,False,6834.0,6829.75,4.25,,EBrev,True,True,2025-11-21,stop,-4.25,2025
400,True,6792.75,6798.5,5.75,6781.25,Basic,False,False,2025-11-21,stop,-5.75,2025
124,False,7004.0,6997.25,6.75,7017.5,Basic,False,False,2025-11-26,stop,-6.75,2025
44,False,7031.25,7027.0,4.25,7039.75,Basic,False,False,2025-11-28,rev,0.5,2025
45,True,7031.75,7034.5,2.75,7026.25,EBrev,False,False,2025-11-28,target,5.5,2025
177,True,7000.0,7001.75,1.75,6996.5,Basic,False,False,2025-12-01,open,2.5,2025
