rule,book,date,baseline_pnl,vix_prior,next_ret
loss<-1000_stand3d,ic,2024-03-08,342.0,14.44,-0.11
loss<-1000_stand3d,ic,2024-04-05,-1600.0,16.35,-0.04
loss<-1000_stand3d,ic,2024-04-08,142.0,16.03,0.14
loss<-1000_stand3d,ic,2024-04-09,117.0,15.19,-0.95
loss<-1000_stand3d,ic,2024-04-15,-1580.0,17.31,-0.21
loss<-1000_stand3d,ic,2024-04-16,557.0,19.23,-0.58
loss<-1000_stand3d,ic,2024-04-17,467.0,18.4,-0.22
loss<-1000_stand3d,ic,2024-05-01,-246.0,15.65,0.91
loss<-1000_stand3d,ic,2024-05-02,329.0,15.39,1.26
loss<-1000_stand3d,ic,2024-05-03,389.0,14.68,1.03
loss<-1000_stand3d,ic,2024-05-24,257.0,12.77,0.02
loss<-1000_stand3d,ic,2024-05-28,127.0,11.93,-0.74
loss<-1000_stand3d,ic,2024-05-29,667.0,12.92,-0.6
loss<-1000_stand3d,ic,2024-06-18,142.0,12.75,-0.25
loss<-1000_stand3d,ic,2024-06-20,172.0,12.3,-0.16
loss<-1000_stand3d,ic,2024-06-21,322.0,13.28,-0.31
loss<-1000_stand3d,ic,2024-07-12,-1295.0,12.92,0.28
loss<-1000_stand3d,ic,2024-07-15,-586.0,12.46,0.64
loss<-1000_stand3d,ic,2024-07-16,247.0,13.12,-1.39
loss<-1000_stand3d,ic,2024-07-19,417.0,15.93,1.08
loss<-1000_stand3d,ic,2024-07-22,-306.0,16.52,-0.16
loss<-1000_stand3d,ic,2024-07-23,132.0,14.91,-2.31
loss<-1000_stand3d,ic,2024-07-31,274.0,17.69,-1.37
loss<-1000_stand3d,ic,2024-08-01,-2080.0,16.36,-1.84
loss<-1000_stand3d,ic,2024-08-02,-500.0,18.59,-3.0
loss<-1000_stand3d,ic,2024-08-06,382.0,38.57,-0.77
loss<-1000_stand3d,ic,2024-08-07,672.0,27.71,2.3
loss<-1000_stand3d,ic,2024-08-08,-376.0,27.85,0.47
loss<-1000_stand3d,ic,2024-08-29,332.0,17.11,1.01
loss<-1000_stand3d,ic,2024-08-30,107.0,15.65,-2.12
loss<-1000_stand3d,ic,2024-09-03,-1460.0,15.0,-0.16
loss<-1000_stand3d,ic,2024-09-09,472.0,22.38,0.45
loss<-1000_stand3d,ic,2024-09-10,222.0,19.45,1.07
loss<-1000_stand3d,ic,2024-09-11,-1510.0,19.08,0.75
loss<-1000_stand3d,ic,2024-10-02,262.0,19.26,-0.17
loss<-1000_stand3d,ic,2024-10-03,227.0,18.9,0.9
loss<-1000_stand3d,ic,2024-10-04,422.0,20.49,-0.96
loss<-1000_stand3d,ic,2024-11-18,122.0,16.14,0.4
loss<-1000_stand3d,ic,2024-11-19,472.0,15.58,0.0
loss<-1000_stand3d,ic,2024-11-20,317.0,16.35,0.53
loss<-1000_stand3d,ic,2024-12-19,222.0,27.62,1.09
loss<-1000_stand3d,ic,2024-12-20,-2195.0,24.09,0.73
loss<-1000_stand3d,ic,2024-12-23,292.0,18.36,1.1
loss<-1000_stand3d,ic,2024-12-30,344.0,15.95,-0.43
loss<-1000_stand3d,ic,2024-12-31,692.0,17.4,-0.22
loss<-1000_stand3d,ic,2025-01-02,717.0,17.35,1.26
loss<-1000_stand3d,ic,2025-01-08,552.0,17.82,-1.54
loss<-1000_stand3d,ic,2025-01-13,697.0,19.54,0.11
loss<-1000_stand3d,ic,2025-01-14,492.0,19.19,1.83
loss<-1000_stand3d,ic,2025-02-24,552.0,18.21,-0.47
loss<-1000_stand3d,ic,2025-02-25,492.0,18.98,0.01
loss<-1000_stand3d,ic,2025-02-26,197.0,19.43,-1.59
loss<-1000_stand3d,ic,2025-02-28,-2808.0,21.13,-1.76
loss<-1000_stand3d,ic,2025-03-03,-3025.0,19.63,-1.22
loss<-1000_stand3d,ic,2025-03-04,-171.0,22.78,1.12
loss<-1000_stand3d,ic,2025-03-11,827.0,27.86,0.49
loss<-1000_stand3d,ic,2025-03-12,1107.0,26.92,-1.39
loss<-1000_stand3d,ic,2025-03-13,-351.0,24.23,2.13
loss<-1000_stand3d,ic,2025-03-27,467.0,18.33,-1.97
loss<-1000_stand3d,ic,2025-03-28,-1870.0,18.69,0.55
loss<-1000_stand3d,ic,2025-03-31,-41.0,21.65,0.38
loss<-1000_stand3d,ic,2025-04-07,364.0,45.31,-1.57
loss<-1000_stand3d,ic,2025-04-08,-1365.0,46.98,9.52
loss<-1000_stand3d,ic,2025-04-09,-3250.0,52.33,-3.46
loss<-1000_stand3d,ic,2025-04-17,407.0,32.64,-2.36
loss<-1000_stand3d,ic,2025-04-21,-1320.0,29.65,2.51
loss<-1000_stand3d,ic,2025-04-22,-1116.0,33.82,1.67
loss<-1000_stand3d,ic,2025-04-25,592.0,26.47,0.06
loss<-1000_stand3d,ic,2025-04-28,352.0,24.84,0.58
loss<-1000_stand3d,ic,2025-04-29,417.0,25.15,0.15
loss<-1000_stand3d,ic,2025-08-25,72.0,14.22,0.41
loss<-1000_stand3d,ic,2025-08-26,47.0,14.79,0.24
loss<-1000_stand3d,ic,2025-08-27,27.0,14.62,0.32
loss<-1000_stand3d,ic,2025-10-13,-426.0,21.66,-0.16
loss<-1000_stand3d,ic,2025-10-14,-251.0,19.03,0.4
loss<-1000_stand3d,ic,2025-10-15,192.0,20.81,-0.63
loss<-1000_stand3d,ic,2025-10-23,122.0,18.6,0.79
loss<-1000_stand3d,ic,2025-10-24,257.0,17.3,1.23
loss<-1000_stand3d,ic,2025-10-27,94.0,16.37,0.23
loss<-1000_stand3d,ic,2025-11-14,19.0,20.0,-0.92
loss<-1000_stand3d,ic,2025-11-17,-496.0,19.83,-0.83
loss<-1000_stand3d,ic,2025-11-18,842.0,22.38,0.38
loss<-1000_stand3d,ic,2025-11-21,-486.0,26.42,1.55
loss<-1000_stand3d,ic,2025-11-24,-716.0,23.43,0.91
loss<-1000_stand3d,ic,2025-11-25,257.0,20.52,0.69
loss<-1000_stand3d,ic,2025-12-15,422.0,15.74,-0.24
loss<-1000_stand3d,ic,2025-12-16,292.0,16.5,-1.16
loss<-1000_stand3d,ic,2025-12-17,-1502.0,16.48,0.79
loss<-1000_stand3d,ic,2026-01-22,372.0,16.9,0.03
loss<-1000_stand3d,ic,2026-01-23,142.0,15.64,0.5
loss<-1000_stand3d,ic,2026-01-26,82.0,16.09,0.41
loss<-1000_stand3d,ic,2026-01-30,407.0,16.88,0.54
loss<-1000_stand3d,ic,2026-02-02,282.0,17.44,-0.84
loss<-1000_stand3d,ic,2026-02-03,-1875.0,16.34,-0.51
loss<-1000_stand3d,ic,2026-02-09,302.0,17.76,-0.33
loss<-1000_stand3d,ic,2026-02-10,67.0,17.36,-0.0
loss<-1000_stand3d,ic,2026-02-11,347.0,17.79,-1.57
loss<-1000_stand3d,ic,2026-02-13,597.0,20.82,0.1
loss<-1000_stand3d,ic,2026-02-17,442.0,20.6,0.56
loss<-1000_stand3d,ic,2026-02-18,277.0,20.29,-0.28
loss<-1000_stand3d,ic,2026-03-23,-41.0,26.78,-0.37
loss<-1000_stand3d,ic,2026-03-24,357.0,26.15,0.54
loss<-1000_stand3d,ic,2026-03-25,362.0,26.95,-1.74
loss<-1000_stand3d,ic,2026-04-01,182.0,25.25,0.11
loss<-1000_stand3d,ic,2026-04-02,817.0,24.54,0.44
loss<-1000_stand3d,ic,2026-04-06,212.0,23.87,0.08
loss<-1000_stand3d,ic,2026-04-20,162.0,17.48,-0.63
loss<-1000_stand3d,ic,2026-04-21,72.0,18.87,1.05
loss<-1000_stand3d,ic,2026-04-22,227.0,19.5,-0.41
loss<-1000_stand3d,ic,2026-06-08,687.0,21.51,-0.26
loss<-1000_stand3d,ic,2026-06-09,-2210.0,18.92,-1.62
loss<-1000_stand3d,ic,2026-06-10,-256.0,19.87,1.75
loss<-1000_stand3d,ic,2026-06-12,777.0,19.44,1.65
loss<-1000_stand3d,ic,2026-06-15,-86.0,17.68,-0.57
loss<-1000_stand3d,ic,2026-06-16,122.0,16.2,-1.21
loss<-1000_stand3d,ic,2026-06-18,1292.0,18.44,-0.37
loss<-1000_stand3d,ic,2026-06-22,147.0,16.4,-1.44
loss<-1000_stand3d,ic,2026-06-23,594.0,17.28,-0.1
loss<-1000_stand3d,ic,2026-07-30,-481.0,20.66,0.7
loss<-1000_stand3d,ic,2026-07-31,447.0,17.09,1.48
loss<-1000_stand3d,ic,2026-08-03,-1470.0,15.99,1.79
loss<-1000_stand3d,ic,2026-08-05,717.0,16.5,-0.18
loss<-1000_stand3d,ic,2026-08-06,197.0,15.81,0.62
loss<-1000_stand3d,ic,2026-08-07,302.0,15.15,-0.06
loss<-1000_stand3d,ic,2026-08-26,37.0,15.45,0.72
loss<-1000_stand3d,ic,2026-08-27,147.0,15.21,-0.25
loss<-1000_stand3d,ic,2026-08-28,272.0,14.51,-0.33
loss<-1500_stand1d,ic,2022-05-23,-256.0,29.43,-0.81
loss<-1500_stand1d,ic,2022-06-10,-525.0,26.09,-3.88
loss<-1500_stand1d,ic,2022-06-29,417.0,28.36,-0.88
loss<-1500_stand1d,ic,2022-07-28,372.0,23.24,1.42
loss<-1500_stand1d,ic,2022-10-14,-1215.0,31.94,2.65
loss<-1500_stand1d,ic,2022-10-31,617.0,25.75,-0.41
loss<-1500_stand1d,ic,2023-01-19,402.0,20.34,1.89
loss<-1500_stand1d,ic,2023-01-23,-1595.0,19.85,-0.07
loss<-1500_stand1d,ic,2023-02-02,-241.0,17.87,-1.04
loss<-1500_stand1d,ic,2023-03-10,-1290.0,22.61,-0.15
loss<-1500_stand1d,ic,2023-03-17,472.0,22.99,0.89
loss<-1500_stand1d,ic,2023-04-26,172.0,18.76,1.96
loss<-1500_stand1d,ic,2023-05-03,1182.0,17.78,-0.72
loss<-1500_stand1d,ic,2023-08-25,827.0,17.2,0.63
loss<-1500_stand1d,ic,2023-08-30,332.0,14.45,-0.16
loss<-1500_stand1d,ic,2023-09-18,87.0,13.79,-0.22
loss<-1500_stand1d,ic,2023-10-13,472.0,16.69,1.06
loss<-1500_stand1d,ic,2023-12-14,592.0,12.19,-0.01
loss<-1500_stand1d,ic,2023-12-21,344.0,13.67,0.17
loss<-1500_stand1d,ic,2024-03-06,-36.0,14.46,1.03
loss<-1500_stand1d,ic,2024-04-05,-1600.0,16.35,-0.04
loss<-1500_stand1d,ic,2024-04-16,557.0,19.23,-0.58
loss<-1500_stand1d,ic,2024-05-01,-246.0,15.65,0.91
loss<-1500_stand1d,ic,2024-07-12,-1295.0,12.92,0.28
loss<-1500_stand1d,ic,2024-07-19,417.0,15.93,1.08
loss<-1500_stand1d,ic,2024-08-02,-500.0,18.59,-3.0
loss<-1500_stand1d,ic,2024-08-06,382.0,38.57,-0.77
loss<-1500_stand1d,ic,2024-09-09,472.0,22.38,0.45
loss<-1500_stand1d,ic,2024-09-12,492.0,17.69,0.54
loss<-1500_stand1d,ic,2024-10-02,262.0,19.26,-0.17
loss<-1500_stand1d,ic,2024-12-19,222.0,27.62,1.09
loss<-1500_stand1d,ic,2024-12-23,292.0,18.36,1.1
loss<-1500_stand1d,ic,2024-12-30,344.0,15.95,-0.43
loss<-1500_stand1d,ic,2025-02-24,552.0,18.21,-0.47
loss<-1500_stand1d,ic,2025-03-03,-3025.0,19.63,-1.22
loss<-1500_stand1d,ic,2025-03-27,467.0,18.33,-1.97
loss<-1500_stand1d,ic,2025-03-31,-41.0,21.65,0.38
loss<-1500_stand1d,ic,2025-04-10,-920.0,33.62,1.81
loss<-1500_stand1d,ic,2025-04-17,407.0,32.64,-2.36
loss<-1500_stand1d,ic,2025-10-13,-426.0,21.66,-0.16
loss<-1500_stand1d,ic,2025-10-23,122.0,18.6,0.79
loss<-1500_stand1d,ic,2025-11-14,19.0,20.0,-0.92
loss<-1500_stand1d,ic,2025-11-21,-486.0,26.42,1.55
loss<-1500_stand1d,ic,2025-12-15,422.0,15.74,-0.24
loss<-1500_stand1d,ic,2025-12-18,-381.0,17.62,0.88
loss<-1500_stand1d,ic,2026-01-22,372.0,16.9,0.03
loss<-1500_stand1d,ic,2026-01-30,407.0,16.88,0.54
loss<-1500_stand1d,ic,2026-02-04,467.0,18.0,-1.23
loss<-1500_stand1d,ic,2026-02-13,597.0,20.82,0.1
loss<-1500_stand1d,ic,2026-04-01,182.0,25.25,0.11
loss<-1500_stand1d,ic,2026-06-08,687.0,21.51,-0.26
loss<-1500_stand1d,ic,2026-06-10,-256.0,19.87,1.75
loss<-1500_stand1d,ic,2026-06-12,777.0,19.44,1.65
loss<-1500_stand1d,ic,2026-06-18,1292.0,18.44,-0.37
loss<-1500_stand1d,ic,2026-07-30,-481.0,20.66,0.7
loss<-1500_stand1d,ic,2026-08-05,717.0,16.5,-0.18
loss<-1500_stand1d,ic,2026-08-26,37.0,15.45,0.72
loss<-1500_stand2d,ic,2022-05-23,-256.0,29.43,-0.81
loss<-1500_stand2d,ic,2022-05-24,-501.0,28.48,0.95
loss<-1500_stand2d,ic,2022-06-10,-525.0,26.09,-3.88
loss<-1500_stand2d,ic,2022-06-13,-765.0,27.75,-0.38
loss<-1500_stand2d,ic,2022-06-29,417.0,28.36,-0.88
loss<-1500_stand2d,ic,2022-06-30,64.0,28.16,1.06
loss<-1500_stand2d,ic,2022-07-28,372.0,23.24,1.42
loss<-1500_stand2d,ic,2022-07-29,-406.0,22.33,-0.28
loss<-1500_stand2d,ic,2022-10-14,-1215.0,31.94,2.65
loss<-1500_stand2d,ic,2022-10-17,-191.0,32.02,1.14
loss<-1500_stand2d,ic,2022-10-31,617.0,25.75,-0.41
loss<-1500_stand2d,ic,2022-11-01,687.0,25.88,-2.5
loss<-1500_stand2d,ic,2023-01-19,402.0,20.34,1.89
loss<-1500_stand2d,ic,2023-01-20,-1645.0,20.52,1.19
loss<-1500_stand2d,ic,2023-01-24,477.0,19.81,-0.02
loss<-1500_stand2d,ic,2023-01-25,-91.0,19.2,1.1
loss<-1500_stand2d,ic,2023-02-02,-241.0,17.87,-1.04
loss<-1500_stand2d,ic,2023-02-03,1142.0,18.73,-0.61
loss<-1500_stand2d,ic,2023-03-10,-1290.0,22.61,-0.15
loss<-1500_stand2d,ic,2023-03-13,1397.0,24.8,1.65
loss<-1500_stand2d,ic,2023-03-17,472.0,22.99,0.89
loss<-1500_stand2d,ic,2023-03-20,647.0,25.51,1.3
loss<-1500_stand2d,ic,2023-04-26,172.0,18.76,1.96
loss<-1500_stand2d,ic,2023-04-27,-1410.0,18.84,0.83
loss<-1500_stand2d,ic,2023-05-03,1182.0,17.78,-0.72
loss<-1500_stand2d,ic,2023-05-04,582.0,18.34,1.85
loss<-1500_stand2d,ic,2023-08-25,827.0,17.2,0.63
loss<-1500_stand2d,ic,2023-08-28,277.0,15.68,1.45
loss<-1500_stand2d,ic,2023-08-30,332.0,14.45,-0.16
loss<-1500_stand2d,ic,2023-08-31,272.0,13.88,0.18
loss<-1500_stand2d,ic,2023-09-18,87.0,13.79,-0.22
loss<-1500_stand2d,ic,2023-09-19,157.0,14.0,-0.94
loss<-1500_stand2d,ic,2023-10-13,472.0,16.69,1.06
loss<-1500_stand2d,ic,2023-10-16,-621.0,19.32,-0.01
loss<-1500_stand2d,ic,2023-12-14,592.0,12.19,-0.01
loss<-1500_stand2d,ic,2023-12-15,212.0,12.48,0.45
loss<-1500_stand2d,ic,2023-12-21,344.0,13.67,0.17
loss<-1500_stand2d,ic,2023-12-22,292.0,13.65,0.42
loss<-1500_stand2d,ic,2024-03-06,-36.0,14.46,1.03
loss<-1500_stand2d,ic,2024-03-07,-496.0,14.5,-0.65
loss<-1500_stand2d,ic,2024-04-05,-1600.0,16.35,-0.04
loss<-1500_stand2d,ic,2024-04-08,142.0,16.03,0.14
loss<-1500_stand2d,ic,2024-04-16,557.0,19.23,-0.58
loss<-1500_stand2d,ic,2024-04-17,467.0,18.4,-0.22
loss<-1500_stand2d,ic,2024-05-01,-246.0,15.65,0.91
loss<-1500_stand2d,ic,2024-05-02,329.0,15.39,1.26
loss<-1500_stand2d,ic,2024-07-12,-1295.0,12.92,0.28
loss<-1500_stand2d,ic,2024-07-15,-586.0,12.46,0.64
loss<-1500_stand2d,ic,2024-07-19,417.0,15.93,1.08
loss<-1500_stand2d,ic,2024-07-22,-306.0,16.52,-0.16
loss<-1500_stand2d,ic,2024-08-02,-500.0,18.59,-3.0
loss<-1500_stand2d,ic,2024-08-05,-2000.0,23.39,1.04
loss<-1500_stand2d,ic,2024-09-09,472.0,22.38,0.45
loss<-1500_stand2d,ic,2024-09-10,222.0,19.45,1.07
loss<-1500_stand2d,ic,2024-09-12,492.0,17.69,0.54
loss<-1500_stand2d,ic,2024-09-13,377.0,17.07,0.13
loss<-1500_stand2d,ic,2024-10-02,262.0,19.26,-0.17
loss<-1500_stand2d,ic,2024-10-03,227.0,18.9,0.9
loss<-1500_stand2d,ic,2024-12-19,222.0,27.62,1.09
loss<-1500_stand2d,ic,2024-12-20,-2195.0,24.09,0.73
loss<-1500_stand2d,ic,2024-12-30,344.0,15.95,-0.43
loss<-1500_stand2d,ic,2024-12-31,692.0,17.4,-0.22
loss<-1500_stand2d,ic,2025-02-24,552.0,18.21,-0.47
loss<-1500_stand2d,ic,2025-02-25,492.0,18.98,0.01
loss<-1500_stand2d,ic,2025-03-03,-3025.0,19.63,-1.22
loss<-1500_stand2d,ic,2025-03-04,-171.0,22.78,1.12
loss<-1500_stand2d,ic,2025-03-27,467.0,18.33,-1.97
loss<-1500_stand2d,ic,2025-03-28,-1870.0,18.69,0.55
loss<-1500_stand2d,ic,2025-04-10,-920.0,33.62,1.81
loss<-1500_stand2d,ic,2025-04-11,1327.0,40.72,0.79
loss<-1500_stand2d,ic,2025-04-17,407.0,32.64,-2.36
loss<-1500_stand2d,ic,2025-04-21,-1320.0,29.65,2.51
loss<-1500_stand2d,ic,2025-10-13,-426.0,21.66,-0.16
loss<-1500_stand2d,ic,2025-10-14,-251.0,19.03,0.4
loss<-1500_stand2d,ic,2025-10-23,122.0,18.6,0.79
loss<-1500_stand2d,ic,2025-10-24,257.0,17.3,1.23
loss<-1500_stand2d,ic,2025-11-14,19.0,20.0,-0.92
loss<-1500_stand2d,ic,2025-11-17,-496.0,19.83,-0.83
loss<-1500_stand2d,ic,2025-11-21,-486.0,26.42,1.55
loss<-1500_stand2d,ic,2025-11-24,-716.0,23.43,0.91
loss<-1500_stand2d,ic,2025-12-15,422.0,15.74,-0.24
loss<-1500_stand2d,ic,2025-12-16,292.0,16.5,-1.16
loss<-1500_stand2d,ic,2025-12-18,-381.0,17.62,0.88
loss<-1500_stand2d,ic,2025-12-19,392.0,16.87,0.64
loss<-1500_stand2d,ic,2026-01-22,372.0,16.9,0.03
loss<-1500_stand2d,ic,2026-01-23,142.0,15.64,0.5
loss<-1500_stand2d,ic,2026-01-30,407.0,16.88,0.54
loss<-1500_stand2d,ic,2026-02-02,282.0,17.44,-0.84
loss<-1500_stand2d,ic,2026-02-04,467.0,18.0,-1.23
loss<-1500_stand2d,ic,2026-02-05,114.0,18.64,1.97
loss<-1500_stand2d,ic,2026-02-13,597.0,20.82,0.1
loss<-1500_stand2d,ic,2026-02-17,442.0,20.6,0.56
loss<-1500_stand2d,ic,2026-04-01,182.0,25.25,0.11
loss<-1500_stand2d,ic,2026-04-02,817.0,24.54,0.44
loss<-1500_stand2d,ic,2026-06-08,687.0,21.51,-0.26
loss<-1500_stand2d,ic,2026-06-09,-2210.0,18.92,-1.62
loss<-1500_stand2d,ic,2026-06-12,777.0,19.44,1.65
loss<-1500_stand2d,ic,2026-06-15,-86.0,17.68,-0.57
loss<-1500_stand2d,ic,2026-06-18,1292.0,18.44,-0.37
loss<-1500_stand2d,ic,2026-06-22,147.0,16.4,-1.44
loss<-1500_stand2d,ic,2026-07-30,-481.0,20.66,0.7
loss<-1500_stand2d,ic,2026-07-31,447.0,17.09,1.48
loss<-1500_stand2d,ic,2026-08-05,717.0,16.5,-0.18
loss<-1500_stand2d,ic,2026-08-06,197.0,15.81,0.62
loss<-1500_stand2d,ic,2026-08-26,37.0,15.45,0.72
loss<-1500_stand2d,ic,2026-08-27,147.0,15.21,-0.25
loss<-1500_stand3d,ic,2022-05-23,-256.0,29.43,-0.81
loss<-1500_stand3d,ic,2022-05-24,-501.0,28.48,0.95
loss<-1500_stand3d,ic,2022-05-25,817.0,29.45,1.99
loss<-1500_stand3d,ic,2022-06-10,-525.0,26.09,-3.88
loss<-1500_stand3d,ic,2022-06-13,-765.0,27.75,-0.38
loss<-1500_stand3d,ic,2022-06-14,587.0,34.02,1.46
loss<-1500_stand3d,ic,2022-06-29,417.0,28.36,-0.88
loss<-1500_stand3d,ic,2022-06-30,64.0,28.16,1.06
loss<-1500_stand3d,ic,2022-07-01,352.0,28.71,0.16
loss<-1500_stand3d,ic,2022-07-28,372.0,23.24,1.42
loss<-1500_stand3d,ic,2022-07-29,-406.0,22.33,-0.28
loss<-1500_stand3d,ic,2022-08-01,457.0,21.33,-0.67
loss<-1500_stand3d,ic,2022-10-14,-1215.0,31.94,2.65
loss<-1500_stand3d,ic,2022-10-17,-191.0,32.02,1.14
loss<-1500_stand3d,ic,2022-10-18,1292.0,31.37,-0.67
loss<-1500_stand3d,ic,2022-10-31,617.0,25.75,-0.41
loss<-1500_stand3d,ic,2022-11-01,687.0,25.88,-2.5
loss<-1500_stand3d,ic,2022-11-02,-1290.0,25.81,-1.06
loss<-1500_stand3d,ic,2023-01-19,402.0,20.34,1.89
loss<-1500_stand3d,ic,2023-01-20,-1645.0,20.52,1.19
loss<-1500_stand3d,ic,2023-01-23,-1595.0,19.85,-0.07
loss<-1500_stand3d,ic,2023-02-02,-241.0,17.87,-1.04
loss<-1500_stand3d,ic,2023-02-03,1142.0,18.73,-0.61
loss<-1500_stand3d,ic,2023-02-06,532.0,18.33,1.29
loss<-1500_stand3d,ic,2023-03-10,-1290.0,22.61,-0.15
loss<-1500_stand3d,ic,2023-03-13,1397.0,24.8,1.65
loss<-1500_stand3d,ic,2023-03-14,4.0,26.52,-0.7
loss<-1500_stand3d,ic,2023-03-17,472.0,22.99,0.89
loss<-1500_stand3d,ic,2023-03-20,647.0,25.51,1.3
loss<-1500_stand3d,ic,2023-03-21,472.0,24.15,-1.65
loss<-1500_stand3d,ic,2023-04-26,172.0,18.76,1.96
loss<-1500_stand3d,ic,2023-04-27,-1410.0,18.84,0.83
loss<-1500_stand3d,ic,2023-04-28,122.0,17.03,-0.04
loss<-1500_stand3d,ic,2023-05-03,1182.0,17.78,-0.72
loss<-1500_stand3d,ic,2023-05-04,582.0,18.34,1.85
loss<-1500_stand3d,ic,2023-05-05,-965.0,20.09,0.05
loss<-1500_stand3d,ic,2023-08-25,827.0,17.2,0.63
loss<-1500_stand3d,ic,2023-08-28,277.0,15.68,1.45
loss<-1500_stand3d,ic,2023-08-29,-1995.0,15.08,0.38
loss<-1500_stand3d,ic,2023-09-18,87.0,13.79,-0.22
loss<-1500_stand3d,ic,2023-09-19,157.0,14.0,-0.94
loss<-1500_stand3d,ic,2023-09-20,-281.0,14.11,-1.64
loss<-1500_stand3d,ic,2023-10-13,472.0,16.69,1.06
loss<-1500_stand3d,ic,2023-10-16,-621.0,19.32,-0.01
loss<-1500_stand3d,ic,2023-10-17,532.0,17.21,-1.34
loss<-1500_stand3d,ic,2023-12-14,592.0,12.19,-0.01
loss<-1500_stand3d,ic,2023-12-15,212.0,12.48,0.45
loss<-1500_stand3d,ic,2023-12-18,122.0,12.28,0.59
loss<-1500_stand3d,ic,2023-12-21,344.0,13.67,0.17
loss<-1500_stand3d,ic,2023-12-22,292.0,13.65,0.42
loss<-1500_stand3d,ic,2023-12-26,47.0,13.03,0.14
loss<-1500_stand3d,ic,2024-03-06,-36.0,14.46,1.03
loss<-1500_stand3d,ic,2024-03-07,-496.0,14.5,-0.65
loss<-1500_stand3d,ic,2024-03-08,342.0,14.44,-0.11
loss<-1500_stand3d,ic,2024-04-05,-1600.0,16.35,-0.04
loss<-1500_stand3d,ic,2024-04-08,142.0,16.03,0.14
loss<-1500_stand3d,ic,2024-04-09,117.0,15.19,-0.95
loss<-1500_stand3d,ic,2024-04-16,557.0,19.23,-0.58
loss<-1500_stand3d,ic,2024-04-17,467.0,18.4,-0.22
loss<-1500_stand3d,ic,2024-04-18,387.0,18.21,-0.88
loss<-1500_stand3d,ic,2024-05-01,-246.0,15.65,0.91
loss<-1500_stand3d,ic,2024-05-02,329.0,15.39,1.26
loss<-1500_stand3d,ic,2024-05-03,389.0,14.68,1.03
loss<-1500_stand3d,ic,2024-07-12,-1295.0,12.92,0.28
loss<-1500_stand3d,ic,2024-07-15,-586.0,12.46,0.64
loss<-1500_stand3d,ic,2024-07-16,247.0,13.12,-1.39
loss<-1500_stand3d,ic,2024-07-19,417.0,15.93,1.08
loss<-1500_stand3d,ic,2024-07-22,-306.0,16.52,-0.16
loss<-1500_stand3d,ic,2024-07-23,132.0,14.91,-2.31
loss<-1500_stand3d,ic,2024-08-02,-500.0,18.59,-3.0
loss<-1500_stand3d,ic,2024-08-05,-2000.0,23.39,1.04
loss<-1500_stand3d,ic,2024-08-06,382.0,38.57,-0.77
loss<-1500_stand3d,ic,2024-09-09,472.0,22.38,0.45
loss<-1500_stand3d,ic,2024-09-10,222.0,19.45,1.07
loss<-1500_stand3d,ic,2024-09-11,-1510.0,19.08,0.75
loss<-1500_stand3d,ic,2024-10-02,262.0,19.26,-0.17
loss<-1500_stand3d,ic,2024-10-03,227.0,18.9,0.9
loss<-1500_stand3d,ic,2024-10-04,422.0,20.49,-0.96
loss<-1500_stand3d,ic,2024-12-19,222.0,27.62,1.09
loss<-1500_stand3d,ic,2024-12-20,-2195.0,24.09,0.73
loss<-1500_stand3d,ic,2024-12-23,292.0,18.36,1.1
loss<-1500_stand3d,ic,2024-12-30,344.0,15.95,-0.43
loss<-1500_stand3d,ic,2024-12-31,692.0,17.4,-0.22
loss<-1500_stand3d,ic,2025-01-02,717.0,17.35,1.26
loss<-1500_stand3d,ic,2025-02-24,552.0,18.21,-0.47
loss<-1500_stand3d,ic,2025-02-25,492.0,18.98,0.01
loss<-1500_stand3d,ic,2025-02-26,197.0,19.43,-1.59
loss<-1500_stand3d,ic,2025-03-03,-3025.0,19.63,-1.22
loss<-1500_stand3d,ic,2025-03-04,-171.0,22.78,1.12
loss<-1500_stand3d,ic,2025-03-05,1032.0,23.51,-1.78
loss<-1500_stand3d,ic,2025-03-27,467.0,18.33,-1.97
loss<-1500_stand3d,ic,2025-03-28,-1870.0,18.69,0.55
loss<-1500_stand3d,ic,2025-03-31,-41.0,21.65,0.38
loss<-1500_stand3d,ic,2025-04-10,-920.0,33.62,1.81
loss<-1500_stand3d,ic,2025-04-11,1327.0,40.72,0.79
loss<-1500_stand3d,ic,2025-04-14,952.0,37.56,-0.17
loss<-1500_stand3d,ic,2025-04-17,407.0,32.64,-2.36
loss<-1500_stand3d,ic,2025-04-21,-1320.0,29.65,2.51
loss<-1500_stand3d,ic,2025-04-22,-1116.0,33.82,1.67
loss<-1500_stand3d,ic,2025-10-13,-426.0,21.66,-0.16
loss<-1500_stand3d,ic,2025-10-14,-251.0,19.03,0.4
loss<-1500_stand3d,ic,2025-10-15,192.0,20.81,-0.63
loss<-1500_stand3d,ic,2025-10-23,122.0,18.6,0.79
loss<-1500_stand3d,ic,2025-10-24,257.0,17.3,1.23
loss<-1500_stand3d,ic,2025-10-27,94.0,16.37,0.23
loss<-1500_stand3d,ic,2025-11-14,19.0,20.0,-0.92
loss<-1500_stand3d,ic,2025-11-17,-496.0,19.83,-0.83
loss<-1500_stand3d,ic,2025-11-18,842.0,22.38,0.38
loss<-1500_stand3d,ic,2025-11-21,-486.0,26.42,1.55
