book,level,date,base,sim,delta,breach_t
ic,1000,2022-05-18,-1385,-1406,-22,12:16:00
ic,1000,2022-05-20,-1735,-1196,538,12:18:00
ic,1000,2022-05-26,-870,-886,-17,15:45:00
ic,1000,2022-06-15,-276,-411,-135,15:35:00
ic,1000,2022-06-24,-1055,-1346,-292,10:11:00
ic,1000,2022-06-28,-1695,-1066,628,11:49:00
ic,1000,2022-07-05,-986,-995,-8,15:34:00
ic,1000,2022-07-18,-865,-881,-17,15:40:00
ic,1000,2022-07-19,-1436,-1450,-13,14:12:00
ic,1000,2022-07-27,-1950,-1376,573,14:46:00
ic,1000,2022-08-26,-1250,-1286,-37,11:06:00
ic,1000,2022-09-02,-615,-631,-17,15:46:00
ic,1000,2022-09-07,-1260,-1276,-17,14:44:00
ic,1000,2022-09-13,-1261,-1270,-8,15:40:00
ic,1000,2022-09-28,-810,-826,-17,15:41:00
ic,1000,2022-10-03,-1160,-1176,-17,14:51:00
ic,1000,2022-10-13,-708,-765,-57,11:39:00
ic,1000,2022-10-14,-1375,-1026,348,11:44:00
ic,1000,2022-10-21,-1570,-1591,-22,14:09:00
ic,1000,2022-10-28,-1695,-1711,-17,14:43:00
ic,1000,2022-11-02,-350,-601,-252,15:34:00
ic,1000,2022-11-15,-950,-1041,-92,13:42:00
ic,1000,2022-11-30,-1720,-1746,-27,14:25:00
ic,1000,2022-12-05,-1085,-1101,-17,14:09:00
ic,1000,2022-12-06,-1555,-1571,-17,13:06:00
ic,1000,2022-12-15,-1200,-1221,-22,13:06:00
ic,1000,2022-12-22,-1725,-1741,-17,12:39:00
ic,1000,2023-01-03,-551,-1046,-495,12:52:00
ic,1000,2023-01-06,-1165,-1181,-17,14:28:00
ic,1000,2023-01-18,-1360,-1376,-17,15:42:00
ic,1000,2023-01-20,-1415,-1431,-17,14:33:00
ic,1000,2023-01-23,-1690,-1751,-62,11:15:00
ic,1000,2023-02-01,-1130,-1146,-17,15:40:00
ic,1000,2023-02-07,-1230,-1246,-17,15:53:00
ic,1000,2023-03-07,-725,-741,-17,13:28:00
ic,1000,2023-03-09,-1995,-2056,-62,14:58:00
ic,1000,2023-03-10,-785,-801,-17,15:45:00
ic,1000,2023-03-13,-81,-796,-715,11:21:00
ic,1000,2023-03-16,-1340,-811,528,11:51:00
ic,1000,2023-04-25,-1313,-1443,-130,13:25:00
ic,1000,2023-05-02,-1981,-1680,302,10:33:00
ic,1000,2023-06-01,-1015,-1031,-17,15:03:00
ic,1000,2023-06-15,-1460,-1476,-17,13:50:00
ic,1000,2023-06-27,-980,-996,-17,14:22:00
ic,1000,2023-08-10,-1720,-1781,-62,13:05:00
ic,1000,2023-08-24,-1495,-1511,-17,15:50:00
ic,1000,2023-08-29,-2130,-2156,-27,11:41:00
ic,1000,2023-09-15,-1081,-1090,-8,15:45:00
ic,1000,2023-10-06,-1285,-931,353,11:38:00
ic,1000,2023-10-13,-735,-1161,-427,13:34:00
ic,1000,2023-11-10,-1210,-1231,-22,14:19:00
ic,1000,2023-12-13,-1825,-1811,13,14:45:00
ic,1000,2023-12-20,-2303,-2493,-190,15:08:00
ic,1000,2024-01-08,-1030,-1046,-17,14:37:00
ic,1000,2024-01-19,-1160,-1176,-17,15:05:00
ic,1000,2024-02-02,-1320,-1346,-27,14:11:00
ic,1000,2024-03-05,-1551,-1560,-8,15:23:00
ic,1000,2024-03-08,-920,-1196,-277,13:03:00
ic,1000,2024-04-04,-630,-643,-13,14:39:00
ic,1000,2024-04-09,-1068,-1765,-697,10:51:00
ic,1000,2024-04-12,-1301,-1310,-8,13:31:00
ic,1000,2024-04-15,-1990,-1546,443,13:29:00
ic,1000,2024-05-01,-181,-1146,-965,14:58:00
ic,1000,2024-05-23,-1320,-1336,-17,14:57:00
ic,1000,2024-06-03,-893,-1435,-542,12:24:00
ic,1000,2024-07-11,-1575,-1591,-17,12:02:00
ic,1000,2024-07-12,-1260,-1286,-27,13:32:00
ic,1000,2024-07-18,-1545,-1561,-17,15:21:00
ic,1000,2024-07-24,-981,-990,-8,14:29:00
ic,1000,2024-08-01,-1920,-1301,618,11:11:00
ic,1000,2024-08-05,-2016,-1990,27,09:41:00
ic,1000,2024-08-22,-1266,-1505,-238,13:53:00
ic,1000,2024-08-28,-1438,-1438,0,14:08:00
ic,1000,2024-09-03,-1661,-1670,-8,13:04:00
ic,1000,2024-09-06,-1495,-1511,-17,12:59:00
ic,1000,2024-09-11,-2008,-2046,-38,14:35:00
ic,1000,2024-11-15,-1426,-1435,-8,13:58:00
ic,1000,2024-12-18,-3020,-2976,43,14:57:00
ic,1000,2024-12-20,-2165,-1651,513,11:27:00
ic,1000,2024-12-27,-1886,-1900,-13,12:13:00
ic,1000,2025-01-07,-1475,-1491,-17,15:20:00
ic,1000,2025-02-21,-2021,-2030,-8,13:07:00
ic,1000,2025-02-27,-1905,-1381,523,14:43:00
ic,1000,2025-03-03,-2555,-1511,1043,13:36:00
ic,1000,2025-03-10,-1420,-1436,-17,15:03:00
ic,1000,2025-03-19,-905,-1146,-242,15:11:00
ic,1000,2025-03-26,-2211,-2220,-8,13:39:00
ic,1000,2025-03-28,-2055,-1751,303,10:37:00
ic,1000,2025-04-02,-495,-866,-372,12:52:00
ic,1000,2025-04-03,-996,-1005,-8,15:38:00
ic,1000,2025-04-04,-1155,-1196,-42,13:22:00
ic,1000,2025-04-07,-1676,-2400,-723,10:21:00
ic,1000,2025-04-08,-1818,-1356,462,13:30:00
ic,1000,2025-04-09,-3140,-3226,-87,13:32:00
ic,1000,2025-04-10,-1100,-1221,-122,12:26:00
ic,1000,2025-04-16,-1620,-1636,-17,15:14:00
ic,1000,2025-04-21,-1545,-1561,-17,13:13:00
ic,1000,2025-04-22,-1091,-1526,-435,12:10:00
ic,1000,2025-04-24,-1690,-1616,73,14:09:00
ic,1000,2025-08-22,-1935,-1826,108,10:11:00
ic,1000,2025-10-10,-2853,-2583,270,11:29:00
ic,1000,2025-10-14,-1206,-1220,-13,12:56:00
ic,1000,2025-11-13,-1751,-1765,-13,13:45:00
ic,1000,2025-11-14,-328,-390,-62,11:26:00
ic,1000,2025-11-20,-1353,-1353,0,12:05:00
ic,1000,2025-12-12,-2171,-2145,27,11:09:00
ic,1000,2026-01-21,-1176,-1981,-805,14:48:00
ic,1000,2026-01-29,-2326,-2190,137,10:40:00
ic,1000,2026-02-03,-1983,-1983,0,12:41:00
ic,1000,2026-02-12,-2161,-1945,217,11:16:00
ic,1000,2026-02-23,-1003,-1003,0,15:45:00
ic,1000,2026-03-31,-1431,-1410,22,12:50:00
ic,1000,2026-04-17,-1098,-1145,-47,10:43:00
ic,1000,2026-06-05,-1781,-1795,-13,14:35:00
ic,1000,2026-06-09,-1488,-1515,-27,11:33:00
ic,1000,2026-06-10,-1595,-1611,-17,15:22:00
ic,1000,2026-06-11,-2050,-2066,-17,15:39:00
ic,1000,2026-06-17,-2605,-2011,593,15:38:00
ic,1000,2026-08-04,-1840,-1861,-22,12:33:00
ic,1500,2022-05-18,-1385,-1406,-22,12:16:00
ic,1500,2022-05-20,-1735,-1756,-22,13:18:00
ic,1500,2022-06-28,-1695,-1711,-17,14:25:00
ic,1500,2022-07-27,-1950,-1966,-17,15:34:00
ic,1500,2022-08-26,-1250,-1286,-37,11:06:00
ic,1500,2022-10-13,-708,-765,-57,11:39:00
ic,1500,2022-10-14,-1375,-1391,-17,14:27:00
ic,1500,2022-10-21,-1570,-1591,-22,14:09:00
ic,1500,2022-10-28,-1695,-1711,-17,14:43:00
ic,1500,2022-11-30,-1720,-1746,-27,14:25:00
ic,1500,2022-12-06,-1555,-1571,-17,13:06:00
ic,1500,2022-12-22,-1725,-1741,-17,12:39:00
ic,1500,2023-01-18,-1360,-1376,-17,15:42:00
ic,1500,2023-01-20,-1415,-1431,-17,14:33:00
ic,1500,2023-01-23,-1690,-1716,-27,11:17:00
ic,1500,2023-02-01,-1130,-1146,-17,15:40:00
ic,1500,2023-02-07,-1230,-1246,-17,15:53:00
ic,1500,2023-03-09,-1995,-2011,-17,15:01:00
ic,1500,2023-03-16,-1340,-1361,-22,13:13:00
ic,1500,2023-05-02,-1981,-1990,-8,10:55:00
ic,1500,2023-06-15,-1460,-1476,-17,13:50:00
ic,1500,2023-08-10,-1720,-1781,-62,13:05:00
ic,1500,2023-08-24,-1495,-1511,-17,15:50:00
ic,1500,2023-08-29,-2130,-2156,-27,11:41:00
ic,1500,2023-10-06,-1285,-1306,-22,14:19:00
ic,1500,2023-12-13,-1825,-1851,-27,14:46:00
ic,1500,2023-12-20,-2303,-2303,0,15:10:00
ic,1500,2024-02-02,-1320,-1346,-27,14:11:00
ic,1500,2024-03-05,-1551,-1560,-8,15:23:00
ic,1500,2024-04-15,-1990,-1546,443,13:29:00
ic,1500,2024-05-23,-1320,-1336,-17,14:57:00
ic,1500,2024-07-11,-1575,-1591,-17,12:02:00
ic,1500,2024-07-18,-1545,-1561,-17,15:21:00
ic,1500,2024-08-01,-1920,-1946,-27,12:41:00
ic,1500,2024-08-05,-2016,-1990,27,09:41:00
ic,1500,2024-09-03,-1661,-1670,-8,13:04:00
ic,1500,2024-09-06,-1495,-1511,-17,12:59:00
ic,1500,2024-09-11,-2008,-2046,-38,14:35:00
ic,1500,2024-12-18,-3020,-2976,43,14:57:00
ic,1500,2024-12-20,-2165,-2191,-27,11:46:00
ic,1500,2024-12-27,-1886,-1900,-13,12:13:00
ic,1500,2025-01-07,-1475,-1491,-17,15:20:00
ic,1500,2025-02-21,-2021,-2030,-8,13:07:00
ic,1500,2025-02-27,-1905,-1921,-17,15:48:00
ic,1500,2025-03-03,-2555,-2571,-17,15:06:00
ic,1500,2025-03-10,-1420,-1436,-17,15:03:00
ic,1500,2025-03-26,-2211,-2220,-8,13:39:00
ic,1500,2025-03-28,-2055,-2071,-17,12:23:00
ic,1500,2025-04-07,-1676,-2400,-723,10:21:00
ic,1500,2025-04-08,-1818,-1826,-8,15:45:00
ic,1500,2025-04-09,-3140,-3226,-87,13:32:00
ic,1500,2025-04-16,-1620,-1636,-17,15:14:00
ic,1500,2025-04-21,-1545,-1561,-17,13:13:00
ic,1500,2025-04-24,-1690,-1706,-17,14:41:00
ic,1500,2025-08-22,-1935,-1966,-32,10:41:00
ic,1500,2025-10-10,-2853,-2853,0,11:34:00
ic,1500,2025-11-13,-1751,-1765,-13,13:45:00
ic,1500,2025-12-12,-2171,-2185,-13,11:13:00
ic,1500,2026-01-29,-2326,-2340,-13,10:43:00
ic,1500,2026-02-03,-1983,-1983,0,12:47:00
ic,1500,2026-02-12,-2161,-2175,-13,12:21:00
ic,1500,2026-06-05,-1781,-1795,-13,14:35:00
ic,1500,2026-06-09,-1488,-1515,-27,11:33:00
ic,1500,2026-06-10,-1595,-1611,-17,15:22:00
ic,1500,2026-06-11,-2050,-2066,-17,15:39:00
ic,1500,2026-06-17,-2605,-2621,-17,15:39:00
ic,1500,2026-08-04,-1840,-1861,-22,12:33:00
ic,2000,2022-05-20,-1735,-1756,-22,13:18:00
ic,2000,2022-06-28,-1695,-1711,-17,14:25:00
ic,2000,2022-07-27,-1950,-1966,-17,15:34:00
ic,2000,2022-10-21,-1570,-1591,-22,14:09:00
ic,2000,2022-11-30,-1720,-1746,-27,14:25:00
ic,2000,2023-02-01,-1130,-1146,-17,15:40:00
ic,2000,2023-03-09,-1995,-2011,-17,15:01:00
ic,2000,2023-08-29,-2130,-2156,-27,11:41:00
ic,2000,2023-12-13,-1825,-1851,-27,14:46:00
ic,2000,2023-12-20,-2303,-2303,0,15:10:00
ic,2000,2024-04-15,-1990,-2006,-17,14:56:00
ic,2000,2024-08-01,-1920,-1946,-27,12:41:00
ic,2000,2024-08-05,-2016,-2070,-53,11:28:00
ic,2000,2024-09-11,-2008,-2046,-38,14:35:00
ic,2000,2024-12-18,-3020,-3036,-17,15:03:00
ic,2000,2024-12-20,-2165,-2191,-27,11:46:00
ic,2000,2025-02-21,-2021,-2030,-8,13:07:00
ic,2000,2025-02-27,-1905,-1921,-17,15:48:00
ic,2000,2025-03-03,-2555,-2571,-17,15:06:00
ic,2000,2025-03-26,-2211,-2220,-8,13:39:00
ic,2000,2025-03-28,-2055,-2071,-17,12:23:00
ic,2000,2025-04-08,-1818,-1826,-8,15:45:00
ic,2000,2025-04-09,-3140,-3226,-87,13:32:00
ic,2000,2025-08-22,-1935,-1966,-32,10:41:00
ic,2000,2025-10-10,-2853,-2853,0,11:34:00
ic,2000,2025-12-12,-2171,-2185,-13,11:13:00
ic,2000,2026-01-29,-2326,-2340,-13,10:43:00
ic,2000,2026-02-12,-2161,-2175,-13,12:21:00
ic,2000,2026-06-11,-2050,-2066,-17,15:39:00
ic,2000,2026-06-17,-2605,-2621,-17,15:39:00
ic,3000,2024-12-18,-3020,-3036,-17,15:03:00
ic,3000,2025-04-09,-3140,-3226,-87,13:32:00
puts_band,1000,2022-05-20,-2388,-1808,580,12:18:00
puts_band,1000,2022-06-28,-1082,-1082,0,11:49:00
puts_band,1000,2022-07-18,-1277,-1277,0,15:40:00
puts_band,1000,2022-09-13,-1072,-1072,0,15:40:00
puts_band,1000,2022-10-14,-1953,-1573,380,11:44:00
puts_band,1000,2023-01-03,-950,-1428,-478,12:52:00
puts_band,1000,2023-03-07,-1123,-1123,0,13:28:00
puts_band,1000,2023-04-25,-1052,-1052,0,13:25:00
puts_band,1000,2023-05-02,-1057,-1057,0,10:33:00
puts_band,1000,2023-09-15,-1133,-1133,0,15:45:00
puts_band,1000,2023-10-13,-1007,-1007,0,13:34:00
puts_band,1000,2023-12-20,-1377,-1377,0,15:08:00
puts_band,1000,2024-03-08,-1018,-1268,-250,13:03:00
puts_band,1000,2024-04-15,-1537,-1537,0,13:29:00
puts_band,1000,2024-06-03,-1017,-1017,0,12:24:00
puts_band,1000,2024-07-11,-1663,-1663,0,12:02:00
puts_band,1000,2024-08-01,-2263,-1613,650,11:11:00
puts_band,1000,2024-08-22,-1022,-1022,0,13:53:00
puts_band,1000,2024-09-06,-1783,-1783,0,12:59:00
puts_band,1000,2024-12-18,-3103,-3043,60,14:57:00
puts_band,1000,2025-02-21,-2028,-2028,0,13:07:00
puts_band,1000,2025-02-27,-2213,-1673,540,14:43:00
puts_band,1000,2025-03-03,-2713,-1653,1060,13:36:00
puts_band,1000,2025-03-26,-2218,-2218,0,13:39:00
puts_band,1000,2025-03-28,-1102,-1102,0,12:23:00
puts_band,1000,2025-04-21,-1042,-1042,0,13:13:00
puts_band,1000,2025-11-20,-1217,-1217,0,12:05:00
puts_band,1000,2025-12-12,-2183,-2143,40,11:09:00
puts_band,1000,2026-01-29,-2338,-2188,150,10:40:00
puts_band,1000,2026-02-03,-1047,-1047,0,12:41:00
puts_band,1000,2026-02-12,-1242,-1242,0,11:16:00
puts_band,1000,2026-02-23,-1003,-1003,0,15:45:00
puts_band,1000,2026-06-05,-1052,-1052,0,14:35:00
puts_band,1000,2026-06-10,-1097,-1097,0,15:22:00
puts_band,1000,2026-06-17,-2878,-2268,610,15:38:00
puts_band,1500,2022-05-20,-2388,-2388,0,13:18:00
puts_band,1500,2022-10-14,-1953,-1953,0,14:27:00
puts_band,1500,2024-04-15,-1537,-1537,0,13:29:00
puts_band,1500,2024-07-11,-1663,-1663,0,12:02:00
puts_band,1500,2024-08-01,-2263,-2263,0,12:41:00
puts_band,1500,2024-09-06,-1783,-1783,0,12:59:00
puts_band,1500,2024-12-18,-3103,-3043,60,14:57:00
puts_band,1500,2025-02-21,-2028,-2028,0,13:07:00
puts_band,1500,2025-02-27,-2213,-2213,0,15:48:00
puts_band,1500,2025-03-03,-2713,-2713,0,15:06:00
puts_band,1500,2025-03-26,-2218,-2218,0,13:39:00
puts_band,1500,2025-12-12,-2183,-2183,0,11:13:00
puts_band,1500,2026-01-29,-2338,-2338,0,10:43:00
puts_band,1500,2026-06-17,-2878,-2878,0,15:39:00
puts_band,2000,2022-05-20,-2388,-2388,0,13:18:00
puts_band,2000,2024-08-01,-2263,-2263,0,12:41:00
puts_band,2000,2024-12-18,-3103,-3103,0,15:03:00
puts_band,2000,2025-02-21,-2028,-2028,0,13:07:00
puts_band,2000,2025-02-27,-2213,-2213,0,15:48:00
puts_band,2000,2025-03-03,-2713,-2713,0,15:06:00
puts_band,2000,2025-03-26,-2218,-2218,0,13:39:00
puts_band,2000,2025-12-12,-2183,-2183,0,11:13:00
puts_band,2000,2026-01-29,-2338,-2338,0,10:43:00
puts_band,2000,2026-06-17,-2878,-2878,0,15:39:00
puts_band,3000,2024-12-18,-3103,-3103,0,15:03:00
combined,1000,2022-05-18,-784,-652,132,10:39:00
combined,1000,2022-05-19,-801,-1161,-360,11:48:00
combined,1000,2022-05-20,-2217,-912,1305,11:01:00
combined,1000,2022-05-23,-469,-937,-468,12:13:00
combined,1000,2022-05-24,-1642,-1032,610,10:19:00
combined,1000,2022-05-26,-249,-767,-518,09:44:00
combined,1000,2022-05-27,251,168,-83,14:41:00
combined,1000,2022-05-31,-834,-1077,-243,09:43:00
combined,1000,2022-06-01,-659,-677,-18,10:22:00
combined,1000,2022-06-02,1537,1495,-42,15:07:00
combined,1000,2022-06-07,-409,-682,-273,10:43:00
combined,1000,2022-06-09,-787,-737,50,15:36:00
combined,1000,2022-06-10,-734,-882,-148,10:19:00
combined,1000,2022-06-13,-131,-911,-780,09:49:00
combined,1000,2022-06-15,-127,-257,-130,15:35:00
combined,1000,2022-06-16,-156,-1401,-1245,09:41:00
combined,1000,2022-06-17,-1009,-1117,-108,10:26:00
combined,1000,2022-06-21,-81,-1067,-986,09:50:00
combined,1000,2022-06-22,-208,-881,-673,10:28:00
combined,1000,2022-06-23,-724,-897,-173,12:13:00
combined,1000,2022-06-24,-704,-1292,-588,10:11:00
combined,1000,2022-06-27,-704,-457,247,09:45:00
combined,1000,2022-06-28,-2547,-452,2095,10:06:00
combined,1000,2022-06-30,-967,-1202,-235,09:47:00
combined,1000,2022-07-01,-1419,-1817,-398,10:22:00
combined,1000,2022-07-05,-2322,-1226,1097,09:45:00
combined,1000,2022-07-11,564,-1072,-1636,09:43:00
combined,1000,2022-07-12,-1427,-1691,-263,10:05:00
combined,1000,2022-07-13,-779,-1352,-573,13:13:00
combined,1000,2022-07-14,-1549,-1256,293,09:43:00
combined,1000,2022-07-15,-804,-1087,-283,10:34:00
combined,1000,2022-07-18,-922,-947,-25,15:40:00
combined,1000,2022-07-19,-1066,-611,455,10:47:00
combined,1000,2022-07-21,-829,-967,-138,11:43:00
combined,1000,2022-07-22,601,-122,-723,14:13:00
combined,1000,2022-07-27,-859,-482,377,14:46:00
combined,1000,2022-07-28,-1824,-1692,132,09:54:00
combined,1000,2022-07-29,-179,-257,-78,15:29:00
combined,1000,2022-08-01,114,-907,-1021,10:16:00
combined,1000,2022-08-02,-894,-977,-83,12:13:00
combined,1000,2022-08-03,259,78,-181,13:11:00
combined,1000,2022-08-08,-1004,-1237,-233,12:24:00
combined,1000,2022-08-12,-34,-62,-28,14:39:00
combined,1000,2022-08-19,42,-406,-448,11:18:00
combined,1000,2022-08-26,361,488,127,10:47:00
combined,1000,2022-08-30,-377,-867,-490,13:29:00
combined,1000,2022-08-31,-1299,-1597,-298,11:09:00
combined,1000,2022-09-02,-2131,-1517,613,13:11:00
combined,1000,2022-09-07,-489,-647,-158,09:43:00
combined,1000,2022-09-08,-151,-992,-841,10:42:00
combined,1000,2022-09-09,61,-112,-173,13:41:00
combined,1000,2022-09-13,-921,-946,-25,15:40:00
combined,1000,2022-09-14,-844,-1262,-418,10:32:00
combined,1000,2022-09-15,-1092,-572,520,10:00:00
combined,1000,2022-09-19,566,-142,-708,10:46:00
combined,1000,2022-09-20,-826,-1016,-190,14:01:00
