date,strat,method,center,em,short_k,long_k,credit,exit_kind,exit_val,pnl,note
2025-05-30,eodic_p,vix252,5912.17,71.4,5840.0,5815.0,2.5,settle,0.0,246.74,
2025-05-30,eodic_p,vix365,5912.17,59.4,5855.0,5830.0,3.6,settle,0.0,356.74,
2025-05-30,eodic_p,straddle,5912.17,40.0,5870.0,5845.0,5.2,stop,11.8,-666.52,
2025-05-30,eodic_c,vix252,5912.17,71.4,5985.0,6010.0,0.25,settle,0.0,21.74,
2025-05-30,eodic_c,vix365,5912.17,59.4,5970.0,5995.0,0.65,settle,0.0,61.74,
2025-05-30,eodic_c,straddle,5912.17,40.0,5950.0,5975.0,1.7,settle,0.0,166.74,
2025-05-30,openic_p,vix252,5903.67,71.4,5830.0,5805.0,1.2,settle,0.0,116.74,
2025-05-30,openic_p,vix365,5903.67,59.4,5845.0,5820.0,2.0,settle,0.0,196.74,
2025-05-30,openic_p,straddle,5903.67,40.0,5865.0,5840.0,3.9,stop,9.6,-576.52,
2025-05-30,openic_c,vix252,5903.67,71.4,5975.0,6000.0,0.3,settle,0.0,26.74,
2025-05-30,openic_c,vix365,5903.67,59.4,5965.0,5990.0,0.5,settle,0.0,46.74,
2025-05-30,openic_c,straddle,5903.67,40.0,5945.0,5970.0,1.45,settle,0.0,141.74,
2025-06-02,eodic_p,vix252,5911.69,69.2,5845.0,5820.0,2.05,settle,0.0,201.74,
2025-06-02,eodic_p,vix365,5911.69,57.5,5855.0,5830.0,2.85,settle,0.0,281.74,
2025-06-02,eodic_p,straddle,5911.69,34.0,5880.0,5855.0,5.6,stop,9.0,-346.52,
2025-06-02,eodic_c,vix252,5911.69,69.2,5980.0,6005.0,0.15,settle,0.0,11.74,
2025-06-02,eodic_c,vix365,5911.69,57.5,5970.0,5995.0,0.25,settle,0.0,21.74,
2025-06-02,eodic_c,straddle,5911.69,34.0,5945.0,5970.0,1.35,settle,0.0,131.74,
2025-06-02,openic_p,vix252,5896.68,69.2,5830.0,5805.0,2.65,settle,0.0,261.74,
2025-06-02,openic_p,vix365,5896.68,57.5,5840.0,5815.0,3.6,settle,0.0,356.74,
2025-06-02,openic_p,straddle,5896.68,34.0,5865.0,5840.0,7.6,settle,0.0,756.74,
2025-06-02,openic_c,vix252,5896.68,69.2,5965.0,5990.0,0.1,settle,0.0,6.74,
2025-06-02,openic_c,vix365,5896.68,57.5,5955.0,5980.0,0.2,settle,0.0,16.74,
2025-06-02,openic_c,straddle,5896.68,34.0,5930.0,5955.0,0.7,stop,5.15,-451.52,
2025-06-03,eodic_p,vix252,5935.94,68.7,5865.0,5840.0,0.4,settle,0.0,36.74,
2025-06-03,eodic_p,vix365,5935.94,57.0,5880.0,5855.0,0.8,settle,0.0,76.74,
2025-06-03,eodic_p,straddle,5935.94,27.8,5910.0,5885.0,2.65,settle,0.0,261.74,
2025-06-03,eodic_c,vix252,5935.94,68.7,6005.0,6030.0,0.2,settle,0.0,16.74,
2025-06-03,eodic_c,vix365,5935.94,57.0,5995.0,6020.0,0.45,settle,0.0,41.74,
2025-06-03,eodic_c,straddle,5935.94,27.8,5965.0,5990.0,3.45,stop,8.2,-481.52,
2025-06-03,openic_p,vix252,5938.56,68.7,5870.0,5845.0,0.4,settle,0.0,36.74,
2025-06-03,openic_p,vix365,5938.56,57.0,5880.0,5855.0,0.55,settle,0.0,51.74,
2025-06-03,openic_p,straddle,5938.56,27.8,5910.0,5885.0,2.2,settle,0.0,216.74,
2025-06-03,openic_c,vix252,5938.56,68.7,6005.0,6030.0,0.15,settle,0.0,11.74,
2025-06-03,openic_c,vix365,5938.56,57.0,5995.0,6020.0,0.3,settle,0.0,26.74,
2025-06-03,openic_c,straddle,5938.56,27.8,5965.0,5990.0,2.5,stop,8.2,-576.52,
