Date,O,H,L,C,RTH_H,RTH_L,ETH_High,ETH_Low
2025-04-17,5526.0,5638.75,5511.25,5605.25,5638.75,5564.75,5589.25,5511.25
2025-04-21,5501.75,5541.75,5406.5,5459.5,5541.75,5406.5,5524.75,5456.0
2025-04-22,5400.5,5618.5,5389.75,5593.5,5618.5,5515.25,5472.5,5389.75
2025-04-23,5597.75,5779.0,5595.75,5680.0,5779.0,5663.0,5674.75,5595.75
2025-04-24,5627.0,5820.75,5573.25,5801.0,5820.75,5677.75,5639.0,5573.25
2025-04-25,5747.0,5833.75,5704.75,5833.0,5833.75,5759.5,5771.0,5704.75
2025-04-28,5762.0,5858.0,5734.25,5824.0,5858.0,5771.25,5776.5,5734.25
2025-04-29,5761.0,5876.5,5739.5,5865.25,5876.5,5807.0,5791.75,5739.5
2025-04-30,5797.5,5895.75,5715.5,5885.0,5895.75,5734.75,5801.0,5715.5
2025-05-01,5835.5,5961.75,5833.0,5888.5,5961.75,5881.0,5880.25,5833.0
2025-05-02,5826.5,6004.0,5819.0,5990.75,6004.0,5942.25,5917.0,5819.0
2025-05-05,5923.0,5985.5,5873.25,5947.75,5985.5,5934.5,5923.25,5873.25
2025-05-06,5884.25,5951.0,5834.5,5903.75,5951.0,5886.25,5891.25,5834.5
2025-05-07,5826.5,5954.25,5826.5,5930.5,5954.25,5875.25,5907.75,5826.5
2025-05-08,5861.25,6020.25,5854.5,5964.5,6020.25,5932.25,5935.5,5854.5
2025-05-09,5906.5,5989.25,5883.25,5958.25,5989.25,5941.75,5933.25,5883.25
2025-05-12,5979.0,6155.5,5952.25,6143.5,6155.5,6085.0,6083.75,5952.25
2025-05-13,6086.0,6206.25,6053.75,6182.25,6206.25,6142.75,6103.5,6053.75
2025-05-14,6120.0,6204.25,6114.25,6189.5,6204.25,6169.25,6142.5,6114.25
2025-05-15,6122.0,6223.75,6085.0,6216.5,6223.75,6163.75,6122.0,6085.0
2025-05-16,6153.0,6256.75,6141.0,6251.75,6256.75,6204.0,6176.0,6141.0
2025-05-19,6148.25,6266.75,6110.75,6252.25,6266.75,6191.5,6166.0,6110.75
2025-05-20,6198.0,6250.25,6173.25,6231.5,6250.25,6206.0,6211.5,6173.25
2025-05-21,6171.5,6235.5,6123.0,6132.25,6235.5,6127.0,6176.25,6123.0
2025-05-22,6076.0,6174.25,6046.75,6138.25,6174.25,6122.0,6094.75,6046.75
2025-05-23,6087.25,6123.0,5974.5,6091.0,6123.0,6059.75,6090.0,5974.5
2025-05-27,6038.0,6221.0,6031.0,6219.25,6221.0,6147.5,6130.5,6031.0
2025-05-28,6158.75,6231.75,6136.5,6182.0,6231.75,6172.5,6163.75,6136.5
2025-05-29,6141.5,6235.5,6134.5,6197.0,6235.5,6163.25,6226.0,6134.5
2025-05-30,6130.25,6212.0,6094.5,6196.0,6212.0,6132.5,6141.0,6094.5
2025-06-02,6116.75,6232.25,6085.5,6230.75,6232.25,6149.75,6127.25,6085.5
2025-06-03,6167.0,6270.5,6127.25,6257.0,6270.5,6217.5,6167.5,6127.25
2025-06-04,6198.0,6278.25,6192.0,6257.75,6278.25,6253.5,6214.75,6192.0
2025-06-05,6192.25,6288.25,6189.0,6229.5,6288.25,6208.0,6234.5,6189.0
2025-06-06,6149.75,6304.25,6148.0,6287.5,6304.25,6263.75,6218.0,6148.0
2025-06-09,6228.0,6307.0,6210.25,6288.5,6307.0,6279.25,6237.75,6210.25
2025-06-10,6230.25,6328.75,6209.25,6316.75,6328.75,6284.25,6258.75,6209.25
2025-06-11,6256.75,6344.0,6239.5,6308.75,6344.0,6285.5,6292.75,6239.5
2025-06-12,6240.25,6330.5,6205.75,6327.0,6330.5,6287.75,6250.0,6205.75
2025-06-13,6263.0,6309.0,6145.5,6267.0,6309.0,6244.5,6263.0,6145.5
2025-06-16,6167.25,6336.5,6166.25,6321.25,6336.5,6293.75,6243.5,6166.25
2025-06-17,6259.25,6308.75,6211.25,6265.25,6308.75,6257.75,6259.75,6211.25
2025-06-18,6197.0,6301.25,6184.0,6267.75,6301.25,6253.75,6229.0,6184.0
2025-06-20,6204.5,6298.5,6135.75,6250.0,6298.5,6230.75,6223.5,6135.75
2025-06-23,6130.25,6309.0,6125.25,6304.25,6309.0,6220.75,6205.5,6125.25
2025-06-24,6244.25,6382.75,6241.5,6371.5,6382.75,6336.5,6310.0,6241.5
2025-06-25,6311.0,6387.75,6304.5,6372.75,6387.75,6358.25,6324.0,6304.5
2025-06-26,6311.0,6427.5,6307.5,6417.75,6427.5,6386.75,6337.25,6307.5
2025-06-27,6363.75,6466.5,6360.25,6447.25,6466.5,6410.75,6387.0,6360.25
2025-06-30,6389.5,6493.0,6389.5,6473.75,6493.0,6451.75,6421.25,6389.5
2025-07-01,6412.0,6489.0,6393.5,6472.5,6489.0,6455.0,6424.0,6393.5
2025-07-02,6414.0,6504.0,6401.75,6500.25,6504.0,6465.75,6437.0,6401.75
2025-07-03,6442.75,6560.75,6436.75,6551.0,6560.75,6520.25,6462.25,6436.75
2025-07-04,6487.0,6520.25,6442.75,6511.0,6520.25,6506.75,6489.0,6442.75
2025-07-07,6474.0,6537.25,6457.0,6497.0,6537.25,6473.75,6481.25,6457.0
2025-07-08,6428.75,6516.25,6420.75,6499.75,6516.25,6490.0,6455.25,6420.75
2025-07-09,6438.25,6542.75,6426.25,6537.25,6542.75,6503.5,6458.25,6426.25
2025-07-10,6472.25,6563.0,6453.75,6547.75,6563.0,6523.5,6478.5,6453.75
2025-07-11,6489.25,6540.25,6443.0,6524.75,6540.25,6506.0,6496.5,6443.0
2025-07-14,6440.25,6542.5,6426.0,6536.0,6542.5,6508.0,6452.0,6426.0
2025-07-15,6475.75,6569.25,6467.0,6504.75,6569.25,6503.75,6509.25,6467.0
2025-07-16,6440.0,6536.25,6423.5,6528.5,6536.25,6468.5,6466.75,6423.5
2025-07-17,6465.5,6573.0,6454.5,6568.0,6573.0,6529.5,6483.0,6454.5
2025-07-18,6508.75,6581.0,6504.75,6561.75,6581.0,6550.75,6523.25,6504.75
2025-07-21,6502.0,6601.5,6496.0,6575.5,6601.5,6568.5,6520.75,6496.0
2025-07-22,6513.25,6581.25,6501.5,6572.25,6581.25,6546.25,6518.25,6501.5
2025-07-23,6512.75,6633.5,6509.0,6631.5,6633.5,6581.0,6540.5,6509.0
2025-07-24,6570.25,6645.75,6557.75,6631.75,6645.75,6623.75,6573.0,6557.75
2025-07-25,6573.0,6658.5,6567.25,6652.5,6658.5,6630.0,6587.5,6567.25
2025-07-28,6616.25,6661.75,6596.5,6650.75,6661.75,6636.25,6624.0,6596.5
2025-07-29,6590.5,6667.5,6589.5,6631.25,6667.5,6623.75,6608.75,6589.5
2025-07-30,6570.25,6662.75,6569.5,6659.25,6662.75,6594.25,6583.75,6569.5
2025-07-31,6601.75,6678.5,6585.75,6594.25,6678.5,6585.75,6634.75,6597.25
2025-08-01,6525.75,6539.75,6461.25,6495.5,6539.0,6467.0,6539.75,6461.25
2025-08-04,6423.25,6593.0,6417.5,6591.5,6593.0,6529.5,6476.25,6417.5
2025-08-05,6536.25,6599.25,6524.75,6556.75,6599.25,6543.0,6543.75,6524.75
2025-08-06,6489.25,6607.0,6479.5,6597.5,6607.0,6553.25,6524.5,6479.5
2025-08-07,6537.25,6642.0,6530.5,6602.0,6642.0,6562.0,6593.0,6530.5
2025-08-08,6538.75,6652.75,6535.5,6652.75,6652.75,6607.25,6556.0,6535.5
2025-08-11,6589.0,6659.0,6574.75,6624.5,6659.0,6615.0,6595.75,6574.75
2025-08-12,6562.25,6697.5,6557.5,6694.0,6697.5,6636.0,6608.25,6557.5
2025-08-13,6634.25,6730.0,6627.25,6714.25,6730.0,6694.25,6654.75,6627.25
2025-08-14,6651.25,6723.5,6619.5,6709.0,6723.5,6690.25,6658.0,6619.5
2025-08-15,6655.5,6725.5,6653.0,6696.0,6725.5,6689.0,6675.0,6653.0
2025-08-18,6633.25,6702.75,6622.25,6696.5,6702.75,6684.75,6650.5,6622.25
2025-08-19,6634.75,6703.75,6620.25,6661.25,6703.75,6646.75,6643.75,6620.25
2025-08-20,6599.25,6658.25,6575.25,6640.75,6658.25,6590.25,6604.25,6575.25
2025-08-21,6580.5,6639.75,6550.0,6618.5,6639.75,6597.75,6585.25,6550.0
2025-08-22,6558.25,6723.75,6530.25,6711.75,6723.75,6630.0,6572.25,6530.25
2025-08-25,6659.25,6710.25,6627.0,6686.5,6710.25,6680.5,6660.25,6627.0
2025-08-26,6626.5,6714.0,6597.0,6713.5,6714.0,6672.0,6630.0,6597.0
2025-08-27,6653.0,6730.0,6642.0,6721.25,6730.0,6700.25,6655.5,6642.0
2025-08-28,6651.25,6750.5,6637.25,6744.25,6750.5,6708.25,6673.0,6637.25
2025-08-29,6682.25,6730.25,6655.0,6702.25,6730.25,6683.0,6684.25,6655.0
2025-09-02,6645.0,6671.25,6553.5,6666.5,6671.25,6599.25,6657.75,6553.5
2025-09-03,6614.25,6691.75,6591.75,6688.0,6691.75,6654.0,6626.5,6591.75
2025-09-04,6626.25,6743.75,6620.75,6742.25,6743.75,6683.75,6640.0,6620.75
2025-09-05,6682.0,6769.25,6668.75,6715.75,6769.25,6679.5,6706.75,6668.75
2025-09-08,6650.0,6744.0,6646.5,6735.0,6744.0,6717.75,6674.5,6646.5
2025-09-09,6674.0,6756.0,6673.0,6755.5,6756.0,6734.75,6678.5,6673.0
2025-09-10,6698.5,6789.75,6693.0,6765.0,6789.75,6750.0,6731.5,6693.0
2025-09-11,6702.0,6827.5,6701.75,6819.0,6827.5,6779.5,6728.5,6701.75
2025-09-12,6762.5,6833.5,6742.25,6814.75,6833.5,6810.5,6762.5,6742.25
2025-09-15,6754.5,6852.0,6751.25,6845.5,6852.0,6834.0,6776.5,6751.25
2025-09-16,6782.75,6859.0,6781.0,6842.25,6859.0,6832.0,6806.25,6781.0
2025-09-17,6779.0,6857.25,6763.25,6835.25,6857.25,6781.75,6784.0,6763.25
2025-09-18,6774.0,6888.75,6773.5,6863.25,6888.75,6841.0,6829.25,6773.5
2025-09-19,6809.5,6902.25,6789.0,6892.25,6902.25,6858.0,6817.5,6789.0
2025-09-22,6825.5,6927.5,6804.75,6917.25,6927.5,6876.5,6830.75,6804.75
2025-09-23,6859.0,6927.25,6853.5,6887.25,6927.25,6872.5,6864.25,6853.5
2025-09-24,6827.25,6899.25,6821.25,6870.0,6899.25,6848.75,6838.25,6821.25
2025-09-25,6806.75,6845.75,6762.75,6832.25,6845.75,6795.0,6814.75,6762.75
2025-09-26,6772.25,6874.5,6762.75,6872.25,6874.5,6828.0,6799.75,6762.75
2025-09-29,6806.5,6902.0,6806.25,6883.75,6902.0,6867.0,6845.5,6806.25
2025-09-30,6817.5,6914.25,6803.75,6896.25,6914.25,6863.75,6826.5,6803.75
2025-10-01,6835.0,6940.25,6789.5,6926.0,6940.25,6876.0,6842.75,6789.5
2025-10-02,6866.5,6951.0,6865.5,6937.75,6951.0,6912.25,6891.75,6865.5
2025-10-03,6874.25,6970.75,6868.25,6932.5,6970.75,6924.75,6897.0,6868.25
2025-10-06,6877.5,6968.5,6876.5,6959.75,6968.5,6937.25,6903.5,6876.5
2025-10-07,6899.0,6972.5,6883.5,6937.0,6972.5,6918.0,6912.25,6883.5
2025-10-08,6875.5,6974.25,6867.75,6974.0,6974.25,6935.25,6885.75,6867.75
2025-10-09,6912.25,6980.25,6904.0,6949.5,6980.25,6931.5,6921.75,6904.0
2025-10-10,6889.0,6977.25,6760.25,6775.75,6977.25,6760.25,6902.25,6882.0
2025-10-13,6741.5,6882.25,6741.5,6863.0,6882.25,6832.5,6815.75,6741.5
2025-10-14,6800.5,6893.25,6715.25,6851.0,6893.25,6764.0,6828.0,6715.25
2025-10-15,6793.75,6937.5,6793.0,6885.75,6937.5,6822.25,6850.5,6793.0
2025-10-16,6824.75,6921.25,6802.75,6823.25,6921.25,6802.75,6856.0,6812.0
2025-10-17,6768.75,6888.75,6680.75,6881.25,6888.75,6811.25,6781.5,6680.75
2025-10-20,6830.5,6953.75,6803.5,6948.0,6953.75,6903.75,6847.0,6803.5
2025-10-21,6889.0,6960.5,6872.75,6938.5,6960.5,6930.0,6894.5,6872.75
2025-10-22,6885.5,6950.0,6861.5,6909.5,6950.0,6861.5,6898.25,6873.5
2025-10-23,6843.0,6956.5,6827.0,6945.75,6956.5,6906.75,6861.25,6827.0
2025-10-24,6887.75,7012.0,6886.0,6996.25,7012.0,6983.25,6946.75,6886.0
2025-10-27,6990.5,7082.75,6975.25,7080.75,7082.75,7047.75,6999.5,6975.25
2025-10-28,7023.5,7115.5,7011.0,7094.75,7115.5,7073.75,7036.75,7011.0
2025-10-29,7038.75,7122.75,7034.0,7092.25,7122.75,7053.0,7058.75,7034.0
2025-10-30,7016.0,7084.5,6997.5,7045.5,7084.5,7021.75,7063.25,6997.5
2025-10-31,7006.5,7073.25,6997.5,7042.75,7073.25,7014.25,7028.0,6997.5
2025-11-03,6987.5,7080.25,6982.75,7056.5,7080.25,7020.25,7016.75,6982.75
2025-11-04,6993.5,7020.0,6895.75,6974.0,7020.0,6965.5,6993.5,6895.75
2025-11-05,6910.5,7028.5,6858.0,6993.0,7028.5,6960.5,6917.25,6858.0
2025-11-06,6938.0,6992.25,6904.25,6930.5,6992.25,6904.25,6953.0,6913.5
2025-11-07,6872.5,6933.25,6821.75,6931.25,6933.25,6826.25,6881.5,6821.75
2025-11-10,6897.5,7036.5,6881.5,7033.0,7036.5,6963.5,6933.0,6881.5
2025-11-11,6966.75,7050.5,6945.25,7049.25,7050.5,7001.25,6976.5,6945.25
2025-11-12,6983.5,7063.5,6977.5,7049.75,7063.5,7022.75,7010.0,6977.5
2025-11-13,6982.75,7021.25,6916.75,6947.5,7021.25,6916.75,7002.0,6951.0
2025-11-14,6872.25,6966.25,6787.25,6935.0,6966.25,6841.25,6884.5,6787.25
2025-11-17,6874.25,6945.5,6829.25,6870.75,6945.5,6829.25,6911.0,6844.0
2025-11-18,6806.0,6858.25,6745.0,6804.0,6858.25,6764.75,6818.25,6745.0
2025-11-19,6740.25,6879.75,6722.75,6834.75,6879.75,6792.75,6778.25,6722.75
2025-11-20,6807.0,6962.0,6721.25,6727.75,6962.0,6721.25,6882.25,6803.5
2025-11-21,6669.5,6848.25,6634.5,6797.75,6848.25,6709.75,6708.5,6634.5
2025-11-24,6764.25,6902.5,6734.5,6894.25,6902.5,6817.5,6779.5,6734.5
2025-11-25,6835.75,6963.25,6811.25,6953.5,6963.25,6845.25,6842.0,6811.25
2025-11-26,6890.5,7017.5,6887.75,7001.0,7017.5,6966.5,6920.25,6887.75
2025-11-28,6939.75,7034.5,6933.75,7028.0,7034.5,7002.0,6954.0,6933.75
2025-12-01,6964.25,7026.5,6911.5,6996.5,7026.5,6983.5,6974.0,6911.5
2025-12-02,6938.5,7034.25,6921.75,7010.75,7034.25,6988.75,6961.0,6921.75
2025-12-03,6952.5,7044.0,6927.0,7035.0,7044.0,6991.0,6971.75,6927.0
2025-12-04,6975.5,7047.5,6963.75,7036.5,7047.5,7007.0,6989.5,6963.75
2025-12-05,6975.0,7075.75,6966.25,7051.0,7075.75,7037.25,6995.75,6966.25
2025-12-08,6992.5,7057.0,6982.25,7025.5,7057.0,7006.0,7003.25,6982.25
2025-12-09,6974.5,7043.5,6954.25,7017.5,7043.5,7015.25,6978.0,6954.25
2025-12-10,6956.75,7078.75,6943.75,7062.0,7078.75,7001.5,6968.75,6943.75
2025-12-11,6996.5,7080.0,6927.0,7078.75,7080.0,7008.75,7000.75,6927.0
2025-12-12,7023.5,7073.75,6975.75,7005.5,7073.75,6975.75,7025.0,6999.0
2025-12-15,6939.75,7042.75,6927.75,6992.0,7042.75,6975.25,6980.25,6927.75
2025-12-16,6932.5,6991.5,6882.5,6964.0,6991.5,6928.5,6941.75,6882.5
2025-12-17,6899.0,6982.25,6884.75,6905.5,6982.25,6886.5,6932.25,6884.75
2025-12-18,6841.75,6983.0,6821.25,6932.75,6983.0,6922.75,6888.25,6821.25
2025-12-19,6874.5,7004.75,6869.75,7000.5,7004.75,6956.75,6904.0,6869.75
2025-12-22,6956.0,7047.25,6950.25,7042.25,7047.25,7019.5,6972.25,6950.25
2025-12-23,6980.5,7074.75,6963.0,7068.75,7074.75,7029.75,6986.5,6963.0
2025-12-24,7009.25,7099.0,7002.25,7091.0,7099.0,7068.25,7012.5,7002.25
2025-12-26,7029.25,7105.0,7023.75,7088.75,7105.0,7080.0,7039.75,7023.75
2025-12-29,7030.25,7078.75,6995.5,7065.5,7078.75,7047.0,7034.5,6995.5
2025-12-30,7006.25,7072.5,6993.5,7056.5,7072.5,7051.75,7007.5,6993.5
2025-12-31,6995.25,7058.5,6972.0,7008.5,7058.5,7001.25,7001.25,6972.0
2026-01-02,6951.75,7050.75,6946.75,7014.0,7050.75,6977.75,6988.25,6946.75
2026-01-05,6961.25,7074.5,6949.25,7055.5,7074.5,7043.75,6980.75,6949.25
2026-01-06,6995.25,7102.5,6980.75,7098.0,7102.5,7056.5,7008.5,6980.75
2026-01-07,7038.25,7117.75,7025.0,7071.0,7117.75,7070.0,7041.25,7025.0
2026-01-08,7017.25,7083.5,6985.0,7075.25,7083.5,7051.0,7019.25,6985.0
2026-01-09,7023.0,7128.5,7004.0,7115.0,7128.5,7066.75,7039.5,7004.0
2026-01-12,7056.75,7136.25,6999.75,7127.5,7136.25,7079.75,7058.25,6999.75
2026-01-13,7063.75,7135.25,7048.5,7112.0,7135.25,7087.75,7086.0,7048.5
2026-01-14,7048.25,7090.75,7013.25,7075.5,7090.75,7034.25,7052.25,7013.25
2026-01-15,7005.5,7128.25,6999.25,7092.25,7128.25,7085.75,7053.75,6999.25
2026-01-16,7036.5,7113.25,7032.5,7087.0,7113.25,7071.5,7056.75,7032.5
2026-01-20,6968.0,7015.75,6896.5,6950.5,7015.75,6933.25,6984.75,6896.5
2026-01-21,6888.75,7056.25,6864.25,7029.5,7056.25,6948.25,6908.25,6864.25
2026-01-22,6969.75,7080.0,6961.0,7055.5,7080.0,7036.5,7008.25,6961.0
2026-01-23,6987.75,7075.0,6974.5,7049.25,7075.0,7036.0,7013.0,6974.5
2026-01-26,6953.75,7106.5,6928.75,7091.0,7106.5,7063.0,7005.0,6928.75
2026-01-27,7026.75,7129.5,7021.75,7117.75,7129.5,7099.25,7056.25,7021.75
2026-01-28,7060.0,7142.0,7059.0,7121.25,7142.0,7088.25,7092.75,7059.0
2026-01-29,7071.25,7132.5,7009.25,7100.5,7132.5,7009.25,7079.25,7035.5
2026-01-30,7042.5,7102.25,6967.25,7074.5,7102.25,7029.75,7044.75,6967.25
2026-02-02,6988.25,7128.25,6914.25,7115.5,7128.25,7052.75,7015.5,6914.25
2026-02-03,7054.0,7128.0,6997.25,7052.75,7128.0,6997.25,7077.0,7052.25
2026-02-04,6983.75,7071.75,6973.5,7034.25,7071.75,6973.5,7015.5,6981.0
2026-02-05,6965.25,6992.25,6899.75,6926.75,6992.25,6911.0,6985.0,6899.75
2026-02-06,6835.25,7076.5,6801.25,7057.5,7076.5,6961.25,6919.75,6801.25
2026-02-09,7010.0,7111.5,6970.75,7097.0,7111.5,7035.25,7029.5,6970.75
2026-02-10,7034.75,7117.5,7020.25,7077.25,7117.5,7068.0,7047.25,7020.25
2026-02-11,7021.25,7122.5,7002.75,7073.5,7122.5,7042.0,7056.0,7002.75
2026-02-12,7014.25,7103.75,6953.0,6967.0,7103.75,6953.0,7041.25,7002.0
2026-02-13,6915.25,7008.75,6869.75,6963.5,7008.75,6919.75,6918.5,6869.75
2026-02-17,6902.25,6994.75,6855.5,6972.75,6994.75,6902.0,6935.25,6855.5
2026-02-18,6912.5,7036.75,6898.5,7004.25,7036.75,6972.5,6953.75,6898.5
2026-02-19,6941.5,7005.5,6911.75,6989.25,7005.5,6958.75,6962.25,6911.75
2026-02-20,6924.0,7042.5,6901.0,7039.0,7042.5,6958.25,6954.5,6901.0
2026-02-23,6967.75,7041.25,6917.25,6969.0,7041.25,6943.75,6972.75,6917.25
2026-02-24,6908.0,7023.75,6895.5,7012.75,7023.75,6939.5,6924.75,6895.5
2026-02-25,6950.0,7076.75,6942.0,7072.75,7076.75,7040.75,6986.25,6942.0
2026-02-26,7014.75,7072.25,6981.75,7029.25,7072.25,6981.75,7020.5,6991.0
2026-02-27,6948.75,7005.0,6900.75,6996.25,7005.0,6952.5,6965.25,6900.75
2026-03-02,6869.75,7022.25,6818.25,6994.0,7022.25,6915.5,6906.75,6818.25
2026-03-03,6933.25,6960.75,6792.5,6932.25,6960.75,6829.75,6935.75,6792.5
2026-03-04,6863.0,7005.0,6823.25,6989.5,7005.0,6928.75,6906.5,6823.25
2026-03-05,6933.0,6988.5,6888.0,6939.5,6988.5,6888.0,6950.5,6888.5
2026-03-06,6875.75,6903.75,6787.0,6851.5,6891.5,6826.75,6903.75,6787.0
2026-03-09,6735.25,6929.5,6634.25,6902.5,6929.5,6752.0,6751.25,6634.25
2026-03-10,6850.5,6963.0,6812.25,6910.75,6963.0,6876.0,6883.25,6812.25
2026-03-11,6846.5,6929.0,6813.75,6888.0,6929.0,6860.75,6872.25,6813.75
2026-03-12,6815.75,6843.0,6755.5,6787.0,6843.0,6782.75,6819.25,6755.5
2026-03-13,6734.0,6848.5,6689.75,6742.0,6848.5,6738.0,6775.0,6689.75
2026-03-16,6659.75,6846.0,6656.0,6818.25,6846.0,6795.75,6754.25,6656.0
2026-03-17,6751.75,6869.75,6715.75,6835.5,6869.75,6825.5,6781.0,6715.75
2026-03-18,6774.0,6821.0,6724.5,6726.0,6821.0,6724.5,6814.0,6732.0
2026-03-19,6673.0,6753.25,6621.0,6731.5,6753.25,6673.0,6695.0,6621.0
2026-03-20,6675.5,6704.25,6585.0,6637.0,6704.25,6585.0,6685.5,6607.75
2026-03-23,6510.0,6766.0,6483.5,6693.5,6766.0,6677.25,6748.0,6483.5
2026-03-24,6635.0,6707.25,6580.0,6672.0,6707.25,6634.75,6653.5,6580.0
2026-03-25,6646.5,6746.0,6634.75,6702.5,6746.0,6677.75,6681.5,6634.75
2026-03-26,6641.5,6683.25,6574.25,6615.5,6683.25,6578.25,6647.0,6574.25
2026-03-27,6536.0,6568.5,6459.5,6463.5,6557.0,6459.5,6568.5,6479.5
2026-03-30,6380.0,6532.5,6360.25,6439.25,6532.5,6420.75,6481.75,6360.25
2026-03-31,6385.25,6644.5,6353.25,6632.75,6644.5,6508.25,6470.0,6353.25
2026-04-01,6562.0,6715.0,6561.0,6683.5,6715.0,6659.25,6643.75,6561.0
2026-04-02,6618.5,6705.75,6503.75,6684.5,6705.75,6575.5,6632.5,6503.75
2026-04-06,6590.0,6722.25,6567.0,6709.5,6722.25,6679.0,6651.25,6567.0
2026-04-07,6650.5,6726.0,6602.0,6724.0,6726.0,6634.0,6667.0,6602.0
2026-04-08,6689.0,6898.0,6652.25,6881.75,6898.0,6841.25,6847.25,6652.25
2026-04-09,6814.25,6937.25,6792.5,6920.5,6937.25,6863.0,6823.0,6792.5
2026-04-10,6858.0,6944.25,6850.5,6917.5,6944.25,6907.5,6888.0,6850.5
2026-04-13,6780.0,6986.75,6767.0,6984.5,6986.75,6887.75,6831.5,6767.0
2026-04-14,6925.25,7069.25,6920.25,7064.5,7069.25,6998.75,6949.5,6920.25
2026-04-15,7004.0,7125.75,6991.75,7117.25,7125.75,7065.25,7018.0,6991.75
2026-04-16,7057.25,7150.25,7055.5,7136.75,7150.25,7107.75,7078.5,7055.5
2026-04-17,7077.25,7247.0,7075.25,7226.5,7247.0,7178.25,7147.5,7075.25
2026-04-20,7102.5,7220.75,7085.0,7207.75,7220.75,7182.75,7147.5,7085.0
2026-04-21,7150.75,7233.75,7146.25,7186.0,7233.75,7146.25,7183.0,7150.0
2026-04-22,7125.0,7234.25,7121.25,7225.0,7234.25,7202.0,7157.25,7121.25
2026-04-23,7163.0,7242.75,7105.5,7195.25,7242.75,7140.5,7169.5,7105.5
2026-04-24,7143.0,7261.75,7135.5,7253.75,7261.75,7206.25,7189.5,7135.5
2026-04-27,7185.0,7272.5,7171.5,7266.0,7272.5,7238.25,7208.5,7171.5
2026-04-28,7204.75,7244.25,7147.5,7234.5,7244.25,7207.5,7223.25,7147.5
2026-04-29,7172.5,7252.0,7161.25,7199.0,7252.0,7196.5,7188.5,7161.25
2026-04-30,7150.0,7313.0,7133.75,7306.25,7313.0,7218.5,7211.5,7133.75
2026-05-01,7256.0,7362.0,7246.25,7315.5,7362.0,7313.25,7271.5,7246.25
2026-05-04,7276.25,7332.25,7213.75,7286.5,7332.25,7260.75,7279.75,7213.75
2026-05-05,7228.75,7361.0,7223.75,7351.5,7361.0,7325.5,7269.0,7223.75
2026-05-06,7300.5,7457.0,7293.5,7455.25,7457.0,7388.5,7366.25,7293.5
2026-05-07,7380.5,7471.25,7377.0,7430.75,7471.25,7406.75,7410.5,7377.0
2026-05-08,7340.0,7489.0,7336.25,7481.75,7489.0,7453.0,7412.5,7336.25
2026-05-11,7403.5,7516.0,7390.5,7495.75,7516.0,7471.25,7420.75,7390.5
2026-05-12,7435.5,7495.0,7398.75,7481.25,7495.0,7424.5,7443.75,7398.75
2026-05-13,7419.25,7545.0,7410.0,7533.75,7545.0,7460.25,7454.25,7410.0
2026-05-14,7477.5,7601.25,7471.0,7588.25,7601.25,7541.0,7499.25,7471.0
2026-05-15,7522.25,7537.0,7429.75,7481.0,7537.0,7470.5,7528.25,7429.75
2026-05-18,7410.0,7515.5,7375.0,7483.25,7515.5,7434.75,7453.25,7375.0
2026-05-19,7423.5,7476.5,7384.0,7436.0,7476.5,7415.5,7440.75,7384.0
2026-05-20,7377.0,7519.25,7356.0,7509.25,7519.25,7438.0,7416.25,7356.0
2026-05-21,7432.75,7548.0,7407.5,7529.75,7548.0,7469.75,7469.75,7407.5
2026-05-22,7467.0,7585.25,7466.75,7555.5,7585.25,7540.0,7507.75,7466.75
2026-05-26,7519.0,7616.5,7517.0,7597.0,7616.5,7578.25,7569.75,7517.0
2026-05-27,7533.0,7608.25,7529.25,7604.25,7608.25,7576.25,7570.75,7529.25
2026-05-28,7553.75,7651.25,7505.75,7650.75,7651.25,7586.5,7557.75,7505.75
2026-05-29,7587.5,7672.75,7572.75,7657.5,7672.75,7638.75,7595.75,7572.75
2026-06-01,7595.0,7693.5,7581.5,7677.0,7693.5,7637.5,7623.0,7581.5
2026-06-02,7612.0,7693.25,7576.5,7688.0,7693.25,7656.75,7612.0,7576.5
2026-06-03,7628.0,7676.0,7602.0,7628.5,7676.0,7623.75,7628.5,7602.0
2026-06-04,7539.75,7672.75,7524.5,7655.25,7672.75,7603.0,7557.75,7524.5
2026-06-05,7589.5,7614.25,7425.5,7429.5,7614.25,7425.5,7591.0,7543.5
2026-06-08,7368.0,7538.0,7355.5,7474.5,7538.0,7465.0,7467.75,7355.5
2026-06-09,7412.75,7552.25,7308.5,7446.75,7552.25,7308.5,7459.75,7390.25
2026-06-10,7380.0,7466.0,7305.5,7332.75,7466.0,7322.75,7393.0,7305.5
2026-06-11,7259.25,7481.25,7232.25,7468.0,7481.25,7324.25,7338.75,7232.25
2026-06-12,7397.5,7525.0,7374.75,7504.75,7525.0,7429.0,7451.25,7374.75
2026-06-15,7480.0,7648.75,7480.0,7628.0,7648.75,7598.5,7537.75,7480.0
