date,spot,cr,ps,hvl,cr0,ps0,hvl0,gw0,d1_min,d1_max,gex_1,gex_2,gex_3,gex_4,gex_5,gex_6,gex_7,gex_8,gex_9,gex_10,source
2025-09-18,,6650.0,6300.0,6500.0,,,,,,,,,,,,,,,,,quin_backfill
2025-09-19,,6700.0,6000.0,6500.0,,,,,,,,,,,,,,,,,quin_backfill
2025-09-22,,6700.0,6000.0,6595.0,,,,,,,,,,,,,,,,,quin_backfill
2025-09-23,,6700.0,6500.0,6620.0,,,,,,,,,,,,,,,,,quin_backfill
2025-09-24,,6700.0,6500.0,6645.0,,,,,,,,,,,,,,,,,quin_backfill
2025-09-25,,6700.0,6500.0,6620.0,,,,,,,,,,,,,,,,,quin_backfill
2025-09-26,,6700.0,6500.0,6620.0,,,,,,,,,,,,,,,,,quin_backfill
2025-09-29,,6700.0,6400.0,6620.0,,,,,,,,,,,,,,,,,quin_backfill
2025-09-30,,6700.0,6400.0,6630.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-01,,6800.0,6400.0,6640.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-02,,6800.0,6500.0,6640.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-03,,6800.0,6500.0,6670.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-06,,6800.0,6500.0,6695.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-07,,6800.0,6500.0,6695.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-08,,6800.0,6500.0,6695.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-09,,6800.0,6500.0,6695.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-10,,7000.0,6400.0,6695.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-13,,7000.0,6500.0,6690.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-14,,7000.0,6500.0,6680.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-15,,7000.0,6500.0,6680.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-16,,7000.0,6500.0,6680.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-17,,7000.0,6500.0,6680.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-20,,7000.0,6400.0,6680.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-21,,7000.0,6500.0,6715.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-22,,7000.0,6500.0,6720.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-23,,7000.0,6500.0,6695.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-24,,7000.0,6500.0,6730.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-27,,7000.0,6400.0,6745.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-28,,7000.0,6500.0,6745.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-29,,7000.0,6500.0,6745.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-30,,7000.0,6820.0,6825.0,,,,,,,,,,,,,,,,,quin_backfill
2025-10-31,,7000.0,6500.0,6825.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-03,,7000.0,6500.0,6820.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-04,,7000.0,6500.0,6820.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-05,,7000.0,6700.0,6795.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-06,,7000.0,6700.0,6795.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-07,,7000.0,6500.0,6785.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-10,,7000.0,6500.0,6750.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-11,,7000.0,6500.0,6785.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-12,,7000.0,6500.0,6785.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-13,,7000.0,6500.0,6785.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-14,,7000.0,6500.0,6785.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-17,,7000.0,6500.0,6745.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-18,,7000.0,6500.0,6735.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-19,,7000.0,6500.0,6735.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-20,,7000.0,6500.0,6730.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-21,,7000.0,6500.0,6730.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-24,,7000.0,6500.0,6680.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-25,,7000.0,6500.0,6710.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-26,,6800.0,6500.0,6720.0,,,,,,,,,,,,,,,,,quin_backfill
2025-11-28,,6900.0,6500.0,6745.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-01,,7000.0,6500.0,6745.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-02,,7000.0,6500.0,6775.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-03,,7000.0,6500.0,6785.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-04,,7000.0,6500.0,6785.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-05,,7000.0,6500.0,6785.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-08,,7000.0,6500.0,6795.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-09,,7000.0,6500.0,6845.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-10,,7000.0,6500.0,6795.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-11,,7000.0,6500.0,6795.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-12,,7000.0,6500.0,6845.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-15,,7000.0,6500.0,6835.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-16,,7000.0,6500.0,6835.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-17,,7000.0,6700.0,6795.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-18,,7000.0,6700.0,6795.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-19,,7000.0,6500.0,6795.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-22,,7000.0,6500.0,6840.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-23,,7000.0,6500.0,6845.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-24,,7000.0,6500.0,6845.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-26,,7000.0,6500.0,6845.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-29,,7000.0,6700.0,6880.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-30,,7000.0,6700.0,6895.0,,,,,,,,,,,,,,,,,quin_backfill
2025-12-31,,7000.0,6700.0,6905.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-02,,7000.0,6800.0,6895.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-05,,7000.0,6700.0,6895.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-06,,7000.0,6700.0,6895.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-07,,7000.0,6700.0,6900.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-08,,7000.0,6700.0,6900.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-09,,7000.0,6700.0,6900.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-12,,7000.0,6700.0,6925.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-13,,7000.0,6700.0,6945.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-14,,7000.0,6800.0,6945.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-15,,7000.0,6800.0,6935.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-16,,7100.0,6900.0,6945.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-20,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-21,,7100.0,6800.0,6925.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-22,,7000.0,6800.0,6925.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-23,,7100.0,6800.0,6925.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-26,,7000.0,6800.0,6925.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-27,,7000.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-28,,7100.0,6900.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-29,,7100.0,6900.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-01-30,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-02,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-03,,7100.0,6800.0,6960.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-04,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-05,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-06,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-09,,7100.0,6800.0,6930.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-10,,7100.0,6800.0,6935.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-11,,7100.0,6800.0,6935.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-12,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-13,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-17,,7100.0,6800.0,6940.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-18,,7100.0,6800.0,6920.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-19,,7100.0,6800.0,6915.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-20,,7100.0,6800.0,6900.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-23,,7100.0,6800.0,6900.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-24,,7100.0,6800.0,6890.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-25,,7000.0,6800.0,6890.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-26,,7100.0,6800.0,6895.0,,,,,,,,,,,,,,,,,quin_backfill
2026-02-27,,7100.0,6800.0,6900.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-02,,7100.0,6800.0,6890.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-03,,7100.0,6800.0,6905.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-04,,7100.0,6800.0,6890.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-05,,7100.0,6800.0,6890.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-06,,7100.0,6700.0,6890.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-09,,7100.0,6700.0,6875.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-10,,7100.0,6700.0,6850.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-11,,7100.0,6700.0,6850.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-12,,7100.0,6700.0,6850.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-13,,7100.0,6600.0,6850.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-16,,7100.0,6500.0,6820.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-17,,7100.0,6600.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-18,,7100.0,6500.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-19,,7100.0,6600.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-20,,7100.0,6500.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-23,,7100.0,6500.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-24,,7100.0,6500.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-25,,7100.0,6500.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-26,,7000.0,6500.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-27,,7000.0,6400.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-30,,7000.0,6400.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-03-31,,7000.0,6300.0,6550.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-01,,7000.0,6500.0,6525.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-02,,7000.0,6500.0,6535.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-06,,6700.0,6500.0,6575.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-07,,7000.0,6400.0,6600.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-08,,6800.0,6500.0,6600.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-09,,6900.0,6500.0,6640.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-10,,6900.0,6500.0,6730.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-13,,7000.0,6500.0,6765.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-14,,7000.0,6500.0,6800.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-15,,7000.0,6500.0,6830.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-16,,7050.0,6500.0,6830.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-17,,7200.0,6800.0,6860.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-20,,7200.0,6800.0,6860.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-21,,7200.0,6800.0,6995.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-22,,7200.0,6800.0,6995.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-23,,7200.0,6800.0,6995.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-24,,7200.0,6800.0,6995.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-27,,7200.0,6800.0,7005.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-28,,7200.0,6800.0,7045.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-29,,7200.0,6800.0,7045.0,,,,,,,,,,,,,,,,,quin_backfill
2026-04-30,,7200.0,6800.0,7045.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-01,,7300.0,6800.0,7070.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-04,,7300.0,6800.0,7095.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-05,,7300.0,6800.0,7095.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-06,,7400.0,6800.0,7070.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-07,,7400.0,6500.0,7125.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-08,,7400.0,6500.0,7195.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-11,,7500.0,6500.0,7195.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-12,,7500.0,6500.0,7245.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-13,,7500.0,6500.0,7295.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-14,,7500.0,6500.0,7295.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-15,,7500.0,6500.0,7295.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-18,,7500.0,7100.0,7395.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-19,,7500.0,7100.0,7395.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-20,,7500.0,7100.0,7370.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-21,,7500.0,7100.0,7365.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-22,,7500.0,7100.0,7365.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-26,,7600.0,7100.0,7395.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-27,,7600.0,7100.0,7395.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-28,,7600.0,7100.0,7395.0,,,,,,,,,,,,,,,,,quin_backfill
2026-05-29,,7600.0,7100.0,7395.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-01,,7600.0,7100.0,7395.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-02,,7700.0,7300.0,7420.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-03,,7700.0,7300.0,7495.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-04,,7600.0,7300.0,7495.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-05,,7700.0,7300.0,7495.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-08,,7600.0,7300.0,7495.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-09,,7600.0,7300.0,7490.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-10,,8000.0,7200.0,7420.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-11,,7500.0,7300.0,7420.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-12,,7500.0,7200.0,7415.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-15,,7600.0,7200.0,7420.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-16,,7600.0,7300.0,7420.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-17,,7700.0,7200.0,7495.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-18,,7700.0,7300.0,7495.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-22,,7700.0,7400.0,7495.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-23,,7800.0,7200.0,7495.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-24,,7800.0,7200.0,7490.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-25,,7800.0,7300.0,7445.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-26,,7800.0,7300.0,7445.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-29,,7500.0,7300.0,7405.0,,,,,,,,,,,,,,,,,quin_backfill
2026-06-30,,7500.0,7300.0,7425.0,,,,,,,,,,,,,,,,,quin_backfill
2026-07-15,,7600.0,7300.0,7495.0,7550.0,7475.0,7530.0,7550.0,7451.62,7580.18,,,,,,,,,,,quin
2026-07-16,7572.35,7600.0,7300.0,7535.0,7600.0,7555.0,7555.0,7600.0,7512.78,7631.62,7550.0,7575.0,7620.0,7580.0,7625.0,7500.0,7650.0,7675.0,7475.0,7645.0,api
