Session,setup,dir,fill_h,net
2022-02-28,2E,L,10.75,-205.0
2022-02-28,2E,L,15.33,32.5
2022-03-01,2E,S,19.25,-205.0
2022-03-02,2E,L,23.92,-205.0
2022-03-02,2E,S,1.83,-205.0
2022-03-02,2E,L,4.67,-205.0
2022-03-02,2E,L,6.08,-205.0
2022-03-02,2E,L,11.17,-205.0
2022-03-02,2E,L,13.08,-205.0
2022-03-03,2E,S,17.75,-205.0
2022-03-03,2E,L,23.0,-205.0
2022-03-03,2E,L,23.92,-205.0
2022-03-03,2E,L,0.67,-205.0
2022-03-03,2E,L,8.5,-205.0
2022-03-03,2E,L,11.92,-205.0
2022-03-04,2E,L,20.5,-205.0
2022-03-04,2E,L,23.58,-205.0
2022-03-04,2E,L,0.42,-205.0
2022-03-04,2E,S,9.67,-205.0
2022-03-04,2E,S,10.83,-205.0
2022-03-04,2E,L,12.92,-205.0
2022-03-04,2E,S,14.0,-205.0
2022-03-07,2E,L,6.92,-205.0
2022-03-07,2E,S,12.75,-205.0
2022-03-07,2E,S,14.75,-205.0
2022-03-08,2E,L,17.92,-205.0
2022-03-08,2E,L,19.08,-205.0
2022-03-08,2E,L,20.0,-205.0
2022-03-08,2E,S,1.33,-205.0
2022-03-08,2E,L,14.92,-205.0
2022-03-09,2E,L,1.83,-205.0
2022-03-09,f2EL,S,8.83,-205.0
2022-03-09,2E,S,15.42,-205.0
2022-03-11,2E,L,17.92,-205.0
2022-03-11,2E,S,23.58,-205.0
2022-03-11,2E,S,21.5,-205.0
2022-03-11,2E,L,5.0,-205.0
2022-03-11,2E,L,6.17,-205.0
2022-03-11,2E,S,15.75,120.0
2022-03-14,2E,S,22.25,-205.0
2022-03-14,2E,S,7.33,-205.0
2022-03-14,2E,S,9.0,-205.0
2022-03-14,2E,L,9.42,-205.0
2022-03-14,2E,L,10.17,-205.0
2022-03-14,2E,L,15.67,45.0
2022-03-15,f2EL,S,22.08,-205.0
2022-03-15,2E,L,8.5,-205.0
2022-03-15,2E,L,14.75,-205.0
2022-03-16,2E,S,19.83,-205.0
2022-03-21,f2EL,S,5.33,-205.0
2022-03-21,f2EL,S,7.25,-205.0
2022-03-22,2E,S,2.83,-205.0
2022-03-22,2E,S,2.42,-205.0
2022-03-22,2E,S,20.42,-205.0
2022-03-22,2E,L,1.83,3132.5
2022-03-22,f2EL,S,6.0,-205.0
2022-03-22,2E,S,7.75,-205.0
2022-03-22,2E,S,10.75,-205.0
2022-03-23,2E,L,18.42,-205.0
2022-03-23,2E,L,22.92,-205.0
2022-03-23,2E,S,2.92,2807.5
2022-03-23,2E,S,4.25,2520.0
2022-03-23,2E,S,5.5,-205.0
2022-03-23,2E,S,10.33,-205.0
2022-03-23,2E,S,9.25,-205.0
2022-03-23,2E,S,8.33,-205.0
2022-03-24,2E,L,0.25,-205.0
2022-03-24,2E,S,8.0,-205.0
2022-03-25,2E,S,20.83,-205.0
2022-03-25,2E,S,20.08,-205.0
2022-03-25,2E,L,8.42,-205.0
2022-03-25,2E,L,7.08,-205.0
2022-03-28,2E,L,5.0,-205.0
2022-03-28,2E,L,6.92,-205.0
2022-03-29,2E,L,22.5,2582.5
2022-03-29,2E,L,8.42,-205.0
2022-03-29,2E,S,9.58,-205.0
2022-03-29,2E,S,12.17,-205.0
2022-03-30,2E,L,17.83,-205.0
2022-03-30,2E,L,18.17,-205.0
2022-03-30,f2EL,S,21.67,-205.0
2022-03-30,2E,L,1.83,-205.0
2022-03-30,2E,S,4.0,-205.0
2022-03-30,2E,L,8.83,-205.0
2022-03-30,2E,L,9.42,-205.0
2022-03-31,2E,S,7.5,-205.0
2022-04-01,2E,L,23.0,-205.0
2022-04-01,2E,L,3.0,-205.0
2022-04-01,2E,L,6.5,-205.0
2022-04-04,2E,L,2.08,-205.0
2022-04-04,2E,L,1.58,-205.0
2022-04-04,2E,L,5.42,-205.0
2022-04-05,2E,S,18.5,-205.0
2022-04-05,2E,S,19.92,-205.0
2022-04-05,2E,L,0.08,-205.0
2022-04-05,2E,L,1.25,-205.0
2022-04-05,f2EL,S,11.25,-205.0
2022-04-06,2E,S,21.08,-205.0
2022-04-06,2E,L,2.17,-205.0
2022-04-06,2E,S,3.42,-205.0
2022-04-07,2E,S,20.67,-205.0
2022-04-07,2E,S,19.67,-205.0
2022-04-07,2E,S,23.5,-205.0
2022-04-07,2E,S,3.67,-205.0
2022-04-07,2E,S,6.83,-205.0
2022-04-07,2E,S,8.5,-205.0
2022-04-07,2E,S,10.58,-205.0
2022-04-07,2E,S,11.5,-205.0
2022-04-08,2E,S,9.75,-205.0
2022-04-08,2E,S,13.83,-205.0
2022-04-11,2E,S,1.17,-205.0
2022-04-11,2E,S,0.92,-205.0
2022-04-11,2E,L,1.75,-205.0
2022-04-11,2E,S,7.67,-205.0
2022-04-11,f2EL,S,14.75,-205.0
2022-04-12,2E,S,19.0,-205.0
2022-04-12,2E,S,20.5,-205.0
2022-04-12,2E,S,21.67,-205.0
2022-04-12,2E,S,22.83,-205.0
2022-04-12,2E,S,0.0,-205.0
2022-04-12,2E,L,12.67,-205.0
2022-04-12,2E,L,9.25,-205.0
2022-04-12,2E,L,9.58,-205.0
2022-04-12,2E,S,11.67,-205.0
2022-04-12,2E,S,12.67,1370.0
2022-04-12,2E,S,14.0,95.0
2022-04-12,2E,L,15.92,-42.5
2022-04-13,2E,L,1.08,-205.0
2022-04-13,2E,S,8.17,-205.0
2022-04-13,2E,L,11.08,895.0
2022-04-13,2E,L,12.17,-205.0
2022-04-14,f2EL,S,18.75,-205.0
2022-04-14,2E,S,2.92,-205.0
2022-04-14,2E,S,4.08,-205.0
2022-04-18,2E,S,17.58,-205.0
2022-04-18,2E,S,3.0,-205.0
2022-04-18,2E,S,19.83,-205.0
2022-04-18,2E,L,10.0,-205.0
2022-04-18,2E,L,13.33,-205.0
2022-04-18,2E,L,13.83,-205.0
2022-04-19,2E,S,4.92,-205.0
2022-04-19,2E,L,7.75,-205.0
2022-04-19,2E,L,10.25,-205.0
2022-04-19,2E,L,10.67,-205.0
2022-04-19,2E,L,11.42,-205.0
2022-04-20,f2EL,S,18.42,-205.0
2022-04-20,2E,L,23.75,-205.0
2022-04-20,2E,L,7.67,-205.0
2022-04-21,2E,L,0.83,-205.0
2022-04-21,2E,L,4.0,-205.0
2022-04-22,2E,S,5.33,-205.0
2022-04-22,f2EL,S,12.33,-205.0
2022-04-25,2E,S,19.75,-205.0
2022-04-25,2E,S,21.5,-205.0
2022-04-25,f2EL,S,10.25,-205.0
2022-04-26,2E,L,23.33,-205.0
2022-04-26,2E,S,10.5,-205.0
2022-04-26,2E,S,15.58,320.0
2022-04-27,2E,L,21.33,-205.0
2022-04-27,2E,L,22.17,-205.0
2022-04-27,2E,L,23.42,-205.0
2022-04-28,2E,S,20.25,-205.0
2022-04-28,2E,S,21.25,-205.0
2022-04-28,2E,L,0.42,-205.0
2022-04-28,2E,L,3.25,-205.0
2022-04-28,f2EL,S,7.42,-205.0
2022-04-28,2E,L,12.67,-205.0
2022-04-28,2E,L,13.17,-205.0
2022-04-28,2E,L,14.42,-205.0
2022-04-28,f2EL,S,15.0,-205.0
2022-04-29,2E,S,2.67,-205.0
2022-04-29,f2EL,S,6.0,-205.0
2022-04-29,2E,S,10.17,-205.0
2022-04-29,f2EL,S,11.42,-205.0
2022-04-29,2E,S,14.5,-205.0
2022-04-29,2E,S,14.75,520.0
2022-04-29,2E,S,15.5,-42.5
2022-05-02,f2EL,S,0.25,-205.0
2022-05-02,2E,L,0.67,-205.0
2022-05-02,2E,S,7.58,-205.0
2022-05-02,2E,S,12.58,-205.0
2022-05-02,2E,L,15.75,-67.5
2022-05-03,2E,L,20.5,-205.0
2022-05-03,2E,L,22.08,-205.0
2022-05-03,2E,L,22.17,-205.0
2022-05-03,2E,S,2.17,-205.0
2022-05-03,f2EL,S,8.58,-205.0
2022-05-03,2E,L,10.08,-205.0
2022-05-03,2E,L,11.25,-205.0
2022-05-04,2E,L,5.5,-205.0
2022-05-04,2E,S,10.0,-205.0
2022-05-04,2E,L,12.58,-205.0
2022-05-04,2E,L,15.67,-5.0
2022-05-05,f2EL,S,1.92,6670.0
2022-05-06,2E,L,0.0,-205.0
2022-05-06,2E,S,9.5,-205.0
2022-05-09,2E,L,17.67,-205.0
2022-05-09,2E,S,20.92,-205.0
2022-05-09,2E,S,4.08,-205.0
2022-05-09,f2EL,S,8.75,-205.0
2022-05-09,f2EL,S,9.92,-205.0
2022-05-09,2E,S,13.58,-205.0
2022-05-09,2E,S,15.58,57.5
2022-05-10,2E,L,14.0,-205.0
2022-05-11,2E,L,21.83,-205.0
2022-05-11,2E,L,4.67,-205.0
2022-05-11,2E,L,7.0,-205.0
2022-05-11,f2EL,S,11.42,2945.0
2022-05-11,f2EL,S,14.58,145.0
2022-05-12,2E,L,17.92,-205.0
2022-05-12,f2EL,S,3.33,-205.0
2022-05-12,2E,S,14.17,-205.0
2022-05-13,2E,L,21.08,-205.0
2022-05-13,2E,L,23.67,-205.0
2022-05-13,2E,L,3.33,-205.0
2022-05-13,2E,L,8.0,-205.0
2022-05-13,2E,L,9.83,-205.0
2022-05-13,2E,L,11.67,-205.0
2022-05-13,2E,S,13.42,-205.0
2022-05-16,2E,L,6.42,-205.0
2022-05-17,2E,L,20.25,3957.5
2022-05-17,2E,L,22.0,3870.0
2022-05-17,f2EL,S,12.92,-205.0
2022-05-18,2E,S,21.67,8432.5
2022-05-18,2E,S,21.25,-205.0
2022-05-18,2E,S,0.08,-205.0
2022-05-18,2E,S,4.0,-205.0
2022-05-18,2E,S,7.17,-205.0
2022-05-19,2E,L,23.17,-205.0
2022-05-19,f2EL,S,0.92,-205.0
2022-05-19,2E,S,9.67,-205.0
2022-05-19,2E,S,15.58,-205.0
2022-05-20,2E,L,4.17,-205.0
2022-05-20,2E,S,6.42,-205.0
2022-05-20,2E,L,7.58,-205.0
2022-05-20,2E,S,10.75,-205.0
2022-05-20,2E,S,13.83,-205.0
2022-05-20,2E,L,15.5,95.0
2022-05-23,2E,L,18.75,-205.0
2022-05-23,2E,S,21.83,-205.0
2022-05-23,2E,L,2.0,-205.0
2022-05-23,2E,S,4.25,-205.0
2022-05-23,2E,L,9.5,-205.0
2022-05-23,2E,L,11.58,-205.0
2022-05-24,2E,S,22.92,-205.0
2022-05-24,f2EL,S,1.5,-205.0
2022-05-24,f2EL,S,5.75,-205.0
2022-05-24,f2EL,S,8.5,-205.0
2022-05-24,2E,S,10.33,-205.0
2022-05-24,2E,L,13.58,-205.0
2022-05-24,2E,L,15.25,-205.0
2022-05-25,2E,L,17.67,-205.0
2022-05-25,2E,S,20.33,-205.0
2022-05-25,f2EL,S,1.5,-205.0
2022-05-25,2E,S,4.83,-205.0
2022-05-25,2E,S,4.75,-205.0
2022-05-25,2E,L,13.0,-205.0
2022-05-26,2E,L,18.75,-205.0
2022-05-26,2E,L,20.17,-205.0
2022-05-26,2E,L,6.83,-205.0
2022-05-26,2E,L,9.83,620.0
2022-05-26,2E,L,12.75,-205.0
2022-05-26,2E,L,15.42,70.0
2022-05-27,2E,L,6.33,-205.0
2022-05-27,2E,L,6.75,-205.0
2022-05-27,2E,S,13.08,-205.0
2022-05-27,2E,L,14.83,-205.0
2022-05-30,2E,L,0.08,-205.0
2022-05-30,2E,L,2.5,-205.0
2022-05-30,2E,L,3.08,-205.0
2022-05-31,2E,S,5.33,-205.0
2022-05-31,f2EL,S,13.67,982.5
2022-06-01,2E,S,10.0,-205.0
2022-06-02,f2EL,S,18.08,-205.0
2022-06-02,f2EL,S,22.17,-205.0
2022-06-02,2E,L,9.83,4107.5
2022-06-02,2E,L,10.67,3120.0
2022-06-03,2E,S,7.17,-205.0
2022-06-03,f2EL,S,13.0,-205.0
2022-06-06,2E,S,18.5,-205.0
2022-06-06,2E,L,11.42,-205.0
2022-06-06,2E,L,0.25,-205.0
2022-06-06,2E,L,10.25,-205.0
2022-06-06,2E,L,4.0,-205.0
2022-06-06,2E,L,8.5,-205.0
2022-06-06,2E,S,14.33,-205.0
2022-06-07,2E,S,22.25,-205.0
2022-06-07,2E,S,1.0,-205.0
2022-06-07,2E,S,2.08,-205.0
2022-06-07,2E,L,3.08,-205.0
2022-06-07,2E,L,4.0,-205.0
2022-06-07,2E,L,10.67,-205.0
2022-06-08,f2EL,S,17.75,-205.0
2022-06-08,2E,L,2.0,-205.0
2022-06-08,2E,S,8.58,-205.0
2022-06-08,2E,S,13.17,-205.0
2022-06-09,2E,L,18.67,-205.0
2022-06-09,2E,L,18.83,-205.0
2022-06-09,2E,S,22.0,-205.0
2022-06-09,2E,L,23.58,-205.0
2022-06-09,2E,S,1.67,-205.0
2022-06-09,2E,L,4.83,-205.0
2022-06-09,2E,L,6.25,-205.0
2022-06-10,f2EL,S,3.83,-205.0
2022-06-10,2E,L,6.92,-205.0
2022-06-10,2E,S,10.25,-205.0
2022-06-10,2E,L,13.42,-205.0
2022-06-10,2E,L,14.5,-205.0
2022-06-13,2E,S,21.25,-205.0
2022-06-13,2E,S,3.83,-205.0
2022-06-13,2E,S,9.0,-205.0
2022-06-13,2E,L,11.67,-205.0
2022-06-14,2E,S,18.92,-205.0
2022-06-14,2E,L,20.08,-205.0
2022-06-14,2E,L,0.0,-205.0
2022-06-14,2E,L,2.08,-205.0
2022-06-14,2E,S,10.08,-205.0
2022-06-15,f2EL,S,4.0,-205.0
2022-06-15,2E,L,8.17,-205.0
2022-06-16,2E,L,20.5,-205.0
2022-06-16,2E,S,2.17,3845.0
2022-06-16,f2EL,S,3.58,-205.0
2022-06-16,2E,S,10.33,-205.0
2022-06-17,2E,L,21.83,-205.0
2022-06-17,2E,L,0.08,-205.0
2022-06-17,2E,S,2.0,-205.0
2022-06-17,2E,L,4.25,-205.0
2022-06-17,2E,L,10.83,-205.0
2022-06-20,2E,L,18.33,-205.0
2022-06-20,2E,S,21.25,-205.0
2022-06-20,2E,L,8.17,807.5
2022-06-20,2E,L,7.83,-205.0
2022-06-20,2E,L,11.5,-5.0
2022-06-21,2E,L,3.58,-205.0
2022-06-21,f2EL,S,11.0,-205.0
2022-06-21,2E,S,15.75,45.0
2022-06-22,2E,S,20.42,-205.0
2022-06-22,2E,S,21.17,-205.0
2022-06-22,2E,S,23.33,-205.0
2022-06-22,2E,S,1.92,-205.0
2022-06-22,2E,L,10.42,-205.0
2022-06-23,f2EL,S,18.0,-205.0
2022-06-23,2E,L,22.67,-205.0
2022-06-23,2E,L,7.5,-205.0
2022-06-23,2E,L,6.75,-205.0
2022-06-23,2E,S,14.42,-205.0
2022-06-23,2E,L,14.25,307.5
2022-06-24,2E,S,17.58,-205.0
2022-06-24,2E,L,4.83,-30.0
2022-06-24,2E,L,6.17,-205.0
2022-06-27,2E,S,8.17,-205.0
2022-06-27,2E,S,9.42,-205.0
2022-06-27,2E,S,14.5,-205.0
2022-06-28,2E,S,22.42,-205.0
2022-06-28,2E,L,0.17,-205.0
2022-06-28,2E,L,1.83,-205.0
2022-06-28,2E,S,11.5,-205.0
2022-06-28,2E,S,12.92,-205.0
2022-06-28,2E,S,14.75,-205.0
2022-06-28,2E,S,15.92,-17.5
2022-06-29,2E,S,5.42,-205.0
2022-06-30,f2EL,S,18.33,1895.0
2022-06-30,2E,S,1.08,-205.0
2022-06-30,2E,S,2.08,-205.0
2022-06-30,f2EL,S,4.5,-205.0
2022-06-30,2E,L,11.92,-205.0
2022-07-01,2E,L,18.08,-205.0
2022-07-01,2E,L,4.58,-205.0
2022-07-01,2E,L,8.33,-205.0
2022-07-04,2E,L,1.75,-205.0
2022-07-04,2E,S,3.92,-205.0
2022-07-04,2E,L,6.25,-205.0
2022-07-05,2E,S,4.17,-205.0
2022-07-05,2E,L,5.92,-205.0
2022-07-05,2E,S,13.42,-205.0
2022-07-06,2E,S,22.5,-205.0
2022-07-06,2E,S,0.0,-205.0
2022-07-06,2E,L,3.25,-205.0
2022-07-06,2E,S,9.83,-205.0
2022-07-06,2E,S,11.33,-205.0
2022-07-07,2E,L,1.0,-205.0
2022-07-07,2E,L,3.5,-205.0
2022-07-07,2E,L,10.58,507.5
2022-07-07,2E,L,11.5,-205.0
2022-07-07,2E,L,12.0,-205.0
2022-07-07,2E,L,14.75,-205.0
2022-07-08,2E,S,18.58,-205.0
2022-07-08,2E,L,6.17,-205.0
2022-07-08,2E,L,9.92,-205.0
2022-07-08,2E,S,15.83,-5.0
2022-07-11,2E,S,22.42,-205.0
2022-07-11,2E,S,23.5,-205.0
2022-07-11,2E,S,2.0,-205.0
2022-07-12,2E,S,20.33,-205.0
2022-07-12,f2EL,S,7.17,-205.0
2022-07-12,2E,L,9.0,-205.0
2022-07-12,2E,S,15.5,-80.0
2022-07-13,2E,S,21.33,-205.0
2022-07-13,2E,L,22.42,-205.0
2022-07-13,2E,L,5.42,-205.0
2022-07-14,f2EL,S,18.17,-205.0
2022-07-14,2E,L,22.67,-205.0
2022-07-14,2E,S,9.58,-205.0
2022-07-14,2E,L,11.42,-205.0
2022-07-14,2E,L,10.92,-205.0
2022-07-14,2E,L,14.25,-205.0
2022-07-14,2E,L,14.83,170.0
2022-07-15,2E,L,19.25,-205.0
2022-07-15,2E,S,1.08,-205.0
2022-07-15,f2EL,S,3.0,-205.0
2022-07-18,2E,L,22.92,-205.0
2022-07-18,f2EL,S,7.17,-205.0
2022-07-19,2E,S,3.33,-205.0
2022-07-19,2E,L,5.75,-205.0
2022-07-19,2E,L,11.25,1970.0
2022-07-20,2E,L,22.33,-205.0
2022-07-21,2E,L,1.17,-205.0
2022-07-21,2E,S,4.25,-205.0
2022-07-21,2E,L,12.08,-205.0
2022-07-21,2E,L,14.75,-205.0
2022-07-21,2E,L,15.83,95.0
2022-07-22,2E,S,3.0,-205.0
2022-07-22,2E,L,6.5,-205.0
2022-07-22,2E,L,8.0,-205.0
2022-07-22,2E,S,11.08,-205.0
2022-07-25,2E,L,17.67,-205.0
2022-07-25,2E,L,22.58,-205.0
2022-07-25,2E,L,5.67,-205.0
2022-07-25,2E,L,6.67,-205.0
2022-07-25,2E,S,9.25,-205.0
2022-07-25,2E,S,9.92,-205.0
2022-07-26,2E,S,21.5,-205.0
2022-07-26,f2EL,S,10.83,-205.0
2022-07-27,2E,S,18.08,-205.0
2022-07-27,2E,L,0.42,-205.0
2022-07-28,2E,L,18.92,-205.0
2022-07-28,2E,L,18.58,-205.0
2022-07-28,2E,L,11.25,-205.0
2022-07-28,2E,L,13.42,1682.5
2022-07-28,2E,L,15.5,-205.0
2022-07-29,f2EL,S,18.25,-205.0
2022-07-29,2E,L,21.42,-205.0
2022-07-29,2E,S,4.33,-205.0
2022-07-29,2E,L,12.33,-205.0
2022-07-29,2E,L,13.92,82.5
2022-08-01,2E,L,3.33,-205.0
2022-08-01,2E,L,3.58,-205.0
2022-08-01,2E,L,5.17,-205.0
2022-08-01,2E,S,8.58,-205.0
2022-08-01,2E,S,13.33,-205.0
2022-08-02,f2EL,S,23.67,-205.0
2022-08-02,2E,S,1.17,-205.0
2022-08-02,2E,S,3.0,-205.0
2022-08-02,2E,L,10.5,-205.0
2022-08-02,2E,S,13.25,-205.0
2022-08-02,2E,S,14.83,170.0
2022-08-02,2E,S,15.67,-205.0
2022-08-03,2E,L,21.67,-205.0
2022-08-03,2E,L,23.83,-205.0
2022-08-03,2E,L,1.0,-205.0
2022-08-03,2E,L,7.75,-205.0
2022-08-04,2E,L,18.83,-205.0
2022-08-04,2E,S,7.5,-205.0
2022-08-04,2E,L,9.08,-205.0
2022-08-05,2E,S,6.25,-205.0
2022-08-08,2E,L,2.5,-205.0
2022-08-08,2E,L,8.0,-205.0
2022-08-08,2E,L,9.33,-205.0
2022-08-08,2E,S,11.58,-205.0
2022-08-08,2E,L,13.0,-205.0
2022-08-08,2E,L,15.42,307.5
2022-08-09,f2EL,S,18.0,-205.0
2022-08-09,2E,S,9.67,-205.0
2022-08-09,2E,L,14.83,332.5
2022-08-10,2E,L,5.08,3882.5
2022-08-10,2E,L,8.83,-205.0
2022-08-10,2E,L,10.83,-205.0
2022-08-11,2E,S,15.17,-155.0
2022-08-12,2E,L,2.0,3095.0
2022-08-12,2E,L,3.92,-205.0
2022-08-12,f2EL,S,5.92,-205.0
2022-08-12,2E,L,14.75,345.0
2022-08-12,2E,L,15.5,57.5
2022-08-15,2E,S,5.08,-205.0
2022-08-15,2E,S,7.17,-205.0
2022-08-16,f2EL,S,18.0,-205.0
2022-08-16,2E,S,23.58,-205.0
2022-08-16,2E,S,5.33,-205.0
2022-08-16,2E,L,7.42,-205.0
2022-08-17,2E,L,20.0,-205.0
2022-08-17,2E,L,22.42,-205.0
2022-08-17,2E,L,0.67,-205.0
2022-08-17,2E,S,3.33,-205.0
2022-08-17,2E,S,13.0,-205.0
2022-08-17,2E,S,5.92,-205.0
2022-08-17,2E,S,7.92,-205.0
2022-08-17,2E,S,10.25,-205.0
2022-08-17,2E,L,12.08,307.5
2022-08-17,2E,L,12.83,-205.0
2022-08-18,2E,L,5.92,-205.0
2022-08-19,f2EL,S,18.33,2782.5
2022-08-19,2E,S,2.67,1957.5
2022-08-19,2E,S,4.17,-205.0
2022-08-19,2E,S,6.33,-205.0
2022-08-19,2E,S,9.67,-205.0
2022-08-19,2E,S,10.92,-205.0
2022-08-22,2E,L,17.92,-205.0
2022-08-22,2E,L,22.5,-205.0
2022-08-22,2E,L,5.92,-205.0
2022-08-22,2E,S,8.0,1695.0
2022-08-22,2E,S,10.42,-205.0
2022-08-22,f2EL,S,14.67,-205.0
2022-08-23,2E,S,1.0,-205.0
2022-08-23,2E,S,6.0,-205.0
2022-08-23,2E,S,6.58,-205.0
2022-08-24,2E,S,20.25,-205.0
2022-08-24,2E,S,23.75,-205.0
2022-08-24,2E,S,22.5,-205.0
2022-08-24,2E,S,13.25,-205.0
2022-08-25,2E,L,7.67,-205.0
2022-08-25,2E,L,3.17,-205.0
2022-08-25,2E,L,15.75,-17.5
2022-08-26,2E,L,19.17,-205.0
2022-08-26,2E,L,23.0,-205.0
2022-08-26,2E,S,1.92,-205.0
2022-08-26,2E,S,3.5,-205.0
2022-08-26,2E,S,4.92,-205.0
2022-08-26,2E,S,6.5,-205.0
2022-08-26,f2EL,S,7.5,-205.0
2022-08-29,2E,L,0.67,-205.0
2022-08-29,2E,L,23.75,-205.0
2022-08-29,2E,L,0.58,-205.0
2022-08-29,f2EL,S,3.42,-205.0
2022-08-29,2E,L,8.08,-205.0
2022-08-29,2E,L,9.17,-205.0
2022-08-30,2E,L,0.0,-205.0
2022-08-30,2E,L,3.75,-205.0
2022-08-30,2E,S,10.42,-205.0
2022-08-30,2E,S,13.92,-205.0
2022-08-31,f2EL,S,18.42,-205.0
2022-08-31,2E,L,20.25,-205.0
2022-08-31,2E,L,21.33,-205.0
2022-08-31,2E,L,2.08,-205.0
2022-08-31,2E,L,0.75,-205.0
2022-08-31,2E,L,0.42,-205.0
2022-08-31,2E,S,5.33,-205.0
2022-08-31,2E,S,4.58,-205.0
2022-08-31,2E,L,6.83,-205.0
2022-08-31,2E,L,8.0,-205.0
2022-08-31,2E,S,9.25,-205.0
2022-09-01,2E,S,21.42,-205.0
2022-09-01,2E,S,20.33,-205.0
2022-09-01,2E,L,5.58,-205.0
2022-09-01,2E,L,5.33,-205.0
2022-09-01,2E,L,15.75,70.0
2022-09-02,2E,S,18.42,-205.0
2022-09-02,2E,S,19.83,-205.0
2022-09-02,2E,S,22.0,-205.0
2022-09-02,2E,L,0.17,-205.0
2022-09-02,2E,L,10.25,-205.0
2022-09-02,2E,S,13.25,-205.0
2022-09-02,2E,S,15.92,-30.0
2022-09-05,2E,L,18.08,757.5
2022-09-05,2E,S,4.0,-205.0
2022-09-05,2E,L,5.25,-205.0
2022-09-06,2E,L,18.33,-205.0
2022-09-06,f2EL,S,21.08,-205.0
2022-09-06,2E,L,3.0,-205.0
2022-09-06,2E,L,6.17,-205.0
2022-09-07,2E,S,19.08,-205.0
2022-09-07,2E,L,10.75,-205.0
2022-09-08,2E,L,21.17,-205.0
2022-09-08,2E,S,22.67,-205.0
2022-09-08,2E,S,3.58,-205.0
2022-09-08,2E,L,6.17,-205.0
2022-09-09,2E,L,1.0,-205.0
2022-09-09,2E,L,0.5,-205.0
2022-09-09,2E,L,4.0,-205.0
2022-09-09,2E,L,4.67,-205.0
2022-09-09,2E,S,10.17,-205.0
2022-09-12,2E,S,17.67,-205.0
2022-09-12,f2EL,S,21.58,-205.0
2022-09-13,2E,L,7.08,-205.0
2022-09-13,2E,S,8.67,-205.0
2022-09-13,2E,S,8.92,4107.5
2022-09-13,2E,S,15.92,-5.0
2022-09-14,2E,L,17.58,-205.0
2022-09-14,2E,S,1.75,-205.0
2022-09-14,2E,L,8.5,-205.0
2022-09-14,2E,S,11.0,-205.0
2022-09-14,2E,S,11.5,-205.0
2022-09-14,2E,S,13.67,-205.0
2022-09-15,2E,L,5.17,-205.0
2022-09-15,f2EL,S,8.58,-205.0
2022-09-16,2E,L,18.17,-205.0
2022-09-16,2E,S,8.5,-205.0
2022-09-16,2E,L,14.58,895.0
2022-09-16,2E,L,15.58,420.0
2022-09-19,2E,L,18.42,-205.0
2022-09-19,2E,L,18.42,-205.0
2022-09-19,2E,L,10.25,-205.0
2022-09-19,2E,L,15.92,-30.0
2022-09-20,2E,S,20.67,-205.0
2022-09-20,2E,L,21.58,-205.0
2022-09-20,f2EL,S,1.0,-205.0
2022-09-20,2E,S,1.5,-205.0
2022-09-20,2E,S,2.0,-205.0
2022-09-20,2E,L,10.5,-205.0
2022-09-20,2E,L,14.0,-205.0
2022-09-21,2E,L,17.92,-205.0
2022-09-26,f2EL,S,18.08,-205.0
2022-09-27,2E,L,2.25,-205.0
2022-09-27,2E,L,3.42,-205.0
2022-09-27,2E,L,7.5,-205.0
2022-09-28,2E,S,21.83,-205.0
2022-09-28,2E,L,3.58,-205.0
2022-09-28,2E,L,8.5,-205.0
2022-09-28,2E,L,10.17,1695.0
2022-09-28,2E,L,12.0,-205.0
2022-09-28,2E,L,12.92,807.5
2022-09-29,2E,S,18.42,-205.0
2022-09-29,2E,L,0.33,-205.0
2022-09-29,2E,S,1.92,2582.5
2022-09-29,2E,S,10.0,-205.0
2022-09-29,2E,L,15.33,45.0
2022-09-30,2E,S,20.5,-205.0
2022-09-30,2E,S,0.17,-205.0
2022-09-30,2E,S,7.25,-205.0
2022-10-03,2E,L,2.08,-205.0
2022-10-03,2E,L,8.58,-205.0
2022-10-03,2E,L,8.17,-205.0
2022-10-03,2E,L,10.58,-205.0
2022-10-03,2E,L,10.5,-205.0
2022-10-03,2E,L,14.5,-205.0
2022-10-04,2E,L,20.17,-205.0
2022-10-04,2E,L,23.42,4132.5
2022-10-04,2E,L,0.33,3907.5
2022-10-04,2E,L,1.25,3832.5
2022-10-04,2E,L,3.0,-205.0
2022-10-04,2E,L,9.58,-205.0
2022-10-04,2E,L,10.5,-205.0
2022-10-04,2E,L,11.08,-205.0
2022-10-05,f2EL,S,18.08,-205.0
2022-10-05,2E,S,10.17,-205.0
2022-10-05,2E,L,13.08,307.5
2022-10-05,2E,L,15.58,-130.0
2022-10-06,2E,S,7.5,-205.0
2022-10-06,2E,S,4.5,-205.0
2022-10-06,2E,S,5.67,-205.0
2022-10-06,2E,L,12.67,-205.0
2022-10-06,2E,S,14.17,-205.0
2022-10-06,2E,S,15.75,32.5
2022-10-07,2E,L,22.42,-205.0
2022-10-07,2E,L,22.33,-205.0
2022-10-07,2E,S,0.33,-205.0
2022-10-07,2E,S,3.0,-205.0
2022-10-07,f2EL,S,13.33,-205.0
2022-10-10,2E,L,21.75,-205.0
2022-10-10,2E,S,6.0,-205.0
2022-10-10,2E,L,6.92,-205.0
2022-10-10,2E,L,7.17,-205.0
