Time,price,bid,ask,recorder,isasktrade,at_bid,at_ask,inside
2026-09-16 08:30:19.293,7678.0,7678.0,7678.0,B,A,True,True,False
2026-09-16 08:30:19.293,7678.0,7678.0,7678.0,B,A,True,True,False
2026-09-16 08:30:19.788,7678.25,7678.25,7678.5,A,B,True,False,False
2026-09-16 08:30:19.788,7678.25,7678.0,7678.25,B,A,False,True,False
2026-09-16 08:30:19.788,7678.25,7678.0,7678.25,B,A,False,True,False
2026-09-16 08:30:19.788,7678.25,7678.25,7678.25,B,A,True,True,False
2026-09-16 08:30:20.493,7677.75,7677.5,7678.0,B,A,False,False,True
2026-09-16 08:30:21.755,7677.0,7677.0,7677.25,A,B,True,False,False
2026-09-16 08:30:21.755,7677.0,7677.0,7677.25,A,B,True,False,False
2026-09-16 08:30:21.763,7677.0,7677.0,7677.0,B,A,True,True,False
2026-09-16 08:30:21.763,7677.0,7677.0,7677.0,B,A,True,True,False
2026-09-16 08:30:21.764,7677.0,7677.0,7677.25,A,B,True,False,False
2026-09-16 08:30:21.764,7677.0,7677.0,7677.25,A,B,True,False,False
2026-09-16 08:30:22.204,7677.75,7677.5,7677.75,B,A,False,True,False
2026-09-16 08:30:22.481,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:22.481,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:22.481,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:22.496,7677.25,7677.25,7677.5,A,B,True,False,False
2026-09-16 08:30:22.496,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:22.496,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:22.496,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:22.496,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:22.496,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:22.496,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:22.496,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:22.496,7677.25,7677.0,7677.25,B,A,False,True,False
2026-09-16 08:30:23.324,7676.25,7676.25,7676.25,B,A,True,True,False
2026-09-16 08:30:23.789,7676.25,7676.0,7676.25,B,A,False,True,False
2026-09-16 08:30:23.789,7676.25,7676.0,7676.5,B,A,False,False,True
2026-09-16 08:30:23.789,7676.25,7676.0,7676.5,B,A,False,False,True
2026-09-16 08:30:23.789,7676.25,7676.0,7676.5,B,A,False,False,True
2026-09-16 08:30:24.067,7676.5,7676.5,7676.75,A,B,True,False,False
2026-09-16 08:30:24.362,7676.25,7676.25,7676.5,A,B,True,False,False
2026-09-16 08:30:24.362,7676.25,7676.25,7676.5,A,B,True,False,False
2026-09-16 08:30:25.483,7675.5,7675.5,7675.75,A,B,True,False,False
2026-09-16 08:30:26.082,7675.0,7675.0,7675.25,A,B,True,False,False
