date,call_resistance,call_resistance_0dte,high_vol_level,put_support,put_support_0dte,1d_max,1d_min,distance_to_hvl_%,implied_vol_30d,total_gex,net_gex,expiring_gex,put_call_gex,total_dex,net_dex,put_call_dex,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10,hvl_0dte,gamma_wall_0dte,gex_1,gex_2,gex_3,gex_4,gex_5,gex_6,gex_7,gex_8,gex_9,gex_10,top_gex_strike_1,top_gex_strike_2,top_gex_strike_3,contract,pc_oi,gamma_condition,exp_move_1d_pct,option_score,momentum_score,volatility_score,seasonality_score
2026-06-03,30630,30630,30660,30660,30660,31025.71,30240.79,0.09%,20.34,14.61M,2.03M,0.32M,0.76,18.19B,11.01B,0.25,30663.72,31038.24,30732.73,30239.68,29751.17,30355.97,31095.33,31002.0,31961.3,29020.68,30660.0,30630.0,31000.0,30500.0,30900.0,30800.0,30700.0,30000.0,31100.0,31250.0,31200.0,31150.0,31000,30500,30900,NQM2026,1.67,Positive,1.28,4,5,2,0
2026-06-04,30700,30700,30340,29900,30530,30855.3,30121.2,0.49%,19.11,13.35M,1.33M,-0.08M,0.82,16.6B,10.23B,0.24,31100.05,30559.85,29878.77,30339.81,30091.91,29709.39,30608.17,31347.79,31363.68,29724.67,30530.0,30700.0,30500.0,30800.0,30600.0,30750.0,30250.0,31000.0,30900.0,30000.0,29800.0,31100.0,30500,30800,30600,NQM2026,1.78,Positive,1.2,3,4,1,0
2026-06-05,29250,29700,30175,29400,28700,29520.49,28532.51,3.96%,27.02,5.76M,-1.20M,-0.40M,1.52,13.31B,-274.86M,1.04,28572.19,29353.5,30112.42,29864.37,28968.72,28216.56,28390.07,29249.84,29607.86,28602.43,30330.0,29700.0,29000.0,29500.0,28850.0,28800.0,29350.0,28500.0,30000.0,29650.0,29600.0,29900.0,29000,29500,28850,NQM2026,1.62,Negative,1.7,1,2,5,-2
2026-06-08,29140,29140,29440,28500,29000,29916.1,28993.4,0.05%,24.86,12.51M,-0.21M,0.27M,1.03,17.05B,3.56B,0.65,28595.02,29299.43,29139.25,30931.41,28819.2,30034.14,28951.01,29440.08,30222.23,30321.97,29125.0,29140.0,29250.0,29400.0,29525.0,29700.0,29550.0,30000.0,28550.0,28700.0,28600.0,28800.0,29250,29400,29525,NQM2026,1.58,Negative,1.57,1,3,3,-1
2026-06-09,29000,29700,28975,28500,28500,29655.3,28578.7,0.49%,29.35,9.18M,-1.63M,-1.10M,1.43,15.48B,497.2M,0.94,29708.62,28388.45,29520.87,29540.89,29575.84,29730.45,28530.31,29006.9,29224.79,30064.58,29600.0,29700.0,29250.0,29400.0,28700.0,28600.0,29550.0,28400.0,30000.0,28550.0,28100.0,29850.0,29250,29400,28700,NQM2026,1.64,Negative,1.85,1,2,5,0
2026-06-10,28975,28975,28830,28000,28000,29178.28,27929.72,0.97%,34.71,10.41M,-1.41M,0.05M,1.31,17.42B,-2.79B,1.38,27676.53,29041.44,29207.7,28004.19,28054.58,28489.95,29925.5,29095.69,28152.12,27636.63,28710.0,28975.0,28550.0,28700.0,28600.0,28100.0,29000.0,29250.0,27500.0,29500.0,29200.0,29550.0,28550,28700,28600,NQM2026,1.46,Negative,2.19,1,2,5,0
2026-06-11,30000,30000,28900,28000,29000,30033.9,28895.6,1.92%,30.66,10.95M,1.75M,0.55M,0.72,16.77B,6.82B,0.42,30196.51,30573.85,29234.14,28502.12,29998.92,30117.04,28975.41,28823.4,29028.39,29291.61,29200.0,30000.0,29250.0,29600.0,29700.0,29750.0,29850.0,30500.0,28500.0,28550.0,30200.0,30600.0,29250,29600,29700,NQM2026,1.47,Positive,1.93,2,4,5,0
2026-06-12,29000,30000,28950,28000,28130,30112.22,29211.78,2.40%,24.09,6.60M,1.79M,0.36M,0.57,12.23B,7.54B,0.24,29209.5,29287.64,30358.65,29812.26,30103.86,29405.98,30302.0,30654.23,28781.3,29029.34,29100.0,30000.0,29250.0,29600.0,29700.0,29500.0,29750.0,30500.0,30200.0,30400.0,30250.0,30300.0,29250,29600,29700,NQM2026,1.47,Positive,1.52,2,4,3,2
2026-06-15,32000,31100,29800,28000,29500,31308.55,30419.95,3.45%,22.85,5.08M,1.47M,0.01M,0.55,14.03B,7.02B,0.33,30498.18,30706.13,31737.47,31318.93,30415.58,31525.17,31111.45,30564.91,29785.62,29469.63,29500.0,31100.0,31000.0,30700.0,31300.0,30500.0,31250.0,31500.0,30000.0,31750.0,30300.0,30250.0,31000,30700,31300,NQU2026,1.43,Positive,1.44,5,4,3,2
2026-06-16,32000,31000,29975,28000,30000,30764.64,29862.86,1.12%,23.61,6.06M,0.91M,0.03M,0.74,14.16B,4.04B,0.56,30757.16,30778.35,29619.08,29442.64,29728.6,30695.43,29797.19,29994.68,30398.36,30639.98,30450.0,31000.0,30500.0,30700.0,30750.0,30300.0,30600.0,29450.0,31100.0,29500.0,30800.0,31200.0,30500,30700,30750,NQU2026,1.37,Positive,1.49,4,4,3,0
2026-06-17,31000,30750,30225,28000,30200,30466.02,29531.48,0.75%,24.73,6.85M,0.07M,-0.06M,0.98,15.26B,1.58B,0.81,29507.39,30510.95,29689.25,29289.13,29825.02,30004.72,29891.38,30484.2,30412.47,30926.66,30200.0,30750.0,29800.0,29750.0,30000.0,30100.0,29700.0,29500.0,30500.0,30700.0,29450.0,30900.0,29800,29750,30000,NQU2026,1.35,Positive,1.56,1,4,3,0
2026-06-18,32000,30500,30490,30425,30425,31176.56,30262.94,0.75%,23.61,11.73M,2.17M,0.63M,0.69,19.82B,7.4B,0.46,30498.87,31734.03,29531.51,31370.23,31774.37,31434.57,30678.36,30352.66,29865.63,30068.33,30490.0,30500.0,31000.0,31100.0,30700.0,30750.0,30800.0,31500.0,31300.0,31250.0,30000.0,31200.0,31000,31100,30700,NQU2026,1.59,Positive,1.49,3,4,3,-1
2026-06-22,30550,30550,30660,30640,30640,31121.6,30185.4,0.02%,24.24,14.02M,0.81M,-0.33M,0.89,20.23B,5.59B,0.57,30692.55,30286.48,29896.45,30890.16,31262.35,30179.69,30544.54,31129.7,31738.46,30449.05,30670.0,30550.0,31000.0,30700.0,30750.0,31100.0,30300.0,31500.0,31300.0,30000.0,31250.0,31200.0,31000,30700,30750,NQU2026,1.68,Positive,1.53,3,4,3,-1
2026-06-23,31000,30500,30490,28000,29875,30183.11,29148.89,2.78%,27.67,8.71M,-2.13M,-0.62M,1.65,18.48B,-2.89B,1.37,29143.27,30497.23,30432.08,30198.18,28758.22,29998.0,30405.97,28497.3,28929.06,29575.54,30490.0,30500.0,29500.0,29800.0,29700.0,30000.0,29400.0,29000.0,30200.0,28750.0,30700.0,28900.0,29500,29800,29700,NQU2026,1.55,Negative,1.74,1,2,4,-4
2026-06-24,31000,30120,29825,28500,28700,30022.01,29006.49,1.05%,27.31,12.60M,-2.24M,-0.25M,1.43,21.68B,-4.3B,1.49,29923.67,29488.23,29077.59,29287.98,30695.72,30124.03,30551.52,30243.12,28698.47,29700.58,29550.0,30120.0,29500.0,29800.0,29700.0,29300.0,29100.0,29000.0,28900.0,28750.0,30200.0,28800.0,29500,29800,29700,NQU2026,1.50,Negative,1.72,1,2,5,-1
2026-06-25,31000,30100,29950,29000,29500,30231.05,29218.45,0.76%,27.04,12.86M,-1.63M,-0.42M,1.29,20.86B,-1.95B,1.21,30115.1,30282.41,29704.31,29485.59,28990.35,29977.64,29609.23,29183.49,28757.82,29799.4,29950.0,30100.0,29700.0,29800.0,29600.0,30200.0,30000.0,29100.0,28900.0,28750.0,28800.0,29200.0,29700,29800,29600,NQU2026,1.46,Negative,1.7,1,2,4,0
2026-06-26,31000,29750,29900,29000,29000,29868.05,28868.45,1.81%,27.02,9.09M,-2.47M,-0.20M,1.74,17.83B,-3.92B,1.56,29507.02,30126.68,30288.84,29755.57,28825.42,30166.96,28513.54,29366.33,28462.17,28553.71,29730.0,29750.0,29500.0,29700.0,29800.0,29600.0,29200.0,28500.0,28750.0,28600.0,30000.0,28800.0,29500,29700,29800,NQU2026,1.42,Negative,1.7,1,2,4,2
2026-06-29,31000,30500,29820,28000,29000,30527.18,29578.32,0.77%,25.06,13.17M,0.44M,0.43M,0.94,19.81B,3.1B,0.73,30166.64,30794.86,29565.6,30657.3,30041.27,29258.59,29515.74,29734.55,29765.83,30828.71,29900.0,30500.0,30300.0,30000.0,30150.0,30350.0,30050.0,29500.0,30800.0,29450.0,30750.0,29250.0,30300,30000,30150,NQU2026,1.58,Positive,1.58,1,4,4,1
2026-06-30,31000,30600,30090,29000,30500,30977.44,30069.56,1.42%,23.61,12.23M,2.48M,0.93M,0.66,18.72B,6.12B,0.51,30748.9,30475.97,31313.94,31095.46,30065.15,29798.81,30891.82,29459.82,30247.61,30673.82,30300.0,30600.0,30800.0,30750.0,30900.0,30700.0,30250.0,30000.0,31100.0,31300.0,31250.0,29900.0,30800,30750,30900,NQU2026,1.59,Positive,1.49,4,4,3,4
2026-07-01,31000,30325,30080,29000,29750,30548.51,29639.99,0.05%,23.96,13.42M,-1.23M,-0.56M,1.2,18.33B,764.3M,0.92,30804.3,29371.41,30080.47,30690.12,30424.46,30099.78,30549.49,30608.96,30149.55,29635.45,30110.0,30325.0,30500.0,30000.0,30100.0,30150.0,30240.0,29500.0,30750.0,30800.0,30900.0,30700.0,30500,30000,30100,NQU2026,1.61,Negative,1.51,1,4,3,3
2026-07-02,31000,29900,29810,29000,29500,30009.37,29102.63,0.86%,24.35,13.03M,-2.96M,-0.52M,1.59,19.15B,-3.94B,1.52,28912.13,29498.85,28741.7,28625.06,30751.49,30652.71,30236.56,29447.62,29238.03,28831.53,29510.0,29900.0,30000.0,29250.0,29800.0,29200.0,29300.0,28750.0,28900.0,28800.0,29100.0,30200.0,30000,29250,29800,NQU2026,1.49,Negative,1.53,1,2,4,2
