date,call_resistance,call_resistance_0dte,high_vol_level,put_support,put_support_0dte,1d_max,1d_min,distance_to_hvl_%,implied_vol_30d,total_gex,net_gex,expiring_gex,put_call_gex,total_dex,net_dex,put_call_dex,bl_1,bl_2,bl_3,bl_4,bl_5,bl_6,bl_7,bl_8,bl_9,bl_10,hvl_0dte,gamma_wall_0dte,gex_1,gex_2,gex_3,gex_4,gex_5,gex_6,gex_7,gex_8,gex_9,gex_10,top_gex_strike_1,top_gex_strike_2,top_gex_strike_3,contract,pc_oi,gamma_condition,exp_move_1d_pct,option_score,momentum_score,volatility_score,seasonality_score
2026-06-02,7650,7650,7595,7500,7620,7682.23,7565.27,0.38%,12.18,446.93M,69.32M,-2.46M,0.73,117.96B,81.21B,0.18,7651.11,7560.65,7428.36,7688.2,7640.99,7774.15,7566.39,7587.13,7620.98,7738.97,7625.0,7650.0,7600.0,7675.0,7630.0,7640.0,7575.0,7700.0,7550.0,7725.0,7525.0,7690.0,7600,7675,7630,ESM2026,3.24,Positive,0.77,5,4,1,0
2026-06-03,7600,7600,7575,7500,7550,7630.7,7512.8,0.04%,12.36,469.72M,2.60M,2.81M,0.99,114.52B,62.71B,0.29,7641.0,7597.41,7353.72,7628.34,7900.01,7659.98,7789.96,7568.22,7648.07,7172.91,7575.0,7600.0,7625.0,7525.0,7620.0,7630.0,7545.0,7650.0,7675.0,7475.0,7480.0,7660.0,7625,7525,7620,ESM2026,3.07,Positive,0.78,4,4,1,0
2026-06-04,7650,7650,7585,7500,7575,7655.82,7546.18,0.21%,11.45,464.15M,38.23M,-1.85M,0.85,114.12B,74.38B,0.21,7630.6,7559.41,7755.25,7660.32,7713.53,7649.58,7691.79,7448.57,7502.53,7608.12,7610.0,7650.0,7600.0,7625.0,7550.0,7630.0,7605.0,7700.0,7675.0,7525.0,7680.0,7660.0,7600,7625,7550,ESM2026,3.32,Positive,0.72,5,4,1,0
2026-06-05,7600,7600,7545,7400,7480,7478.23,7322.77,1.95%,16.67,325.67M,-131.15M,-20.74M,2.35,107.88B,-4.97B,1.1,7548.66,7480.28,7724.7,7580.54,7466.25,7554.14,7592.44,7282.46,7485.74,7600.0,7555.0,7600.0,7380.0,7350.0,7360.0,7450.0,7425.0,7500.0,7300.0,7550.0,7250.0,7525.0,7380,7350,7360,ESM2026,3.19,Negative,1.05,1,2,2,-1
2026-06-08,7550,7485,7450,7400,7400,7490.97,7341.03,0.46%,16.05,418.21M,-102.04M,-25.58M,1.65,106.35B,8.8B,0.85,7375.92,7348.45,7502.06,7485.38,7291.45,7451.67,7108.2,7202.35,7552.5,7525.45,7450.0,7485.0,7380.0,7360.0,7390.0,7350.0,7375.0,7500.0,7525.0,7340.0,7325.0,7330.0,7380,7360,7390,ESM2026,3.22,Negative,1.01,2,3,2,-2
2026-06-09,7550,7450,7480,7400,7400,7476.97,7308.53,1.18%,18.08,343.13M,-96.95M,-15.09M,1.79,101.8B,4.3B,0.92,7461.6,7308.98,7542.07,7493.14,7507.23,7473.7,7419.55,7353.02,7206.47,7399.87,7430.0,7450.0,7380.0,7360.0,7350.0,7375.0,7390.0,7300.0,7500.0,7250.0,7525.0,7230.0,7380,7360,7350,ESM2026,2.91,Negative,1.14,1,2,2,-1
2026-06-10,7550,7375,7400,7200,7380,7377.27,7179.73,1.67%,21.54,368.06M,-115.93M,-18.50M,1.92,118.74B,-21.6B,1.44,7354.74,7200.66,7375.74,7175.54,7044.66,7339.01,7511.0,7489.66,7263.52,7326.95,7400.0,7375.0,7350.0,7300.0,7225.0,7250.0,7275.0,7450.0,7100.0,7475.0,7175.0,7425.0,7350,7300,7225,ESM2026,2.88,Negative,1.36,1,2,4,-2
2026-06-11,7550,7450,7390,7300,7300,7481.03,7310.97,0.08%,18.25,421.52M,4.65M,-3.86M,0.98,108.96B,29.56B,0.57,7579.34,7321.66,7673.54,7440.75,7349.7,7547.98,7502.48,7338.64,7287.11,7310.01,7380.0,7450.0,7400.0,7350.0,7420.0,7325.0,7460.0,7500.0,7250.0,7525.0,7520.0,7560.0,7400,7350,7420,ESM2026,2.84,Positive,1.15,3,3,4,0
2026-06-12,7550,7450,7360,7300,7250,7504.48,7365.52,1.01%,14.83,303.91M,33.39M,16.52M,0.8,87.77B,44.5B,0.33,7401.6,7609.62,7505.45,7276.61,7517.57,7418.93,7247.58,7427.35,7596.46,7469.01,7375.0,7450.0,7400.0,7500.0,7425.0,7475.0,7420.0,7350.0,7525.0,7510.0,7310.0,7325.0,7400,7500,7425,ESM2026,2.52,Positive,0.93,4,4,3,1
2026-06-15,7800,7700,7455,7200,7250,7692.07,7560.93,2.25%,13.65,329.55M,80.24M,16.64M,0.61,182.02B,106.4B,0.26,7842.27,7629.67,7674.64,7454.32,7537.6,7647.41,7691.25,7726.05,7560.44,7524.84,7385.0,7700.0,7600.0,7650.0,7675.0,7670.0,7690.0,7750.0,7550.0,7500.0,7525.0,7725.0,7600,7650,7675,ESU2026,2.88,Positive,0.86,5,4,1,0
2026-06-16,7700,7700,7515,7200,7570,7650.64,7523.86,0.95%,13.26,381.42M,46.89M,11.28M,0.78,185.18B,88.94B,0.35,7652.88,7523.05,7553.6,7673.94,7571.63,7681.02,7501.25,7705.04,7606.7,7417.35,7395.0,7700.0,7600.0,7550.0,7650.0,7560.0,7525.0,7675.0,7500.0,7670.0,7690.0,7470.0,7600,7550,7650,ESU2026,2.95,Positive,0.84,4,4,1,0
2026-06-17,7800,7470,7545,7250,7490,7563.69,7421.81,0.70%,15.03,460.20M,-60.54M,-6.94M,1.3,200.66B,46.59B,0.62,7568.74,7623.4,7414.36,7469.12,7419.19,7492.09,7596.59,7314.97,7502.69,7532.75,7570.0,7470.0,7550.0,7450.0,7475.0,7500.0,7440.0,7400.0,7600.0,7625.0,7380.0,7410.0,7550,7450,7475,ESU2026,3.13,Negative,0.95,2,3,2,0
2026-06-18,7700,7560,7545,7400,7500,7637.53,7503.97,0.34%,14,491.85M,25.20M,5.89M,0.9,188.43B,72.86B,0.44,7819.61,7606.77,7544.91,7623.02,7279.2,7499.57,7559.41,7589.34,7746.75,7635.96,7545.0,7560.0,7600.0,7550.0,7610.0,7625.0,7590.0,7650.0,7450.0,7475.0,7675.0,7670.0,7600,7550,7610,ESU2026,2.48,Positive,0.88,3,4,1,-2
2026-06-22,7600,7580,7545,7400,7540,7604.58,7477.92,0.05%,13.33,503.94M,-20.13M,-2.66M,1.08,187.68B,59.65B,0.52,7611.13,7598.58,7546.94,7592.26,7498.37,7492.07,7680.2,7691.8,7647.43,7625.66,7550.0,7580.0,7500.0,7575.0,7590.0,7490.0,7510.0,7450.0,7650.0,7475.0,7610.0,7625.0,7500,7575,7590,ESU2026,2.34,Negative,0.84,3,4,2,-2
2026-06-23,7800,7650,7525,7400,7440,7502.36,7372.64,1.18%,13.84,435.42M,-129.93M,-15.74M,1.85,189.6B,15.47B,0.85,7520.4,7307.26,7341.39,7629.03,7453.51,7143.24,7623.82,7605.64,7433.48,7251.93,7560.0,7650.0,7450.0,7500.0,7475.0,7425.0,7375.0,7325.0,7550.0,7350.0,7340.0,7510.0,7450,7500,7475,ESU2026,2.36,Negative,0.87,1,2,3,-3
2026-06-24,7800,7500,7490,7300,7350,7502.7,7353.8,0.83%,15.91,529.44M,-132.60M,-19.11M,1.67,201.27B,13.71B,0.87,7529.12,7423.06,7724.25,7497.89,7535.86,7350.58,7689.66,7315.86,7292.47,7342.31,7450.0,7500.0,7400.0,7475.0,7425.0,7375.0,7410.0,7325.0,7550.0,7330.0,7575.0,7525.0,7400,7475,7425,ESU2026,2.39,Negative,1,1,2,4,0
2026-06-25,7800,7515,7475,7400,7400,7496.68,7349.82,0.70%,15.7,526.97M,-122.94M,-45.88M,1.61,197.6B,16.66B,0.84,7518.8,7396.51,7484.81,7418.32,7280.09,7342.63,7348.27,7366.07,7451.01,7317.71,7475.0,7515.0,7450.0,7350.0,7425.0,7375.0,7410.0,7300.0,7550.0,7325.0,7500.0,7525.0,7450,7350,7425,ESU2026,2.32,Negative,0.99,1,2,4,0
2026-06-26,7800,7460,7490,7400,7400,7475.24,7328.26,1.19%,15.76,414.06M,-106.57M,-13.98M,1.69,179.9B,17.29B,0.82,7495.62,7460.38,7592.2,7400.03,7632.74,7302.15,7328.21,7350.8,7453.58,7198.9,7455.0,7460.0,7450.0,7350.0,7425.0,7375.0,7475.0,7300.0,7325.0,7275.0,7500.0,7525.0,7450,7350,7425,ESU2026,2.16,Negative,0.99,1,2,3,1
2026-06-29,7550,7525,7450,7400,7400,7568.61,7431.89,0.67%,14.47,547.71M,47.08M,15.39M,0.84,189.14B,67.55B,0.47,7428.18,7530.39,7571.54,7462.98,7510.58,7520.39,7320.82,7598.85,7387.84,7694.56,7460.0,7525.0,7530.0,7500.0,7520.0,7510.0,7540.0,7600.0,7425.0,7625.0,7390.0,7375.0,7530,7500,7520,ESU2026,2.19,Positive,0.91,3,4,2,1
2026-06-30,7600,7600,7505,7400,7475,7613.47,7483.03,0.57%,13.72,530.16M,104.13M,26.81M,0.67,175.78B,77.16B,0.39,7601.56,7501.98,7590.95,7579.17,7284.73,7438.02,7442.79,7480.73,7760.36,7336.92,7505.0,7600.0,7550.0,7575.0,7525.0,7500.0,7580.0,7650.0,7660.0,7450.0,7425.0,7620.0,7550,7575,7525,ESU2026,2.21,Positive,0.86,3,4,1,3
2026-07-01,7600,7550,7525,7400,7525,7608.19,7478.81,0.25%,13.61,543.21M,61.79M,16.42M,0.8,176.16B,70.96B,0.43,7607.88,7558.4,7409.63,7726.38,7658.14,7480.89,7516.83,7620.51,7635.9,7360.02,7525.0,7550.0,7580.0,7575.0,7570.0,7500.0,7530.0,7650.0,7450.0,7660.0,7610.0,7620.0,7580,7575,7570,ESU2026,2.23,Positive,0.86,3,4,1,2
2026-07-02,7600,7575,7510,7400,7500,7584.39,7472.11,0.24%,11.84,519.41M,32.48M,6.35M,0.88,170.97B,61.74B,0.47,7621.91,7630.79,7581.77,7600.68,7530.18,7807.5,7472.15,7727.94,7570.72,7500.32,7525.0,7575.0,7550.0,7580.0,7570.0,7530.0,7560.0,7425.0,7620.0,7630.0,7610.0,7640.0,7550,7580,7570,ESU2026,2.20,Positive,0.75,3,4,1,1
