date,symbol,right,strike,qty,side,price,order_time,fill_time,latency_s,underlying
20260810,SPXW  260810P07680000,P,7680.0,-1,SELL,0.45,10:01:02,10:01:03,1.0,SPX
20260810,SPXW  260810P07680000,P,7680.0,-1,SELL,0.4,10:02:11,10:02:12,1.0,SPX
20260810,SPXW  260810P07705000,P,7705.0,1,BUY,1.0,10:03:21,10:03:23,2.0,SPX
20260810,SPXW  260810P07730000,P,7730.0,-1,SELL,2.5,10:03:21,10:03:23,2.0,SPX
20260810,SPXW  260810P07735000,P,7735.0,1,BUY,3.5,10:01:30,10:01:32,2.0,SPX
20260810,SPXW  260810P07735000,P,7735.0,1,BUY,3.2,10:02:39,10:02:39,0.0,SPX
20260810,SPXW  260810P07735000,P,7735.0,-1,SELL,1.8,11:41:44,11:41:45,1.0,SPX
20260810,SPXW  260810P07735000,P,7735.0,-1,SELL,1.75,11:41:59,11:41:59,0.0,SPX
20260810,SPXW  260810P07760000,P,7760.0,1,BUY,8.3,11:41:44,11:41:45,1.0,SPX
20260810,SPXW  260810P07760000,P,7760.0,1,BUY,8.1,11:41:59,11:41:59,0.0,SPX
20260810,SPXW  260810P07760000,P,7760.0,-1,SELL,11.2,10:01:30,10:01:32,2.0,SPX
20260810,SPXW  260810P07760000,P,7760.0,-1,SELL,10.3,10:02:39,10:02:39,0.0,SPX
20260811,SPXW  260811C07755000,C,7755.0,1,BUY,12.3,10:07:43,10:07:43,0.0,SPX
20260811,SPXW  260811C07755000,C,7755.0,-1,SELL,14.9,09:31:56,09:31:58,2.0,SPX
20260811,SPXW  260811C07765000,C,7765.0,-1,SELL,9.15,09:33:19,09:33:27,8.0,SPX
20260811,SPXW  260811C07775000,C,7775.0,-1,SELL,5.0,09:34:01,09:34:06,5.0,SPX
20260811,SPXW  260811C07780000,C,7780.0,1,BUY,4.5,09:31:56,09:31:58,2.0,SPX
20260811,SPXW  260811C07780000,C,7780.0,-1,SELL,2.5,10:07:43,10:07:43,0.0,SPX
20260811,SPXW  260811C07790000,C,7790.0,1,BUY,2.3,09:33:19,09:33:27,8.0,SPX
20260811,SPXW  260811C07800000,C,7800.0,1,BUY,1.15,09:34:01,09:34:06,5.0,SPX
20260811,SPXW  260811C07830000,C,7830.0,-1,SELL,0.35,09:30:57,09:30:59,2.0,SPX
20260811,SPXW  260811C07855000,C,7855.0,1,BUY,0.2,09:30:57,09:30:59,2.0,SPX
20260811,SPXW  260811P07650000,P,7650.0,1,BUY,0.35,09:30:36,09:30:41,5.0,SPX
20260811,SPXW  260811P07660000,P,7660.0,1,BUY,0.45,09:32:17,09:32:19,2.0,SPX
20260811,SPXW  260811P07675000,P,7675.0,1,BUY,0.6,09:33:40,09:33:44,4.0,SPX
20260811,SPXW  260811P07675000,P,7675.0,-1,SELL,0.5,09:30:36,09:30:41,5.0,SPX
20260811,SPXW  260811P07685000,P,7685.0,-1,SELL,0.8,09:32:17,09:32:19,2.0,SPX
20260811,SPXW  260811P07700000,P,7700.0,-1,SELL,1.25,09:33:40,09:33:44,4.0,SPX
20260811,SPXW  260811P07730000,P,7730.0,1,BUY,3.9,09:31:34,09:31:35,1.0,SPX
20260811,SPXW  260811P07730000,P,7730.0,-1,SELL,2.7,11:16:59,11:16:59,0.0,SPX
20260811,SPXW  260811P07740000,P,7740.0,1,BUY,6.4,09:32:47,09:32:49,2.0,SPX
20260811,SPXW  260811P07740000,P,7740.0,-1,SELL,5.8,09:44:17,09:44:17,0.0,SPX
20260811,SPXW  260811P07755000,P,7755.0,1,BUY,11.6,11:16:59,11:16:59,0.0,SPX
20260811,SPXW  260811P07755000,P,7755.0,-1,SELL,10.5,09:31:34,09:31:35,1.0,SPX
20260811,SPXW  260811P07765000,P,7765.0,1,BUY,16.3,09:44:17,09:44:17,0.0,SPX
20260811,SPXW  260811P07765000,P,7765.0,-1,SELL,16.5,09:32:47,09:32:49,2.0,SPX
20260812,SPXW  260812C07730000,C,7730.0,1,BUY,29.5,09:41:57,09:41:58,1.0,SPX
20260812,SPXW  260812C07730000,C,7730.0,-1,SELL,32.0,09:31:43,09:31:44,1.0,SPX
20260812,SPXW  260812C07740000,C,7740.0,1,BUY,16.6,10:17:10,10:17:12,2.0,SPX
20260812,SPXW  260812C07740000,C,7740.0,-1,SELL,16.6,10:06:17,10:06:19,2.0,SPX
20260812,SPXW  260812C07755000,C,7755.0,1,BUY,16.2,09:31:43,09:31:44,1.0,SPX
20260812,SPXW  260812C07755000,C,7755.0,-1,SELL,13.5,09:41:57,09:41:58,1.0,SPX
20260812,SPXW  260812C07765000,C,7765.0,1,BUY,5.6,10:06:17,10:06:19,2.0,SPX
20260812,SPXW  260812C07765000,C,7765.0,-1,SELL,5.0,10:17:10,10:17:12,2.0,SPX
20260812,SPXW  260812C07800000,C,7800.0,-1,SELL,0.75,10:06:56,10:06:57,1.0,SPX
20260812,SPXW  260812C07805000,C,7805.0,-1,SELL,2.55,09:30:45,09:30:51,6.0,SPX
20260812,SPXW  260812C07815000,C,7815.0,-1,SELL,0.35,10:05:35,10:05:35,0.0,SPX
20260812,SPXW  260812C07825000,C,7825.0,1,BUY,0.3,10:06:56,10:06:57,1.0,SPX
20260812,SPXW  260812C07830000,C,7830.0,1,BUY,0.75,09:30:45,09:30:51,6.0,SPX
20260812,SPXW  260812C07840000,C,7840.0,1,BUY,0.2,10:05:35,10:05:35,0.0,SPX
20260812,SPXW  260812P07630000,P,7630.0,1,BUY,0.25,09:30:24,09:30:25,1.0,SPX
20260812,SPXW  260812P07640000,P,7640.0,1,BUY,0.3,10:05:14,10:05:16,2.0,SPX
20260812,SPXW  260812P07655000,P,7655.0,-1,SELL,0.4,09:30:24,09:30:25,1.0,SPX
20260812,SPXW  260812P07665000,P,7665.0,-1,SELL,0.6,10:05:14,10:05:16,2.0,SPX
20260812,SPXW  260812P07705000,P,7705.0,1,BUY,2.75,09:31:06,09:31:16,10.0,SPX
20260812,SPXW  260812P07705000,P,7705.0,1,BUY,2.85,09:31:22,09:31:23,1.0,SPX
20260812,SPXW  260812P07715000,P,7715.0,1,BUY,4.0,10:05:56,10:05:58,2.0,SPX
20260812,SPXW  260812P07715000,P,7715.0,-1,SELL,0.05,15:50:33,15:50:58,25.0,SPX
20260812,SPXW  260812P07730000,P,7730.0,-1,SELL,6.7,09:31:06,09:31:16,10.0,SPX
20260812,SPXW  260812P07730000,P,7730.0,-1,SELL,7.0,09:31:22,09:31:23,1.0,SPX
20260812,SPXW  260812P07740000,P,7740.0,1,BUY,0.25,15:50:30,15:50:30,0.0,SPX
20260812,SPXW  260812P07740000,P,7740.0,-1,SELL,10.5,10:05:56,10:05:58,2.0,SPX
20260813,SPXW  260813C07750000,C,7750.0,1,BUY,32.4,09:44:16,09:44:16,0.0,SPX
20260813,SPXW  260813C07750000,C,7750.0,1,BUY,32.3,09:44:44,09:44:45,1.0,SPX
20260813,SPXW  260813C07750000,C,7750.0,-1,SELL,23.0,09:32:09,09:32:12,3.0,SPX
20260813,SPXW  260813C07750000,C,7750.0,-1,SELL,27.1,09:34:01,09:34:01,0.0,SPX
20260813,SPXW  260813C07765000,C,7765.0,1,BUY,19.7,09:44:30,09:44:30,0.0,SPX
20260813,SPXW  260813C07765000,C,7765.0,-1,SELL,14.3,09:33:19,09:33:20,1.0,SPX
20260813,SPXW  260813C07775000,C,7775.0,1,BUY,8.0,09:32:09,09:32:12,3.0,SPX
20260813,SPXW  260813C07775000,C,7775.0,1,BUY,10.5,09:34:01,09:34:01,0.0,SPX
20260813,SPXW  260813C07775000,C,7775.0,-1,SELL,13.3,09:44:16,09:44:16,0.0,SPX
20260813,SPXW  260813C07775000,C,7775.0,-1,SELL,13.3,09:44:44,09:44:45,1.0,SPX
20260813,SPXW  260813C07790000,C,7790.0,1,BUY,3.8,09:33:19,09:33:20,1.0,SPX
20260813,SPXW  260813C07790000,C,7790.0,-1,SELL,6.0,09:44:30,09:44:30,0.0,SPX
20260813,SPXW  260813C07820000,C,7820.0,-1,SELL,0.55,09:31:27,09:31:31,4.0,SPX
20260813,SPXW  260813C07845000,C,7845.0,1,BUY,0.2,09:31:27,09:31:31,4.0,SPX
20260813,SPXW  260813P07650000,P,7650.0,1,BUY,0.25,09:31:05,09:31:10,5.0,SPX
20260813,SPXW  260813P07670000,P,7670.0,1,BUY,0.35,09:32:30,09:32:32,2.0,SPX
20260813,SPXW  260813P07675000,P,7675.0,-1,SELL,0.35,09:31:11,09:31:13,2.0,SPX
20260813,SPXW  260813P07695000,P,7695.0,-1,SELL,0.55,09:32:30,09:32:32,2.0,SPX
20260813,SPXW  260813P07700000,P,7700.0,1,BUY,0.65,09:33:40,09:33:43,3.0,SPX
20260813,SPXW  260813P07725000,P,7725.0,1,BUY,1.85,09:31:48,09:31:48,0.0,SPX
20260813,SPXW  260813P07725000,P,7725.0,-1,SELL,1.5,09:33:40,09:33:43,3.0,SPX
20260813,SPXW  260813P07740000,P,7740.0,1,BUY,3.2,09:32:58,09:33:00,2.0,SPX
20260813,SPXW  260813P07750000,P,7750.0,-1,SELL,5.3,09:31:48,09:31:48,0.0,SPX
20260813,SPXW  260813P07765000,P,7765.0,-1,SELL,9.4,09:32:58,09:33:00,2.0,SPX
20260814,SPXW  260814C07800000,C,7800.0,1,BUY,12.2,09:48:57,09:48:57,0.0,SPX
20260814,SPXW  260814C07800000,C,7800.0,1,BUY,11.5,10:17:26,10:17:26,0.0,SPX
20260814,SPXW  260814C07800000,C,7800.0,-1,SELL,12.7,09:31:42,09:31:43,1.0,SPX
20260814,SPXW  260814C07800000,C,7800.0,-1,SELL,14.7,10:06:57,10:06:57,0.0,SPX
20260814,SPXW  260814C07810000,C,7810.0,-1,SELL,8.9,10:06:17,10:06:18,1.0,SPX
20260814,SPXW  260814C07825000,C,7825.0,1,BUY,3.4,09:31:42,09:31:43,1.0,SPX
20260814,SPXW  260814C07825000,C,7825.0,1,BUY,3.4,10:06:57,10:06:57,0.0,SPX
20260814,SPXW  260814C07825000,C,7825.0,-1,SELL,2.8,09:48:57,09:48:57,0.0,SPX
20260814,SPXW  260814C07825000,C,7825.0,-1,SELL,1.95,10:17:26,10:17:26,0.0,SPX
20260814,SPXW  260814C07835000,C,7835.0,1,BUY,1.7,10:06:17,10:06:18,1.0,SPX
20260814,SPXW  260814C07870000,C,7870.0,-1,SELL,0.35,09:30:44,09:30:46,2.0,SPX
20260814,SPXW  260814C07895000,C,7895.0,1,BUY,0.2,09:30:44,09:30:46,2.0,SPX
20260814,SPXW  260814P07700000,P,7700.0,1,BUY,0.35,09:30:23,09:30:28,5.0,SPX
20260814,SPXW  260814P07710000,P,7710.0,1,BUY,0.3,10:05:16,10:05:23,7.0,SPX
20260814,SPXW  260814P07725000,P,7725.0,-1,SELL,0.55,09:30:23,09:30:28,5.0,SPX
20260814,SPXW  260814P07735000,P,7735.0,-1,SELL,0.4,10:05:16,10:05:23,7.0,SPX
20260814,SPXW  260814P07775000,P,7775.0,1,BUY,3.5,09:31:21,09:31:24,3.0,SPX
20260814,SPXW  260814P07775000,P,7775.0,-1,SELL,3.3,10:30:41,10:30:41,0.0,SPX
20260814,SPXW  260814P07785000,P,7785.0,1,BUY,2.55,10:05:56,10:05:57,1.0,SPX
20260814,SPXW  260814P07785000,P,7785.0,-1,SELL,3.1,10:17:12,10:17:12,0.0,SPX
20260814,SPXW  260814P07800000,P,7800.0,1,BUY,12.5,10:30:41,10:30:41,0.0,SPX
20260814,SPXW  260814P07800000,P,7800.0,-1,SELL,10.3,09:31:21,09:31:24,3.0,SPX
20260814,SPXW  260814P07810000,P,7810.0,1,BUY,12.4,10:17:12,10:17:12,0.0,SPX
20260814,SPXW  260814P07810000,P,7810.0,-1,SELL,9.6,10:05:56,10:05:57,1.0,SPX
20260817,SPXW  260817C07785000,C,7785.0,-1,SELL,10.8,09:31:54,09:31:55,1.0,SPX
20260817,SPXW  260817C07785000,C,7785.0,-1,SELL,8.3,09:33:17,09:33:17,0.0,SPX
20260817,SPXW  260817C07810000,C,7810.0,1,BUY,2.3,09:31:54,09:31:55,1.0,SPX
20260817,SPXW  260817C07810000,C,7810.0,1,BUY,1.65,09:33:17,09:33:17,0.0,SPX
20260817,SPXW  260817P07685000,P,7685.0,1,BUY,0.35,09:30:38,09:30:38,0.0,SPX
20260817,SPXW  260817P07690000,P,7690.0,1,BUY,0.35,09:32:16,09:32:18,2.0,SPX
20260817,SPXW  260817P07710000,P,7710.0,-1,SELL,0.55,09:30:38,09:30:38,0.0,SPX
20260817,SPXW  260817P07715000,P,7715.0,-1,SELL,0.6,09:32:16,09:32:18,2.0,SPX
20260817,SPXW  260817P07750000,P,7750.0,1,BUY,2.45,09:33:38,09:33:39,1.0,SPX
20260817,SPXW  260817P07750000,P,7750.0,-1,SELL,1.15,10:52:11,10:52:11,0.0,SPX
20260817,SPXW  260817P07760000,P,7760.0,1,BUY,2.95,09:31:18,09:31:21,3.0,SPX
20260817,SPXW  260817P07760000,P,7760.0,1,BUY,4.2,09:32:56,09:32:56,0.0,SPX
20260817,SPXW  260817P07760000,P,7760.0,-1,SELL,3.7,09:45:11,09:45:11,0.0,SPX
20260817,SPXW  260817P07760000,P,7760.0,-1,SELL,3.6,09:45:25,09:45:25,0.0,SPX
20260817,SPXW  260817P07775000,P,7775.0,1,BUY,6.9,10:52:11,10:52:11,0.0,SPX
20260817,SPXW  260817P07775000,P,7775.0,-1,SELL,7.4,09:33:38,09:33:39,1.0,SPX
20260817,SPXW  260817P07785000,P,7785.0,1,BUY,13.1,09:45:11,09:45:11,0.0,SPX
20260817,SPXW  260817P07785000,P,7785.0,1,BUY,13.0,09:45:25,09:45:25,0.0,SPX
20260817,SPXW  260817P07785000,P,7785.0,-1,SELL,9.0,09:31:18,09:31:21,3.0,SPX
20260817,SPXW  260817P07785000,P,7785.0,-1,SELL,12.6,09:32:56,09:32:56,0.0,SPX
20260818,SPXW  260818C07710000,C,7710.0,-1,SELL,13.7,09:35:59,09:36:28,29.0,SPX
20260818,SPXW  260818C07735000,C,7735.0,1,BUY,3.6,09:35:25,09:35:57,32.0,SPX
20260818,SPXW  260818C07745000,C,7745.0,-1,SELL,1.8,09:33:43,09:33:45,2.0,SPX
20260818,SPXW  260818C07770000,C,7770.0,1,BUY,0.45,09:33:42,09:33:42,0.0,SPX
20260818,SPXW  260818C07825000,C,7825.0,-1,SELL,0.1,09:32:06,09:32:18,12.0,SPX
20260818,SPXW  260818C07850000,C,7850.0,1,BUY,0.1,09:32:05,09:32:05,0.0,SPX
20260818,SPXW  260818P07605000,P,7605.0,1,BUY,0.5,09:33:59,09:34:01,2.0,SPX
20260818,SPXW  260818P07630000,P,7630.0,-1,SELL,1.0,09:33:59,09:34:01,2.0,SPX
20260818,SPXW  260818P07640000,P,7640.0,1,BUY,0.95,09:31:08,09:31:09,1.0,SPX
20260818,SPXW  260818P07665000,P,7665.0,-1,SELL,2.55,09:31:10,09:31:12,2.0,SPX
20260818,SPXW  260818P07685000,P,7685.0,1,BUY,7.9,09:34:26,09:34:32,6.0,SPX
20260818,SPXW  260818P07685000,P,7685.0,-1,SELL,5.6,09:55:51,09:55:51,0.0,SPX
20260818,SPXW  260818P07700000,P,7700.0,1,BUY,10.0,09:38:31,09:38:31,0.0,SPX
20260818,SPXW  260818P07700000,P,7700.0,-1,SELL,9.7,09:49:36,09:49:38,2.0,SPX
20260818,SPXW  260818P07710000,P,7710.0,1,BUY,15.4,09:55:51,09:55:51,0.0,SPX
20260818,SPXW  260818P07710000,P,7710.0,-1,SELL,17.6,09:34:26,09:34:32,6.0,SPX
20260818,SPXW  260818P07720000,P,7720.0,1,BUY,21.4,09:32:43,09:32:47,4.0,SPX
20260818,SPXW  260818P07720000,P,7720.0,-1,SELL,17.6,09:48:22,09:48:22,0.0,SPX
20260818,SPXW  260818P07725000,P,7725.0,1,BUY,23.4,09:49:36,09:49:38,2.0,SPX
20260818,SPXW  260818P07725000,P,7725.0,-1,SELL,22.7,09:38:31,09:38:31,0.0,SPX
20260818,SPXW  260818P07745000,P,7745.0,1,BUY,36.9,09:48:22,09:48:22,0.0,SPX
20260818,SPXW  260818P07745000,P,7745.0,-1,SELL,40.3,09:32:43,09:32:47,4.0,SPX
20260819,SPXW  260819C07690000,C,7690.0,1,BUY,28.1,09:41:58,09:41:59,1.0,SPX
20260819,SPXW  260819C07690000,C,7690.0,-1,SELL,36.4,09:31:44,09:31:44,0.0,SPX
20260819,SPXW  260819C07715000,C,7715.0,1,BUY,17.4,09:31:44,09:31:44,0.0,SPX
20260819,SPXW  260819C07715000,C,7715.0,-1,SELL,11.3,09:41:58,09:41:59,1.0,SPX
20260819,SPXW  260819C07715000,C,7715.0,-1,SELL,12.6,10:08:04,10:08:12,8.0,SPX
20260819,SPXW  260819C07715000,C,7715.0,-1,SELL,12.6,10:08:27,10:08:27,0.0,SPX
20260819,SPXW  260819C07725000,C,7725.0,-1,SELL,7.3,10:09:34,10:09:34,0.0,SPX
20260819,SPXW  260819C07740000,C,7740.0,1,BUY,3.1,10:08:04,10:08:12,8.0,SPX
20260819,SPXW  260819C07740000,C,7740.0,1,BUY,3.1,10:08:26,10:08:26,0.0,SPX
20260819,SPXW  260819C07750000,C,7750.0,1,BUY,1.45,10:09:34,10:09:34,0.0,SPX
20260819,SPXW  260819C07770000,C,7770.0,-1,SELL,1.15,09:30:46,09:30:51,5.0,SPX
20260819,SPXW  260819C07795000,C,7795.0,1,BUY,0.4,09:30:46,09:30:51,5.0,SPX
20260819,SPXW  260819C07795000,C,7795.0,-1,SELL,0.15,10:06:57,10:06:57,0.0,SPX
20260819,SPXW  260819C07820000,C,7820.0,1,BUY,0.15,10:06:56,10:06:56,0.0,SPX
20260819,SPXW  260819P07605000,P,7605.0,1,BUY,0.25,10:08:41,10:08:44,3.0,SPX
20260819,SPXW  260819P07605000,P,7605.0,1,BUY,0.25,10:08:57,10:08:57,0.0,SPX
20260819,SPXW  260819P07615000,P,7615.0,1,BUY,0.3,10:05:52,10:05:53,1.0,SPX
20260819,SPXW  260819P07630000,P,7630.0,-1,SELL,0.35,10:08:41,10:08:44,3.0,SPX
20260819,SPXW  260819P07630000,P,7630.0,-1,SELL,0.35,10:08:57,10:08:57,0.0,SPX
20260819,SPXW  260819P07640000,P,7640.0,-1,SELL,0.5,10:06:04,10:06:04,0.0,SPX
20260819,SPXW  260819P07665000,P,7665.0,1,BUY,1.05,09:31:24,09:31:26,2.0,SPX
20260819,SPXW  260819P07690000,P,7690.0,1,BUY,4.1,10:07:27,10:07:31,4.0,SPX
20260819,SPXW  260819P07690000,P,7690.0,-1,SELL,2.95,09:31:24,09:31:26,2.0,SPX
20260819,SPXW  260819P07715000,P,7715.0,-1,SELL,11.2,10:07:27,10:07:31,4.0,SPX
20260820,SPXW  260820C07680000,C,7680.0,1,BUY,21.7,09:44:53,09:44:53,0.0,SPX
20260820,SPXW  260820C07680000,C,7680.0,-1,SELL,16.0,09:33:27,09:33:29,2.0,SPX
20260820,SPXW  260820C07705000,C,7705.0,1,BUY,5.1,09:33:27,09:33:29,2.0,SPX
20260820,SPXW  260820C07705000,C,7705.0,-1,SELL,7.6,09:44:53,09:44:53,0.0,SPX
20260820,SPXW  260820C07710000,C,7710.0,-1,SELL,4.2,09:32:02,09:32:06,4.0,SPX
20260820,SPXW  260820C07735000,C,7735.0,1,BUY,1.05,09:32:02,09:32:06,4.0,SPX
20260820,SPXW  260820C07755000,C,7755.0,-1,SELL,0.3,09:32:45,09:32:52,7.0,SPX
20260820,SPXW  260820C07755000,C,7755.0,-1,SELL,0.3,09:34:24,09:34:25,1.0,SPX
20260820,SPXW  260820C07780000,C,7780.0,1,BUY,0.15,09:32:45,09:32:52,7.0,SPX
20260820,SPXW  260820C07780000,C,7780.0,1,BUY,0.15,09:34:24,09:34:25,1.0,SPX
20260820,SPXW  260820P07585000,P,7585.0,1,BUY,0.6,09:32:24,09:32:25,1.0,SPX
20260820,SPXW  260820P07610000,P,7610.0,1,BUY,1.55,09:30:29,09:30:33,4.0,SPX
20260820,SPXW  260820P07610000,P,7610.0,-1,SELL,1.1,09:32:24,09:32:25,1.0,SPX
20260820,SPXW  260820P07635000,P,7635.0,1,BUY,0.3,15:46:40,15:46:56,16.0,SPX
20260820,SPXW  260820P07635000,P,7635.0,-1,SELL,3.2,09:30:29,09:30:33,4.0,SPX
20260820,SPXW  260820P07655000,P,7655.0,1,BUY,5.7,09:33:06,09:33:08,2.0,SPX
20260820,SPXW  260820P07655000,P,7655.0,-1,SELL,4.0,11:45:16,11:45:18,2.0,SPX
20260820,SPXW  260820P07675000,P,7675.0,1,BUY,10.0,09:33:48,09:33:49,1.0,SPX
20260820,SPXW  260820P07675000,P,7675.0,-1,SELL,6.9,09:45:08,09:45:11,3.0,SPX
20260820,SPXW  260820P07680000,P,7680.0,1,BUY,13.8,11:45:16,11:45:18,2.0,SPX
